Key,English,Simplified_Chinese
UI_EVENT_OKTOBERFEST,Oktoberfest!,啤酒节！
UI_EVENT_TIME_TO_HUNT,Time to Hunt,狩猎开始
UI_EVENT_TIME_TO_HUNT_DIALOG,"It's been a bumper year, so there are a lot of monsters out to get crops.\nIt's time to hunt them down! Can you help?",今年丰收，好多怪物跑来抢庄稼。是时候狩猎它们了！你能来帮忙吗？
UI_EVENT_TRICKORTREAT,Trick or Treat,不给糖就捣蛋！
UI_EVENT_HALLOWEEN_WORLDBOSS,Halloween World Bosses,万圣节世界首领
UI_EVENT_CATCHTHETHIEFSANTA,Catch the Thief Santa,捉拿圣诞小偷！
UI_EVENT_NEWYEAR,New Year,新年
UI_EVENT_BOSSDROPBOOST,Boss Drop Boost!,BOSS 掉率提升！
UI_EVENT_BOSSDROPBOOST_DESC_20,Dungeon Boss Drop Rate +20%!,副本 BOSS 掉率 + 20%！
UI_EVENT_WEATHERBOOST,Weather Boost!,天气加成！
UI_EVENT_13SURVEY,1.3 Update Survey! Aim for special rewards!,1.3 Update Survey! Aim for special rewards!
UI_EVENT_ATTACK_OF_THE_SNOW_CLONES,Attack of the Snow Clones,冰雪分身来袭！
UI_EVENT_LETTER_COLLECTION,2024 Valentine's Day,2024 Valentine's Day
UI_EVENT_LETTER_COLLECTION_DESC,Exchange letters with a loved one or friend to complete the phrases below!,Exchange letters with a loved one or friend to complete the phrases below!
UI_EVENT_LETTER_COLLECTION_PT50,50 points,50 points
UI_EVENT_LETTER_COLLECTION_PT100,100 points,100 points
UI_EVENT_LETTER_COLLECTION_PT150,150 points,150 points
UI_EVENT_LETTER_COLLECTION_PT200,200 points,200 points
UI_EVENT_CANDYEVENT,Candy Event,糖果活动
UI_EVENT_GRAND_SPRING_HIDE_HUNT,Spring 2024 Event,Spring 2024 Event
UI_EVENT_ATTACK_OF_THE_HUNGRY_MONSTERS,Attack of the Hungry Monsters,Attack of the Hungry Monsters
UI_EVENT_2ND_ANNIVERSARY_CONNECTION,Daily Login,每日登录
UI_EVENT_2ND_ANNIVERSARY_CONNECTION_DESC,Let's celebrate the 2nd anniversary of Flyff Universe!,Let's celebrate the 2nd anniversary of Flyff Universe!
UI_EVENT_ANNIVERSARY2,2nd Anniversary!,2nd Anniversary!
UI_EVENT_ANNIVERSARY2_DESC,Flyff Universe is turning 2! A huge thank you to all of our players who made this milestone possible!,Flyff Universe is turning 2! A huge thank you to all of our players who made this milestone possible!
UI_EVENT_ANNIVERSARY2_CAKE,Cake,Cake
UI_EVENT_COUPLE_RING_OF_LEGEND,Couple Ring from the Legend,传奇情侣对戒
UI_EVENT_EXPBOOST_DESC_100,Experience x2!,经验值翻倍！
UI_EVENT_DROPBOOST_DESC_100,Drop Chance x2!,掉落概率翻倍！
UI_EVENT_INSTANCE_DUNGEON_COOLDOWN,Instance Dungeon Cooldown,Instance Dungeon Cooldown
UI_EVENT_UPGRADEBOOST,Upgrade Boost!,精炼加成！
UI_EVENT_UPGRADEBOOST_DESC_100,Upgrade Chance x2!,强化成功率翻倍！
UI_EVENT_2024_VACANCE,2024 Vacance Event,2024 Vacance Event
UI_EVENT_2024_VACANCE_DESC,Obtain EXP and event items in the dungeon to earn a permanent costume!,Obtain EXP and event items in the dungeon to earn a permanent costume!
UI_EVENT_ROLL_DICE,Roll your Lucky Dice!,来掷出你的幸运骰子吧！
UI_EVENT_ROLL_DICE_DESC,"Complete Daily Quests to earn dice, then roll them for rewards!",完成每日任务即可获得骰子，投掷骰子领取丰厚奖励！
UI_EVENT_20_ANNIVERSARY,Flyff's 20th Anniversary,Flyff's 20th Anniversary
UI_EVENT_20_ANNIVERSARY_DESC,Celebrate Flyff's 20th Anniversary!,Celebrate Flyff's 20th Anniversary!
UI_EVENT_PIRATESHIP,Plunder treasure from the Pirate Ship!,从海盗船上掠夺宝藏！
UI_EVENT_THANKSGIVING,Thanksgiving Event,感恩节活动
UI_EVENT_FISHINGCHAMPION,1.4.1 Update Celebration,1.4.1 Update Celebration
UI_EVENT_145_ATTENDANCE,Playtime Event,累计在线领奖励
UI_EVENT_145_ATTENDANCE_DESC,Log in each day for 30 minutes to receive rewards!,每日登录并在线满 30 分钟即可领取奖励！
UI_EVENT_LIFEGATHERINGMASTERY,Life Gathering Mastery Event,采集熟练度加成活动
UI_EVENT_LIFEGATHERINGMASTERY_DESC_20,Increase your life gathering mastery gain by 20%!,生活采集精通获取效率提升 20%！
UI_EVENT_LIFEPRODUCTIONMASTERY,Life Production Mastery Event,生产制作熟练度活动
UI_EVENT_LIFEPRODUCTIONMASTERY_DESC_20,Increase your life production mastery gain by 20%!,生活制作精通获取效率提升 20%！
UI_EVENT_LIFEMASTERY,Life Mastery Event,生活技能熟练度活动
UI_EVENT_LIFEMASTERY_DESC_20,Increase all life mastery gains by 20%!,所有生活技能精通获取效率提升 20%！
UI_EVENT_LIFEGATHERINGSPEED,Life Gathering Speed Event,生活采集速度提升活动
UI_EVENT_LIFEGATHERINGSPEED_DESC_20,Increase your life gathering speed by 20%!,生活采集速度提升 20%！
UI_EVENT_LIFEPRODUCTIONSPEED,Life Production Speed Event,生活制作速度活动
UI_EVENT_LIFEPRODUCTIONSPEED_DESC_20,Increase your life production speed by 20%!,生活制作速度提升 20%！
UI_EVENT_LIFEGATHERINGDURABILITY,Life Gathering Durability Discount Event!,采集工具耐久消耗折扣活动！
UI_EVENT_LIFEGATHERINGDURABILITY_DESC_1,Reduces durability cost by 1 when gathering!,采集时耐久消耗降低 1 点！
UI_EVENT_LIFEWANDERINGMERCHANTRENEWAL,Life Wandering Merchant Early Refresh Event!,生活系流浪商人提前刷新活动！
UI_EVENT_LIFEWANDERINGMERCHANTRENEWAL_DESC_30,The Wandering Merchant's inventory refreshes 30 minutes earlier during the event!,活动期间，流浪商人的商品库存将提前 30 分钟刷新！
UI_EVENT_LIFEGATHERINGSPAWN,Life Gathering Spawn Boost Event!,采集资源刷新加速活动！
UI_EVENT_LIFEGATHERINGSPAWN_DESC_20,20% more gathering objects spawn during the event!,活动期间，采集目标刷新数量增加 20%！
UI_EVENT_LIFEWANDERINGMERCHANTITEMS,Life Wandering Merchant Extra Stock Event!,流浪商人额外库存活动！
UI_EVENT_LIFEWANDERINGMERCHANTITEMS_DESC_2,The Wandering Merchant offers 2 additional items for sale during the event!,活动期间，流浪商人额外上架 2 件商品！
UI_EVENT_3RD_ANNIV_FIELDBOSS,3rd Anniversary Field Boss Event,3rd Anniversary Field Boss Event
UI_EVENT_FWC_PREDICTION,FWC Prediction Event,FWC竞猜活动
UI_EVENT_FWC_PREDICTION_DESC,FWC Prediction Event!,FWC Prediction Event!
UI_EVENT_TIMETOUPGRADE,It's Time to Upgrade!,是时候开始强化了！
UI_EVENT_TIMETOUPGRADE_DESC,Successfully upgrade an item to each level from +1 to +10 during the event to receive rewards. Complete all 10 stages to receive an Ultimate Accessory Selection Box.,活动期间，成功将一件装备从 + 1 强化至 + 10 的每个等级，均可领取对应奖励。完成全部 10 个阶段，即可获得终极饰品选择箱。
UI_EVENT_PTS,Public Test Server,Public Test Server
UI_EVENT_PTS_DESC,"Rates are increased, dungeon cooldowns are reduced, and more! Visit the Discord for more information.","Rates are increased, dungeon cooldowns are reduced, and more! Visit the Discord for more information."
UI_EVENT_LETTER_COLLECTION_2026,2026 Valentine's Day,2026情人节
UI_EVENT_LETTER_COLLECTION_2026_DESC,"During the 2026 Valentine's Day Event, I♥YOU items can be obtained from the Valentine's Day Letter, which drops from defeated monsters; only monsters up to 10 levels below your character's level are eligible to drop the item.",2026年情人节活动期间，击杀怪物后有概率掉落情人节信函，从中可获得I♥YOU系列道具；仅低于角色等级10级以内的怪物才会掉落。
UI_EVENT_LOGIN,Login Event,Login Event
