Key,English,Simplified_Chinese
PROPMAP_TXT_100025,Darkon 1 (KhipRa),达肯开发区
PROPMAP_TXT_100026,Unknown,未知之地
PROPMAP_TXT_100029,Armory,武器商店
PROPMAP_TXT_100030,Center for Guild Combat,公会战中心区域
PROPMAP_TXT_100031,Arena Manager,竞技场管理员
PROPMAP_TXT_100032,Azria,阿兹利亚
PROPMAP_TXT_100033,Guild Siege,公会战
PROPMAP_TXT_100034,Quiz,测验
PROPMAP_TXT_100035,Village of Kan,勇者营地
PROPMAP_TXT_100036,Area,地区
PROPMAP_TXT_100037,Saint Morning Station,晨光站
PROPMAP_TXT_100038,Garden of Rhisis II,莱斯庭院II
PROPMAP_TXT_100039,Cave of Envy,渴望洞穴
PROPMAP_TXT_100040,Darkon 2,达肯2区
PROPMAP_TXT_100041,Volkane,熔岩秘境
PROPMAP_TXT_100042,Abandoned Erons Factory,废弃的绿磷石工厂
PROPMAP_TXT_100043,Frozen Forest,冰封之森
PROPMAP_TXT_100044,Forgotten Bridge,遗忘之桥
PROPMAP_TXT_100045,Azria Village,阿兹利亚村
PROPMAP_TXT_100046,Frozen Lakes,冻湖
PROPMAP_TXT_100047,Castle Ruins,城堡遗址
PROPMAP_TXT_100048,High Mountains,雪国山脉
PROPMAP_TXT_100049,Redchip Dealer,红纸片商人
PROPMAP_TXT_100050,Storm Peak,风暴之巅
PROPMAP_TXT_100051,Envy Depths,渴望深渊
PROPMAP_TXT_100052,Leren Chasm,乐雅裂痕
PROPMAP_TXT_100053,Rhisis Catacombs,莱斯神之墓
PROPMAP_TXT_100054,Guardiane Sanctuary,堕落圣域
PROPMAP_TXT_100055,Leren Chasm (Medium),乐雅裂痕 (中等)
PROPMAP_TXT_100056,Leren Chasm (Hard),乐雅裂痕 (高级)
PROPMAP_TXT_100057,Leren Chasm (Extra Hard),乐雅裂痕 (困难)
PROPMAP_TXT_100058,Leren Chasm (Nightmare),乐雅裂痕 (噩梦)
PROPMAP_TXT_100059,Rhisis Catacombs (Hard),莱斯神之墓 (困难)
PROPMAP_TXT_100060,Rhisis Catacombs (Extra Hard),莱斯神之墓 (噩梦)
PROPMAP_TXT_100061,Rhisis Catacombs (Nightmare),莱斯神之墓 (地狱)
PROPMAP_TXT_100062,Envy Depths (Extra Hard),渴望深渊 (困难)
PROPMAP_TXT_100063,Envy Depths (Nightmare),渴望深渊 (噩梦)
PROPMAP_TXT_100064,Guardiane Sanctuary (Nightmare),堕落圣域 (噩梦)
PROPMAP_TXT_100065,Envy Depths (Medium),渴望深渊 (中等)
PROPMAP_TXT_100066,Eggcellent's Meadow,彩蛋草原
PROPMAP_TXT_100067,Eggcellent's Meadow (Medium),彩蛋草原 (中等)
PROPMAP_TXT_100068,Eggcellent's Meadow (Hard),彩蛋草原 (困难)
PROPMAP_TXT_100069,Leren Chasm (Story),乐雅裂痕 (剧情)
PROPMAP_TXT_100070,Rhisis Catacombs (Story),莱斯神之墓 (剧情)
PROPMAP_TXT_100071,Envy Depths (Story),渴望深渊 (剧情)
PROPMAP_TXT_100072,Guardiane Sanctuary (Story),堕落圣域 (剧情)
PROPMAP_TXT_100073,Storm Peak (Story),风暴之巅 (剧情)
PROPMAP_TXT_200000,The Colosseum,角斗场
PROPMAP_TXT_100074,The Wilds (Story),荒野 (剧情)
PROPMAP_TXT_100075,The Wilds,荒野
PROPMAP_TXT_230001,Instance,副本
PROPMAP_TXT_100076,FWC Arena,FWC竞技场
PROPMAP_TXT_100081,Leren Chasm (Cursed),乐雅裂痕 (诅咒)
PROPMAP_TXT_100082,Rhisis Catacombs (Cursed),莱斯神之墓 (诅咒)
PROPMAP_TXT_100083,Envy Depths (Cursed),渴望深渊 (诅咒)
PROPMAP_TXT_100084,Guardiane Sanctuary (Cursed),堕落圣域 (诅咒)
PROPMAP_TXT_100085,Storm Peak (Cursed),风暴之巅 (诅咒)
PROPMAP_TXT_200001,Beach House,海滨小屋
PROPMAP_TXT_200002,Blank World,空白世界
PROPMAP_TXT_200003,Guild Ship,公会战舰
PROPMAP_TXT_200004,Forest House,丛林小屋
PROPMAP_TXT_200005,Volcano House,火山小屋
PROPMAP_TXT_200006,Snow House,冬季小屋
PROPMAP_TXT_200007,Housing Specialist,房屋专家
PROPMAP_TXT_200008,Pet Tamer,宠物驯练师
PROPMAP_TXT_200009,Beach House (S),海滩小屋 (小)
PROPMAP_TXT_200010,Beach House (M),海滩小屋 (中)
PROPMAP_TXT_200011,Beach House (L),海滩小屋 (大)
PROPMAP_TXT_200012,Kalgas Assault Realm,卡尔加斯突袭战场
PROPMAP_TXT_200013,Darken House,达肯小屋
PROPMAP_TXT_100086,2nd Anniversary,2nd Anniversary
PROPMAP_TXT_100087,2nd Anniversary (Medium),2nd Anniversary (Medium)
PROPMAP_TXT_100088,2nd Anniversary (Hard),2nd Anniversary (Hard)
PROPMAP_TXT_100200,[Event] Envy Depths (Easy),[活动] 渴望深渊 (简单)
PROPMAP_TXT_100201,[Event] Envy Depths (Medium),[活动] 渴望深渊 (中等)
PROPMAP_TXT_100202,[Event] Envy Depths (Hard),[活动] 渴望深渊 (困难)
PROPMAP_TXT_100089,Lv.15+,Lv.15+
PROPMAP_TXT_100090,Lv.20+,Lv.20+
PROPMAP_TXT_100091,Lv.80+,Lv.80+
PROPMAP_TXT_100092,Lv.100+,Lv.100+
PROPMAP_TXT_100093,Lv.25+,Lv.25+
PROPMAP_TXT_100097,Lv.120+,Lv.120+
PROPMAP_TXT_200014,Fall House,秋日小屋
PROPMAP_TXT_200015,Fall House (S),秋日小屋 (小)
PROPMAP_TXT_200016,Fall House (M),秋日小屋 (中)
PROPMAP_TXT_200017,Fall House (L),秋日小屋 (大)
PROPMAP_TXT_200018,Blank House (Couple),空白小屋 (伴侣)
PROPMAP_TXT_200019,Beach House (Couple),海滩小屋 (伴侣)
PROPMAP_TXT_200020,Darken House (Couple),达肯小屋 (伴侣)
PROPMAP_TXT_200021,Forest House (Couple),森林小屋 (伴侣)
PROPMAP_TXT_200022,Fall House (Couple),秋日小屋 (伴侣)
PROPMAX_TXT_200023,Herneos,赫涅奥斯
PROPMAP_TXT_200024,Boss Monster Raid,Boss讨伐战
PROPMAP_TXT_100094,[Event] Halloween Dungeon,[活动] 万圣节副本
PROPMAP_TXT_100095,[Event] Halloween Dungeon (Normal),[活动] 万圣节副本 (普通)
PROPMAP_TXT_100096,[Event] Halloween Dungeon (Hard),[活动] 万圣节副本 (困难)
PROPMAP_TXT_200025,Snowfield,雪原
PROPMAX_TXT_200026,Ankou's Asylum,安库的庇护所
PROPMAP_TXT_200027,Kaillun Temple,凯伦神殿
PROPMAP_TXT_200028,Eillun,艾尔伦
PROPMAP_TXT_200029,Kaillun,凯伦
PROPMAP_TXT_200030,Leren Chasm (Infernal),Leren Chasm (Infernal)
PROPMAP_TXT_200031,Rhisis Catacombs (Infernal),Rhisis Catacombs (Infernal)
PROPMAP_TXT_200032,Envy Depths (Infernal),Envy Depths (Infernal)
PROPMAP_TXT_200033,Guardiane Sanctuary (Infernal),Guardiane Sanctuary (Infernal)
PROPMAP_TXT_200034,Storm Peak (Infernal),Storm Peak (Infernal)
PROPMAP_TXT_200035,The Wilds (Infernal),荒野 (地狱)
PROPMAP_TXT_200036,Ankou's Asylum (Story),安库的庇护所 (剧情模式)
PROPMAP_TXT_200037,Seabed,沉没之地
PROPMAP_TXT_200038,Rescue [Eillun Farmer] Sprout,Rescue [Eillun Farmer] Sprout
PROPMAP_TXT_200039,Rescue [Eillun Farmer] Thorn,Rescue [Eillun Farmer] Thorn
PROPMAP_TXT_200040,Defend [Eillun Farmer] Dr. Root,Defend [Eillun Farmer] Dr. Root
PROPMAP_TXT_200041,Rescue [Eillun Farmer] Dr. Root,Rescue [Eillun Farmer] Dr. Root
PROPMAP_TXT_200042,Mysterious Castle,Mysterious Castle
PROPMAP_TXT_200043,Euphresia,Euphresia
PROPMAP_TXT_200044,Kebaras 2,Kebaras 2
