Key,English,Simplified_Chinese
EXCHANGE_ANNIVERSARY_EVENT,It's your special day! Let's make it even sweeter by indulging in some delectable desserts. Come see me for a slice of heaven and some tasty rewards!,今天是你的专属纪念日！不如享用美味甜点，让这份喜悦更加甜蜜。快来找我领取一份幸福滋味，还有丰厚奖励等着你！
EXCHANGE_RESCUE_EVENT,Have you heard about the people gone missing from the dungeons recently?\nHelp the people from danger and collect the Rescue Certificate!\nI've prepared various rewards for your acts of valor!,你听说最近地下城有人失踪了吗？\n快去解救身陷险境的人们，并收集救援凭证吧！\n我已为你的英勇之举准备了各式丰厚奖励！
EXCHANGE_FWCGEAR_EVENT,I will change your +10 High-Level Ultimate weapons and Very Rare equipment to special +10 FWC Golden equipment. Complete several trades to get even more rewards! Note that you can only exchange items matching your class and gender.,我可以将你的 +10 稀有装备和终极武器兑换为专属的 +10 FWC 黄金装备。完成多轮兑换还可领取更多丰厚奖励！注意：仅可兑换与自身职业、性别相符的装备。
EXCHANGE_MUSICFESTIVAL_EVENT,Let's turn up the volume on your special day! Join me for a melodic celebration filled with harmonious surprises and musical delights.,在这个特别日子里，让气氛更加热烈吧！来参加这场旋律庆典，这里有和谐的惊喜与美妙的乐章等着你。
EXCHANGE_SUMMER_EVENT_2023,"The summer is hot!! I need something to cool this heat!\nI hear that you can hear the waves if you put a sea shell by your ears, is this true?",夏天好热啊！！我得找点东西降降温才行！听说把海螺贴在耳边，就能听见海浪的声音，这是真的吗？
EXCHANGE_OKTOBERFEST_EVENT_2023,"The beer festival is at the peak, so everyone's is busy. We're running low on beer, can you help me out?\nIf you can get me some beer, I'll exchange it for various rewards.",啤酒节正热闹非凡，大家都忙得不可开交。我们的啤酒快不够了，你能帮我个忙吗？\n如果你能帮我找来一些啤酒，我会用各种丰厚奖励来跟你交换。
EXCHANGE_FINDGOLDENAIBATT_EVENT_2310,Have you heard the news? Golden Monsters have appeared!\nPeople say that you can get gold shard by hunting down the golden monster… Can you get some for me?,你听说了吗？黄金怪物出现了！\n据说击败黄金怪物就能获得黄金碎片…… 你能帮我收集一些吗？
EXCHANGE_TIME_TO_HUNT_2023,"It's been a bumper year, so there are a lot of monsters out to get crops.\nIt's time to hunt them down! Can you help?",今年收成大好，结果引来了一大堆怪物来糟蹋庄稼。\n是时候把它们通通消灭了！你愿意帮忙吗？
EXCHANGE_JEWELRY,Exchange your jewelry here. Note the upgrade level of the output items!,在这里兑换首饰。注意兑换物品的精炼等级！
EXCHANGE_CHRISTMAS_2023,Theif Santas have stolen all the presents I was going to give out this Christmas.\nCan you help me get them back?,圣诞小偷偷走了我准备在圣诞节分发的所有礼物。\n你能帮我把它们夺回来吗？
EXCHANGE_ATTACK_OF_THE_SNOWCLONES,Yettis have taken away all the toy hammers from the orphanage. Could you bring the hammers back from the Yettis?,雪怪们抢走了孤儿院里所有的玩具锤子。你能从雪怪手中把锤子夺回来吗？
EXCHANGE_KALGASCHIPS,"The items I sell here in my shop are absolutely the best you can find! So, how many Kalgas Chips do you have, hmmm?",我店里卖的东西绝对是顶流好物！话说回来，你有多少卡尔加斯筹码？
EXCHANGE_MARCH_2023,Green monsters have appeared all over the Madrigal continent. Defeat them and bring me the tokens!,绿色怪物已经遍布马德里加尔大陆各处。击败它们，把代币带回来给我！
EXCHANGE_ATTACK_OF_THE_HUNGRY_MONSTERS,"Hungry monsters are attacking travelers, descending on villages and stealing food from homes. Would you like to join the fight against the monsters?",饥饿的怪兽袭击旅人、洗劫村庄，还闯进民宅抢夺食物。你愿意加入战斗，一起对抗这些怪兽吗？
EXCHANGE_2ND_ANNIVERSARY_EVENT,"Have you donated enough tokens to your guild? If so, we'll exhange them for boxes!",你为公会捐献的代币足够了吗？如果够了，我们就可以用这些代币兑换宝箱！
EXCHANGE_2024_VACANCE_EVENT,What vacation items do you need? Bring us your beautifully polished seashells and we'll exchange them with rewards!,你需要哪些度假用品？把你精心打磨好的海螺交给我，我就用丰厚奖励和你交换！
EXCHANGE_PIRATE_SHIP_EVENT,"The pirates stole my treasure map.\nIf you can bring back my treasure map, I'll give you a good case",海盗偷走了我的藏宝图。如果你能帮我找回藏宝图，我就送你一份丰厚奖励。
EXCHANGE_YELLOWCHIPS,"The items I sell here in my shop will certainly be helpful! So, how many Yellow Chips do you have, hmmm?",我店里卖的这些道具绝对实用！对了，你有多少黄纸片，嗯哼？
EXCHANGE_FISHINGCHAMPION_EVENT,"Have you ever... Have you ever been fishing? Once you fall in love with fishing, you'll never get out!",你试过…… 钓鱼吗？一旦爱上钓鱼，你就再也戒不掉啦！
EXCHANGE_3RD_ANNIV_EGG_UPGRADE_EVENT,Exchange items for the Egg Upgrade Event,用于蛋升级活动的道具兑换
EXCHANGE_FWC_COIN_2025,"Hey there! This is where you can exchange your Champion Coins for items you want.\nEach item has a limited number of exchanges, and your coins are limited too.\nSo think carefully and make sure to grab what you really need!\n\n※ Champion Coin disappears once the period is end.\n※ Unused Champion Coin will be replaced to Penya\n ┗ 1 Champion Coin = 10 Penya",嘿！在这里你可以用你的冠军硬币兑换想要的道具。\n每种道具有兑换次数限制，你的硬币也有限。\n所以请仔细考虑，一定要兑换你真正需要的物品！\n\n※ 活动结束后，冠军硬币将会消失。\n※ 未使用的冠军硬币将会被兑换为金币\n ┗ 1 枚冠军硬币 = 10 金币
EXCHANGE_PTS,Grab useful items for your testing purposes here!,在此领取测试用实用道具！
EXCHANGE_ALCHEMY,Alchemy,Alchemy
EXCHANGE_CARPENTRY,Carpentry,Carpentry
EXCHANGE_COOKING,Cooking,Cooking
EXCHANGE_SMITHING,Smithing,Smithing
EXCHANGE_KEBARAS2COST,Kebaras 2 Costumes can be exchanged for Kebaras 2 Costume Fragments here!,Kebaras 2 Costumes can be exchanged for Kebaras 2 Costume Fragments here!
