Key,English,Simplified_Chinese
TUTORIAL_ZOOM_CAMERA_TEXT,"How's that? Simple, right? Now, let's tackle zooming.\n\n[[Zooming in and out is possible with the Mouse wheel. It is also possible with the Page Up and Page Down Keys|Pinch to #bzoom out#nb and spread your fingers to #bzoom in#nb]].\n\n#cffff0000Clearing requirement: Adjust the camera zoom","How's that? Simple, right? Now, let's tackle zooming.\n\n[[Zooming in and out is possible with the Mouse wheel. It is also possible with the Page Up and Page Down Keys|Pinch to #bzoom out#nb and spread your fingers to #bzoom in#nb]].\n\n#cffff0000Clearing requirement: Adjust the camera zoom"
TUTORIAL_ROTATE_PHONE_TITLE,Viewing,Viewing
TUTORIAL_ROTATE_PHONE_CONTENT,[[|#b#cff0000ff■ Portrait and landscape #nb#nc\nRotate your phone to switch between portrait and landscape mode. ]],[[|#b#cff0000ff■ Portrait and landscape #nb#nc\nRotate your phone to switch between portrait and landscape mode. ]]
TUTORIAL_ROTATE_PHONE_TEXT,Awesome!\n\n[[|You can also #brotate#nb your phone to switch between portrait and landscape mode.]],Awesome!\n\n[[|You can also #brotate#nb your phone to switch between portrait and landscape mode.]]
TUTORIAL_OPEN_MENU_TEXT,"Great! [[It's time to learn how to change settings to enjoy the game the best as possible.\n\nSettings are available from the main game menu.\n\nClick on the #bbutton on bottom left#nb of the screen to open the main menu|Next, let's open the #bmain menu#nb.\n\nJust tap the button at the bottom left of the screen]].\n\n#cffff0000Clearing requirement: Open the main menu",完美！ 现在是时候学习如何更改设置以更好地享受游戏了。\n\n可以从主游戏菜单进行设置。\n\n[[点击/触摸]\n\n]屏幕左下角的按钮打开主菜单。\n\n#cffff0000完成条件 : 打开主菜单
TUTORIAL_OPEN_OPTION_TEXT,"Now [[click on|tap]] #bOption#nb to access the settings.\n\nHere, you can adjust the #btexture quality, shadows, music volume, language, and more#nb.\n\nOnce finished, hit the #b'Save'#nb button to apply your changes.\n\n#cffff0000Clearing requirement: Open the options window","Now [[click on|tap]] #bOption#nb to access the settings.\n\nHere, you can adjust the #btexture quality, shadows, music volume, language, and more#nb.\n\nOnce finished, hit the #b'Save'#nb button to apply your changes.\n\n#cffff0000Clearing requirement: Open the options window"
TUTORIAL_OPEN_OPTION_TITLE,Settings,设置
TUTORIAL_OPEN_OPTION_CONTENT,"#b#cff0000ff■ Video / Audio tab#nb#nc\nYou can configure texture quality, shadows quality and many other graphical options. Use Save button or your changes will be reset when you close the window. Texture quality and Antialiasing are only applied when saving changes. Antialiasing[[|, Vibrations]] and Fullscreen options are not supported on all devices. All advanced options and high quality settings will consume more energy and Internet bandwidth so consider disabling them if you have a limited Internet connection or experiencing a slow framerate.\n\n#b#cff0000ff■ Game tab#nb#nc\nYou can select the interface language and enable or disable some options relative to your character. Don't forget to save your changes.",#b#cff0000ff■ 视频/音频选项#nb#nc\n您可以配置纹理质量、阴影质量和许多其他图形选项，改动后需使用“保存”按钮，否则关闭窗口时您的更改将被重置。 纹理质量和抗锯齿仅在保存更改时应用。 并非所有设备都支持抗锯齿、振动和全屏选项。 所有高级选项和高质量设置都将消耗更多资源和互联网带宽，因此如果您的互联网连接有限或帧速率较慢，请考虑禁用它们。\n\n#b#cff0000ff■ 游戏标签#nb#nc\n您可以选择界面语言并启用或禁用与您的角色相关的某些选项。 不要忘记保存您的更改。
TUTORIAL_OPEN_MAP_TEXT,"Your adventure takes place in #bMadrigal#nb.\n\n[[Press M key|Tap the #bmini-map#nb]] to check your current location or to view maps of other areas.\n\nTo return to the game, [[press M again|tap the cross button at the top right of the map]].\n\n#cffff0000Clearing requirement: [[Hot Key 'M'|Open the map]]","Your adventure takes place in #bMadrigal#nb.\n\n[[Press M key|Tap the #bmini-map#nb]] to check your current location or to view maps of other areas.\n\nTo return to the game, [[press M again|tap the cross button at the top right of the map]].\n\n#cffff0000Clearing requirement: [[Hot Key 'M'|Open the map]]"
TUTORIAL_OPEN_MAP_TITLE,Map,地图
TUTORIAL_OPEN_MAP_CONTENT,"#b#cff0000ff■ Whole map#nb#nc\n[[Press M key|Touch World Map in main menu]] to see the continent of Madrigal.\n\n#b#cff0000ff■ Mini-Map#nb#nc\n[[Press N key|Touch cross button]] to hide navigator on right corner. If you want to see it again, [[press N key again|touch Navigator in main menu]].",#b#cff0000ff■ 整个地图#nb#nc\n【【按M键|在主菜单触摸世界地图】】查看瑞加大陆。\n\n#b#cff0000ff■ 迷你地图#nb#nc\n[[按N键|触摸十字键]]隐藏右上角的迷你地图。 如果您想再次看到它，[[再次按N键|在主菜单中触摸导航器]]。
TUTORIAL_OPEN_NAVIGATOR_TEXT,Let's go through the Navigator.\nYou can check your location and the surrounding area with the navigator that’s in the upper right part of the screen.\n[[Activate and deactivate the Navigator by pressing 'N'|Use Navigator in main menu to toggle the mini-map]].\n\n#cffff0000Clear Condition: [[Hot Key 'N'|Open the navigator]],让我们看下导航器（迷你地图）。\n您可以使用屏幕右上角的导航器查看您的位置和周围区域。\n[[通过点击'N'激活和停用导航器|在主菜单中使用导航器来切换小地图]].\n\n#cffff0000完成条件 : [[N|打开导航]]
TUTORIAL_TALK_LUI_TEXT,Navigating #bMadrigal#nb just got easier!\n\nGo talk to #b#cffa0a0ff[General] Lui#nc#nb in Central Flarine by following the #barrow above your head#nb.\n\nHe seems to have important information for you. Best of luck!,Navigating #bMadrigal#nb just got easier!\n\nGo talk to #b#cffa0a0ff[General] Lui#nc#nb in Central Flarine by following the #barrow above your head#nb.\n\nHe seems to have important information for you. Best of luck!
TUTORIAL_START_QUEST_TEXT,"Congratulations on your first quest! Time to explore the #bQuest Diary#nb.\n\nThis diary keeps track of completed quests and those you're currently on.\n\nTo view deatils, [[press 'Q'|tap the #b'Quests'#nb button at the top of the screen]].\n\n#cffff0000Clearing requirement: [[Hot Key 'Q'|Open the Quest Diary]]","Congratulations on your first quest! Time to explore the #bQuest Diary#nb.\n\nThis diary keeps track of completed quests and those you're currently on.\n\nTo view deatils, [[press 'Q'|tap the #b'Quests'#nb button at the top of the screen]].\n\n#cffff0000Clearing requirement: [[Hot Key 'Q'|Open the Quest Diary]]"
TUTORIAL_START_QUEST_TITLE,Quest Window,任务窗口
TUTORIAL_START_QUEST_CONTENT,#b#cff0000ff■ Quest Window#nb#nc\nThis is where you can see current quest information and the completed quests.[[\nShortcut key is L.|]],#b#cff0000ff■ 任务窗口#nb#nc\n在这里你可以看到当前的任务信息和已完成的任务。[[\n快捷键是L。]]
TUTORIAL_MOTION_TEXT,Looking to express yourself?\n\n[[Press 'O'|Tap the Emotes button on the left]] to unveil a range of #bemoticons and expressions#nb. Give it a go.\n\n#cffff0000Clearing requirement: [[Press 'O'|Open the Emotes window]],Looking to express yourself?\n\n[[Press 'O'|Tap the Emotes button on the left]] to unveil a range of #bemoticons and expressions#nb. Give it a go.\n\n#cffff0000Clearing requirement: [[Press 'O'|Open the Emotes window]]
TUTORIAL_MOTION_TITLE,Emotion Expression,表情
TUTORIAL_MOTION_CONTENT,"#b#cff0000ff■ Emotion Expression#nb#nc\nYou can use this to express your emotion to other players. There are many emoticons and icons for expression various emotions, so you should try to use it.[[\nShortcut key is O.|]]",#b#cff0000ff■ 情绪表达#nb#nc\n您可以使用它向其他用户表达您的情感。 有很多表情符号和图标可以表达各种情绪，你应该试一下。[[\n快捷键是O。]]
TUTORIAL_CHAT_TEXT,Ready to chat with others?\n\n[[Press ENTER|You can tap the #bChat#nb preview at the bottom]] to open the chat window.\n\nMessage in Normal chat are visible to nearby players.,Ready to chat with others?\n\n[[Press ENTER|You can tap the #bChat#nb preview at the bottom]] to open the chat window.\n\nMessage in Normal chat are visible to nearby players.
TUTORIAL_CHAT_TITLE,Chat Method,聊天方法
TUTORIAL_CHAT_CONTENT,#b#cff0000ff■ Normal Chat#nb#nc\nYou can only talk to players near by you. The way you talk is press Chat button on chat window.\n\n#b#cff0000ff■ Shout#nb#nc\nYou can talk to players who are in broad range. They way you shot is add #cffff0000/s #nc on front of the words that you want to say.\n\n#b#cff0000ff■ Party Chat#nb#nc\nYou can use it when you are in a party. The way you talk is add #cffff0000/p #nc on front of the wards that you want to say.\nYou can use Troupe button on the chat window.\n\n#b#cff0000ff■ Whisper#nb#nc\nYou can send message to certain player. The way you do it is add #cffff0000/w character name #nc.\nYou can use Whisper button on the chat window.\n\n#b#cff0000ff■ Guild Chat#nb#nc\nYou can use it when you are in a guild. The way you talk is add#cffff0000/g #nc.\nYou can use Guild button on the chat window.\n\n#b#cff0000ff■ System Message#nb#nc\nAll of the messages except chat message display in system window.To check press SYSTEM button on the chat window.\n\n#b#cff0000ff■ Filter Function#nb#nc\nYou can see the chat that you want to see. The way you do is press Filter button.,#b#cff0000ff■ 普通聊天#nb#nc\n您只能与您附近的玩家交谈。你说话的方式是按聊天窗口上的聊天按钮。 \n\n#b#cff0000ff■ 大喊#nb#nc\n您可以与大范围的用户交谈。你大喊的方式是在你想说的话前加上#cffff0000/s #nc。\n\n#b#cff0000ff■ 剧团聊天#nb#nc\n您可以在组团时使用它。你说话的方式是在你想说的话前面加上#cffff0000/p #nc。\n您可以使用聊天窗口中的“剧团”按钮。\n\n#b#cff0000ff■ 密语#nb#nc\n您可以向特定用户发送消息。你这样做的方法是添加#cffff0000/w 字符名称#nc.\n您可以使用聊天窗口上的 密语按钮。\n\n#b#cff0000ff■ 公会聊天#nb#nc\n当您在公会中时可以使用它。你说话的方式是add#cffff0000/g #nc.\n您可以在聊天窗口使用公会按钮。 \n\n#b#cff0000ff■ 系统消息#nb#nc\n系统窗口显示除聊天外的所有消息。要查看系统消息请按聊天窗口上的系统按钮。\n\n#b#cff0000ff■ 过滤功能#nb#nc\n可以过滤聊天信息聊天。方法是按过滤器按钮设置。
TUTORIAL_SHOUT_TEXT,"Mastering the Shout:\n\nShouting broadcasts your message to a #bbroader audience#nb than normal chat.\n\nTo shout, prefix your message with#cffff0000/s#nc. Remember, players won't see your shouts until you reach level 20.\n\n#cffff0000Clearing requirement: Use the shout ('/s') chat.","Mastering the Shout:\n\nShouting broadcasts your message to a #bbroader audience#nb than normal chat.\n\nTo shout, prefix your message with#cffff0000/s#nc. Remember, players won't see your shouts until you reach level 20.\n\n#cffff0000Clearing requirement: Use the shout ('/s') chat."
TUTORIAL_PARTY_CHAT_TEXT,"About the #bParty chat#nb:\n\nStart your message with #cffff0000/p#nc to only discuss with players in your party.\n\nRemember, party chat is exclusive to party members.","About the #bParty chat#nb:\n\nStart your message with #cffff0000/p#nc to only discuss with players in your party.\n\nRemember, party chat is exclusive to party members."
TUTORIAL_WHISPER_CHAT_TEXT,Need to message someone directly? Try #bWhisper#nb.\n\nType\n#cffff0000 /w CharacterName\n#nc before your message to whisper to a specific player.,Need to message someone directly? Try #bWhisper#nb.\n\nType\n#cffff0000 /w CharacterName\n#nc before your message to whisper to a specific player.
TUTORIAL_GUILD_CHAT_TEXT,Add #cffff0000/g#nc before your message to chat with your guild members only.,在公会频道聊天前请添加 #cffff0000/g#nc 
TUTORIAL_SYSTEM_CHAT_TEXT,System messages are shown in a seperate chat window.\n\n[[Click|Tap]] the SYSTEM button in the chat window to view them.,System messages are shown in a seperate chat window.\n\n[[Click|Tap]] the SYSTEM button in the chat window to view them.
TUTORIAL_FILTER_CHAT_TEXT,"To see only the messages you're interested in, simply select a tab, [[click|tap]] the #bFilter#nb button, and edit your perferences. The rest will be filtered out.",如果您只想查看您想要的聊天内容。[[单击|触摸]] 过滤器按钮。选择您想要查看的聊天类型，其余的将被过滤掉。
TUTORIAL_INVENTORY_TEXT,You got your #bfirst weapon#nb!\n\nLet's go through item equipment by [[pressing 'I'|touching Inventory in the bottom]].\n\n#cffff0000Clear Condition: [[Hot Key 'I'|Open inventory]],你得到了你的第一把武器！\n\n让我们通过[[点击'I'|在主菜单中触摸道具栏]]来浏览物品装备。\n\n#cffff0000完成条件 ：[[热键'I'|打开道具栏]]
TUTORIAL_EQUIP_TEXT,[[Double click|Touch]] an item you want to equip [[or drag it to the spot you want to equip|and then touch the #bEquip#nb button]].\n\n#cffff0000Clear Condition: Equip an item,双击要装备的物品或将其拖到要装备的位置。\n\n#cffff0000完成条件 ：装备一件物品。
TUTORIAL_UNEQUIP_TEXT,Now double [[click again|tap]] on the item in #bequipment view#nb to unequip it.\n\n#cffff0000Clear Condition: Unequip an item,现在对装备视图中的物品再次双击以卸下装备。\n\n#cffff0000完成条件 ：卸下装备物品
TUTORIAL_INVENTORY_TITLE,Inventory,物品栏
TUTORIAL_INVENTORY_CONTENT,"#b#cff0000ff■ At the top of the Inventory window,#nb#nc\nyou can see the items your character has equipped. At the bottom, you can see the items and Penya in your inventory. To equip an item, double-[[click|tap]] it or drag it to the appropriate slot.[[\nHotkey: I|]]",#b#cff0000ff■ 在物品栏顶部#nb#nc\n 你可以检查你装备的物品。 在底部，它显示您拥有的物品和 金币。 当你想装备时，你可以双击或拖动物品到相应位置上。[[\n快捷键是 I。]]
TUTORIAL_TASKBAR_TEXT,Well done! Let's learn about the #bQuick Slot#nb located [[on the left|in many places]] of your screen.\n\nYou can put #bitems or skills#nb into it so you can use them quickly. [[1 - 0 can be used as hotkeyes.\nYou can also use keys F1-F9 to cycle through your Quick Slot bars.|#bKeep your finger pressed#nb on an item to drag it to the Slot of your choice.]]\n\n#cffff0000Clear Condition: Drag an item to Quick Slot,很好。 现在让我们了解一下位于屏幕下方的 快速插槽栏。\n\n您可以将物品或技能放入其中，以便您可以快速使用它们。[[ 1 ~ 0 可以用作热键。\n您也可以使用 F1~F9 键来使用您在快速插槽栏上的物品。|]]\n\n#cffff0000完成条件 ：将物品拖到快速插槽栏
TUTORIAL_TASKBAR_TITLE,Quick Slot,快速插槽栏
TUTORIAL_TASKBAR_CONTENT,#b#cff0000ff■ Quick Slot#nb#nc\nYou can put items or motions that you want to use quickly[[ in 1~0 slots and there are also expansion slot of F1~F9|]].,#b#cff0000ff■ 快速插槽#nb#nc\n你可以放置你想使用的物品或动作在快速插槽中[[有1~0插槽，也有F1~F9]的扩展插槽]，即按F1~F9换栏。
TUTORIAL_CHARACTER_TEXT,The #bCharacter#nb window displays information about your character.\n\n[[Press 'H'|Touch Character in main menu]] to view this window.\n\n#cffff0000Clear Condition: [[Hot Key 'H'|Open Character window]],角色窗口显示的是有关角色的信息。\n\n[[在主菜单中按'H'|触摸字符]]查看此窗口。\n\n#cffff0000完成条件 ：[[按'H'|打开角色窗口]]
TUTORIAL_CHARACTER_TITLE,Character Window,角色窗口
TUTORIAL_CHARACTER_CONTENT,#b#cff0000ff■ Character Window#nb#nc\nYou can see all information of your character. You can also increase ability stat with Stat Points.[[\nShortcut key is H.|]],#b#cff0000ff■ 角色窗口#nb#nc\n您可以看到角色的所有信息。 您还可以使用 GP 点来增加能力。 [[\n快捷键是 H。]]
TUTORIAL_STAT_TEXT,You can also distribute #bStat Points#nb you have gained by leveling in #bDetail tab#nb.\n\nUse #bApply#nb button to confirm changes.\n\n#cffff0000Clear Condition: Distribute Stat Points,您还可以在详细信息选项卡中分配通过升级获得的 GP 点数。 \n\n使用应用按钮确认分配。\n\n#cffff0000完成条件 ：分配属性点
TUTORIAL_CHANGEJOB_TEXT,"Hi, there. I am #b#cffa0a0ffInfo Pang#nc#nb ^^\n\nYou can transfer your job to #bMercenary#nb, #bMagician#nb, #bAcrobat#nb, or #bAssist#nb when you reach level 15.\n\nYou need to complete the #bjob transfer quest#nb by talking to the #b#cffa0a0ffJob Drillmaster#nc#nb in #bEastern Flarine#nb.",嗨，你好。我是 #b#cffa0a0胖胖#nc#nb ^^\n\n当你达到15级时，你可以转职成为战士、魔导士、弓箭手或圣职者。\n\n你需要通过与#b帕里东广场#nb 的 #b#cffa0a0ff职业教官#nc#nb 对话来完成 #b转职任务#nb 。
TUTORIAL_FLY_TEXT,"Now you have reached the level to fly. Let me teach you #bhow to fly#nb!\n\nYou will first need to purchase a board or a broom to #b#cffa0a0ff(Station) Tina#nc#nb in Flarine and equip the item.\n\nThen [[press the Space bar|touch the #bSTART button#nb in bottom right of the screen]] to increase speed, and [[press Space bar|touch it]] again to decrease speed.\n\n[[Move your Mouse cursor while holding down the right button|Touch your character and #bslide your finger#nb or use the #bdirectional pad#nb]] to fly in that direction.\n\n[[When using the keyboard the W, A, S, D keys will move you.|You can also control your flight by #brotating your device#nb if device motion is supported. Use the button on top of the screen to toggle Device Motion.]]","Now you have reached the level to fly. Let me teach you #bhow to fly#nb!\n\nYou will first need to purchase a board or a broom to #b#cffa0a0ff(Station) Tina#nc#nb in Flarine and equip the item.\n\nThen [[press the Space bar|touch the #bSTART button#nb in bottom right of the screen]] to increase speed, and [[press Space bar|touch it]] again to decrease speed.\n\n[[Move your Mouse cursor while holding down the right button|Touch your character and #bslide your finger#nb or use the #bdirectional pad#nb]] to fly in that direction.\n\n[[When using the keyboard the W, A, S, D keys will move you.|You can also control your flight by #brotating your device#nb if device motion is supported. Use the button on top of the screen to toggle Device Motion.]]"
TUTORIAL_GUILD_TEXT,"A #bGuild#nb is a bigger community than a Party and can be created by the #b#cffa0a0ff[Public Office] Helena#nc#nb when you reach level 40.\n\nEach tab's details are as follows:\nInfo tab provides general info about the guild and notice, \nMember tab manages Guild members.\n\n#cffff0000Clear Condition: [[Hot Key 'G'|Open Guild window]]",公会是一个比剧团更大的组织，当您达到 40 级时，可以在#cffa0a0ff[Public Office] 海伦娜#nc处创建公会。 \n\n每个标签的详细信息如下：\n公会信息标签提供有关公会及通知的一般信息， \n成员标签提供公会成员的管理。\n\n#cffff0000完成条件: [[快捷键 'G'|打开公会窗口]]
TUTORIAL_MESSENGER_TEXT,You can use #bMessenger#nb Window to check your friends' online status and chat with them. Remember to add your #bfriends#nb to the messenger.,好的，那现在让我们看下消息窗口。[[在主菜单中按'E'|点击消息]]，您将看到消息窗口。您可以查看用户的在线状态并与他们聊天。将您的朋友添加到消息窗口。#cffff0000完成条件 ：[[热键'E'|打开消息窗口]]
TUTORIAL_MESSENGER_TITLE,Messenger,好友
TUTORIAL_MESSENGER_CONTENT,"#b#cff0000ff■ Messenger#nb#nc\nYou can check for log in status of registered players, channel and you can use chat easily. To register player [[click on|touch]] + button on the messenger window, then enter the character name that you want to register.[[\nShortcut key is E.|]]",#b#cff0000ff■ 信使#nb#nc\n您可以查看他人的登录状态，所处的线路，并发起聊天。 添加好友 [[点击|触摸]] + 消息窗口上的按钮，然后输入您要添加的角色名称。[[\n快捷键是  E.]]
TUTORIAL_TRADE_TEXT,"You can use #b1 on 1 trade#nb to exchange items and Penya. Simply [[Left click on a|tap on another]] player, and select #b'Trade'#nb from the menu.",让我们看下如何进行1对1交易。只需要[[左键点击一个|触摸另一个]]角色，然后[[点击|触摸]]菜单的交易选项。
TUTORIAL_TRADE_TITLE,Trade,交易
TUTORIAL_TRADE_CONTENT,"#b#cff0000ff■ 1:1 Trade#nb#nc\nIt is a method of trade when you give and take items or Penya with other character. [[#cffff0000Left click#nc on other|#cffff0000Touch#nc another]] character and choose Trade menu. It will ask other character if he wants to trade.\n\n#b#cff0000ff■ Private shop#nb#nc\nYou can sell your items to other players. When you [[press|touch]] Start button, menu will show and when you choose private shop, private shop window will show. You can register name of shop and the items you want to sell then [[click|touch]] OK button to start the private shop. If NPC is placed near by you, private shop will not open.",#b#cff0000ff■ 1对1交易 #nb#nc\n当您给予和接受其他角色的物品或金币时，可以选择1对1交易。 [[#cffff0000左键单机#nc 其他|#cffff0000触摸#nc 其他]] 角色并选择交易选项。 这样可以询问其他角色是否需要交易。 \n\n#b#cff0000ff■ 个人商店#nb#nc\n您可以将您的商品出售给其他用户。 当您[[点击|触摸]]开始按钮时，将显示菜单，当您选择个人商店时，将显示私人商店窗口。 您可以注册商店名称和您想出售的商品，然后[[点击|触摸]] OK按钮开始个人商店。注意不能在NPC旁摆摊哦。
TUTORIAL_PRIVATE_SHOP_TEXT,Got items you don't need? Start a #bprivate shop#nb and sell them to other players!\n\n[[Click the Menu button and click Private Shop in the menu|Tap the Private Shop button at the top]].\n\n#cffff0000Clearing requirement: Open the Private Shop window,Got items you don't need? Start a #bprivate shop#nb and sell them to other players!\n\n[[Click the Menu button and click Private Shop in the menu|Tap the Private Shop button at the top]].\n\n#cffff0000Clearing requirement: Open the Private Shop window
TUTORIAL_CHARACTER_MENU_TEXT,"[[Left click on|Tapping on]] another player brings up a #bcontextual menu#nb.\n\nOptions include Trade, Add to messenger, Party Invite, Guild Invite, Follow, Duel, and Cheer. \n\nAttack is also available in PK channels.","[[Left click on|Tapping on]] another player brings up a #bcontextual menu#nb.\n\nOptions include Trade, Add to messenger, Party Invite, Guild Invite, Follow, Duel, and Cheer. \n\nAttack is also available in PK channels."
TUTORIAL_CHARACTER_MENU_TITLE,Character Menu,角色菜单
TUTORIAL_CHARACTER_MENU_CONTENT,"#b#cff0000ff■ Character Menu#nb#nc\nWhen you [[#cffff0000Left click#nc to other|#cffff0000Touch#nc another]] character, variety of menu will show. Trade, Add to messenger, Invite to party, Follow, View equipment and Aid will be in the menu, so use it when you need it.",#b#cff0000ff■ 角色菜单#nb#nc\n当您 [[#cffff0000左键单击#nc 其他|#cffff0000触摸#nc 其他]]] 角色时，将显示角色菜单。 交易、添加到信使、邀请参加剧团、跟随、查看装备和鼓励选项都将出现在菜单中，因此请在需要时使用它。
TUTORIAL_SKILL_WINDOW_TEXT,You unlocked your #bfirst skill#nb!\n\n[[Press 'K'|Touch Skills in main menu]] to open #bSkill tree#nb window.\n\n#cffff0000Clear Condition: [[Hot Key 'K'|Open Skill window]],你解锁了你的第一个技能！\n\n[[在主菜单中按'K'|触摸技能]]打开技能树窗口。\n\n#cffff0000完成条件 ：[[热键'K'|打开技能窗口]]
