Key,English,Simplified_Chinese
PROPQUEST_INC_000484,You must like being a Vagrant. It would certainly be a shame if you quit now. I'll be here if you have a change of heart.,你要继续当初心者吗？如果你这么觉得初心者好的话，我也没意见啦！可是、你要记住机会是很难得的喔！
PROPQUEST_INC_000485,"Thank you for the Twinkle Stones, Apprentice. I will cover Acrobat weaponry with you now. Acrobats are able to wield both Bows and Yo-Yos.",呵呵...看你拿这些东西来，这代表你已经通过训练了，我告诉你关于武器的事情好了。弓箭手的武器有2种，一种是飞轮、另一种是弓箭。
PROPQUEST_INC_000486,Bows are long range weapons that consume arrows for each shot. The strength of the basic shot is determined by how long you wait before releasing the arrow.,弓箭是远程攻击武器，每一次射击都要消耗弓箭。基础射击的伤害取决于你释放攻击前的蓄力时间。
PROPQUEST_INC_000487,"Yo-Yos are also long range weapons. However, the strength of the basic attack only changes depending on special skills used in conjunction with them.",飞轮是可以双手使用，虽然没有阶段性的攻击，可是是一个很轻巧的武器喔～这样懂了吗？
PROPQUEST_INC_000488,"If you met with Hent, then you should probably have something for me, hmm?",嗯？你没有东西要给我吗？“亨特”没请你拿东西给我吗？
PROPQUEST_INC_000489,"Gather 10 Twinkle Stones, 5 Peakyrinds and 1 Slain then deliver them to Acrobat Master Pyre near the Darken City Quest Office.",搜集10个发光石，5个坚硬贝壳和一个狼趾甲，然后交给在达肯任务委托所旁边的弓箭手大师飞蕊。
PROPQUEST_INC_000491,Acrobat Skills,弓箭手的技术
PROPQUEST_INC_000492,That about does it for Acrobat weaponry.,关于武器的事情，你懂了吗？好吧！接下来是下一个训练。你知道“矮人族”这些家伙吧！他们会到“雨之河”来洗澡。
PROPQUEST_INC_000493,"Now for the next step in your journey. I want you to travel to Flaris, and visit the High-Dwarpets. They have important information for you.",可是啊～他们很会把东西弄丢，上次也是”哆卡”把《技能序章》给我弄丢了，你可以把这本书找去给他吗？
PROPQUEST_INC_000494,The High-Dwarpets can be found north of Flarine. Check your map (M Key) to find your way if you get lost.,你把《技能序章》找给他的话，他应该会告诉你一些事情啦。你问我在哪找喔？这还要问吗？当然是“雨之河”啊！
PROPQUEST_INC_000495,"Good luck, apprentice.",祝你一路顺风啊～
PROPQUEST_INC_000496,What a shame to waste such potential. Come see me again if you change your mind.,我想你应该对弓箭手不够了解啦！你如果懂弓箭手的魅力在那的话，不可能就这样放弃的。
PROPQUEST_INC_000497,"Hmmm, has Pyre instructed you to see me? I see. Very well, I will continue your training. Listen up!",呃….飞蕊大师让你过来见我的吗？好吧我知道了。听好了！接下来我会继续开展对你的训练。
PROPQUEST_INC_000498,"Bows consume Magic Points (MP) and yo-yos consume Focus Points (FP). There are 6 special bow abilities and 7 special yo-yo abilities. I shall teach you a common Acrobat ability, Dark Illusion.",弓箭的技能是消耗MP的，溜刃是消耗FP的，所以要记住喔。弓箭有6个技能，飞轮有7个技能，公用的有3个技能，我告诉你其中一个技能好了，就是有一个技能叫做“潜行”。
PROPQUEST_INC_000499,"This ability allows you to vanish from sight. However, keep in mind that any actions performed while under the effects of this ability aside from movement will remove the effect. Take this.",这是一个隐身的技能，如何？很赞吧！可是啊，你要攻击东西或是使用其他技能的话，这个技能会自动消失，注意这一点喔～还有这个东西你收下吧！要保管好喔～
PROPQUEST_INC_000500,"It's interesting that you've come to see me. Did Pyre send you? If he did, you would have something for me.",你会来找我真的很奇怪诶。飞蕊告诉过你吗？如果有的话，你肯定有一些东西要给我。
PROPQUEST_INC_000501,Visit High-Dwarpet Tucani in Flaris. He can be found north of Flarine. Check your map (M Key) to find your way if you get lost.,去雨之河找《技能序章》之后，到莱乐安山脉找“哆卡”吧！他应该会告诉一些事情的。
PROPQUEST_INC_000503,An Acrobat's Duty,弓箭手的任务
PROPQUEST_INC_000504,You've learned many things since your journey began.,自从你的旅程开始后你已经学到了很多东西。
PROPQUEST_INC_000505,Now for the next step in your training. There is a creature named Shuraiture in the north of Flarine who is causing some trouble for residents there.,Now for the next step in your training. There is a creature named Shuraiture in the north of Flarine who is causing some trouble for residents there.
PROPQUEST_INC_000506,"Shuraiture has been terrorizing some of the locals in Flaris. I want you to go there and put an end to him once and for all. Bring news of your victory to Tailer, the Acrobat Instructor in Flarine.","Shuraiture has been terrorizing some of the locals in Flaris. I want you to go there and put an end to him once and for all. Bring news of your victory to Tailer, the Acrobat Instructor in Flarine."
PROPQUEST_INC_000507,"Good luck, you'll need it!",加油！
PROPQUEST_INC_000508,What's the matter? Chicken?,有什么事吗，胆小鬼？
PROPQUEST_INC_000509,Shuraiture is… no more? What great news! Thank you so much! I see that you've also spoken with Tucani. Here is your reward for defeating Shuraiture.,休赖扎…不复存在了？多么好的一个消息！太感谢你了！我看到你已经和哆卡交谈过了，这是你击败休赖扎的奖励。
PROPQUEST_INC_000510,Acrobats are very versatile. We can fight at long range or in close quarters! We also have a special ability which allows us to pull an enemy target up close.,弓箭手的能力很丰富，我们可以远距离攻击，也可以近距离对敌人绞杀。我们有一项特殊的能力就是可以将敌人拉进到身边进行攻击。
PROPQUEST_INC_000511,"You've done well. I sense great potential in you. Congratulations, Acrobat!",我想应该没有其他职业这么厉害啦～我相信你已经了解弓箭手了，希望你不要后悔你所选择的路。
PROPQUEST_INC_000512,Why have you come to see me? Did Tucani send you?,找我有什么事？哆卡叫你来的吗？
PROPQUEST_INC_000513,There is a creature named Shuraiture in the north of Flarine. I want you to go there and put an end to him. Bring news of your victory to Tailer the Acrobat Instructor in Flarine.,There is a creature named Shuraiture in the north of Flarine. I want you to go there and put an end to him. Bring news of your victory to Tailer the Acrobat Instructor in Flarine.
PROPQUEST_INC_000515,Successor of the Hero - Master,英雄的后继-大师
PROPQUEST_INC_000516,You think you have what it takes to be a successor of the Jester Hero? We will see…,你认为你有能力成为暗杀者英雄的继承者吗？我们拭目以待…
PROPQUEST_INC_000517,"Fine, I'll humor you. Slay $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s southwest of the Gouthan Mountains. They must be regular $QUEST_END_KILL_NAME$s, not the small or captain variety.",好吧，就随你的意思。请去杀死$QUEST_END_KILL_COUNT$个在永恒森林西南部的中型$QUEST_END_KILL_NAME$。请注意不能是小型的或者大型的种类。
PROPQUEST_INC_000518,Show me what you can do and I might consider allowing you to continue on the path of the Jester Hero.,请给我看你的能力吧！
PROPQUEST_INC_000519,That's too bad because I sense potential in you. You must not be ready for the challenges that lie ahead. Come see me again if you change your mind.,那太可惜了，因为我感觉到了你的潜力。如果你改变主意，请再来找我。
PROPQUEST_INC_000520,"Not bad, Acrobat. Not bad at all. You may have something to offer. I'll allow your training.",不错，弓箭手。 你有点东西。 我会允许你来训练。
PROPQUEST_INC_000521,I doubt you have what it takes to be a Jester if you can't even slay 20 Drillers.,你没办法猎杀20只钻孔机回来的话，我也没办法帮你...
PROPQUEST_INC_000522,You are already on a different path. You cannot become a successor of the Jester Hero.,你没资格走暗杀的路了...
PROPQUEST_INC_000523,"I'll need to see what you can do before I'll allow your training. Slay $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s southwest of the Gouthan Mountains. They must be regular $QUEST_END_KILL_NAME$s, not the small or captain variety.",在我允许你去训练之前，我需要知道你的实力。请杀死$QUEST_END_KILL_COUNT$个在永恒森林西南部的中型 $QUEST_END_KILL_NAME$怪物。请注意，不是小型或者大型的$QUEST_END_KILL_NAME$怪物。
PROPQUEST_INC_000525,Successor of Hero - Ring,英雄的后继-戒指
PROPQUEST_INC_000526,"Here is a Letter of Recommendation. You will need to give this to Radyon, the Jester Wise Man in Flaris.",恭喜你通过测试。拿这个“推荐书”去[亡者之泉]找[暗杀贤者]拉迪温吧！
PROPQUEST_INC_000527,"Radyon can be found at the Fountain of Dead Person north of the River of Weeping. Before meeting with him, you need to find the ring he lost and return it to him.",不要与[大贤者]雷迪温搞混了喔。你要去找的是[亡者之泉]的[暗杀贤者]拉迪温喔！
PROPQUEST_INC_000528,"Far to the south of Saint City, lies the Fantasy Desert. It is believed that a gentleman named Ren is in possession of the ring. Slay Ren and bring the ring to Radyon.",你应该要去猎杀，晨光南部[梦幻沙漠]的“莲”，然后把“拉迪温”的戒指找回去给他吧！
PROPQUEST_INC_000529,I hope I'm right about you. Don't let me down!,祝你一路顺风！
PROPQUEST_INC_000530,I guess I was wrong about you. You're not ready to walk the path of the successor of the Jester hero. See me again when you think you're ready.,没信心吗？只要有信心没有不可能的任务啦！我相信你一定可以的！
PROPQUEST_INC_000531,"Is that… the ring? My goodness, thank you so much! This ring belongs to the Jester Hero Curenen. Ren has always wanted to acquire this ring, or so the story goes.",这就是…那个戒指吗？我的天，感激不尽！这个其实是暗杀英雄[凯奈]的戒指。[莲]为了得到它不择手段。
PROPQUEST_INC_000532,"After the war ended, and Curenen passed on, Ren searched for this ring for hundreds of years. He finally discovered it a couple of years ago.",<凯奈>过世之后，他好像为了找这个戒指找了好几百年，总之～谢谢你啦！
PROPQUEST_INC_000533,"Have you met Lorein? If you did, you should have something for me. Think carefully.",你有见到<萝丽安>吗？那怎么什么都没带来呢？嗯...她应该会叫你拿东西给我的啊～仔细的想一下啦！
PROPQUEST_INC_000534,"Meet with Radyon, the Jester Wise Man at the Fountain of Dead Person in Flaris. First though, slay Ren and get the ring from him. He can be found in the Fantasy Desert south of Saint City.",你去<亡者之泉>找<拉迪温>吧！可是找他之前，你应该要先去猎杀，晨光南部<梦幻沙漠>的<莲>
PROPQUEST_INC_000536,Successor of Hero - Scroll,英雄的足迹 - 卷轴
PROPQUEST_INC_000537,"My sincerest gratitude once again for finding the ring. However, now I'll need you to take it to Saint City.",真的很谢谢你帮我找回戒指...对了！你可能还要去找一个人。
PROPQUEST_INC_000538,Visit the Pepoview Troupe near the town square and speak with Clackcable. Present him with the ring and he will guide you from there. He may even give you something in return.,你拿着这个戒指去晨光找<帕佩团>的克拉凯步吧！他一定会跟你说很多事情！
PROPQUEST_INC_000539,"You possess great potential, young Acrobat. Keep working hard and you will realize your dream.",做得好弓箭手，再加把劲。
PROPQUEST_INC_000540,Foolish Acrobat! Don't you realize your potential? See me again if you change your mind.,愚蠢的弓箭手！你还没意识到你的潜力吗？如果你改变了你的想法，请再次来见我。
PROPQUEST_INC_000541,Thank you so much for finding the ring! We are performing the ancestral ceremony of Curenen. This ring will complete the ritual.,啊...真的很感谢你啊～这个戒指是<凯奈>的遗物，我们家里祭拜着<凯奈>的灵骨呢...
PROPQUEST_INC_000542,"Here, you certainly deserve this. It is the Successor Scroll of the Jester Hero.",终于回来找我了啊...你一定有资格作暗杀的...我给你一个卷轴。
PROPQUEST_INC_000543,"If you spoke with Radyon, didn't he ask you to bring me something? I'm sorry, I'm very busy and we don't have much more to discuss, I'm afraid.",是[拉迪温]请你过来找我的吗？应该有东西要给我吧？抱歉，我很忙，恐怕我们没有过多的讨论时间。
PROPQUEST_INC_000544,Bring Curenen's ring to Clackcable of the Pepoview Troupe in Saint City.,拿着戒指去晨光找，<帕佩团>的克拉凯步吧！
PROPQUEST_INC_000546,Successor of Hero - Altar,英雄的足迹 - 祭坛
PROPQUEST_INC_000547,"This scroll is the right of passage for those seeking to pursue the path of the Jester Hero. Please, take it and seek the Jester Priest in Darkon 3.",这个卷轴是证明你有资格当暗杀的，拿着这个卷轴去找暗杀的祭司吧！
PROPQUEST_INC_000548,The Jester Priest can be found in Magmient in Southern Darkon 3. Present her with the scroll and she will recognize you as a successor to the Jester Hero.,暗杀的祭司在熔岩火海地区。把这个拿去给她吧！
PROPQUEST_INC_000549,There is one thing you must do before you can speak with the Jester Priest. The Jewels of the Heroes adorn the Altar of Jester. One of these jewels was stolen a few days ago.,你去找祭司之前有一件事情要请你先去做，最近暗杀集团的有一颗宝石被偷走了。
PROPQUEST_INC_000550,"The jewels protect the soul of the Jester Hero, but they will not work if one of them is missing. The creature, Sisif, was seen near the alter a few days ago…",如果英雄宝石中有一个缺失的话，就没办法发挥暗杀集团的能力。听祭司说最近祭坛附近出现了叫做西西普的家伙...
PROPQUEST_INC_000551,"It is believed that this creature has stolen the jewel. Find Sisif and return the jewel to the Jester Priest, Homeit.",祭司在怀疑是不是这个家伙偷走了英雄宝石，麻烦你去猎杀西西普看看是否他偷走的
PROPQUEST_INC_000552,"Good luck, Acrobat!",祝你一路顺风喔！
PROPQUEST_INC_000553,"The jewel must be returned to the Altar of Jester. We need your help, Acrobat. Speak with me again when you are ready.",嗯...不可以在这里放弃啦！在一点点就完成你的任务了。加油！
PROPQUEST_INC_000554,"This is the Seal of Curenen and the Jewel of the Jester Hero. Thank you for returning this most prized artifact, Acrobat.",这是凯奈的印章..英雄的宝石也在，果然是西西普偷走的。
PROPQUEST_INC_000555,Now we can protect the Soul of the Hero safely. I am in your debt.,现在我可以安心的看守英雄的灵魂了，真的很感谢你！
PROPQUEST_INC_000556,I am waiting for someone who will bring me the Jewel of the Jester Hero. Do you have it?,找我应该有其他事情才对啊？可是我看你不知道为了什么找我ㄟ～
PROPQUEST_INC_000557,"Take the Successor Scroll of the Jester Hero, slay Sisif to retrieve the Jewel of the Jester Hero, and bring them both to the Jester Priest, Homeit.",去猎杀西西普得到英雄的宝石，然后拿着卷轴去找达肯3的暗杀大师胡梅。
PROPQUEST_INC_000559,Successor of Hero - Guardian,英雄的足迹 - 守护者
PROPQUEST_INC_000560,"Great job, Acrobat. For the final leg of your journey, you must confront the $QUEST_END_KILL_NAME$.",做得真棒，我的弓箭手。请以猎杀$QUEST_END_KILL_NAME$来结束你的旅程吧。
PROPQUEST_INC_000561,The will of the heroes is preserved in the Room of the Guardian in Guardiane. This is where you will find the $QUEST_END_KILL_NAME$.,英雄的意志一直留存于圣堂的守护之室。你将会在那找到 $QUEST_END_KILL_NAME$。
PROPQUEST_INC_000562,"The $QUEST_END_KILL_NAME$ is a soul that protects the will of the heroes. Defeat him, and obtain the $QUEST_END_ITEM_NAME$.",$QUEST_END_KILL_NAME$ 是一直保卫着英雄意志的灵魂。请击败他，获取$QUEST_END_ITEM_NAME$。
PROPQUEST_INC_000563,"Take this. It is a Mark of the Hero. Once you have confronted the Venel Guardian and retrieved the Venel Heart, bring both of these to the Jester Guardian, Heingard.",你得到这个心脏的话，他一定会承认你做暗杀，也就是说这是给你的最后一个考验了
PROPQUEST_INC_000564,"I wish you luck, Acrobat.",祝你好运，弓箭手
PROPQUEST_INC_000565,This is the final test to becoming a successor of the Jester Hero. You can't give up now. Speak with me again when you are ready to continue.,这是成为暗杀的最后一步，现在放弃太可惜了。准备好后再来找我吧
PROPQUEST_INC_000566,"Congratulations, young Acrobat. I've heard many great things about you. You've completed the final test. You will now become a Successor of the Jester Hero!",欢迎你来到这里～你已经通过最后一个考验了，你现在成为真正的暗杀了！
PROPQUEST_INC_000567,"Wise Curenen! This Acrobat wishes to follow your path! Grant them your blessing and courage, Jester Hero!",暗杀的英雄<凯奈>啊～这里有一位勇士要追随你的后迹，请赐给他祝福的神力吧！
PROPQUEST_INC_000568,You have not completed the tasks given to you by the Jester Priest. Return to me when you have done so.,你还没有完成之前的任务，完成后再来找我吧
PROPQUEST_INC_000569,"Defeat the Venel Guardian, and deliver the Mark of the Hero and the Venel heart to the Jester Guardian, Heingard, in Guardiane.",请你去<圣堂>找<海音卡萝德>，找到他之前你得先去<守护之室>杀死<贝纳卡度温>。
PROPQUEST_INC_000571,Successor of Hero - Master,英雄的后迹-大师
PROPQUEST_INC_000572,You think you have what it takes to be a successor of the Ranger Hero? We will see…,你认为你有能力成为游侠英雄的继承者吗？我们拭目以待…
PROPQUEST_INC_000574,Show me what you can do and I might consider allowing you to continue on the path of the Ranger Hero.,我相信你的能力！
PROPQUEST_INC_000577,I doubt you have what it takes to be a Ranger if you can't even slay 20 Drillers.,你没办法猎杀20只钻孔机回来的话，我也没办法帮你...
PROPQUEST_INC_000578,You've already chosen a different path. I cannot guide you on the path of the Ranger. You can still cancel the other job quest in the Quest Window and come back to me.,你没资格走游侠的路了...
PROPQUEST_INC_000581,Successor of Hero - Letter,英雄的足迹-信
PROPQUEST_INC_000582,"Here is a Letter of Recommendation. You will need to give this to Kimel, the Ranger Wise Man in Flaris.",恭喜你通过测试。拿这个“推荐书”去<亡者之泉>找游侠贤者<奇美>吧！
PROPQUEST_INC_000583,"However, first you must retrieve the Letter of Hynan from Rubo, a creature found to be living with Syliacas, east of Darken. Locals caim Rubo has been seen with the letter.",然而，首先你必须从路宝那里取回海楠的信，路宝是一种被发现于达肯东部的与食人鱼在一起的生物。 当地人声称路宝已经看了这封信。
PROPQUEST_INC_000584,"Once you've slain Rubo, bring the Letter of Recommendation and the Letter of Hynan to Sage Kimel at the Fountain of Dead Person in Flaris.",去猎杀路宝之后帮他把信件找回来吧！并把海楠的信交给位于帕里亡者之泉的贤者奇美。
PROPQUEST_INC_000585,"Good luck to you, Acrobat.",祝你一路顺风喔！
PROPQUEST_INC_000586,I guess I was wrong about you. You're not ready to walk the path of the successor of the Ranger hero. See me again when you think you're ready.,没信心吗？只要有信心没有不可能的任务啦！我相信你一定可以的！
PROPQUEST_INC_000587,"Is that… the Letter of Hynan? My goodness, this is wonderful! Thank you so much, Acrobat!",那就是…[海楠]的信吗？我的天，太好了！谢谢你，弓箭手！
PROPQUEST_INC_000588,Hynan lost this letter during the war. There were rumors that a creature named Rubo was in possession of it. Thank you for retrieving it for me.,海楠在战争中把这封信遗失，那之后听说被路宝偷走了!谢谢你为我找了回来。
PROPQUEST_INC_000589,My sincerest gratitude.,真的很感谢你～
PROPQUEST_INC_000590,I'm waiting for someone to bring me a letter. There are rumors that a creature named Rubo who lives with the Syliacas east of Darken was last seen with it.,我在等有人给我带来一封信。有传言说，名为路宝的生物正在和达肯东部的食人鱼一起生活。
PROPQUEST_INC_000591,"You need to speak with Kimel, the Ranger Wise Man at the Fountain of Dead Person in Flaris. First, though, you must retrieve the Letter of hynan from the creature, Rubo, East of Darken.",你去亡者之泉找奇美吧！可是找他之前，你应该要先去达肯东部猎杀路宝。
PROPQUEST_INC_000594,Many thanks for bringing me the Letter of Hynan! I would like you to deliver it to High-Dwarpet Liekyen.,真的很谢谢你帮我找回海楠的信！我还希望你能把信带给高阶矮人族利绮安。
PROPQUEST_INC_000595,High-Dwarpet Liekyen can be found near the northwestern edge of town in Darken.,你拿着这封信去达肯村庄的西北地区的入口找一个叫利绮安的高阶矮人族吧！
PROPQUEST_INC_000598,"Hello, I am Liekyen. A former steward of the Hynan family. I now administer the keepsakes of the Hynan family. What have you got there?",啊？这不是信件吗？哈哈～真的很感谢你啊！其实我以前是海楠的管家啦！最近我都在收藏他的遗物。
PROPQUEST_INC_000599,The Letter of Hynan?! This was the last lost keepsake of the Hynan family. How did you… no matter. The important thing is that it has been returned. I have been looking for this for a very long time.,海楠的信？！这是海楠家族最后的纪念物了。你是怎么…无所谓了，现在最重要的是东西已经回来了。我真的已经找它找了太久了。
PROPQUEST_INC_000600,"Now all of the keepsakes of the Hynan family are accounted for. Here, take this. This scroll will prove that you are ready to become a successor of the Ranger Hero.",现在海楠家族的纪念物已经全部在这了。给你，拿好这个，这个卷轴能证明你已经可以成为游侠英雄的继承者。
PROPQUEST_INC_000601,I'm waiting for someone to deliver a letter to me. Do you have it? No? Then our business is concluded.,我在等人送信。你有吗？没有？那么终止交易吧。
PROPQUEST_INC_000602,Take the Letter of Hynan to High-Dwarpet Liekyen in Darken.,拿着海楠的信件去找达肯的高阶矮人族利绮安吧！
PROPQUEST_INC_000605,"This scroll is the right of passage for those seeking to pursue the path of the Ranger Hero. Please, take it and seek the Ranger Priest in Darkon 3.",这个卷轴是证明你有资格当游侠的，拿着这个卷轴去找游侠的祭司吧！
PROPQUEST_INC_000606,"Rupin, the Ranger Priest, can be found in Aniceknight in northern Darkon 3. Present her with the scroll and she will recognize you as a successor to the Ranger Hero.",游侠的祭司在“阴森林”地区。把这个拿去给她吧！
PROPQUEST_INC_000607,There is one thing you must do before you can speak with the Ranger Priest. Pranksters in the Garden of Rhisis have stolen the 8 books of the History of Heroes.,你去找祭司之前有一件事情要请你先去做，听说莱斯庭院的“小丑实习生”把“英雄史记”全部偷走了。
PROPQUEST_INC_000608,"These books detail the History of the Heroes and are very sacred us. Go now, to Rhisis, and do what you must to get these books back!",这些书籍详述了英雄们的历史。现在就出发吧，去莱斯庭院，无论做什么你都一定要拿回这些书籍！
PROPQUEST_INC_000609,"Good luck to you, Acrobat. May the Ranger Hero guide you. Speak with Rupin, the Ranger Priest in Aniceknight, once you've recovered the sacred texts.",加油！不要死到喔～黑黑～
PROPQUEST_INC_000610,"The books must be returned. We need your help, Acrobat. Speak with me again when you are ready.",咦？你是笨蛋喔？在一点点就完成了，要在这里放弃吗？
PROPQUEST_INC_000611,"What've you got there, Acrobat? A Stamped Scroll, and are those… they are! I can't believe it! The 8 lost books of the History of Heroes!",弓箭手，你拿到了什么？一个被标记的卷轴，还有...就是它们！难以置信！8本遗失的英雄之书！
PROPQUEST_INC_000612,"How did you ever… never mind! The important thing is that we have them back! We owe you our sincerest gratitude, young Acrobat!",再一次的感谢你～
PROPQUEST_INC_000613,I'm waiting for someone who has allegedly found the 8 lost books of the History of Heroes. Is that you? No? Then we have nothing more to discuss.,我一直在等待可以宣称找到了八本遗失英雄典籍的人。是你吗？不是？那我们没什么好说的了。
PROPQUEST_INC_000614,"Bring the Stamped Scroll and the 8 lost History of Hero books to Rupim, the Ranger Priest in Aniceknight in Darkon 3.",带着被标记的卷轴和8本遗失的英雄之书去达肯3的魔夜之森找[游侠祭司]芦苹吧。
PROPQUEST_INC_000620,"Take this. It is a Mark of the Hero. Once you have confronted the Venel Guardian and retrieved the Venel Heart, bring both of these to the Ranger Guardian, Kailreard.",你得到这个心脏的话，他一定会承认你做游侠，也就是说这是给你的最后一个考验了。
PROPQUEST_INC_000623,"Congratulations, young Acrobat. I've heard many great things about you. You've completed the final test. You will now become a Successor of the Ranger Hero!",欢迎你来到这里～你已经通过最后一个考验了，你现在成为真正的游侠了！
PROPQUEST_INC_000624,"Wise Hynan! This Acrobat wishes to follow your path! Grant them your blessing and power, Ranger Hero!",游侠的英雄海楠啊～这里有一位勇士要跟随你的后迹，请赐给他祝福的神力吧！
