Key,English,Simplified_Chinese
UI_REVIVAL_LODESTAR,Lodestar,城镇之星
UI_REVIVAL_LODESTAR_TIP,Revive at the nearest town,在城镇之星复活
UI_REVIVAL_LODELIGHT,Lodelight,生命光塔
UI_REVIVAL_LODELIGHT_TIP,Revive at your chosen Lodelight,在光明之塔复活
UI_CHARINFO_BASE,Base,基本
UI_CHARINFO_NAME,Name,昵称
UI_CHARINFO_LOGIN,Login,登录
UI_CHARINFO_JOB,Job,职业
UI_CHARINFO_LEVEL,Level,Level
UI_CHARINFO_SERVER,Server,服务器
UI_CHARINFO_CHANNEL,Channel,频道
UI_CHARINFO_DETAIL,Detail,个人资料
UI_CHARINFO_STR,STR,力量
UI_CHARINFO_STA,STA,体质
UI_CHARINFO_DEX,DEX,敏捷
UI_CHARINFO_INT,INT,智力
UI_CHARINFO_STATPOINTS,Stat Points,属性点
UI_CHARINFO_APPLY,Confirm,应用
UI_CHARINFO_RESET,Revert,重置
UI_CHARINFO_CHANGESTATE,Change State,更改属性
UI_CHARINFO_CURRENTPAGE,Current Stat Page: %d,当前属性页: %d
UI_CHARINFO_CHANGEPAGE_TITLE,Switch Stat Page,改变属性页
UI_CHARINFO_APPLY_TOOLTIP,Confirm stat allocation,应用新属性。
UI_CHARINFO_RESET_TOOLTIP,Revert allocation and return to previous stats,恢复到之前的属性。
UI_CHARINFO_CHANGEPAGE_TOOLTIP,Switch to a different stat page,切换属性页
UI_CHARINFO_PLUSMINUS_TOOLTIP,"After allocating your stat points, press Confirm.",更改完属性点后，点击应用。
UI_CHARINFO_STR_TOOLTIP,Increases the weapon's Attack Power (#cffb40000except wands and bows#nc).,增强武器的攻击力(#cffb40000除了魔杖#nc)
UI_CHARINFO_STA_TOOLTIP,"Increases Defense, Max HP, and Max FP.\nIncreases HP and FP recovery rate.",增强防御力，最大HP，最大FP\nHP，FP恢复速度增加。
UI_CHARINFO_DEX_TOOLTIP,"Increases Attack Speed, Parry, Block and Critical Chance.\n#cffb40000Increases bow damage.#nc",攻击速度增加\n闪避率，格挡率增加\n暴击率增加\n#cffb40000弓箭攻击力增加。#nc
UI_CHARINFO_INT_TOOLTIP,Increases Max MP.\nIncreases Magic Attack Power.,最大MP值增加。\n魔法攻击力
UI_CHARINFO_GP_TOOLTIP,"After allocating your stat points, press Confirm.",更改完属性点后，点击应用。
UI_CHARINFO_PVP_DUELFAME,Duel Fame,对战声望
UI_CHARINFO_PVP_DUELPOINT,Duel Points,对战点数
UI_CHARINFO_PVP_KILLPOINT,Killing Points,击杀点数
UI_CHARINFO_PVP_KARMALEVEL,Karma Level,罪恶等级
UI_CHARINFO_PVP_KARMAPOINT,Karma Points,罪恶值
UI_CHARINFO_PVPPK,PvP/PK,PvP/PK
UI_TOOLTIP_SEX_MALE,Sex: Male,性别：男
UI_TOOLTIP_SEX_FEMALE,Sex: Female,性别：女
UI_TOOLTIP_HARVEST_TIMEREDUC,Time Reduction Level,时间缩减等级
UI_TOOLTIP_HARVEST_YIELDBONUS,Yield Bonus Level,产量加成等级
UI_TOOLTIP_HARVEST_SPAWNBONUS,Carrier Chance Bonus Level,怪物出现几率加成等级
UI_TOOLTIP_ONEHAND,One-handed weapon.,单手武器
UI_TOOLTIP_TWOHAND,Two-handed weapon.,双手武器
UI_TOOLTIP_ATTACK_BASE,Base Attack:,基础攻击力:
UI_TOOLTIP_DEF_BASE,Base Defense:,基础防御力:
UI_TOOLTIP_ATTACK,Attack:,攻击力:
UI_TOOLTIP_DEF_A,Defense:,防御力:
UI_TOOLTIP_ATTACK_SPEED,Attack speed: %s,攻击速度:%s
UI_TOOLTIP_REQ_JOB,Req Job:,职业:
UI_TOOLTIP_REQ_LEVEL,Required Level: %d,等级: %d
UI_TOOLTIP_REQ,Requires %s,Requires %s
UI_TOOLTIP_RESTORE_MP,Restore MP: %d,MP回复量：%d
UI_TOOLTIP_CONSUME_MP,MP: %d,MP: %d
UI_TOOLTIP_CONSUME_FP,FP: %d,FP: %d
UI_TOOLTIP_RESTORE_HP,Restore HP: %d,HP回复量：%d
UI_TOOLTIP_RESTORE_FP,Restore FP: %d,FP回复量：%d
UI_TOOLTIP_MAX_RESTORE,Effective up to %d,最大回复量：%d
UI_TOOLTIP_INV_SUIT,Suit,衣服
UI_TOOLTIP_INV_GAUNTLET,Gauntlet,手套
UI_TOOLTIP_INV_BOOTS,Boots,靴子
UI_TOOLTIP_INV_HELMET,Helmet,帽子
UI_TOOLTIP_INV_CLO,Cloak,披风
UI_TOOLTIP_INV_WEAPON,Weapon,武器商店
UI_TOOLTIP_INV_GUARD,Shield,盾
UI_TOOLTIP_INV_MASK,Mask,面具
UI_TOOLTIP_INV_RID,Flying Item,飞行道具
UI_TOOLTIP_INV_NECKLACE,Necklace,项链
UI_TOOLTIP_INV_RING,Ring,戒指
UI_TOOLTIP_INV_EARRING,Earring,耳环
UI_TOOLTIP_INV_BULLET,"Ammunition (Arrows, Posters)","副武器(箭矢,符咒)"
UI_TOOLTIP_INV_CLOTHES_1,Fashion Hat,时装帽子
UI_TOOLTIP_INV_CLOTHES_2,Fashion Clothes,时装上衣
UI_TOOLTIP_INV_CLOTHES_3,Fashion Gloves,时装手套
UI_TOOLTIP_INV_CLOTHES_4,Fashion Shoes,时装鞋子
UI_TOOLTIP_MON_LVL,Lv.,Lv.
UI_TOOLTIP_MON_DROP,Booty:,战利品:
UI_TOOLTIP_MON_NO_DROP,None,无
UI_MAP_MONINFO,Toggle monster locations.,显示怪物的信息
UI_TOOLTIP_DELETE_ITEM,Drag an item here to delete it.,将物品拖到这里删除
UI_INVENTORY_DELETE,Item Deletion,确认丢弃物品
UI_INVENTORY_DELETE_CONFIRM,Delete this item?,真的要删除这件物品吗？
UI_INVENTORY_DELETE_CNT,Qty,数量:
UI_DIALOG,Dialog,对话
UI_DIALOG_TITLE,Conversation,对话
UI_DIALOG_ABOUT,Ask about %s,询问 %s
UI_OPTION_TAB_GAME,Game,游戏
UI_OPTION_TAB_CONTROLS,Controls,控制
UI_OPTION_TAB_VIDEO,Graphics,显示
UI_OPTION_TAB_GRAPHICS,Video,视频
UI_OPTION_TAB_AUDIO,Audio,声音
UI_OPTION_PM,Whispers and Messages,密语和消息
UI_OPTION_PARTY,Party and Guild Invites,剧团和公会邀请
UI_OPTION_FRIEND,Friend Invites,好友请求
UI_OPTION_SIEGE_CAPTION,Guild Siege Captions,公会战
UI_OPTION_DISABLE_PANG,Disable Tutorial Pang,关闭教程弹窗
UI_OPTION_COUPLE,Couple Proposals,伴侣请求
UI_INSTANTMSG_TITLE,Message,信息
UI_MESSAGE_SEND,Send,发送
UI_SHOP_TITLE,Shop,商店
UI_SHOP_ITEMSLIST,Item List,物品列表
UI_TOOLTIP_PRICE,Price: %s,价格:%s
UI_TOOLTIP_SELLPRICE,Selling Price: %s,出售价格:%s
UI_SHOP_FILTER,Search,搜索
UI_SHOP_LEVEL,By Level,按等级
UI_SHOP_GENDER,By Gender,按性别
UI_SHOP_ITEMPRICE,Item Price,物品价格
UI_SELLITEM_TITLE,Confirm Sale,出售确认
UI_SELLITEM_CONFIRM,Sell this item?,真的要卖掉这个物品吗
UI_SELLITEM_QTY,Quantity:,数量
UI_SELLITEM_PRICE,Selling Price:,出售价格:
UI_MSGBOX_VALID,OK,确认
UI_BUYITEM_TITLE,Confirm Item Purchase,确认购买物品
UI_BUYITEM_CONFIRM,How many would you like to buy?,你想买下来吗？
UI_BUYITEM_PRICE,Cost,价格
UI_OPTION_GRASS,Grass,草地效果
UI_TOOLTIP_MAX_HP,Max. HP,最大HP
UI_TOOLTIP_MAX_MP,Max. MP,最大MP
UI_TOOLTIP_MAX_FP,Max. FP,最大FP
UI_TOOLTIP_SPEED,Speed,移动速度
UI_TOOLTIP_ATKSPEED,Attack Speed,攻击速度
UI_TOOLTIP_BLOCKMELEE,Melee Block,近距离格挡
UI_TOOLTIP_HITRATE,Hit Rate,命中率
UI_TOOLTIP_ABILITYMIN,Min. Ability,最小能力
UI_TOOLTIP_ABILITYMAX,Max. Ability,最大能力
UI_TOOLTIP_DEFENSE,Defense,防御力
UI_TOOLTIP_DEFMAGIC,Magic Defense,魔法防御力
UI_TOOLTIP_DEFELECTRICITY,Electricity Resistance,雷属性抗性
UI_TOOLTIP_DEFALLELEMENTAL,All Elements Resistance,全元素属性抗性
UI_TOOLTIP_DEFFIRE,Fire Resistance,火属性抗性
UI_TOOLTIP_DEFWIND,Wind Resistance,风属性抗性
UI_TOOLTIP_DEFWATER,Water Resistance,水属性抗性
UI_TOOLTIP_DEFEARTH,Earth Resistance,土属性抗性
UI_CHARINFO_ELEMENTDEF,Resistance,抵抗
UI_CHARINFO_ELEMENTMASTRY,Mastery,精通
UI_TOOLTIP_HP,HP,HP
UI_TOOLTIP_MP,MP,MP
UI_TOOLTIP_FP,FP,FP
UI_TOOLTIP_HPRECOVERY,HP Recovery,HP回复
UI_TOOLTIP_MPRECOVERY,MP Recovery,MP回复
UI_TOOLTIP_FPRECOVERY,FP Recovery,FP回复
UI_TOOLTIP_ALL_RECOVERY,"HP, MP & FP Recovery",HP、MP和FP 恢复
UI_TOOLTIP_ALL_RECOVERY_RATE,"HP, MP & FP Recovery Rate",HP，MP和FP 恢复率
UI_TOOLTIP_KILL_HP,HP Recovery on Kill,HP击杀恢复
UI_TOOLTIP_KILL_MP,MP Recovery on Kill,MP击杀恢复
UI_TOOLTIP_KILL_FP,FP Recovery on Kill,FP击杀恢复
UI_TOOLTIP_KILL_ALL,"HP, MP & FP Recovery on Kill","HP, MP和FP击杀恢复"
UI_TOOLTIP_KILL_HP_RATE,HP Recovery Rate on Kill,HP击杀恢复率
UI_TOOLTIP_KILL_MP_RATE,MP Recovery Rate on Kill,MP击杀恢复率
UI_TOOLTIP_KILL_FP_RATE,FP Recovery Rate on Kill,FP击杀恢复率
UI_TOOLTIP_KILL_ALL_RATE,"HP, MP & FP Recovery Rate on Kill",HP、MP和FP击杀恢复率
UI_TOOLTIP_ALL_DEC_RATE,Decreased Rate of MP & FP Consumption,减少MP和FP的消耗率
UI_TOOLTIP_CHRDMG,Additional Damage,追加伤害
UI_TOOLTIP_PARRY,Parry,闪避
UI_TOOLTIP_ATKPOWER,Attack,攻击力
UI_TOOLTIP_JUMPING,Jump Height,跳跃高度
UI_TOOLTIP_BLOCKRANGE,Ranged Block,远距离格挡
UI_TOOLTIP_ALLSTAT,All Stats,全属性
UI_TOOLTIP_DST_HP_MAX_RATE,HP,增加HP
UI_TOOLTIP_CONDITIONRATE,Magical Power,魔法攻击力
UI_TOOLTIP_DST_ADJDEF_RATE,Defense,防御力
UI_TOOLTIP_DST_MP_MAX_RATE,MP,增加MP
UI_TOOLTIP_DST_FP_RATE,FP,增加FP
UI_TOOLTIP_DST_CRITICAL_RATE,Critical Chance,暴击率
UI_TOOLTIP_DST_CHR_WEAKATKCHANGE,Attribute Attack,属性攻击
UI_TOOLTIP_DST_MASTRY_EARTH,Mastery: Earth,精通: 土
UI_TOOLTIP_DST_MASTRY_FIRE,Mastery: Fire,精通: 火
UI_TOOLTIP_DST_MASTRY_WATER,Mastery: Water,精通: 水
UI_TOOLTIP_DST_MASTRY_ELECTRICITY,Mastery: Electricity,精通: 雷
UI_TOOLTIP_DST_MASTRY_WIND,Mastery: Wind,精通: 风
UI_TOOLTIP_DST_MASTRY_ALL,All Elements Mastery,全元素属性精通
UI_TOOLTIP_DST_REFLECT_DAMAGE,Reflect Damage,反弹伤害
UI_TOOLTIP_DST_MP_DEC_RATE,MP Consumption Decrease,MP消耗降低
UI_TOOLTIP_DST_FP_DEC_RATE,FP Consumption Decrease,FP消耗降低
UI_TOOLTIP_DST_SPELL_RATE,Casting Speed,施法速度
UI_TOOLTIP_DST_ACTION_SPEED,Action Speed,行动速度
UI_TOOLTIP_DST_PROJ_SPEED,Projectile Speed,投射物速度
UI_TOOLTIP_DST_DISABLE_EFF,Disable Effect,控制效果
UI_TOOLTIP_DST_WEAKEN_EFF,Weaken Effect,虚弱效果
UI_TOOLTIP_DST_CRITICAL_BONUS,Critical Damage,暴击伤害
UI_TOOLTIP_DST_YOY_DMG,Attack Power (Yo-Yo),飞轮攻击力
UI_TOOLTIP_DST_BOW_DMG,Attack Power (Bow),弓箭攻击力
UI_TOOLTIP_DST_KNUCKLE_DMG,Attack Power (Knuckle),拳套攻击力
UI_TOOLTIP_DST_SWD_DMG,Attack Power (Sword),剑攻击力
UI_TOOLTIP_DST_AXE_DMG,Attack Power (Axe),斧攻击力
UI_TOOLTIP_ATTACKSPEED_RATE,Attack Speed Rate,攻击速率
UI_TOOLTIP_DST_DMG_GET,Lifesteal,生命偷取
UI_TOOLTIP_DST_HPDMG_UP,Attack power and HP,攻击力和HP
UI_TOOLTIP_DST_DEFHIRATE_DOWN,Defense power and accuracy decrease,防御力和命中率降低
UI_TOOLTIP_DST_DEATHRUSH,Death's Rush Chance,致命突袭几率
UI_TOOLTIP_DST_ANKOUHARVEST,Ankou's Harvest,安库的收割
UI_TOOLTIP_DST_MURANWRATH,Muran's Wrath,穆兰的愤怒
UI_TOOLTIP_LOCOMOTION,Movement,移动
UI_TOOLTIP_RETURN_USE,Return to your former position.,返回到移动前的位置。
UI_DISPLAY_BUFFS,Show/hide buffs,显示/隐藏BUFF
UI_SELECTJOB_TITLE,Select new job,选择新职业
UI_NOTICE_DISCORD,Join our Discord server,加入我们的Discord服务器
UI_TOOLTIP_COMBO,Use skills in the Action Slot,在连续快捷栏中使用技能
UI_OPTION_ANTIALIAS,Antialiasing,抗锯齿
UI_OPTION_LIGHTS,Lights,光照
UI_TOOLTIP_HOTKEY,[Hotkey %s],[热键 %s]
UI_STATUS_HP,HP,HP
UI_STATUS_FP,FP,FP
UI_STATUS_MP,MP,MP
UI_STATUS_EXP,Exp,Exp
UI_HELPTIPS_TITLE,Today's Tips,今日小提示
UI_HELPTIPS_DOYOUKNOW,Did you know?,你知道吗？
UI_HELPFAQ_QUESTION,Q.,Q.
UI_HIDE,Hide,隐藏
UI_PARTY_INFO,Members,成员
UI_PARTY_SKILL,Skills,技能
UI_PARTY_SETTINGS,Settings,设置
UI_PARTY_NAME,Name:,名称:
UI_PARTY_LEVEL,Level:,等级：
UI_PARTY_POINT,Points:,点数：
UI_PARTY_EXPSHARE,EXP Share,经验分配
UI_PARTY_EXPMODE_LEVEL,Level,等级
UI_PARTY_EXPMODE_LEVEL_TIP,EXP is distributed among party members based on their levels.,依等级之差来分配团员的经验值。
UI_PARTY_EXPMODE_CONTRIB,Contribution,贡献分配
UI_PARTY_EXPMODE_CONTRIB_TIP,"EXP is distributed among party members based on their contribution in combat. Contributions include attacking, healing, and tanking.",根据团员在战斗中的贡献程度来分配经验值，例如输出，治疗和抗伤。
UI_PARTY_LOOT,Loot Distribution,物品分配
UI_PARTY_LOOTMODE_IND,Free-for-All,个人分配
UI_PARTY_LOOTMODE_IND_TIP,Loot goes to whoever picks it up. Anyone can loot and keep what they collect.,所有玩家都可以拾取。
UI_PARTY_LOOTMODE_SEQ,Sequentially,顺序分配
UI_PARTY_LOOTMODE_SEQ_TIP,Loot is distributed to party members in order.,物品依顺序分配的模式
UI_PARTY_LOOTMODE_MAN,Leader Only,手动分配
UI_PARTY_LOOTMODE_MAN_TIP,All loot goes to the party leader. The party leader can then distribute it at their discretion.,所有掉落的物品被拾取时都会进入剧团团长的背包，然后由剧团团长选择合适的分配方式将这些物品进行分配
UI_PARTY_LOOTMODE_RAND,Randomly,随机分配
UI_PARTY_LOOTMODE_RAND_TIP,Loot is distributed randomly among party members.,物品将会被随机分配
UI_PARTY_LOOTMODE_KILL,Top Damage,击杀分配
UI_PARTY_LOOTMODE_KILL_TIP,Loot goes to the player who inflicted the most damage to the monster.,物品会分发给对怪物造成最多伤害的玩家。
UI_PARTY_SEARCHMODE,Joining via Finder,搜索模式
UI_PARTY_TRANSFER,Transfer,转让
UI_PARTY_LEAVE,Leave,退出
UI_PARTY_KICK,Kick,踢出
UI_PARTY_CHANGE,Upgrade,更改
UI_PARTY_CONFIRM,Confirm Party,剧团确认
UI_PARTY_INVITEQUESTION,%s invites you to join their party. Accept the invitation?,%s邀请您加入剧团，请问要加入吗
UI_PARTY_LEAVE_TIP,"Leave the party. If you're the party leader, selecting a member changes this button to Kick, allowing you to remove them.",这一选项可以离开剧团或者使团长将某一成员踢出剧团。如果需要踢出某位成员，首先选中他，然后点击“离开”即可。
UI_PARTY_TRANSFER_TIP,Transfer party leadership to the selected member.,交接团长职位（请选择要交接职位的角色后，按下团长交接的按钮）
UI_PARTY_CONFIRM_TIP,Upgrade the party to an Advanced Party.,转换成巡回剧团
UI_PARTY_LEAVE_CONFIRM,Confirm Party Leave,确认离开剧团
UI_PARTY_LEAVE_QUESTION,Leave the party?,要退出剧团吗
UI_PARTY_LEAVE_OTHER,Kick this player from the party?,您确定要把这名玩家踢出剧团吗？
UI_PARTY_QUICK_TIP,View basic party information,请点击按钮以显示剧团的基本信息
UI_PARTY_DETAIL_TIP,View detailed party information,请点击按钮以获得剧团的详细信息
UI_PARTY_CHANGETROUP,Upgrade to an Advanced Party?,确认把单幕剧团升级为巡回剧团吗？
UI_PARTY_CHANGEPARTY,Upgrade Party,剧团转型
UI_PARTYNAME_ENTER,Enter party name:,请输入要改变的巡回剧团名称
UI_PARTYNAME_TITLE,Change Party Name,改变名称
UI_FRIEND_CONFIRM,Confirm Friend Request,确认添加好友
UI_FRIEND_INVITEQUESTION,%s wants to add you as a friend. Accept the request?,%s对您提出加为好友的请求，您要接受吗
UI_MESSENGER_ONLINE,Online,在线
UI_MESSENGER_OFFLINE,Offline,离线
UI_MESSENGER_ABSENT,AFK,离开
UI_MESSENGER_HARDPLAY,Addict Mode,练级中
UI_MESSENGER_REST,Resting / Vending,休息中
UI_MESSENGER_EAT,Eating,就餐中
UI_MESSENGER_MOVE,Moving,移动中
UI_MESSENGER_FRIEND,Friend,好友
UI_MESSENGER_SORT_CHANNEL,Ch.,频道
UI_MESSENGER_SORT_STATE,State,状态
UI_MESSENGER_SORT_LEVEL,Level,Level
UI_MESSENGER_SORT_NAME,Name,昵称
UI_MESSENGER_SORT_JOB,Job,职业
UI_INSTANTMSG_JOIN,has logged into the game.,玩家登录了游戏。
UI_OPTION_JOIN_NOTIFICATION,Message alarm,消息提醒
UI_MESSENGER_MENU_MESSAGE,Message,信息
UI_MESSENGER_MENU_UNBLOCK,Unblock,解除黑名单
UI_MESSENGER_MENU_BLOCK,Block,拉黑
UI_MESSENGER_MENU_DELETE,Delete,删除
UI_MESSENGER_MENU_MOVE,Move,移动
UI_MESSENGER_MENU_TAGSEND,Send memo,发送留言
UI_MESSENGER_ADD_FRIEND,Add a new friend,添加一名新的好友
UI_ADDFRIEND_TITLE,Add Friend,添加好友
UI_ADDFRIEND_NAME,Enter player name:,输入玩家姓名
UI_READMEMO_TITLE,Memos,消息窗口
UI_SENDMEMO_TITLE,Send Memo,消息发送窗口
UI_POST_TITLE,Mailbox,邮件
UI_POST_TAB_SEND,Send Mail,发送邮件
UI_POST_TAB_RECEIVE,Inbox,收件箱
UI_OPTION_UISCALE,Scale,界面比例
UI_OPTION_TEXTSCALE,Font Size,Font Size
UI_IGNORELIST_TITLE,Ignore List,黑名单
UI_IGNORELIST_COUNT,Ignored Players: %d,黑名单: %d
UI_CHATFILTER_TITLE,Chat Filter,聊天过滤
UI_CHATFILTER_GENERAL,General,普通
UI_CHATFILTER_WHISPER,Whispers,密语
UI_CHATFILTER_SHOUT,Shouts,呼喊
UI_CHATFILTER_PARTY,Party,单幕剧团
UI_CHATFILTER_GUILD,Guild,公会
UI_CHATFILTER_RESET_COLORS,Reset to Default,恢复默认设置
UI_POSTSEND_TO,Recipient,收件人
UI_POSTSEND_TITLE,Title,称号
UI_POSTSEND_GOLD,Penya,金币
UI_POSTSEND_PRICE,Mailing Fee: %d Penya,手续费：%d 金币
UI_POSTSEND_SEND,Send,发送
UI_ITEMSLOT_TITLE,Confirm Item Selection,确认物品
UI_ITEMSLOT_QUESTION,How many items?,多少物品？
UI_ITEMSLOT_COUNT,Count:,数量：
UI_POSTSEND_CONFIRM,Send this mail?\nMail expires after %d days.,要发送邮件吗?\n收到的邮件在%d天后自动删除
UI_POST_NO_MAIL,You have no mail.,您没有任何邮件
UI_POST_UNKNOWN,Unknown,未知
UI_POST_RECEIVE_DATE,Received on: %s,收到的日期：%s
UI_POSTREAD_TITLE,Mail Message,确认信件
UI_POSTREAD_FROM,From,发件人
UI_POSTREAD_DELETE,Delete,删除
UI_POSTREAD_DELETE_ALL,Delete all read mail,删除全部已读邮件
UI_POSTREAD_DELETEALL_CONFIRM,Delete all read mail? Any attached items and Penya will also be deleted.,是否删除所选邮件？附件物品与金币将一并被删除。
UI_POSTREAD_REPLY,Reply,回复
UI_POSTREAD_DELETETITLE,Delete Mail,删除邮件
UI_POSTREAD_DELETECONFIRM,Delete this mail? Any attached items and Penya will also be deleted.,要删除邮件吗？删除邮件的同时，里面的物品、金币与邮件会同时被删除。
UI_POSTREAD_MAILEXPIRED,Mail Expired,过期邮件
UI_POSTREAD_KEEP_PAY,This mail expired %d days ago. You must pay %s Penya to retrieve it.,该邮件已过期 %d 天。你必须支付 %s 金币以取回。
UI_QUEST_CANCEL,Remove quest,删除任务
UI_QUEST_CANCEL_TIP,Cancel Quest in Progress,取消进行中的任务
UI_QUEST_ALLQUESTS,All Quests,整体目录
UI_QUEST_INPROGRESS,In Progress,正在进行中
UI_QUEST_COMPLETED,Completed,完成
UI_QUEST_LIST,Quest List,任务目录
UI_QUEST_DETAIL,Quest Details,任务内容
UI_QUEST_REWARDS,Reward List,可获得的奖励
UI_QUEST_CONDITIONS,Quest Condition,任务条件
UI_QUEST_GOLD1,Penya: %d,金币： %d
UI_QUEST_GOLD2,Penya: %d~%d,金币： %d~%d
UI_QUEST_GOLD3,Penya: ????,金币： ????
UI_QUEST_EXP1,Experience Gained.,获得经验值
UI_QUEST_EXP2,Experience: %.2f%%,经验：%.2f%%
UI_QUEST_EXP_COUPLE,Couple Experience: %.2f%%,情侣经验: %.2f%%
UI_QUEST_SKILLPOINT,Skill Points,技能点数
UI_QUEST_INVENTORYSLOT1,Inventory Space,背包空间
UI_QUEST_INVENTORYSLOT2,Inventory Space: %d,背包空间：%d
UI_QUEST_MODIFY_KARMA1,Collected Karma Point: %d,已有罪恶值：%d
UI_QUEST_MODIFY_KARMA2,Collected Karma Point: ????,已有罪恶值: ????
UI_QUEST_ADD_KARMA1,Added Karma Point: %d,罪恶值增加：%d
UI_QUEST_ADD_KARMA2,Added Karma Point: ????,罪恶值增加: ????
UI_QUEST_ITEM1,Item: %s(%d),物品: %s(%d)
UI_QUEST_ITEM2,Item: ????,物品: ????
UI_QUEST_COND_COMPLETED,Quest completed.,已完成的任务
UI_QUEST_LIMIT_TIME,Time Left: #b%d minutes#nb,剩余时间: #b%d分#nb
UI_QUEST_LIMIT_TIMEOUT,#bYou ran out of time.#nb,#b已超过限制时间#nb
UI_QUEST_KILL_NPC,Defeat %s #cffc32f07#b%d/%d#nb#nc,击杀 %s #cffc32f07#b%d/%d#nb#nc
UI_QUEST_ITEM,%s #cffc32f07#b%d/%d#nb#nc,%s 数量 #cffc32f07#b%d/%d#nb#nc
UI_QUEST_PATROL,Search %s,%s 搜索
UI_QUEST_COMPLETE_TEXT,[Complete],[完成]
UI_QUEST_NODISGUISE,Transformed into a human,变回人类
UI_QUEST_DISGUISE,Transformed into %s,变身成%s
UI_QUEST_SKILLLVL,%s Skill Level #b(%d/%d)#nb,%s 技能等级 #b(%d/%d)#nb
UI_QUEST_KARMA_POINT,Karma Point #b(%d %s %d)#nb,罪恶值 #b(%d %s %d)#nb
UI_QUEST_PARTY_SOLO,Going solo,非剧团状态
UI_QUEST_PARTY,Create party,创建剧团
UI_QUEST_PARTY_LEADER,Party Leader,剧团团长
UI_QUEST_PARTY_MEMBER,Non-Party Leader,非剧团团长
UI_QUEST_PARTY_NUM,Number of Party Members #b(%d %s %d)#nb,剧团成员数 #b(%d %s %d)#nb
UI_QUEST_PARTY_LEADER_NUM,"Party Leader, Number of Party Members #b(%d %s %d)#nb",剧团团长、剧团成员数 #b(%d %s %d)#nb
