Key,English,Simplified_Chinese
PROPQUEST_DUNGEONANDPK_INC_000467,Death Mine and Roaches (1),死亡的矿山与巨械毒花（上）
PROPQUEST_DUNGEONANDPK_INC_000468,Hmm… Is that the ring of Nevil around your finger?,嗯...你手上带的戒指，那个不是蓝彼的戒指吗？嗯... 你把蓝彼救出来了，对吧！
PROPQUEST_DUNGEONANDPK_INC_000469,Your strength has been proven then. Would you prove yourself further? The Roach is somehow connected to the death of people in the mine.,那你可以帮我一件事情吗？以前有很多人死在矿山里面，我想应该是跟巨械毒花有关系。
PROPQUEST_DUNGEONANDPK_INC_000470,There is a mystery to be unlocked here. Would you bring me the blood of the Roach larva?,我为了研究巨械毒花所以需要他的血液，你可以帮我搜集吗？
PROPQUEST_DUNGEONANDPK_INC_000471,Thank you. There are two kinds of Roach - Pink and Blue. Break open their eggs and hunt down the larva.,谢谢你喔！毒花有分２种，一种是粉红毒花、另一种是蓝毒花。只要找到他们的卵并打开，将卵里面的乳虫打败就可以得到它们的血液了。
PROPQUEST_DUNGEONANDPK_INC_000472,There will be no revelation without danger.,没有危险就没有启示
PROPQUEST_DUNGEONANDPK_INC_000473,"Ahh, there is much to be learned from the blood of these Roaches.",真的很谢谢你啊～现在我把关于巨械毒花的资料全部都搜集好了。
PROPQUEST_DUNGEONANDPK_INC_000474,No! No! No! Bring me more information!,不！不！不行！再探，再报！
PROPQUEST_DUNGEONANDPK_INC_000475,Bring the blood of Roaches by destroying their eggs and defeating Roach Larva.,经过奇昆地区之后，打碎粉红毒花与蓝毒花的卵，搜集它们的血液。
PROPQUEST_DUNGEONANDPK_INC_000478,Looks like he still has a need of you.,搜集“乳虫树液”拿给他之后，他好像要拜托我其他的事情呢...
PROPQUEST_DUNGEONANDPK_INC_000480,Death Mine and Roaches (2),死亡的矿山与巨械毒花(2)
PROPQUEST_DUNGEONANDPK_INC_000481,The toxicity of Roaches has poisoned many humans in the mine.,我使用你帮我搜集的“乳虫树液”来研究后，找到以前那些人在矿山里无原无辜死掉的原因了，都是因为巨械毒花的毒而引起的。
PROPQUEST_DUNGEONANDPK_INC_000482,It seems that the Roach Queens are the source of the poison.,似乎这个毒是来自于毒花女王的。
PROPQUEST_DUNGEONANDPK_INC_000483,Bring me the blood of Pink and Blue Roach Queens so that I can make a vaccine.,我要制造预防这些病菌的疫苗，你可以帮我从蓝毒花女王身上采取她的血液给我吗？
PROPQUEST_DUNGEONANDPK_INC_000484,Sprinkle this liquid on the Roach Queen egg to wake her up. Be careful.,将这种液体洒在毒花女王的蛋上以唤醒她。但请当心。
PROPQUEST_DUNGEONANDPK_INC_000485,You really will not see this through to the end?,反正你已经接手了，那麻烦你帮我做到底好吗？不然，你不觉得有一种，你去厕所之后，没擦屁股的感觉吗？
PROPQUEST_DUNGEONANDPK_INC_000486,This vaccine will save many lives. Thank you.,因为你的帮忙，我可以给死去的那些人一个交代了。只要有这个药水它们应该不会再乱来了！
PROPQUEST_DUNGEONANDPK_INC_000487,Take this weapon as a token of gratitude and this card to venture deeper into the mine.,这个武器是我送给你的，还有这张通行卡，可以进入矿山的里面。
PROPQUEST_DUNGEONANDPK_INC_000488,The Roaches appeared very suddenly in the mine. Maybe you can find out the reason by going deeper into the mine.,矿山里面突然冒出一堆巨械毒花，我觉得很诡异。我猜进到里面应该会找到原因吧！
PROPQUEST_DUNGEONANDPK_INC_000489,I am sure that you can handle the upcoming danger.,我相信你一定可以解决得。如果、你觉得很累的话，可以多找一些伙伴一起进去也不错啦！
PROPQUEST_DUNGEONANDPK_INC_000490,Gather the blood of Pinky and Blue Roach Queen.,搜集蓝毒花女王的血液。
PROPQUEST_DUNGEONANDPK_INC_000493,Something about the way Bernard talks suggessts that the Roaches were placed in the mines intentionally. Maybe you can find out.,依照番若迪所说的，这些巨械毒花应该是因为一些原因而产生的，我再进去一点看看好了，说不定可以找到我想要的答案。
PROPQUEST_DUNGEONANDPK_INC_000495,Dwarpet Kazen,矮人族“卡斩”
PROPQUEST_DUNGEONANDPK_INC_000496,What brings you here? I am sure you know of the many deaths surrounding this place.,嗯～你来这里干吗？难道你不知道以前这里死了很多人吗？这里不是人类可以进入的地方啦！滚！呵呵～我懂了你是来调查以前为什么有那么多人在这里死亡的，对吧！
PROPQUEST_DUNGEONANDPK_INC_000497,You will not be able to find out what happened here without my help. I will tell you what you want to know if you do me a favor. What do you think?,这样的话～你没有我的帮助应该是很难知道的啦！不然你帮我一件事情好了，那我就告诉你一些情报。如何啊？要帮我吗？
PROPQUEST_DUNGEONANDPK_INC_000498,Bring me 30 Cillin and I will tell you everything you need to know.,呼～好！可是我要先测试一下，你是不是有能力可以帮我。这矿库里有一个叫做矽磷的东西，你去搜集30个回来给我吧！
PROPQUEST_DUNGEONANDPK_INC_000499,"Pssh, some great hero, you cannot even bring me some simple stones.",连帮我捡个石头都那么难喔！那你还想知道矿山的秘密？好笑勒！滚回家啦你～
PROPQUEST_DUNGEONANDPK_INC_000500,Hmm… I did not think you would be back so soon. Take this money as a gift.,嗯...虽然是很简单的事情，可以你还是帮我搜集好了，好吧！从现在开始要进行重要的事情了，这是我的一点小心意，你就先收下吧！
PROPQUEST_DUNGEONANDPK_INC_000501,I said 30. Not 29 or 28. Bring me 30 Cillin.,30个啦！不是29个、也不是28个，是30个。听懂了没有！
PROPQUEST_DUNGEONANDPK_INC_000502,Gather 30 Cillin.,搜集30个矽磷
PROPQUEST_DUNGEONANDPK_INC_000507,Bring Ribenuum,搜集沛拉磷
PROPQUEST_DUNGEONANDPK_INC_000508,I am here in Dekane mining for Ribenuum. In all of Madrigal Ribenuum can only be found in the Darkon area.,我来到达肯矿洞的理由是，为了采集沛拉磷啦！沛拉磷只有在这里才可以采集到的啦！
PROPQUEST_DUNGEONANDPK_INC_000509,Ribenuum is made when a Green Trillipy eats a stone and metabolizes it.,因为啊～沛拉磷是绿色蜥蜴吃了岩石之后，而产生的一个矿石。而且蜥蜴只会在这里出现啦！
PROPQUEST_DUNGEONANDPK_INC_000510,Would you bring me some Ribenuum? A Green Tillipy is dangerous but you look equally as dangerous.,可是啊～蜥蜴很恶劣啦！可是说到恶劣又没有比人类还要恶劣的动物了啦！所以你去帮我搜集好吗？
PROPQUEST_DUNGEONANDPK_INC_000511,Green Trillipy are down the hall to the right. The room to the left is blocked.,绿色蜥蜴出没在，你进来的反方向那边的通路，再往右边进去就会看到它们了，应该是不难找啦！
PROPQUEST_DUNGEONANDPK_INC_000512,"Are you kidding me? Go on and get out of here, I may not look it but I am an old Dwarpet and I do not have time for games.",你现在是跟我开玩笑吗?你现在故意要耍我是吗?
PROPQUEST_DUNGEONANDPK_INC_000513,Ahhh...you brought the Ribenuum. But what is this? It is flawed!,嗯...你有拿30个沛拉磷回来喔～咦？可是这个沛拉磷好像不是好货喔！
PROPQUEST_DUNGEONANDPK_INC_000514,How hard is it to bring me what I asked for? 30 pieces of Ribenuum?,搜集30个沛拉磷，对你们人类来说应该是很简单的事情吧？
PROPQUEST_DUNGEONANDPK_INC_000515,Gather 30 pieces of Ribenuum from Green Trillipy,搜集30个沛拉磷回来吧！
PROPQUEST_DUNGEONANDPK_INC_000520,Refine Ribenuum,精炼沛拉磷
PROPQUEST_DUNGEONANDPK_INC_000521,The Ribenuum you brought is impure. I could take it home and refine it myself but the other Dwarpets would laugh me back to Flarine.,你拿来的这个沛拉磷的纯度不够高啦！对我们来说精炼是很简单的事情。可是拿这种烂货去村子的话，一定会被笑死才对！
PROPQUEST_DUNGEONANDPK_INC_000522,"It will have to be refined in a human village then. There is only one human I trust to do it it right. There is man named Nein, he was one of the last humans to work in these mines. Maybe the very last human.",不管怎样你还是要去村子精炼啦！在人类里可以精炼这个东西的人只有一个，他叫做“罗殷”。
PROPQUEST_DUNGEONANDPK_INC_000523,"Bring these Ribenuum to Nein and have him refine them. Then bring them back to me, would you?",把沛拉磷拿去给“罗殷”精炼之后，在拿来给我，你做得到吧？
PROPQUEST_DUNGEONANDPK_INC_000524,I heard that Nein lives somewhere in the Dead Walderness. He will refine the 30 pieces of impure Ribenuum into 10 pieces of high quality Ribenuum.,听说罗殷他住在龙息荒野附近，把高纯度沛拉磷拿给他吧！精炼完之后该会减少10个啦。
PROPQUEST_DUNGEONANDPK_INC_000525,Are you kidding me? Get lost! I do not have patience for games!,你现在跟我开玩笑吗？如果你是想耍我的话，你就给我滚回家啦！
PROPQUEST_DUNGEONANDPK_INC_000526,"Oh… Thank you, thank you, thank you! Take this necklace and some money with you.",喔～搜集到这么高纯度沛拉磷来了啊！不错喔～拿这个给人类的话，他们应该也不会说什么了！这个项链跟钱是我给你的，你就收下吧！
PROPQUEST_DUNGEONANDPK_INC_000527,Hmmm... maybe I was asking too much of you. You can just go home.,好吧！对你来说可能是一件很困难的事情啦...你就回家睡觉吧！
PROPQUEST_DUNGEONANDPK_INC_000528,Gather 10 pieces of high quality Ribenuum,搜集10个高纯度沛拉磷
PROPQUEST_DUNGEONANDPK_INC_000533,Bring Triduum,搜集特立磷
PROPQUEST_DUNGEONANDPK_INC_000534,"Ribenuum is useless to most humans. Maybe you have a Dwarpet friend you can give it to? Here, let me see it. These samples are too impure and even I cannot refine them without the right materials.",精炼沛拉磷吧...这个东西对我们人类来说没什么用啦！纯度真的是太低了呢～应该没办法这样拿来精炼啦～
PROPQUEST_DUNGEONANDPK_INC_000535,I need a special metal called Triduum in order to refine this. You can get it by hunting Violet Trillipy but they live deep in the Dekane Mine.,如果你要精炼这个东西的话，需要特立磷。这个东西在蜥蜴身上可以得到啦！它居住在达肯矿洞里...
PROPQUEST_DUNGEONANDPK_INC_000536,Well… If you really need the Ribenuum refined bring me 20 Triduums. You are going to need a special ID card to go in there.,而且、你要进去那里需要另外去找通行卡，可是你要精炼沛拉磷，所以也没办法咯～你就去搜集20个特立磷来好了！
PROPQUEST_DUNGEONANDPK_INC_000537,Go and get an ID card from the guys I used to work with.,可是你还是要先去找进入那里的通行证才可以啦！你应该要去找以前在矿山做过事情的人，他们应该会给你一些情报的！
PROPQUEST_DUNGEONANDPK_INC_000538,Ha ha ha.You can do that if you need to. I hope you are not doing this for some Dwarpet.,哈哈哈...如果这是你要需要的东西的话，我是没话说啦～可是如果你是为了矮人族做这些事情的话...我就更无言了～
PROPQUEST_DUNGEONANDPK_INC_000539,"Here is your refined Ribenuum. But, a word of warning, if the Dwarpet Kazen asked you for this… he is thinking more than he is saying.",哈～来！这是帮你精炼好的沛拉磷，拿去吧。这是卡斩请你帮忙的吗？我猜他应该有其他阴谋喔。
PROPQUEST_DUNGEONANDPK_INC_000540,Kazen has hated humans for as long as I have known him and him working with you means he is on to something big. You know… there is a rumor that he had a hand in all the deaths in that mine.,因为啊～他很讨厌我们人类啦！可是他还请你帮他做事情，我猜他应该有其他阴谋才对啦...而且也听说过他跟矿山的诡异事件有相关呢...
PROPQUEST_DUNGEONANDPK_INC_000541,You let me know if he is acting suspiciously. Maybe I can do something to help you.,反正啦～如果你觉得它怪怪的话，马上来跟我说吧！或许我可以帮得上你的忙。
PROPQUEST_DUNGEONANDPK_INC_000542,Why not just let it go? Go home and get some rest.,我觉得你还是不要自找麻烦啦！在这里放弃好不好？
PROPQUEST_DUNGEONANDPK_INC_000543,Get the ID card that will allow you into the room with the Violet Trillipy. Hunt them down and bring 20 pieces of Triduum to Nein.,得到通行卡之后，猎杀毒蜥蜴搜集20个特立磷回来吧！
PROPQUEST_DUNGEONANDPK_INC_000548,ID Card (1),通行卡的下落（上）
PROPQUEST_DUNGEONANDPK_INC_000549,"What? You want to know where the Violet Trillipy live? You seem so curious about this accursed mine. Unfortunately, there are not many people left who know much about it.",啊？你想知道关于毒蜥蜴的事情喔？你的好奇心未免也太大了吧！知道毒蜥蜴的人其实也不多呢～
PROPQUEST_DUNGEONANDPK_INC_000550,Only a few of the mine workers go that deep into the mine. I don't know much about them or the ID card they use to get down there. Oh! You should go speak with Bernard about this.,那里只有少数的人才可以进去啦！对那个地方我是完全不懂啦。对了！你去找番若迪好了，说不定他会知道一些事情。
PROPQUEST_DUNGEONANDPK_INC_000551,Would you please say Hi to Bernard for me?,好吧！你见到他的话，顺便帮我问他最近过得如何好吗？
PROPQUEST_DUNGEONANDPK_INC_000552,"No, you are right. You should not be the next one to suffer.",对啦～不要自找麻烦啦！
PROPQUEST_DUNGEONANDPK_INC_000553,Violet Trillipy… Do you mean you are going in there with them?,你说毒蜥蜴喔......难道你想进去那个地方吗？
PROPQUEST_DUNGEONANDPK_INC_000554,Why not just relax and give it up?,不要自找麻烦了啦～放弃好不好啊？
PROPQUEST_DUNGEONANDPK_INC_000555,"Chat with Bernard, then meet Andre in Darkon 3.",与番若迪交谈，然后去找达肯3的安德烈。
PROPQUEST_DUNGEONANDPK_INC_000560,ID card (2),通行卡的下落（下）
PROPQUEST_DUNGEONANDPK_INC_000561,"Look, I have no problem giving you the ID card… I just do not want to see you die… But if you really insist, then fine. Hunt some Watangka and I will give you the card.",给你通行卡是不成问题啦～可是我不希望你这个人去送死呢。好吧...不然我来看看你有没有那个能力进去好了...你想证明你的实力给我看的话，去猎杀巫民吧！
PROPQUEST_DUNGEONANDPK_INC_000562,If you can hunt Watangka you can probably hunt Violet Trillipy.,嗯！像他这种的话，应该跟毒蜥蜴有得比啦！
PROPQUEST_DUNGEONANDPK_INC_000563,Bye bye then! Take care of yourself…,加油喔！
PROPQUEST_DUNGEONANDPK_INC_000564,Hmm… Violet Trillipy may be stronger than Watangka.,嗯... 毒蜥蜴比他还要强啦！
PROPQUEST_DUNGEONANDPK_INC_000565,"Alright, here is the ID card. Just make sure you come out of there alive. I do not need a guilty conscience.",好吧！通行卡给你...不要死着回来喔～祝你好运喔。
PROPQUEST_DUNGEONANDPK_INC_000566,I guess we all get tired sometime?,咯～累的话休息吧！人生有什么意义呢？
PROPQUEST_DUNGEONANDPK_INC_000567,Defeat 30 Captain Watangka and the Lord Watangka.,Defeat 30 Captain Watangka and the Lord Watangka.
PROPQUEST_DUNGEONANDPK_INC_000572,Door of Dark,黑暗之门
PROPQUEST_DUNGEONANDPK_INC_000573,"Excuse me. If you are not busy, would you please listen to my story? Have you ever heard of the Iblis Temple?",请问一下，你有听说过[幻魔依普利神殿]吗？
PROPQUEST_DUNGEONANDPK_INC_000574,"The Iblis Temple was built by the followers of Iblis, a leader from before the first age of Madrigal.",我也不是很清楚，据说幻魔依普利神殿是瑞加世界的历史开始前，就由幻魔依普利所创造出来的… 
PROPQUEST_DUNGEONANDPK_INC_000575,"The temple is located in the Fantasy Desert, in the southern part of Saint Morning.",也有人说是人工所建造的地牢，地牢位于晨光南部梦幻沙漠！
PROPQUEST_DUNGEONANDPK_INC_000576,You see... every mayor has to explore all the Islands of Madrigal. In the course of these travels we have to visit the Iblis Temple but... I am so afraid.,各方的旅人都会经过这地方，但这地牢让人感觉得相当危险…
PROPQUEST_DUNGEONANDPK_INC_000577,Would you please help me? I beg of you.,所以勒，我希望你能帮帮忙！
PROPQUEST_DUNGEONANDPK_INC_000578,"Thank you! Please, investigate the entrance of the temple for anything dangerous. Would you?",太感谢你了！帮我打探一下地牢入口附近，看看有没有什么不寻常的状况。
PROPQUEST_DUNGEONANDPK_INC_000579,"I cannot force you to help me if you are busy. But maybe, when you have the time, you could come back and help me.",你有急事的话那就算了，不过，我还是希望你能帮这个忙。
PROPQUEST_DUNGEONANDPK_INC_000580,"Thank you, you did a great job.",辛苦你了！看起来应该是我多心了……
PROPQUEST_DUNGEONANDPK_INC_000581,It is very easy to find the entrance of the temple in Fantasy Desert.,地牢位于梦幻沙漠，应该很容易找到的！
PROPQUEST_DUNGEONANDPK_INC_000582,Investigate the temple entrace.,帮我打探一下地牢入口附近，看看有没有什么不寻常的状况。
PROPQUEST_DUNGEONANDPK_INC_000584,Temple of the Clown,小丑秘殿
PROPQUEST_DUNGEONANDPK_INC_000585,Oh... Back so soon? I am glad you are back but I am still so worried.,我看起来脸色很差？因为整个事情并没有真正了结……
PROPQUEST_DUNGEONANDPK_INC_000586,I guess I am still worrying about the Iblis Temple. I know you said that there is nothing to worry about but I still have a bad feeling about that place.,没错！就是幻魔依普利，听说又出些状况！！
PROPQUEST_DUNGEONANDPK_INC_000587,Would you please help me once more? I will not be able to rest until I know for sure…,各种谣言在市民间流传着，你一定要再帮帮我才行！
PROPQUEST_DUNGEONANDPK_INC_000588,"I heard that there is a copy of the Iblis Revelation in the temple. Please bring me a rubbed copy of it, I need to see what it says.",地牢里应该留有幻魔依普利的遗物，听说他有留下一本幻魔依普利启示录的拓本，能找找看吗？
PROPQUEST_DUNGEONANDPK_INC_000589,...but I... I... need your help…,(快要哭出来的样子)我……我………
PROPQUEST_DUNGEONANDPK_INC_000590,This… this is more shocking than I could have imagined. Bubble please protect us.,(在得知伊普里司启示录拓本的内容后)想不到竟然会发生这样的事情… 该怎么办啊？！事情比想像的要严重许多！
PROPQUEST_DUNGEONANDPK_INC_000591,There is a copy of the Iblis Revelation in the Iblis Temple. Bring a rubbed copy of it.,地牢里应该留有幻魔依普利的遗物，听说他有留下一本幻魔依普利启示录的拓本，请找回来给我！
PROPQUEST_DUNGEONANDPK_INC_000593,The Revival,复活
PROPQUEST_DUNGEONANDPK_INC_000594,What should we do?! What should we do?!,(语无伦次地说)真糟糕！该怎么办啊？
PROPQUEST_DUNGEONANDPK_INC_000595,I read the revelation and it speaks of the revival of Iblis as the trigger to the end of the world!,幻魔依普利启示录拓本的内容，竟然预言世界末日的到来，如果让幻魔依普利复活，那这世界就没希望了！
PROPQUEST_DUNGEONANDPK_INC_000596,"If this is true, we have to stop it! This could be worse than the Hero Wars of long ago.",一定要竭力所能阻止他复活才行！
PROPQUEST_DUNGEONANDPK_INC_000597,You told me that you saw new types of masquerpets while you were getting the revelation right? I think that maybe…,在地穴的出现的怪物就是他复活的前兆！请帮我搜集这些怪物的情报吧！
PROPQUEST_DUNGEONANDPK_INC_000598,...they are the scouts of the army of Iblis. It looks like we may have to work together for a little while longer. Are you willing to help?,只要你能完成，想要什么报酬都不是问题！
PROPQUEST_DUNGEONANDPK_INC_000599,Excellent. Go in to the temple and gather any information you can about the strange masquerpets.,请帮我搜集地穴怪物的情报，好好注意自身安全！
PROPQUEST_DUNGEONANDPK_INC_000600,What?! Are you really going to stand by and let the world end?,你一点都不觉得紧张吗？！世界末日就要到了…
PROPQUEST_DUNGEONANDPK_INC_000601,"Hmm... Iblis Crasher... So, that is one of the masquerpets? Alright, give me some time to study this information. Thank you.",就是这个……秘殿破坏者！！真是辛苦你了！
PROPQUEST_DUNGEONANDPK_INC_000602,Any information about any Masquerpets is good.,请帮我搜集地穴怪物的情报，一切小心！
PROPQUEST_DUNGEONANDPK_INC_000603,Go into the temple and gather any information you can.,请帮我搜集地穴怪物的情报，好好注意自身安全！
PROPQUEST_DUNGEONANDPK_INC_000605,Into the Dark,深入黑暗
PROPQUEST_DUNGEONANDPK_INC_000606,Hi. I have studied the information you brought me and I have found that there is an altar in the Iblis Temple. There is also evidence that there are masquerpets guarding the altar.,以你找到的相关消息来看，这幻魔依普利神殿里真的有祭团的存在……
