Key,English,Simplified_Chinese
NPC_000093,3. Press the Space Bar to accelerate your flying vehicle. Press the Space Bar key again while moving to stop. Think of the accelerator like a toggle button for *Go* and *Stop*.,3.按下空格键启动你的飞行器。再次按下空格键让飞行器逐渐减速至停止。
NPC_000094,"4. To navigate, you can simply hold the Right Mouse Button down and angle the camera in the direction that you want to go.\n Alternatively, you can also use the W, A, S and D controls to turn.","4.改变航向，你可以按住鼠标右键调整视野朝向来改变飞行方向。\n 此外，使用键盘W,A,S,D也可以操作。"
NPC_000095,"5. Additionally, you can simply tap the Right Mouse Button twice to lock the camera to the mouse pointer. This allows you to navigate without holding down the right mouse button. Clicking twice again will turn off this effect.",5.也可以按方向键欣赏自己的飞行英姿喔!
NPC_000096,6. Anyone can fly in Madrigal. You simply have to acquire a flying vehicle!\n 7. There are numerous makes and models of flying vehicles. Trying shopping around in player shops or click the Use Premium Item Shop icon next to the Start Button.,6.所有人都可以在瑞加大陆里飞行。你只需要获得一个飞行器就可以了！\n7.游戏中有海量不同种类和形状的飞行器。你可以在玩家的摆摊中逛逛或者点开“开始”按钮中找到商店。
NPC_000097,"I hope the information I gave you was helpful. You're on your own now, aviator! See you in the clouds!","以上是基本的飞行介绍,剩下的就靠你了,加油喔!"
NPC_000098,"1. Occasionally, you will run into some pesky masquerpets while flying. You will see a red box surrounding them.","1.使用飞行道具时,与怪物达到一定距离时,怪物周围就会显示攻击方格."
NPC_000099,"2. You can target these creatures with the Left Mouse Button. If you lose sight of them while flying, a green arrow appears on the edge of the screen to indicate which direction you need to turn. ",2.你可以用鼠标左键锁定这些怪物。如果你飞行时看不见他们，在屏幕边缘会出现一个绿色箭来之时您需要转的方向。
NPC_000100,"3. To attack the creature, simply get as close as you can and press the Left Mouse Button or the Insert Key.\n 4. If you want to follow the monster automatically, press the Z Key.","3.要攻击锁定的怪物时,可按下Insert或点击鼠标左键.\n4.按下z则可以自动跟随目标."
NPC_000101,5. Magicians and Acrobats can shoot from range while in the air. Mercenaries and Assists must rely on melee attacks. You can also use your skills!,魔导士和弓箭手在空中可以进行远程攻击。战士和圣职者则只能近战攻击。你也可以使用技能!
NPC_000102,"6. When you destroy a flying masquerpet, any dropped loot will be placed into your inventory automatically. If there is no room in your inventory, the loot is lost, so be careful!","6.捡起道具,可以使用预设的F2键."
NPC_000103,"7. That about covers it for your flying combat training, cadet! Just one more thing... Don't crash and burn! Hahaha, just a little pilot humor.","7.空中打怪时,战士和圣职者可近身攻击,魔导士可使用魔棒做远距离攻击。"
NPC_000104,Have fun out there and be safe! Don't forget to check your six!,飞行愉快
NPC_000105,"Goodbye, adventurer! Feel free to stop by again if you have any questions about flying.","空中飞行安全第一,请小心喔!"
NPC_000106,The Red Bang Troupe will never break through our defenses as long as I'm here!,"只要我在这里,任何人都不准随便闯进来!!"
NPC_000107,"Hello, traveler. I have some missions for you!",你好啊，旅行者。我为你准备了一些任务！
NPC_000108,"Greetings, traveler! You are welcome to visit the Erons Factory as long as I, Amadolka, am here. It can get pretty dangerous out here so watch your back!",你好，旅行者！ 只要我艾玛都卡还在，就欢迎您参观绿磷石工厂。 这里会变得非常危险，所以请小心你的后面！
NPC_000109,My name is Amadolka Liviehindekinas. I am in charge of security here at the Erons Factory. Why do you ask?,我的名字是艾玛都卡，负责绿磷石工厂的安全。 你问这个作甚？
NPC_000110,"Be careful out there, traveler! I'll stand guard here!","不要担心啦,保持着安稳的心去旅行吧!这里有我来守护就足够了!"
NPC_000111,I'm such a coward! *Cries*,呜呜...我是胆小鬼...
NPC_000112,The curse has been removed for the 3rd time now. Please don't get cursed again or it will be the last time for sure.,"不要跟我说话,我的倒楣气死可能会跑到你那边哦!"
NPC_000113,I'm the Mysterious Teller of Tales! Wanna hear something spooky?,我是神秘故事讲述着！想听些恐怖的事情吗？
NPC_000114,Stop by anytime you wanna hear a spooky story!,是为了你自己的利益
NPC_000115,ID Card,通行证
NPC_000116,Hello there! How are you today!,你好!你好!你好吗?
NPC_000117,"Uhh, yes? If you've got something to say, say it. Otherwise leave me alone. I'm very busy securing these steel panels by tapping my foot repeatedly.",恩?有问题要问我吗?可是我知道的不多呢!
NPC_000118,That's none of your business and I'll thank you to stay out of my personal affairs.,问我的近况吗?呵呵~谢谢你的关心啦!
NPC_000119,"Alright, hope to see you soon!",希望下次还能再见到你
NPC_000120,"Oh! You're asking about the ID Card that grants access to the Trillipy room in the mines, right? You should find Andre. I heard he spends most of his time in a forest filled with many ancient trees.",哦！你正在寻找进入秘密房间的ID卡吗？你应该去找安德烈。我听说他在有很多古老的树的森林里！
NPC_000121,"Hail and well met, adventurers! My name is Bolpor and I'm the best chef in town!",欢迎!这里是在卖食物的沃尔波尔餐饮店喔~
NPC_000122,What do you want already?! I've got things to do!,你想要点什么?
NPC_000123,"I'm the best chef in town, you got that? Anyone that tells you different is more than welcome to discuss it with my butcher knife. There will be more than just *chicken* on a stick on my menu...",餐饮店当然是卖食物的啊..懂了吧?我还要说明这些吗?
NPC_000124,"My name is Bolpor Centaurn, the best darn chef in Darken. I'm also the best looking. I didn't get this handsome overnight, you know.","我是在达肯经营餐饮店的沃尔波尔,请多多捧场!"
NPC_000125,"See ya later, alligator! Mmm, alligator... that gives me an idea for a new dish!",请慢走
NPC_000126,"Only the bravest adventurer can hope to succeed on the path of the Knight Hero, Billaon. Are you worthy?",只有最勇敢的冒险家才有希望在骑士英雄，毕雷恩的道路上成功。你值得这么做吗？
NPC_000127,We must never forget the sacrifice of the Heroes. We are here to train those who wish to follow their path in hopes of a worthy successor.,"世界恢复光明和平时,他们英勇的事迹是不会被人们淡忘的!"
NPC_000128,"I am Guardian Boneper. I'm here to protect the will of Billaon, the Knight Hero, at all costs. We are seeking those who are worthy enough to follow the path of the Knight Hero.",我是守卫者波内佩拉。我是来保护骑士英雄，毕雷恩的，我会不惜一切代价。我们在寻找那些足够值得追随骑士英雄之路的人。
NPC_000129,"May the courage of Billaon be with you, adventurer.",愿毕雷恩的勇气与你同在，冒险家。
NPC_000130,We are here to protect the will of the Heroes. Are you worthy to become a successor of the Billposter Hero?,支持暴力技师英雄罗瓦特的人们啊
NPC_000131,"I fear that those who follow Shade, Iblis and Bubble too closely will be destroyed by them in the end. Follow the path of the Heroes and you will not lose your way.","不管是生是死,英雄的意志要传承下去!"
NPC_000132,"My name is Guardian Capafe. I am here as a guide and I protect the will of Roentel, the Billposter Hero.",我是守护暴力技师英雄罗瓦特的暴力技师守护使者卡帕菲。
NPC_000133,The power of Roentel will protect and guide you.,以罗瓦特的力量为荣!
NPC_000134,Rare metals and minerals reside deep within the Dekane Mine.,稀有金属和矿物存在于达肯矿洞的深处。
NPC_000135,You looking for some adventure? Why not discover the mystery of the curse of Darkon? ,你对冒险很好奇喔?那你可以去尝试去揭开达肯的秘密喔~
NPC_000136,"Now's not the time for pleasantries, my simple-minded friend. Besides, I know you don't actually care. No one does...",向我问好喔...没想到会有人来和我说话...不要啰嗦了啦!快说，你来找我的目的是什么?
NPC_000137,"Fine, leave if you want to! I don't need your help, fool! ","你快走,我不需要你的帮助,没人会关心我,我也不会关心任何人!"
NPC_000138,"Have you ever heard the name Neverant? Few know it now, but long ago it was the top-ranking mining guild in Darkon. I used to be a member of that guild.",你听说过Neverant这个名字吗？现在很少有人知道，但在很久以前，它是达肯的顶级矿业公会。我曾经是那个公会的成员。
NPC_000139,"Today, the Neverant Guild is no more. It's hierarchy was torn apart by a terrible curse that emanated from the mine itself. Ironic, isn't it?",如今，Neverant公会已不复存在。它的等级制度被矿井深处的可怕诅咒撕裂了。很讽刺，不是吗？
NPC_000140,Check out the Dekane Mine west of here if you want. I won't step foot near there.,你可以在吊机旁找到达肯矿洞!
NPC_000141,Chenbing's Shield Shop is open for business! The best finely-crafted nomad shields Penya can buy!,欢迎光临查宾的盾牌小店！
NPC_000142,"Well, what are you gonna do for me? Hmmm?",你打算怎么帮我？
NPC_000143,"We, the Khan Union, are traveling merchants. Our fine craftsmanship is well-known throughout Madrigal. So whaddya say? Interested in taking a peek at my inventory? ",我们可汗联盟是旅行​​商人。我们精湛的工艺品在整个瑞加大陆都享有盛誉。怎么说？有兴趣看看我的商品吗？
NPC_000144,"I am Chenbing Khan and I sell the best, finely-crafted, and affordable shields you'll find anywhere in Madrigal.",我是查宾-翰，我这里贩卖最好的，做工精细，价格合理的盾牌，你可以在瑞加大陆任何地方找到。
NPC_000145,Take care! Tell your friends about us!,保重！多替我们宣传哦！
NPC_000146,"So, have you completed that which you needed to in order to proceed?",那么，您是否完成了要进行下去所需的工作？
NPC_000147,What do you want?,你想干什么喔?
NPC_000148,You couldn't possibly hope to understand what lies beyond this gate. I don't care how much research you've done. ,你不可能希望了解这扇门背后是什么。我不在乎你做了多少研究。
NPC_000149,Don't concern yourself with such things. Who I am is of no consequence to you. All you need to know is that I am here to protect this gate.,"你说你不认识我,好歹我是看守这里的人耶!"
NPC_000150,"Farewell, strange one.",祝你好运喔~
NPC_000151,"Hey, you there! Help me! Let me out of here right now! Argh!!!",喂!那边有没有人可以救我啊!
NPC_000152,"Oh thank Rhisis, I knew someone would come! Oh thank you, thank you, thank you! Well, what are you doing just standing around? Let me out, darn it!!",喂!你不要站在那边发呆啦。不如来救我一下好不好啊?
NPC_000153,"Me? I, Colar Devoka, am the best actor in the Pepoview Troupe! Well, I was, but now I am stuck out here and this filthy cage waiting to be eaten by those filthy Leyenas.","我?我是最棒的演员凯乐拉。虽然现在是这个样子,唉...."
NPC_000154,What?! HEY! I thought you were going to release me. I'll get you for this!,喂!怎么就这样走掉了啊?把我救出来再走啊!王八蛋!
NPC_000155,Follow the teachings of Lillip and you will discover the secrets of the elements.,跟随莉莉普的教诲，你会发现元素的奥秘
NPC_000156,"Hello, friend. Listen, whatever happens in this world, you must not lose hope. As long as we follow the path of the Heroes, we will persevere.",你好，我的朋友。听着，无论这个世界上发生什么，你都不能失去希望。只要我们追随着英雄之路，就不会惧怕任何艰难险阻。
NPC_000157,"My name is Condram Griters and I am one of 8 priests of Lillip, the Elementor Hero. I am teaching the wisdom of Lillip to his successors. I act as a guide to those who follow the path of Lillip.",我的名字是柯登皮斯，我是元素英雄莉莉普的 9 位祭司之一。我正在向他的继任者传授莉莉普的智慧。我为那些追随莉莉普的人提供指导。
NPC_000158,"Farewell, young one. May Lillip guide and protect you.",再见了，年轻人。愿莉莉普引导并保护你。
NPC_000159,"Heren, your legacy will carry on and your courage will not be forgotten.",海琳！您的遗志将被继承，您的勇气将不会被遗忘。
NPC_000160,"The might of the Blade will stand against those who seek to destroy us. Heren, the Blade Hero, has left a great legacy. ",刀锋的力量将对抗那些试图摧毁我们的人。刀锋英雄海琳留下了伟大的遗产。
NPC_000161,"My name is Corel Anduril, and I am the Blade Master of Darken City. I was well known as a Blade Dancer before the war. Now, it is my duty to select those worthy of becoming a Blade and prepare them for what lies ahead.",我的名字是席瑞儿 安得利尔，我是黑暗之城的剑圣。战前，我以剑舞者的身份而闻名。现在，我的职责是选择那些值得成为剑士的人，并让他们为未来做好准备。
NPC_000162,"May Heren be with you, always.",愿海琳永远与你同在。
NPC_000163,"I honor the spirit of Offerep, the Psykeeper Hero.",精神使者英雄欧布华啊~您的精神永为人们所歌颂!
NPC_000164,"Their last battle will resonate throughout eternity. The Heroes sacrificed themselves to save all of Madrigal. We are forever in their debt. Take with you the teachings of Offerep, adventurer.",他们的最后一场战斗已被人们铭刻在心。英雄们牺牲了自己来拯救整个瑞加。我们永远亏欠着他们。
NPC_000165,"My name is Cylor Mesmor and I am the Psykeeper Master. I guide those wishing to become Psykeepers. I have committed many sins in the past, and through the grace of Offerep, I have been forgiven.",我就是精神使者首领，有需要我帮忙的吗？
NPC_000166,Only through careful study will you learn the wisdom of the Psykeeper.,希望能像精神使者那般有坚定的意志!
NPC_000167,Madrigal's ecosystem is so strange and mysterious! I love it!,瑞加大陆的生态系统是如此的奇怪和神秘！我喜欢！
NPC_000168,"The masquerpets you see here around us were once the machines used in the Erons Factory down south. However, the exposure to waste coming from the factory turned them into the monsters they are today.",你在这里看到的我们周围的怪物曾经是南方的绿磷石工厂使用的机器。然而，由于接触到来自工厂的废物，它们变成了今天的怪物。
NPC_000169,I'm surprised you haven't heard of me. I'm Dr. Est and I research Madrigal's ecosystem. My 2 brothers and I are thrilled to learn as much as we can about Madrigal. Have you met my brothers?,我很惊讶你没有听说过我。我是依斯特博士，我研究瑞加大陆的生态系统。我和我的两个兄弟很高兴能尽可能多地了解瑞加大陆。你见过我的兄弟吗？
NPC_000170,"Watch yourself out there, friend. Some creatures can be quite dangerous!",请小心，朋友，这里的生物非常非常危险的！
NPC_000171,The will of Hynan will lead you to victory.,海楠的意志将会带领你走向胜利。
NPC_000172,This is what you must to do.,这是你必须要做的
NPC_000173,"The Heroes fought hard to protect us from Shade's evil masquerpet army. We owe them all our livelihood. That is why I have devoted my life in service to Hynan, the brave Ranger Hero.",英雄们为保护我们免受沙德的邪恶假面军队而奋战。我们的生活都归功于他们。这就是为什么我的毕生奉献给勇敢的游侠，海楠。
NPC_000174,"I am Eliff, the Ranger Master. I have devoted my life to Hynan's legacy, and my duty is to pass along all that I have learned from him. I have sworn to uphold this promise until my last, dying breath. ",我是游侠大师艾莉芙。我一生都奉献给了海楠的遗产，我的职责是将我从他那里学到的一切传承下去。我发誓要坚守这个承诺，直到我生命最后一息。
NPC_000175,"Hynan watches over us all. Go in peace, my friend.",海楠看着我们所有人。安息吧，我的朋友。
NPC_000176,Aenn's blessing on this world will be remembered forever.,艾诺对这个世界的祝福将被永远铭记。
NPC_000177,"Aenn, the Ringmaster Hero, was one of the most important of all of our brave Heroes. Aenn's rejuvenating magic blessed our brave heroes in battle.",艾诺，是我们所有最勇敢的英雄最重要的一位守护者英雄。艾诺的复活魔法在战斗中保佑着我们勇敢的英雄。
NPC_000178,"Hi! It is very nice to meet you. My name is Ellend Eledyo and I am the Ringmaster Master. Pretty cool title, huh? I love it, and what's more, I love guiding pupils on the path of the Ringmaster Hero, Aenn.",hi！很高兴见到你。我的名字叫艾伦德·艾莱迪奥，我是一名守护使者大师。很酷的称号是吧？我很喜欢，更重要的是，我也爱指引学生走上守护使者英雄，艾诺的道路。
NPC_000179,Pray to Aenn for protection and you will have it.,向艾诺祈求保护，你将会得到它！
NPC_000180,A great creature is imprisoned here. Are you ready to challenge him?,一个伟大的生物被囚禁在这里。你准备好挑战它了吗？
NPC_000181,"Why do you wish to challenge Clockworks?\n1 [For Honor!][IDS_NPC_ForHonor] \n2 [For Fun!][IDS_NPC_ForFun] \n3 [Meh, just because?][IDS_NPC_MehJustBecause]",你为什么要挑战这个怪物?\n1[为了名誉][荣誉] \n2[娱乐而已][乐趣] \n3[没有任何理由][正因为]
NPC_000182,"Are you sure you're ready for this? Alright, successor, would you like to challenge Clockworks again?\n[Yes][IDS_NPC_Yes_Enter] / [No][IDS_NPC_No_Enter]\n\n#cffff0000All the guild members participating must be close to you to enter.#nc",你确定你准备好了吗？好的，继承者，你想再次挑战时空毁灭者吗\n[是][IDS_NPC_Yes_Enter] / [否][IDS_NPC_No_Enter]\n\n#cffff0000 所有要参与战斗的公会成员必须靠近你才能进入.#nc
NPC_000183,"You defeated Clockworks? Excellent work, successor!",你们打败了时空毁灭者？干得好，继承者！
NPC_000184,"Only the honorable combatant is worthy of facing Clockworks. You are brave, successor. \nAre you ready to challenge Clockworks?\n[Yes][IDS_NPC_Yes_Enter] / [No][IDS_NPC_No_Enter]\n\n#cffff0000All the guild members participating must be close to you to enter.#nc",只有光荣的战士才能直面时空毁灭者。 你很勇敢。 \n你准备好挑战时空毁灭者了吗？\n[是][IDS_NPC_Yes_Enter] / [否][IDS_NPC_No_Enter]\n\n#cffff0000 所有参加战斗的公会成员必须靠近你才能进入.#nc
NPC_000185,This isn't a game you fool! Clockworks will tear you to pieces! Come back when you decide to be serious about this.,这不是一个游戏你个蠢蛋！时空毁灭者会把你撕成碎片！当你决定认真对待这件事时再回来。
NPC_000186,"Just because? JUST BECAU... Ah, forget it. You're obviously not mature enough to handle this.",只是因为？只是因为……啊，算了。你显然还不够成熟来处理这个问题。
NPC_000187,There are other brave souls locked in fierce combat with Clockworks at the moment. Their deaths will be swift. You must wait.,目前还有其他勇敢的灵魂与时空毁灭者进行着激烈的战斗。等他们结束后你才可以进入
NPC_000188,"Make sure you are adequately prepared to face Clockworks. If you are not yet ready, then now is the time to prepare.",确保您已准备好面对时空毁灭者。如果你还没有准备好，那么现在就去吧。
NPC_000189,"It's alright, young successor. Only the bravest of souls can hope to stand against the great Clockworks. We'll keep him imprisoned here until the right person is ready to face him.",没关系，年轻的接班人。只有最勇敢的灵魂才有希望对抗伟大的时空毁灭者。我们会把他囚禁在这里，直到合适的人准备好面对它。
NPC_000190,"Roentel, Roentel, where for art thou, Roentel!?",罗瓦特，罗瓦特，你在哪里，罗瓦特！？
NPC_000191,"Nothing will ever change if we forget the blessings of those who sacrificed themselves to protect all of us. Those who do not learn from the past, are doomed to repeat it.",如果我们忘记那些为保护我们所有人而牺牲自己的人的祝福，任何事情都不会改变。不从过去吸取教训的人，注定要重蹈覆辙。
NPC_000192,"My name is Fera Jeen Condram Griters, and I am one of the 8 priests of Roentel, the Billlposter Hero. I am teaching the strength of Roentel to his future successors. Are you lost?",我的名字是菲拉·吉恩·康德拉姆·格里特斯，我是暴力技师英雄罗瓦特的 9 位祭司之一。我正在向他未来的继任者传授罗瓦特的力量。你迷路了吗？
NPC_000193,"You will find your way, and Roentel will guide you.",你会找到自己的路，罗瓦特会指引你。
NPC_000194,The Misty Season has begun .,迷雾季节开始了。
NPC_000195,Have you had Beaujolais? It is the best wine in the world! It tastes just like spring sunshine.,你喝过博若莱吗？这是世界上最好的酒！它尝起来就像春天的阳光。
NPC_000196,I am Enologist Furan. I am in charge of the Madrigal Wine Society.,我是酿酒师后兰。我管理着瑞加大陆葡萄酒协会。
NPC_000197,"Here, this mysterious wine is call the Blood of the Gods. Remember that!",在这里，这种神秘的酒被称为众神之血。记住这一点！
NPC_000198,"#b#cff8a004fCome one, come all! Everything you need for the #cfffc0000Guild Siege#nc#nb #b#cff8a004fis right here! Come and get it!#nc#nb",#b#cff8a004f来吧，大家都来吧！#cfffc0000公会战#nc#nb #b#cff8a004f你们所需的一切东西都在这里！快来看一看买一买啦！#nc#nb
NPC_000199,*AHEM* Please make sure that you have everything you need for the Guild Siege. I'd hate for you to go in unprepared. Short fights are boring!,请确保你拥有公会战所需的一切。你也不想毫无准备地进去吧。
NPC_000200,"Hello there! I am the Guild Siege Merchant. I'm here to sell any and all goods that our contestants require. If you need anything, just ask!",你好呀！我是公会战商人。我在这里出售我们的参赛者需要的所有商品。如果您需要什么，尽管找我！
NPC_000201,"Good luck out there, champ!",祝你好运，冠军！
NPC_000202,"Hmmm, no. This is no good. I need more information. I wish someone could help me.",可能需要再详细一点调查啦..恩..如果有人可以帮我的话再好不过了
NPC_000203,"Madrigal holds much history, and many secrets, some of which should stay hidden. Don't go sticking your nose where it doesn't belong if you know what's good for ya'.","瑞加有太多的秘密了,听说其中有些秘密绝不能让任何人知道...真好笑啊。"
NPC_000204,I am Hachal Gedvas. I was kicked out of the Madrigal History Society. Now I roam the Plain of Bubble in search of Madrigals many secrets.,我是哈查尔，曾经被瑞加历史协会逐出。现在我正漫步在波布尔平原上调查关于瑞加大陆的秘密。
NPC_000205,Be careful out there. Watch your step!,"祝你一路顺风喔,呵呵呵"
NPC_000239,Aenn 's Teardrops have helped to deliver peace to this world.,艾诺!你的眼泪给世界带来了和平!
