Key,English,Simplified_Chinese
PROPITEMETC_INC_000303,Drakoria Set,龙脊套装
PROPITEMETC_INC_000304,Bileire Set,碧鳞套装
PROPITEMETC_INC_000305,Bilari Set,碧影套装
PROPITEMETC_INC_000306,Heraud Set,赫岚套装
PROPITEMETC_INC_000307,Herainn Set,赫蕊套装
PROPITEMETC_INC_000308,Curio Set,奇物套装
PROPITEMETC_INC_000309,Curena Set,珍灵套装
PROPITEMETC_INC_000310,Hainure Set,海岚套装
PROPITEMETC_INC_000311,Hanira Set,海韵套装
PROPITEMETC_INC_000312,Reine Set,君王套装
PROPITEMETC_INC_000313,Rayne Set,女王套装
PROPITEMETC_INC_000314,Roenier Set,凛爵套装
PROPITEMETC_INC_000315,Roelayne Set,洛茵套装
PROPITEMETC_INC_000316,Reffiro Set,雷焰套装
PROPITEMETC_INC_000317,Rephira Set,菲蕊套装
PROPITEMETC_INC_000318,Lippin Set,利鹏套装
PROPITEMETC_INC_000319,Lypine Set,灵茵套装
PROPITEMETC_INC_000320,FWC Golden Bileire Set,FWC黄金碧鳞套装
PROPITEMETC_INC_000321,FWC Golden Bilari Set,FWC黄金碧影套装
PROPITEMETC_INC_000322,FWC Golden Heraud Set,FWC黄金赫岚套装
PROPITEMETC_INC_000323,FWC Golden Herainn Set,FWC黄金赫蕊套装
PROPITEMETC_INC_000324,FWC Golden Curio Set,FWC黄金奇物套装
PROPITEMETC_INC_000325,FWC Golden Curena Set,FWC黄金珍灵套装
PROPITEMETC_INC_000326,FWC Golden Hainure Set,FWC黄金海岚套装
PROPITEMETC_INC_000327,FWC Golden Hanira Set,FWC黄金海韵套装
PROPITEMETC_INC_000328,FWC Golden Reine Set,FWC黄金君王套装
PROPITEMETC_INC_000329,FWC Golden Rayne Set,FWC黄金女王套装
PROPITEMETC_INC_000330,FWC Golden Roenier Set,FWC黄金凛爵套装
PROPITEMETC_INC_000331,FWC Golden Roelayne Set,FWC黄金洛茵套装
PROPITEMETC_INC_000332,FWC Golden Reffiro Set,FWC黄金雷焰套装
PROPITEMETC_INC_000333,FWC Golden Rephira Set,FWC黄金菲蕊套装
PROPITEMETC_INC_000334,FWC Golden Lippin Set,FWC黄金利鹏套装
PROPITEMETC_INC_000335,FWC Golden Lypine Set,FWC黄金灵茵套装
PROPITEMETC_INC_000336,FWC 2025 Bloody Death Messenger’s Set (Winners),FWC 2025 Bloody Death Messenger’s Set (Winners)
PROPITEMETC_INC_000337,FWC 2025 Golden Death Messenger’s Set (Finalists),FWC 2025 Golden Death Messenger’s Set (Finalists)
PROPITEMETC_INC_000338,Runthiel Set,伦希勒圣辉套装
PROPITEMETC_INC_000339,Runthien Set,伦希恩圣契套装
PROPITEMETC_INC_000340,Rethanor Set,凛殇诺尔套装
PROPITEMETC_INC_000341,Rethanar Set,凛殇娜尔套装
PROPITEMETC_INC_000342,Zendric Set,烬痕行者套装
PROPITEMETC_INC_000343,Zendricar Set,烬痕圣契套装
PROPITEMETC_INC_000344,Khorviel Set,冥骸御魔套装
PROPITEMETC_INC_000345,Khorvien Set,冥骸幽铠套装
PROPITEMETC_INC_000346,Zaythor Set,裁罪炽铠套装
PROPITEMETC_INC_000347,Zaythar Set,裁罪炽曜套装
PROPITEMETC_INC_000348,Vornithic Set,沃尼提克破魔套装
PROPITEMETC_INC_000349,Vornithicar Set,沃尼瑟卡战魂套装
PROPITEMETC_INC_000350,Dornith Set,苍岩战铠套装
PROPITEMETC_INC_000351,Dornyth Set,磐岩战铠套装
PROPITEMETC_INC_000352,Quostrel Set,魁斯迅击套装
PROPITEMETC_INC_000353,Quostren Set,魁星迅影套装
PROPITEMETC_INC_000354,Chyrelle Set,绮璃圣辉套装
PROPITEMETC_INC_000355,Chyrella Set,绮璃灵裳套装
PROPITEMETC_INC_000356,Noltrave Set,诺特拉维套装
PROPITEMETC_INC_000357,Noltrava Set,诺特拉瓦套装
PROPITEMETC_INC_000358,Frodral Set,凛霜秘典套装
PROPITEMETC_INC_000359,Frodrel Set,凛霜御卫套装
PROPITEMETC_INC_000360,Treviron Set,泰瑞昂圣铠套装
PROPITEMETC_INC_000361,Treviran Set,泰瑞岚圣铠套装
PROPITEMETC_INC_000362,Lenvire Set,岚薇幻铠套装
PROPITEMETC_INC_000363,Lenvira Set,岚薇幻羽套装
PROPITEMETC_INC_000364,Ordelin Set,序律守御套装
PROPITEMETC_INC_000365,Ordelyn Set,序律辉铠套装
PROPITEMETC_INC_000366,Tracien Set,澈影轻甲套装
PROPITEMETC_INC_000367,Tracior Set,澈锋守御套装
PROPITEMETC_INC_000368,Lorvenic Set,洛文尼克魔铠套装
PROPITEMETC_INC_000369,Lorvenicar Set,洛文尼卡魔铠套装
PROPITEMETC_INC_000370,Etranor Set,伊特诺圣铠套装
PROPITEMETC_INC_000371,Etranar Set,伊特纳尔圣铠套装
PROPITEMETC_INC_000372,Lyzarel Set,莉泽尔御锋套装
PROPITEMETC_INC_000373,Lyzaren Set,莉扎伦御守套装
PROPITEMETC_INC_000374,Exiran Set,艾克希兰套装
PROPITEMETC_INC_000375,Exiren Set,艾克希伦套装
PROPITEMETC_INC_000376,Haskrel Set,哈斯克雷尔套装
PROPITEMETC_INC_000377,Haskren Set,哈斯克雷恩套装
PROPITEMETC_INC_000378,Kevric Set,凯夫里克套装
PROPITEMETC_INC_000379,Kevricar Set,凯夫里卡尔套装
PROPITEMETC_INC_000380,Brakiven Set,布拉基文套装
PROPITEMETC_INC_000381,Brakivar Set,布拉基瓦尔套装
PROPITEMETC_INC_000382,Zorect Set,佐雷克套装
PROPITEMETC_INC_000383,Zoracet Set,佐拉塞特套装
PROPITEMETC_INC_000384,Sholthar Set,肖尔萨套装
PROPITEMETC_INC_000385,Sholtharen Set,肖尔萨伦套装
PROPITEMETC_INC_000386,Ustamel Set,乌斯塔梅尔套装
PROPITEMETC_INC_000387,Ustamen Set,乌斯塔门套装
PROPITEMETC_INC_000388,Obbric Set,奥布里克套装
PROPITEMETC_INC_000389,Obbricar Set,奥布里卡套装
PROPITEMETC_INC_000390,Yrenoth Set,伊雷诺斯套装
PROPITEMETC_INC_000391,Yrenath Set,伊雷纳斯套装
PROPITEMETC_INC_000392,Vostran Set,沃斯特兰套装
PROPITEMETC_INC_000393,Vostren Set,沃斯特伦套装
PROPITEMETC_INC_000394,Virashon Set,维拉雄套装
PROPITEMETC_INC_000395,Verashan Set,维拉尚套装
PROPITEMETC_INC_000396,Menicor Set,梅尼科尔套装
PROPITEMETC_INC_000397,Maenicar Set,梅尼卡尔套装
PROPITEMETC_INC_000398,Tremiel Set,特雷米尔套装
PROPITEMETC_INC_000399,Tramien Set,特拉米恩套装
PROPITEMETC_INC_000400,Calthien Set,卡尔西恩套装
PROPITEMETC_INC_000401,Calthior Set,卡尔西奥套装
PROPITEMETC_INC_000402,2026 FWC Golden Virashon Set,2026 FWC Golden Virashon Set
PROPITEMETC_INC_000403,2026 FWC Golden Verashan Set,2026 FWC Golden Verashan Set
PROPITEMETC_INC_000404,2026 FWC Golden Lenvire Set,2026 FWC Golden Lenvire Set
PROPITEMETC_INC_000405,2026 FWC Golden Lenvira Set,2026 FWC Golden Lenvira Set
PROPITEMETC_INC_000406,2026 FWC Golden Kevric Set,2026 FWC Golden Kevric Set
PROPITEMETC_INC_000407,2026 FWC Golden Kevricar Set,2026 FWC Golden Kevricar Set
PROPITEMETC_INC_000408,2026 FWC Golden Chyrelle Set,2026 FWC Golden Chyrelle Set
PROPITEMETC_INC_000409,2026 FWC Golden Chyrella Set,2026 FWC Golden Chyrella Set
PROPITEMETC_INC_000410,2026 FWC Golden Ustamel Set,2026 FWC Golden Ustamel Set
PROPITEMETC_INC_000411,2026 FWC Golden Ustamen Set,2026 FWC Golden Ustamen Set
PROPITEMETC_INC_000412,2026 FWC Golden Etranor Set,2026 FWC Golden Etranor Set
PROPITEMETC_INC_000413,2026 FWC Golden Etranar Set,2026 FWC Golden Etranar Set
PROPITEMETC_INC_000414,2026 FWC Golden Zaythor Set,2026 FWC Golden Zaythor Set
PROPITEMETC_INC_000415,2026 FWC Golden Zaythar Set,2026 FWC Golden Zaythar Set
PROPITEMETC_INC_000416,2026 FWC Golden Runthiel Set,2026 FWC Golden Runthiel Set
PROPITEMETC_INC_000417,2026 FWC Golden Runthien Set,2026 FWC Golden Runthien Set
PROPITEMETC_INC_000418,Celestial Phoenix Orange Set,Celestial Phoenix Orange Set
PROPITEMETC_INC_000419,Celestial Phoenix Purple Set,Celestial Phoenix Purple Set
PROPITEMETC_INC_000420,Celestial Phoenix Green Set,Celestial Phoenix Green Set
PROPITEMETC_INC_000421,Celestial Phoenix Cyan Set,Celestial Phoenix Cyan Set
PROPITEMETC_INC_000422,Celestial Phoenix Blue Set,Celestial Phoenix Blue Set
PROPITEMETC_INC_000423,Celestial Phoenix Amethyst Set,Celestial Phoenix Amethyst Set
PROPITEMETC_INC_000424,Celestial Phoenix Magenta Set,Celestial Phoenix Magenta Set
PROPITEMETC_INC_000425,Celestial Phoenix Gold Set,Celestial Phoenix Gold Set
PROPITEMETC_INC_000426,Primordial Runthiel Set,Primordial Runthiel Set
PROPITEMETC_INC_000427,Primordial Runthien Set,Primordial Runthien Set
PROPITEMETC_INC_000428,Primordial Zaythor Set,Primordial Zaythor Set
PROPITEMETC_INC_000429,Primordial Zaythar Set,Primordial Zaythar Set
PROPITEMETC_INC_000430,Primordial Chyrelle Set,Primordial Chyrelle Set
PROPITEMETC_INC_000431,Primordial Chyrella Set,Primordial Chyrella Set
PROPITEMETC_INC_000432,Primordial Lenvire Set,Primordial Lenvire Set
PROPITEMETC_INC_000433,Primordial Lenvira Set,Primordial Lenvira Set
PROPITEMETC_INC_000434,Primordial Etranor Set,Primordial Etranor Set
PROPITEMETC_INC_000435,Primordial Etranar Set,Primordial Etranar Set
PROPITEMETC_INC_000436,Primordial Kevric Set,Primordial Kevric Set
PROPITEMETC_INC_000437,Primordial Kevricar Set,Primordial Kevricar Set
PROPITEMETC_INC_000438,Primordial Ustamel Set,Primordial Ustamel Set
PROPITEMETC_INC_000439,Primordial Ustamen Set,Primordial Ustamen Set
PROPITEMETC_INC_000440,Primordial Virashon Set,Primordial Virashon Set
PROPITEMETC_INC_000441,Primordial Verashan Set,Primordial Verashan Set
