Key,English,Simplified_Chinese
ACHIEVEMENT_KILL_MIA_LVL1,Mia Slayer 1,米娅娃娃猎手
ACHIEVEMENT_KILL_MIA_LVL2,Mia Slayer 2,米娅娃娃屠夫 
ACHIEVEMENT_KILL_MIA_LVL3,Mia Slayer 3,米娅娃娃杀手
ACHIEVEMENT_KILL_MIA_LVL4,Mia Slayer 4,米娅娃娃撕裂者
ACHIEVEMENT_KILL_MIA_LVL5,Mia Hunter,米娅娃娃毁灭者
ACHIEVEMENT_KILL_MRPUMPKIN_LVL1,Mr. Pumpkin Slayer 1,南瓜精猎手
ACHIEVEMENT_KILL_MRPUMPKIN_LVL2,Mr. Pumpkin Slayer 2,南瓜精屠夫
ACHIEVEMENT_KILL_MRPUMPKIN_LVL3,Mr. Pumpkin Slayer 3,南瓜精杀手
ACHIEVEMENT_KILL_MRPUMPKIN_LVL4,Mr. Pumpkin Slayer 4,南瓜精撕裂者
ACHIEVEMENT_KILL_MRPUMPKIN_LVL5,Mr. Pumpkin Hunter,南瓜精毁灭者
ACHIEVEMENT_KILL_REDMANTIS_LVL1,Redmantis Slayer 1,蟹足螳螂杀手 1
ACHIEVEMENT_KILL_REDMANTIS_LVL2,Redmantis Slayer 2,蟹足螳螂杀手 2
ACHIEVEMENT_KILL_REDMANTIS_LVL3,Redmantis Slayer 3,蟹足螳螂杀手 3
ACHIEVEMENT_KILL_REDMANTIS_LVL4,Redmantis Slayer 4,蟹足螳螂杀手 4
ACHIEVEMENT_KILL_REDMANTIS_LVL5,Redmantis Hunter,蟹足螳螂猎手
ACHIEVEMENT_KILL_ZENDROS_LVL1,Zendros Slayer 1,变异独眼蝠猎手
ACHIEVEMENT_KILL_ZENDROS_LVL2,Zendros Slayer 2,变异独眼蝠屠夫
ACHIEVEMENT_KILL_ZENDROS_LVL3,Zendros Slayer 3,变异独眼蝠杀手
ACHIEVEMENT_KILL_ZENDROS_LVL4,Zendros Slayer 4,变异独眼蝠撕裂者
ACHIEVEMENT_KILL_ZENDROS_LVL5,Zendros Hunter,变异独眼蝠毁灭者
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL1,Jack the Hammer Slayer 1,钉锤杰克猎手
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL2,Jack the Hammer Slayer 2,钉锤杰克屠夫
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL3,Jack the Hammer Slayer 3,钉锤杰克杀手
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL4,Jack the Hammer Slayer 4,钉锤杰克撕裂者
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL5,Jack the Hammer Hunter,钉锤杰克毁灭者
ACHIEVEMENT_KILL_GIGGLEBOX_LVL1,Giggle Box Slayer 1,怪笑箱猎手
ACHIEVEMENT_KILL_GIGGLEBOX_LVL2,Giggle Box Slayer 2,怪笑箱屠夫
ACHIEVEMENT_KILL_GIGGLEBOX_LVL3,Giggle Box Slayer 3,怪笑箱杀手
ACHIEVEMENT_KILL_GIGGLEBOX_LVL4,Giggle Box Slayer 4,怪笑箱撕裂者
ACHIEVEMENT_KILL_GIGGLEBOX_LVL5,Giggle Box Hunter,怪笑箱毁灭者
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL1,Rock Muscle Slayer 1,巨石兽猎手
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL2,Rock Muscle Slayer 2,巨石兽屠夫
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL3,Rock Muscle Slayer 3,巨石兽杀手
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL4,Rock Muscle Slayer 4,巨石兽撕裂者
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL5,Rock Muscle Hunter,巨石兽毁灭者
ACHIEVEMENT_KILL_BUCROW_LVL1,Bucrow Slayer 1,巴科洛猎手
ACHIEVEMENT_KILL_BUCROW_LVL2,Bucrow Slayer 2,巴科洛屠夫
ACHIEVEMENT_KILL_BUCROW_LVL3,Bucrow Slayer 3,巴科洛杀手
ACHIEVEMENT_KILL_BUCROW_LVL4,Bucrow Slayer 4,巴科洛撕裂者
ACHIEVEMENT_KILL_BUCROW_LVL5,Bucrow Hunter,巴科洛毁灭者
ACHIEVEMENT_KILL_NEPARUBA_LVL1,Neparuba Slayer 1,变异刀尾蚊猎手
ACHIEVEMENT_KILL_NEPARUBA_LVL2,Neparuba Slayer 2,变异刀尾蚊屠夫
ACHIEVEMENT_KILL_NEPARUBA_LVL3,Neparuba Slayer 3,变异刀尾蚊杀手
ACHIEVEMENT_KILL_NEPARUBA_LVL4,Neparuba Slayer 4,变异刀尾蚊撕裂者
ACHIEVEMENT_KILL_NEPARUBA_LVL5,Neparuba Hunter,变异刀尾蚊毁灭者
ACHIEVEMENT_KILL_HOBO_LVL1,Hobo Slayer 1,浪人猎手
ACHIEVEMENT_KILL_HOBO_LVL2,Hobo Slayer 2,浪人屠夫
ACHIEVEMENT_KILL_HOBO_LVL3,Hobo Slayer 3,浪人杀手
ACHIEVEMENT_KILL_HOBO_LVL4,Hobo Slayer 4,浪人撕裂者
ACHIEVEMENT_KILL_HOBO_LVL5,Hobo Hunter,浪人毁灭者
ACHIEVEMENT_KILL_DUMBBULL_LVL1,Dumbbull Slayer 1,荒原牛猎手
ACHIEVEMENT_KILL_DUMBBULL_LVL2,Dumbbull Slayer 2,荒原牛屠夫
ACHIEVEMENT_KILL_DUMBBULL_LVL3,Dumbbull Slayer 3,荒原牛杀手
ACHIEVEMENT_KILL_DUMBBULL_LVL4,Dumbbull Slayer 4,荒原牛撕裂者
ACHIEVEMENT_KILL_DUMBBULL_LVL5,Dumbbull Hunter,荒原牛毁灭者
ACHIEVEMENT_KILL_TOTEMIA_LVL1,Totemia Slayer 1,陶陶猎手
ACHIEVEMENT_KILL_TOTEMIA_LVL2,Totemia Slayer 2,陶陶屠夫
ACHIEVEMENT_KILL_TOTEMIA_LVL3,Totemia Slayer 3,陶陶杀手
ACHIEVEMENT_KILL_TOTEMIA_LVL4,Totemia Slayer 4,陶陶撕裂者
ACHIEVEMENT_KILL_TOTEMIA_LVL5,Totemia Hunter,陶陶毁灭者
ACHIEVEMENT_KILL_CARDPUPPET_LVL1,Cardpuppet Slayer 1,扑克人偶猎手
ACHIEVEMENT_KILL_CARDPUPPET_LVL2,Cardpuppet Slayer 2,扑克人偶屠夫
ACHIEVEMENT_KILL_CARDPUPPET_LVL3,Cardpuppet Slayer 3,扑克人偶杀手
ACHIEVEMENT_KILL_CARDPUPPET_LVL4,Cardpuppet Slayer 4,扑克人偶撕裂者
ACHIEVEMENT_KILL_CARDPUPPET_LVL5,Cardpuppet Hunter,扑克人偶毁灭者
ACHIEVEMENT_KILL_FLBYRIGEN_LVL1,Flybrigen Slayer 1,飞翼魔灯猎手
ACHIEVEMENT_KILL_FLBYRIGEN_LVL2,Flybrigen Slayer 2,飞翼魔灯屠夫
ACHIEVEMENT_KILL_FLBYRIGEN_LVL3,Flybrigen Slayer 3,飞翼魔灯杀手
ACHIEVEMENT_KILL_FLBYRIGEN_LVL4,Flybrigen Slayer 4,飞翼魔灯撕裂者
ACHIEVEMENT_KILL_FLBYRIGEN_LVL5,Flybrigen Hunter,飞翼魔灯毁灭者
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL1,Tombstone Bearer Slayer 1,碑石工匠猎手
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL2,Tombstone Bearer Slayer 2,碑石工匠屠夫
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL3,Tombstone Bearer Slayer 3,碑石工匠杀手
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL4,Tombstone Bearer Slayer 4,碑石工匠撕裂者
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL5,Tombstone Bearer Hunter,碑石工匠毁灭者
ACHIEVEMENT_KILL_SCOPICON_LVL1,Scorpicon Slayer 1,毒蝎猎手
ACHIEVEMENT_KILL_SCOPICON_LVL2,Scorpicon Slayer 2,毒蝎屠夫
ACHIEVEMENT_KILL_SCOPICON_LVL3,Scorpicon Slayer 3,毒蝎杀手
ACHIEVEMENT_KILL_SCOPICON_LVL4,Scorpicon Slayer 4,毒蝎撕裂者
ACHIEVEMENT_KILL_SCOPICON_LVL5,Scorpicon Hunter,毒蝎毁灭者
ACHIEVEMENT_KILL_BASQUE_LVL1,Basque Slayer 1,巴斯克斗士猎手
ACHIEVEMENT_KILL_BASQUE_LVL2,Basque Slayer 2,巴斯克斗士屠夫
ACHIEVEMENT_KILL_BASQUE_LVL3,Basque Slayer 3,巴斯克斗士杀手
ACHIEVEMENT_KILL_BASQUE_LVL4,Basque Slayer 4,巴斯克斗士撕裂者
ACHIEVEMENT_KILL_BASQUE_LVL5,Basque Hunter,巴斯克斗士毁灭者
ACHIEVEMENT_KILL_PRANKSTER_LVL1,Prankster Slayer 1,小丑术士猎手
ACHIEVEMENT_KILL_PRANKSTER_LVL2,Prankster Slayer 2,小丑术士屠夫
ACHIEVEMENT_KILL_PRANKSTER_LVL3,Prankster Slayer 3,小丑术士杀手
ACHIEVEMENT_KILL_PRANKSTER_LVL4,Prankster Slayer 4,小丑术士撕裂者
ACHIEVEMENT_KILL_PRANKSTER_LVL5,Prankster Hunter,小丑术士毁灭者
ACHIEVEMENT_KILL_ROCKEPELLER_LVL1,Rockepeller Slayer 1,螺旋飞行人猎手
ACHIEVEMENT_KILL_ROCKEPELLER_LVL2,Rockepeller Slayer 2,螺旋飞行人屠夫
ACHIEVEMENT_KILL_ROCKEPELLER_LVL3,Rockepeller Slayer 3,螺旋飞行人杀手
ACHIEVEMENT_KILL_ROCKEPELLER_LVL4,Rockepeller Slayer 4,螺旋飞行人撕裂者
ACHIEVEMENT_KILL_ROCKEPELLER_LVL5,Rockepeller Hunter,螺旋飞行人毁灭者
ACHIEVEMENT_KILL_WHEELEM_LVL1,Wheelem Slayer 1,独轮蒸汽机猎手
ACHIEVEMENT_KILL_WHEELEM_LVL2,Wheelem Slayer 2,独轮蒸汽机屠夫
ACHIEVEMENT_KILL_WHEELEM_LVL3,Wheelem Slayer 3,独轮蒸汽机杀手
ACHIEVEMENT_KILL_WHEELEM_LVL4,Wheelem Slayer 4,独轮蒸汽机撕裂者
ACHIEVEMENT_KILL_WHEELEM_LVL5,Wheelem Hunter,独轮蒸汽机毁灭者
ACHIEVEMENT_KILL_LEYENA_LVL1,Leyena Slayer 1,高地猎犬猎手
ACHIEVEMENT_KILL_LEYENA_LVL2,Leyena Slayer 2,高地猎犬屠夫
ACHIEVEMENT_KILL_LEYENA_LVL3,Leyena Slayer 3,高地猎犬杀手
ACHIEVEMENT_KILL_LEYENA_LVL4,Leyena Slayer 4,高地猎犬撕裂者
ACHIEVEMENT_KILL_LEYENA_LVL5,Leyena Hunter,高地猎犬毁灭者
ACHIEVEMENT_KILL_TRANGFOMA_LVL1,Trangfoma Slayer 1,淘金者猎手
ACHIEVEMENT_KILL_TRANGFOMA_LVL2,Trangfoma Slayer 2,淘金者屠夫
ACHIEVEMENT_KILL_TRANGFOMA_LVL3,Trangfoma Slayer 3,淘金者杀手
ACHIEVEMENT_KILL_TRANGFOMA_LVL4,Trangfoma Slayer 4,淘金者撕裂者
ACHIEVEMENT_KILL_TRANGFOMA_LVL5,Trangfoma Hunter,淘金者毁灭者
ACHIEVEMENT_KILL_STEAMWALKER_LVL1,Steam Walker Slayer 1,蒸汽机甲猎手
ACHIEVEMENT_KILL_STEAMWALKER_LVL2,Steam Walker Slayer 2,蒸汽机甲屠夫
ACHIEVEMENT_KILL_STEAMWALKER_LVL3,Steam Walker Slayer 3,蒸汽机甲杀手
ACHIEVEMENT_KILL_STEAMWALKER_LVL4,Steam Walker Slayer 4,蒸汽机甲撕裂者
ACHIEVEMENT_KILL_STEAMWALKER_LVL5,Steam Walker Hunter,蒸汽机甲毁灭者
ACHIEVEMENT_KILL_STEELKNIGHT_LVL1,Steel Knight Slayer 1,钢甲骑士猎手
