Key,English,Simplified_Chinese
PROPMOVER_TXT_000114,Rotten Mr Pumpkin,残忍的南瓜精
PROPMOVER_TXT_000116,Giant Mr. Pumpkin,恐怖的南瓜精
PROPMOVER_TXT_000118,Red Mantis C,小蟹足螳螂
PROPMOVER_TXT_000120,Red Mantis B,蟹足螳螂
PROPMOVER_TXT_000122,Red Mantis A,利爪蟹足螳螂
PROPMOVER_TXT_000124,Giant Red Mantis,巨爪蟹足螳螂
PROPMOVER_TXT_000126,Small Jack the Hammer,小铁锤杰克
PROPMOVER_TXT_000128,Jack the Hammer,钉锤杰克
PROPMOVER_TXT_000130,Captain Jack the Hammer,钢锤杰克
PROPMOVER_TXT_000132,Giant Jack the Hammer,巨锤杰克
PROPMOVER_TXT_000134,Small Giggle Box,古旧的怪笑箱
PROPMOVER_TXT_000136,Giggle Box,崭新的怪笑箱
PROPMOVER_TXT_000138,Captain Giggle Box,华丽的怪笑箱
PROPMOVER_TXT_000140,Giant Giggle Box,巨大的怪笑箱
PROPMOVER_TXT_000142,Small Rock Muscle,小型巨石兽
PROPMOVER_TXT_000144,Rock Muscle,中型巨石兽
PROPMOVER_TXT_000146,Captain Rock Muscle,大型巨石兽
PROPMOVER_TXT_000148,Giant Rock Muscle,巨型巨石兽
PROPMOVER_TXT_000150,Small Hobo,独臂浪人
PROPMOVER_TXT_000152,Hobo,大剑浪人
PROPMOVER_TXT_000154,Captain Hobo,重剑浪人
PROPMOVER_TXT_000156,Giant Hobo,巨剑浪人
PROPMOVER_TXT_000158,Small Dumb Bull,荒原牛犊
PROPMOVER_TXT_000160,Dumb Bull,荒原野牛
PROPMOVER_TXT_000162,Captain Dumb Bull,荒原斗牛
PROPMOVER_TXT_000164,Giant Dumb Bull,荒原魔牛
PROPMOVER_TXT_000166,Small Totemia,顽皮的陶陶
PROPMOVER_TXT_000168,Totemia,捣乱的陶陶
PROPMOVER_TXT_000170,Captain Totemia,可恶的陶陶
PROPMOVER_TXT_000172,Giant Totemia,嚣张的陶陶
PROPMOVER_TXT_000174,Maid Cardpuppet,扑克人偶·J
PROPMOVER_TXT_000176,Cardpuppet,扑克人偶·Q
PROPMOVER_TXT_000178,Manager Cardpuppet,扑克人偶·K
PROPMOVER_TXT_000180,Boss Cardpuppet,扑克人偶·A
PROPMOVER_TXT_000182,Small Tombstone Bearer,碑石工匠学徒
PROPMOVER_TXT_000184,Tombstone Bearer,碑石工匠
PROPMOVER_TXT_000186,Captain Tombstone Bearer,碑石工匠专家
PROPMOVER_TXT_000188,Giant Tombstone Bearer,碑石工匠大师
PROPMOVER_TXT_000190,Phantom Basque,轻量级巴斯克斗士
PROPMOVER_TXT_000192,Basque,中量级巴斯克斗士
PROPMOVER_TXT_000194,Lumping Basque,重量级巴斯克斗士
PROPMOVER_TXT_000196,Giant Basque,王牌巴斯克斗士
PROPMOVER_TXT_000198,Small Mage Prankster,见习小丑术士
PROPMOVER_TXT_000200,Prankster,进阶小丑术士
PROPMOVER_TXT_000202,Master Mage Prankster,高级小丑术士
PROPMOVER_TXT_000204,Giantmage Prankster,皇家小丑术士
PROPMOVER_TXT_000206,Rough Wheelem,轻型独轮蒸汽机
PROPMOVER_TXT_000208,Wheelem,中型独轮蒸汽机
PROPMOVER_TXT_000210,Bouncing Wheelem,重型独轮蒸汽机
PROPMOVER_TXT_000212,Giant Wheelem,巨型独轮蒸汽机
PROPMOVER_TXT_000214,Small Leyena,高地幼犬
PROPMOVER_TXT_000216,Leyena,高地猎犬
PROPMOVER_TXT_000218,Captain Leyena,利齿高地猎犬
PROPMOVER_TXT_000220,Giant Leyena,巨型高地猎犬
PROPMOVER_TXT_000222,Small Steam Walker,轻型蒸汽机甲
PROPMOVER_TXT_000224,Steam Walker,中型蒸汽机甲
PROPMOVER_TXT_000226,Captain Steam Walker,重型蒸汽机甲
PROPMOVER_TXT_000228,Giant Steam Walker,巨型蒸汽机甲
PROPMOVER_TXT_000230,Small Steel Knight,钢甲见习骑士
PROPMOVER_TXT_000232,Steel Knight,钢甲骑士
PROPMOVER_TXT_000234,Captain Steel Knight,钢甲骑士长
PROPMOVER_TXT_000236,Giant Steel Knight,钢甲骑士领主
PROPMOVER_TXT_000238,Small Nutty Wheel,小型轮箱步行车
PROPMOVER_TXT_000240,Nutty Wheel,中型轮箱步行车
PROPMOVER_TXT_000242,Captain Nutty Wheel,大型轮箱步行车
PROPMOVER_TXT_000244,Giant Nutty Wheel,巨型轮箱步行车
PROPMOVER_TXT_000246,Small Driller,小型自动钻孔机
PROPMOVER_TXT_000248,Driller,中型自动钻孔机
PROPMOVER_TXT_000250,Captain Driller,大型自动钻孔机
PROPMOVER_TXT_000252,Giant Driller,巨型自动钻孔机
PROPMOVER_TXT_000254,Small Volt,低压电磁履带车
PROPMOVER_TXT_000256,Volt,电磁履带车
PROPMOVER_TXT_000258,Captain Volt,高压电磁履带车
PROPMOVER_TXT_000260,Giant Volt,超高压电磁履带车
PROPMOVER_TXT_000262,Small Elderguard,试用型电铲卫兵
PROPMOVER_TXT_000264,Elderguard,量产型电铲卫兵
PROPMOVER_TXT_000266,Captain Elderguard,强化型电铲卫兵
PROPMOVER_TXT_000268,Giant Elderguard,超级型电铲卫兵
PROPMOVER_TXT_000270,Small Garbagespider,阿尔法蛛型处理机
PROPMOVER_TXT_000272,Garbagespider,贝塔蛛型处理机
PROPMOVER_TXT_000274,Captain Garbagespider,伽马蛛型处理机
PROPMOVER_TXT_000276,Giant Garbagespider,欧米伽蛛型处理机
PROPMOVER_TXT_000278,Small Crane Machinery,轻型链式破碎车
PROPMOVER_TXT_000280,Crane Machinery,中型链式破碎车
PROPMOVER_TXT_000282,Captain Crane Machinery,重型链式破碎车
PROPMOVER_TXT_000284,Giant Crane Machinery,巨型链式破碎车
PROPMOVER_TXT_000286,Small Mothbee,小苍翼蜂蛾
PROPMOVER_TXT_000288,Mothbee,苍翼蜂蛾
PROPMOVER_TXT_000290,Captain Mothbee,大苍翼蜂蛾
PROPMOVER_TXT_000292,Giant Mothbee,巨型苍翼蜂蛾
PROPMOVER_TXT_000294,Small Flybrigen,微光飞翼魔灯
PROPMOVER_TXT_000296,Flybrigen,强光飞翼魔灯
PROPMOVER_TXT_000298,Captain Flybrigen,星光飞翼魔灯
PROPMOVER_TXT_000300,Giant Flybrigen,极光飞翼魔灯
PROPMOVER_TXT_000302,Small Rockepeller,小螺旋飞行人
PROPMOVER_TXT_000304,Rockepeller,螺旋飞行人
PROPMOVER_TXT_000306,Captain Rockepeller,大螺旋飞行人
PROPMOVER_TXT_000308,Giant Rockepeller,巨型螺旋飞行人
PROPMOVER_TXT_000318,Pawn Popcrank,小魔盒小丑
PROPMOVER_TXT_000320,Knight Popcrank,魔盒小丑
PROPMOVER_TXT_000322,Rook Popcrank,大魔盒小丑
PROPMOVER_TXT_000324,Bishop Popcrank,巨型魔盒小丑
PROPMOVER_TXT_000326,Small Greemong,小绿泥怪
PROPMOVER_TXT_000328,Greemong,绿泥怪
PROPMOVER_TXT_000330,Captain Greemong,大绿泥怪
PROPMOVER_TXT_000332,Giant Greemong,绿泥怪之王
PROPMOVER_TXT_000336,Roy,邪恶的紫草食人花
PROPMOVER_TXT_000338,Cardinal Guardian,贝纳卡蒂诺
PROPMOVER_TXT_000350,Small Carrierbomb,小爆破者
PROPMOVER_TXT_000352,Carrierbomb,爆破者
PROPMOVER_TXT_000354,Captain Carrierbomb,爆破者队长
PROPMOVER_TXT_000356,Giant Carrierbomb,爆破者首领
PROPMOVER_TXT_000382,Clockworks,时空毁灭者
PROPMOVER_TXT_000392,Small Nuctuvehicle,小矿车妖怪
PROPMOVER_TXT_000394,Nuctuvehicle,矿车妖怪
PROPMOVER_TXT_000396,Captain Nuctuvehicle,大矿车妖怪
PROPMOVER_TXT_000398,Giant Nuctuvehicle,巨型矿车妖怪
PROPMOVER_TXT_000400,Young Syliaca,食人鱼仔
PROPMOVER_TXT_000402,Syliaca,食人鱼
PROPMOVER_TXT_000404,Grownup Syliaca,大食人鱼
PROPMOVER_TXT_000406,Giant Syliaca,食人鱼王
PROPMOVER_TXT_000408,Small Risem,铁皮男
PROPMOVER_TXT_000410,Risem,三眼铁皮男
PROPMOVER_TXT_000412,Captain Risem,怒眼铁皮男
PROPMOVER_TXT_000414,Giant Risem,巨眼铁皮男
PROPMOVER_TXT_000416,Small Zombiger,矿工幽魂杂工
PROPMOVER_TXT_000418,Zombiger,矿工幽魂工人
PROPMOVER_TXT_000420,Captain Zombiger,矿工幽魂工长
PROPMOVER_TXT_000422,Giant Zombiger,矿工幽魂领导
PROPMOVER_TXT_000424,Small Flybat,小巨眼怪
PROPMOVER_TXT_000426,Flybat,巨眼怪
PROPMOVER_TXT_000428,Captain Flybat,大巨眼怪
PROPMOVER_TXT_000430,Giant Flybat,巨眼怪之王
PROPMOVER_TXT_000432,Small Bucrow,小巴科洛
PROPMOVER_TXT_000434,Bucrow,巴科洛
PROPMOVER_TXT_000436,Captain Bucrow,大巴科洛
PROPMOVER_TXT_000438,Giant Bucrow,巨型巴科洛
PROPMOVER_TXT_000440,Small Scorpicon,小毒蝎
PROPMOVER_TXT_000442,Scorpicon,毒蝎
PROPMOVER_TXT_000444,Captain Scorpicon,大毒蝎
PROPMOVER_TXT_000446,Giant Scorpicon,毒蝎王
PROPMOVER_TXT_000448,Small Trangfoma,少年淘金者
PROPMOVER_TXT_000450,Trangfoma,青年淘金者
PROPMOVER_TXT_000452,Captain Trangfoma,中年淘金者
PROPMOVER_TXT_000454,Giant Trangfoma,老年淘金者
PROPMOVER_TXT_000456,Mine Catcher,莱斯灵兽
PROPMOVER_TXT_000458,Erons Catcher,帕里灵兽
PROPMOVER_TXT_000460,Krasec Catcher,晨光灵兽
PROPMOVER_TXT_000462,Guru Catcher,达肯灵兽
PROPMOVER_TXT_000464,Small Grrr,单斧野人
PROPMOVER_TXT_000466,Grrr,石斧野人
PROPMOVER_TXT_000468,Captain Grrr,大斧野人
PROPMOVER_TXT_000470,Giant Grrr,阔斧野人
PROPMOVER_TXT_000472,Small Dump,小型牛头火焰车
PROPMOVER_TXT_000474,Dump,中型牛头火焰车
PROPMOVER_TXT_000476,Captain Dump,重型牛头火焰车
PROPMOVER_TXT_000478,Giant Dump,巨型牛头火焰车
PROPMOVER_TXT_000480,Small Nautrepy,蛙跳蝠
PROPMOVER_TXT_000482,Nautrepy,双翼蛙跳蝠
PROPMOVER_TXT_000484,Captain Nautrepy,大翼蛙跳蝠
PROPMOVER_TXT_000486,Giant Nautrepy,巨翼蛙跳蝠
PROPMOVER_TXT_000488,Small Boo,毒花兽
PROPMOVER_TXT_000490,Boo,灯笼花兽
PROPMOVER_TXT_000492,Captain Boo,剧毒花兽
PROPMOVER_TXT_000494,Giant Boo,鬼眼花兽
PROPMOVER_TXT_000496,Small Hoppre,长足依蛾
PROPMOVER_TXT_000498,Hoppre,重翼依蛾
PROPMOVER_TXT_000500,Captain Hoppre,大型依蛾
PROPMOVER_TXT_000502,Giant Hoppre,天灾依蛾
PROPMOVER_TXT_000504,Small Mushpoie,蘑菇人
PROPMOVER_TXT_000506,Mushpoie,有毒的蘑菇人
PROPMOVER_TXT_000508,Captain Mushpoie,危险的蘑菇人
PROPMOVER_TXT_000510,Giant Mushpoie,剧毒的蘑菇人
PROPMOVER_TXT_000512,Small Iren,蝇头刀尾蚊
PROPMOVER_TXT_000514,Iren,利刃刀尾蚊
PROPMOVER_TXT_000516,Captain Iren,旋刃刀尾蚊
PROPMOVER_TXT_000518,Giant Iren,超级刀尾蚊
PROPMOVER_TXT_000520,Small Watangka,巫民
PROPMOVER_TXT_000522,Watangka,巫民土著
PROPMOVER_TXT_000524,Captain Watangka,巫民萨满
PROPMOVER_TXT_000526,Giant Watangka,黑面萨满
PROPMOVER_TXT_000528,Small Antiquery,小树精
PROPMOVER_TXT_000530,Antiquery,树精
PROPMOVER_TXT_000532,Captain Antiquery,老树精
PROPMOVER_TXT_000534,Giant Antiquery,千年古树
PROPMOVER_TXT_000536,Small Luia,火鸟
PROPMOVER_TXT_000538,Luia,焰火鸟
PROPMOVER_TXT_000540,Captain Luia,火烈鸟
PROPMOVER_TXT_000542,Giant Luia,幽焰火鸟
PROPMOVER_TXT_000544,Small Gongury,剑尾龟
PROPMOVER_TXT_000546,Gongury,钢化剑尾龟
PROPMOVER_TXT_000548,Captain Gongury,钢甲剑尾龟
PROPMOVER_TXT_000550,Giant Gongury,魔甲剑尾龟
PROPMOVER_TXT_000552,Small Shuhamma,机械象
PROPMOVER_TXT_000554,Shuhamma,铁甲机械象
PROPMOVER_TXT_000556,Captain Shuhamma,钢甲机械象
PROPMOVER_TXT_000558,Giant Shuhamma,魔甲机械象
PROPMOVER_TXT_000560,Small Kern,石魔
PROPMOVER_TXT_000562,Kern,岩裂石魔
PROPMOVER_TXT_000564,Captain Kern,熔岩石魔
PROPMOVER_TXT_000566,Giant Kern,地狱石魔
PROPMOVER_TXT_000568,Small Glaphan,双足食人鱼
PROPMOVER_TXT_000570,Glaphan,咧嘴食人鱼
PROPMOVER_TXT_000572,Captain Glaphan,变异食人鱼
PROPMOVER_TXT_000574,Giant Glaphan,魔化食人鱼
PROPMOVER_TXT_000576,Trainee Chef Muffrin,麻普小厨
PROPMOVER_TXT_000578,3rd Chef Muffrin,麻普厨师
PROPMOVER_TXT_000580,2nd Chef Muffrin,麻普大厨
PROPMOVER_TXT_000582,1st Chef Muffrin,麻普主厨
PROPMOVER_TXT_000584,Mutant Fefern,毒菲菲龙
PROPMOVER_TXT_000586,Mutant Fefern King,毒菲菲龙王
PROPMOVER_TXT_000588,Mutant Giant 2nd Class Fefern,剧毒菲菲龙
PROPMOVER_TXT_000590,Mutant Nyangnyang,邪恶翎猫
PROPMOVER_TXT_000592,Mutant Nyangnyang Queen,凶悍翎猫
PROPMOVER_TXT_000594,Mutant Giant Nyangnyang,翎猫女王
PROPMOVER_TXT_000596,Mutant Bang,狂暴魔导战甲
PROPMOVER_TXT_000598,Mutant Boss Bang,狂暴魔导队长
PROPMOVER_TXT_000600,Mutant Giant Bang King,狂暴魔导统帅
PROPMOVER_TXT_000602,Worm Veduque,妖女蛇
PROPMOVER_TXT_000604,Serus Uriel,赛罗斯蛇妖
PROPMOVER_TXT_000606,Vice Veduque,蛇妖女
PROPMOVER_TXT_000608,Brazenface Pukepuke,厚脸皮的邪精灵
PROPMOVER_TXT_000610,Heartless Bang,没良心的魔导战甲
PROPMOVER_TXT_000612,Tough Rock Muscle,粗暴巨石兽
PROPMOVER_TXT_000614,Flying Aibatt,坏独眼蝠
PROPMOVER_TXT_000616,Beast Mr. Pumpkin,传说中的南瓜王
PROPMOVER_TXT_000618,Master Demian,孩子王迪米
PROPMOVER_TXT_000620,Master Keakoon,奇昆族长
PROPMOVER_TXT_000622,Master Muffrin,麻普厨师长
PROPMOVER_TXT_000624,Info-Pang,胖胖
PROPMOVER_TXT_000626,Losha,罗莎
PROPMOVER_TXT_000628,Boboku,波波酷
PROPMOVER_TXT_000630,Julia,茱丽亚
PROPMOVER_TXT_000632,Lui,路易
PROPMOVER_TXT_000634,Marche,玛尔琪
PROPMOVER_TXT_000636,Bulrox,布鲁克
PROPMOVER_TXT_000638,Tina,蒂娜
PROPMOVER_TXT_000640,Karin,卡琳
PROPMOVER_TXT_000642,Martin,马丁
PROPMOVER_TXT_000644,Bill,比尔
PROPMOVER_TXT_000646,Dwarpet,小矮人
PROPMOVER_TXT_000648,Master Dwarpet,矮人王
PROPMOVER_TXT_000650,Iblis,幻魔依普利
PROPMOVER_TXT_000652,Shade,幽影谢莉德
PROPMOVER_TXT_000654,Stima,斯蒂玛
PROPMOVER_TXT_000656,Phacham,法琪安
PROPMOVER_TXT_000658,Bubble,彩球波卜尔
PROPMOVER_TXT_000660,Rhine,莱茵
PROPMOVER_TXT_000662,Roocky,鲁奇
PROPMOVER_TXT_000664,Ollien,欧利恩
PROPMOVER_TXT_000666,Haven,哈本
PROPMOVER_TXT_000668,Chitller,杰拉
PROPMOVER_TXT_000670,Bolpor,沃尔波尔
PROPMOVER_TXT_000672,Almani,亚尔玛尼
PROPMOVER_TXT_000674,Achaben,雅察本
PROPMOVER_TXT_000676,Eshylop,易谢罗
PROPMOVER_TXT_000678,Remine,雷蒙
PROPMOVER_TXT_000680,Unknown,安诺恩
PROPMOVER_TXT_000682,Agent,仲介人
PROPMOVER_TXT_000684,Ancimys,安瑟麦斯
PROPMOVER_TXT_000686,Guardian,卡第恩
PROPMOVER_TXT_000688,Captain Guard,城镇警卫队长
PROPMOVER_TXT_000692,Venel Guardian,贝纳卡度温
PROPMOVER_TXT_000694,Ren,莲
PROPMOVER_TXT_000696,Rubo,路宝
PROPMOVER_TXT_000698,Sisif,西西普
PROPMOVER_TXT_000700,Shuraiture,休赖扎
PROPMOVER_TXT_000702,Babari,巨眼小怪
PROPMOVER_TXT_000704,Chaner,毒蝎子
PROPMOVER_TXT_000706,Seido,小依蛾
PROPMOVER_TXT_000708,Red Bang Troupe Member,红色魔导战甲强盗
PROPMOVER_TXT_000710,Emerald Mantis,奇异蟹足螳螂
PROPMOVER_TXT_000712,Lord Bang Hanoyan,魔导战甲强盗王
PROPMOVER_TXT_000714,Member of the Violet Magician Troupe,紫色魔法剧团成员
PROPMOVER_TXT_000716,Master of the Violet Magician Troupe,紫色魔法剧团长
PROPMOVER_TXT_000718,Grand Master of the Violet Magician Troupe,紫色魔法院长
PROPMOVER_TXT_000720,Red Bang Troupe Leader,魔导战甲强盗团头目
PROPMOVER_TXT_000722,Lord Bang,魔导战甲王
PROPMOVER_TXT_000724,Organigor,战栗毒蝎
PROPMOVER_TXT_000726,Gangard,冰色巨眼怪
PROPMOVER_TXT_000728,Hadeseor,暴戾矿工幽魂
PROPMOVER_TXT_000730,Santa,圣诞老人
PROPMOVER_TXT_000732,Priest,牧师
PROPMOVER_TXT_000734,Guard,城镇警卫
PROPMOVER_TXT_000736,Chaos Guard,混沌警卫
PROPMOVER_TXT_000738,Criminal Fefern,邪恶的菲菲龙
PROPMOVER_TXT_000740,Criminal Wagsaac,咧嘴紫草食人花
PROPMOVER_TXT_000742,Criminal Mr. Pumpkin,邪恶的南瓜精
PROPMOVER_TXT_000744,Criminal Giggle Box,罪恶的怪笑箱
PROPMOVER_TXT_000746,Criminal Hobo,狂暴浪人
PROPMOVER_TXT_000748,Criminal Cardpuppet,扑克人偶·S
PROPMOVER_TXT_000750,Criminal Basque,巴斯克角斗士
PROPMOVER_TXT_000752,Criminal Leyena,狂怒的高地猎犬
PROPMOVER_TXT_000754,Criminal Steel Knight,罪恶的钢甲骑士
PROPMOVER_TXT_000756,Criminal Volt,脱轨电磁履带车
PROPMOVER_TXT_000758,Criminal Garbagespider,混乱蛛型处理机
PROPMOVER_TXT_000760,Criminal Greemong,不听话的绿泥怪
PROPMOVER_TXT_000762,Criminal Hoppre,危险依蛾
PROPMOVER_TXT_000764,Criminal Iren,邪恶刀尾蚊
PROPMOVER_TXT_000766,Criminal Watangka,邪恶萨满
PROPMOVER_TXT_000768,Criminal Luia,罪恶火鸟
PROPMOVER_TXT_000770,Criminal Shuhamma,魔化机械象
PROPMOVER_TXT_000772,Criminal Glaphan,邪恶食人鱼
PROPMOVER_TXT_000774,Keakoon Worker,奇昆劳工
PROPMOVER_TXT_000776,Keakoon Guard,奇昆警卫
PROPMOVER_TXT_000778,Keakoon Worker Leader,奇昆工头
PROPMOVER_TXT_000780,Keakoon Guard Leader,奇昆警卫队长
PROPMOVER_TXT_000782,Elite Keakoon Worker,精英奇昆矿工
PROPMOVER_TXT_000784,Elite Keakoon Guard,精英奇昆警卫兵
PROPMOVER_TXT_000786,Elite Keakoon Worker Leader,精英奇昆工头
PROPMOVER_TXT_000788,Elite Keakoon Guard Leader,精英奇昆警卫队长
PROPMOVER_TXT_000790,Mutant Keakoon Worker,奇昆模范劳工
PROPMOVER_TXT_000792,Mutant Keakoon Guard,奇昆模范警卫
PROPMOVER_TXT_000794,Mutant Keakoon Worker Leader,奇昆模范工头
PROPMOVER_TXT_000796,Mutant Keakoon Guard Leader,奇昆模范管理员
PROPMOVER_TXT_000798,Pink Roach,粉红毒花虫
PROPMOVER_TXT_000800,Blue Roach,蓝毒花虫
PROPMOVER_TXT_000802,Pink Roach Queen,粉红毒花女王
PROPMOVER_TXT_000804,Blue Roach Queen,蓝毒花女王
PROPMOVER_TXT_000806,Pink Roach Larva,粉红毒花幼虫
PROPMOVER_TXT_000808,Blue Roach Larva,蓝毒花幼虫
PROPMOVER_TXT_000810,Green Trillipy,绿色蜥蜴
PROPMOVER_TXT_000812,Hazardous Green Trillipy,绿甲蜥蜴
PROPMOVER_TXT_000814,Violet Trillipy,毒蜥蜴
PROPMOVER_TXT_000816,Hazardous Violet Trillipy,剧毒蜥蜴
PROPMOVER_TXT_000818,Blood Trillipy,嗜血蜥蜴
PROPMOVER_TXT_000820,Hazardous Blood Trillipy,噬血蜥蜴
PROPMOVER_TXT_000822,Chimeradon,无眼蝙蝠兽
PROPMOVER_TXT_000824,Giant Chimeradon,无眼蝙蝠侠
PROPMOVER_TXT_000826,Meteonyker,飞龙
PROPMOVER_TXT_000828,Baby Lawolf,可爱的山地野狼
PROPMOVER_TXT_000830,Baby Aibatt,蝙蝠
PROPMOVER_TXT_000832,Baby Leyena,猎犬
PROPMOVER_TXT_000834,Baby Luia,火鸟
PROPMOVER_TXT_000836,Kitty,猫咪
PROPMOVER_TXT_000838,Doggy,聪明的多吉
PROPMOVER_TXT_000840,Ant Turtle,强悍的山岭剑龙
PROPMOVER_TXT_000842,Hammer Kick,重锤杰克
PROPMOVER_TXT_000844,Big Muscle,狂乱巨石兽
PROPMOVER_TXT_000846,Krrr,爆炎野人
PROPMOVER_TXT_000848,Mushmoot,变态蘑菇人
PROPMOVER_TXT_000852,Beast Zombiger,小蘑菇人
PROPMOVER_TXT_000854,Lord Clockworks Alpha,时空守护者
PROPMOVER_TXT_000856,Brigadier General Crumple,变种魔导战甲
PROPMOVER_TXT_000858,Lieutenant General Scythoid,变种蟹足螳螂
PROPMOVER_TXT_000860,Air Marshall Spiketail,极光恶魔
PROPMOVER_TXT_000862,General Glyphaxz,超级变种蝙蝠王
PROPMOVER_TXT_000866,Soccerball Angel,足球天使精灵
PROPMOVER_TXT_000868,Kidler,小蛙跳蝠
PROPMOVER_TXT_000870,Shacalpion,蓝岩毒蝎
PROPMOVER_TXT_000872,Hoiren,狂魔导战甲
PROPMOVER_TXT_000874,Hunter X,淘金者
PROPMOVER_TXT_000876,Kynsy,米娅
PROPMOVER_TXT_000878,Iblis Crasher,秘殿破坏者
PROPMOVER_TXT_000880,Iblis Poisoner,秘殿研毒者
PROPMOVER_TXT_000882,Iblis Wrecker,秘殿重锤者
PROPMOVER_TXT_000884,Iblis Destroyer,秘殿执行者
PROPMOVER_TXT_000886,Iblis Puppet,秘殿傀儡
PROPMOVER_TXT_000888,Iblis Thief,秘殿负重者
PROPMOVER_TXT_000890,Iblis Guardian,秘殿警戒者
PROPMOVER_TXT_000892,Iblis Quaker,秘殿执法者
PROPMOVER_TXT_000894,Iblis Mushellizer,秘殿粘着者
PROPMOVER_TXT_000896,Iblis Leanes,秘殿守护者
PROPMOVER_TXT_000898,Iblis Red Otem,秘殿昏聩者
PROPMOVER_TXT_000900,Iblis Black Otem,秘殿混乱者
PROPMOVER_TXT_000902,Iblis Boxter,秘殿箱子
PROPMOVER_TXT_000904,Iblis Dandysher,秘殿危险者
PROPMOVER_TXT_000906,Chitos,奇多思
PROPMOVER_TXT_000908,Clocks,克拉斯
PROPMOVER_TXT_000910,Soldier Chimeradon,小变种蝙蝠
PROPMOVER_TXT_000912,Brigadier Chimeradon,变种蝙蝠
PROPMOVER_TXT_000914,Major Chimeradon,变种蝙蝠妖
PROPMOVER_TXT_000916,Lieutenant Chimeradon,变种蝙蝠魔
PROPMOVER_TXT_000918,General Chimeradon,变种蝙蝠王
PROPMOVER_TXT_000920,Private Bearnerky,小独眼野熊
PROPMOVER_TXT_000922,Specialist Bearnerky,独眼野熊
PROPMOVER_TXT_000924,Sergeant Bearnerky,嗜血独眼野熊
