Key,English,Simplified_Chinese
PROPSKILL_TXT_000065,A powerful slashing attack that hits all surrounding enemies. Requires two weapons.,将所有的气集中在武器上，攻击周围全部敌人。需要装备两把武器。
PROPSKILL_TXT_000066,Berserk,狂暴
PROPSKILL_TXT_000067,Increases Attack Speed and striking power at the cost of reduced skill damage.,增加攻击速度和攻击力，并降低技能伤害。
PROPSKILL_TXT_000068,Heal,治疗术
PROPSKILL_TXT_000069,Recovers the target's HP.,借助魔棒产生微量圣光治疗目标的伤势。
PROPSKILL_TXT_000070,Temping Hole,圣光破
PROPSKILL_TXT_000071,A powerful straight punch.,"将圣光之力聚集在拳套,给对方造成伤害。"
PROPSKILL_TXT_000072,Resurrection,神圣之光
PROPSKILL_TXT_000073,Resurrects a dead player.,向神明祈祷，将死亡的同伴复活。
PROPSKILL_TXT_000074,Patience,生命之泉
PROPSKILL_TXT_000075,Increases the target's maximum HP.,召唤圣灵附身，使施法对象的生命值大幅度提升。
PROPSKILL_TXT_000076,Prevention,神之庇护
PROPSKILL_TXT_000077,Automatically recovers your HP when it falls below a certain threshold.,祈求神灵的庇护，在濒临死亡的时候及时治疗自己的伤势。
PROPSKILL_TXT_000078,Heap Up,强身术
PROPSKILL_TXT_000079,Increases the target's STA.,暂时提高施法对象的体质。
PROPSKILL_TXT_000080,Cannon Ball,敏捷术
PROPSKILL_TXT_000081,Increases the target's DEX.,暂时提高施法对象的敏捷。
PROPSKILL_TXT_000082,Circle Healing,光芒圣歌
PROPSKILL_TXT_000083,Heals nearby party members.,激发魔棒产生大量圣光照耀大地，被圣光沐浴到的同伴会逐渐消除疲惫和伤势。
PROPSKILL_TXT_000084,Mental Sign,智力术
PROPSKILL_TXT_000085,Increases the target's INT.,暂时提高施法对象的智力。
PROPSKILL_TXT_000086,Beef Up,力量术
PROPSKILL_TXT_000087,Increases the target's STR.,提高目标的攻击力
PROPSKILL_TXT_000088,Burst Crack,圣光大地
PROPSKILL_TXT_000089,"Pounds the ground, damaging enemies around you.",将大量的圣光之力聚集在拳套击向地面，对周围的敌人造成伤害。
PROPSKILL_TXT_000090,Stonehand,昏厥术
PROPSKILL_TXT_000091,Grants all attacks a chance to stun.,用圣力攻击对方，有几率将对方击晕。
PROPSKILL_TXT_000092,Quick Step,天马行空
PROPSKILL_TXT_000093,Increases the target's movement speed.,暂时提高施法对象的移动速度。
PROPSKILL_TXT_000094,Cat's Reflex,躲避术
PROPSKILL_TXT_000095,Increases the target's block rate.,暂时提高施法对象的躲避率。
PROPSKILL_TXT_000096,Accuracy,命中术
PROPSKILL_TXT_000097,Increases the target's accuracy.,暂时提高施法对象的命中率。
PROPSKILL_TXT_000098,Power Fist,神光破
PROPSKILL_TXT_000099,Strikes the enemy three times with concentrated power.,将神灵赐予的圣力集中在拳套上重创敌人3次。
PROPSKILL_TXT_000100,Haste,高效术
PROPSKILL_TXT_000101,Increases the target's Attack Speed and Casting Speed.,暂时提高施法对象的攻击速度。
PROPSKILL_TXT_000102,Heal Rain,生命祝福
PROPSKILL_TXT_000103,Heals nearby party members with powerful restorative energy.,大量恢复附近同伴的生命值。
PROPSKILL_TXT_000104,Holycross,神圣惩戒
PROPSKILL_TXT_000105,Causes the next hit against the target to deal double damage.,下次攻击对目标敌人造成双倍伤害。
PROPSKILL_TXT_000106,Protect,守护术
PROPSKILL_TXT_000107,Increases the target's Defense and Magic Resistance.,暂时提高施法对象的物理&魔法防御力。
PROPSKILL_TXT_000108,Holyguard,圣力障蔽
PROPSKILL_TXT_000109,Protects the target from incoming critical hits for a limited time.,暂时提高施法对象的抵抗暴击的能力。
PROPSKILL_TXT_000110,Spirit Fortune,攻击强化
PROPSKILL_TXT_000112,Gvur Tialla,清洁术
PROPSKILL_TXT_000113,Removes debuffs from the target.,移除施法对象的异常状态。
PROPSKILL_TXT_000114,Geburah Tiphreth,战斗之歌
PROPSKILL_TXT_000115,"Draws upon the inner strength of the user and nearby party members, increasing Attack, Attack Speed and Casting Speed for a limited time.",吟唱战歌，提高周围同伴的攻击力和攻击速度。
PROPSKILL_TXT_000116,Merkaba Hanzelrusha,神圣领域
PROPSKILL_TXT_000117,Summons a lingering effect that deals damage over time to enemies within its area.,在圣之光照射下形成具有圣力的领域，打击踏入领域的敌人。
PROPSKILL_TXT_000118,Belial Smashing,冲击拳
PROPSKILL_TXT_000119,Strikes the enemy with five powerful blows.,聚集力量，用拳头冲击对方5次，造成伤害。
PROPSKILL_TXT_000120,Piercing Serpent,拳之聚
PROPSKILL_TXT_000121,Fires a piercing beam at the enemy.,将元气集中到拳套上，瞄准处于同一条线上的全部敌人猛力发射。
PROPSKILL_TXT_000122,Blood Fist,血舞
PROPSKILL_TXT_000123,Strikes the enemy with a heavy blow that causes bleeding.,用拳套集中攻击对方的弱点，一定几率有出血效果。
PROPSKILL_TXT_000124,Sonichand,流星拳
PROPSKILL_TXT_000125,"A fast, straight punch.",无数拳头如流星般击打在对方身上，造成多次伤害。
PROPSKILL_TXT_000126,Asmodeus,拳术领悟
PROPSKILL_TXT_000127,Enhances the power of the wielded knuckle.,提高拳套熟练度来增强攻击力。
PROPSKILL_TXT_000128,Baraqijal Esna,星之咒
PROPSKILL_TXT_000129,Increases damage dealt to the target while also increasing their Attack.,送去星光的诅咒，提升对方的攻击，但降低对方的防御力。
PROPSKILL_TXT_000130,Bgvur Tialbold,斗气风暴
PROPSKILL_TXT_000131,Strikes nearby enemies with an outward shockwave.,将斗气化作风暴，打击周围的敌人。
PROPSKILL_TXT_000132,Asalraalaikum,背水一击
PROPSKILL_TXT_000133,A fully concentrated strike. Always consumes 100% MP.,消耗100%的MP给对方造成致命一击。
PROPSKILL_TXT_000134,Flame Ball,炽热焰星
PROPSKILL_TXT_000135,Strikes the enemy with a ball of flame that may reduce the target's HP Restoration.,用火球攻击敌人。 有几率降低目标治疗能力。
PROPSKILL_TXT_000136,Flame Geyser,地狱火花
PROPSKILL_TXT_000137,"Engulfs the enemy in a geyser of flame, dealing damage over time.",引发地热喷流给对方造成持续伤害。
PROPSKILL_TXT_000138,Swordwind,螺旋烈风
PROPSKILL_TXT_000140,Strongwind,龙卷飓风
PROPSKILL_TXT_000141,A ranged wind attack that pushes the enemy back.,借助法力产生龙卷风，有几率击退敌人。
PROPSKILL_TXT_000142,Blinkpool,空间转换
PROPSKILL_TXT_000143,Teleports you to a target point within range.,进行短距离传送。
PROPSKILL_TXT_000144,Ice Missile,极地冰柱
PROPSKILL_TXT_000145,Blasts the enemy with a missile of ice that may reduce the target's speed.,借助神奇力量召唤极地冰柱，对目标造成巨大伤害，有一定几率降低对方的移动速度。
PROPSKILL_TXT_000146,Lightning Ball,魔电召唤
PROPSKILL_TXT_000147,Damages the enemy with a ball of static that may reduce the target's defense.,召唤魔电布成电网攻击对方，有概率降低目标防御力。
PROPSKILL_TXT_000148,Stone Spike,暴裂突岩
PROPSKILL_TXT_000149,Damages the enemy with a stone spike that may stun.,调动巨岩袭击对方，有一定几率将敌人震晕。
PROPSKILL_TXT_000150,Mental Strike,灵波狂想
PROPSKILL_TXT_000151,A medium-ranged mental attack.,给对象施加无属性的精神压力。
PROPSKILL_TXT_000152,Fire Strike,灼烈幻火
PROPSKILL_TXT_000153,"Blasts the enemy with a ball of fire, setting them ablaze and making them more susceptible to water attacks.",召唤灼热的火焰，让对方受到灼烧，降低对风系攻击的抵抗力。
PROPSKILL_TXT_000154,Wind Cutter,风之利刃
PROPSKILL_TXT_000155,"Slices the enemy with cutting winds, leaving them exposed and more susceptible to fire attacks.",用锋利的风刃刺烈对方的身体。有几率降低目标的抗性。
PROPSKILL_TXT_000156,Waterball,水球凝聚
PROPSKILL_TXT_000157,A water attack that shoots multiple water orbs at the target.,将水凝聚成水球连续发射。
PROPSKILL_TXT_000158,Water Well,激流冲击
PROPSKILL_TXT_000159,"Soaks the enemy with rushing water, making them more susceptible to electricity attacks.",形成强力的水柱伤害敌人，让对方受到冰冻，降低对电系攻击的抵抗力。
PROPSKILL_TXT_000160,Lightning Ram,魔电聚合
PROPSKILL_TXT_000161,Damages the enemy with an electric ball.,聚合雷电的力量向敌人施加强力攻击。
PROPSKILL_TXT_000162,Lightning Shock,电闪雷鸣
PROPSKILL_TXT_000163,"Blasts the enemy with a ball of lightning, electrifying them and making them more susceptible to earth attacks.",唤起闪电强力攻击，令对方处于电击状态，降低对土系攻击的抵抗力。
PROPSKILL_TXT_000164,Rock Crash,移山之术
PROPSKILL_TXT_000165,"Crushes the enemy with a massive stone, making them more susceptible to wind attacks.",召唤巨大的岩石掷向敌人。
PROPSKILL_TXT_000166,Rooting,大地灵缚
PROPSKILL_TXT_000167,"Binds the enemy with roots, immobilizing them.",阻止敌人靠近
PROPSKILL_TXT_000168,Demonology,幻象恐惧
PROPSKILL_TXT_000169,Damages the enemy with a mental blast that reduces their Attack.,形成恶魔的幻影来摧毁对方的精神，使其攻击力下降。
PROPSKILL_TXT_000170,Satanology,定身术
PROPSKILL_TXT_000172,Psychic Bomb,灵念弹
PROPSKILL_TXT_000173,Damages the enemy with a ball of mental energy.,凝聚精神力将其爆发出来，猛烈地攻击对方，一定几率将对方击晕。
PROPSKILL_TXT_000174,Psychic Wall,灵力墙
PROPSKILL_TXT_000175,"Conjures a mystic wall at your location. On enemy contact, the wall pushes them back, reduces their movement speed, and deals minor damage.",凭借对信念的执着形成一堵墙，任何敌人妄想通过必将受到严惩。
PROPSKILL_TXT_000176,Spirit Bomb,神力攻击
PROPSKILL_TXT_000177,Damages the enemy through the power of your mind.,使对方的精神崩溃，造成伤害。
PROPSKILL_TXT_000178,Crucio Spell,能量反弹
PROPSKILL_TXT_000179,Reflects damage from the enemy's basic attacks. Less effective in PvP.,将对方物理技能产生的伤害翻倍反弹回去。
PROPSKILL_TXT_000180,Maximum Crisis,万念俱灰
PROPSKILL_TXT_000181,"Unleashes a powerful mental explosion that damages surrounding enemies, with a small chance to stun.",以强大的意念摧毁一切异己的意志，小概率击晕敌对目标。
PROPSKILL_TXT_000182,Psychic Square,混沌封印
PROPSKILL_TXT_000183,Damages the target enemy and enemies surrounding them with a psychic blast.,将目标牵引至混沌的精神世界，进入者将受到严重伤害。
PROPSKILL_TXT_000184,Firebird,浴火凤凰
PROPSKILL_TXT_000185,Launches a fiery projectile that engulfs the enemy in towering flames.,召唤浴火的凤凰给对方带来火的伤害。
PROPSKILL_TXT_000186,Fire Mastery,火系修炼
PROPSKILL_TXT_000187,Enhances the power of Fire spells.,提高火系魔法攻击力。
PROPSKILL_TXT_000190,Lightning Strike,雷霆之怒
PROPSKILL_TXT_000191,Calls down a devastating bolt of lightning upon the enemy.,施展愤怒的雷震，展示出愤怒的威力。
PROPSKILL_TXT_000192,Lightning Mastery,雷系修炼
PROPSKILL_TXT_000193,Enhances the power of Electric spells.,提高雷系魔法攻击力。
PROPSKILL_TXT_000194,Electric Shock,雷震天惊
PROPSKILL_TXT_000195,"Unleashes converging bolts of electricity that surge around surrounding enemies, damaging them and reducing their Magic Resistance.",以雷电织就的网笼罩住目标，降低范围内的敌人的魔法抵抗。
PROPSKILL_TXT_000196,Stone Spear,石枪投射
PROPSKILL_TXT_000197,"Hurls a spear of stone that shatters on impact, blasting the enemy with flying stone fragments.",向目标投掷锋利的石枪。
PROPSKILL_TXT_000198,Earth Mastery,地系修炼
PROPSKILL_TXT_000199,Enhances the power of Earth spells.,提高土系魔法攻击力。
PROPSKILL_TXT_000200,Earthquake,地动山摇
PROPSKILL_TXT_000201,"Shatters the ground beneath the target enemy and surrounding enemies, sending chunks of earth flying outward, with a chance to reduce their Attack.",引发大地震对周围敌人施加强大伤害，有一定几率降低目标攻击力。
PROPSKILL_TXT_000202,Iceshark,冰枪投射
PROPSKILL_TXT_000203,"Fires an icy projectile that explodes on impact, bursting outward in freezing shards.",凝水成冰，击向附近的敌人。
PROPSKILL_TXT_000204,Water Mastery,水系修炼
PROPSKILL_TXT_000205,Enhances the power of Water spells.,提高水系魔法攻击力。
PROPSKILL_TXT_000206,Poison Cloud,毒云密布
PROPSKILL_TXT_000207,"Summons a poisonous cloud above the target enemy, raining toxins that poison the target enemy and surrounding enemies over time.",将对方置于毒云中，一定几率使其中毒。
PROPSKILL_TXT_000208,Void,风之真空
PROPSKILL_TXT_000209,Creates a powerful vacuum that crushes the enemy.,用风卷住对方，在形成的真空中令其受到伤害。
PROPSKILL_TXT_000210,Wind Mastery,风系修炼
PROPSKILL_TXT_000211,Enhances the power of Wind spells.,提高风系魔法攻击力。
PROPSKILL_TXT_000212,Windfield,狂风怒吼
PROPSKILL_TXT_000213,"Summons a field of cutting winds beneath the target enemy, damaging the target enemy and surrounding enemies, with a chance to reduce their movement speed.",一段时间内将区域笼罩在狂风之中，一定几率减慢区域内目标的移动速度。
PROPSKILL_TXT_000214,Meteo Shower,陨石坠落
PROPSKILL_TXT_000215,Calls down a shower of meteors that strike the target enemy and surrounding enemies.,召唤燃烧着的陨石袭击周围所有的对象。
PROPSKILL_TXT_000216,Lightning Storm,风雷狂袭
PROPSKILL_TXT_000217,"Summons a raging lightning storm that strikes the target enemy and surrounding enemies, with a chance to reduce Critical Damage.",风雷聚集，猛烈震荡周围的目标。一定几率降低目标暴击伤害。
PROPSKILL_TXT_000218,Sandstorm,风沙吞噬
PROPSKILL_TXT_000219,"Engulfs the target enemy and surrounding enemies in a violent sandstorm, with a chance to reduce their accuracy.",风与土形成的沙尘暴，令其中的目标受到剧烈攻击。有几率降低目标命中。
PROPSKILL_TXT_000220,Blizzard,雪山崩塌
PROPSKILL_TXT_000221,"Summons a freezing blizzard on the target enemy, striking the target enemy and surrounding enemies, with a chance to stun.",借助自然界水土之力引发的雪崩，清扫一切，一定几率使被打中的目标陷入眩晕之中。
PROPSKILL_TXT_000222,Yo-Yo Mastery,轮术领悟
PROPSKILL_TXT_000223,Increases damage dealt with Yo-Yos.,暂时提高飞轮的攻击力。
PROPSKILL_TXT_000224,Bow Mastery,弓术领悟
PROPSKILL_TXT_000225,Increases damage dealt with bows.,暂时提高弓箭的攻击力。
PROPSKILL_TXT_000226,Dark Illusion,潜行
PROPSKILL_TXT_000227,Turns you invisible for a short time.,暂时进入隐身状态。
PROPSKILL_TXT_000228,Junk Arrow,乱箭射击
PROPSKILL_TXT_000229,"Fires multiple volleys of arrows wildly at the enemy, some of which may miss.",无目标地随意乱射。
PROPSKILL_TXT_000230,Fast Walker,疾行
PROPSKILL_TXT_000231,Increases movement speed for a short time.,短时间内提高移动速度。
PROPSKILL_TXT_000232,Aimed Shot,精准射击
PROPSKILL_TXT_000233,"A slow, carefully aimed shot with a chance to deal double damage.",一定几率射出双倍伤害的箭。
PROPSKILL_TXT_000234,Slow Step,迟缓术
PROPSKILL_TXT_000235,An attack that may reduce the enemy's movement speed.,用飞轮攻击敌人的腿部，减缓对方的移动速度。
PROPSKILL_TXT_000236,Silent Shot,伏击
PROPSKILL_TXT_000237,A surprise attack that deals increased damage during Dark Illusion.,偷袭对方，在潜行状态下威力更大，施展技能后潜行状态会被解除。
PROPSKILL_TXT_000238,Perfect Block,绝对闪避
PROPSKILL_TXT_000239,Increases your Block.,提高回避对方攻击的能力。
PROPSKILL_TXT_000240,Arrow Rain,箭雨
PROPSKILL_TXT_000241,"Rains down arrows on the target enemy and surrounding enemies, dealing damage over time.",向空中射出箭雨，落在周围的敌人身上
PROPSKILL_TXT_000242,Cross Line,十字震荡
PROPSKILL_TXT_000243,A Yo-Yo strike with a chance to stun the enemy.,双轮合击打出暴击，一定几率将对方震晕。
PROPSKILL_TXT_000244,Auto Shot,自动射击
PROPSKILL_TXT_000245,"Fires multiple arrows at the enemy, with a chance to reduce their accuracy.",连续将多发弓箭集中射向一个点，有一定几率降低对方命中。
PROPSKILL_TXT_000246,Snatch,偷袭
PROPSKILL_TXT_000247,Steals Penya from the target while under Dark Illusion. Must attack from behind.,需处于潜行状态且只能在背后使用，给予致命伤害的同时有一定几率窃取对方的金币。
PROPSKILL_TXT_000248,Counter Attack,破招
PROPSKILL_TXT_000249,Assume a counterattack stance that nullifies the next close-range attack against you and stuns the attacker. You cannot perform other actions while in this stance.,回避敌人的一次攻击，并立刻反击并击晕对方。
PROPSKILL_TXT_000250,Deadly Swing,死亡轮舞
PROPSKILL_TXT_000251,A powerful Yo-Yo strike that may reduce the enemy's Attack Speed and Casting Speed.,飞轮华丽的切割，一定几率让对方持续出血。
PROPSKILL_TXT_000252,Pulling,牵引
PROPSKILL_TXT_000253,Pulls the target toward you using the Yo-Yo.,利用飞轮将对方拉自自己身前。
PROPSKILL_TXT_000254,Critical Swing,斗志风轮
PROPSKILL_TXT_000255,Increases your Critical Chance and Block Penetration.,暂时提高飞轮的暴击率。
PROPSKILL_TXT_000256,Enchant Poison,毒击
PROPSKILL_TXT_000257,Imbues the Yo-Yo so attacks have a chance to inflict poison and increases Attack.,暂时给飞轮附加毒属性，有一定几率令对方中毒。
PROPSKILL_TXT_000258,Enchant Blood,割裂
PROPSKILL_TXT_000259,Imbues the Yo-Yo so attacks have a chance to inflict bleeding and increases Attack.,"暂时令飞轮附上致命的伤害, 有一定几率令对方持续出血。"
PROPSKILL_TXT_000260,Enchant Absorb,生命吸取
PROPSKILL_TXT_000261,Imbues the Yo-Yo so attacks have a chance to drain HP and increases Attack.,暂时使飞轮的攻击产生嗜血的效果，在攻击中有一定几率吸取对方HP。
PROPSKILL_TXT_000262,Multi-Stab,背后突袭
PROPSKILL_TXT_000263,Strikes the enemy multiple times with the Yo-Yo.,使用飞轮多次攻击敌人。
PROPSKILL_TXT_000264,Hit of Penya,乾坤一掷
PROPSKILL_TXT_000265,Consumes your own Penya to strike the enemy with devastating force.,无视防御地攻击对方，造成伤害越大损失的金币也越多。
PROPSKILL_TXT_000266,Escape,金蝉脱壳
PROPSKILL_TXT_000267,Removes all debuffs from yourself.,移除所有负面状态。
PROPSKILL_TXT_000268,Vital Stab,暗杀
PROPSKILL_TXT_000269,A surprise attack that can only be used under Dark Illusion.,从潜行状态下现身，给予对方致命一击，有一定几率造成双倍伤害。
PROPSKILL_TXT_000270,Critical Shot,致命射击
PROPSKILL_TXT_000271,Increases Critical Chance for a limited time.,短时间内提升暴击率。
PROPSKILL_TXT_000272,Ice Arrow,冰箭
PROPSKILL_TXT_000273,"Shoots ice-covered arrows at the target enemy and surrounding enemies, reducing their movement speed.",爆发性地射出具有冻结周围对象效果的箭，给予伤害的同时牵制对方移动。
PROPSKILL_TXT_000274,Flame Arrow,火焰箭矢
PROPSKILL_TXT_000275,"Fires a flame-imbued arrow that leaves a burning field at the impact point, dealing damage over time to enemies within it.",赋予箭矢火元素，灼烧周围敌人。
PROPSKILL_TXT_000276,Piercing Arrow,穿透箭
PROPSKILL_TXT_000277,Fires a powerful arrow that pierces through enemies in a line.,提升弓箭伤害。
PROPSKILL_TXT_000278,Poison Arrow,毒箭
PROPSKILL_TXT_000279,"Shoots a poison-tipped arrow at the enemy, inflicting poison damage over time.",附毒的箭支有一定几率令敌人中毒。
PROPSKILL_TXT_000280,Silent Arrow,沉默之箭
PROPSKILL_TXT_000281,Attacks the enemy and prevents them from casting spells.,发出带有沉默效果的箭，使其无法使用魔法。
PROPSKILL_TXT_000282,Nature,自然领悟
PROPSKILL_TXT_000283,"Attunes you to nature, heightening your senses to increase Magic Resistance and Bow Range.",借助自然之力提升感知，提升魔法防御与弓箭射程。
PROPSKILL_TXT_000284,Triple Shot,三连强射
PROPSKILL_TXT_000285,Fires a volley of arrows that stuns the target.,同时发射出三支弓箭，威力大大加强的攻击，并击晕目标。
PROPSKILL_TXT_000286,Flash,闪光弹
PROPSKILL_TXT_000287,Blinded by the flash of light.,被闪光弹击中后无法睁开眼睛。
PROPSKILL_TXT_000288,Single Stun,单体晕眩
PROPSKILL_TXT_000290,Stun Group,群体晕眩
PROPSKILL_TXT_000291,You are stunned and cannot move.,暂时处于击晕状态，无法移动。
PROPSKILL_TXT_000292,Damage,波及
PROPSKILL_TXT_000294,Atk. Counter,伺机而动
PROPSKILL_TXT_000295,Attack just as an enemy attacks.,暂时回避敌人的攻击，待其露出破绽立刻还击。
PROPSKILL_TXT_000296,Knockback,击退
PROPSKILL_TXT_000297,Pushes the enemy back.,凌厉的攻击令敌人踉跄后退。
PROPSKILL_TXT_000298,Burningfield,炼狱火海
PROPSKILL_TXT_000299,"Ignites the ground, creating a burning field that deals damage over time to enemies standing on it.",将指定的地区变成火海，对敌人施加持续攻击。
PROPSKILL_TXT_000300,Poison,中毒
PROPSKILL_TXT_000301,"You are poisoned, suffering damage over time and reduced HP Restoration.",一定时间内受持续的毒伤害。
PROPSKILL_TXT_000302,Stun,晕眩
PROPSKILL_TXT_000303,You are stunned and cannot move.,你被击晕了，无法移动。
PROPSKILL_TXT_000304,Bleeding,流血
PROPSKILL_TXT_000305,"You are bleeding, suffering damage over time and reduced Attack Speed and Casting Speed.",对敌人造成持续流血伤害，并降低其攻击速度。
PROPSKILL_TXT_000306,Steal HP,吸血
PROPSKILL_TXT_000307,Drains life from an enemy.,吸取对方的生命。
PROPSKILL_TXT_000308,Swordcross,刺伤
PROPSKILL_TXT_000310,Poison Sting,中毒
PROPSKILL_TXT_000313,Damages an enemy over time.,在一段时间内对敌人造成持续伤害
PROPSKILL_TXT_000314,Chill of Death,死亡之寒
PROPSKILL_TXT_000315,"You are chilled, suffering reduced Attack Speed and Casting Speed.",降低攻击速度和增加技能冷却时间
PROPSKILL_TXT_000319,You fainted.,无法移动的状态
PROPSKILL_TXT_000320,Krrr's Poison,野人的毒剂
PROPSKILL_TXT_000324,Berserker Mushroom,敏锐
PROPSKILL_TXT_000325,Increases Attack and Attack Speed.,增加攻击力和攻击速度。
