Key,English,Thai
PROPQUEST_DUNGEONANDPK_INC_000436,How could you? To think I thought to count you as a friend.,อย่าบอกนะว่า…? คุณคิดว่าฉันจะนับว่าคุณเป็นเพื่อนแล้วงั้นเรอะ
PROPQUEST_DUNGEONANDPK_INC_000437,Oh… Thank you… so much. I could never repay you fully. Thank you so much.,โอ้ ขอบคุณมาก ฉันไม่รู้จะตอบแทนคุณยังไงให้สมกับการช่วยเหลือ แต่ก็ขอบคุณมาก
PROPQUEST_DUNGEONANDPK_INC_000438,You have to gather all three pieces of the Key.,คุณต้องรวบรวมกุญแจทั้งสามชิ้น
PROPQUEST_DUNGEONANDPK_INC_000439,Hunt Keakoon and get all 3 pieces of the prison key.,ล่า Keakoon และจะได้รับกุญแจคุก 3 ชิ้น
PROPQUEST_DUNGEONANDPK_INC_000442,You have delivered all the pieces of the key but it looks like he still has something to say.,คุณได้ส่งกุญแจทุกชิ้นแล้ว แต่ดูเหมือนว่าเขายังมีอะไรจะพูด
PROPQUEST_DUNGEONANDPK_INC_000444,Keakoon in Mine (2),Keakoon in Mine (2)
PROPQUEST_DUNGEONANDPK_INC_000445,I still have a need for you. Would you help me yet again?,ฉันยังอยากให้คุณช่วยอยู่ คุณช่วยฉันอีกครั้งได้มั้ย?
PROPQUEST_DUNGEONANDPK_INC_000446,You are a true friend. Take this key and free my father. I am not strong enough. Please.,คุณคือเพื่อนแท้เลย ใช้กุญแจนี้ปล่อยพ่อฉันให้เป็นอิสระ ฉันยังไม่แข็งแรงพอจะไปช่วยท่าน ขอร้องล่ะ
PROPQUEST_DUNGEONANDPK_INC_000447,You show yourself to be no better than the fiends that imprisoned my father.,คุณแสดงให้เห็นว่าตัวเองไม่ได้ดีไปกว่าพวกมอนสเตอร์ที่ขังพ่อฉันไว้เลย
PROPQUEST_DUNGEONANDPK_INC_000449,My father is in a prison on the outskirts of Keakoon village. Please hurry he cannot last much longer.,พ่อฉันอยู่ในคุกที่ชานเมือง Keakoon ได้โปรดรีบไป เขาคงมีชีวิตอยู่ได้อีกไม่นาน
PROPQUEST_DUNGEONANDPK_INC_000450,"Rescue Nevil, father of Drian.",ช่วย Nevil พ่อของ Drian
PROPQUEST_DUNGEONANDPK_INC_000453,You have saved Nevil. Go and talk to him.,คุณได้ช่วย Nevil ไว้ เข้าไปคุยกับเขา
PROPQUEST_DUNGEONANDPK_INC_000455,Keakoon in Mine (3),Keakoon in Mine (3)
PROPQUEST_DUNGEONANDPK_INC_000456,"Many thanks, friend. You have done so much for us but would you do something more?",ขอบคุณมาก สหาย คุณทำเพื่อพวกเรามามากแล้ว แต่คุณยังอยากทำอะไรมากกว่านี้อีกมั้ย?
PROPQUEST_DUNGEONANDPK_INC_000457,Please defeat the Elite Keakoon Guard Leader and bring me the Chief Sign that proves I am the one true Chief of the Keakoon. Would you also please bring me the cargo my son Drian is keeping safe for me?,โปรดช่วยข้ากำจัด Elite Keakoon Guard Leader และนำตราประทับที่พิสูจน์ให้เห็นว่าฉันเป็นหัวหน้าที่แท้จริงของ Keakoon มาให้ฉัน แล้วก็ช่วยนำแพ็คเกจที่ลูกชายข้า Drain เก็บไว้ให้ฉันมาด้วยได้มั้ย
PROPQUEST_DUNGEONANDPK_INC_000458,What kind of person are you if you refuse to help those with less power than you?,คุณเป็นคนแบบไหนถึงปฏิเสธที่จะช่วยเหลือผู้ที่อ่อนแอกว่า
PROPQUEST_DUNGEONANDPK_INC_000459,Thank you. It is my great hope that Keakoon and human can thrive together once again. Take this ring as a gift.,ขอบคุณมาก คุณเป็นความหวังเดียวที่จะทำให้ Keakoon และชาวเมืองเจริญรุ่งเรืองได้อีกครั้ง รับแหวนนี้เป็นของขวัญสิ
PROPQUEST_DUNGEONANDPK_INC_000460,"If, by any chance, you want more adventure visit Bernard in Darken. Be careful. I would hate for something to happen to you.",ถ้าคุณอยากได้โอกาสอีกครั้ง ไปหา Bernard ใน Darken ระวังตัวด้วย
PROPQUEST_DUNGEONANDPK_INC_000461,Hrmm… It might not be that dangerous for someone as strong as you.,หืมมม คุณดูแข็งแรงมาก ไม่น่าจะเป็นอันตรายได้นะ
PROPQUEST_DUNGEONANDPK_INC_000462,Bring the seal of the chief and the package that Drian is holding back to Nevil.,นำตราประทับของหัวหน้าและแพ็คเกจที่ Drian ถืออยู่มายัง Nevil
PROPQUEST_DUNGEONANDPK_INC_000465,"You rescued Nevil, chief of the Keakoon. You can feel the secrets around this place. Maybe you can get some information from Bernard.",คุณช่วย Nevil หัวหน้า Keakoon คุณสัมผัสความลับรอบๆ นี้ได้ บางทีคุณอาจได้รับข้อมูลบางอย่างจาก Bernard
PROPQUEST_DUNGEONANDPK_INC_000467,Death Mine and Roaches (1),Death Mine and Roaches (1)
PROPQUEST_DUNGEONANDPK_INC_000468,Hmm… Is that the ring of Nevil around your finger?,หืมมม นั่นแหวนของ Nevil เหรอ?
PROPQUEST_DUNGEONANDPK_INC_000469,Your strength has been proven then. Would you prove yourself further? The Roach is somehow connected to the death of people in the mine.,ความแข็งแกร่งของคุณได้รับการพิสูจน์แล้ว คุณจะพิสูจน์ตัวเองต่อไปหรือไม่? The Roach มีส่วนเกี่ยวข้องกับการตายของผู้คนในเหมือง
PROPQUEST_DUNGEONANDPK_INC_000470,There is a mystery to be unlocked here. Would you bring me the blood of the Roach larva?,มีเรื่องลึกลับที่จะปลดล็อกได้ที่นี่ คุณช่วยนำเลือดของตัวอ่อนแมลงสาบมาให้ฉันได้มั้ย?
PROPQUEST_DUNGEONANDPK_INC_000471,Thank you. There are two kinds of Roach - Pink and Blue. Break open their eggs and hunt down the larva.,ขอบคุณ แมลงสาบมี 2 ประเภทคือ Pink และ Blue ตีไข่พวกมันให้แตกแล้วก็ล่าตัวอ่อนพวกมันซะให้หมด
PROPQUEST_DUNGEONANDPK_INC_000472,There will be no revelation without danger.,จะไม่มีการสำแดงใดๆ ที่ปราศจากอันตราย
PROPQUEST_DUNGEONANDPK_INC_000473,"Ahh, there is much to be learned from the blood of these Roaches.",อ่า มีหลายสิ่งให้เรียนรู้จากเลือดของแมลงสาบพวกนี้
PROPQUEST_DUNGEONANDPK_INC_000474,No! No! No! Bring me more information!,ไม่ๆๆ! หาข้อมูลเพิ่มเติมมาให้ฉัน!
PROPQUEST_DUNGEONANDPK_INC_000475,Bring the blood of Roaches by destroying their eggs and defeating Roach Larva.,หาเลือดแมลงสาบได้จากการทำลายไข่และตัวอ่อนของพวกมัน
PROPQUEST_DUNGEONANDPK_INC_000478,Looks like he still has a need of you.,ท่าทางเขาต้องการความช่วยเหลือจากคุณนะ
PROPQUEST_DUNGEONANDPK_INC_000480,Death Mine and Roaches (2),Death Mine and Roaches (2)
PROPQUEST_DUNGEONANDPK_INC_000481,The toxicity of Roaches has poisoned many humans in the mine.,พิษของมันมีผลกับคนในเหมืองเป็นจำนวนมาก
PROPQUEST_DUNGEONANDPK_INC_000482,It seems that the Roach Queens are the source of the poison.,ดูเหมือนว่า Roach Queens เป็นแหล่งกำเนิดพิษ
PROPQUEST_DUNGEONANDPK_INC_000483,Bring me the blood of Pink and Blue Roach Queens so that I can make a vaccine.,นำเลือดของ Pink และ Blue Roach Queens มา เพื่อให้ฉันสามารถทำวัคซีนได้
PROPQUEST_DUNGEONANDPK_INC_000484,Sprinkle this liquid on the Roach Queen egg to wake her up. Be careful.,โรยของเหลวนี้ลงบนไข่ Roach Queen เพื่อปลุกเธอขึ้นมา ระวังด้วยนะ!!
PROPQUEST_DUNGEONANDPK_INC_000485,You really will not see this through to the end?,คุณจะไม่อยู่ดูเรื่องนี้จนจบจริงๆ เหรอ?
PROPQUEST_DUNGEONANDPK_INC_000486,This vaccine will save many lives. Thank you.,วัคซีนนี้จะช่วยชีวิตคนได้เป็นจำนวนมาก ขอบคุณ
PROPQUEST_DUNGEONANDPK_INC_000487,Take this weapon as a token of gratitude and this card to venture deeper into the mine.,รับอาวุธนี้เป็นสัญลักษณ์ของความขอบคุณ และการ์ดใบนี้ใช้สำหรับเข้าไปในเหมืองที่ลึกขึ้น
PROPQUEST_DUNGEONANDPK_INC_000488,The Roaches appeared very suddenly in the mine. Maybe you can find out the reason by going deeper into the mine.,แมลงสาบปรากฏตัวขึ้นอย่างฉับพลันในเหมือง บางทีคุณอาจจะหาเหตุผลได้โดยเข้าไปในเหมืองให้ลึกขึ้น
PROPQUEST_DUNGEONANDPK_INC_000489,I am sure that you can handle the upcoming danger.,ฉันแน่ใจว่าคุณจะจัดการอันตรายที่กำลังจะมาถึงได้
PROPQUEST_DUNGEONANDPK_INC_000490,Gather the blood of Pinky and Blue Roach Queen.,รวบรวมเลือดของ Pinky และ Blue Roach Queen
PROPQUEST_DUNGEONANDPK_INC_000493,Something about the way Bernard talks suggessts that the Roaches were placed in the mines intentionally. Maybe you can find out.,เรื่องที่เบอร์นาร์ดพูดทำให้เห็นว่าแมลงสาบถูกวางไว้ในเหมืองโดยเจตนา บางทีคุณอาจเจอคำตอบ
PROPQUEST_DUNGEONANDPK_INC_000495,Dwarpet Kazen,Dwarpet Kazen
PROPQUEST_DUNGEONANDPK_INC_000496,What brings you here? I am sure you know of the many deaths surrounding this place.,คุณมีธุระอะไรที่นี่? ฉันแน่ใจว่าคุณคงรู้ว่ารอบๆ สถานที่นี้มีแต่ความตาย
PROPQUEST_DUNGEONANDPK_INC_000497,You will not be able to find out what happened here without my help. I will tell you what you want to know if you do me a favor. What do you think?,คุณจะไม่รู้เลยว่าเกิดอะไรขึ้นที่นี่ถ้าไม่ได้รับความช่วยเหลือจากฉัน ฉันจะบอกสิ่งที่คุณต้องการ ถ้าคุณช่วยฉัน คุณว่าไง?
PROPQUEST_DUNGEONANDPK_INC_000498,Bring me 30 Cillin and I will tell you everything you need to know.,นำ Cillin มาให้ฉัน 30 ชิ้นแล้วฉันจะบอกทุกอย่าง
PROPQUEST_DUNGEONANDPK_INC_000499,"Pssh, some great hero, you cannot even bring me some simple stones.",ฮีโร่บางคนเก่งมากนะ แต่ก็ยังไม่สามารถนำหินมาได้ง่ายๆ
PROPQUEST_DUNGEONANDPK_INC_000500,Hmm… I did not think you would be back so soon. Take this money as a gift.,อืม... ฉันไม่คิดว่าคุณจะกลับเร็วขนาดนี้ รับเงินนี้เป็นของขวัญ
PROPQUEST_DUNGEONANDPK_INC_000501,I said 30. Not 29 or 28. Bring me 30 Cillin.,ฉันบอกแล้วว่า 30 ไม่ใช่ 29 หรือ 28 นำ Cillin มา 30 รายการ
PROPQUEST_DUNGEONANDPK_INC_000502,Gather 30 Cillin.,รวบรวม Cillin 30 รายการ
PROPQUEST_DUNGEONANDPK_INC_000507,Bring Ribenuum,นำ Ribenuum มา
PROPQUEST_DUNGEONANDPK_INC_000508,I am here in Dekane mining for Ribenuum. In all of Madrigal Ribenuum can only be found in the Darkon area.,ฉันอยู่ในเหมืองแร่ Dekane คุณสามารถพบ Madrigal Ribenuum ได้ในเฉพาะพื้นที่ Dekane เท่านั้น
PROPQUEST_DUNGEONANDPK_INC_000509,Ribenuum is made when a Green Trillipy eats a stone and metabolizes it.,Ribenuum ถูกสร้างขึ้นเมื่อ Green Trillipy กินหินและเผาผลาญมัน
PROPQUEST_DUNGEONANDPK_INC_000510,Would you bring me some Ribenuum? A Green Tillipy is dangerous but you look equally as dangerous.,คุณนำ Ribenuum มาให้ฉันได้ไหม? Green Tillipy ก็ดูอันตรายอยู่เหมือนกัน
PROPQUEST_DUNGEONANDPK_INC_000511,Green Trillipy are down the hall to the right. The room to the left is blocked.,Green Trillipy อยู่ทางด้านขวาของห้องโถง แต่ห้องทางด้านซ้ายถูกปิดไว้
PROPQUEST_DUNGEONANDPK_INC_000512,"Are you kidding me? Go on and get out of here, I may not look it but I am an old Dwarpet and I do not have time for games.",คุณล้อเล่นหรือเปล่า ออกไปจากที่นี่เถอะ ฉันอาจจะมองไม่เห็น แต่ฉันเป็น Dwarpet และไม่มีเวลาเล่นเกม
PROPQUEST_DUNGEONANDPK_INC_000513,Ahhh...you brought the Ribenuum. But what is this? It is flawed!,อ่า...คุณเอา Ribenuum มาด้วย แต่นี่คืออะไร? มันมีข้อบกพร่อง!
PROPQUEST_DUNGEONANDPK_INC_000514,How hard is it to bring me what I asked for? 30 pieces of Ribenuum?,มันยากขนาดนั้นเลยเหรอที่จะนำ Ribenuum มาให้ฉัน 30 รายการ???
PROPQUEST_DUNGEONANDPK_INC_000515,Gather 30 pieces of Ribenuum from Green Trillipy,เก็บรวบรวม Ribenuum 30 รายการ จาก Green Trillipy
PROPQUEST_DUNGEONANDPK_INC_000520,Refine Ribenuum,ปรับแต่ง Ribenuum
PROPQUEST_DUNGEONANDPK_INC_000521,The Ribenuum you brought is impure. I could take it home and refine it myself but the other Dwarpets would laugh me back to Flarine.,Ribenuum ที่คุณนำมานั้นไม่บริสุทธิ์ ฉันสามารถเอากลับบ้านและไปแก้ไขเพิ่มได้ แต่ Dwarpets จะหัวเราะฉันเมื่อกลับไป Flarine
PROPQUEST_DUNGEONANDPK_INC_000522,"It will have to be refined in a human village then. There is only one human I trust to do it it right. There is man named Nein, he was one of the last humans to work in these mines. Maybe the very last human.",มันจะต้องได้รับการขัดเกลาในหมู่บ้านมนุษย์แล้ว มีมนุษย์เพียงคนเดียวที่ฉันไว้วางใจให้ทำถูกต้อง มีชายคนหนึ่งชื่อ Nein เขาเป็นคนสุดท้ายที่ทำงานในเหมืองเหล่านี้ อาจเป็นมนุษย์คนสุดท้าย
PROPQUEST_DUNGEONANDPK_INC_000523,"Bring these Ribenuum to Nein and have him refine them. Then bring them back to me, would you?",นำ Ribenuum นี้ไปให้ Nein และให้เขาปรับแต่งมัน แล้วนำกลับมาให้ฉัน
PROPQUEST_DUNGEONANDPK_INC_000524,I heard that Nein lives somewhere in the Dead Walderness. He will refine the 30 pieces of impure Ribenuum into 10 pieces of high quality Ribenuum.,ฉันได้ยินมาว่า Nein อาศัยอยู่ที่ไหนสักแห่งใน Dead Walderness เขาจะปรับแต่ง Ribenuum 30 ชิ้นลงใน Ribenuum 10 ชิ้น
PROPQUEST_DUNGEONANDPK_INC_000525,Are you kidding me? Get lost! I do not have patience for games!,คุณกำลังล้อเล่นใช่ไหม ออกไป ฉันเริ่มจะหมดความอดทนแล้ว!
PROPQUEST_DUNGEONANDPK_INC_000526,"Oh… Thank you, thank you, thank you! Take this necklace and some money with you.",โอ้... ขอบคุณ ขอบคุณ ขอบคุณ! รับสิ่งนี้ไว้ มันคือสร้อยคอและเงินของคุณ
PROPQUEST_DUNGEONANDPK_INC_000527,Hmmm... maybe I was asking too much of you. You can just go home.,อืม... บางทีฉันอาจจะถามคุณมากเกินไป คุณกลับไปได้แล้ว
PROPQUEST_DUNGEONANDPK_INC_000528,Gather 10 pieces of high quality Ribenuum,เก็บ 10 Ribenuum คุณภาพสูง
PROPQUEST_DUNGEONANDPK_INC_000533,Bring Triduum,นำ Triduum มา
PROPQUEST_DUNGEONANDPK_INC_000534,"Ribenuum is useless to most humans. Maybe you have a Dwarpet friend you can give it to? Here, let me see it. These samples are too impure and even I cannot refine them without the right materials.",ส่วนใหญ่ Ribenuum ไม่มีประโยชน์สำหรับมนุษย์ บางทีคุณอาจมีเพื่อน Dwarpet ที่คุณสามารถให้มันได้หรือไม่? มาดูกันเถอะ ตัวอย่างของพวกนี้สกปรกมากเกินไปและฉันไม่สามารถแก้ไขวัสดุเหล่านี้ได้โดยที่ไม่มีวัสดุที่เหมาะสม
PROPQUEST_DUNGEONANDPK_INC_000535,I need a special metal called Triduum in order to refine this. You can get it by hunting Violet Trillipy but they live deep in the Dekane Mine.,ฉันต้องการโลหะพิเศษที่เรียกว่า Triduum เพื่อที่จะแก้ไขสิ่งนี้ คุณจะได้รับมันโดยการล่า Violet Trillipy แต่พวกเขาอาศัยอยู่ลึกลงไปในเหมืองแร่ Dekane
PROPQUEST_DUNGEONANDPK_INC_000536,Well… If you really need the Ribenuum refined bring me 20 Triduums. You are going to need a special ID card to go in there.,ดี... ถ้าคุณต้องการ Ribenuum นำ Triduums มาให้ฉัน 20 อัน และคุณจะต้องมีบัตรพิเศษเพื่อไปที่นั่น
PROPQUEST_DUNGEONANDPK_INC_000537,Go and get an ID card from the guys I used to work with.,ไปรับบัตรประจำตัวจากคนที่ฉันเคยทำงานด้วย
PROPQUEST_DUNGEONANDPK_INC_000538,Ha ha ha.You can do that if you need to. I hope you are not doing this for some Dwarpet.,ฮ่าๆ คุณสามารถทำเช่นนั้นได้หากต้องการ ฉันหวังว่าคุณจะไม่ทำเช่นนี้กับ Dwarpet
PROPQUEST_DUNGEONANDPK_INC_000539,"Here is your refined Ribenuum. But, a word of warning, if the Dwarpet Kazen asked you for this… he is thinking more than he is saying.",นี่คือ Refined Ribenuum ของคุณ โปรดจำไว้ว่า.. ถ้า Dwarpet Kazen ถามคุณสำหรับเรื่องนี้... เขาคิดไปเยอะกว่าสิ่งที่เขาพูด
PROPQUEST_DUNGEONANDPK_INC_000540,Kazen has hated humans for as long as I have known him and him working with you means he is on to something big. You know… there is a rumor that he had a hand in all the deaths in that mine.,ท่าที่ฉันรู้จักเขา Kazen เกลียดมนุษมาก และเขาทำงานร่วมกับคุณหมายความว่าเขาต้องการอะไรที่ยิ่งใหญ่ คุณรู้ไหม... มีข่าวลือว่าเขามีส่วนช่วยในการเสียชีวิตในเหมืองนั่น
PROPQUEST_DUNGEONANDPK_INC_000541,You let me know if he is acting suspiciously. Maybe I can do something to help you.,คุณบอกเราได้ ถ้าเขาทำตัวน่าสงสัย บางทีฉันสามารถทำอะไรเพื่อช่วยคุณได้
PROPQUEST_DUNGEONANDPK_INC_000542,Why not just let it go? Go home and get some rest.,ทำไมไม่ปล่อยวางซะ? กลับบ้านไปพักผ่อนเถอะ
PROPQUEST_DUNGEONANDPK_INC_000543,Get the ID card that will allow you into the room with the Violet Trillipy. Hunt them down and bring 20 pieces of Triduum to Nein.,รับบัตรที่จะช่วยให้คุณเข้าห้องได้ด้วย Violet Trillipy ค้นหาพวกเขาและลงไปหา Triduum จำนวน 20 ชิ้นไปให้ Nein
PROPQUEST_DUNGEONANDPK_INC_000548,ID Card (1),ID Card (1)
PROPQUEST_DUNGEONANDPK_INC_000549,"What? You want to know where the Violet Trillipy live? You seem so curious about this accursed mine. Unfortunately, there are not many people left who know much about it.",อะไร? คุณต้องการทราบว่าไวโอเล็ต Trillipy อาศัยอยู่ที่ไหน? ดูเหมือนคุณอยากรู้เรื่องเหมืองที่ถูกสาปแช่ง แต่น่าเสียดายเหลือเกินที่ไม่มีใครรู้เรื่องนี้มากนัก
PROPQUEST_DUNGEONANDPK_INC_000550,Only a few of the mine workers go that deep into the mine. I don't know much about them or the ID card they use to get down there. Oh! You should go speak with Bernard about this.,มีเพียงไม่กี่คนที่ทำงานเหมืองแร่ไปที่ลึกเข้าไปในเหมือง ฉันรู้เกี่ยวกับพวกเขาหรือ ID Card ที่พวกเขาใช้เพื่อลงที่นั่น จริงสิ! คุณลองไปหา Bernard น่าจะดีกว่านะ
PROPQUEST_DUNGEONANDPK_INC_000551,Would you please say Hi to Bernard for me?,ฝากทักทาย Bernard ให้ฉันด้วย
PROPQUEST_DUNGEONANDPK_INC_000552,"No, you are right. You should not be the next one to suffer.",ไม่ คุณพูดถูก คุณไม่ควรจะเป็นคนต่อไปที่ต้องทนทุกข์ทรมาน
PROPQUEST_DUNGEONANDPK_INC_000553,Violet Trillipy… Do you mean you are going in there with them?,Violet Trillipy... นี่หมายความว่าคุณจะเข้าไปที่นั่นกับพวกเขาเหรอ?
PROPQUEST_DUNGEONANDPK_INC_000554,Why not just relax and give it up?,ทำไมไม่เพียงแค่ผ่อนคลายและยอมแพ้ไปล่ะ?
PROPQUEST_DUNGEONANDPK_INC_000555,"Chat with Bernard, then meet Andre in Darkon 3.",คุยกับ Barnard จากนั้นก็ไปพบกับ Andre ที่ Darkon 3
PROPQUEST_DUNGEONANDPK_INC_000560,ID card (2),ID card (2)
PROPQUEST_DUNGEONANDPK_INC_000561,"Look, I have no problem giving you the ID card… I just do not want to see you die… But if you really insist, then fine. Hunt some Watangka and I will give you the card.",ฟังนะ ฉันให้บัตรคุณได้ ไม่มีปัญหาหรอก แต่แค่ไม่อยากเห็นคุณต้องตาย ถ้าคุณยืนยันจะทำมันจริงๆ ล่ะก็ จงล่า Watangka จำนวนหนึ่ง และฉันจะให้การ์ดแก่คุณ
PROPQUEST_DUNGEONANDPK_INC_000562,If you can hunt Watangka you can probably hunt Violet Trillipy.,ถ้าคุณสามารถล่า Watangka คุณอาจจะล่า Violet Trillipy ได้
PROPQUEST_DUNGEONANDPK_INC_000563,Bye bye then! Take care of yourself…,ลาก่อน! ดูแลตัวเองนะ…
PROPQUEST_DUNGEONANDPK_INC_000564,Hmm… Violet Trillipy may be stronger than Watangka.,อืม… Violet Trillipy อาจจะแข็งแกร่งกว่า Watangka
PROPQUEST_DUNGEONANDPK_INC_000565,"Alright, here is the ID card. Just make sure you come out of there alive. I do not need a guilty conscience.",เอาล่ะ นี่คือ ID card เพียงให้แน่ใจว่าคุณจะออกมาจากที่นั่น ฉันไม่จำเป็นต้องสำนึกผิดในสิ่งที่ฉันทำ
PROPQUEST_DUNGEONANDPK_INC_000566,I guess we all get tired sometime?,ฉันเดาว่าเราคงจะเหนื่อยกันบ้างแล้วแหละ?
PROPQUEST_DUNGEONANDPK_INC_000567,Defeat 30 Captain Watangka and the Lord Watangka.,Defeat 30 Captain Watangka and the Lord Watangka.
PROPQUEST_DUNGEONANDPK_INC_000572,Door of Dark,ประตูแห่งความมืด
PROPQUEST_DUNGEONANDPK_INC_000573,"Excuse me. If you are not busy, would you please listen to my story? Have you ever heard of the Iblis Temple?",ขอโทษนะ ถ้าคุณว่างอยู่ คุณช่วยฟังเรื่องของฉันได้ไหม คุณเคยได้ยินเกี่ยวกับวัด Iblis ไหม?
