Key,English,Thai
TEXTCLIENT_STAND_LIMIT,You can use it when you stand up.,คุณสามารถใช้ได้เมื่อคุณยืนขึ้น
TEXTCLIENT_FLIGHT_NOUSE,Unable to use while flying.,ใช้งานขณะบินไม่ได้
TEXTCLIENT_ERROR_NOFLY,You cannot fly here.,ในพื้นที่นี้ไม่สามารถบินได้
TEXTCLIENT_ERROR_NOTALK,You are not allowed to talk.,คุณไม่ได้รับอนุญาตให้พูดคุย
TEXTCLIENT_ERROR_CHATSPAM,You received %d minutes penalty because of too much of chatting.,คุณได้รับโทษ %d นาที เนื่องจากการแชทมากเกินไป
TEXTCLIENT_APP_MOTION,Emotes,Emotes
TEXTCLIENT_APP_CHARINFO,Character,ตัวละคร
TEXTCLIENT_LIMIT_RECOVER,%s recovery limited to %d.,%s การกู้คืนถูกจำกัดไว้ที่ %d
TEXTCLIENT_ATTENTIONCOOLTIME,Please wait a while before using the item again.,โปรดรอสักครู่ก่อนที่จะใช้ไอเท็มอีกครั้ง
TEXTCLIENT_DEATH,Press Lodestar to resurrect (Nearest Town) or use an item to resurrect in place.,กด Lodestar เพื่อชุบชีวิต (เมืองที่ใกล้ที่สุด) หรือใช้รายการเพื่อชุบชีวิตในสถานที่
TEXTCLIENT_DEATH_ARENA,Press Lodestar to resurrect near the Arena.,กด Lodestar เพื่อฟื้นคืนชีพใกล้อารีน่า
TEXTCLIENT_MOBPRIORITY,You cannot attack a monster that is fighting against another player.,คุณไม่สามารถโจมตีมอนสเตอร์ที่กำลังต่อสู้กับผู้เล่นอื่น
TEXTCLIENT_NOQUITCOMBAT,You cannot quit during combat.,คุณไม่สามารถยกเลิกระหว่างการต่อสู้
TEXTCLIENT_LEVELUP,Level up! You can increase your stats in your character window.,เลเวลอัพ! คุณสามารถเพิ่มค่าสถานะของคุณในหน้าต่างตัวละครของคุณ
TEXTCLIENT_LEVELUP_CAPTION,Congratulations! Level up!,ยินดีด้วย! เลเวลอัพแล้ว!
TEXTCLIENT_CHARSTATUS_APPLY_Q,Do you want to use the current Stat setup?,คุณต้องการใช้การตั้งค่าสถานะปัจจุบันหรือไม่?
TEXTCLIENT_CHARSTATUS_FIRSTJOB,Your stat values will reset after your 1st job change.,ค่าสถานะของคุณจะถูกรีเซ็ตหลังจากเปลี่ยนอาชีพครั้งแรกของคุณ
TEXTCLIENT_BATTLEPASS_REQUIRED,This feature is only available with the Extended Flyff Pass or Hero Quest.,คุณสมบัตินี้ใช้ได้เฉพาะกับ Extended Battle Pass หรือ Hero Quest เท่านั้น
TEXTCLIENT_STATPAGE_COOLDOWN,You can swap stat pages in %d seconds.,คุณสามารถสลับหน้า Stat ได้ในทุก ๆ %d วินาที
TEXTCLIENT_ADMIN_STATE,Status,สเตตัส
TEXTCLIENT_ADMIN_NORMAL,Normal,ปกติ
TEXTCLIENT_SPEED_VERYSLOW,Very slow,ช้ามาก
TEXTCLIENT_SPEED_LOW,Slow,ช้า
TEXTCLIENT_SPEED_NORMAL,Normal,ปกติ
TEXTCLIENT_SPEED_FAST,Fast,เร็ว
TEXTCLIENT_SPEED_VERYFAST,Very fast,เร็วมาก
TEXTCLIENT_SPEED_FASTEST,Fastest,เร็วที่สุด
TEXTCLIENT_ITEMPRIORITY,The %s belongs to another player at the moment. Please wait a while.,%s เป็นของผู้เล่นอื่นในขณะนี้ กรุณารอสักครู่
TEXTCLIENT_LACKSPACE,Inventory is full. Please make room and try again.,ช่องเก็บของเต็ม โปรดเพิ่มพื้นที่ว่างและลองอีกครั้ง
TEXTCLIENT_REAPITEM,You received %s.,คุณได้รับ %s
TEXTCLIENT_REAPITEM_UPGRADE,You received %s +%d.,คุณได้รับ %s +%d
TEXTCLIENT_TROUPEREAPITEM,%s has gained %s.,%s ได้รับ %s แล้ว
TEXTCLIENT_APP_INVENTORY,Inventory,ช่องเก็บของ
TEXTCLIENT_REAPMONEY,You received %s Penya (Total: %s Penya).,คุณได้รับ %s Penya (รวม: %s Penya)
TEXTCLIENT_ERROR_SEX,%s is not for your gender.,%s ไม่ใช่เพศของคุณ
TEXTCLIENT_ERROR_JOB,You cannot equip the %s. Requirements not met.,คุณไม่สามารถสวมใส่ %s ได้ ไม่เป็นไปตามข้อกำหนด
TEXTCLIENT_ERROR_LEVEL,You cannot equip this item because your level is too low. (Req Lev: %d),คุณไม่สามารถสวมใส่ไอเท็มนี้ได้เนื่องจากเลเวลของคุณต่ำเกินไป (ต้องการเลเวล: %d)
TEXTCLIENT_ERROR_UNDESTRUCTABLE,You can not discard this item.,คุณไม่สามารถทิ้งไอเท็มนี้
TEXTCLIENT_ERROR_USINGITEM,You are already using this item.,You are already using this item.
TEXTCLIENT_SUCCESSREMOVEITEM,Number of %s deleted: %d.,จำนวน %s ที่ถูกลบ: %d
TEXTCLIENT_NOTARGET,"Cannot attack, no monster targeted.",ไม่สามารถโจมตีได้ ไม่มีมอนสเตอร์ที่เป็นเป้าหมาย
TEXTCLIENT_NOTUSE,You cannot use this yet.,คุณยังใช้สิ่งนี้ไม่ได้
TEXTCLIENT_ERROR_NOTLEVEL,Your level is too low.,เลเวลของคุณต่ำเกินไป
TEXTCLIENT_BLOCK_PM,%s is in the 'Refuse to Whisper/Messenger' setting.,%s อยู่ในการตั้งค่า 'ปฏิเสธที่จะกระซิบ/ส่งข้อความ'
TEXTCLIENT_YETTRADE,That player is currently busy. Please try again after few minutes.,ผู้เล่นคนนั้นกำลังยุ่งอยู่ โปรดลองอีกครั้งหลังจากนี้สักครู่
TEXTCLIENT_ITEMNOTUSE_TRADING,You cannot use items while trading.,คุณไม่สามารถใช้ไอเท็มขณะซื้อขายได้
TEXTCLIENT_REDCHIP,Red Chip,Red Chip
TEXTCLIENT_ERROR_EQUIPTRADE,Please unequip the item before selling it.,โปรดถอดอุปกรณ์ก่อนขาย
TEXTCLIENT_ERROR_NPCBUFFLEVEL,Only level %d~%d character can get buffs.,เฉพาะตัวละครระดับ %d~%d เท่านั้นที่จะได้รับบัฟ
TEXTCLIENT_ERROR_NPCBUFFFAIL,You cannot use %s right now.,คุณไม่สามารถใช้ %s ได้ในขณะนี้
TEXTCLIENT_LEVEL15JOB,Now it's time to choose your job.,ถึงเวลาเลือกอาชีพของคุณแล้ว
TEXTCLIENT_CHANGEJOB,Congratulations! You have advanced to the %s job class.,ยินดีด้วย! คุณได้ก้าวเข้าสู่อาชีพ %s แล้ว
TEXTCLIENT_APP_SKILL,Skills,สกิล
TEXTCLIENT_BASESKILLLEVEL,Character Level: %d,เลเวลตัวละคร: %d
TEXTCLIENT_PATTERNUP,You are learning new attack patterns!,คุณกำลังเรียนรู้รูปแบบการโจมตีใหม่!
TEXTCLIENT_WRONGITEM,You need to equip the correct weapon or item to use that skill.,คุณต้องติดตั้งอาวุธหรือไอเท็มที่ถูกต้องเพื่อใช้ทักษะนั้น
TEXTCLIENT_REQFP,Not enough FP.,FP ไม่เพียงพอ
TEXTCLIENT_REQMP,Not enough MP.,MP ไม่พอ
TEXTCLIENT_REQHP,Not enough HP.,Not enough HP.
TEXTCLIENT_BLOCKTARGETING,This action has been blocked by an obstacle..,การกระทำนี้ถูกขัดขวางโดยสิ่งกีดขวาง
TEXTCLIENT_SKILLREQUIRED,%s skill level %d is needed.,%s ระดับสกิล %d เป็นสิ่งจำเป็น
TEXTCLIENT_SKILLLEVELUP,%s skill level increased.,%s ระดับสกิลเพิ่มขึ้น
TEXTCLIENT_APP_PRIVATE_SHOP,Private Shop,ร้านค้าส่วนตัว
TEXTCLIENT_APP_QUEST,Quests,เควส
TEXTCLIENT_APP_CASH_SHOP,Flyff Shop,Flyff Shop
TEXTCLIENT_PREMIUM_ITEMS,Premium Items,ไอเทมพรีเมี่ยม
TEXTCLIENT_COMMUNICATION,Communication,การสื่อสาร
TEXTCLIENT_COMMUNITY,Community,Community
TEXTCLIENT_HELPER,Helper,ช่วยเหลือ
TEXTCLIENT_APP_ITEM_DURATION,Duration,ระยะเวลา
TEXTCLIENT_APP_MESSENGER,Messenger,Messenger
TEXTCLIENT_APP_PARTY,Party,Party
TEXTCLIENT_APP_GUILD,Guild,กิลด์
TEXTCLIENT_APP_COUPLE,Couple,Couple
TEXTCLIENT_APP_HELP,Help,ช่วยเหลือ
TEXTCLIENT_APP_HELP_TIPS,Tips,Tips
TEXTCLIENT_APP_FAQ,FAQ,FAQ
TEXTCLIENT_APP_FITTINGROOM,Fitting Room,ห้องแต่งตัว
TEXTCLIENT_APP_HELP_WIKI,Wiki Help,Wiki Help
TEXTCLIENT_APP_INFO_PANG,Info-Pang,Info-Pang
TEXTCLIENT_GUILDCOMBAT_CANNOT_PARTY,You cannot make a party in the Guild Siege arena.,คุณไม่สามารถจัดปาร์ตี้ในสนามประลองกิลด์ได้
TEXTCLIENT_PPVP_ADD_PARTY,You cannot invite another character to join the party during party PvP.,คุณไม่สามารถเชิญตัวละครอื่นให้เข้าร่วมปาร์ตี้ระหว่างปาร์ตี้ PvP ได้
TEXTCLIENT_DUEL_ADD_PARTY,You cannot join the party during duel.,คุณไม่สามารถเข้าร่วมปาร์ตี้ระหว่างการดวล
TEXTCLIENT_DUEL_ADD_GUILD,You cannot join the guild during duel.,คุณไม่สามารถเข้าร่วมกิลด์ได้ในระหว่างการดวล
TEXTCLIENT_BATTLE_NOTPARTY,You cannot invite others to join your party during a battle.,คุณไม่สามารถเชิญผู้อื่นเข้าร่วมปาร์ตี้ของคุณระหว่างการต่อสู้ได้
TEXTCLIENT_PARTYINVITE_DIFFERENTSERVER,Cannot invite a player from a different channel.,ไม่สามารถเชิญผู้เล่นจากช่องอื่นได้
TEXTCLIENT_PARTYOTHER,%s is currently in another party.,ขณะนี้ %s อยู่ในปาร์ตี้อื่น
TEXTCLIENT_PARTYEXISTCHR,%s is already in your party.,%s อยู่ในปาร์ตี้ของคุณแล้ว
TEXTCLIENT_DIFFERENTPARTY,Player cannot join the party.,ผู้เล่นไม่สามารถเข้าร่วมปาร์ตี้ได้
TEXTCLIENT_PARTYFAILINVITATE,%s has refused to join the party.,%s ปฏิเสธที่จะเข้าร่วมปาร์ตี้
TEXTCLIENT_PARTYDENY,%s is currently not accepting Party Invitations,ขณะนี้ %s ไม่รับคำเชิญปาร์ตี้
TEXTCLIENT_PARTYNOINVATE,Only the party leader can invite new members.,เฉพาะหัวหน้าปาร์ตี้เท่านั้นที่สามารถเชิญสมาชิกใหม่ได้
TEXTCLIENT_PARTYFULL,The maximum party limit of 8 players has already been reached.,ถึงขีดจำกัดสูงสุดของผู้เล่น 8 คนแล้ว
TEXTCLIENT_PARTYFAILENTER,You have failed to join the party.,คุณล้มเหลวในการเข้าร่วมปาร์ตี้
TEXTCLIENT_GUILDFAILENTER,You have failed to join the guild.,คุณล้มเหลวในการเข้าร่วมกิลด์
TEXTCLIENT_PARTYCREATE,Party has been created.,ปาร์ตี้ถูกสร้างขึ้น
TEXTCLIENT_PARTYJOIN,%s has joined the party.,%s เข้าร่วมปาร์ตี้แล้ว
TEXTCLIENT_PARTYREMOVE,%s has left the party.,%s ออกจากปาร์ตี้แล้ว
TEXTCLIENT_PARTYEXIT,You have left the party.,คุณออกจากปาร์ตี้แล้ว
TEXTCLIENT_PARTYDESTROY,Party has been disbanded.,ปาร์ตี้ถูกยุบแล้ว
TEXTCLIENT_LODELIGHT,You have chosen the Lodelight as your re-spawn point.,คุณได้เลือก Lodelight เป็นจุดเกิดใหม่ของคุณ
TEXTCLIENT_PARTY_ISNOTMASTER,Only the Party Leader is able to transfer the Leader Status to another member of the party.,เฉพาะหัวหน้าปาร์ตี้เท่านั้นที่สามารถโอนสถานะหัวหน้าไปยังสมาชิกคนอื่นในปาร์ตี้ได้
TEXTCLIENT_PARTY_MASTERAWAY,You cannot pass party leadership to an offline player.,คุณไม่สามารถส่งหัวหน้าปาร์ตี้ให้กับผู้เล่นออฟไลน์ได้
TEXTCLIENT_PARTY_ALREADYMASTER,You are already the Party Leader.,คุณเป็นหัวหน้าปาร์ตี้อยู่แล้ว
TEXTCLIENT_PARTY_LEADERNOCHANGEPK,Unable to change the party leader during a party duel.,ไม่สามารถเปลี่ยนหัวหน้าปาร์ตี้ระหว่างดวลปาร์ตี้ได้
TEXTCLIENT_PARTY_TROUPEUP,Party level increased to 10.,เลเวลปาร์ตี้เพิ่มขึ้นเป็น 10
TEXTCLIENT_PARTY_LEVELUP,Party level increased.,เลเวลปาร์ตี้เพิ่มขึ้น
TEXTCLIENT_PARTY_NAMEINUSE,That party name is already in use. Please choose another one.,ชื่อปาร์ตี้นั้นถูกใช้ไปแล้ว โปรดเลือกใช้ชื่ออื่น
TEXTCLIENT_PARTY_INVALIDNAME,This party name contains unauthorized characters or words.,ชื่อปาร์ตี้นี้มีอักขระหรือคำที่ไม่ได้รับอนุญาต
TEXTCLIENT_ERROR,Error,ผิดพลาด
TEXTCLIENT_PARTY_CHANGE,The party has been changed to an Advanced Party.,ปาร์ตี้ถูกเปลี่ยนเป็นปาร์ตี้ขั้นสูง
TEXTCLIENT_PARTY_NAMECHANGED,Party name has been changed to %s.,เปลี่ยนชื่อปาร์ตี้เป็น %s
TEXTCLIENT_PARTYSKILL_LEADER,Only the party leader can use party skills.,เฉพาะหัวหน้าปาร์ตี้เท่านั้นที่สามารถใช้สกิลปาร์ตี้ได้
TEXTCLIENT_PARTYSKILL_REQLEVEL,Your party does not have the required level.,ปาร์ตี้ของคุณไม่มีเลเวลที่กำหนด
TEXTCLIENT_PARTYSKILL_POINTS,Cannot use skill. Insufficient party experience.,ไม่สามารถใช้สกิลได้ ประสบการณ์ปาร์ตี้ไม่เพียงพอ
TEXTCLIENT_PARTYSKILL_NOTTIME,You are still using the %s party skill. Try again later.,คุณยังคงใช้สกิลปาร์ตี้ %s ได้ ลองอีกครั้งในภายหลัง
TEXTCLIENT_PARTYSKILL_USE,The party skill %s has been used.,ใช้สกิลปาร์ตี้ %s แล้ว
TEXTCLIENT_PARTYSKILL_STOP,The effect of %s has ended.,ผลของ %s กำลังจะสิ้นสุดลง
TEXTCLIENT_ACR_FAME01,Rogue,Rogue
TEXTCLIENT_ACR_FAME02,Outlaw,Outlaw
TEXTCLIENT_ACR_FAME03,Vigilante,Vigilante
TEXTCLIENT_ACR_FAME04,Pathfinder,Pathfinder
TEXTCLIENT_ACR_FAME05,Pursuer,Pursuer
TEXTCLIENT_ACR_FAME06,Hejerdor,Hejerdor
TEXTCLIENT_ACR_FAME07,Phoenix,Phoenix
TEXTCLIENT_ACR_FAME08,Splitter,Splitter
TEXTCLIENT_ACR_FAME09,Valcan,Valcan
TEXTCLIENT_ACR_FAME10,Lamia,Lamia
TEXTCLIENT_MER_FAME01,Trainer,Trainer
TEXTCLIENT_MER_FAME02,Fighter,Fighter
TEXTCLIENT_MER_FAME03,Gladiator,Gladiator
TEXTCLIENT_MER_FAME04,Berserker,Berserker
TEXTCLIENT_MER_FAME05,Wardancer,Wardancer
TEXTCLIENT_MER_FAME06,Blaster,Blaster
TEXTCLIENT_MER_FAME07,Eraser,Eraser
TEXTCLIENT_MER_FAME08,Champion,Champion
TEXTCLIENT_MER_FAME09,Warrior,Warrior
TEXTCLIENT_MER_FAME10,Bearcat,Bearcat
TEXTCLIENT_MAG_FAME01,Apprentice,Apprentice
TEXTCLIENT_MAG_FAME02,Mage,Mage
TEXTCLIENT_MAG_FAME03,War Mage,War Mage
TEXTCLIENT_MAG_FAME04,Grand Mage,Grand Mage
TEXTCLIENT_MAG_FAME05,Arch Mage,Arch Mage
TEXTCLIENT_MAG_FAME06,Sorcerer,Sorcerer
TEXTCLIENT_MAG_FAME07,Warlock,Warlock
TEXTCLIENT_MAG_FAME08,Sage,Sage
TEXTCLIENT_MAG_FAME09,Arch Sage,Arch Sage
TEXTCLIENT_MAG_FAME10,Elder,Elder
TEXTCLIENT_ASS_FAME01,Protector,Protector
TEXTCLIENT_ASS_FAME02,Guardian,Guardian
TEXTCLIENT_ASS_FAME03,Knight,Knight
TEXTCLIENT_ASS_FAME04,Paladin,Paladin
TEXTCLIENT_ASS_FAME05,Crusader,Crusader
TEXTCLIENT_ASS_FAME06,Crusader,Crusader
TEXTCLIENT_ASS_FAME07,Chaplain,Chaplain
TEXTCLIENT_ASS_FAME08,Luminary,Luminary
TEXTCLIENT_ASS_FAME09,Prophet,Prophet
TEXTCLIENT_ASS_FAME10,Oracle,Oracle
TEXTCLIENT_ALREADYFRIEND,That player is already in your friends list.,ผู้เล่นนั้นอยู่ในรายชื่อเพื่อนของคุณแล้ว
TEXTCLIENT_MSGINVATE,You have asked for permission to add %s to your messenger.,คุณได้ขออนุญาตเพิ่ม %s เป็นผู้ติดต่อของคุณ
TEXTCLIENT_GUILDCOMBAT_CANNOT_FRIENDADD,You cannot add friends in the Guild Siege arena.,คุณไม่สามารถเพิ่มเพื่อนในสนามประลองกิลด์ได้
TEXTCLIENT_BATTLE_NOTFRIEND,You cannot add someone to your friends list while dueling.,คุณไม่สามารถเพิ่มใครในรายชื่อเพื่อนของคุณขณะดวล
TEXTCLIENT_MSGDENYINVATE,Invitation has been refused.,คำเชิญถูกปฏิเสธ
TEXTCLIENT_MSGDENY,%s is in the 'Refuse Messenger' setting.,%s อยู่ในการตั้งค่า 'ปฏิเสธผู้ส่งสาร'
TEXTCLIENT_MSGMAXUSER,The maximum number of players that can be registered into the messenger is 200.,จำนวนผู้เล่นสูงสุดที่สามารถลงทะเบียนใน Messenger ได้คือ 200 คน
TEXTCLIENT_MSGINVATECOM,%s has added you to their Messenger.,%s ได้เพิ่มคุณใน Messenger แล้ว
TEXTCLIENT_NOTLOGIN,That player is offline.,ผู้เล่นนั้นไม่ได้เชื่อมต่อ
TEXTCLIENT_MSGBLOCKCHR,"Failure to send message, %s is blocked.",ไม่สามารถส่งข้อความ %s ถูกบล็อก
TEXTCLIENT_MESSNEWNOTE,You have %d new message(s).,คุณมี %d ข้อความใหม่
TEXTCLIENT_MESSFULLNOTE,Your message cannot be sent. The receiving inbox may be full.,ไม่สามารถส่งข้อความของคุณ กล่องจดหมายที่ได้รับอาจเต็ม
TEXTCLIENT_MESSNOTE,You sent the memo.,คุณส่งบันทึกช่วยจำ
TEXTCLIENT_MAILRECEIVE,You have received new mail!,คุณได้รับจดหมายใหม่!
TEXTCLIENT_CANT_SHOUT_BELOW_20,Characters under Level %d cannot shout.,ตัวละครที่อยู่ในระดับต่ำ %d ไม่สามารถตะโกนได้
TEXTCLIENT_NOPARTY,Party does not exist.,ไม่มีปาร์ตี้
TEXTCLIENT_NOGUILD,Guild does not exist.,ไม่มีกิลด์
TEXTCLIENT_WHISPERAGREE,Private messages allowed,อนุญาตให้ส่งข้อความส่วนตัว
TEXTCLIENT_WHISPERREFUSE,Private messages refused,ข้อความส่วนตัวถูกปฏิเสธ
TEXTCLIENT_MSGERAGREE,Messenger allowed,Messenger ได้รับอนุญาต
TEXTCLIENT_MSGERREFUSE,Messenger refused,Messenger ปฏิเสธ
TEXTCLIENT_STAGEAGREE,Party & guild invites allowed,ปาร์ตี้ & เชิญกิลด์ได้
TEXTCLIENT_STAGEREFUSE,Party & guild invites refused,ปฏิเสธคำเชิญปาร์ตี้และกิลด์
TEXTCLIENT_CONNAGREE,Post connection status,โพสต์สถานะการเชื่อมต่อ
TEXTCLIENT_CONNREFUSE,Do not post connection status.,อย่าโพสต์สถานะการเชื่อมต่อ
TEXTCLIENT_FULL_BLOCKED_USER_LIST,Ignore List is full. Please unignore some characters or relog to reset your Ignore List.,ละเว้นรายการเต็ม โปรดยกเลิกการละเว้นอักขระบางตัวหรือล็อกใหม่เพื่อรีเซ็ตรายการละเว้นของคุณ
TEXTCLIENT_MY_CHARACTER_CANT_BLOCK,You shouldn't ignore yourself. You might have something important to say!,คุณไม่ควรละเลยตัวเอง คุณอาจมีเรื่องสำคัญจะพูด!
TEXTCLIENT_ALREADY_BLOCKED,That character is already on your Ignore List.,ตัวละครนั้นอยู่ในรายชื่อที่เพิกเฉยอยู่แล้ว
TEXTCLIENT_USER_CHATTING_BLOCKING,%s has been ignored. Type /unignore <NAME> to remove them from your Ignore List.,%s ถูกละเว้น พิมพ์ /Unignore <NAME> เพื่อลบออกจากรายชื่อที่ไม่สนใจของคุณ
TEXTCLIENT_USER_CHATTING_UNBLOCKING,%s is now unignored.,ขณะนี้ %s ไม่ถูกละเว้น
TEXTCLIENT_THERE_IS_NO_BLOCKED_TARGET,That character is not on your Ignore List.,ตัวละครนั้นไม่อยู่ในรายชื่อที่เพิกเฉยของคุณ
TEXTCLIENT_EQUIPPUT,Please unequip the item first.,โปรดถอดอุปกรณ์ก่อน
TEXTCLIENT_CHARGED_NOTUSE,You can not use the premium items.,คุณไม่สามารถใช้รายการพรีเมี่ยมได้
TEXTCLIENT_MSGSELFSENDERERROR,"You cannot send a message to yourself, silly.",คุณไม่สามารถส่งข้อความถึงตัวเอง โง่
TEXTCLIENT_MAILBOX_FULL,%s's mail box is full.,กล่องจดหมายของ %s เต็มแล้ว
TEXTCLIENT_LACKMONEY,You do not have enough Penya.,คุณมี Penya ไม่พอ
TEXTCLIENT_CANNOTPOST,You cannot send this item.,คุณไม่สามารถส่งไอเท็มนี้ได้
TEXTCLIENT_MAIL_UNKNOWN,Unknown user,ผู้ใช้ที่ไม่รู้จัก
TEXTCLIENT_POST_ERROR,You have failed to send.,คุณล้มเหลวในการส่ง
TEXTCLIENT_MAIL_SEND_OK,Your mail has been sent successfully.,จดหมายของคุณถูกส่งเรียบร้อยแล้ว
TEXTCLIENT_ERROR_RETRY,"An error occured, please retry the operation.",เกิดข้อผิดพลาด โปรดลองดำเนินการอีกครั้ง
TEXTCLIENT_REALTIME,Real Time - %s,เรียลไทม์ - %s
TEXTCLIENT_MADRIGALTIME,Madrigal Time - %s,เวลา Madrigal - %s
