Key,English,Thai
PROPQUEST_INC_000483,Good luck! You're going to need it!,โชคดี! คุณจะต้องใช้มัน!
PROPQUEST_INC_000484,You must like being a Vagrant. It would certainly be a shame if you quit now. I'll be here if you have a change of heart.,คุณต้องชอบที่เป็น Vagrant มันคงน่าเสียดายถ้าคุณจะเลิกตอนนี้ ฉันจะอยู่ที่นี่ถ้าคุณเปลี่ยนใจ
PROPQUEST_INC_000485,"Thank you for the Twinkle Stones, Apprentice. I will cover Acrobat weaponry with you now. Acrobats are able to wield both Bows and Yo-Yos.",ขอขอบคุณสำหรับ Twinkle Stones เด็กฝึกหัด ตอนนี้ฉันจะมาพร้อมกับอาวุธของ Acrobat Acrobat สามารถใช้ได้ทั้ง Bows และ Yo-Yos
PROPQUEST_INC_000486,Bows are long range weapons that consume arrows for each shot. The strength of the basic shot is determined by how long you wait before releasing the arrow.,ธนูเป็นอาวุธระยะไกลที่ใช้ลูกศรสำหรับการยิงแต่ละครั้ง ความแรงของการยิงขั้นพื้นฐานจะพิจารณาจากระยะเวลาที่คุณรอก่อนปล่อยลูกศร
PROPQUEST_INC_000487,"Yo-Yos are also long range weapons. However, the strength of the basic attack only changes depending on special skills used in conjunction with them.",Yo-Yos ก็เป็นอาวุธระยะไกล อย่างไรก็ตามความแรงของการโจมตีขั้นพื้นฐานจะเปลี่ยนแปลงไปขึ้นอยู่กับทักษะพิเศษที่ใช้ร่วมกัน
PROPQUEST_INC_000488,"If you met with Hent, then you should probably have something for me, hmm?",ถ้าคุณได้พบกับ Hent แล้วคุณอาจจะมีบางอย่างสำหรับฉัน หืมมม?
PROPQUEST_INC_000489,"Gather 10 Twinkle Stones, 5 Peakyrinds and 1 Slain then deliver them to Acrobat Master Pyre near the Darken City Quest Office.",รวบรวม 10 Twinkle Stones และส่งให้กับ Acrobat Master Pyre ใกล้ๆ กับ Quest Office ในเมือง Darken City 
PROPQUEST_INC_000491,Acrobat Skills,Acrobat Skills
PROPQUEST_INC_000492,That about does it for Acrobat weaponry.,ที่เกี่ยวกับอาวุธของ Acrobat
PROPQUEST_INC_000493,"Now for the next step in your journey. I want you to travel to Flaris, and visit the High-Dwarpets. They have important information for you.",ตอนนี้ขั้นต่อไปของการผจญภัยของคุณ ฉันต้องการให้คุณเดินทางไปที่ Flaris และไปหา High-Dwarpets พวกเขามีข้อมูลที่สำคัญสำหรับคุณ
PROPQUEST_INC_000494,The High-Dwarpets can be found north of Flarine. Check your map (M Key) to find your way if you get lost.,สามารถพบ High-Dwarpets ได้ทางตอนเหนือของ Flarine ตรวจสอบแผนที่ของคุณ (ปุ่ม M) เพื่อค้นหาเส้นทางของคุณหากคุณหลงทาง
PROPQUEST_INC_000495,"Good luck, apprentice.",ขอให้โชคดี เจ้าเด็กฝึกหัด
PROPQUEST_INC_000496,What a shame to waste such potential. Come see me again if you change your mind.,ช่างน่าละอายนักหากต้องสูญเสียศักยภาพเหล่านั้นไป มาพบกับฉันอีกครั้งถ้าคุณเปลี่ยนใจ
PROPQUEST_INC_000497,"Hmmm, has Pyre instructed you to see me? I see. Very well, I will continue your training. Listen up!",หืมมม มี Pyre สั่งให้คุณมาพบฉันหรือ? ฉันเข้าใจล่ะ ดีมากฉันจะฝึกฝนคุณต่อ จงตั้งใจฟัง!
PROPQUEST_INC_000498,"Bows consume Magic Points (MP) and yo-yos consume Focus Points (FP). There are 6 special bow abilities and 7 special yo-yo abilities. I shall teach you a common Acrobat ability, Dark Illusion.",ธนูใช้ Magic Points (MP) และ โยโย่ใช้ Focus Points (FP) ธนูมีคสกิลพิเศษ 6 ชนิด และโยโย่มีสกิลพิเศษ 7 ชนิด ฉันจะสอนความสามารถทั่วไปของ Acrobat ให้แก่คุณ นั่นคือ Dark Illusion
PROPQUEST_INC_000499,"This ability allows you to vanish from sight. However, keep in mind that any actions performed while under the effects of this ability aside from movement will remove the effect. Take this.",ความสามารถนี้ช่วยให้คุณหายตัวได้ อย่างไรก็ตามโปรดจำไว้ว่าการทำสิ่งใดๆ ก็ตามนอกเหนือจากการเคลื่อนไหวในตอนล่องหน จะทำให้การล่องหนถูกยกเลิก เอานี่ไป
PROPQUEST_INC_000500,"It's interesting that you've come to see me. Did Pyre send you? If he did, you would have something for me.",เป็นเรื่องที่น่าสนใจที่คุณได้มาเจอผม Pyre ส่งคุณมาหรือไม่? ถ้าเขาส่งคุณมาจะต้องมีบางอย่างมอบให้ฉัน
PROPQUEST_INC_000501,Visit High-Dwarpet Tucani in Flaris. He can be found north of Flarine. Check your map (M Key) to find your way if you get lost.,ไปหา High-Dwarpet Tucani ในเมือง Flaris สามารถพบเขาได้ทางตอนเหนือของ Flarine ตรวจสอบบนแผนที่ของคุณ (ปุ่ม M) เพื่อค้นหาเส้นทางของคุณหากคุณหลงทาง
PROPQUEST_INC_000503,An Acrobat's Duty,หน้าที่ของ Acrobat
PROPQUEST_INC_000504,You've learned many things since your journey began.,คุณได้เรียนรู้หลายสิ่งตั้งแต่ได้เริ่มการผจญภัยของคุณ
PROPQUEST_INC_000505,Now for the next step in your training. There is a creature named Shuraiture in the north of Flarine who is causing some trouble for residents there.,ตอนนี้สำหรับขั้นตอนต่อไปในการฝึกฝนของคุณ มีสิ่งมีชีวิตชื่อ Shuraiture อยู่ในทางตอนเหนือของ Flarine กำลังก่อปัญหาให้กับชาวเมือง
PROPQUEST_INC_000506,"Shuraiture has been terrorizing some of the locals in Flaris. I want you to go there and put an end to him once and for all. Bring news of your victory to Tailer, the Acrobat Instructor in Flarine.",Shuraiture ได้คุกคามชาวบ้านบางส่วนของเมือง Flaris ฉันต้องการให้คุณไปที่นั่นและกำจัดมันไปตลอดการ แจ้งข่าวชัยชนะของคุณไปที่ Tailer ผู้สอน Acrobat ใน Flarine
PROPQUEST_INC_000507,"Good luck, you'll need it!",โชคดี คุณจะต้องการมัน!
PROPQUEST_INC_000508,What's the matter? Chicken?,เกิดอะไรขึ้น? ไก่เหรอ?
PROPQUEST_INC_000509,Shuraiture is… no more? What great news! Thank you so much! I see that you've also spoken with Tucani. Here is your reward for defeating Shuraiture.,Shuraiture ถูกกำจัดแล้วเหรอ? ช่างเป็นข่าวดี! ขอบคุณมาก! ฉันเห็นว่าคุณได้พูดคุยกับ Tucani ด้วย นี่เป็นรางวัลสำหรับการกำจัด Shuraiture
PROPQUEST_INC_000510,Acrobats are very versatile. We can fight at long range or in close quarters! We also have a special ability which allows us to pull an enemy target up close.,Acrobats มีหลากหลายแบบมาก เราสามารถต่อสู้ทั้งในระยะใกล้และไกล! เรายังมีความสามารถพิเศษที่ช่วยให้เราสามารถดึงเป้าหมายเข้ามาใกล้ได้
PROPQUEST_INC_000511,"You've done well. I sense great potential in you. Congratulations, Acrobat!",คุณทำได้ดีแล้ว ฉันรู้สึกถึงศักยภาพที่ดีในตัวคุณ ขอแสดงความยินดี Acrobat!
PROPQUEST_INC_000512,Why have you come to see me? Did Tucani send you?,ทำไมคุณถึงมาพบฉัน Tucani ส่งคุณมาหรือไม่?
PROPQUEST_INC_000513,There is a creature named Shuraiture in the north of Flarine. I want you to go there and put an end to him. Bring news of your victory to Tailer the Acrobat Instructor in Flarine.,Shuraiture ได้คุกคามชาวบ้านบางส่วนของเมือง Flarine ฉันต้องการให้คุณไปที่นั่นและกำจัดมันไปตลอดการ แล้วนำชัยชนะของคุณไปบอกกับผู้ฝึกอบรม Acrobat ที่ชื่อ Tailer ในเมือง Flarine
PROPQUEST_INC_000515,Successor of the Hero - Master,ผู้สืบทอดของวีรบุรุษ - Master
PROPQUEST_INC_000516,You think you have what it takes to be a successor of the Jester Hero? We will see…,คุณคิดว่าคุณมีสิ่งที่จะเป็นผู้สืบทอดของ Jester Hero? เราจะได้รู้กัน...
PROPQUEST_INC_000517,"Fine, I'll humor you. Slay $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s southwest of the Gouthan Mountains. They must be regular $QUEST_END_KILL_NAME$s, not the small or captain variety.",ได้ งั้นลองทำให้ฉันพอใจสิ จงไปสังหาร $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s ทางตะวันตกเฉียงใต้ของ Gouthan Mountains พวกมันต้องเป็น $QUEST_END_KILL_NAME$s แบบปกติไม่ใช่แบบ Small หรือ Captain
PROPQUEST_INC_000518,Show me what you can do and I might consider allowing you to continue on the path of the Jester Hero.,แสดงให้ฉันเห็นว่าคุณสามารถทำอะไรได้บ้าง และบางทีฉันอาจลองพิจารณาให้คุณเดินตามเส้นทางของ Jester Hero ต่อไป
PROPQUEST_INC_000519,That's too bad because I sense potential in you. You must not be ready for the challenges that lie ahead. Come see me again if you change your mind.,นั่นมันแย่มากเพราะฉันคาดหวังศักยภาพในตัวคุณ คุณยังไม่พร้อมสำหรับความท้าทายที่อยู่ข้างหน้า มาพบฉันอีกครั้งถ้าคุณเปลี่ยนใจ
PROPQUEST_INC_000520,"Not bad, Acrobat. Not bad at all. You may have something to offer. I'll allow your training.",ไม่เลว Acrobat ไม่เลวเลย คุณอาจมีสิ่งที่จะนำเสนอ ฉันจะอนุญาตการฝึกของคุณ
PROPQUEST_INC_000521,I doubt you have what it takes to be a Jester if you can't even slay 20 Drillers.,ฉันสงสัยว่าคุณมีสิ่งที่จะเป็น Jester ได้หรือไม่ ถ้าคุณไม่สามารถแม้แต่จะฆ่า 20 Drillers ได้
PROPQUEST_INC_000522,You are already on a different path. You cannot become a successor of the Jester Hero.,คุณอยู่บนเส้นทางอื่นแล้ว คุณไม่สามารถเป็นผู้สืบทอดของ Jester Hero ได้แล้ว
PROPQUEST_INC_000523,"I'll need to see what you can do before I'll allow your training. Slay $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s southwest of the Gouthan Mountains. They must be regular $QUEST_END_KILL_NAME$s, not the small or captain variety.",ฉันต้องดูว่าคุณสามารถทำอะไรได้บ้างก่อนที่จะอนุญาตให้ฝึก สังหาร $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s ทางตะวันตกเฉียงใต้ของ Gouthan Mountains ต้องเป็น $QUEST_END_KILL_NAME$s ปกติ ไม่ใช่พันธุ์เล็กหรือพันธุ์กัปตัน
PROPQUEST_INC_000525,Successor of Hero - Ring,ผู้สืบทอดของวีรบุรุษ - แหวน
PROPQUEST_INC_000526,"Here is a Letter of Recommendation. You will need to give this to Radyon, the Jester Wise Man in Flaris.",นี่คือจดหมายแนะนำตัว คุณจะต้องให้สิ่งนี้แก่ Jester Wise Man ชื่อ Radyon ใน Flaris
PROPQUEST_INC_000527,"Radyon can be found at the Fountain of Dead Person north of the River of Weeping. Before meeting with him, you need to find the ring he lost and return it to him.",สามารถพบ Radyon ได้ที่ Fountain of Dead Person ทางตอนเหนือของแม่น้ำ Weeping ก่อนที่จะพบกับเขาคุณต้องหาแหวนที่เขาเสียไปและส่งคืนให้เขา
PROPQUEST_INC_000528,"Far to the south of Saint City, lies the Fantasy Desert. It is believed that a gentleman named Ren is in possession of the ring. Slay Ren and bring the ring to Radyon.",ไกลไปทางทิศใต้ของ Saint City อยู่ที่ Fantasy Desert เป็นที่เชื่อกันว่าสุภาพบุรุษชื่อ Ren เป็นผู้ครอบครองแหวน ฆ่า Ren และนำแหวนไปให้ Radyon
PROPQUEST_INC_000529,I hope I'm right about you. Don't let me down!,ฉันหวังว่าฉันจะมองคุณถูก อย่าทำให้ฉันผิดหวัง!
PROPQUEST_INC_000530,I guess I was wrong about you. You're not ready to walk the path of the successor of the Jester hero. See me again when you think you're ready.,ฉันเดาว่าฉันมองคุณผิด คุณยังไม่พร้อมที่จะเดินไปตามเส้นทางผู้สืบทอดของ Jester Hero มาพบฉันอีกครั้งเมื่อคุณคิดว่าคุณพร้อม
PROPQUEST_INC_000531,"Is that… the ring? My goodness, thank you so much! This ring belongs to the Jester Hero Curenen. Ren has always wanted to acquire this ring, or so the story goes.",นั่นคือ... แหวนใช่ไหม? โอ้พระเจ้า ขอบคุณมาก! แหวนวงนี้เป็นของ Jester Hero ชื่อ Curenen เพราะว่า Ren อยากจะครอบครองแหวนวงนี้ เรื่องต่างๆ เลยเกิดขึ้น
PROPQUEST_INC_000532,"After the war ended, and Curenen passed on, Ren searched for this ring for hundreds of years. He finally discovered it a couple of years ago.",หลังจากสงครามสิ้นสุดลงและ Curenen ได้เสียชีวิตลง Ren ก็ค้นหาแหวนนี้มานับร้อยๆ ปี ในที่สุดเขาก็ค้นพบมันเมื่อสองสามปีที่ผ่านมา
PROPQUEST_INC_000533,"Have you met Lorein? If you did, you should have something for me. Think carefully.",คุณได้พบกับ Lorein แล้วงั้นรึ? ถ้าคุณได้เจอเธอแล้วต้องมีบางอย่างมอบให้ฉันสิ ลองคิดดูดีๆ
PROPQUEST_INC_000534,"Meet with Radyon, the Jester Wise Man at the Fountain of Dead Person in Flaris. First though, slay Ren and get the ring from him. He can be found in the Fantasy Desert south of Saint City.",ไปพบกับ Jester Wise Man ชื่อ Radyon ที่เมือง Fountain of Dead Person ใน Flaris ก่อนอื่นให้กำจัด Ren และเอาแหวนมาจากเขา สามารถพบเขาได้ที่ Fantasy Desert ทางตอนใต้ของ Saint City
PROPQUEST_INC_000536,Successor of Hero - Scroll,ผู้สืบทอดวีรบุรุษ - Scroll
PROPQUEST_INC_000537,"My sincerest gratitude once again for finding the ring. However, now I'll need you to take it to Saint City.",ฉันต้องขอบคุณอย่างสูงอีกครั้งสำหรับการหาแหวน แต่ตอนนี้ฉันต้องการให้คุณนำมันไปที่ Saint City
PROPQUEST_INC_000538,Visit the Pepoview Troupe near the town square and speak with Clackcable. Present him with the ring and he will guide you from there. He may even give you something in return.,ไปยัง Pepoview Troupe ใกล้กับจัตุรัสกลางเมือง และพูดคุยกับ Clackcable โชว์แหวนแก่เขา แล้วเขาจะนำทางคุณจากที่นั่น เขาอาจจะให้สิ่งตอบแทนแก่คุณ
PROPQUEST_INC_000539,"You possess great potential, young Acrobat. Keep working hard and you will realize your dream.",Acrobat หนุ่มคุณมีศักยภาพที่ดี ทำงานอย่างหนักต่อไป และคุณจะรู้สึกถึงสิ่งที่คุณได้ฝันไว้
PROPQUEST_INC_000540,Foolish Acrobat! Don't you realize your potential? See me again if you change your mind.,เจ้า Acrobat โง่! คุณไม่ตระหนักถึงศักยภาพของคุณเลยงั้นหรือ? โปรดมาพบฉันอีกครั้งถ้าคุณเปลี่ยนใจ
PROPQUEST_INC_000541,Thank you so much for finding the ring! We are performing the ancestral ceremony of Curenen. This ring will complete the ritual.,ขอบคุณมากสำหรับการหาแหวน! เรากำลังดำเนินพิธีบรรพบุรุษของ Curenen แหวนนี้จะทำให้พิธีเสร็จสมบูรณ์
PROPQUEST_INC_000542,"Here, you certainly deserve this. It is the Successor Scroll of the Jester Hero.",อ่ะนี่ คุณสมควรได้รับสิ่งนี้อย่างยิ่ง มันคือ Successor Scroll ของ Jester Hero
PROPQUEST_INC_000543,"If you spoke with Radyon, didn't he ask you to bring me something? I'm sorry, I'm very busy and we don't have much more to discuss, I'm afraid.",ถ้าคุณได้พูดคุยกับ Radyon เขาได้ขอให้คุณนำบางสิ่งมาให้ฉันไหม? ขอโทษนะ ฉันยุ่งมาก และเราไม่มีเรื่องที่จะคุยกันมากนัก
PROPQUEST_INC_000544,Bring Curenen's ring to Clackcable of the Pepoview Troupe in Saint City.,นำแหวนของ Curenen ไปที่ Clackcable ของคณะ Pepoview ใน Saint City
PROPQUEST_INC_000546,Successor of Hero - Altar,ผู้สืบทอดของวีรบุรุษ - แท่นบูชา
PROPQUEST_INC_000547,"This scroll is the right of passage for those seeking to pursue the path of the Jester Hero. Please, take it and seek the Jester Priest in Darkon 3.",ม้วนกระดาษนี้เป็นทางผ่านที่แท้จริงสำหรับผู้ที่ต้องการเดินตามเส้นทางของ Jester Hero กรุณานำมันไปหา Jester Priest ใน Darkon 3
PROPQUEST_INC_000548,The Jester Priest can be found in Magmient in Southern Darkon 3. Present her with the scroll and she will recognize you as a successor to the Jester Hero.,สามารถพบ Jester Priest ได้ใน Magmient ที่ Southern Darkon 3 โชว์ม้วนกระดาษให้เธอ แล้วเธอจะรู้ว่าคุณคือทายาทของ Jester Hero
PROPQUEST_INC_000549,There is one thing you must do before you can speak with the Jester Priest. The Jewels of the Heroes adorn the Altar of Jester. One of these jewels was stolen a few days ago.,มีสิ่งหนึ่งที่คุณต้องทำก่อนที่คุณจะสามารถพูดคุยกับ Jester Priest มีอัญมณีของวีรบุรุษประดับแท่นบูชาของ Jester หนึ่งในอัญมณีเหล่านี้โดนขโมยไปเมื่อไม่กี่วันก่อน
PROPQUEST_INC_000550,"The jewels protect the soul of the Jester Hero, but they will not work if one of them is missing. The creature, Sisif, was seen near the alter a few days ago…",อัญมณีช่วยปกป้องจิตวิญญาณของ Jester Hero แต่พวกมันจะไม่ทำงานถ้าหนึ่งในอัญมณีเหล่านั้นหายไป สิ่งมีชีวิต Sisif ถูกพบในบริเวณใกล้เคียงไม่กี่วันที่ผ่านมา...
PROPQUEST_INC_000551,"It is believed that this creature has stolen the jewel. Find Sisif and return the jewel to the Jester Priest, Homeit.","เป็นที่เชื่อกันว่าสัตว์ประหลาดตัวนี้ได้ขโมยอัญมณีไป ค้นหา Sisif และคืนอัญมณีให้กับ Jester Priest, Homeit"
PROPQUEST_INC_000552,"Good luck, Acrobat!",ขอให้โชคดี Acrobat!
PROPQUEST_INC_000553,"The jewel must be returned to the Altar of Jester. We need your help, Acrobat. Speak with me again when you are ready.",อัญมณีต้องถูกส่งกลับไปยัง Altar of Jester เราต้องการความช่วยเหลือจากคุณ Acrobat พูดกับฉันอีกครั้งเมื่อคุณพร้อม
PROPQUEST_INC_000554,"This is the Seal of Curenen and the Jewel of the Jester Hero. Thank you for returning this most prized artifact, Acrobat.",นี่คือซีลของ Curenen และ Jewel of the Jester Hero ขอบคุณ Acrobat ที่ส่งคืนสิ่งที่มีค่าที่สุดนี้กลับมา
PROPQUEST_INC_000555,Now we can protect the Soul of the Hero safely. I am in your debt.,ตอนนี้เราสามารถปกป้อง Soul of the Hero ได้อย่างปลอดภัย ฉันติดหนี้คุณ
PROPQUEST_INC_000556,I am waiting for someone who will bring me the Jewel of the Jester Hero. Do you have it?,ฉันกำลังรอคอยใครสักคนที่จะนำ Jewel of the Jester Hero มาให้ฉัน คุณมีหรือไม่?
PROPQUEST_INC_000557,"Take the Successor Scroll of the Jester Hero, slay Sisif to retrieve the Jewel of the Jester Hero, and bring them both to the Jester Priest, Homeit.",ใช้สกิล Scroll of the Jester Hero สังหาร Sisif เพื่อเรียก Jewel of the Jester Hero และนำพวกเขาไปยัง Jester Priest ที่ Homeit
PROPQUEST_INC_000559,Successor of Hero - Guardian,ผู้สืบทอดวีรบุรุษ - Guardian
PROPQUEST_INC_000560,"Great job, Acrobat. For the final leg of your journey, you must confront the $QUEST_END_KILL_NAME$.",ดีมาก Acrobat สำหรับงานชิ้นสุดท้ายของการผจญภัย คุณต้องเผชิญหน้ากับ $QUEST_END_KILL_NAME$
PROPQUEST_INC_000561,The will of the heroes is preserved in the Room of the Guardian in Guardiane. This is where you will find the $QUEST_END_KILL_NAME$.,เจตจำนงของฮีโร่ยังคงอยู่ในห้องของผู้พิทักษ์ใน Guardiane นี่คือที่ที่คุณจะได้พบกับ $QUEST_END_KILL_NAME$
PROPQUEST_INC_000562,"The $QUEST_END_KILL_NAME$ is a soul that protects the will of the heroes. Defeat him, and obtain the $QUEST_END_ITEM_NAME$.",$QUEST_END_KILL_NAME$ เป็นวิญญาณที่ปกป้องเจตจำนงของเหล่าฮีโร่ เอาชนะเขา และรับ $QUEST_END_ITEM_NAME$
PROPQUEST_INC_000563,"Take this. It is a Mark of the Hero. Once you have confronted the Venel Guardian and retrieved the Venel Heart, bring both of these to the Jester Guardian, Heingard.",เอานี้ไป เป็นเครื่องหมายของวีรบุรุษ เมื่อคุณได้เผชิญหน้า Venel Guardian และเอา Venel Heart กลับคืนมา แล้วให้นำทั้งคู่ไปให้กับ Jester Guardian ชื่อ Heingard
PROPQUEST_INC_000564,"I wish you luck, Acrobat.",ขอให้โชคดี Acrobat
PROPQUEST_INC_000565,This is the final test to becoming a successor of the Jester Hero. You can't give up now. Speak with me again when you are ready to continue.,นี่คือการทดสอบครั้งสุดท้ายที่จะกลายเป็นทายาทของ Jester Hero คุณไม่สามารถยอมแพ้ได้ในตอนนี้ พูดกับฉันอีกครั้งเมื่อคุณพร้อมที่จะดำเนินการต่อ
PROPQUEST_INC_000566,"Congratulations, young Acrobat. I've heard many great things about you. You've completed the final test. You will now become a Successor of the Jester Hero!",ขอแสดงความยินดี Acrobat หนุ่ม ฉันเคยได้ยินสิ่งดีๆมากมายเกี่ยวกับตัวคุณ คุณทำการทดสอบครั้งสุดท้ายแล้ว ตอนนี้คุณจะกลายเป็นทายาทของ Hero Jester!
PROPQUEST_INC_000567,"Wise Curenen! This Acrobat wishes to follow your path! Grant them your blessing and courage, Jester Hero!",Curenen ผู้ชาญฉลาด! Acrobat ผู้นี้มีความประสงค์ที่จะปฏิบัติตามเส้นทางของคุณ! ให้พรและความกล้าหาญแก่พวกเขา Hero Jester!
