Key,English,Thai
TUTORIAL_CHAT_CONTENT,#b#cff0000ff■ Normal Chat#nb#nc\nYou can only talk to players near by you. The way you talk is press Chat button on chat window.\n\n#b#cff0000ff■ Shout#nb#nc\nYou can talk to players who are in broad range. They way you shot is add #cffff0000/s #nc on front of the words that you want to say.\n\n#b#cff0000ff■ Party Chat#nb#nc\nYou can use it when you are in a party. The way you talk is add #cffff0000/p #nc on front of the wards that you want to say.\nYou can use Troupe button on the chat window.\n\n#b#cff0000ff■ Whisper#nb#nc\nYou can send message to certain player. The way you do it is add #cffff0000/w character name #nc.\nYou can use Whisper button on the chat window.\n\n#b#cff0000ff■ Guild Chat#nb#nc\nYou can use it when you are in a guild. The way you talk is add#cffff0000/g #nc.\nYou can use Guild button on the chat window.\n\n#b#cff0000ff■ System Message#nb#nc\nAll of the messages except chat message display in system window.To check press SYSTEM button on the chat window.\n\n#b#cff0000ff■ Filter Function#nb#nc\nYou can see the chat that you want to see. The way you do is press Filter button.,#b#cff0000ff■ ช่องทั่วไป#nb#nc\nคุณสามารถพูดคุยกับผู้เล่นที่อยู่ใกล้คุณได้ ด้วยการกดปุ่ม Chat บนหน้าต่างแชท\n\n#b#cff0000ff■ ช่องตะโกน#nb#nc\nคุณสามารถพูดคุยกับผู้เล่นหลายๆคนได้ในระยะกว้างขึ้นได้ โดยพิมพ์ #cffff0000/s #nc หน้าคำที่คุณต้องการจะพูด\n\n#b#cff0000ff■ ช่องปาร์ตี้#nb#nc\nคุณสามารถใช้ได้เมื่อคุณอยู่ในปาร์ตี้ วิธีพูดให้พิมพ์ #cffff0000/p #nc หน้าคำที่ต้องการจะพูด\nคุณสามารถใช้ปุ่ม Troupe ในหน้าต่างแชทได้\n\n#b#cff0000ff■ ช่องกระซิบ#nb#nc\nคุณสามารถส่งข้อความถึงผู้เล่นบางคนได้ โดยพิมพ์ #cffff0000/w ตามด้วยชื่อตัวละครที่ต้องการกระซิบ #nc.\nคุณสามารถใช้ปุ่ม Whisper ในหน้าต่างแชทได้\n\n#b#cff0000ff■ ช่องแชทกิลด์#nb#nc\nคุณสามารถใช้ได้เมื่อคุณอยู่ในกิลด์ โดยพิมพ์#cffff0000/g #nc.\nคุณสามารถใช้ปุ่มGuildในหน้าต่างแชทได้\n\n#b#cff0000ff■ System Message#nb#nc\nข้อความทั้งหมดยกเว้นข้อความแชทจะแสดงในหน้าต่างระบบ หากต้องการตรวจสอบ ให้กดปุ่ม SYSTEM บนหน้าต่างแชท\n\n#b#cff0000ff■ ฟังก์ชันตัวกรอง#nb#nc\nคุณสามารถดูการแชทที่คุณต้องการดู โดยกดปุ่มตัวกรองFilter
TUTORIAL_SHOUT_TEXT,"Mastering the Shout:\n\nShouting broadcasts your message to a #bbroader audience#nb than normal chat.\n\nTo shout, prefix your message with#cffff0000/s#nc. Remember, players won't see your shouts until you reach level 20.\n\n#cffff0000Clearing requirement: Use the shout ('/s') chat.","Mastering the Shout:\n\nShouting broadcasts your message to a #bbroader audience#nb than normal chat.\n\nTo shout, prefix your message with#cffff0000/s#nc. Remember, players won't see your shouts until you reach level 20.\n\n#cffff0000Clearing requirement: Use the shout ('/s') chat."
TUTORIAL_PARTY_CHAT_TEXT,"About the #bParty chat#nb:\n\nStart your message with #cffff0000/p#nc to only discuss with players in your party.\n\nRemember, party chat is exclusive to party members.","About the #bParty chat#nb:\n\nStart your message with #cffff0000/p#nc to only discuss with players in your party.\n\nRemember, party chat is exclusive to party members."
TUTORIAL_WHISPER_CHAT_TEXT,Need to message someone directly? Try #bWhisper#nb.\n\nType\n#cffff0000 /w CharacterName\n#nc before your message to whisper to a specific player.,Need to message someone directly? Try #bWhisper#nb.\n\nType\n#cffff0000 /w CharacterName\n#nc before your message to whisper to a specific player.
TUTORIAL_GUILD_CHAT_TEXT,Add #cffff0000/g#nc before your message to chat with your guild members only.,Add #cffff0000/g#nc before your message to chat with your guild members only.
TUTORIAL_SYSTEM_CHAT_TEXT,System messages are shown in a seperate chat window.\n\n[[Click|Tap]] the SYSTEM button in the chat window to view them.,System messages are shown in a seperate chat window.\n\n[[Click|Tap]] the SYSTEM button in the chat window to view them.
TUTORIAL_FILTER_CHAT_TEXT,"To see only the messages you're interested in, simply select a tab, [[click|tap]] the #bFilter#nb button, and edit your perferences. The rest will be filtered out.","To see only the messages you're interested in, simply select a tab, [[click|tap]] the #bFilter#nb button, and edit your perferences. The rest will be filtered out."
TUTORIAL_INVENTORY_TEXT,You got your #bfirst weapon#nb!\n\nLet's go through item equipment by [[pressing 'I'|touching Inventory in the bottom]].\n\n#cffff0000Clear Condition: [[Hot Key 'I'|Open inventory]],คุณมี #อาวุธชิ้นแรก #nb ของคุณแล้ว!\n\nมาดูอุปกรณ์ไอเทมกันโดย [[กด 'I'|แตะช่องเก็บของInventoryด้านล่าง]].\n\n#cffff0000เงื่อนไขการเคลียร์: [[Hot Key 'ฉัน'|เปิดช่องเก็บของinventory]]
TUTORIAL_EQUIP_TEXT,[[Double click|Touch]] an item you want to equip [[or drag it to the spot you want to equip|and then touch the #bEquip#nb button]].\n\n#cffff0000Clear Condition: Equip an item,[[ดับเบิลคลิก|แตะ]] ไอเทมที่คุณต้องการติดตั้ง [[หรือลากไปยังจุดที่คุณต้องการติดตั้ง|แล้วแตะปุ่ม #bติดตั้งหรือEquip#nb]].\n\n#cffff0000เงื่อนไขการเคลียร์: ติดตั้งไอเทม
TUTORIAL_UNEQUIP_TEXT,Now double [[click again|tap]] on the item in #bequipment view#nb to unequip it.\n\n#cffff0000Clear Condition: Unequip an item,ตอนนี้ดับเบิล [[คลิกอีกครั้ง|แตะ]] ที่ไอเทมใน #bมุมมองอุปกรณ์หรือequipment view#nb เพื่อถอดอุปกรณ์ออก\n\n#cffff0000เงื่อนไขการเคลียร์: ถอดไอเทม
TUTORIAL_INVENTORY_TITLE,Inventory,ช่องเก็บของ
TUTORIAL_INVENTORY_CONTENT,"#b#cff0000ff■ At the top of the Inventory window,#nb#nc\nyou can see the items your character has equipped. At the bottom, you can see the items and Penya in your inventory. To equip an item, double-[[click|tap]] it or drag it to the appropriate slot.[[\nHotkey: I|]]",#b#cff0000ff■ ด้านบนของช่องเก็บของ#nb#nc\n คุณสามารถตรวจสอบไอเทมที่คุณติดตั้งได้ ที่ด้านล่างจะแสดงรายการและpenyaที่คุณมี คุณสามารถดับเบิล [[คลิก|แตะ]] หรือลากไอเทมไปยังพื้นที่ว่างเมื่อคุณต้องการติดตั้ง[[\nปุ่มลัดคือ I |]]
TUTORIAL_TASKBAR_TEXT,Well done! Let's learn about the #bQuick Slot#nb located [[on the left|in many places]] of your screen.\n\nYou can put #bitems or skills#nb into it so you can use them quickly. [[1 - 0 can be used as hotkeyes.\nYou can also use keys F1-F9 to cycle through your Quick Slot bars.|#bKeep your finger pressed#nb on an item to drag it to the Slot of your choice.]]\n\n#cffff0000Clear Condition: Drag an item to Quick Slot,ทำได้ดี! มาเรียนรู้เกี่ยวกับ #bQuick Slot#nb ซึ่งอยู่ [[ทางด้านซ้าย|ในหลายๆ ที่]] ของหน้าจอของคุณกัน\n\nคุณสามารถใส่ #bไอเทม หรือ สกิล#nb ลงไป เพื่อให้คุณใช้งานได้อย่างรวดเร็ว [[1 - 0 สามารถใช้เป็นปุ่มลัดได้\nคุณยังสามารถใช้ปุ่ม F1-F9 เพื่อสลับผ่านแถบ Quick Slot ได้อีกด้วย|#bกดค้างไว้#nb บนรายการเพื่อลากไปยังช่องที่คุณต้องการ]]\n\n#cffff0000เงื่อนไขการเคลียร์: ลากไอเทมไปยัง Quick Slot
TUTORIAL_TASKBAR_TITLE,Quick Slot,Quick Slot
TUTORIAL_TASKBAR_CONTENT,#b#cff0000ff■ Quick Slot#nb#nc\nYou can put items or motions that you want to use quickly[[ in 1~0 slots and there are also expansion slot of F1~F9|]].,#b#cff0000ff■ Quick Slot#nb#nc\nคุณสามารถใส่ไอเทมหรือิโมชั่นที่คุณต้องการใช้อย่างรวดเร็ว[[ ในช่อง 1~0 และยังมีช่องต่อขยายของ F1~F9|]]
TUTORIAL_CHARACTER_TEXT,The #bCharacter#nb window displays information about your character.\n\n[[Press 'H'|Touch Character in main menu]] to view this window.\n\n#cffff0000Clear Condition: [[Hot Key 'H'|Open Character window]],หน้าต่าง #bตัวละครหรือCharacter #nb จะแสดงข้อมูลเกี่ยวกับตัวละครของคุณ\n\n[[กด 'H'|แตะตัวละครในเมนูหลัก]] เพื่อดูหน้าต่างนี้\n\n#cffff0000Clear Condition: [[Hot Key 'H'|เปิดหน้าต่างตัวละครCharacter]]
TUTORIAL_CHARACTER_TITLE,Character Window,หน้าต่างตัวละคร
TUTORIAL_CHARACTER_CONTENT,#b#cff0000ff■ Character Window#nb#nc\nYou can see all information of your character. You can also increase ability stat with Stat Points.[[\nShortcut key is H.|]],#b#cff0000ff■ หน้าต่างตัวละครหรือCharacter Window#nb#nc\nคุณสามารถดูข้อมูลทั้งหมดของตัวละครของคุณ คุณยังสามารถเพิ่มstatความสามารถด้วยStat Points[[\nปุ่มลัดคือ H |]]
TUTORIAL_STAT_TEXT,You can also distribute #bStat Points#nb you have gained by leveling in #bDetail tab#nb.\n\nUse #bApply#nb button to confirm changes.\n\n#cffff0000Clear Condition: Distribute Stat Points,คุณยังสามารถแบ่ง #bStat Points#nb ที่คุณได้รับจากการปรับเลเวลใน #bแท็บรายละเอียด#nb.\n\nใช้ปุ่ม #bApply#nb เพื่อยืนยันการเปลี่ยนแปลง\n\n#cffff0000เงื่อนไขการเคลียร์: แบ่งStat Points
TUTORIAL_CHANGEJOB_TEXT,"Hi, there. I am #b#cffa0a0ffInfo Pang#nc#nb ^^\n\nYou can transfer your job to #bMercenary#nb, #bMagician#nb, #bAcrobat#nb, or #bAssist#nb when you reach level 15.\n\nYou need to complete the #bjob transfer quest#nb by talking to the #b#cffa0a0ffJob Drillmaster#nc#nb in #bEastern Flarine#nb.","สวัสดี. ฉัน #b#cffa0a0ffInfo ปัง#nc#nb ^^\n\nคุณสามารถเปลี่ยนอาชีพของคุณไปที่ #bMercenary#nb, #bMagician#nb, #bAcrobat#nb หรือ #bAssist#nb เมื่อถึงเลเวล 15 \n\nคุณต้องทำภารกิจ #bjob เปลี่ยนอาชีพให้สำเร็จ#nb โดยคุยกับ #b#cffa0a0ffJob Drillmaster#nc#nb ใน #bEastern Flarine#nb"
