Key,English,Thai
NPC_000045,Fathers Package,พัสดุของพ่อ
NPC_000046,"Hrrmph! How strange... How did a human like you manage to get in here, anyway?",หืมมม! แปลกมาก... มนุษย์อย่างคุณจะเข้ามาที่นี่ได้ยังไง เป็นไปได้ยังไง ?
NPC_000047,"Thank you for saving my father, human. So what brings you here?",ขอบคุณมากที่ช่วยพ่อฉัน. อะไรทำให้คุณมาที่นี่ ?
NPC_000048,"Please, save my father. He's imprisoned east of here! Hurry!",ช่วยพ่อฉันที... เขาถูกขังอยู่ทางตะวันออก เร็วเข้า!!
NPC_000049,"Hrrmph, listen... I don't know how you found this place, and I don't care. Leave now! This place is too dangerous for your kind.",หืมมม! ฟังนะ.. ฉันไม่รู้ว่าคุณพบที่นี่ได้ยังไง และฉันไม่สนด้วย ที่นี่อันตรายเกินไป รีบออกไปซะ !!
NPC_000050,"Hrrmph! I am Drian - Son of Nevil, the Patriarch of Keakoon. You people look down on us, but you're the inferior ones!",หืมม ฉันชื่อ Drian เป็นลูกชายของ Nevil สังฆราชแห่ง Keakoon คนของคุณดูถูกพวกเรา แต่เป็นพวกคุณเองที่ต่ำกว่า
NPC_000051,"This place is too dangerous for the likes of you, silly human. Go home!",ที่นี่อันตรายเกินไปสำหรับคุณ!!  มนุษย์โง่ กลับบ้านไปซะ
NPC_000052,Here is the package my father left me... Hrrmph!,นี่แหละ พัสดุของพ่อที่ทิ้งไว้...
NPC_000053,*Sigh* this might take a while...,เฮ้อออ มันอาจต้องใช้เวลาสักครู่...
NPC_000054,"What? A human?! Here?!? Muahahahah!!! You're either brave or not all there in the head, buddy.",อะไรนะ? มนุษย์? ที่นี่? ฮ่า ฮ่า ฮ่า เจ้ากล้ามาก หรือไม่ก็ไม่มีสมองเอาซะเลยเพื่อน
NPC_000055,"Ewww!! A hew-mann... Your kind is not welcome here. Get out of my sight, vermin!",อิ๋ววว มนุษย์ เจ้าไม่ได้รับการต้อนรับที่นี่ ออกไปให้พ้น เจ้าหนู!!
NPC_000056,Who am I? Hah! Liked I'd consort with the likes of a human. Get lost!,ฉันเป็นใคร? ฮะ! ฉันเบลอนิดหน่อย
NPC_000057,"Beat it, human! You're not welcome here!",จัดการมัน มนุษย์ คุณไม่ได้รับการต้อนรับที่นี่!!
NPC_000058,*Whistles*,*วีดดดด วิ้วววว*
NPC_000059,"Gwarrll! You just gonna stand there, or are you gonna get me out of here? You know, people don't necessarily like to be stared at...",คุณจะอยู่ตรงนี้ หรือจะพาฉันออกไปจากที่นี่?? ไม่รู้หรอว่าไม่มีใครชอบถูกจ้องมองแบบนี้หรอกนะ...
NPC_000060,"Garr!! I've not seen a human in years! I am Nevil, the honorable Patriarch of Keakoon.",ฉันไม่ได้เห็นมนุษย์มานานมากแล้ว ฉัน Nevil. สังฆราช แห่ง Keakoon
NPC_000061,"*Snort!* A human, eh? Very interesting... I haven't seen one of you weirdos in years! See ya later!",ฟื่ดดด มนุษย์ใช่มั้ย? น่าสนใจมาก ฉันไม่เคยเห็นคนแปลกหน้ามาหลายปีแล้ว!! แล้วเจอกัน!!
NPC_000062,Feel free to come see me whenever you are in need of magical goods.,ไม่ต้องลังเล มาหาฉันได้ตลอดเมื่อคุณต้องการสินค้าดีๆ!!
NPC_000063,Nice to meet you. Have you also come to research the magical fields surrounding the islands?,ยินดีที่ได้รู้จักนะ คุณก็มาหาข้อมูลเกี่ยวกับสถานที่แห่งเวทย์มนต์รอบเกาะเหมือนกันเหรอ ??
NPC_000064,My name is Ciel and I am doing research on the various magical phenomena in the area.,"ฉันชื่อ Ciel, ฉันกำลังทำวิจัยเกี่ยวกับปรากฏการณ์ เวทย์มนต์ประหลาดในพื้นที่นี้"
NPC_000065,Farewell!,ลาก่อน
NPC_000066,Come to me if you seek absolution.,มาหาฉันได้เมื่อคุณรู้สึกผิด
NPC_000067,Are you here for confession?,คุณมาที่นี่เพื่อสารภาพบาปงั้นหรอ ??
NPC_000068,Your aura shines brightly. May it never again lose its brilliance.,"คุณโดดเด่นมาก, เอาล่ะ ขอให้คุณไม่สูญเสียมันไปอีกนะ"
NPC_000069,I am a shepherd who helps sinners find their way back to the path of righteousness. Come to me if you wish to be cleansed.,ฉันเป็นแค่คนเลี้ยงแกะที่คอยช่วยคนบาปหาทางกลับไปสู่ทางสายธรรม มาหาฉันได้ถ้าคุณต้องการชะล้างบาป
NPC_000070,Get the key from one of the criminal Masquerpets. Once you get the key you can enter the Warp Zone in the mountains.,หากุญแจจากมอนสเตอร์ เมื่อคุณได้รับมันแล้วคุณสามารถเข้า Warp Zone ในภูเขาได้.
NPC_000071,"Good luck to you, stranger. Try not to get caught again, okay?",ขอให้คุณโชคดีนะ พยายามอย่าโดนจับอีกนะ 
NPC_000072,"You will not survive here without a shield, friend.","คุณอยู่ที่นี่ไม่ได้โดยไม่มีโล่, เพื่อน!"
NPC_000073,Huh? Do you want something from me? Then speak up!,ห๊ะ!! คุณต้องการอะไรจากฉันหรือเปล่า? พูดมาเลย!
NPC_000074,"My name is Rocbin and I came here for a number of reasons, none of which I would like to discuss with you at this time. Now shoo!",ฉันชื่อ Rocbin ฉันมาที่นี่ด้วยเหตุผลหลายๆอย่าง ซึ่งตอนนี้ฉันไม่อยากคุยกับคุณ. ชู่ววว!!
NPC_000075,Take care! ,ดูแลตัวเองด้วย
NPC_000076,Looking to work on your terrible equipment? Allow me to assist you!,ให้ฉันช่วยอะไรคุณหน่อยไหม?
NPC_000077,Hahaha! You look like the rest of those felons. What brings you here?,*ฮ่าาา ฮ่าาา* !! คุณดูเหมือนไม่ใช่คนดี อะไรทำให้คุณมาที่นี่งั้นหรอ ?
NPC_000078,"Greetings, adventurer! I am Shun, your friendly neighborhood arms dealer. I don't care who you are, a customer is a customer. Come right over and buy my gear!","ว่าไง, ท่านนักผจญภัย ฉันชื่อ Shun ฉันเป็นตัวแทนจำหน่ายที่นี่ ฉันไม่สนใจว่าคุณจะเป็นใคร มาสิ มาซื้อของฉันก่อน"
NPC_000079,Hehehe! Alright I hope we can hang out together someday.,*ฮี่ฮี่ๆ* สวัสดีฉันหวังว่าวันนี้เราจะไปเที่ยวด้วยกันนะ.
NPC_000080,I sell supplies to the weary adventurer. I've got everything you need!,ฉันขายเสบียงเยอะแยะให้กับเหล่านักผจญภัย ฉันมีทุกสิ่งที่คุณต้องการ!!!
NPC_000081,You look like you have something to tell me...,ดููเหมือนคุณมีอะไรจะบอกฉัน...
NPC_000082,My name is Yuna. I believe you will find my food and medicine reasonably priced.,"ฉันชื่อ Yuna, ฉันเชื่อว่าคุณจะได้รับอาหารและยาจากฉันในราคาที่สมเหตุสมผล"
NPC_000083,"Come one, come all! Visit Achaben's General Shop for your adventuring needs! *cough*",มานี่ มาเลยยย มาเยี่ยมชมสินค้าในร้านก่อน ร้านของ Achaben เอง เผื่อต้องใช้ในการผจญภัยนะ *แค่ก แค่ก*
NPC_000084,May I help you?,มีอะไรให้ฉันช่วยไหม ?
NPC_000085,"*Cough* I am happy to have a *wheeez* customer! If you need it, we have it... *cough* *huck* You wouldn't happen to have some cough medicine, would you?",*แค่ก แค่ก* ฉันมีความสุขที่ได้ลูกค้า~ คุณพอจะมียาแก้ไอมั้ย  แค่กๆ
NPC_000086,"*Ha-CHEW!* Sorry about that, allow me to clear my throat. *AHEM* My name is Achaben, and I run the General Shop here in Darken City. *cough*",*ฮัดดชิ้ววว* ขอโทษที ฉันเจ็บคอนิดหน่อย เหมือนจะไม่สบาย ฉันชื่อ Achaben และฉันมีร้านขายของทั่วๆไปอยู่ที่ Darken City ด้วยนะ *แค่ก แค่ก*
NPC_000087,Thank you for your patronage! Come back and visit sometime! Bring some cough medicine!,ขอบคุณนะที่ช่วยสนับสนุน ไว้กลับมาหาฉันใหม่นะ เอายาแก้ไอมาให้ฉันสักเม็ด
NPC_000088,#b#cff0001ffFlying Information#nc#nb is available here! I also have #b#cffff0000flying boards and brooms#nc#nb in stock!,#b#cff0001ffข้อมูลการบิน#nc#nb ดูได้ที่นี่เลย ฉันมีหมด #b#cffff0000ทั้งบอร์ดขี่ และ ไม้กวาดวิเศษ#nc#nb ในร้านเลย!
NPC_000089,What do you want to do?,เธออยากทำอะไรล่ะ?
NPC_000090,"Flying through the clouds high above Madrigal is my favorite dream come true. I would be flying right now, but I'm having some family trouble and I need to pay the bills!",การบินผ่านเมือง Madrigal เป็นความฝันของฉัน ฉันอยากจะบินตอนนี้ แต่ว่ามีปัญหาในครอบครัวบางอย่าง ฉันมีค่าใช้จ่ายเยอะเลย
NPC_000091,"My name is Almani, and I run the Station here in Darken city. I sell flying boards and brooms in addition to teaching the basics of flying.",ฉันชื่อ Almani. ฉันอยู่ที่ Darkon City. ฉันขายไม้กวาดและบอร์ด ด้วยนะ นอกจากจะสอนวิธีการบินแล้ว
NPC_000092,"1. First, you'll need to buy a broom or a board and be at least level 20 in order to fly. \n 2. Next, double-click the board or broom in your inventory or simply move it to a hot key to climb aboard.",1. ขั้นแรกคุณจะต้องซื้อไม้กวาดหรือบอร์ด และคุณต้องเวล 20 ไม่งั้นอดบิน \n 2. จากนั้น ดับเบิ้ลคลิกที่พาหนะในช่องเก็บของ หรือจะย้ายไม้กวาดไปไว้คีย์ลัดก็ได้นะ
NPC_000093,3. Press the Space Bar to accelerate your flying vehicle. Press the Space Bar key again while moving to stop. Think of the accelerator like a toggle button for *Go* and *Stop*.,3. กด Space Bar เพื่อเริ่มออกบินด้วยพาหนะบินของคุณ หากต้องการหยุดในขณะที่เคลื่อนที่อยู่ ให้กด Space Bar อีกครั้ง. ให้คิดซะว่าคันเร่งมันก็เหมือนกับปุ่มสลับระหว่าง *ไป* กับ *หยุด*
NPC_000094,"4. To navigate, you can simply hold the Right Mouse Button down and angle the camera in the direction that you want to go.\n Alternatively, you can also use the W, A, S and D controls to turn.","4. คุณสามารถกดคลิกขวาแล้วหมุนมุมกล้องไปตามที่ต้องการได้ \n หรือสามารถใช้ W, A, S และ D เพื่อหมุนได้"
NPC_000095,"5. Additionally, you can simply tap the Right Mouse Button twice to lock the camera to the mouse pointer. This allows you to navigate without holding down the right mouse button. Clicking twice again will turn off this effect.",5. นอกจากนี้ยังกดคลิกขวา 2 ครั้งเพื่อเชื่อมมุมกล้องกับเมาส์ได้ หากต้องการยกเลิกให้กด คลิกขวา 2 ที อีกครั้ง
NPC_000096,6. Anyone can fly in Madrigal. You simply have to acquire a flying vehicle!\n 7. There are numerous makes and models of flying vehicles. Trying shopping around in player shops or click the Use Premium Item Shop icon next to the Start Button.,6. ทุกคนสามารถบินใน Madrigal ได้ แต่ต้องมีพาหนะไว้บิน \n มีพาหนะหลายแบบให้คุณเลือก ลองช้อปปิ้งที่ร้านค้าส่วนตัวของผู้เล่นก็ได้หรือคลิกที่ เมนูซ้ายล่างจอ > ไอเทมพรีเมี่ยม ก็ได้
NPC_000097,"I hope the information I gave you was helpful. You're on your own now, aviator! See you in the clouds!",ฉันหวังว่าข้อมูลที่ให้ไปจะเป็นประโยชน์นะ ตอนนี้คุณเป็นนักบินเต็มตัวแล้ว !!!
NPC_000098,"1. Occasionally, you will run into some pesky masquerpets while flying. You will see a red box surrounding them.",1. บางครั้งคุณจะพบกับมอนสเตอร์ที่น่ารำคาญบางตัวในขณะบิน คุณจะเห็นกรอบสีแดงล้อมรอบพวกมัน
NPC_000099,"2. You can target these creatures with the Left Mouse Button. If you lose sight of them while flying, a green arrow appears on the edge of the screen to indicate which direction you need to turn. ",2. คุณสามารถกำหนดเป้าหมายสิ่งมีชีวิตเหล่านี้ด้วยปุ่มเมาส์ซ้าย หากคุณมองไม่เห็นพวกมันขณะบิน ลูกศรสีเขียวจะปรากฏขึ้นที่ขอบของหน้าจอเพื่อระบุทิศทางที่คุณต้องเลี้ยว
NPC_000100,"3. To attack the creature, simply get as close as you can and press the Left Mouse Button or the Insert Key.\n 4. If you want to follow the monster automatically, press the Z Key.",3. หากต้องการโจมตีพวกมันให้เข้าใกล้ให้มากที่สุดแล้วกดปุ่ม Insert ที่คีย์บอร์ด หรือ คลิกซ้ายที่มอนสเตอร์  \n4. หากกด Z จะติดตามอัตโนมัติ
NPC_000101,5. Magicians and Acrobats can shoot from range while in the air. Mercenaries and Assists must rely on melee attacks. You can also use your skills!,5. Magicians and Acrobats can shoot from range while in the air. Mercenaries and Assists must rely on melee attacks. You can also use your skills!
NPC_000102,"6. When you destroy a flying masquerpet, any dropped loot will be placed into your inventory automatically. If there is no room in your inventory, the loot is lost, so be careful!",6. เมื่อจัดการมอนสเตอร์บินแล้ว ไอเทมที่ดรอปจะได้รับในช่องสินค้าอัตโนมัติ
NPC_000103,"7. That about covers it for your flying combat training, cadet! Just one more thing... Don't crash and burn! Hahaha, just a little pilot humor.",7. ทั้งหมดก็เกี่ยวกับการฝึกบิน ฮ่าฮ่าฮ่า แค่เพียงเล็กน้อยเท่านั้น
NPC_000104,Have fun out there and be safe! Don't forget to check your six!,ขอให้สนุกและดูแลตัวเองด้วยนะ 
NPC_000105,"Goodbye, adventurer! Feel free to stop by again if you have any questions about flying.","ลาก่อน, นักผจญภัย!! ถ้าคุณมีคำถามเกี่ยวกับการบินกลับมาถามได้อีกนะ"
NPC_000106,The Red Bang Troupe will never break through our defenses as long as I'm here!,พวก The Red Bang ไม่เคยผ่านเราไปได้ตราบใดที่ฉันเป็นคนดูแลที่นี่
NPC_000107,"Hello, traveler. I have some missions for you!",สวัสดีนักเดินทาง ฉันมีภารกิจให้คุณ!
NPC_000108,"Greetings, traveler! You are welcome to visit the Erons Factory as long as I, Amadolka, am here. It can get pretty dangerous out here so watch your back!","สวัสดีท่านนักเดินทาง, คุณสามารถเยี่ยมชมโรงงาน Erons ได้"
NPC_000109,My name is Amadolka Liviehindekinas. I am in charge of security here at the Erons Factory. Why do you ask?,ฉันชื่อ Amadolka Liviehindekinas. ฉันดูแลความปลอดภัยที่นี่ ถามทำไมหรอ?
NPC_000110,"Be careful out there, traveler! I'll stand guard here!",ระวังด้วยนะ ท่านนักเดินทาง ฉันจะเฝ้าอยู่ที่นี่ !!
NPC_000111,I'm such a coward! *Cries*,ฉัันเป็นคนขี้ขลาด
NPC_000112,The curse has been removed for the 3rd time now. Please don't get cursed again or it will be the last time for sure.,คำสาปถูกลบเป็นครั้งที่ 3 แล้ว อย่าไปโดนอีกครั้ง เพราะนี่มันคือครั้งสุดท้ายที่จะแก้ไขได้
NPC_000113,I'm the Mysterious Teller of Tales! Wanna hear something spooky?,อยากได้ยินเรื่องเล่าที่น่ากลัวงั้นหรอ ??
NPC_000114,Stop by anytime you wanna hear a spooky story!,หยุดหากไม่อยากฟังเรื่องราวที่น่าสะพรึงกลัว
NPC_000115,ID Card,ID Card
NPC_000116,Hello there! How are you today!,สวัสดี เป็นไงบ้างวันนี้
NPC_000117,"Uhh, yes? If you've got something to say, say it. Otherwise leave me alone. I'm very busy securing these steel panels by tapping my foot repeatedly.",อืออ ถ้าคุณมีอะไรที่จะพูด ก็พูดเลย
NPC_000118,That's none of your business and I'll thank you to stay out of my personal affairs.,ขอบคุณที่คุณไม่ยุ่งในเรื่องส่วนตัวของฉัน
NPC_000119,"Alright, hope to see you soon!",เอาล่ะ หวังว่าจะได้เจอคุณเร็วๆนี้
NPC_000120,"Oh! You're asking about the ID Card that grants access to the Trillipy room in the mines, right? You should find Andre. I heard he spends most of his time in a forest filled with many ancient trees.",โอ้วว คุณกำลังถามเกี่ยวกับเรื่อง ID Card ที่อนุญาตให้เข้าถึงห้อง Trillipy ในเหมืองใช่มั้ย?
NPC_000121,"Hail and well met, adventurers! My name is Bolpor and I'm the best chef in town!",ทักทาย และยินดีที่ได้เจอนะ ฉันชื่อ Bolpor ฉันเป็นพ่อครัวที่เก่งที่สุดในเมืองนี้
NPC_000122,What do you want already?! I've got things to do!,สิ่งที่คุณต้องการ ? ฉันมีเรื่องที่น่าสนใจมากกว่านี้
NPC_000123,"I'm the best chef in town, you got that? Anyone that tells you different is more than welcome to discuss it with my butcher knife. There will be more than just *chicken* on a stick on my menu...",ฉันเป็นพ่อครัวที่ดีที่สุดในเมืองคุณเข้าใจไหม ใครบอกอย่างอื่นก็ให้มาคุยกับมีดของฉันดู เมนูฉันยังมีอย่างอื่นนอกจากไก่เสียบไม้แน่นอน ...
NPC_000124,"My name is Bolpor Centaurn, the best darn chef in Darken. I'm also the best looking. I didn't get this handsome overnight, you know.",ฉันชื่อ Bolpor Centaurn เป็นพ่อครัวดีที่สุดใน Darken ฉันยังหล่อที่สุดในเมืองนี้ีอีกด้วย
NPC_000125,"See ya later, alligator! Mmm, alligator... that gives me an idea for a new dish!","เจอกันครั้งหน้า อืมม, ฉันมีไอเดียสำหรับเมนูใหม่"
NPC_000126,"Only the bravest adventurer can hope to succeed on the path of the Knight Hero, Billaon. Are you worthy?",มีเพียงนักผจญภัยที่กล้าหาญที่สุดเท่านั้นที่สามารถหวังว่าจะประสบความสำเร็จบนเส
NPC_000127,We must never forget the sacrifice of the Heroes. We are here to train those who wish to follow their path in hopes of a worthy successor.,เราต้องไม่ลืมการเสียสละของวีรบุรุษ เราอยู่ที่นี่เพื่อฝึกฝนและทำตามเส้นทางของพวกเขา
NPC_000128,"I am Guardian Boneper. I'm here to protect the will of Billaon, the Knight Hero, at all costs. We are seeking those who are worthy enough to follow the path of the Knight Hero.",ฉันคือการ์เดียน โบนเพอร์ ฉันมาที่นี่เพื่อปกป้องเจตจำนงของ Billaon อัศวินฮีโร่ในทุกกรณี เรากำลังมองหาผู้ที่คู่ควรพอที่จะเดินตามรอยอัศวินฮีโร่
NPC_000129,"May the courage of Billaon be with you, adventurer.",ขอให้ความกล้าหาญของ Billaon อยู่กับคุณ นักผจญภัย
NPC_000130,We are here to protect the will of the Heroes. Are you worthy to become a successor of the Billposter Hero?,คุณสมควรที่จะกลายเป็นผู้สืบทอดตำแหน่งของ Billposter Hero หรือไม่?
NPC_000131,"I fear that those who follow Shade, Iblis and Bubble too closely will be destroyed by them in the end. Follow the path of the Heroes and you will not lose your way.","ฉันกลัวว่าคนที่ทำตาม Shade, Iblis และ Bubble อย่างใกล้ชิดจะถูกทำลายโดยพวกเขาในที่สุด ตามเส้นทางของวีรบุรุษจะดีที่สุด"
NPC_000132,"My name is Guardian Capafe. I am here as a guide and I protect the will of Roentel, the Billposter Hero.","ฉันชื่อ Guardian Capafe. ฉันอยู่ที่นี่เพื่อแนะนำแนวทาง และปกป้องเจตจำนงค์ของ Roentel, Billposter Hero."
NPC_000133,The power of Roentel will protect and guide you.,พลังของ Roentel จะปกป้องและแนะนำคุณเอง
NPC_000134,Rare metals and minerals reside deep within the Dekane Mine.,โลหะและแร่ธาตุที่หายาก อยู่ลึกเข้าไปในเหมืองของ Dekane
NPC_000135,You looking for some adventure? Why not discover the mystery of the curse of Darkon? ,คุณกำลังมองหาการผจญภัยใช่ไหม? ทำไมไม่ค้นหาความลึกลับของคำสาปของ Darkon?
NPC_000136,"Now's not the time for pleasantries, my simple-minded friend. Besides, I know you don't actually care. No one does...",ตอนนี้ไม่ใช่เวลาสำหรับความรื่นรมย์เพื่อนที่เรียบง่ายของฉัน นอกจากนี้ฉันรู้ว่าคุณไม่สนใจจริงๆ ไม่มีใครเลยที่สนใจ ...
NPC_000137,"Fine, leave if you want to! I don't need your help, fool! ","ดี, ฉันไม่ต้องการความช่วยเหลือจากคุณ"
NPC_000138,"Have you ever heard the name Neverant? Few know it now, but long ago it was the top-ranking mining guild in Darkon. I used to be a member of that guild.",คุณเคยได้ยิน Neverant หรือเปล่า? สมาคมการทำเหมืองระดับโลกใน Darkon
NPC_000139,"Today, the Neverant Guild is no more. It's hierarchy was torn apart by a terrible curse that emanated from the mine itself. Ironic, isn't it?",วันนี้ Neverant Guild ก็ไม่มีอยู่แล้ว ลำดับชั้นของมันถูกฉีกออกเป็นชิ้น ๆ ด้วยคำสาปสาหัสที่เล็ดลอดออกมาจากตัวของมันเอง ไม่เป็นไรใช่มั้ย?
NPC_000140,Check out the Dekane Mine west of here if you want. I won't step foot near there.,ตรวจสอบเหมือง Dekane ทางตะวันตกของที่นี่ถ้าคุณต้องการ ฉันจะไม่ก้าวเท้าเข้าไปที่นั่นเด็ดขาด
NPC_000141,Chenbing's Shield Shop is open for business! The best finely-crafted nomad shields Penya can buy!,ร้านโล่ของ Chenbing เปิดให้บริการแล้ว! ร้านนี้มีช่างที่ดีที่สุด และสามารถใช้ Penya ซื้อได้
NPC_000142,"Well, what are you gonna do for me? Hmmm?",ดีี คุณจะทำอะไรให้ฉัน ?? หืมมม ?
NPC_000143,"We, the Khan Union, are traveling merchants. Our fine craftsmanship is well-known throughout Madrigal. So whaddya say? Interested in taking a peek at my inventory? ","เรา, Khan Union กำลังเดินทางไปค้าขาย และทุกคนรู้จักกันดีทั่วบ้านทั่วเมือง Madrigal  สนใจที่จะเข้าไปดูสินค้าหรือไม่ ?"
NPC_000144,"I am Chenbing Khan and I sell the best, finely-crafted, and affordable shields you'll find anywhere in Madrigal.",ฉัน Chenbing Khan และ ฉันขายโล่ที่ดีที่สุดและราคาไม่แพง คุณจะพบได้ทุกที่ใน Madrigal
NPC_000145,Take care! Tell your friends about us!,ดูแลตัวเองด้วย บอกเพื่อนของคุณเกี่ยวกับร้านของเราด้วยนะ
NPC_000146,"So, have you completed that which you needed to in order to proceed?",คุณดำเนินการต่อหรือไม่?
NPC_000147,What do you want?,คุณต้องการอะไร?
NPC_000148,You couldn't possibly hope to understand what lies beyond this gate. I don't care how much research you've done. ,คุณไม่อาจหวังว่าจะเข้าใจสิ่งที่อยู่นอกเหนือประตูนี้ ฉันไม่สนใจว่าคุณจะค้นคว้ามากแค่ไหน
NPC_000149,Don't concern yourself with such things. Who I am is of no consequence to you. All you need to know is that I am here to protect this gate.,อย่ากังวลกับสิ่งนั้น ฉันเป็นใคร? คุณไม่ต้องสนใจหรอก ที่ต้องรู้คือ ฉันอยู่ที่นี่เพื่อปกป้องประตูนี้
NPC_000150,"Farewell, strange one.",ลาก่อน...
NPC_000151,"Hey, you there! Help me! Let me out of here right now! Argh!!!",เฮ้ คุณมี ! ช่วยฉันด้วย ปล่อยให้ฉันไปจากที่นี่ตอนนี้...
NPC_000152,"Oh thank Rhisis, I knew someone would come! Oh thank you, thank you, thank you! Well, what are you doing just standing around? Let me out, darn it!!",ขอบคุณ Rhisis ฉันรู้ว่าจะมีคนมา! โอ้ขอบคุณขอบคุณขอบคุณ! คุณกำลังทำอะไรอยู่เฉยๆ? ปล่อยฉันออกมายี้ !!
NPC_000153,"Me? I, Colar Devoka, am the best actor in the Pepoview Troupe! Well, I was, but now I am stuck out here and this filthy cage waiting to be eaten by those filthy Leyenas.",ฉันหรอ ? ฉัน Colar Devoka เป็นนักแสดงที่ดีที่สุดใน Pepoview Troupe แต่ตอนนี้ฉันติดอยู่ที่นี่
NPC_000154,What?! HEY! I thought you were going to release me. I'll get you for this!,อะไร? เฮ้ ฉันคิดว่าคุณกำลังจะปลดปล่อยฉัน
NPC_000155,Follow the teachings of Lillip and you will discover the secrets of the elements.,ทำตามคำแนะนำของ Lillip และคุณจะค้นพบความลับของธาตุต่างๆ
NPC_000156,"Hello, friend. Listen, whatever happens in this world, you must not lose hope. As long as we follow the path of the Heroes, we will persevere.",สวัสดี ไงเพื่อน ไม่ว่าจะเกิดอะไรขึ้นในโลกนี้ คุณจะต้องไม่สูญเสียความหวัง ตราบใดที่เรายังเดินตามรอยวีรบุรุษ เราจะทำมันต่อไป
NPC_000157,"My name is Condram Griters and I am one of 8 priests of Lillip, the Elementor Hero. I am teaching the wisdom of Lillip to his successors. I act as a guide to those who follow the path of Lillip.","ฉันชื่อ Condram Griters และฉันเป็นหนึ่งใน 9 นักบวชของ Lillip, Elementor Hero ฉันสอนอะไรหลายๆอย่างให้กับผู้สืบทอดของเขา"
NPC_000158,"Farewell, young one. May Lillip guide and protect you.",ลาก่อน... คู่มือจะช่วยปกป้องคุณ
NPC_000159,"Heren, your legacy will carry on and your courage will not be forgotten.",Heren มรดกของคุณจะดำเนินต่อไปและความกล้าหาญของคุณจะไม่ถูกลืมเลือน
NPC_000160,"The might of the Blade will stand against those who seek to destroy us. Heren, the Blade Hero, has left a great legacy. ",ความสามารถของนักดาบจะต่อต้านผู้ที่พยายามจะทำลายเรา
NPC_000161,"My name is Corel Anduril, and I am the Blade Master of Darken City. I was well known as a Blade Dancer before the war. Now, it is my duty to select those worthy of becoming a Blade and prepare them for what lies ahead.",ฉันชื่อ Corel Anduril และฉันเป็น Master Blade ของเมือง Darken City. ฉันเป็นที่รู้จักในชื่อ Blade Dancer ก่อนสงครามจะเกิด ตอนนี้มีหน้าที่เลือกผู้ที่สมควรจะเป็น Blade และเตรียมตัวให้พร้อมสำหรับสิ่งที่อยู่ข้างหน้า
NPC_000162,"May Heren be with you, always.",ขอให้ Heren สถิตอยู่กับคุณ.
NPC_000163,"I honor the spirit of Offerep, the Psykeeper Hero.",ฉันเคารพในจิตวิญญาณของ Offerep Psykeeper Hero.
NPC_000164,"Their last battle will resonate throughout eternity. The Heroes sacrificed themselves to save all of Madrigal. We are forever in their debt. Take with you the teachings of Offerep, adventurer.",การรบครั้งสุดท้ายของเขาจะเป็นที่จดจำไปชั่วนิรันทร์. วีรบุรุษเสียสละชีพตัวเองเพื่อช่วยอีกหลายชีวิตใน Madrigal ทั้งหมด เราคงเป็นหนี้พวกเขาตลอดไป
