Key,English,Spanish
TEXTCLIENT_INVALIDCHARACTERS,This name contains unauthorized characters.,Este nombre contiene caracteres no autorizados.
TEXTCLIENT_INVALIDNAME,This name contains unauthorized words.,Este nombre contiene palabras no autorizadas.
TEXTCLIENT_IPBANNED,Your public internet address has been banned. Contact the administrator for more informations.,Esta dirección pública de internet ha sido baneada. Contacta con el administrador para más información.
TEXTCLIENT_IPRESTRAINTED,The game is currently not available in your country.,El juego no se encuentra disponible en tu país.
TEXTCLIENT_IPBLOCKED,An important activity has been detected on your public internet address. Please wait %s before trying again.,Se ha detectado una actividad importante en tu dirección pública de Internet. Por favor espera %s antes de intentarlo de nuevo.
TEXTCLIENT_SECS,second(s),segundo(s)
TEXTCLIENT_MINS,minute(s),minuto(s)
TEXTCLIENT_HOURS,hour(s),hora(s)
TEXTCLIENT_SESSIONEXPIRED,"Your session has expired, please enter your login and password again.","Tu sesión ha expirado, por favor introduce tu usuario y contraseña de nuevo."
TEXTCLIENT_ADMIN,Admin,Admin
TEXTCLIENT_DEVELOPER,Dev,Dev
TEXTCLIENT_GAMEMASTER,Game Master,Game Master
TEXTCLIENT_MODERATOR,MOD,MOD
TEXTCLIENT_VENDOR_NPC,[Vendor],[Vendedor]
TEXTCLIENT_APP_CHAT,Chat Window,Chatear
TEXTCLIENT_INVALIDLOGIN,Your login or password is invalid.,Tu usuario o contraseña es invalido.
TEXTCLIENT_INVALIDAUTHTOKEN,Authentication failed. Please try again.,"Autentificación fallida. Inténtelo de nuevo, por favor."
TEXTCLIENT_NOWPOSITION,"Position: x = %f, y = %f, z = %f, angle = %f","Posición: x = %f, y = %f, z = %f, ángulo = %f"
TEXTCLIENT_NOTTRANSSELF,You cannot send a PM to yourself.,No te puedes enviar un PM a ti mismo.
TEXTCLIENT_PLAYERNOTEXIST,%s does not exist or is offline.,%s no existe o está desconectado.
TEXTCLIENT_APP_NOTICE,Notice,Anuncio
TEXTCLIENT_APP_STATUS,Status,Estado
TEXTCLIENT_PLAYERINFORMATION,%s - Lv: %d,%s - Nv: %d
TEXTCLIENT_BLINK_LIMIT,You cannot use it during skill motion.,No puedes usarlo mientras lanzas la habilidad.
TEXTCLIENT_NOTSIT_BLINK,You cannot use a Blinkwing while sitting.,No puedes usar un Parpadeo mientras estás sentado.
TEXTCLIENT_STAND_LIMIT,You can use it when you stand up.,Puedes usar este objeto estando de pié.
TEXTCLIENT_FLIGHT_NOUSE,Unable to use while flying.,No se puede usar mientras vuelas.
TEXTCLIENT_ERROR_NOFLY,You cannot fly here.,No puedes volar aquí.
TEXTCLIENT_ERROR_NOTALK,You are not allowed to talk.,No se te permite hablar.
TEXTCLIENT_ERROR_CHATSPAM,You received %d minutes penalty because of too much of chatting.,Has sido penalizado durante %d minutos por chatear demasiado.
TEXTCLIENT_APP_MOTION,Emotes,Gestos
TEXTCLIENT_APP_CHARINFO,Character,Personaje
TEXTCLIENT_LIMIT_RECOVER,%s recovery limited to %d.,%s recuperación limitada a %d.
TEXTCLIENT_ATTENTIONCOOLTIME,Please wait a while before using the item again.,Por favor espera un poco antes de volver a usar el objeto.
TEXTCLIENT_DEATH,Press Lodestar to resurrect (Nearest Town) or use an item to resurrect in place.,Pulsa Estrella de Vida para resucitar (Ciudad más Cercana) o usa un objeto para resucitar aquí.
TEXTCLIENT_DEATH_ARENA,Press Lodestar to resurrect near the Arena.,Pulsa Estrella de Vida para resucitar cerca de la Arena.
TEXTCLIENT_MOBPRIORITY,You cannot attack a monster that is fighting against another player.,No puedes atacar a un monstruo que esta peleando contra otro jugador.
TEXTCLIENT_NOQUITCOMBAT,You cannot quit during combat.,No puedes salir estando en combate.
TEXTCLIENT_LEVELUP,Level up! You can increase your stats in your character window.,¡Has subido de Nivel! Puedes aumentar tus atributos en la Ventana del Personaje.
TEXTCLIENT_LEVELUP_CAPTION,Congratulations! Level up!,¡Felicidades! ¡Has subido de Nivel!
TEXTCLIENT_CHARSTATUS_APPLY_Q,Do you want to use the current Stat setup?,¿Deseas utilizar la configuración actual de Estadísticas?
TEXTCLIENT_CHARSTATUS_FIRSTJOB,Your stat values will reset after your 1st job change.,Tus puntos de estadística serán reiniciados una vez que cambies a 1ra clase.
TEXTCLIENT_BATTLEPASS_REQUIRED,This feature is only available with the Extended Flyff Pass or Hero Quest.,Característica disponible con Extensión Pase Batalla o Búsqueda de Héroe.
TEXTCLIENT_STATPAGE_COOLDOWN,You can swap stat pages in %d seconds.,Puede intercambiar páginas de estadísticas cada %d segundos.
TEXTCLIENT_ADMIN_STATE,Status,Estado
TEXTCLIENT_ADMIN_NORMAL,Normal,Normal
TEXTCLIENT_SPEED_VERYSLOW,Very slow,Muy lento
TEXTCLIENT_SPEED_LOW,Slow,Lento
TEXTCLIENT_SPEED_NORMAL,Normal,Normal
TEXTCLIENT_SPEED_FAST,Fast,Rápido
TEXTCLIENT_SPEED_VERYFAST,Very fast,Muy rápido
TEXTCLIENT_SPEED_FASTEST,Fastest,Lo mas rápido posible
TEXTCLIENT_ITEMPRIORITY,The %s belongs to another player at the moment. Please wait a while.,%s pertenece a otro jugador por el momento. Por favor espera un poco.
TEXTCLIENT_LACKSPACE,Inventory is full. Please make room and try again.,Inventario lleno. Por favor haz espacio e inténtalo de nuevo.
TEXTCLIENT_REAPITEM,You received %s.,Has recibido %s.
TEXTCLIENT_REAPITEM_UPGRADE,You received %s +%d.,Has recibido %s +%d.
TEXTCLIENT_TROUPEREAPITEM,%s has gained %s.,%s ha ganado %s.
TEXTCLIENT_APP_INVENTORY,Inventory,Inventario
TEXTCLIENT_REAPMONEY,You received %s Penya (Total: %s Penya).,Has recibido %s Penya (Total: %s Penya).
TEXTCLIENT_ERROR_SEX,%s is not for your gender.,%s no es de tu sexo.
TEXTCLIENT_ERROR_JOB,You cannot equip the %s. Requirements not met.,No te puedes equipar con %s. No cumples los requisitos.
TEXTCLIENT_ERROR_LEVEL,You cannot equip this item because your level is too low. (Req Lev: %d),No te puedes equipar este objeto porque tu nivel es bajo. (Niv Req: %d)
TEXTCLIENT_ERROR_UNDESTRUCTABLE,You can not discard this item.,No puedes desechar este objeto.
TEXTCLIENT_ERROR_USINGITEM,You are already using this item.,You are already using this item.
TEXTCLIENT_SUCCESSREMOVEITEM,Number of %s deleted: %d.,Cantidad de %s eliminados: %d.
TEXTCLIENT_NOTARGET,"Cannot attack, no monster targeted.","No puedes atacar, no has seleccionado ningún monstruo."
TEXTCLIENT_NOTUSE,You cannot use this yet.,No puedes usarlo todavía.
TEXTCLIENT_ERROR_NOTLEVEL,Your level is too low.,Tu nivel es demasiado bajo.
TEXTCLIENT_BLOCK_PM,%s is in the 'Refuse to Whisper/Messenger' setting.,%s no acepta susurros ni mensajes.
TEXTCLIENT_YETTRADE,That player is currently busy. Please try again after few minutes.,El jugador está actualmente ocupado. Vuelve a intentarlo después de unos minutos.
TEXTCLIENT_ITEMNOTUSE_TRADING,You cannot use items while trading.,No puedes utilizar objetos mientras comercias.
TEXTCLIENT_REDCHIP,Red Chip,Chip Rojo
TEXTCLIENT_ERROR_EQUIPTRADE,Please unequip the item before selling it.,Por favor desequipa el objeto antes de venderlo.
TEXTCLIENT_ERROR_NPCBUFFLEVEL,Only level %d~%d character can get buffs.,Solo personajes de nivel %d~%d pueden obtener buffs.
TEXTCLIENT_ERROR_NPCBUFFFAIL,You cannot use %s right now.,No puedes usar %s ahora.
TEXTCLIENT_LEVEL15JOB,Now it's time to choose your job.,Ha llegado el momento de elegir tu Clase.
TEXTCLIENT_CHANGEJOB,Congratulations! You have advanced to the %s job class.,¡Felicidades! Has avanzado a la clase %s.
TEXTCLIENT_APP_SKILL,Skills,Habilidades
TEXTCLIENT_BASESKILLLEVEL,Character Level: %d,Nivel del Personaje: %d
TEXTCLIENT_PATTERNUP,You are learning new attack patterns!,¡Estás aprendiendo nuevas formas de atacar!
TEXTCLIENT_WRONGITEM,You need to equip the correct weapon or item to use that skill.,Necesitas equipar el arma o el objeto correcto para usar esa habilidad.
TEXTCLIENT_REQFP,Not enough FP.,No tienes suficiente FP.
TEXTCLIENT_REQMP,Not enough MP.,No tienes suficiente MP.
TEXTCLIENT_REQHP,Not enough HP.,Not enough HP.
TEXTCLIENT_BLOCKTARGETING,This action has been blocked by an obstacle..,No puedes atacar por culpa de un obstáculo.
TEXTCLIENT_SKILLREQUIRED,%s skill level %d is needed.,%s nivel de habilidad %d es necesario.
TEXTCLIENT_SKILLLEVELUP,%s skill level increased.,%s nivel de habilidad aumentado.
TEXTCLIENT_APP_PRIVATE_SHOP,Private Shop,Tienda Privada
TEXTCLIENT_APP_QUEST,Quests,Misiones
TEXTCLIENT_APP_CASH_SHOP,Flyff Shop,Tienda Flyff
TEXTCLIENT_PREMIUM_ITEMS,Premium Items,Objetos Premium
TEXTCLIENT_COMMUNICATION,Communication,Comunicación
TEXTCLIENT_COMMUNITY,Community,Comunidad
TEXTCLIENT_HELPER,Helper,Ayudante
TEXTCLIENT_APP_ITEM_DURATION,Duration,Duración
TEXTCLIENT_APP_MESSENGER,Messenger,Messenger
TEXTCLIENT_APP_PARTY,Party,Party
TEXTCLIENT_APP_GUILD,Guild,Guild
TEXTCLIENT_APP_COUPLE,Couple,Couple
TEXTCLIENT_APP_HELP,Help,Ayuda
TEXTCLIENT_APP_HELP_TIPS,Tips,Consejos
TEXTCLIENT_APP_FAQ,FAQ,FAQ
TEXTCLIENT_APP_FITTINGROOM,Fitting Room,Probador
TEXTCLIENT_APP_HELP_WIKI,Wiki Help,Ayuda Wiki
TEXTCLIENT_APP_INFO_PANG,Info-Pang,Info-Pang
TEXTCLIENT_GUILDCOMBAT_CANNOT_PARTY,You cannot make a party in the Guild Siege arena.,No puedes crear una Party en la arena de Batallas de Guilds.
TEXTCLIENT_PPVP_ADD_PARTY,You cannot invite another character to join the party during party PvP.,No puedes invitar a otros jugador durante un PvP de Party.
TEXTCLIENT_DUEL_ADD_PARTY,You cannot join the party during duel.,No te puedes unir a una party durante un duelo.
TEXTCLIENT_DUEL_ADD_GUILD,You cannot join the guild during duel.,No te puedes unir a la guild durante un duelo.
TEXTCLIENT_BATTLE_NOTPARTY,You cannot invite others to join your party during a battle.,No puedes invitar a otros a la party durante la batalla.
TEXTCLIENT_PARTYINVITE_DIFFERENTSERVER,Cannot invite a player from a different channel.,No puedes invitar a un jugador que está en otro canal.
TEXTCLIENT_PARTYOTHER,%s is currently in another party.,%s está en otra party.
TEXTCLIENT_PARTYEXISTCHR,%s is already in your party.,%s ya está en tu party.
TEXTCLIENT_DIFFERENTPARTY,Player cannot join the party.,El jugador no puede unirse a la party.
TEXTCLIENT_PARTYFAILINVITATE,%s has refused to join the party.,%s ha rechazado unirse a la party.
TEXTCLIENT_PARTYDENY,%s is currently not accepting Party Invitations,%s actualmente no está aceptando invitaciones de party.
TEXTCLIENT_PARTYNOINVATE,Only the party leader can invite new members.,Solo el líder de party puede invitar a nuevos miembros.
TEXTCLIENT_PARTYFULL,The maximum party limit of 8 players has already been reached.,Se ha alcanzado el número máximo de 8 jugadores en la party.
TEXTCLIENT_PARTYFAILENTER,You have failed to join the party.,No te has podido unir a la party.
TEXTCLIENT_GUILDFAILENTER,You have failed to join the guild.,No te has podido unir a la guild.
TEXTCLIENT_PARTYCREATE,Party has been created.,La Party ha sido creada.
TEXTCLIENT_PARTYJOIN,%s has joined the party.,%s se ha unido a la party.
TEXTCLIENT_PARTYREMOVE,%s has left the party.,%s ha dejado la party.
TEXTCLIENT_PARTYEXIT,You have left the party.,Has salido de la party.
TEXTCLIENT_PARTYDESTROY,Party has been disbanded.,La party ha sido disuelta.
TEXTCLIENT_LODELIGHT,You have chosen the Lodelight as your re-spawn point.,Has elegido a la Estrella de Luz como punto de reaparición.
TEXTCLIENT_PARTY_ISNOTMASTER,Only the Party Leader is able to transfer the Leader Status to another member of the party.,Solo el Líder de Party puede transferir el Liderazgo a otro miembro de la party.
TEXTCLIENT_PARTY_MASTERAWAY,You cannot pass party leadership to an offline player.,No puedes darle el líder de party a un usuario desconectado.
TEXTCLIENT_PARTY_ALREADYMASTER,You are already the Party Leader.,Ya eres el Líder de Party.
TEXTCLIENT_PARTY_LEADERNOCHANGEPK,Unable to change the party leader during a party duel.,No se puede cambiar el líder de party durante un duelo de party.
TEXTCLIENT_PARTY_TROUPEUP,Party level increased to 10.,El nivel de la party ha subido al 10.
TEXTCLIENT_PARTY_LEVELUP,Party level increased.,El nivel de party ha subido.
TEXTCLIENT_PARTY_NAMEINUSE,That party name is already in use. Please choose another one.,"El nombre de la party se encuentra en uso. Por favor, selecciona otro."
TEXTCLIENT_PARTY_INVALIDNAME,This party name contains unauthorized characters or words.,Este nombre de party contiene carácteres o palabras no autorizadas.
TEXTCLIENT_ERROR,Error,Error
TEXTCLIENT_PARTY_CHANGE,The party has been changed to an Advanced Party.,La party ha sido cambiada a Party Avanzada.
TEXTCLIENT_PARTY_NAMECHANGED,Party name has been changed to %s.,El nombre de la party ha cambiado a %s.
TEXTCLIENT_PARTYSKILL_LEADER,Only the party leader can use party skills.,Solo el líder de party puede usar habilidades de party.
TEXTCLIENT_PARTYSKILL_REQLEVEL,Your party does not have the required level.,Tu party no tiene el nivel requerido.
TEXTCLIENT_PARTYSKILL_POINTS,Cannot use skill. Insufficient party experience.,No se puede usar la habilidad. Insuficiente nivel de party.
TEXTCLIENT_PARTYSKILL_NOTTIME,You are still using the %s party skill. Try again later.,Aún estas usando la habilidad de party %s. Inténtalo más tarde.
TEXTCLIENT_PARTYSKILL_USE,The party skill %s has been used.,La habilidad de party %s se ha utilizado.
TEXTCLIENT_PARTYSKILL_STOP,The effect of %s has ended.,El efecto de %s está a punto de acabar.
TEXTCLIENT_ACR_FAME01,Rogue,Pícaro
TEXTCLIENT_ACR_FAME02,Outlaw,Forajido
TEXTCLIENT_ACR_FAME03,Vigilante,Vigilante
TEXTCLIENT_ACR_FAME04,Pathfinder,Pionero
TEXTCLIENT_ACR_FAME05,Pursuer,Perseguidor
TEXTCLIENT_ACR_FAME06,Hejerdor,Hejerdor
TEXTCLIENT_ACR_FAME07,Phoenix,Fénix
TEXTCLIENT_ACR_FAME08,Splitter,Disidente
TEXTCLIENT_ACR_FAME09,Valcan,Valcan
TEXTCLIENT_ACR_FAME10,Lamia,Lamia
TEXTCLIENT_MER_FAME01,Trainer,Entrenador
TEXTCLIENT_MER_FAME02,Fighter,Luchador
TEXTCLIENT_MER_FAME03,Gladiator,Gladiador
TEXTCLIENT_MER_FAME04,Berserker,Berserker
TEXTCLIENT_MER_FAME05,Wardancer,Bailador de Guerra
TEXTCLIENT_MER_FAME06,Blaster,Explosionador
TEXTCLIENT_MER_FAME07,Eraser,Liquidador
TEXTCLIENT_MER_FAME08,Champion,Campeón
TEXTCLIENT_MER_FAME09,Warrior,Guerrero
TEXTCLIENT_MER_FAME10,Bearcat,Gatoso
TEXTCLIENT_MAG_FAME01,Apprentice,Aprendiz
TEXTCLIENT_MAG_FAME02,Mage,Mago
TEXTCLIENT_MAG_FAME03,War Mage,Mago de Guerra
TEXTCLIENT_MAG_FAME04,Grand Mage,Gran Mago
TEXTCLIENT_MAG_FAME05,Arch Mage,Mago Arcano
TEXTCLIENT_MAG_FAME06,Sorcerer,Hechizero
TEXTCLIENT_MAG_FAME07,Warlock,Brujo
TEXTCLIENT_MAG_FAME08,Sage,Sabio
TEXTCLIENT_MAG_FAME09,Arch Sage,Sabio Arcano
TEXTCLIENT_MAG_FAME10,Elder,Anciano
TEXTCLIENT_ASS_FAME01,Protector,Protector
TEXTCLIENT_ASS_FAME02,Guardian,Guardián
TEXTCLIENT_ASS_FAME03,Knight,Caballero
TEXTCLIENT_ASS_FAME04,Paladin,Paladín
TEXTCLIENT_ASS_FAME05,Crusader,Cruzado
TEXTCLIENT_ASS_FAME06,Crusader,Cruzado
TEXTCLIENT_ASS_FAME07,Chaplain,Capellán
TEXTCLIENT_ASS_FAME08,Luminary,Luminary
TEXTCLIENT_ASS_FAME09,Prophet,Profeta
TEXTCLIENT_ASS_FAME10,Oracle,Oráculo
TEXTCLIENT_ALREADYFRIEND,That player is already in your friends list.,Este jugador ya está en tu lista de amigos.
TEXTCLIENT_MSGINVATE,You have asked for permission to add %s to your messenger.,Has solicitado registrar a %s en tu messenger.
TEXTCLIENT_GUILDCOMBAT_CANNOT_FRIENDADD,You cannot add friends in the Guild Siege arena.,No puedes agregar amigos en la arena de Batallas de Guilds.
TEXTCLIENT_BATTLE_NOTFRIEND,You cannot add someone to your friends list while dueling.,No puedes agregar a alguien a tu lista de amigos mientras estas en medio de un duelo.
TEXTCLIENT_MSGDENYINVATE,Invitation has been refused.,La invitación ha sido rechazada.
TEXTCLIENT_MSGDENY,%s is in the 'Refuse Messenger' setting.,%s actualmente no acepta mensajes.
TEXTCLIENT_MSGMAXUSER,The maximum number of players that can be registered into the messenger is 200.,La cantidad máxima de usuarios que puedes registrar en el Messenger es de 200.
TEXTCLIENT_MSGINVATECOM,%s has added you to their Messenger.,%s te ha registrado en su Messenger.
TEXTCLIENT_NOTLOGIN,That player is offline.,El jugador no está conectado.
TEXTCLIENT_MSGBLOCKCHR,"Failure to send message, %s is blocked.","Error al enviar el mensaje, %s está bloqueado."
TEXTCLIENT_MESSNEWNOTE,You have %d new message(s).,Tienes %d nuevo(s) mensaje(s).
TEXTCLIENT_MESSFULLNOTE,Your message cannot be sent. The receiving inbox may be full.,Tu mensaje no se puede enviar. El buzón del destinatario está lleno.
TEXTCLIENT_MESSNOTE,You sent the memo.,Has enviado el mensaje.
TEXTCLIENT_MAILRECEIVE,You have received new mail!,¡Has recibido un nuevo correo!
TEXTCLIENT_CANT_SHOUT_BELOW_20,Characters under Level %d cannot shout.,Los personajes de Nivel inferior a %d no pueden gritar.
TEXTCLIENT_NOPARTY,Party does not exist.,La party no existe.
TEXTCLIENT_NOGUILD,Guild does not exist.,La guild no existe.
TEXTCLIENT_WHISPERAGREE,Private messages allowed,Mensajes privados permitidos
TEXTCLIENT_WHISPERREFUSE,Private messages refused,Mensajes privados rechazados
TEXTCLIENT_MSGERAGREE,Messenger allowed,Messenger permitido
TEXTCLIENT_MSGERREFUSE,Messenger refused,Messenger rechazado
TEXTCLIENT_STAGEAGREE,Party & guild invites allowed,Invitaciones de party y guild permitidas
TEXTCLIENT_STAGEREFUSE,Party & guild invites refused,Invitaciones de party y guild rechazadas
TEXTCLIENT_CONNAGREE,Post connection status,Publicar el estado de conexión.
TEXTCLIENT_CONNREFUSE,Do not post connection status.,No publicar el estado de conexión.
TEXTCLIENT_FULL_BLOCKED_USER_LIST,Ignore List is full. Please unignore some characters or relog to reset your Ignore List.,La Lista de Ignorados está llena. Por favor deja de ignorar a alguien o vuelve a entrar para resetear tu Lista de Ignorados.
TEXTCLIENT_MY_CHARACTER_CANT_BLOCK,You shouldn't ignore yourself. You might have something important to say!,No deberías ignorarte a ti mismo. ¡Puede que tengas algo importante que decir!
TEXTCLIENT_ALREADY_BLOCKED,That character is already on your Ignore List.,Ese personaje ya está en tu Lista de Ignorados.
TEXTCLIENT_USER_CHATTING_BLOCKING,%s has been ignored. Type /unignore <NAME> to remove them from your Ignore List.,%s ha sido ignorado. Escribe /unignore <NAME> para quitarlo de tu Lista de Ignorados.
TEXTCLIENT_USER_CHATTING_UNBLOCKING,%s is now unignored.,%s ya no está ignorado.
TEXTCLIENT_THERE_IS_NO_BLOCKED_TARGET,That character is not on your Ignore List.,Ese personaje no está en tu Lista de Ignorados.
TEXTCLIENT_EQUIPPUT,Please unequip the item first.,Por favor quítate el objeto primero.
TEXTCLIENT_CHARGED_NOTUSE,You can not use the premium items.,No puedes usar los objetos premium.
TEXTCLIENT_MSGSELFSENDERERROR,"You cannot send a message to yourself, silly.","No puedes enviarte un mensaje a ti mismo, tonto."
TEXTCLIENT_MAILBOX_FULL,%s's mail box is full.,El buzón de %s está lleno.
TEXTCLIENT_LACKMONEY,You do not have enough Penya.,No tienes suficiente Penya.
TEXTCLIENT_CANNOTPOST,You cannot send this item.,No puedes enviar este objeto.
TEXTCLIENT_MAIL_UNKNOWN,Unknown user,Usuario desconocido
TEXTCLIENT_POST_ERROR,You have failed to send.,Ha fallado el envío.
TEXTCLIENT_MAIL_SEND_OK,Your mail has been sent successfully.,Has enviado el mensaje con éxito.
TEXTCLIENT_ERROR_RETRY,"An error occured, please retry the operation.","Ha ocurrido un error, por favor vuelve a intentarlo."
TEXTCLIENT_REALTIME,Real Time - %s,Tiempo Real - %s
TEXTCLIENT_MADRIGALTIME,Madrigal Time - %s,Tiempo de Madrigal - %s
TEXTCLIENT_NEW_QUEST,New Quest,Nueva Misión
TEXTCLIENT_CURRENT_QUEST,Quests in Progress,Misión en Progreso
TEXTCLIENT_STARTQUEST,You've received the quest: %s. Open your Quest Window for details.,Has recibido la misión: %s. Abre tu Ventana de Misiones para más detalles.
TEXTCLIENT_REMOVEQUEST,%s quest has been cancelled.,La misión %s ha sido cancelada.
TEXTCLIENT_QUEST_FAILURE,Quest cancelled.,Misión cancelada.
TEXTCLIENT_NOTPLAYSERVER,This channel is not available. Please select another.,"Este canal no esta disponible. Por favor, entra en otro."
TEXTCLIENT_PK_NO_FLIGHTAREA,Flying is forbidden inside.,Volar está prohibido dentro.
TEXTCLIENT_ITEMBOX_MESSAGE1,You need %s item to open it.,Necesitas %s para abrirlo.
TEXTCLIENT_ITEMBOX_MESSAGE2,"Wrong level, unable to open itembox.","Nivel incorrecto, no se puede abrir la caja de objetos."
TEXTCLIENT_ITEMBOX_MESSAGE3,"Wrong sex, unable to open itembox.","Sexo incorrecto, no se puede abrir la caja de objetos."
TEXTCLIENT_ITEMBOX_MESSAGE4,You need to be on the %s quest to open it.,Necesitas estar en la misión %s para abrirlo.
TEXTCLIENT_ITEMBOX_MESSAGE5,"Wrong job, unable to open itembox.","Clase equivocada, no se puede abrir la caja de objetos."
TEXTCLIENT_QUEST_NOINVENTORYSPACE,Unable to complete quest. Not enough room in your inventory.,No se puede completar la misión. No tienes suficiente espacio en el inventario.
TEXTCLIENT_REAPEXP,You have gained Experience.,Has ganado Experiencia.
TEXTCLIENT_ENDQUEST,Congratulations! %s has been completed.,¡Felicidades! %s se ha completado.
TEXTCLIENT_PARTYQUEST_NOTJOIN,"If a member of party is over level %d, he cannot enter.","Si un miembro de la party es más de nivel %d, no puede entrar."
TEXTCLIENT_ERROR_DONTCHECK,You cannot check that anymore.,Ya no puedes verificar eso.
TEXTCLIENT_COMACCEPT,You have joined the %s guild.,Te has unido a la guild %s.
TEXTCLIENT_COMLEAVE,You are no longer a member of the %s guild.,Ya no eres un miembro de la guild %s.
TEXTCLIENT_GUILDWARERRORLOGO,You cannot change your guild logo during a guild duel.,No puedes cambiar el logo de guild durante un duelo de guilds.
TEXTCLIENT_GUILDWARERRORNAME,You cannot change your guild name during a guild duel.,No puedes cambiar el nombre de tu guild durante un duelo de guilds.
TEXTCLIENT_GUILDNOTICEUPDATE,A new Guild Notice has been posted. Please check it in the guild window.,Hay un nuevo Anuncio de Guild. Ve a la ventana de la guild para verlo.
TEXTCLIENT_GUILD_NAMEINUSE,That guild name is already in use. Please choose another one.,Ese nombre de guild ya está en uso. Por favor escoge otro.
TEXTCLIENT_GUILD_INVALIDNAME,This guild name contains unauthorized characters or words.,Este nombre de guild contiene carácteres o palabras no autorizadas.
TEXTCLIENT_GUILDCHANGENAME,%s guild has changed their name to %s.,La guild %s ha cambiado su nombre a %s.
TEXTCLIENT_GUILDWARNODISMISS,You cannot disband your guild during a guild duel.,No puedes eliminar tu guild durante un duelo de guilds.
TEXTCLIENT_GUILDSALARYCHANGED,Salary for each title has been changed.,El salario para cada título se ha modificado.
TEXTCLIENT_GUILDPOWERCHANGED,Authority for each title has been changed.,La autoridad de cada titulo ha sido modificada.
TEXTCLIENT_GUILDWARNOMEMBER,Unable to use the member management function during a guild duel.,No se puede usar la función de administración de la guild durante un duelo de guilds.
TEXTCLIENT_GUILDMEMBER_PROMOTED,%s has been promoted.,%s ha sido ascendido.
TEXTCLIENT_GUILDMEMBER_DEMOTED,%s has been demoted.,%s ha sido degradado.
TEXTCLIENT_GUILD_TRANSFERLEADER,%s has become the guild master.,%s se ha convertido en el líder de guild.
TEXTCLIENT_GUILD_MEMBERLEAVE,%s has left the guild.,%s ha dejado la guild.
TEXTCLIENT_COMACCEPTHAVECOM,%s is already in a guild.,%s ya está en una guild.
TEXTCLIENT_BATTLE_NOTGUILD,You cannot invite others to join your guild during a battle.,No puedes invitar a otros a la guild durante la batalla.
TEXTCLIENT_COMACCEPTKINGPIN,You invited %s to your guild.,Has invitado a %s a unirse a la guild.
TEXTCLIENT_GUILDCHROFFLINE,The character you invited is offline.,El personaje que has invitado está desconectado.
TEXTCLIENT_GUILDNOTINCLUDE,You have to wait 2 days before joining another guild.,Tienes que esperar 2 días antes de entrar a otra guild.
TEXTCLIENT_GUILDFAILINVITATE,%s has refused to join the guild.,%s ha rechazado unirse a la guild.
TEXTCLIENT_COMNOEXCOM,That guild does not exist.,Esa guild no existe.
