Key,English,Spanish
PROPCTRL_TXT_000109,Wooden Blue Chair,Silla de madera Azul
PROPCTRL_TXT_000110,Wooden Blue Table,Mesa de madera Azul
PROPCTRL_TXT_000111,Wooden Blue Dressing Table,Tocador de madera Azul
PROPCTRL_TXT_000112,Wooden Blue Closet,Armario de madera Azul
PROPCTRL_TXT_000113,Wooden Blue Bench,Banco de madera Azul
PROPCTRL_TXT_000114,Wooden Blue Cabinet,Gabinete de madera Azul
PROPCTRL_TXT_000115,Wooden Blue Bed,Cama de madera Azul
PROPCTRL_TXT_000116,Wooden Red Chair,Silla de madera Roja
PROPCTRL_TXT_000117,Wooden Red Table,Mesa de madera Roja
PROPCTRL_TXT_000118,Wooden Red Dressing Table,Tocador de madera Rojo
PROPCTRL_TXT_000119,Wooden Red Closet,Armario de madera Rojo
PROPCTRL_TXT_000120,Wooden Red Bench,Banco de madera Rojo
PROPCTRL_TXT_000121,Wooden Red Cabinet,Gabinete de madera Rojo
PROPCTRL_TXT_000122,Wooden Red Bed,Cama de madera Roja
PROPCTRL_TXT_000123,Music Chair,Silla Musical
PROPCTRL_TXT_000124,Music Table,Mesa musical
PROPCTRL_TXT_000125,Music Dressing Table,Tocador musical
PROPCTRL_TXT_000126,Music Wardrobe,Armario musical
PROPCTRL_TXT_000127,Music Sofa,Sofá musical
PROPCTRL_TXT_000128,Music Cabinet,Gabinete musical
PROPCTRL_TXT_000129,Music Bed,Cama musical
PROPCTRL_TXT_000130,Heart Chair,Silla Corazón
PROPCTRL_TXT_000131,Heart Table,Mesa Corazón
PROPCTRL_TXT_000132,Heart Dressing Table,Tocador Corazón
PROPCTRL_TXT_000133,Heart Wardrobe,Armario Corazón
PROPCTRL_TXT_000134,Heart Sofa,Sofá Corazón
PROPCTRL_TXT_000135,Heart Cabinet,Gabinete Corazón
PROPCTRL_TXT_000136,Heart Bed,Cama Corazón
PROPCTRL_TXT_000137,Modern Chair,Silla Moderna
PROPCTRL_TXT_000138,Modern Table,Mesa Moderna
PROPCTRL_TXT_000139,Modern Dressing Table,Tocador Moderno
PROPCTRL_TXT_000140,Modern Wardrobe,Armario Moderno
PROPCTRL_TXT_000141,Modern Sofa,Sofá Moderno
PROPCTRL_TXT_000142,Modern Cabinet,Gabinete Moderno
PROPCTRL_TXT_000143,Modern Bed,Cama Moderna
PROPCTRL_TXT_000144,Royal Chair,Silla Royal
PROPCTRL_TXT_000145,Royal Table,Mesa Royal
PROPCTRL_TXT_000146,Royal Dressing Table,Tocador Royal
PROPCTRL_TXT_000147,Royal Wardrobe,Armario Royal
PROPCTRL_TXT_000148,Royal Sofa,Sofá Royal
PROPCTRL_TXT_000149,Royal Bed,Cama Royal
PROPCTRL_TXT_000150,Royal Drawer,Cajón Royal
PROPCTRL_TXT_000151,Royal Bookcase,Estantería Royal
PROPCTRL_TXT_000152,Royal Desk,Escritorio Royal
PROPCTRL_TXT_000153,Royal Bath,Baño Royal
PROPCTRL_TXT_000154,Golden Royal Chair,Silla Dorada Royal
PROPCTRL_TXT_000155,Golden Royal Table,Mesa Dorada Royal
PROPCTRL_TXT_000156,Golden Royal Dressing Table,Tocador Dorado Royal
PROPCTRL_TXT_000157,Golden Royal Wardrobe,Armario Dorado Royal
PROPCTRL_TXT_000158,Golden Royal Sofa,Sofá Dorado Royal
PROPCTRL_TXT_000159,Golden Royal Bed,Cama Dorada Royal
PROPCTRL_TXT_000160,Golden Royal Drawer,Cajón Dorado Royal
PROPCTRL_TXT_000161,Golden Royal Bookcase,Estantería Dorada Royal
PROPCTRL_TXT_000162,Golden Royal Desk,Escritorio Dorado Royal
PROPCTRL_TXT_000163,Golden Royal Bath,Baño Dorado Royal
PROPCTRL_TXT_000164,Design Black Chair,Silla de diseño Negra
PROPCTRL_TXT_000165,Design White Chair,Silla de diseño Blanca
PROPCTRL_TXT_000166,Design Table,Mesa de Diseño
PROPCTRL_TXT_000167,Design Drawer,Cajón de Diseño
PROPCTRL_TXT_000168,Design Bookcase,Estantería de Diseño
PROPCTRL_TXT_000169,Design Sofa,Sofá de Diseño
PROPCTRL_TXT_000170,Wooden Chair,Silla de madera
PROPCTRL_TXT_000171,Wooden Table,Mesa de madera
PROPCTRL_TXT_000172,Wooden Drawer,Cajón de madera
PROPCTRL_TXT_000173,Wooden Bookcase,Estantería de madera
PROPCTRL_TXT_000174,Wooden Sofa,Sofá de madera
PROPCTRL_TXT_000175,Flaris Ground Field,Campo de Tierra Flaris
PROPCTRL_TXT_000176,Flaris Anvil,Yunque Flaris
PROPCTRL_TXT_000177,Flaris Bench,Banco Flaris
PROPCTRL_TXT_000178,Flaris Chariot,Carro de Flaris
PROPCTRL_TXT_000179,Flaris Fence 1,Valla de Flaris 1
PROPCTRL_TXT_000180,Flaris Floor Lamp,Lámpara de pie Flaris
PROPCTRL_TXT_000181,Flaris Wall Lamp,Lámpara de pared Flaris
PROPCTRL_TXT_000182,Flaris Pot 1,Vasija de Flaris 1
PROPCTRL_TXT_000183,Flaris Small Sign,Letrero pequeño Flaris
PROPCTRL_TXT_000184,Flaris Medium Sign,Letrero mediano Flaris
PROPCTRL_TXT_000185,Flaris Large Sign,Letrero grande Flaris
PROPCTRL_TXT_000186,Flaris Boat Sign,Señal de barco Flaris
PROPCTRL_TXT_000187,Flaris Rotating Sign,Letrero giratorio Flaris
PROPCTRL_TXT_000188,Common Green Tree 1,Arbol verde comun 1
PROPCTRL_TXT_000189,Common Wooden Box 1,Caja de madera comun 1
PROPCTRL_TXT_000190,Common Wooden Box Pile 1,Pila de cajas de madera comun 1
PROPCTRL_TXT_000191,Common Wooden Barrel 1,Barril de madera comun 1
PROPCTRL_TXT_000192,Common Wooden Barrel Pile 1,Pila de barriles de madera comun 1
PROPCTRL_TXT_000193,Common Flowers 1,Flores comunes 1
PROPCTRL_TXT_000194,Common Grass 1,Hierba comun 1
PROPCTRL_TXT_000195,Common Mushroom 1,Hongo comun 1
PROPCTRL_TXT_000196,Common Rock 1,Roca comun 1
PROPCTRL_TXT_000197,Common Autumn Tree,Árbol de Otoño Común
PROPCTRL_TXT_000198,Common Sakura Tree 1,Arbol de sakura comun 1
PROPCTRL_TXT_000199,Common Burned Tree,Árbol Quemado Común
PROPCTRL_TXT_000200,St Morning Bench,Banco de Mañana Santa
PROPCTRL_TXT_000201,St Morning Chariot,Charrette de Mañana Santa
PROPCTRL_TXT_000202,St Morning Rock Arch 1,Arco de roca de Saint Morning 1
PROPCTRL_TXT_000203,St Morning Flag 1,Bandera de Saint Morning 1
PROPCTRL_TXT_000204,St Morning Flower Bed,Cama Flor de Mañana Santa
PROPCTRL_TXT_000205,St Morning Rock 1,Roca de Saint Morning 1
PROPCTRL_TXT_000206,St Morning Light 1,Luz de Saint Morning 1
PROPCTRL_TXT_000207,St Morning Sign,Señal de Mañana Santa
PROPCTRL_TXT_000208,Darkon Wagon 1,Vagon de Darkon 1
PROPCTRL_TXT_000209,Darkon Sign 1,Letrero de Darkon 1
PROPCTRL_TXT_000210,Darkon Big Box 1,Caja grande de Darkon 1
PROPCTRL_TXT_000211,Darkon Brown Rock 1,Roca marron de Darkon 1
PROPCTRL_TXT_000212,Darkon Barrel 1,Barril de Darkon 1
PROPCTRL_TXT_000213,Darkon Ground Window,Ventana de Suelo Darkon
PROPCTRL_TXT_000214,Darkon Light 1,Luz de Darkon 1
PROPCTRL_TXT_000215,Darkon Mushroom 1,Hongo de Darkon 1
PROPCTRL_TXT_000216,Darkon Tree 1,Arbol de Darkon 1
PROPCTRL_TXT_000217,Darkon Plant,Planta Darkon
PROPCTRL_TXT_000218,Azria Plant 1,Planta de Azria 1
PROPCTRL_TXT_000219,Azria Tree 1,Arbol de Azria 1
PROPCTRL_TXT_000220,Azria Light 1,Luz de Azria 1
PROPCTRL_TXT_000221,Azria Rock 1,Roca de Azria 1
PROPCTRL_TXT_000222,Azria Mushroom 1,Hongo de Azria 1
PROPCTRL_TXT_000223,Azria Chariot,Charrette Azria
PROPCTRL_TXT_000224,Azria Crystal,Cristal Azria
PROPCTRL_TXT_000225,Azria Grass 1,Hierba de Azria 1
PROPCTRL_TXT_000226,Azria Sign 1,Letrero de Azria 1
PROPCTRL_TXT_000227,Azria Box Pile,Pila de Cajas Azria
PROPCTRL_TXT_000228,Azria Box 1,Caja de Azria 1
PROPCTRL_TXT_000229,Coral Island Tree 1,Arbol de Isla Coral 1
PROPCTRL_TXT_000230,Coral Island Shellfish 1,Marisco de Isla Coral 1
PROPCTRL_TXT_000231,Coral Island Coral 1,Coral de Isla Coral 1
PROPCTRL_TXT_000232,Coral Island Starfish 1,Estrella de mar de Isla Coral 1
PROPCTRL_TXT_000233,Coral Island Table 1,Mesa de Isla Coral 1
PROPCTRL_TXT_000234,Coral Island Beach Umbrella ,Sombrilla de Isla Coral
PROPCTRL_TXT_000235,Basic Wall,Muro Básico
PROPCTRL_TXT_000236,Flaris Wall,Muro de Flaris
PROPCTRL_TXT_000237,Cove Wall,Muro de la Cala
PROPCTRL_TXT_000238,Coral Island Wall,Muro de Isla Coral
PROPCTRL_TXT_000239,Forsaken Wall,Muro Abandonado
PROPCTRL_TXT_000240,Secret Wall,Muro Secreto
PROPCTRL_TXT_000241,Colosseum Wall,Muro del Coliseo
PROPCTRL_TXT_000242,Darkon Light Wall,Muro de luz Darkon
PROPCTRL_TXT_000243,Darkon Wooden Wall,Muro de Madera Darkon
PROPCTRL_TXT_000244,Darkon Metal Wall,Muro de Metal Darkon
PROPCTRL_TXT_000245,Mechanical Wall,Muro Mecánico
PROPCTRL_TXT_000246,Cottage Wall,Muro de la Cabaña
PROPCTRL_TXT_000247,Ivillis Wall,Muro de Ivillis
PROPCTRL_TXT_000248,Royal Wall,Muro Royal
PROPCTRL_TXT_000249,Plain Wall,Muro Liso
PROPCTRL_TXT_000250,Deck Wall,Muro de Cubierta
PROPCTRL_TXT_000251,Forest Wall,Muro de Bosque
PROPCTRL_TXT_000252,Metallic Wall,Muro Metálico
PROPCTRL_TXT_000253,Construction Wall,Muro de Construcción
PROPCTRL_TXT_000254,Saint Morning Wall,Muro de Mañana Santa
PROPCTRL_TXT_000255,Basic Floor,Piso Básico
PROPCTRL_TXT_000256,White Floor,Piso Blanco
PROPCTRL_TXT_000257,Bordered Cove Floor,Piso de Cala Bordeada
PROPCTRL_TXT_000258,Plain Cove Floor,Piso de Cala Liso
PROPCTRL_TXT_000259,Small Plank Floor,Piso de Tablones Pequeños
PROPCTRL_TXT_000260,Crate Floor,Piso de Caja
PROPCTRL_TXT_000261,Platform Floor,Piso de Plataforma
PROPCTRL_TXT_000262,Light Plank Floor,Piso de Tablones Claros
PROPCTRL_TXT_000263,Light Brick Floor,Piso de Ladrillo Claro
PROPCTRL_TXT_000264,Scrap Wood Floor,Piso de Madera de desecho
PROPCTRL_TXT_000265,Pale Wood Floor,Piso de Madera pálida
PROPCTRL_TXT_000266,Mossy Brick Floor,Piso de Ladrillo con musgo
PROPCTRL_TXT_000267,Shipwreck Floor,Piso del Naufragio
PROPCTRL_TXT_000268,Construction Floor,Piso de Construcción
PROPCTRL_TXT_000269,Mars Floor,Piso de Marte
PROPCTRL_TXT_000270,Forsaken Brick Floor,Piso de Ladrillo abandonado
PROPCTRL_TXT_000271,Ominous Floor,Piso Siniestro
PROPCTRL_TXT_000272,Golden Floor,Piso Dorado
PROPCTRL_TXT_000273,Bordered Secret Floor,Piso Secreto Bordeado
PROPCTRL_TXT_000274,Plain Secret Floor,Piso Secreto Liso
PROPCTRL_TXT_000275,Darkon Wooden Plain Floor,Piso de Madera Lisa Darkon
PROPCTRL_TXT_000276,Darkon Wooden Mosaic Floor,Piso de Madera Mosaica Darkon
PROPCTRL_TXT_000277,Forsaken Blue Floor,Piso Azul Abandonado
PROPCTRL_TXT_000278,Plain Forsaken Blue Floor,Piso Azul Abandonado Liso
PROPCTRL_TXT_000279,Wilds Floor,Piso Salvaje
PROPCTRL_TXT_000280,Pebble Floor,Piso de Guijarros
PROPCTRL_TXT_000281,Fortress Floor,Piso de la Fortaleza
PROPCTRL_TXT_000282,Cracked Floor,Piso Agrietado
PROPCTRL_TXT_000283,Volcanic Floor,Piso Volcánico
PROPCTRL_TXT_000284,Modern Floor,Piso Moderno
PROPCTRL_TXT_000285,Pipe Floor,Piso de Tubería
PROPCTRL_TXT_000286,Darkon Metal Mosaic Floor,Piso de Metal Mosaico Darkon
PROPCTRL_TXT_000287,Darkon Metal Grid Lattice Floor,Piso de Celosía de Rejilla Metálica Darkon
PROPCTRL_TXT_000288,Darkon Metal Plain Floor,Piso de Metal Liso Darkon
PROPCTRL_TXT_000289,Forged Floor,Piso Forjado
PROPCTRL_TXT_000290,Industrial Floor,Piso Industrial
PROPCTRL_TXT_000291,Colosseum Floor,Piso del Coliseo
PROPCTRL_TXT_000292,Dungeon Floor,Piso de Mazmorra
PROPCTRL_TXT_000293,Bright Wooden Floor,Piso de Madera Brillante
PROPCTRL_TXT_000294,Honey Wooden Floor,Piso de Madera de miel
PROPCTRL_TXT_000295,Ancient Floor,Piso Antiguo
PROPCTRL_TXT_000296,Pier Floor,Piso del Muelle
PROPCTRL_TXT_000297,Dark Stacked Wooden Floor,Piso de Madera pilada oscura
PROPCTRL_TXT_000298,Light Stacked Wooden Floor,Piso de Madera apilada clara
PROPCTRL_TXT_000299,Dark Plank Floor,Piso de Tablones oscuros
PROPCTRL_TXT_000300,Cracked Marble Floor,Piso de Mármol agrietado
PROPCTRL_TXT_000301,Battle Floor,Piso de Batalla
PROPCTRL_TXT_000302,Branch Floor,Piso de Rama
PROPCTRL_TXT_000303,Tree Floor,Piso de árbol
PROPCTRL_TXT_000304,Royal Carpet Floor,Piso de Alfombra Real
PROPCTRL_TXT_000305,Rhisis Floor,Piso Rhisis
PROPCTRL_TXT_000306,Dirt Floor,Piso de tierra
PROPCTRL_TXT_000307,Flarine Floor,Piso Flarine
PROPCTRL_TXT_000308,Gravel Floor,Piso de Grava
PROPCTRL_TXT_000309,Bordered Plank Floor,Piso de Tablones con borde
PROPCTRL_TXT_000310,Basic Ceiling,Techo Básico
PROPCTRL_TXT_000311,White Ceiling,Techo Blanco
PROPCTRL_TXT_000312,Bordered Cove Ceiling,Techo de Cala bordeada
PROPCTRL_TXT_000313,Plain Cove Ceiling,Techo de Cala liso
PROPCTRL_TXT_000314,Small Plank Ceiling,Techo de Tablones pequeños
PROPCTRL_TXT_000315,Crate Ceiling,Techo de Caja
PROPCTRL_TXT_000316,Platform Ceiling,Techo de Plataforma
PROPCTRL_TXT_000317,Light Plank Ceiling,Techo de Tablones ligeros
PROPCTRL_TXT_000318,Light Brick Ceiling,Techo de Ladrillo claro
PROPCTRL_TXT_000319,Scrap Wood Ceiling,Techo de Madera de desecho
PROPCTRL_TXT_000320,Pale Wood Ceiling,Techo de Madera pálida
PROPCTRL_TXT_000321,Mossy Brick Ceiling,Techo de Ladrillo con musgo
PROPCTRL_TXT_000322,Shipwreck Ceiling,Techo de Naufragio
PROPCTRL_TXT_000323,Construction Ceiling,Techo de Construcción
PROPCTRL_TXT_000324,Mars Ceiling,Techo de Marte
PROPCTRL_TXT_000325,Forsaken Brick Ceiling,Techo de Ladrillo abandonado
PROPCTRL_TXT_000326,Ominous Ceiling,Techo Siniestro
PROPCTRL_TXT_000327,Golden Ceiling,Techo Dorado
PROPCTRL_TXT_000328,Bordered Secret Ceiling,Techo Secreto bordeado
PROPCTRL_TXT_000329,Plain Secret Ceiling,Techo Secreto liso
PROPCTRL_TXT_000330,Darkon Wooden Plain Ceiling,Techo de Madera lisa Darkon
PROPCTRL_TXT_000331,Darkon Wooden Mosaic Ceiling,Techo de Madera mosaico Darkon
PROPCTRL_TXT_000332,Forsaken Blue Ceiling,Techo Azul abandonado
PROPCTRL_TXT_000333,Plain Forsaken Blue Ceiling,Techo Azul abandonado liso
PROPCTRL_TXT_000334,Wilds Ceiling,Techo Salvaje
PROPCTRL_TXT_000335,Pebble Ceiling,Techo de Guijarros
PROPCTRL_TXT_000336,Fortress Ceiling,Techo de la Fortaleza
PROPCTRL_TXT_000337,Cracked Ceiling,Techo Agrietado
PROPCTRL_TXT_000338,Volcanic Ceiling,Techo Volcánico
PROPCTRL_TXT_000339,Modern Ceiling,Techo Moderno
PROPCTRL_TXT_000340,Pipe Ceiling,Techo de Tubería
PROPCTRL_TXT_000341,Darkon Metal Mosaic Ceiling,Techo de Metal mosaico Darkon
PROPCTRL_TXT_000342,Darkon Metal Grid Lattice Ceiling,Techo de Rejilla Metal celosía Darkon
PROPCTRL_TXT_000343,Darkon Metal Plain Ceiling,Techo de Metal liso Darkon
PROPCTRL_TXT_000344,Forged Ceiling,Techo Forjado
PROPCTRL_TXT_000345,Industrial Ceiling,Techo Industrial
PROPCTRL_TXT_000346,Colosseum Ceiling,Techo del Coliseo
PROPCTRL_TXT_000347,Dungeon Ceiling,Techo de Mazmorra
PROPCTRL_TXT_000348,Bright Wooden Ceiling,Techo de Madera brillante
PROPCTRL_TXT_000349,Honey Wooden Ceiling,Techo de Madera de Miel
PROPCTRL_TXT_000350,Ancient Ceiling,Techo Antiguo
PROPCTRL_TXT_000351,Pier Ceiling,Techo del Muelle
PROPCTRL_TXT_000352,Dark Stacked Wooden Ceiling,Techo de Madera apilada oscura
PROPCTRL_TXT_000353,Light Stacked Wooden Ceiling,Techo de madera apilada clara
PROPCTRL_TXT_000354,Dark Plank Ceiling,Techo de Tablones oscuros
PROPCTRL_TXT_000355,Cracked Marble Ceiling,Techo de Mármol agrietado
PROPCTRL_TXT_000356,Battle Ceiling,Techo de Batalla
PROPCTRL_TXT_000357,Branch Ceiling,Techo de Rama
PROPCTRL_TXT_000358,Tree Ceiling,Techo de árbol
PROPCTRL_TXT_000359,Royal Carpet Ceiling,Techo de Alfombra Real
PROPCTRL_TXT_000360,Rhisis Ceiling,Techo Rhisis
PROPCTRL_TXT_000361,Dirt Ceiling,Techo de Tierra
PROPCTRL_TXT_000362,Flarine Ceiling,Techo Flarine
PROPCTRL_TXT_000363,Gravel Ceiling,Techo de Grava
PROPCTRL_TXT_000364,Bordered Plank Ceiling,Techo de Tablones con borde
PROPCTRL_TXT_000365,Common Green Tree 2,Arbol verde comun 2
PROPCTRL_TXT_000366,Common Green Tree 3,Arbol verde comun 3
PROPCTRL_TXT_000367,Common Green Tree 4,Arbol verde comun 4
PROPCTRL_TXT_000368,Common Green Tree 5,Arbol verde comun 5
PROPCTRL_TXT_000369,Common Green Tree 6,Arbol verde comun 6
PROPCTRL_TXT_000370,Common Green Tree 7,Arbol verde comun 7
PROPCTRL_TXT_000371,Common Green Tree 8,Arbol verde comun 8
PROPCTRL_TXT_000372,Common Green Tree 9,Arbol verde comun 9
PROPCTRL_TXT_000373,Common Green Tree 10,Arbol verde comun 10
PROPCTRL_TXT_000374,Common Green Tree 11,Arbol verde comun 11
PROPCTRL_TXT_000375,Common Green Tree 12,Arbol verde comun 12
PROPCTRL_TXT_000376,Common Green Tree 13,Arbol verde comun 13
PROPCTRL_TXT_000377,Common Green Tree 14,Arbol verde comun 14
PROPCTRL_TXT_000378,Common Sakura Tree 2,Arbol de sakura comun 2
PROPCTRL_TXT_000379,Common Wooden Box 2,Caja de madera comun 2
PROPCTRL_TXT_000380,Common Wooden Box Pile 2,Pila de cajas de madera comun 2
PROPCTRL_TXT_000381,Common Wooden Box Pile 3,Pila de cajas de madera comun 3
PROPCTRL_TXT_000382,Common Wooden Box Pile 4,Pila de cajas de madera comun 4
PROPCTRL_TXT_000383,Common Wooden Barrel 2,Barril de madera comun 2
PROPCTRL_TXT_000384,Common Wooden Barrel 3,Barril de madera comun 3
PROPCTRL_TXT_000385,Common Wooden Barrel 4,Barril de madera comun 4
PROPCTRL_TXT_000386,Common Wooden Barrel Pile 2,Pila de barriles de madera comun 2
PROPCTRL_TXT_000387,Common Wooden Barrel Pile 3,Pila de barriles de madera comun 3
PROPCTRL_TXT_000388,Common Wooden Barrel Pile 4,Pila de barriles de madera comun 4
PROPCTRL_TXT_000389,Common Wooden Barrel Pile 5,Pila de barriles de madera comun 5
PROPCTRL_TXT_000390,Common Wooden Barrel Pile 6,Pila de barriles de madera comun 6
PROPCTRL_TXT_000391,Common Wooden Barrel Pile 7,Pila de barriles de madera comun 7
PROPCTRL_TXT_000392,Common Wooden Barrel Pile 8,Pila de barriles de madera comun 8
PROPCTRL_TXT_000393,Common Wooden Barrel Pile 9,Pila de barriles de madera comun 9
PROPCTRL_TXT_000394,Common Wooden Barrel Pile 10,Pila de barriles de madera comun 10
PROPCTRL_TXT_000395,Common Flowers 2,Flores comunes 2
PROPCTRL_TXT_000396,Common Flowers 3,Flores comunes 3
PROPCTRL_TXT_000397,Common Flowers 4,Flores comunes 4
PROPCTRL_TXT_000398,Common Flowers 5,Flores comunes 5
PROPCTRL_TXT_000399,Common Flowers 6,Flores comunes 6
PROPCTRL_TXT_000400,Common Flowers 7,Flores comunes 7
PROPCTRL_TXT_000401,Common Flowers 8,Flores comunes 8
PROPCTRL_TXT_000402,Common Grass 2,Hierba comun 2
PROPCTRL_TXT_000403,Common Grass 3,Hierba comun 3
PROPCTRL_TXT_000404,Common Grass 4,Hierba comun 4
PROPCTRL_TXT_000405,Common Grass 5,Hierba comun 5
PROPCTRL_TXT_000406,Common Grass 6,Hierba comun 6
PROPCTRL_TXT_000407,Common Grass 7,Hierba comun 7
PROPCTRL_TXT_000408,Common Grass 8,Hierba comun 8
PROPCTRL_TXT_000409,Common Grass 9,Hierba comun 9
