Key,English,Spanish
UI_TOOLTIP_INV_CLOTHES_2,Fashion Clothes,Traje Fashion
UI_TOOLTIP_INV_CLOTHES_3,Fashion Gloves,Guantes Fashion
UI_TOOLTIP_INV_CLOTHES_4,Fashion Shoes,Zapatos Fashion
UI_TOOLTIP_MON_LVL,Lv.,Nv.
UI_TOOLTIP_MON_DROP,Booty:,Botín:
UI_TOOLTIP_MON_NO_DROP,None,Ninguno
UI_MAP_MONINFO,Toggle monster locations.,Mostrar información de monstruos.
UI_TOOLTIP_DELETE_ITEM,Drag an item here to delete it.,El objeto arrastrado aquí se elimina.
UI_INVENTORY_DELETE,Item Deletion,Confirmación para Soltar
UI_INVENTORY_DELETE_CONFIRM,Delete this item?,Seguro que quieres eliminar este objeto?
UI_INVENTORY_DELETE_CNT,Qty,Cantidad
UI_DIALOG,Dialog,Hablar
UI_DIALOG_TITLE,Conversation,Conversación
UI_DIALOG_ABOUT,Ask about %s,Preguntar acerca de %s
UI_OPTION_TAB_GAME,Game,Juego
UI_OPTION_TAB_CONTROLS,Controls,Controles
UI_OPTION_TAB_VIDEO,Graphics,Gráficos
UI_OPTION_TAB_GRAPHICS,Video,Video
UI_OPTION_TAB_AUDIO,Audio,Audio
UI_OPTION_PM,Whispers and Messages,Susurros y Mensajes
UI_OPTION_PARTY,Party and Guild Invites,Invitaciones de Party y Guild
UI_OPTION_FRIEND,Friend Invites,Invitaciones de Amigo
UI_OPTION_SIEGE_CAPTION,Guild Siege Captions,Subtítulos Asedio Gremio
UI_OPTION_DISABLE_PANG,Disable Tutorial Pang,Deshabilitar Angustia Tutorial
UI_OPTION_COUPLE,Couple Proposals,Couple Proposals
UI_INSTANTMSG_TITLE,Message,Mensajes
UI_MESSAGE_SEND,Send,Enviar
UI_SHOP_TITLE,Shop,Tienda
UI_SHOP_ITEMSLIST,Item List,Lista de Objetos
UI_TOOLTIP_PRICE,Price: %s,Precio: %s
UI_TOOLTIP_SELLPRICE,Selling Price: %s,Precio de Venta: %s
UI_SHOP_FILTER,Search,Buscar
UI_SHOP_LEVEL,By Level,Por Nivel
UI_SHOP_GENDER,By Gender,Por Genero
UI_SHOP_ITEMPRICE,Item Price,Precio del Objeto
UI_SELLITEM_TITLE,Confirm Sale,Confirmar la Venta
UI_SELLITEM_CONFIRM,Sell this item?,¿Seguro que quieres vender este objeto?
UI_SELLITEM_QTY,Quantity:,Cantidad
UI_SELLITEM_PRICE,Selling Price:,Precio de Venta:
UI_MSGBOX_VALID,OK,OK
UI_BUYITEM_TITLE,Confirm Item Purchase,Confirmar Compra del Objeto
UI_BUYITEM_CONFIRM,How many would you like to buy?,¿Quieres comprarlo?
UI_BUYITEM_PRICE,Cost,Costo
UI_OPTION_GRASS,Grass,Hierba
UI_TOOLTIP_MAX_HP,Max. HP,Máx. HP
UI_TOOLTIP_MAX_MP,Max. MP,Máx. MP
UI_TOOLTIP_MAX_FP,Max. FP,Máx. FP
UI_TOOLTIP_SPEED,Speed,Velocidad
UI_TOOLTIP_ATKSPEED,Attack Speed,Velocidad de Ataque
UI_TOOLTIP_BLOCKMELEE,Melee Block,Bloqueo Cuerpo a cuerpo
UI_TOOLTIP_HITRATE,Hit Rate,Precisión
UI_TOOLTIP_ABILITYMIN,Min. Ability,Mín. Capacidad
UI_TOOLTIP_ABILITYMAX,Max. Ability,Máx. Capacidad
UI_TOOLTIP_DEFENSE,Defense,Defensa
UI_TOOLTIP_DEFMAGIC,Magic Defense,Defensa Mágica
UI_TOOLTIP_DEFELECTRICITY,Electricity Resistance,Resistencia Eléctrica
UI_TOOLTIP_DEFALLELEMENTAL,All Elements Resistance,Resistencia Elemental
UI_TOOLTIP_DEFFIRE,Fire Resistance,Resistencia al Fuego
UI_TOOLTIP_DEFWIND,Wind Resistance,Resistencia al Viento
UI_TOOLTIP_DEFWATER,Water Resistance,Resistencia al Agua
UI_TOOLTIP_DEFEARTH,Earth Resistance,Resistencia a la Tierra
UI_CHARINFO_ELEMENTDEF,Resistance,Resistencia
UI_CHARINFO_ELEMENTMASTRY,Mastery,Dominio
UI_TOOLTIP_HP,HP,HP
UI_TOOLTIP_MP,MP,MP
UI_TOOLTIP_FP,FP,FP
UI_TOOLTIP_HPRECOVERY,HP Recovery,Recuperación de HP
UI_TOOLTIP_MPRECOVERY,MP Recovery,Recuperación de MP
UI_TOOLTIP_FPRECOVERY,FP Recovery,Recuperación de FP
UI_TOOLTIP_ALL_RECOVERY,"HP, MP & FP Recovery","Recuperación de HP, MP y FP"
UI_TOOLTIP_ALL_RECOVERY_RATE,"HP, MP & FP Recovery Rate","Tasa de Recuperación de HP, MP y FP"
UI_TOOLTIP_KILL_HP,HP Recovery on Kill,Recuperación de HP por muerte
UI_TOOLTIP_KILL_MP,MP Recovery on Kill,Recuperación de MP por muerte
UI_TOOLTIP_KILL_FP,FP Recovery on Kill,Recuperación de FP por muerte
UI_TOOLTIP_KILL_ALL,"HP, MP & FP Recovery on Kill","Recuperación de HP, MP y FP por muerte"
UI_TOOLTIP_KILL_HP_RATE,HP Recovery Rate on Kill,Tasa de Recuperación de HP por muerte
UI_TOOLTIP_KILL_MP_RATE,MP Recovery Rate on Kill,Tasa de Recuperación de MP por muerte
UI_TOOLTIP_KILL_FP_RATE,FP Recovery Rate on Kill,Tasa de Recuperación de FP por muerte
UI_TOOLTIP_KILL_ALL_RATE,"HP, MP & FP Recovery Rate on Kill","Tasa de Recuperación de HP, MP y FP por muerte"
UI_TOOLTIP_ALL_DEC_RATE,Decreased Rate of MP & FP Consumption,Reduce la Tasa de Consumo de MP y FP
UI_TOOLTIP_CHRDMG,Additional Damage,Daño Adicional
UI_TOOLTIP_PARRY,Parry,Desvío
UI_TOOLTIP_ATKPOWER,Attack,Ataque Aumentado
UI_TOOLTIP_JUMPING,Jump Height,Altura de Salto
UI_TOOLTIP_BLOCKRANGE,Ranged Block,Bloqueo a Distancia
UI_TOOLTIP_ALLSTAT,All Stats,Todas Est.
UI_TOOLTIP_DST_HP_MAX_RATE,HP,HP Aumentada
UI_TOOLTIP_CONDITIONRATE,Magical Power,Poder Mágico
UI_TOOLTIP_DST_ADJDEF_RATE,Defense,Defensa Aumentada
UI_TOOLTIP_DST_MP_MAX_RATE,MP,MP Aumentado
UI_TOOLTIP_DST_FP_RATE,FP,FP Aumentado
UI_TOOLTIP_DST_CRITICAL_RATE,Critical Chance,Prob. Crítica
UI_TOOLTIP_DST_CHR_WEAKATKCHANGE,Attribute Attack,Ataque de Atributo
UI_TOOLTIP_DST_MASTRY_EARTH,Mastery: Earth,Dominio: Tierra
UI_TOOLTIP_DST_MASTRY_FIRE,Mastery: Fire,Dominio: Fuego
UI_TOOLTIP_DST_MASTRY_WATER,Mastery: Water,Dominio: Agua
UI_TOOLTIP_DST_MASTRY_ELECTRICITY,Mastery: Electricity,Dominio: Electricidad
UI_TOOLTIP_DST_MASTRY_WIND,Mastery: Wind,Dominio: Viento
UI_TOOLTIP_DST_MASTRY_ALL,All Elements Mastery,Dominio Elemental
UI_TOOLTIP_DST_REFLECT_DAMAGE,Reflect Damage,Daño Reflejado
UI_TOOLTIP_DST_MP_DEC_RATE,MP Consumption Decrease,Consumo de MP Reducido
UI_TOOLTIP_DST_FP_DEC_RATE,FP Consumption Decrease,Consumo de FP Reducido
UI_TOOLTIP_DST_SPELL_RATE,Casting Speed,Velocidad de Lanzamiento
UI_TOOLTIP_DST_ACTION_SPEED,Action Speed,Action Speed
UI_TOOLTIP_DST_PROJ_SPEED,Projectile Speed,Projectile Speed
UI_TOOLTIP_DST_DISABLE_EFF,Disable Effect,Disable Effect
UI_TOOLTIP_DST_WEAKEN_EFF,Weaken Effect,Weaken Effect
UI_TOOLTIP_DST_CRITICAL_BONUS,Critical Damage,Daño Crítico
UI_TOOLTIP_DST_YOY_DMG,Attack Power (Yo-Yo),Poder de Ataque (Yo-Yo)
UI_TOOLTIP_DST_BOW_DMG,Attack Power (Bow),Poder de Ataque (Arco)
UI_TOOLTIP_DST_KNUCKLE_DMG,Attack Power (Knuckle),Poder de Ataque (Nudillos)
UI_TOOLTIP_DST_SWD_DMG,Attack Power (Sword),Poder de Ataque (Espada)
UI_TOOLTIP_DST_AXE_DMG,Attack Power (Axe),Poder de Ataque (Hacha)
UI_TOOLTIP_ATTACKSPEED_RATE,Attack Speed Rate,Velocidad de Ataque
UI_TOOLTIP_DST_DMG_GET,Lifesteal,Robo de Vida
UI_TOOLTIP_DST_HPDMG_UP,Attack power and HP,Poder de Ataque y HP
UI_TOOLTIP_DST_DEFHIRATE_DOWN,Defense power and accuracy decrease,Disminución de Defensa y Precisión
UI_TOOLTIP_DST_DEATHRUSH,Death's Rush Chance,Death's Rush Chance
UI_TOOLTIP_DST_ANKOUHARVEST,Ankou's Harvest,Ankou's Harvest
UI_TOOLTIP_DST_MURANWRATH,Muran's Wrath,Muran's Wrath
UI_TOOLTIP_LOCOMOTION,Movement,Movimiento
UI_TOOLTIP_RETURN_USE,Return to your former position.,Vuelve a tu posición de origen.
UI_DISPLAY_BUFFS,Show/hide buffs,Mostrar/Ocultar buffs
UI_SELECTJOB_TITLE,Select new job,Selecciona la nueva clase
UI_NOTICE_DISCORD,Join our Discord server,Únete a nuestro servidor de Discord
UI_TOOLTIP_COMBO,Use skills in the Action Slot,Usa habilidades con la Barra de Combo
UI_OPTION_ANTIALIAS,Antialiasing,Antialiasing
UI_OPTION_LIGHTS,Lights,Luces
UI_TOOLTIP_HOTKEY,[Hotkey %s],[Tecla de Acceso Rápido %s]
UI_STATUS_HP,HP,HP
UI_STATUS_FP,FP,FP
UI_STATUS_MP,MP,MP
UI_STATUS_EXP,Exp,Exp
UI_HELPTIPS_TITLE,Today's Tips,Consejos del Día
UI_HELPTIPS_DOYOUKNOW,Did you know?,¿Lo sabías?
UI_HELPFAQ_QUESTION,Q.,Q.
UI_HIDE,Hide,Ocultar
UI_PARTY_INFO,Members,Miembros
UI_PARTY_SKILL,Skills,Habilidades
UI_PARTY_SETTINGS,Settings,Configuración
UI_PARTY_NAME,Name:,Nombre:
UI_PARTY_LEVEL,Level:,Nivel:
UI_PARTY_POINT,Points:,Puntos:
UI_PARTY_EXPSHARE,EXP Share,Exp Compartida
UI_PARTY_EXPMODE_LEVEL,Level,Nivel
UI_PARTY_EXPMODE_LEVEL_TIP,EXP is distributed among party members based on their levels.,La Exp se distribuye a los miembros de la Party según sus niveles.
UI_PARTY_EXPMODE_CONTRIB,Contribution,Contribución
UI_PARTY_EXPMODE_CONTRIB_TIP,"EXP is distributed among party members based on their contribution in combat. Contributions include attacking, healing, and tanking.","La Exp se distribuye a los miembros de la Party según su contribución en el combate. La contribución puede ser atacar, curar o tankear."
UI_PARTY_LOOT,Loot Distribution,Distribuir Objetos
UI_PARTY_LOOTMODE_IND,Free-for-All,Individualmente
UI_PARTY_LOOTMODE_IND_TIP,Loot goes to whoever picks it up. Anyone can loot and keep what they collect.,Esto es un Botín Libre para Todos. Los Jugadores se quedan con lo que recogen.
UI_PARTY_LOOTMODE_SEQ,Sequentially,Secuencialmente
UI_PARTY_LOOTMODE_SEQ_TIP,Loot is distributed to party members in order.,Los objetos se distribuyen a los Jugadores por orden.
UI_PARTY_LOOTMODE_MAN,Leader Only,Manualmente
UI_PARTY_LOOTMODE_MAN_TIP,All loot goes to the party leader. The party leader can then distribute it at their discretion.,Todos los objetos se los lleva en Líder de Party. Así el Líder de Party los podrá distribuir como mejor le parezca.
UI_PARTY_LOOTMODE_RAND,Randomly,Aleatoriamente
UI_PARTY_LOOTMODE_RAND_TIP,Loot is distributed randomly among party members.,Los objetos se distribuyen de manera aleatoria.
UI_PARTY_LOOTMODE_KILL,Top Damage,Asesino
UI_PARTY_LOOTMODE_KILL_TIP,Loot goes to the player who inflicted the most damage to the monster.,Los objetos se distribuyen al jugador que más daño le hizo al monstruo.
UI_PARTY_SEARCHMODE,Joining via Finder,Modo Búsqueda
UI_PARTY_TRANSFER,Transfer,Transferir
UI_PARTY_LEAVE,Leave,Abandonar
UI_PARTY_KICK,Kick,Echar
UI_PARTY_CHANGE,Upgrade,Cambiar
UI_PARTY_CONFIRM,Confirm Party,Confirmar Party
UI_PARTY_INVITEQUESTION,%s invites you to join their party. Accept the invitation?,%s te invita a su party. ¿Aceptas?
UI_PARTY_LEAVE_TIP,"Leave the party. If you're the party leader, selecting a member changes this button to Kick, allowing you to remove them.","Esta opción permitirá que los miembros abandonen el grupo o le dará al Líder de Party la posibilidad de echar a un miembro. Para echar a un jugador, primero selecciónalo y luego presiona el Botón Abandonar."
UI_PARTY_TRANSFER_TIP,Transfer party leadership to the selected member.,Transferir la Party a otro jugador. Selecciona al nuevo líder y presiona el botón de transferir.
UI_PARTY_CONFIRM_TIP,Upgrade the party to an Advanced Party.,Cambia la Party a Party Avanzada.
UI_PARTY_LEAVE_CONFIRM,Confirm Party Leave,Confirma el abandonar la party.
UI_PARTY_LEAVE_QUESTION,Leave the party?,¿Vas a abandonar la party?
UI_PARTY_LEAVE_OTHER,Kick this player from the party?,¿Seguro que quieres echar a este jugador de la party?
UI_PARTY_QUICK_TIP,View basic party information,Pulsa el botón para que se muestre la información básica de la party.
UI_PARTY_DETAIL_TIP,View detailed party information,Presiona el botón para ver la información de la party detallada.
UI_PARTY_CHANGETROUP,Upgrade to an Advanced Party?,¿Quieres cambiar a Party Avanzada?
UI_PARTY_CHANGEPARTY,Upgrade Party,Cambiar Party
UI_PARTYNAME_ENTER,Enter party name:,Introduce el Nombre de la Party
UI_PARTYNAME_TITLE,Change Party Name,Cambia el Nombre de la Party
UI_FRIEND_CONFIRM,Confirm Friend Request,Confirmación de Añadir Amigo
UI_FRIEND_INVITEQUESTION,%s wants to add you as a friend. Accept the request?,%s quiere ser tu amigo. ¿Aceptas?
UI_MESSENGER_ONLINE,Online,Conectado
UI_MESSENGER_OFFLINE,Offline,Desconectado
UI_MESSENGER_ABSENT,AFK,AFK
UI_MESSENGER_HARDPLAY,Addict Mode,Modo Adicto
UI_MESSENGER_REST,Resting / Vending,Descansando / Vendiendo
UI_MESSENGER_EAT,Eating,Comiendo
UI_MESSENGER_MOVE,Moving,En Movimiento
UI_MESSENGER_FRIEND,Friend,Amigo
UI_MESSENGER_SORT_CHANNEL,Ch.,Ca.
UI_MESSENGER_SORT_STATE,State,Estado
UI_MESSENGER_SORT_LEVEL,Level,Nivel
UI_MESSENGER_SORT_NAME,Name,Nombre
UI_MESSENGER_SORT_JOB,Job,Clase
UI_INSTANTMSG_JOIN,has logged into the game.,se ha conectado al juego
UI_OPTION_JOIN_NOTIFICATION,Message alarm,Mensaje de alarma
UI_MESSENGER_MENU_MESSAGE,Message,Mensajes
UI_MESSENGER_MENU_UNBLOCK,Unblock,Desbloquear
UI_MESSENGER_MENU_BLOCK,Block,Bloquear
UI_MESSENGER_MENU_DELETE,Delete,Borrar
UI_MESSENGER_MENU_MOVE,Move,Mover
UI_MESSENGER_MENU_TAGSEND,Send memo,Enviar un memo
UI_MESSENGER_ADD_FRIEND,Add a new friend,Añadir un nuevo amigo
UI_ADDFRIEND_TITLE,Add Friend,Añadir amigo
UI_ADDFRIEND_NAME,Enter player name:,Introduce el Nombre del Jugador
UI_READMEMO_TITLE,Memos,Ventana de Mensaje
UI_SENDMEMO_TITLE,Send Memo,Ventana de Envío de Mensajes
UI_POST_TITLE,Mailbox,Correo
UI_POST_TAB_SEND,Send Mail,Enviar Correo
UI_POST_TAB_RECEIVE,Inbox,Correo Recibido
UI_OPTION_UISCALE,Scale,Escala
UI_OPTION_TEXTSCALE,Font Size,Tamaño de Fuente
UI_IGNORELIST_TITLE,Ignore List,Lista de Ignorados
UI_IGNORELIST_COUNT,Ignored Players: %d,Lista de ignorados: %d
UI_CHATFILTER_TITLE,Chat Filter,Filtro de Chat
UI_CHATFILTER_GENERAL,General,General
UI_CHATFILTER_WHISPER,Whispers,Susurro
UI_CHATFILTER_SHOUT,Shouts,Grito
UI_CHATFILTER_PARTY,Party,Party
UI_CHATFILTER_GUILD,Guild,Guild
UI_CHATFILTER_RESET_COLORS,Reset to Default,Restablecer Predeterminado
UI_POSTSEND_TO,Recipient,Receptor
UI_POSTSEND_TITLE,Title,Título
UI_POSTSEND_GOLD,Penya,Penya
UI_POSTSEND_PRICE,Mailing Fee: %d Penya,Precio: %d Penya
UI_POSTSEND_SEND,Send,Enviar
UI_ITEMSLOT_TITLE,Confirm Item Selection,Confirmación de Objeto
UI_ITEMSLOT_QUESTION,How many items?,¿Cuántos objetos?
UI_ITEMSLOT_COUNT,Count:,Cantidad:
UI_POSTSEND_CONFIRM,Send this mail?\nMail expires after %d days.,¿Seguro que quieres enviarlo?\nEl Correo expirará en %d días
UI_POST_NO_MAIL,You have no mail.,No tienes ningún correo
UI_POST_UNKNOWN,Unknown,Desconocido
UI_POST_RECEIVE_DATE,Received on: %s,Fecha Recibido: %s
UI_POSTREAD_TITLE,Mail Message,Comprobar el Buzón
UI_POSTREAD_FROM,From,Remitente
UI_POSTREAD_DELETE,Delete,Borrar
UI_POSTREAD_DELETE_ALL,Delete all read mail,Eliminar todos los correos leídos
UI_POSTREAD_DELETEALL_CONFIRM,Delete all read mail? Any attached items and Penya will also be deleted.,¿Eliminar los correos seleccionados? Los artículos y la penya también se eliminarán.
UI_POSTREAD_REPLY,Reply,Responder
UI_POSTREAD_DELETETITLE,Delete Mail,Eliminar Correo
UI_POSTREAD_DELETECONFIRM,Delete this mail? Any attached items and Penya will also be deleted.,¿Deseas borrar este correo? Los objetos y la penya también serán eliminados.
UI_POSTREAD_MAILEXPIRED,Mail Expired,Correo Expirado
UI_POSTREAD_KEEP_PAY,This mail expired %d days ago. You must pay %s Penya to retrieve it.,Este correo expiró hace %d días. Debes pagar %s penya para recuperarlo.
UI_QUEST_CANCEL,Remove quest,Eliminar misión
UI_QUEST_CANCEL_TIP,Cancel Quest in Progress,Cancelar Misión en Curso
UI_QUEST_ALLQUESTS,All Quests,Todas las Misiones
UI_QUEST_INPROGRESS,In Progress,En Curso
UI_QUEST_COMPLETED,Completed,Completadas
UI_QUEST_LIST,Quest List,Lista de Misiones
UI_QUEST_DETAIL,Quest Details,Detalles de la Misión
UI_QUEST_REWARDS,Reward List,Lista de recompenzas
UI_QUEST_CONDITIONS,Quest Condition,Condiciones de la Misión
UI_QUEST_GOLD1,Penya: %d,Penya: %d
