Key,English,Spanish
PROPMOTION_TXT_000061,Play Dead,Hacerse el muerto
PROPMOTION_TXT_000062,Propose,Propose
PROPMOTION_TXT_000063,High Five (Couple),High Five (Couple)
PROPMOTION_TXT_000064,Hug (Couple),Hug (Couple)
PROPMOTION_TXT_000065,Half Heart (Couple),Half Heart (Couple)
PROPMOTION_TXT_000066,Frustrated,Frustrated
PROPMOTION_TXT_000067,Cross Arms (Couple),Cross Arms (Couple)
PROPMOTION_TXT_000068,Eye Contact (Couple),Eye Contact (Couple)
PROPMOTION_TXT_000069,Jump (Couple),Jump (Couple)
PROPMOTION_TXT_000070,Dance 1,Dance 1
PROPMOTION_TXT_000071,Dance 2,Dance 2
PROPMOTION_TXT_000072,Dance 3,Dance 3
PROPMOTION_TXT_000073,Dance 4,Dance 4
PROPMOTION_TXT_000074,Dance 5,Dance 5
PROPMOTION_TXT_000075,Dance 6,Dance 6
PROPMOTION_TXT_000076,Dance 7,Dance 7
PROPMOTION_TXT_000077,Dance 8,Dance 8
PROPMOTION_TXT_000078,Dance 9,Dance 9
PROPMOTION_TXT_000079,Meditation,Meditation
PROPMOTION_TXT_000080,Flip Jump 1,Flip Jump 1
PROPMOTION_TXT_000081,Flip Jump 2,Flip Jump 2
PROPMOTION_TXT_000082,Lift O,Lift O
PROPMOTION_TXT_000083,Lift X,Lift X
PROPMOTION_TXT_000084,Lift Rock,Lift Rock
PROPMOTION_TXT_000085,Lift Paper,Lift Paper
PROPMOTION_TXT_000086,Lift Scissors,Lift Scissors
PROPMOTION_TXT_000087,Dance 10,Dance 10
PROPMOTION_TXT_000088,Dance 11,Dance 11
PROPMOTION_TXT_000089,Polite Greeting,Polite Greeting
PROPMOTION_TXT_000090,Hurray,Hurray
PROPMOTION_TXT_000100,Clap,Clap
PROPMOTION_TXT_000101,Brrr,Brrr
PROPMOTION_TXT_000102,Dance 12,Dance 12
PROPMOTION_TXT_000103,Hot,Hot
PROPMOTION_TXT_000104,LMAO,LMAO
PROPMOTION_TXT_000105,Ninja,Ninja
PROPMOTION_TXT_000106,Aha,Aha
PROPMOTION_TXT_000107,Provoke,Provoke
PROPMOTION_TXT_000108,Surprised,Surprised
PROPMOTION_TXT_000109,Look Around,Mirar alrededor
PROPMOTION_TXT_000110,Arm Heart,Arm Heart
PROPMOTION_TXT_000111,Switch Your Current Skill Page,Switch Your Current Skill Page
PROPMOTION_TXT_000112,Surrender,Rendirse
PROPMOTION_TXT_000113,Begging,Begging
PROPMOTION_TXT_000114,Waist Stretching,Estiramiento de cintura
PROPMOTION_TXT_000115,Lower Body Stretching,Estiramiento de la parte inferior del cuerpo
PROPMOTION_TXT_000116,Thumbs Up,Pulgares hacia arriba
PROPMOTION_TXT_000117,Salute,Salute
PROPMOTION_TXT_000118,Concerned,Concerned
PROPMOTION_TXT_000119,Embarassed,Embarassed
