Key,English,Spanish
NPC_000074,"My name is Rocbin and I came here for a number of reasons, none of which I would like to discuss with you at this time. Now shoo!","Mi nombre es Rocbin y vine aquí por varias razones, ninguna de las cuales me gustaría compartir contigo en este momento. ¡Ahora largo!"
NPC_000075,Take care! ,¡Cuídate!
NPC_000076,Looking to work on your terrible equipment? Allow me to assist you!,¿Quieres trabajar en ese terrible equipo tuyo? ¡Permíteme ayudarte!
NPC_000077,Hahaha! You look like the rest of those felons. What brings you here?,¡Jajaja! Te pareces al resto de esos criminales. ¿Qué te trae por aquí?
NPC_000078,"Greetings, adventurer! I am Shun, your friendly neighborhood arms dealer. I don't care who you are, a customer is a customer. Come right over and buy my gear!","¡Saludos, aventurero! Soy Shun, el amistoso comerciante de armas del vecindario. No me importa quién seas, un cliente es un cliente. ¡Ven y compra mi equipo!"
NPC_000079,Hehehe! Alright I hope we can hang out together someday.,"¡Jejeje! Muy bien, espero que podamos pasar el rato juntos algún día."
NPC_000080,I sell supplies to the weary adventurer. I've got everything you need!,Vendo suministros a los cansados aventureros. ¡Tengo todo lo que necesitas!
NPC_000081,You look like you have something to tell me...,Parece como si tuvieras algo que contarme...
NPC_000082,My name is Yuna. I believe you will find my food and medicine reasonably priced.,Mi nombre es Yuna. Espero que veas mi comida y mis medicamentos a un precio razonable.
NPC_000083,"Come one, come all! Visit Achaben's General Shop for your adventuring needs! *cough*","¡Venga, venir todos! ¡Visitar la Tienda general de Achaben para vuestras necesidades de aventuras! *cof*"
NPC_000084,May I help you?,¿Te puedo ayudar?
NPC_000085,"*Cough* I am happy to have a *wheeez* customer! If you need it, we have it... *cough* *huck* You wouldn't happen to have some cough medicine, would you?","*Cof* ¡Estoy contento de tener un cliente! *fiiiu* Si lo necesitas, lo tenemos... *cof* *aj* ¿No tendrás algún medicamento para la tos?"
NPC_000086,"*Ha-CHEW!* Sorry about that, allow me to clear my throat. *AHEM* My name is Achaben, and I run the General Shop here in Darken City. *cough*","*¡Aaa-chus!* Lo siento, permite que me aclare la garganta. *Ejem* Mi nombre es Achaben, y dirijo la Tienda General de Darken. *cof*"
NPC_000087,Thank you for your patronage! Come back and visit sometime! Bring some cough medicine!,¡Gracias por el patrocinio! ¡Vuelve a visitarnos alguna vez! ¡Trae un medicamento para la tos!
NPC_000088,#b#cff0001ffFlying Information#nc#nb is available here! I also have #b#cffff0000flying boards and brooms#nc#nb in stock!,¡Hay #b#cff0001ffInformación sobre Volar#nc#nb disponible aquí! ¡También tengo #b#cffff0000tablas y escobas voladoras#nc#nb en stock!
NPC_000089,What do you want to do?,¿Qué quieres hacer?
NPC_000090,"Flying through the clouds high above Madrigal is my favorite dream come true. I would be flying right now, but I'm having some family trouble and I need to pay the bills!","Volar a través de las nubes por encima de Madrigal es mi sueño favorito hecho realidad. ¡Estaría volando ahora mismo, pero tengo algunos problemas familiares y tengo que pagar las facturas!"
NPC_000091,"My name is Almani, and I run the Station here in Darken city. I sell flying boards and brooms in addition to teaching the basics of flying.",Mi nombre es Almani y dirijo la Estación aquí en la ciudad de Darken. Vendo tablas y escobas voladoras además de enseñar los conceptos básicos de vuelo.
NPC_000092,"1. First, you'll need to buy a broom or a board and be at least level 20 in order to fly. \n 2. Next, double-click the board or broom in your inventory or simply move it to a hot key to climb aboard.","1. Primero, necesitarás comprar una escoba o una tabla y tener al menos el nivel 20 para poder volar.\n 2. Después, haz doble click en la tabla o la escoba en su inventario o simplemente muévela a una tecla de acceso rápido para subir a bordo."
NPC_000093,3. Press the Space Bar to accelerate your flying vehicle. Press the Space Bar key again while moving to stop. Think of the accelerator like a toggle button for *Go* and *Stop*.,3. Presiona la Barra Espaciadora para acelerar el vehículo volador. Presiona la Barra Espaciadora de nuevo para frenar. Piensa en el acelerador como un botón de alternancia entre *Acelerar* y *Frenar*.
NPC_000094,"4. To navigate, you can simply hold the Right Mouse Button down and angle the camera in the direction that you want to go.\n Alternatively, you can also use the W, A, S and D controls to turn.","4. Para navegar, mantén presionado el botón derecho del ratón y mueve la cámara en la dirección en la que quieras ir.\n Alternativamente, también puede usar las Teclas W, A, S y D para girar."
NPC_000095,"5. Additionally, you can simply tap the Right Mouse Button twice to lock the camera to the mouse pointer. This allows you to navigate without holding down the right mouse button. Clicking twice again will turn off this effect.","5. Además, puedes hacer click en el botón derecho del ratón dos veces para bloquear la cámara. Esto te permite navegar sin mantener presionado el botón derecho del ratón. Si vuelves a hacer click dos veces, se desactivará este efecto."
NPC_000096,6. Anyone can fly in Madrigal. You simply have to acquire a flying vehicle!\n 7. There are numerous makes and models of flying vehicles. Trying shopping around in player shops or click the Use Premium Item Shop icon next to the Start Button.,6. Cualquiera puede volar en Madrigal. ¡Simplemente tienes que adquirir un vehículo volador! \n 7. Existen numerosas marcas y modelos de vehículos voladores. Intenta comprar en las tiendas de los jugadores o haz click en el icono Tienda de Artículos Premium junto al Botón de Inicio.
NPC_000097,"I hope the information I gave you was helpful. You're on your own now, aviator! See you in the clouds!","Espero que la información te haya sido de ayuda. ¡Sigue tu destino, aviador! ¡Nos vemos en las nubes!"
NPC_000098,"1. Occasionally, you will run into some pesky masquerpets while flying. You will see a red box surrounding them.","1. Ocasionalmente, te encontrarás con algunos masquerpets molestos mientras vuelas. Verás un cuadro rojo que los marca."
NPC_000099,"2. You can target these creatures with the Left Mouse Button. If you lose sight of them while flying, a green arrow appears on the edge of the screen to indicate which direction you need to turn. ","2. Puedes apuntar a estas criaturas con el Botón Izquierdo del Ratón. Si los pierdes de vista mientras vuelas, aparecerá una flecha verde en el borde de la pantalla para indicar en qué dirección debes girar."
NPC_000100,"3. To attack the creature, simply get as close as you can and press the Left Mouse Button or the Insert Key.\n 4. If you want to follow the monster automatically, press the Z Key.","3. Para atacar a la criatura, simplemente acércate lo máximo que puedas y pulsa el Botón Izquierdo del Ratón o la Tecla Insertar.\n 4. Si quieres seguir al monstruo automáticamente, pulsa la Tecla Z."
NPC_000101,5. Magicians and Acrobats can shoot from range while in the air. Mercenaries and Assists must rely on melee attacks. You can also use your skills!,5. Los Magos y Acróbatas pueden disparar a distancia mientras están en el aire. Los Mercenarios y Asistentes deben depender de ataques cuerpo a cuerpo. ¡También puedes usar tus habilidades!
NPC_000102,"6. When you destroy a flying masquerpet, any dropped loot will be placed into your inventory automatically. If there is no room in your inventory, the loot is lost, so be careful!","6. Cuando derrotes a un masquerpet volador, cualquier botín que se te caiga se colocará en tu inventario automáticamente. Si no queda espacio en tu inventario, el botín se perderá, ¡así que ten cuidado!"
NPC_000103,"7. That about covers it for your flying combat training, cadet! Just one more thing... Don't crash and burn! Hahaha, just a little pilot humor.","7. ¡Esto a sido tu entrenamiento de combate de vuelo, cadete! Solo una cosa más... ¡No choques y te quemes! Jajaja, solo un poco de humor piloto."
NPC_000104,Have fun out there and be safe! Don't forget to check your six!,¡Diviértete y mantente a salvo! ¡No olvides revisar tus seis!
NPC_000105,"Goodbye, adventurer! Feel free to stop by again if you have any questions about flying.","¡Adiós, aventurero! No dudes en volver a visitarnos si tienes alguna pregunta sobre el vuelo."
NPC_000106,The Red Bang Troupe will never break through our defenses as long as I'm here!,¡Los Bangs Rojos jamás lograrán quebrantar nuestras defensas mientras yo esté aquí!
NPC_000107,"Hello, traveler. I have some missions for you!","Hola, viajero. ¡Tengo algunas misiones para ti!"
NPC_000108,"Greetings, traveler! You are welcome to visit the Erons Factory as long as I, Amadolka, am here. It can get pretty dangerous out here so watch your back!","¡Saludos, viajero! Te invitamos a visitar la fábrica de Erons mientras yo, Amadolka, esté aquí. La zona puede ser bastante peligrosa, ¡así que vigila tu espalda!"
NPC_000109,My name is Amadolka Liviehindekinas. I am in charge of security here at the Erons Factory. Why do you ask?,Mi nombre es Amadolka Liviehindekinas. Estoy a cargo de la seguridad de la Fábrica de Erons. ¿Por qué preguntas?
NPC_000110,"Be careful out there, traveler! I'll stand guard here!","¡Ten cuidado, viajero! ¡Yo haré guardia aquí!"
NPC_000111,I'm such a coward! *Cries*,¡Soy un cobarde! *Llantos*
NPC_000112,The curse has been removed for the 3rd time now. Please don't get cursed again or it will be the last time for sure.,"Se ha eliminado la maldición por 3a vez. Por favor, que no te vuelvan a maldecir o te aseguro que será la última vez."
NPC_000113,I'm the Mysterious Teller of Tales! Wanna hear something spooky?,¡Soy el Misterioso Contador de Cuentos! ¿Quieres oír algo espeluznante?
NPC_000114,Stop by anytime you wanna hear a spooky story!,¡Vuelve siempre que quieras oír una historia espeluznante!
NPC_000115,ID Card,Tarjeta ID
NPC_000116,Hello there! How are you today!,¡Hola! ¿¡Cómo vas hoy!?
NPC_000117,"Uhh, yes? If you've got something to say, say it. Otherwise leave me alone. I'm very busy securing these steel panels by tapping my foot repeatedly.","Uhh, ¿sí? Si tienes algo que decir, dilo. De lo contrario, déjame en paz. Estoy muy ocupado asegurando estos paneles de acero golpeandolos repetidamente con mi pie."
NPC_000118,That's none of your business and I'll thank you to stay out of my personal affairs.,Eso no es asunto tuyo y te agradeceré que te mantengas al margen de mis asuntos personales.
NPC_000119,"Alright, hope to see you soon!","¡Vale, espero volver a verte pronto!"
NPC_000120,"Oh! You're asking about the ID Card that grants access to the Trillipy room in the mines, right? You should find Andre. I heard he spends most of his time in a forest filled with many ancient trees.","¡Oh! Estás preguntando por la Tarjeta ID que da acceso a la sala Trillipy en las minas, ¿verdad? Deberías encontrar a Andre. He escuchado que pasa la mayor parte del tiempo en un bosque lleno de árboles centenarios."
NPC_000121,"Hail and well met, adventurers! My name is Bolpor and I'm the best chef in town!","¡Saludos y enhorabuena, aventureros! ¡Mi nombre es Bolpor y soy el mejor chef de la ciudad!"
NPC_000122,What do you want already?! I've got things to do!,¡¿Qué es lo que quieres?! ¡Tengo cosas que hacer!
NPC_000123,"I'm the best chef in town, you got that? Anyone that tells you different is more than welcome to discuss it with my butcher knife. There will be more than just *chicken* on a stick on my menu...","Soy el mejor chef de la ciudad, ¿entiendes? Cualquiera que les diga algo diferente es más que bienvenido a discutirlo con mi cuchillo de carnicero. Habrá algo más que solo *pollo* en un palito en el menú..."
NPC_000124,"My name is Bolpor Centaurn, the best darn chef in Darken. I'm also the best looking. I didn't get this handsome overnight, you know.","Mi nombre es Bolpor Centaurn, el mejor chef de Darken. También soy el más guapo. No me he vuelto tan guapo de la noche a la mañana, ¿sabes?"
NPC_000125,"See ya later, alligator! Mmm, alligator... that gives me an idea for a new dish!","¡Hasta luego, cocodrilo! Mmm, cocodrilo... ¡eso me da una idea para un nuevo plato!"
NPC_000126,"Only the bravest adventurer can hope to succeed on the path of the Knight Hero, Billaon. Are you worthy?","Solo el aventurero más valiente tiene la esperanza de triunfar en el camino del Caballero Héroe, Billaon. ¿Serás digno?"
NPC_000127,We must never forget the sacrifice of the Heroes. We are here to train those who wish to follow their path in hopes of a worthy successor.,Nunca debemos olvidar el sacrificio de los Héroes. Estamos aquí para formar a quienes deseen seguir su camino con la esperanza de ser un digno sucesor.
NPC_000128,"I am Guardian Boneper. I'm here to protect the will of Billaon, the Knight Hero, at all costs. We are seeking those who are worthy enough to follow the path of the Knight Hero.","Soy la Guardiana Boneper. Estoy aquí para proteger la voluntad de Billaon, el Caballero Héroe, a toda costa. Buscamos a aquellos que sean dignos de seguir el camino del Caballero Héroe."
NPC_000129,"May the courage of Billaon be with you, adventurer.","Que el corage de Billaon sea contigo, aventurero."
NPC_000130,We are here to protect the will of the Heroes. Are you worthy to become a successor of the Billposter Hero?,Estamos aquí para proteger la voluntad de los Héroes. ¿Eres digno de convertirte en sucesor del Héroe Billposter?
NPC_000131,"I fear that those who follow Shade, Iblis and Bubble too closely will be destroyed by them in the end. Follow the path of the Heroes and you will not lose your way.","Me temo que aquellos que sigen a Shade, Iblis y Bubble de demasiado cerca al final serán destruidos por ellos. Sigue el camino de los Héroes y no te perderás."
NPC_000132,"My name is Guardian Capafe. I am here as a guide and I protect the will of Roentel, the Billposter Hero.","Soy la Guardiana Capafe. Estoy aquí como guía y protejo la voluntad de Roentel, el Héroe Billposter."
NPC_000133,The power of Roentel will protect and guide you.,El poder de Roentel te protegerá y te guiará.
NPC_000134,Rare metals and minerals reside deep within the Dekane Mine.,En lo profundo de la Mina Dekane hay metales y minerales raros.
NPC_000135,You looking for some adventure? Why not discover the mystery of the curse of Darkon? ,¿Buscas una aventura? ¿Por qué no descubres el misterio de la maldición de Darkon?
NPC_000136,"Now's not the time for pleasantries, my simple-minded friend. Besides, I know you don't actually care. No one does...","Ahora no es el momento de las bromas, mi ingenuo amigo. Además, sé que en realidad no te importa. A nadie le importa..."
NPC_000137,"Fine, leave if you want to! I don't need your help, fool! ","Esta bien, ¡vete si es lo que quieres! ¡No necesito tu ayuda, idiota!"
NPC_000138,"Have you ever heard the name Neverant? Few know it now, but long ago it was the top-ranking mining guild in Darkon. I used to be a member of that guild.","¿Alguna vez has escuchado el nombre de Neverant? Pocos lo saben ahora, pero hace mucho tiempo era el gremio minero de mayor rango en Darkon. Solía ​​ser miembro de ese gremio."
NPC_000139,"Today, the Neverant Guild is no more. It's hierarchy was torn apart by a terrible curse that emanated from the mine itself. Ironic, isn't it?","A día de hoy, el Gremio Neverant ya no existe. Su jerarquía fue destrozada por una terrible maldición que emanó de la propia mina. Irónico, ¿no?"
NPC_000140,Check out the Dekane Mine west of here if you want. I won't step foot near there.,Echa un vistazo a la Mina Dekane al oeste de aquí si quieres. No pienso poner un pie cerca de allí.
NPC_000141,Chenbing's Shield Shop is open for business! The best finely-crafted nomad shields Penya can buy!,¡La Tienda de Escudos de Chenbing está abierta al público! ¡Los mejores escudos nómadas finamente elaborados que puedes comprar con un poco de penya!
NPC_000142,"Well, what are you gonna do for me? Hmmm?","Bueno, ¿qué vas a hacer por mí? ¿Mmm?"
NPC_000143,"We, the Khan Union, are traveling merchants. Our fine craftsmanship is well-known throughout Madrigal. So whaddya say? Interested in taking a peek at my inventory? ","Nosotros, la Unión Khan, somos mercaderes ambulantes. Nuestra fina artesanía es conocida en todo Madrigal. Entonces, ¿qué dices? ¿Estás interesado en echar un vistazo a mi inventario?"
NPC_000144,"I am Chenbing Khan and I sell the best, finely-crafted, and affordable shields you'll find anywhere in Madrigal.",Soy Chenbing Khan y vendo los mejores escudos finamente elaborados y asequibles que encontrarás en todo Madrigal.
NPC_000145,Take care! Tell your friends about us!,¡Cuídate! ¡Cuéntale a tus amigos sobre nosotros!
NPC_000146,"So, have you completed that which you needed to in order to proceed?","Entonces, ¿has completado lo que necesitabas para continuar?"
NPC_000147,What do you want?,¿Qué quieres?
NPC_000148,You couldn't possibly hope to understand what lies beyond this gate. I don't care how much research you've done. ,No es posible que esperes entender lo que hay más allá de esta puerta. No me importa cuánta investigación hayas hecho.
NPC_000149,Don't concern yourself with such things. Who I am is of no consequence to you. All you need to know is that I am here to protect this gate.,No te preocupes por esas cosas. Quién soy no tiene importancia para ti. Todo lo que necesitas saber es que estoy aquí para proteger esta puerta.
NPC_000150,"Farewell, strange one.","Adiós, extraño."
NPC_000151,"Hey, you there! Help me! Let me out of here right now! Argh!!!","¡Eh, tú! ¡Ayúdame! ¡Ayúdame a salir de aquí ahora mismo! ¡¡¡Argh!!!"
NPC_000152,"Oh thank Rhisis, I knew someone would come! Oh thank you, thank you, thank you! Well, what are you doing just standing around? Let me out, darn it!!","¡Oh, gracias a Rhisis, sabía que vendría alguien! ¡Oh gracias gracias gracias! Bueno, ¿qué estás haciendo ahí parado? ¡¡Déjame salir, maldita sea!!"
NPC_000153,"Me? I, Colar Devoka, am the best actor in the Pepoview Troupe! Well, I was, but now I am stuck out here and this filthy cage waiting to be eaten by those filthy Leyenas.","¿Yo? ¡Yo, Colar Devoka, soy el mejor actor de la Compañía Pepoview! Bueno, lo era, pero ahora estoy atrapado aquí en esta asquerosa jaula, esperando ser devorado por esas asquerosas Leyenas."
NPC_000154,What?! HEY! I thought you were going to release me. I'll get you for this!,¡¿Qué?! ¡OYE! Pensaba que ibas a soltarme. ¡Me vengaré por esto!
NPC_000155,Follow the teachings of Lillip and you will discover the secrets of the elements.,Sigue las enseñanzas de Lillip y descubrirás los secretos de los elementos.
NPC_000156,"Hello, friend. Listen, whatever happens in this world, you must not lose hope. As long as we follow the path of the Heroes, we will persevere.","Hola amigo. Escucha, pase lo que pase en este mundo, no debes perder la esperanza. Mientras sigamos el camino de los Héroes, perseveraremos."
NPC_000157,"My name is Condram Griters and I am one of 8 priests of Lillip, the Elementor Hero. I am teaching the wisdom of Lillip to his successors. I act as a guide to those who follow the path of Lillip.","Mi nombre es Condram Griters y soy una de las 8 sacerdotisas de Lillip, la Héroe Elementor. Estoy enseñando la sabiduría de Lillip a sus sucesores. Actúo como guía para quienes siguen el camino de Lillip."
NPC_000158,"Farewell, young one. May Lillip guide and protect you.","Adiós, joven. Que Lillip te guíe y te proteja."
NPC_000159,"Heren, your legacy will carry on and your courage will not be forgotten.","Heren, tu legado continuará y tu coraje no será olvidado."
NPC_000160,"The might of the Blade will stand against those who seek to destroy us. Heren, the Blade Hero, has left a great legacy. ","El porvenir del Blade se enfrentará a aquellos que buscan destruirnos. Heren, Héroe Blade, nos ha dejado un gran legado."
NPC_000161,"My name is Corel Anduril, and I am the Blade Master of Darken City. I was well known as a Blade Dancer before the war. Now, it is my duty to select those worthy of becoming a Blade and prepare them for what lies ahead.","Mi nombre es Corel Anduril y soy la Maestra Blade de la ciudad de Darken. Era bien conocida como Bailarina Blade antes de la guerra. Ahora, es mi deber seleccionar a aquellos que sean dignos de convertirse en Blade y prepararlos para lo que se avecina."
NPC_000162,"May Heren be with you, always.",Que Heren esté siempre contigo.
NPC_000163,"I honor the spirit of Offerep, the Psykeeper Hero.","Honro el espíritu de Offerep, la Héroe Psykeeper."
NPC_000164,"Their last battle will resonate throughout eternity. The Heroes sacrificed themselves to save all of Madrigal. We are forever in their debt. Take with you the teachings of Offerep, adventurer.","Su última batalla resonará por toda la eternidad. Los Héroes se sacrificaron para salvar todo Madrigal. Siempre estaremos en deuda con ellos. Lleva contigo las enseñanzas de Offerep, aventurero."
NPC_000165,"My name is Cylor Mesmor and I am the Psykeeper Master. I guide those wishing to become Psykeepers. I have committed many sins in the past, and through the grace of Offerep, I have been forgiven.","Mi nombre es Cylor Mesmor y soy la Maestra Psykeeper. Guío a aquellos que desean convertirse en Psykeeper. He cometido muchos pecados en el pasado y, gracias a la gracia de Offerep, he sido perdonada."
NPC_000166,Only through careful study will you learn the wisdom of the Psykeeper.,Solo a través de un estudio cuidadoso aprenderás la sabiduría del Psykeeper.
NPC_000167,Madrigal's ecosystem is so strange and mysterious! I love it!,¡El ecosistema de Madrigal es tan extraño y misterioso! ¡Me encanta!
NPC_000168,"The masquerpets you see here around us were once the machines used in the Erons Factory down south. However, the exposure to waste coming from the factory turned them into the monsters they are today.","Los masquerpets que ves aquí a nuestro alrededor fueron una vez las máquinas que se usaban en la fábrica de Erons en el sur. Sin embargo, la exposición a los desechos provenientes de la fábrica los convirtió en los monstruos que son ahora."
NPC_000169,I'm surprised you haven't heard of me. I'm Dr. Est and I research Madrigal's ecosystem. My 2 brothers and I are thrilled to learn as much as we can about Madrigal. Have you met my brothers?,Me sorprende que no hayas oído hablar de mí. Soy el Dr. Est e investigo el ecosistema de Madrigal. Mis 2 hermanos y yo estamos encantados de aprender todo lo que podamos sobre Madrigal. ¿Conoces a mis hermanos?
NPC_000170,"Watch yourself out there, friend. Some creatures can be quite dangerous!","Mírate bien, amigo. ¡Algunas criaturas pueden ser bastante peligrosas!"
NPC_000171,The will of Hynan will lead you to victory.,La voluntad de Hynan te llevará a la victoria.
NPC_000172,This is what you must to do.,Esto es lo que debes hacer.
NPC_000173,"The Heroes fought hard to protect us from Shade's evil masquerpet army. We owe them all our livelihood. That is why I have devoted my life in service to Hynan, the brave Ranger Hero.","Los Héroes lucharon duro para protegernos del malvado ejército de masquerpets de Shade. Les debemos todo nuestro sustento. Por eso he dedicado mi vida al servicio de Hynan, el valiente Héroe Ranger."
NPC_000174,"I am Eliff, the Ranger Master. I have devoted my life to Hynan's legacy, and my duty is to pass along all that I have learned from him. I have sworn to uphold this promise until my last, dying breath. ","Soy Eliff, la Maestra Ranger. He dedicado mi vida al legado de Hynan y mi deber es transmitir todo lo que he aprendido de él. He jurado mantener esta promesa hasta mi último aliento de vida. "
NPC_000175,"Hynan watches over us all. Go in peace, my friend.","Hynan vela por todos nosotros. Vete en paz, amigo."
NPC_000176,Aenn's blessing on this world will be remembered forever.,La bendición de Aenn en este mundo será recordada para siempre.
NPC_000177,"Aenn, the Ringmaster Hero, was one of the most important of all of our brave Heroes. Aenn's rejuvenating magic blessed our brave heroes in battle.","Aenn, la Héroe Ringmaster, fue una de las más importantes de todos nuestros valientes héroes. La magia rejuvenecedora de Aenn bendijo a nuestros valientes héroes en la batalla."
NPC_000178,"Hi! It is very nice to meet you. My name is Ellend Eledyo and I am the Ringmaster Master. Pretty cool title, huh? I love it, and what's more, I love guiding pupils on the path of the Ringmaster Hero, Aenn.","¡Hola! Encantada de conocerte. Mi nombre es Ellend Eledyo y soy la Maestra Ringmaster . Un título sorprendente, ¿eh? Me encanta y, lo que es más, me encanta guiar a los alumnos por el camino de la Héroe Ringmaster, Aenn."
NPC_000179,Pray to Aenn for protection and you will have it.,Reza a Aenn para que te proteja y lo hará.
NPC_000180,A great creature is imprisoned here. Are you ready to challenge him?,Aquí hay una gran criatura atrapada. ¿Estás listo para desafiarla?
