Key,English,Spanish
TUTORIAL_ROTATE_CAMERA_KEYBOARD_TEXT,"Let's go through how the camera works with the Keyboard. Here are the keys to press to rotate the camera:\n\nUp: Up Arrow #b↑#nb\nDown: Down Arrow #b↓#nb\nLeft: Left Arrow #b←#nb\nRight: Right Arrow #b→#nb\n\nPretty easy, huh?\n\n#cffff0000Clear Condition: Press an Arrow Key #b↑↓←→#nb","Veamos cómo funciona la cámara con el teclado. Estas son las teclas a presionar para rotar la cámara:\n\nArriba: Flecha hacia arriba #b ↑#nb\nAbajo: Flecha hacia abajo #b↓#nb\nIzquierda: Flecha izquierda #b←#nb\nDerecha: Flecha derecha #b→#nb\n\nBastante fácil, ¿eh?\n\n#cffff0000Condición clara: presione una tecla de flecha #b ↑↓←→#nb"
TUTORIAL_ZOOM_CAMERA_TEXT,"How's that? Simple, right? Now, let's tackle zooming.\n\n[[Zooming in and out is possible with the Mouse wheel. It is also possible with the Page Up and Page Down Keys|Pinch to #bzoom out#nb and spread your fingers to #bzoom in#nb]].\n\n#cffff0000Clearing requirement: Adjust the camera zoom","How's that? Simple, right? Now, let's tackle zooming.\n\n[[Zooming in and out is possible with the Mouse wheel. It is also possible with the Page Up and Page Down Keys|Pinch to #bzoom out#nb and spread your fingers to #bzoom in#nb]].\n\n#cffff0000Clearing requirement: Adjust the camera zoom"
TUTORIAL_ROTATE_PHONE_TITLE,Viewing,Viewing
TUTORIAL_ROTATE_PHONE_CONTENT,[[|#b#cff0000ff■ Portrait and landscape #nb#nc\nRotate your phone to switch between portrait and landscape mode. ]],[[|#b#cff0000ff■ Portrait and landscape #nb#nc\nRotate your phone to switch between portrait and landscape mode. ]]
TUTORIAL_ROTATE_PHONE_TEXT,Awesome!\n\n[[|You can also #brotate#nb your phone to switch between portrait and landscape mode.]],Awesome!\n\n[[|You can also #brotate#nb your phone to switch between portrait and landscape mode.]]
TUTORIAL_OPEN_MENU_TEXT,"Great! [[It's time to learn how to change settings to enjoy the game the best as possible.\n\nSettings are available from the main game menu.\n\nClick on the #bbutton on bottom left#nb of the screen to open the main menu|Next, let's open the #bmain menu#nb.\n\nJust tap the button at the bottom left of the screen]].\n\n#cffff0000Clearing requirement: Open the main menu","Great! [[It's time to learn how to change settings to enjoy the game the best as possible.\n\nSettings are available from the main game menu.\n\nClick on the #bbutton on bottom left#nb of the screen to open the main menu|Next, let's open the #bmain menu#nb.\n\nJust tap the button at the bottom left of the screen]].\n\n#cffff0000Clearing requirement: Open the main menu"
TUTORIAL_OPEN_OPTION_TEXT,"Now [[click on|tap]] #bOption#nb to access the settings.\n\nHere, you can adjust the #btexture quality, shadows, music volume, language, and more#nb.\n\nOnce finished, hit the #b'Save'#nb button to apply your changes.\n\n#cffff0000Clearing requirement: Open the options window","Now [[click on|tap]] #bOption#nb to access the settings.\n\nHere, you can adjust the #btexture quality, shadows, music volume, language, and more#nb.\n\nOnce finished, hit the #b'Save'#nb button to apply your changes.\n\n#cffff0000Clearing requirement: Open the options window"
TUTORIAL_OPEN_OPTION_TITLE,Settings,Configuración
TUTORIAL_OPEN_OPTION_CONTENT,"#b#cff0000ff■ Video / Audio tab#nb#nc\nYou can configure texture quality, shadows quality and many other graphical options. Use Save button or your changes will be reset when you close the window. Texture quality and Antialiasing are only applied when saving changes. Antialiasing[[|, Vibrations]] and Fullscreen options are not supported on all devices. All advanced options and high quality settings will consume more energy and Internet bandwidth so consider disabling them if you have a limited Internet connection or experiencing a slow framerate.\n\n#b#cff0000ff■ Game tab#nb#nc\nYou can select the interface language and enable or disable some options relative to your character. Don't forget to save your changes.","#b#cff0000ff■ Pestaña de Video / Audio#nb#nc\nPuedes configurar la calidad de las texturas, la calidad de las sombras y muchas otras opciones gráficas. Usa el botón Guardar o los cambios se restablecerán al cerrar la ventana. La calidad de las texturas y el Antialiasing solo se aplican al guardar los cambios. Las opciones Antialiasing[[|, Vibración]] y Pantalla completa no son compatibles con todos los dispositivos. Todas las opciones avanzadas y configuraciones de alta calidad consumirán más energía y ancho de banda de Internet, así que considera deshabilitarlas si tienes una conexión a Internet limitada o experimentas una velocidad de fotogramas lenta.\n\n#b#cff0000ff■ Pestaña de Juego#nb#nc\nPuedes seleccionar el idioma de la interfaz y habilitar o deshabilitar algunas opciones relativas a tu personaje. No olvides guardar tus cambios."
TUTORIAL_OPEN_MAP_TEXT,"Your adventure takes place in #bMadrigal#nb.\n\n[[Press M key|Tap the #bmini-map#nb]] to check your current location or to view maps of other areas.\n\nTo return to the game, [[press M again|tap the cross button at the top right of the map]].\n\n#cffff0000Clearing requirement: [[Hot Key 'M'|Open the map]]","Your adventure takes place in #bMadrigal#nb.\n\n[[Press M key|Tap the #bmini-map#nb]] to check your current location or to view maps of other areas.\n\nTo return to the game, [[press M again|tap the cross button at the top right of the map]].\n\n#cffff0000Clearing requirement: [[Hot Key 'M'|Open the map]]"
TUTORIAL_OPEN_MAP_TITLE,Map,Mapa
TUTORIAL_OPEN_MAP_CONTENT,"#b#cff0000ff■ Whole map#nb#nc\n[[Press M key|Touch World Map in main menu]] to see the continent of Madrigal.\n\n#b#cff0000ff■ Mini-Map#nb#nc\n[[Press N key|Touch cross button]] to hide navigator on right corner. If you want to see it again, [[press N key again|touch Navigator in main menu]].","#b#cff0000ff■ Mapa completo#nb#nc\n[[Pulsa la tecla M|Toca el Mapa del Mundo en el menú principal]] para ver el continente de Madrigal.\n\n#b#cff0000ff■ Minimapa#nb#nc\n[[Pulsa la tecla N|Toca el botón con forma de cruz]] para ocultar el navegador en la esquina derecha. Si quieres volver a verlo, [[pulsa la tecla N de nuevo|toca Navegador en el menú principal]]."
TUTORIAL_OPEN_NAVIGATOR_TEXT,Let's go through the Navigator.\nYou can check your location and the surrounding area with the navigator that’s in the upper right part of the screen.\n[[Activate and deactivate the Navigator by pressing 'N'|Use Navigator in main menu to toggle the mini-map]].\n\n#cffff0000Clear Condition: [[Hot Key 'N'|Open the navigator]],Veamos cómo funciona el Navegador.\nPuedes ver tu ubicación y los alrededores con el navegador que se encuentra en la parte superior derecha de la pantalla.\n[[Activa y desactiva el Navegador pulsando la tecla 'N'|Toca Navegador en el menú principal para abrir o cerrar el minimapa]].\n\n#cffff0000Objetivo: [[Pulsa la Tecla de acceso directo 'N'|Abre el Navegador]]
TUTORIAL_TALK_LUI_TEXT,Navigating #bMadrigal#nb just got easier!\n\nGo talk to #b#cffa0a0ff[General] Lui#nc#nb in Central Flarine by following the #barrow above your head#nb.\n\nHe seems to have important information for you. Best of luck!,Navigating #bMadrigal#nb just got easier!\n\nGo talk to #b#cffa0a0ff[General] Lui#nc#nb in Central Flarine by following the #barrow above your head#nb.\n\nHe seems to have important information for you. Best of luck!
TUTORIAL_START_QUEST_TEXT,"Congratulations on your first quest! Time to explore the #bQuest Diary#nb.\n\nThis diary keeps track of completed quests and those you're currently on.\n\nTo view deatils, [[press 'Q'|tap the #b'Quests'#nb button at the top of the screen]].\n\n#cffff0000Clearing requirement: [[Hot Key 'Q'|Open the Quest Diary]]","Congratulations on your first quest! Time to explore the #bQuest Diary#nb.\n\nThis diary keeps track of completed quests and those you're currently on.\n\nTo view deatils, [[press 'Q'|tap the #b'Quests'#nb button at the top of the screen]].\n\n#cffff0000Clearing requirement: [[Hot Key 'Q'|Open the Quest Diary]]"
TUTORIAL_START_QUEST_TITLE,Quest Window,Ventana de Misiones
TUTORIAL_START_QUEST_CONTENT,#b#cff0000ff■ Quest Window#nb#nc\nThis is where you can see current quest information and the completed quests.[[\nShortcut key is L.|]],#b#cff0000ff■ Ventana de Misiones#nb#nc\nAquí es donde puedes ver la información de la misión pendientes y las misiones completadas.[[\nLa Tecla de acceso directo es la 'L'.|]]
TUTORIAL_MOTION_TEXT,Looking to express yourself?\n\n[[Press 'O'|Tap the Emotes button on the left]] to unveil a range of #bemoticons and expressions#nb. Give it a go.\n\n#cffff0000Clearing requirement: [[Press 'O'|Open the Emotes window]],Looking to express yourself?\n\n[[Press 'O'|Tap the Emotes button on the left]] to unveil a range of #bemoticons and expressions#nb. Give it a go.\n\n#cffff0000Clearing requirement: [[Press 'O'|Open the Emotes window]]
TUTORIAL_MOTION_TITLE,Emotion Expression,Expresion de Emociones
TUTORIAL_MOTION_CONTENT,"#b#cff0000ff■ Emotion Expression#nb#nc\nYou can use this to express your emotion to other players. There are many emoticons and icons for expression various emotions, so you should try to use it.[[\nShortcut key is O.|]]","#b#cff0000ff■ Expresión de Emociones#nb#nc\nPuedes usar esto para expresar tus emociones a otros jugadores. Hay muchos emoticonos e íconos para expresar diversas emociones, deberias intentar usarlos.[[\nLa Tecla de acceso directo es la 'O'.|]]"
TUTORIAL_CHAT_TEXT,Ready to chat with others?\n\n[[Press ENTER|You can tap the #bChat#nb preview at the bottom]] to open the chat window.\n\nMessage in Normal chat are visible to nearby players.,Ready to chat with others?\n\n[[Press ENTER|You can tap the #bChat#nb preview at the bottom]] to open the chat window.\n\nMessage in Normal chat are visible to nearby players.
TUTORIAL_CHAT_TITLE,Chat Method,Método del Chat
TUTORIAL_CHAT_CONTENT,#b#cff0000ff■ Normal Chat#nb#nc\nYou can only talk to players near by you. The way you talk is press Chat button on chat window.\n\n#b#cff0000ff■ Shout#nb#nc\nYou can talk to players who are in broad range. They way you shot is add #cffff0000/s #nc on front of the words that you want to say.\n\n#b#cff0000ff■ Party Chat#nb#nc\nYou can use it when you are in a party. The way you talk is add #cffff0000/p #nc on front of the wards that you want to say.\nYou can use Troupe button on the chat window.\n\n#b#cff0000ff■ Whisper#nb#nc\nYou can send message to certain player. The way you do it is add #cffff0000/w character name #nc.\nYou can use Whisper button on the chat window.\n\n#b#cff0000ff■ Guild Chat#nb#nc\nYou can use it when you are in a guild. The way you talk is add#cffff0000/g #nc.\nYou can use Guild button on the chat window.\n\n#b#cff0000ff■ System Message#nb#nc\nAll of the messages except chat message display in system window.To check press SYSTEM button on the chat window.\n\n#b#cff0000ff■ Filter Function#nb#nc\nYou can see the chat that you want to see. The way you do is press Filter button.,"#b#cff0000ff■ Chat Normal#nb#nc\nSolo puedes hablar con jugadores que estén cerca de ti. La forma en que hablas es pulsando el botón Chat en la ventana de chat.\n\n#b#cff0000ff■ Grito#nb#nc\nPuedes hablar con jugadores que están en un rango amplio. Para gritar tienes que agregar #cffff0000/s #nc delante de las palabras que quieras decir.\n\n#b#cff0000ff■ Chat de Party#nb#nc\nPuedes usarlo cuando estás en una party. Para hablar por el chat de party tienes que agregar #cffff0000/p #nc delante de lo que quieras decir.\nPuedes usar el botón Party en la ventana de chat.\n\n#b#cff0000ff■ Susurro#nb#nc\nPuedes enviar un mensaje a cierto jugador. Para susurrar tienes que agregar #cffff0000/w nombre del personaje #nc.\nPuedes usar el botón Susurro en la ventana de chat.\n\n#b#cff0000ff■ Chat de Guild#nb#nc\nPuedes usarlo cuando estás en una guild. Para hablar por el chat de Guild tienes que agregar #cffff0000/g #nc.\nPuedes usar el botón Guild en la ventana de chat.\n\n#b#cff0000ff■ Mensaje del Sistema#nb#nc\nTodos los mensajes, excepto los mensajes de chat, se muestran en la ventana del sistema. Para verificar, presiona el botón SISTEMA en la ventana de chat.\n\n#b#cff0000ff■ Función de Filtro#nb#nc\nPuedes ver el chat que quieras ver. Para usarlo presiona el botón Filtro."
TUTORIAL_SHOUT_TEXT,"Mastering the Shout:\n\nShouting broadcasts your message to a #bbroader audience#nb than normal chat.\n\nTo shout, prefix your message with#cffff0000/s#nc. Remember, players won't see your shouts until you reach level 20.\n\n#cffff0000Clearing requirement: Use the shout ('/s') chat.","Mastering the Shout:\n\nShouting broadcasts your message to a #bbroader audience#nb than normal chat.\n\nTo shout, prefix your message with#cffff0000/s#nc. Remember, players won't see your shouts until you reach level 20.\n\n#cffff0000Clearing requirement: Use the shout ('/s') chat."
TUTORIAL_PARTY_CHAT_TEXT,"About the #bParty chat#nb:\n\nStart your message with #cffff0000/p#nc to only discuss with players in your party.\n\nRemember, party chat is exclusive to party members.","About the #bParty chat#nb:\n\nStart your message with #cffff0000/p#nc to only discuss with players in your party.\n\nRemember, party chat is exclusive to party members."
TUTORIAL_WHISPER_CHAT_TEXT,Need to message someone directly? Try #bWhisper#nb.\n\nType\n#cffff0000 /w CharacterName\n#nc before your message to whisper to a specific player.,Need to message someone directly? Try #bWhisper#nb.\n\nType\n#cffff0000 /w CharacterName\n#nc before your message to whisper to a specific player.
TUTORIAL_GUILD_CHAT_TEXT,Add #cffff0000/g#nc before your message to chat with your guild members only.,Add #cffff0000/g#nc before your message to chat with your guild members only.
TUTORIAL_SYSTEM_CHAT_TEXT,System messages are shown in a seperate chat window.\n\n[[Click|Tap]] the SYSTEM button in the chat window to view them.,System messages are shown in a seperate chat window.\n\n[[Click|Tap]] the SYSTEM button in the chat window to view them.
TUTORIAL_FILTER_CHAT_TEXT,"To see only the messages you're interested in, simply select a tab, [[click|tap]] the #bFilter#nb button, and edit your perferences. The rest will be filtered out.","To see only the messages you're interested in, simply select a tab, [[click|tap]] the #bFilter#nb button, and edit your perferences. The rest will be filtered out."
TUTORIAL_INVENTORY_TEXT,You got your #bfirst weapon#nb!\n\nLet's go through item equipment by [[pressing 'I'|touching Inventory in the bottom]].\n\n#cffff0000Clear Condition: [[Hot Key 'I'|Open inventory]],¡Has obtenido tu #bprimera arma#nb!\n\nRepasemos el equipamiento [[pulsando la tecla 'I'|tocando Inventario en la parte inferior]].\n\n#cffff0000Objetivo: [[Pulsa la Tecla de acceso directo 'I'|Abre el Inventario]]
TUTORIAL_EQUIP_TEXT,[[Double click|Touch]] an item you want to equip [[or drag it to the spot you want to equip|and then touch the #bEquip#nb button]].\n\n#cffff0000Clear Condition: Equip an item,[[Haz doble clic|Toca]] en el objeto que quieras equipar [[o arrástralo al lugar al que quieras equiparlo|y luego toca el botón #bEquipar#nb]].\n\n#cffff0000Objetivo: Equipar un objeto
TUTORIAL_UNEQUIP_TEXT,Now double [[click again|tap]] on the item in #bequipment view#nb to unequip it.\n\n#cffff0000Clear Condition: Unequip an item,Ahora haz doble [[clic de nuevo|toque]] en el objeto en la #bvista del equipo#nb para desequiparlo.\n\n#cffff0000Objetivo: Desequipar un objeto
TUTORIAL_INVENTORY_TITLE,Inventory,Inventario
TUTORIAL_INVENTORY_CONTENT,"#b#cff0000ff■ At the top of the Inventory window,#nb#nc\nyou can see the items your character has equipped. At the bottom, you can see the items and Penya in your inventory. To equip an item, double-[[click|tap]] it or drag it to the appropriate slot.[[\nHotkey: I|]]",#b#cff0000ff■ En la parte superior del inventario#nb#nc\n puedes consultar los objetos con los que estás equipado. En la parte inferior muestra los objetos y la penya que tienes. Puedes hacer doble [[clic|toque]] o arrastrar el objeto al equipo cuando quieras equiparlo.[[\nLa Tecla de acceso directo es la 'I'.|]]
TUTORIAL_TASKBAR_TEXT,Well done! Let's learn about the #bQuick Slot#nb located [[on the left|in many places]] of your screen.\n\nYou can put #bitems or skills#nb into it so you can use them quickly. [[1 - 0 can be used as hotkeyes.\nYou can also use keys F1-F9 to cycle through your Quick Slot bars.|#bKeep your finger pressed#nb on an item to drag it to the Slot of your choice.]]\n\n#cffff0000Clear Condition: Drag an item to Quick Slot,¡Bien hecho! Aprendamos sobre los #bAccesos Rápidos#nb ubicados [[a la izquierda|en muchos lugares]] de su pantalla.\n\nPuedes poner #bobjetos o habilidades#nb allí para usarlos rápidamente. [[1 - 0 se pueden usar como teclas de acceso rápido.\nTambién puedes usar las teclas F1-F9 para cambiar por las diferentes barras de accesos rápidos.|#bManten el dedo presionado#nb sobre un elemento para arrastrarlo a la ranura que quieras.]]\n\n#cffff0000Objetivo: Arrastrar un elemento a los Accesos Rápidos.
TUTORIAL_TASKBAR_TITLE,Quick Slot,Accesos Rápidos
TUTORIAL_TASKBAR_CONTENT,#b#cff0000ff■ Quick Slot#nb#nc\nYou can put items or motions that you want to use quickly[[ in 1~0 slots and there are also expansion slot of F1~F9|]].,#b#cff0000ff■ Accesos Rápidos#nb#nc\nPuedes colocar objetos o gestos que quieras utilizar rápidamente [[ en las ranuras 1~0 y también hay barras adicionales de F1~F9|]].
TUTORIAL_CHARACTER_TEXT,The #bCharacter#nb window displays information about your character.\n\n[[Press 'H'|Touch Character in main menu]] to view this window.\n\n#cffff0000Clear Condition: [[Hot Key 'H'|Open Character window]],La ventana de #bPersonaje#nb muestra información sobre tu personaje.\n\n[[Pulsa la tecla 'H'|Toca Personaje en el menú principal]] para ver esta ventana.\n\n#cffff0000Objetivo: [[Pulsa la Tecla de acceso directo 'H'|Abre la ventana de Personaje]]
TUTORIAL_CHARACTER_TITLE,Character Window,Ventana de Personaje
TUTORIAL_CHARACTER_CONTENT,#b#cff0000ff■ Character Window#nb#nc\nYou can see all information of your character. You can also increase ability stat with Stat Points.[[\nShortcut key is H.|]],#b#cff0000ff■ Ventana de Personaje#nb#nc\nPuedes ver toda la información de tu personaje. También puedes aumentar tu poder con los Puntos de Estadística.[[\nLa Tecla de acceso directo es la 'H'.|]]
TUTORIAL_STAT_TEXT,You can also distribute #bStat Points#nb you have gained by leveling in #bDetail tab#nb.\n\nUse #bApply#nb button to confirm changes.\n\n#cffff0000Clear Condition: Distribute Stat Points,También puedes distribuir los #bPuntos de Estadística#nb que hayas ganado al subir de nivel en la pestaña #bDetalles#nb.\n\nUtiliza el botón #bAplicar#nb para confirmar los cambios.\n\n#cffff0000Objetivo: Distribuir Puntos de Estadísticas
TUTORIAL_CHANGEJOB_TEXT,"Hi, there. I am #b#cffa0a0ffInfo Pang#nc#nb ^^\n\nYou can transfer your job to #bMercenary#nb, #bMagician#nb, #bAcrobat#nb, or #bAssist#nb when you reach level 15.\n\nYou need to complete the #bjob transfer quest#nb by talking to the #b#cffa0a0ffJob Drillmaster#nc#nb in #bEastern Flarine#nb.","¡Hola hola! ¡Aquí b#cffa0a0ffInfo Pang#nc#nb! ^^\n\nPodrás cambiar de clase a  #bMercenary#nb, #bMagician#nb, #bAcrobat#nb, o #bAssist#nb una vez alcances el nivel 15.\n\nNecesitas completar la #bjob de cambio de quest#nb para hacerlo, asegúrate de visitar al entrenador para cada clase: #b#cffa0a0ffJob Drillmaster#nc#nb in #bEastern Flarine#nb."
TUTORIAL_FLY_TEXT,"Now you have reached the level to fly. Let me teach you #bhow to fly#nb!\n\nYou will first need to purchase a board or a broom to #b#cffa0a0ff(Station) Tina#nc#nb in Flarine and equip the item.\n\nThen [[press the Space bar|touch the #bSTART button#nb in bottom right of the screen]] to increase speed, and [[press Space bar|touch it]] again to decrease speed.\n\n[[Move your Mouse cursor while holding down the right button|Touch your character and #bslide your finger#nb or use the #bdirectional pad#nb]] to fly in that direction.\n\n[[When using the keyboard the W, A, S, D keys will move you.|You can also control your flight by #brotating your device#nb if device motion is supported. Use the button on top of the screen to toggle Device Motion.]]","Now you have reached the level to fly. Let me teach you #bhow to fly#nb!\n\nYou will first need to purchase a board or a broom to #b#cffa0a0ff(Station) Tina#nc#nb in Flarine and equip the item.\n\nThen [[press the Space bar|touch the #bSTART button#nb in bottom right of the screen]] to increase speed, and [[press Space bar|touch it]] again to decrease speed.\n\n[[Move your Mouse cursor while holding down the right button|Touch your character and #bslide your finger#nb or use the #bdirectional pad#nb]] to fly in that direction.\n\n[[When using the keyboard the W, A, S, D keys will move you.|You can also control your flight by #brotating your device#nb if device motion is supported. Use the button on top of the screen to toggle Device Motion.]]"
TUTORIAL_GUILD_TEXT,"A #bGuild#nb is a bigger community than a Party and can be created by the #b#cffa0a0ff[Public Office] Helena#nc#nb when you reach level 40.\n\nEach tab's details are as follows:\nInfo tab provides general info about the guild and notice, \nMember tab manages Guild members.\n\n#cffff0000Clear Condition: [[Hot Key 'G'|Open Guild window]]","Una #bGuild#nb es una comunidad más grande que una Party y se puede crear en la #b#cffa0a0ff[Oficina Pública] Helena#nc#nb cuando alcanzas el nivel 40.\n\nLos detalles de cada pestaña son los siguientes:\nLa pestaña de Información proporciona información general sobre la guild y un anuncio, \nla pestaña de Miembros administra a los miembros de la Guild.\n\n#cffff0000Objetivo: [[Pulsa la Tecla de acceso directo 'G'|Abre la ventana de Guild]]"
TUTORIAL_MESSENGER_TEXT,You can use #bMessenger#nb Window to check your friends' online status and chat with them. Remember to add your #bfriends#nb to the messenger.,You can use #bMessenger#nb Window to check your friends' online status and chat with them. Remember to add your #bfriends#nb to the messenger.
TUTORIAL_MESSENGER_TITLE,Messenger,Messenger
TUTORIAL_MESSENGER_CONTENT,"#b#cff0000ff■ Messenger#nb#nc\nYou can check for log in status of registered players, channel and you can use chat easily. To register player [[click on|touch]] + button on the messenger window, then enter the character name that you want to register.[[\nShortcut key is E.|]]","#b#cff0000ff■ Messenger#nb#nc\nPuedes comprobar si los jugadores que tienes agregados están conectados, el canal en el que están y usar el chat para comunicarte. Para agregar a un jugador [[haz clic en|toca]] el botón + de la ventana messenger y escribe el nombre del personaje que deseas registrar.[[\nLa Tecla de acceso directo es la 'E'.|]]"
TUTORIAL_TRADE_TEXT,"You can use #b1 on 1 trade#nb to exchange items and Penya. Simply [[Left click on a|tap on another]] player, and select #b'Trade'#nb from the menu.","You can use #b1 on 1 trade#nb to exchange items and Penya. Simply [[Left click on a|tap on another]] player, and select #b'Trade'#nb from the menu."
TUTORIAL_TRADE_TITLE,Trade,Comerciar
