Key,English,Spanish
PROPSKILL_TXT_000054,Armor Penetrate,Penetración de Armadura
PROPSKILL_TXT_000055,Strikes the enemy and lowers their block rate.,Ataca al enemigo y disminuye su Tasa de Bloqueo.
PROPSKILL_TXT_000056,Silent Strike,Golpe Silencioso
PROPSKILL_TXT_000057,"Pounces on the enemy from afar, stunning them. Requires two weapons.",Salta sobre el enemigo desde lejos. Aturde al objetivo. Requiere dos armas.
PROPSKILL_TXT_000058,Blade Dance,Danza de Cuchillas
PROPSKILL_TXT_000059,Rapidly strikes surrounding enemies twice with both weapons. Requires two weapons.,Golpea rápidamente con los filos a varios enemigos. Requiere dos Armas.
PROPSKILL_TXT_000060,Spring Attack,Ataque Elástico
PROPSKILL_TXT_000061,"Strikes the enemy multiple times, with each hit having a chance to deal double damage. Requires two weapons.",Golpea a un enemigo varias veces. Cada golpe tiene la posibilidad de causar el doble de daño. Requiere dos armas.
PROPSKILL_TXT_000062,Hawk Attack,Ataque de Halcón
PROPSKILL_TXT_000063,A powerful downward strike that lowers the accuracy of the target. Requires two weapons.,Potente golpe hacia abajo. Disminuye la precisión del objetivo. Requiere dos armas.
PROPSKILL_TXT_000064,Sonic Blade,Hoja Sónica
PROPSKILL_TXT_000065,A powerful slashing attack that hits all surrounding enemies. Requires two weapons.,Ataque potente y cortante. Ataca a todos los enemigos alrededor. Requiere dos Armas.
PROPSKILL_TXT_000066,Berserk,Locura
PROPSKILL_TXT_000067,Increases Attack Speed and striking power at the cost of reduced skill damage.,"Aumenta la velocidad de ataque y el poder de golpe, y reduce el daño de las habilidades."
PROPSKILL_TXT_000068,Heal,Cura
PROPSKILL_TXT_000069,Recovers the target's HP.,Cura la HP del personaje seleccionado.
PROPSKILL_TXT_000070,Temping Hole,Puñetazo Directo
PROPSKILL_TXT_000071,A powerful straight punch.,Puñetazo directo y potente.
PROPSKILL_TXT_000072,Resurrection,Resurrección
PROPSKILL_TXT_000073,Resurrects a dead player.,Revive a un jugador muerto.
PROPSKILL_TXT_000074,Patience,Paciencia
PROPSKILL_TXT_000075,Increases the target's maximum HP.,Aumenta la HP máxima del objetivo.
PROPSKILL_TXT_000076,Prevention,Prevención
PROPSKILL_TXT_000077,Automatically recovers your HP when it falls below a certain threshold.,Recupera HP cuando baja de cierto nivel.
PROPSKILL_TXT_000078,Heap Up,Metabolismo
PROPSKILL_TXT_000079,Increases the target's STA.,Aumenta la STA del objetivo.
PROPSKILL_TXT_000080,Cannon Ball,Bala de Cañón
PROPSKILL_TXT_000081,Increases the target's DEX.,Aumenta la DEX del objetivo.
PROPSKILL_TXT_000082,Circle Healing,Círculo Curativo
PROPSKILL_TXT_000083,Heals nearby party members.,Cura a los miembros de Party cercanos a ti.
PROPSKILL_TXT_000084,Mental Sign,Signo Mental
PROPSKILL_TXT_000085,Increases the target's INT.,Aumenta la INT del objetivo.
PROPSKILL_TXT_000086,Beef Up,Refuerzo
PROPSKILL_TXT_000087,Increases the target's STR.,Aumenta el poder de ataque del objetivo.
PROPSKILL_TXT_000088,Burst Crack,Estallido de Grietas
PROPSKILL_TXT_000089,"Pounds the ground, damaging enemies around you.",Golpe al suelo que daña a los enemigos a tu alrededor.
PROPSKILL_TXT_000090,Stonehand,Mano de Piedra
PROPSKILL_TXT_000091,Grants all attacks a chance to stun.,Todos los ataques ganan la probabilidad de aturdir.
PROPSKILL_TXT_000092,Quick Step,Paso Ligero
PROPSKILL_TXT_000093,Increases the target's movement speed.,Aumenta la velocidad de movimiento del objetivo.
PROPSKILL_TXT_000094,Cat's Reflex,Reflejos de Gato
PROPSKILL_TXT_000095,Increases the target's block rate.,Aumenta la tasa de bloqueo del objetivo.
PROPSKILL_TXT_000096,Accuracy,Precisión
PROPSKILL_TXT_000097,Increases the target's accuracy.,Aumenta la precisión del objetivo.
PROPSKILL_TXT_000098,Power Fist,Puñetazo Poderoso
PROPSKILL_TXT_000099,Strikes the enemy three times with concentrated power.,Tres golpes de poder concentrado.
PROPSKILL_TXT_000100,Haste,Prisa
PROPSKILL_TXT_000101,Increases the target's Attack Speed and Casting Speed.,Aumenta la velocidad de ataque y disminuye el tiempo de lanzamiento del objetivo.
PROPSKILL_TXT_000102,Heal Rain,Lluvia Curativa
PROPSKILL_TXT_000103,Heals nearby party members with powerful restorative energy.,Recupera HP a los miembros de party cercanos a ti.
PROPSKILL_TXT_000104,Holycross,Cruz Santa
PROPSKILL_TXT_000105,Causes the next hit against the target to deal double damage.,El enemigo objetivo recibe el doble de daño en el siguiente ataque.
PROPSKILL_TXT_000106,Protect,Proteger
PROPSKILL_TXT_000107,Increases the target's Defense and Magic Resistance.,Disminuye el daño de los ataques físicos y mágicos en un objetivo.
PROPSKILL_TXT_000108,Holyguard,Guardia Santa
PROPSKILL_TXT_000109,Protects the target from incoming critical hits for a limited time.,Protege al objetivo de los golpes críticos durante un tiempo limitado.
PROPSKILL_TXT_000110,Spirit Fortune,Espíritu de Fortuna
PROPSKILL_TXT_000112,Gvur Tialla,Gvur Tialla
PROPSKILL_TXT_000113,Removes debuffs from the target.,Elimina los de-buffs del objetivo.
PROPSKILL_TXT_000114,Geburah Tiphreth,Geburah Tiphreth
PROPSKILL_TXT_000115,"Draws upon the inner strength of the user and nearby party members, increasing Attack, Attack Speed and Casting Speed for a limited time.","Esta habilidad se basa en la fuerza interior del usuario y de los miembros de party cercanos, lo que aumenta tanto el Poder de Ataque como la Velocidad de Ataque durante un tiempo limitado."
PROPSKILL_TXT_000116,Merkaba Hanzelrusha,Merkaba Hanzelrusha
PROPSKILL_TXT_000117,Summons a lingering effect that deals damage over time to enemies within its area.,Los enemigos reciben daño en el tiempo en un área a tu alrededor.
PROPSKILL_TXT_000118,Belial Smashing,Aplastamiento Belial
PROPSKILL_TXT_000119,Strikes the enemy with five powerful blows.,Asesta cinco poderosos golpes al enemigo.
PROPSKILL_TXT_000120,Piercing Serpent,Perforación Serpentina
PROPSKILL_TXT_000121,Fires a piercing beam at the enemy.,Dispara un rayo penetrante al objetivo.
PROPSKILL_TXT_000122,Blood Fist,Puñetazo Sangriento
PROPSKILL_TXT_000123,Strikes the enemy with a heavy blow that causes bleeding.,Da un fuerte golpe al enemigo que causa sangrado al objetivo.
PROPSKILL_TXT_000124,Sonichand,Puño Sónico
PROPSKILL_TXT_000125,"A fast, straight punch.",Golpe directo y veloz.
PROPSKILL_TXT_000126,Asmodeus,Asmodeus
PROPSKILL_TXT_000127,Enhances the power of the wielded knuckle.,Incrementa el poder de los golpes.
PROPSKILL_TXT_000128,Baraqijal Esna,Baraqijal Esna
PROPSKILL_TXT_000129,Increases damage dealt to the target while also increasing their Attack.,"Aumenta el daño infligido al objetivo, pero también aumenta su ataque."
PROPSKILL_TXT_000130,Bgvur Tialbold,Bgvur Tialbold
PROPSKILL_TXT_000131,Strikes nearby enemies with an outward shockwave.,Golpea a los enemigos cercanos con una onda de choque.
PROPSKILL_TXT_000132,Asalraalaikum,Asalraalaikum
PROPSKILL_TXT_000133,A fully concentrated strike. Always consumes 100% MP.,Golpe totalmente concentrado. Consume el 100% MP.
PROPSKILL_TXT_000134,Flame Ball,Bola Llameante
PROPSKILL_TXT_000135,Strikes the enemy with a ball of flame that may reduce the target's HP Restoration.,Golpea al enemigo con una bola de fuego. Probabilidad de reducir las capacidades de curación del objetivo.
PROPSKILL_TXT_000136,Flame Geyser,Géiser de Fuego
PROPSKILL_TXT_000137,"Engulfs the enemy in a geyser of flame, dealing damage over time.",Daña al enemigo constantemente con un géiser de fuego.
PROPSKILL_TXT_000138,Swordwind,Espada de Viento
PROPSKILL_TXT_000140,Strongwind,Viento Fuerte
PROPSKILL_TXT_000141,A ranged wind attack that pushes the enemy back.,Ataque de viento a distancia que mueve al enemigo.
PROPSKILL_TXT_000142,Blinkpool,Parpadeo
PROPSKILL_TXT_000143,Teleports you to a target point within range.,Te permite teletransportarte.
PROPSKILL_TXT_000144,Ice Missile,Misil de Hielo
PROPSKILL_TXT_000145,Blasts the enemy with a missile of ice that may reduce the target's speed.,Golpea al enemigo con un misil de hielo. Puede reducir la velocidad del objetivo.
PROPSKILL_TXT_000146,Lightning Ball,Bola Eléctrica
PROPSKILL_TXT_000147,Damages the enemy with a ball of static that may reduce the target's defense.,Golpea al enemigo con una bola de electricidad estática. Probabilidad de reducir la defensa del objetivo.
PROPSKILL_TXT_000148,Stone Spike,Estalagmita
PROPSKILL_TXT_000149,Damages the enemy with a stone spike that may stun.,Daña al enemigo con un pincho de piedra. Puede aturdir al enemigo.
PROPSKILL_TXT_000150,Mental Strike,Golpe Mental
PROPSKILL_TXT_000151,A medium-ranged mental attack.,Ataque Mental a distancia.
PROPSKILL_TXT_000152,Fire Strike,Llamarada
PROPSKILL_TXT_000153,"Blasts the enemy with a ball of fire, setting them ablaze and making them more susceptible to water attacks.",Daña al enemigo con una bola de fuego.
PROPSKILL_TXT_000154,Wind Cutter,Viento Cortante
PROPSKILL_TXT_000155,"Slices the enemy with cutting winds, leaving them exposed and more susceptible to fire attacks.",Ataque de viento a distancia. Reduce la resistencia al fuego del objetivo.
PROPSKILL_TXT_000156,Waterball,Bola de Agua
PROPSKILL_TXT_000157,A water attack that shoots multiple water orbs at the target.,Un ataque de agua que dispara múltiples orbes de agua a tu objetivo.
PROPSKILL_TXT_000158,Water Well,Pozo de Agua
PROPSKILL_TXT_000159,"Soaks the enemy with rushing water, making them more susceptible to electricity attacks.",Salpica al enemigo con un ataque de agua.
PROPSKILL_TXT_000160,Lightning Ram,Relámpago
PROPSKILL_TXT_000161,Damages the enemy with an electric ball.,Daña al enemigo con una bola de electricidad.
PROPSKILL_TXT_000162,Lightning Shock,Choque Eléctrico
PROPSKILL_TXT_000163,"Blasts the enemy with a ball of lightning, electrifying them and making them more susceptible to earth attacks.",Daña al enemigo con una pequeña pero rápida bola eléctrica.
PROPSKILL_TXT_000164,Rock Crash,Estalactita
PROPSKILL_TXT_000165,"Crushes the enemy with a massive stone, making them more susceptible to wind attacks.",Daña al enemigo con una piedra gigante.
PROPSKILL_TXT_000166,Rooting,Trampa de Arena
PROPSKILL_TXT_000167,"Binds the enemy with roots, immobilizing them.",Evita que un enemigo se acerque.
PROPSKILL_TXT_000168,Demonology,Explosión Mental
PROPSKILL_TXT_000169,Damages the enemy with a mental blast that reduces their Attack.,Daña al enemigo con una explosión mental y reduce su poder de ataque.
PROPSKILL_TXT_000170,Satanology,Cárcel Psíquica
PROPSKILL_TXT_000172,Psychic Bomb,Bomba Psíquica
PROPSKILL_TXT_000173,Damages the enemy with a ball of mental energy.,Daña al enemigo con una bola de energía mental.
PROPSKILL_TXT_000174,Psychic Wall,Barrera Psíquica
PROPSKILL_TXT_000175,"Conjures a mystic wall at your location. On enemy contact, the wall pushes them back, reduces their movement speed, and deals minor damage.","Crea un muro que empuja al enemigo hacia atrás, lo daña y reduce su velocidad si lo toca."
PROPSKILL_TXT_000176,Spirit Bomb,Explosión de Maná
PROPSKILL_TXT_000177,Damages the enemy through the power of your mind.,Damages the enemy through the power of your mind.
PROPSKILL_TXT_000178,Crucio Spell,Reflejo
PROPSKILL_TXT_000179,Reflects damage from the enemy's basic attacks. Less effective in PvP.,Inflige daño al enemigo igual a 1.75x veces la cantidad que te inflige el enemigo.
PROPSKILL_TXT_000180,Maximum Crisis,Crisis Máxima
PROPSKILL_TXT_000181,"Unleashes a powerful mental explosion that damages surrounding enemies, with a small chance to stun.",Daña a los enemigos de alrededor con una fuerte barrera mental. Pequeña posibilidad de aturdir a los objetivos.
PROPSKILL_TXT_000182,Psychic Square,Mundo Paralelo
PROPSKILL_TXT_000183,Damages the target enemy and enemies surrounding them with a psychic blast.,Daña a los enemigo alrededor con una explosión psíquica.
PROPSKILL_TXT_000184,Firebird,Pájaro de Fuego
PROPSKILL_TXT_000185,Launches a fiery projectile that engulfs the enemy in towering flames.,Daña al enemigo con una explosión de fuego.
PROPSKILL_TXT_000186,Fire Mastery,Dominio del Fuego
PROPSKILL_TXT_000187,Enhances the power of Fire spells.,Aumenta el poder de las habilidades de fuego.
PROPSKILL_TXT_000190,Lightning Strike,Rayo
PROPSKILL_TXT_000191,Calls down a devastating bolt of lightning upon the enemy.,Daña al enemigo con un rayo.
PROPSKILL_TXT_000192,Lightning Mastery,Dominio Eléctrico
PROPSKILL_TXT_000193,Enhances the power of Electric spells.,Aumenta el poder de las habilidades eléctricas.
PROPSKILL_TXT_000194,Electric Shock,Lluvia de Rayos
PROPSKILL_TXT_000195,"Unleashes converging bolts of electricity that surge around surrounding enemies, damaging them and reducing their Magic Resistance.",Daña a los enemigos de alrededor con electricidad. Reduce la Defensa Mágica del enemigo.
PROPSKILL_TXT_000196,Stone Spear,Lanza de Piedra
PROPSKILL_TXT_000197,"Hurls a spear of stone that shatters on impact, blasting the enemy with flying stone fragments.",Daña al enemigo con una lanza de piedra.
PROPSKILL_TXT_000198,Earth Mastery,Dominio de la Tierra
PROPSKILL_TXT_000199,Enhances the power of Earth spells.,Aumenta el poder de las habilidades de tierra.
PROPSKILL_TXT_000200,Earthquake,Terremoto
PROPSKILL_TXT_000201,"Shatters the ground beneath the target enemy and surrounding enemies, sending chunks of earth flying outward, with a chance to reduce their Attack.",Daña a los enemigos a tu alrededor. Puede reducir el ataque del objetivo.
PROPSKILL_TXT_000202,Iceshark,Tiburón de Hielo
PROPSKILL_TXT_000203,"Fires an icy projectile that explodes on impact, bursting outward in freezing shards.",Ataque a distancia que dispara un proyectil de hielo.
PROPSKILL_TXT_000204,Water Mastery,Dominio del Agua
PROPSKILL_TXT_000205,Enhances the power of Water spells.,Aumenta el poder de las habilidades de agua.
PROPSKILL_TXT_000206,Poison Cloud,Nube Tóxica
PROPSKILL_TXT_000207,"Summons a poisonous cloud above the target enemy, raining toxins that poison the target enemy and surrounding enemies over time.",Envenena a los enemigos cercanos.
PROPSKILL_TXT_000208,Void,Vacío
PROPSKILL_TXT_000209,Creates a powerful vacuum that crushes the enemy.,Ataca al enemigo creando un vacío perfecto.
PROPSKILL_TXT_000210,Wind Mastery,Dominio del Viento
PROPSKILL_TXT_000211,Enhances the power of Wind spells.,Aumenta el poder de las habilidades de viento.
PROPSKILL_TXT_000212,Windfield,Ventolera
PROPSKILL_TXT_000213,"Summons a field of cutting winds beneath the target enemy, damaging the target enemy and surrounding enemies, with a chance to reduce their movement speed.",Daña en área a los enemigos con un ataque de viento. Reduce la velocidad de los enemigos.
PROPSKILL_TXT_000214,Meteo Shower,Meteo
PROPSKILL_TXT_000215,Calls down a shower of meteors that strike the target enemy and surrounding enemies.,Daña en área a los enemigos con un meteorito.
PROPSKILL_TXT_000216,Lightning Storm,Tormenta Eléctrica
PROPSKILL_TXT_000217,"Summons a raging lightning storm that strikes the target enemy and surrounding enemies, with a chance to reduce Critical Damage.",Daña a los enemigos cercanos con explosiones eléctricas. Puede reducir el Daño Crítico.
PROPSKILL_TXT_000218,Sandstorm,Tormenta de Arena
PROPSKILL_TXT_000219,"Engulfs the target enemy and surrounding enemies in a violent sandstorm, with a chance to reduce their accuracy.",Daña a los enemigos de alrededor con una tormenta de arena. Puede reducir su Precisión.
PROPSKILL_TXT_000220,Blizzard,Ventisca
PROPSKILL_TXT_000221,"Summons a freezing blizzard on the target enemy, striking the target enemy and surrounding enemies, with a chance to stun.",Daña a los enemigos de alrededor con una tormenta de nieve. Puede Aturdir.
PROPSKILL_TXT_000222,Yo-Yo Mastery,Dominio del Yo-Yo
PROPSKILL_TXT_000223,Increases damage dealt with Yo-Yos.,Aumenta el poder de ataque del Yo-Yo.
PROPSKILL_TXT_000224,Bow Mastery,Dominio del Arco
PROPSKILL_TXT_000225,Increases damage dealt with bows.,Aumenta el poder de ataque del Arco.
PROPSKILL_TXT_000226,Dark Illusion,Ilusión Oscura
PROPSKILL_TXT_000227,Turns you invisible for a short time.,Te vuelves invisible por un poco de tiempo.
PROPSKILL_TXT_000228,Junk Arrow,Flechas Torcidas
PROPSKILL_TXT_000229,"Fires multiple volleys of arrows wildly at the enemy, some of which may miss.",Dispara flechas y a saber donde llegan.
PROPSKILL_TXT_000230,Fast Walker,Pies Veloces
PROPSKILL_TXT_000231,Increases movement speed for a short time.,Aumenta la velocidad de movimiento por un poco de tiempo.
PROPSKILL_TXT_000232,Aimed Shot,Disparo Preciso
PROPSKILL_TXT_000233,"A slow, carefully aimed shot with a chance to deal double damage.",Disparo lento que tiene la posibilidad de causar el doble de daño.
PROPSKILL_TXT_000234,Slow Step,Paso Lento
PROPSKILL_TXT_000235,An attack that may reduce the enemy's movement speed.,Vuelve lento al enemigo.
PROPSKILL_TXT_000236,Silent Shot,Disparo Silencioso
PROPSKILL_TXT_000237,A surprise attack that deals increased damage during Dark Illusion.,Un ataque sorpresa que hace más daño durante el efecto de Ilusión Oscura.
PROPSKILL_TXT_000238,Perfect Block,Bloqueo Perfecto
PROPSKILL_TXT_000239,Increases your Block.,Aumenta la tasa de bloqueo.
PROPSKILL_TXT_000240,Arrow Rain,Lluvia de Flechas
PROPSKILL_TXT_000241,"Rains down arrows on the target enemy and surrounding enemies, dealing damage over time.",Crea una lluvia de flechas que daña por un tiempo.
PROPSKILL_TXT_000242,Cross Line,Línea Cruzada
PROPSKILL_TXT_000243,A Yo-Yo strike with a chance to stun the enemy.,Golpe de Yo-Yo que puede aturdir al enemigo.
PROPSKILL_TXT_000244,Auto Shot,Disparo Automático
PROPSKILL_TXT_000245,"Fires multiple arrows at the enemy, with a chance to reduce their accuracy.",Dispara flechas varias veces. Puede reducir la Precisión de los enemigos.
PROPSKILL_TXT_000246,Snatch,Arrebatar
PROPSKILL_TXT_000247,Steals Penya from the target while under Dark Illusion. Must attack from behind.,Roba penya de un objetivo mientras estás bajo el efecto de Ilusión Oscura. Ataque por la espalda.
PROPSKILL_TXT_000248,Counter Attack,Contraataque
PROPSKILL_TXT_000249,Assume a counterattack stance that nullifies the next close-range attack against you and stuns the attacker. You cannot perform other actions while in this stance.,Ejecuta un ataque después de que lo haga el enemigo.
PROPSKILL_TXT_000250,Deadly Swing,Columpio Mortal
PROPSKILL_TXT_000251,A powerful Yo-Yo strike that may reduce the enemy's Attack Speed and Casting Speed.,Fuerte explosión de Yo-Yo. Puede hacer que el enemigo pierda salud con el tiempo.
PROPSKILL_TXT_000252,Pulling,Estirón
PROPSKILL_TXT_000253,Pulls the target toward you using the Yo-Yo.,Atrae al enemigo hacia ti utilizando el Yo-Yo.
PROPSKILL_TXT_000254,Critical Swing,Oscilación Crítica
PROPSKILL_TXT_000255,Increases your Critical Chance and Block Penetration.,Aumenta la tasa de golpe crítico.
PROPSKILL_TXT_000256,Enchant Poison,Encantamiento de Veneno
PROPSKILL_TXT_000257,Imbues the Yo-Yo so attacks have a chance to inflict poison and increases Attack.,Añade daño de veneno a tu Yo-Yo y aumenta el poder de ataque.
PROPSKILL_TXT_000258,Enchant Blood,Encantamiento de Sangrado
PROPSKILL_TXT_000259,Imbues the Yo-Yo so attacks have a chance to inflict bleeding and increases Attack.,Añade daño de sangrado a tu Yo-Yo y aumenta el poder de ataque.
PROPSKILL_TXT_000260,Enchant Absorb,Encantamiento de Absorción
PROPSKILL_TXT_000261,Imbues the Yo-Yo so attacks have a chance to drain HP and increases Attack.,Añade la capacidad de drenar HP a tu Yo-Yo y aumenta el poder de ataque.
PROPSKILL_TXT_000262,Multi-Stab,Puñalada Múltiple
PROPSKILL_TXT_000263,Strikes the enemy multiple times with the Yo-Yo.,Golpea al enemigo múltiples veces con el Yo-Yo.
PROPSKILL_TXT_000264,Hit of Penya,Golpe de Penya
PROPSKILL_TXT_000265,Consumes your own Penya to strike the enemy with devastating force.,Refuerza el ataque del Yo-Yo al consumir penya.
PROPSKILL_TXT_000266,Escape,Escape
PROPSKILL_TXT_000267,Removes all debuffs from yourself.,Elimina todos los de-buffs.
PROPSKILL_TXT_000268,Vital Stab,Puñalada Vital
PROPSKILL_TXT_000269,A surprise attack that can only be used under Dark Illusion.,Ataque sorpresa mientras estás bajo el efecto de Ilusión Oscura.
PROPSKILL_TXT_000270,Critical Shot,Disparo Crítico
PROPSKILL_TXT_000271,Increases Critical Chance for a limited time.,Aumenta la Probabilidad de Golpes Críticos por un tiempo limitado.
PROPSKILL_TXT_000272,Ice Arrow,Flecha Congelada
PROPSKILL_TXT_000273,"Shoots ice-covered arrows at the target enemy and surrounding enemies, reducing their movement speed.",Ralentiza a un enemigo disparándole flechas cubiertas de hielo.
PROPSKILL_TXT_000274,Flame Arrow,Flecha Ardiente
PROPSKILL_TXT_000275,"Fires a flame-imbued arrow that leaves a burning field at the impact point, dealing damage over time to enemies within it.",Otorga el elemento fuego a las flechas y daña a los enemigos circundantes.
PROPSKILL_TXT_000276,Piercing Arrow,Flecha Perforadora
PROPSKILL_TXT_000277,Fires a powerful arrow that pierces through enemies in a line.,Daño de flecha aumentado.
PROPSKILL_TXT_000278,Poison Arrow,Flecha Venenosa
PROPSKILL_TXT_000279,"Shoots a poison-tipped arrow at the enemy, inflicting poison damage over time.",Dispara una flecha mortal llena de veneno al objetivo. Inflige Veneno.
PROPSKILL_TXT_000280,Silent Arrow,Flecha del Silencio
PROPSKILL_TXT_000281,Attacks the enemy and prevents them from casting spells.,Tiro que deshabilita la magia al enemigo.
PROPSKILL_TXT_000282,Nature,Natura
PROPSKILL_TXT_000283,"Attunes you to nature, heightening your senses to increase Magic Resistance and Bow Range.",Aumenta los sentidos del usuario con la naturaleza para aumentar la Defensa Mágica y el Rango del Arco.
PROPSKILL_TXT_000284,Triple Shot,Disparo Triple
PROPSKILL_TXT_000285,Fires a volley of arrows that stuns the target.,Dispara tres flechas a la vez. Aturde al objetivo.
PROPSKILL_TXT_000286,Flash,Destello
PROPSKILL_TXT_000287,Blinded by the flash of light.,Cegado por el destello de luz.
PROPSKILL_TXT_000288,Single Stun,Aturdimiento
PROPSKILL_TXT_000290,Stun Group,Aturdimiento Grupal
PROPSKILL_TXT_000291,You are stunned and cannot move.,Estas aturdido y no te puedes mover.
PROPSKILL_TXT_000292,Damage,Daño
PROPSKILL_TXT_000294,Atk. Counter,Contraataque
PROPSKILL_TXT_000295,Attack just as an enemy attacks.,Contraataca cuando el enemigo te ataca.
PROPSKILL_TXT_000296,Knockback,Empujar
PROPSKILL_TXT_000297,Pushes the enemy back.,Empuja al enemigo hacia atrás.
PROPSKILL_TXT_000298,Burningfield,Campo en Llamas
PROPSKILL_TXT_000299,"Ignites the ground, creating a burning field that deals damage over time to enemies standing on it.",Daña al enemigo durante un período de tiempo.
PROPSKILL_TXT_000300,Poison,Veneno
PROPSKILL_TXT_000301,"You are poisoned, suffering damage over time and reduced HP Restoration.",Daña a un enemigo durante un período de tiempo y reduce su capacidad de curación.
PROPSKILL_TXT_000302,Stun,Aturdido
PROPSKILL_TXT_000303,You are stunned and cannot move.,Estás aturdido y no te puedes mover.
