Key,English,Spanish
MMI_1023,Lv80 GS Ranking,Rango GS Nivel 80
MMI_1024,Lv80 GS Information,Información GS Nivel 80
MMI_1025,Lv60 GS Apply,Aplicar GS Nivel 60
MMI_1026,Lv60 GS Status,Estado GS Nivel 60
MMI_1027,Lv60 GS Cancel,Cancelar GS Nivel 60
MMI_1028,Lv60 GS Enter,Unión GS Nivel 60
MMI_1029,Lv60 GS Lineup Setup,Alinear GS Nivel 60
MMI_1030,Lv60 GS Ranking,Rango GS Nivel 60
MMI_1031,Lv60 GS Information,Información GS Nivel 60
MMI_1032,Blue Chip Shop,Tienda de Ficha Azul
MMI_1033,Valentine's Letter Exchange,Intercambio de Cartas de San Valentín
MMI_1034,Dungeon,Mazmorra
MMI_1035,PK Chip Shop,Tienda Fichas PK
MMI_1036,Exchange,Intercambio
MMI_1037,Green Chip Shop,Tienda Chip Verde
MMI_1038,FWC Gear Exchange,Intercambio Equipo FWC
MMI_1039,FWC Jewel Exchange,Intercambio Joyas FWC
MMI_1040,Use Capsule Coins,Utilice Monedas Cápsula
MMI_1041,Music Festival Exchange,Intercambio Festivales de Música
MMI_1042,Fitting Room,Probador
MMI_1043,FWC PVP Registrations Board,Junta Registros de PvP de la FWC
MMI_1047,Join FWC PVP Arena,Únete a Arena PvP de la FWC
MMI_1046,FWC PVP Ranking,Clasificación PVP de la FWC
MMI_1048,Spectate FWC PVP Contest,Observa el Concurso PVP del FWC
MMI_1049,Rock Paper Scissors,Piedra Papel Tijeras
MMI_1050,W-Token Shop,Tienda W-Token
MMI_1051,Costume Box Upgrade,Caja Mejora Atuendo
MMI_1054,Exchange Rings,Intercambiar Anillos
MMI_1055,Dismantle Item,Desmantelar artículo
MMI_1056,Purchase Guild Ship,Compra esa Casa Gremio
MMI_1057,Enter Guild Ship,Entrar en Casa Gremio
MMI_1058,Enter Your House,Entra a tu casa
MMI_1059,Select House Template,Seleccionar Plantilla Casa
MMI_1060,Visit Friend's House,Visita Casa de Amigo
MMI_1061,Edit,Editar
MMI_1062,Remove,Eliminar
MMI_1063,Exchange Earrings,Pendientes Intercambio
MMI_1064,Exchange Necklaces,Collares Intercambio
MMI_1065,Rainbow Race,Carrera Arcoíris
MMI_1066,Create Ultimate Weapon,Crear Arma Definitiva
MMI_1069,Open Guest Book,Abrir Libro de Visitas
MMI_1070,Orphanage Keeper Shop,Tienda Guardián del Orfanato
MMI_1071,Kalgas Assault Registration,Kalgas Assault Registration
MMI_1072,Kalgas Assault Enter,Kalgas Assault Enter
MMI_1073,Kalgas Assault Rank,Kalgas Assault Rank
MMI_1074,Kalgas Assault Info,Kalgas Assault Info
MMI_1075,Kalgas Chip Shop,Kalgas Chip Shop
MMI_1076,Couple's Storage,Almacenamiento para parejas
MMI_1077,Create Ultimate Jewel,Crear Joya Definitiva
MMI_1078,Fuse Ultimate Jewel,Fusionar Joya Definitiva
MMI_1079,Teleport,Teleport
MMI_1080,Sea Shell Upgrading,Mejora de Concha Marina
MMI_1081,Fuse Rainbow Jewel,Fusionar Joya Arcoíris
MMI_1082,Dismantle Rainbow Jewel,Desmantelar Joya Arcoíris
MMI_1083,Pet Training,Pet Training
MMI_1084,Teleport,Teleport
MMI_1085,Individual Race (Item),Individual Race (Item)
MMI_1086,Individual Race (Speed),Individual Race (Speed)
MMI_1087,Duo Team Race (Item),Duo Team Race (Item)
MMI_1088,Duo Team Race (Speed),Duo Team Race (Speed)
MMI_1089,Sit,Sit
MMI_1090,Sleep,Sleep
MMI_1091,Yellow Chip Shop,Yellow Chip Shop
MMI_1092,Madrigal Tournament Registration,Madrigal Tournament Registration
MMI_1093,Enter Madrigal Tournament,Enter Madrigal Tournament
MMI_1094,Madrigal Tournament Ranking,Madrigal Tournament Ranking
MMI_1095,Madrigal Tournament Reward,Madrigal Tournament Reward
MMI_1096,Madrigal Tournament Bidding,Madrigal Tournament Bidding
MMI_1097,Remove Ultimate Jewel,Eliminar Joya Definitiva
MMI_1098,Customize,Personalizar
MMI_1099,Enter Couple House,Entrar a la Casa de Pareja
MMI_1100,Select Couple House Template,Seleccionar plantilla de Casa de Pareja
MMI_1101,Wandering Shop,Tienda errante
MMI_1102,Master Chip Shop - Alchemy,Tienda de Master Chips - Alquimia
MMI_1103,Product Upgrade,Mejora de producto
MMI_1104,Life Mastery Ranking,Clasificación de maestría de vida
MMI_1105,Life Mastery Ranking Reward,Recompensa de clasificación de maestría de vida
MMI_1106,Alchemy,Alquimia
MMI_1107,Cooking,Cocina
MMI_1108,Carpentry,Carpintería
MMI_1109,Smithing,Herrería
MMI_1110,Enter Race,Entrar a la carrera
MMI_1111,Master Chip Shop - Cooking,Tienda de Master Chips - Cocina
MMI_1112,Master Chip Shop - Carpentry,Tienda de Master Chips - Carpintería
MMI_1113,Master Chip Shop - Smithing,Tienda de Master Chips - Herrería
MMI_1115,Join Boss Raid,Unirse a la incursión de jefe
MMI_1120,3rd Anniversary Egg Upgrade Event,3rd Anniversary Egg Upgrade Event
MMI_1121,Champion Coin Exchange,Champion Coin Exchange
MMI_1116,Synthesize Ultimate Jewel,Sintetizar Joya Definitiva
MMI_1117,Convert Ultimate Jewel,Convertir Joya Definitiva
MMI_2025,PTS Exchange (Equipment),Intercambio PTS (Equipo)
MMI_2026,Give Feedback,Enviar comentarios
MMI_2027,PTS Exchange (Materials),Intercambio PTS (Materiales)
MMI_2028,PTS Exchange (Essentials),Intercambio PTS (Esenciales)
MMI_2029,PTS Exchange (Jewelry),Intercambio PTS (Joyería)
MMI_2030,PTS Exchange (Other Equipment),Intercambio PTS (Otro equipo)
MMI_2031,Reset Cooldowns,Restablecer tiempos de reutilización
MMI_2032,PTS Exchange (New Equipment),Intercambio PTS (Nuevo equipo)
MMI_2033,Item Exchange,Item Exchange
MMI_1122,Lv165 GS Apply,Lv165 GS Apply
MMI_1123,Lv165 GS Status,Lv165 GS Status
MMI_1124,Lv165 GS Cancel,Lv165 GS Cancel
MMI_1125,Lv165 GS Join,Lv165 GS Join
MMI_1126,Lv165 GS Line Up,Lv165 GS Line Up
MMI_1127,Lv165 GS Ranking,Lv165 GS Ranking
MMI_1128,Lv165 GS Information,Lv165 GS Information
MMI_1129,Yellow Chip Shop 2,Yellow Chip Shop 2
MMI_1130,Red Chip Shop 2,Red Chip Shop 2
MMI_1131,Kalgas Chip Shop 2,Kalgas Chip Shop 2
MMI_1132,Mysterious Castle Enter,Mysterious Castle Enter
MMI_1133,Mysterious Castle Reward,Mysterious Castle Reward
MMI_1134,Kebaras 2 Costumes,Kebaras 2 Costumes
