Key,English,Spanish
PROPQUEST_DUNGEONANDPK_INC_000446,You are a true friend. Take this key and free my father. I am not strong enough. Please.,Eres un verdadero amigo. Toma esta llave y libera a mi padre. No soy lo suficientemente fuerte. Por favor.
PROPQUEST_DUNGEONANDPK_INC_000447,You show yourself to be no better than the fiends that imprisoned my father.,No demuestras ser mejor que los demonios que encarcelaron a mi padre.
PROPQUEST_DUNGEONANDPK_INC_000449,My father is in a prison on the outskirts of Keakoon village. Please hurry he cannot last much longer.,"Mi padre está en una prisión en las afueras del pueblo Keakoon. Date prisa, no podrá aguantar mucho más."
PROPQUEST_DUNGEONANDPK_INC_000450,"Rescue Nevil, father of Drian.","Rescata a Nevil, el padre de Drian."
PROPQUEST_DUNGEONANDPK_INC_000453,You have saved Nevil. Go and talk to him.,Has salvado a Nevil. Ve y habla con el.
PROPQUEST_DUNGEONANDPK_INC_000455,Keakoon in Mine (3),Keakoon en la Mina (3)
PROPQUEST_DUNGEONANDPK_INC_000456,"Many thanks, friend. You have done so much for us but would you do something more?","Muchas gracias, amigo. Has hecho tanto por nosotros, pero ¿harías algo más?"
PROPQUEST_DUNGEONANDPK_INC_000457,Please defeat the Elite Keakoon Guard Leader and bring me the Chief Sign that proves I am the one true Chief of the Keakoon. Would you also please bring me the cargo my son Drian is keeping safe for me?,"Por favor, derrota al líder Guardia Élite Keakoon y tráeme el Muestra Jefe que prueba que soy el verdadero Jefe de Keakoon. ¿Podrías también traerme la carga que mi hijo Drian guarda para mí?"
PROPQUEST_DUNGEONANDPK_INC_000458,What kind of person are you if you refuse to help those with less power than you?,¿Qué tipo de persona eres si te niegas a ayudar a aquellos con menos poder que tú?
PROPQUEST_DUNGEONANDPK_INC_000459,Thank you. It is my great hope that Keakoon and human can thrive together once again. Take this ring as a gift.,Gracias. Es mi gran esperanza que Keakoon y humanos puedan prosperar juntos una vez más. Llévate este anillo como regalo.
PROPQUEST_DUNGEONANDPK_INC_000460,"If, by any chance, you want more adventure visit Bernard in Darken. Be careful. I would hate for something to happen to you.","Si, por casualidad, quieres más aventuras, visita a Bernard en Darken. Ten cuidado. No me gustaría que te pasara algo."
PROPQUEST_DUNGEONANDPK_INC_000461,Hrmm… It might not be that dangerous for someone as strong as you.,Hrmm... Puede que no sea tan peligroso para alguien tan fuerte como tú.
PROPQUEST_DUNGEONANDPK_INC_000462,Bring the seal of the chief and the package that Drian is holding back to Nevil.,Lleva el Sello del Jefe y el paquete que Drian está guardando a Nevil.
PROPQUEST_DUNGEONANDPK_INC_000465,"You rescued Nevil, chief of the Keakoon. You can feel the secrets around this place. Maybe you can get some information from Bernard.","Rescataste a Nevil, jefe de los Keakoon. Puedes sentir los secretos de este lugar. Tal vez puedas obtener algo de información de Bernard."
PROPQUEST_DUNGEONANDPK_INC_000467,Death Mine and Roaches (1),Mina de la Muerte y Roaches (1)
PROPQUEST_DUNGEONANDPK_INC_000468,Hmm… Is that the ring of Nevil around your finger?,"Hmm… ¿Ese anillo, es el de Nevil?"
PROPQUEST_DUNGEONANDPK_INC_000469,Your strength has been proven then. Would you prove yourself further? The Roach is somehow connected to the death of people in the mine.,Tu fuerza ha sido probada entonces. ¿Quieres probarte a ti mismo un poco más? Las Roaches están relacionadas de alguna manera con la muerte de las personas en la mina.
PROPQUEST_DUNGEONANDPK_INC_000470,There is a mystery to be unlocked here. Would you bring me the blood of the Roach larva?,Hay un misterio que resolver aquí. ¿Me traerías la sangre de las larvas de Roach?
PROPQUEST_DUNGEONANDPK_INC_000471,Thank you. There are two kinds of Roach - Pink and Blue. Break open their eggs and hunt down the larva.,Gracias. Hay dos tipos de Cucarachas: Rosa y Azul. Abre sus huevos y caza la larva.
PROPQUEST_DUNGEONANDPK_INC_000472,There will be no revelation without danger.,Sin peligro no hay premio.
PROPQUEST_DUNGEONANDPK_INC_000473,"Ahh, there is much to be learned from the blood of these Roaches.","Ahh, hay mucho que aprender de la sangre de estas Roaches."
PROPQUEST_DUNGEONANDPK_INC_000474,No! No! No! Bring me more information!,¡No! ¡No! ¡No! ¡Tráeme más información!
PROPQUEST_DUNGEONANDPK_INC_000475,Bring the blood of Roaches by destroying their eggs and defeating Roach Larva.,Trae la sangre de las Cucarachas destruyendo sus huevos y derrotando a Larva Cucaracha.
PROPQUEST_DUNGEONANDPK_INC_000478,Looks like he still has a need of you.,Parece que aún te necesita.
PROPQUEST_DUNGEONANDPK_INC_000480,Death Mine and Roaches (2),Mina de la Muerte y Roaches (2)
PROPQUEST_DUNGEONANDPK_INC_000481,The toxicity of Roaches has poisoned many humans in the mine.,La toxicidad de las Roaches ha envenenado a muchos humanos en la mina.
PROPQUEST_DUNGEONANDPK_INC_000482,It seems that the Roach Queens are the source of the poison.,Parece que las Reinas Roach son la fuente del veneno.
PROPQUEST_DUNGEONANDPK_INC_000483,Bring me the blood of Pink and Blue Roach Queens so that I can make a vaccine.,Tráeme la sangre de las Reinas Cucarachas Rosas y Azules para que pueda hacer una vacuna.
PROPQUEST_DUNGEONANDPK_INC_000484,Sprinkle this liquid on the Roach Queen egg to wake her up. Be careful.,Espolvorea este líquido sobre el huevo de la Reina Roach para despertarla. Ten cuidado.
PROPQUEST_DUNGEONANDPK_INC_000485,You really will not see this through to the end?,¿No verás esto hasta el final?
PROPQUEST_DUNGEONANDPK_INC_000486,This vaccine will save many lives. Thank you.,Esta vacuna salvará muchas vidas. Gracias.
PROPQUEST_DUNGEONANDPK_INC_000487,Take this weapon as a token of gratitude and this card to venture deeper into the mine.,Toma este arma como muestra de gratitud y esta Carta para adentrarte en la mina.
PROPQUEST_DUNGEONANDPK_INC_000488,The Roaches appeared very suddenly in the mine. Maybe you can find out the reason by going deeper into the mine.,Las Roaches aparecieron de repente en la mina. Tal vez puedas averiguar el motivo adentrándote en la mina.
PROPQUEST_DUNGEONANDPK_INC_000489,I am sure that you can handle the upcoming danger.,Estoy seguro de que podrás superar el próximo peligro.
PROPQUEST_DUNGEONANDPK_INC_000490,Gather the blood of Pinky and Blue Roach Queen.,Consigue la sangre de las Reinas Roach Rosas y Azules.
PROPQUEST_DUNGEONANDPK_INC_000493,Something about the way Bernard talks suggessts that the Roaches were placed in the mines intentionally. Maybe you can find out.,Algo en la forma en que habla Bernard sugiere que las Roaches fueron colocadas en las minas intencionalmente. Tal vez puedas averiguarlo.
PROPQUEST_DUNGEONANDPK_INC_000495,Dwarpet Kazen,Enano Kazen
PROPQUEST_DUNGEONANDPK_INC_000496,What brings you here? I am sure you know of the many deaths surrounding this place.,¿Qué te trae por aquí? Estoy seguro de que conoces las muchas muertes de este lugar.
PROPQUEST_DUNGEONANDPK_INC_000497,You will not be able to find out what happened here without my help. I will tell you what you want to know if you do me a favor. What do you think?,No podrás averiguar qué pasó aquí sin mi ayuda. Te diré lo que quieres saber si me haces un favor. ¿Qué te parece?
PROPQUEST_DUNGEONANDPK_INC_000498,Bring me 30 Cillin and I will tell you everything you need to know.,Tráeme 30 Cillin y te diré todo lo que necesitas saber.
PROPQUEST_DUNGEONANDPK_INC_000499,"Pssh, some great hero, you cannot even bring me some simple stones.","Pssh, especie de gran héroe, ni siquiera puedes traerme unas simples piedras."
PROPQUEST_DUNGEONANDPK_INC_000500,Hmm… I did not think you would be back so soon. Take this money as a gift.,Hmm... No pensé que volverías tan pronto. Toma este dinero como regalo.
PROPQUEST_DUNGEONANDPK_INC_000501,I said 30. Not 29 or 28. Bring me 30 Cillin.,He dicho 30. Ni 29 ni 28. Tráeme 30 Cillin.
PROPQUEST_DUNGEONANDPK_INC_000502,Gather 30 Cillin.,Consigue 30 Cillin.
PROPQUEST_DUNGEONANDPK_INC_000507,Bring Ribenuum,Trae Ribenuum.
PROPQUEST_DUNGEONANDPK_INC_000508,I am here in Dekane mining for Ribenuum. In all of Madrigal Ribenuum can only be found in the Darkon area.,"Estoy en la Mina Dekane buscando Ribenuum. De todo Madrigal, solo se puede encontrar Ribenuum en el área de Darkon."
PROPQUEST_DUNGEONANDPK_INC_000509,Ribenuum is made when a Green Trillipy eats a stone and metabolizes it.,El Ribenuum se crea cuando un Trillipy Verde se come una piedra y la metaboliza.
PROPQUEST_DUNGEONANDPK_INC_000510,Would you bring me some Ribenuum? A Green Tillipy is dangerous but you look equally as dangerous.,"¿Me traerías un poco de Ribenuum? Los Green Tillipy son peligrosos, pero tú te ves igual de peligroso."
PROPQUEST_DUNGEONANDPK_INC_000511,Green Trillipy are down the hall to the right. The room to the left is blocked.,Los Trillipy Verdes están al final del pasillo a la derecha. La habitación de la izquierda está bloqueada.
PROPQUEST_DUNGEONANDPK_INC_000512,"Are you kidding me? Go on and get out of here, I may not look it but I am an old Dwarpet and I do not have time for games.","¿Me estás tomando el pelo? Anda y sal de aquí, puede que no lo parezca pero soy un Enano viejo y no tengo tiempo para juegos."
PROPQUEST_DUNGEONANDPK_INC_000513,Ahhh...you brought the Ribenuum. But what is this? It is flawed!,Ahhh... has traído el Ribenuum. ¿Pero qué es esto? ¡Es defectuoso!
PROPQUEST_DUNGEONANDPK_INC_000514,How hard is it to bring me what I asked for? 30 pieces of Ribenuum?,¿Tan difícil es traerme lo que pedí? ¿30 piezas de Ribenuum?
PROPQUEST_DUNGEONANDPK_INC_000515,Gather 30 pieces of Ribenuum from Green Trillipy,Reune 30 piezas de Ribenuum de Trillipy Verde
PROPQUEST_DUNGEONANDPK_INC_000520,Refine Ribenuum,Refina el Ribenuum
PROPQUEST_DUNGEONANDPK_INC_000521,The Ribenuum you brought is impure. I could take it home and refine it myself but the other Dwarpets would laugh me back to Flarine.,"El Ribenuum que trajiste es impuro. Podría llevarlo a casa y refinarlo yo mismo, pero los otros Enanos se reirían de mí en Flarine."
PROPQUEST_DUNGEONANDPK_INC_000522,"It will have to be refined in a human village then. There is only one human I trust to do it it right. There is man named Nein, he was one of the last humans to work in these mines. Maybe the very last human.","Tendrá que ser refinado en una aldea humana entonces. Solo hay un ser humano en quien confío para hacerlo bien. Hay un hombre llamado Nein, fue uno de los últimos humanos en trabajar en estas minas. Tal vez el último humano."
PROPQUEST_DUNGEONANDPK_INC_000523,"Bring these Ribenuum to Nein and have him refine them. Then bring them back to me, would you?","Lleva estos Ribenuum a Nein y haz que los refine. Después tráemelos de vuelta, ¿vale?"
PROPQUEST_DUNGEONANDPK_INC_000524,I heard that Nein lives somewhere in the Dead Walderness. He will refine the 30 pieces of impure Ribenuum into 10 pieces of high quality Ribenuum.,Escuché que Nein vive en algún lugar del Desierto Muerto. Refinará las 30 piezas de Ribenuum impuro en 10 piezas de Ribenuum de alta calidad.
PROPQUEST_DUNGEONANDPK_INC_000525,Are you kidding me? Get lost! I do not have patience for games!,¿Me estás tomando el pelo? ¡Piérdete! No tengo paciencia para los juegecitos!
PROPQUEST_DUNGEONANDPK_INC_000526,"Oh… Thank you, thank you, thank you! Take this necklace and some money with you.","Oh... ¡Gracias, gracias, gracias! Toma este collar y algo de dinero para ti."
PROPQUEST_DUNGEONANDPK_INC_000527,Hmmm... maybe I was asking too much of you. You can just go home.,Hmmm... tal vez te estaba pidiendo demasiado. Puedes irte a casa.
PROPQUEST_DUNGEONANDPK_INC_000528,Gather 10 pieces of high quality Ribenuum,Consigue 10 Ribenuum con alto grado de pureza.
PROPQUEST_DUNGEONANDPK_INC_000533,Bring Triduum,Trae Triduum
PROPQUEST_DUNGEONANDPK_INC_000534,"Ribenuum is useless to most humans. Maybe you have a Dwarpet friend you can give it to? Here, let me see it. These samples are too impure and even I cannot refine them without the right materials.","El Ribenuum es inútil para la mayoría de los humanos. ¿Tal vez tienes algún amigo Enano al que puedas dárselo? Trae, déjame verlo. Estas muestras son tan impuras que ni yo no puedo refinarlas sin los materiales adecuados."
PROPQUEST_DUNGEONANDPK_INC_000535,I need a special metal called Triduum in order to refine this. You can get it by hunting Violet Trillipy but they live deep in the Dekane Mine.,"Necesito un metal especial llamado Triduum para refinar esto. Puedes conseguirlo cazando algunos Trillipys Violetas, pero viven en las profundidades de la Mina Dekane."
PROPQUEST_DUNGEONANDPK_INC_000536,Well… If you really need the Ribenuum refined bring me 20 Triduums. You are going to need a special ID card to go in there.,Bueno... Si realmente necesitas el Ribenuum refinado tráeme 20 Triduums. Necesitarás una tarjeta ID especial para ir allí.
PROPQUEST_DUNGEONANDPK_INC_000537,Go and get an ID card from the guys I used to work with.,Ve y consigue la tarjeta ID de la gente con la que solía trabajar.
PROPQUEST_DUNGEONANDPK_INC_000538,Ha ha ha.You can do that if you need to. I hope you are not doing this for some Dwarpet.,"Ja, ja, ja. Puedes hacerlo si lo necesitas. Espero que no estés haciendo esto por algún Enano."
PROPQUEST_DUNGEONANDPK_INC_000539,"Here is your refined Ribenuum. But, a word of warning, if the Dwarpet Kazen asked you for this… he is thinking more than he is saying.","Aquí está tu Ribenuum refinado. Pero, una pequeña advertencia, si el Enano Kazen te pidió esto... está tramando algo."
PROPQUEST_DUNGEONANDPK_INC_000540,Kazen has hated humans for as long as I have known him and him working with you means he is on to something big. You know… there is a rumor that he had a hand in all the deaths in that mine.,Kazen ha odiado a los humanos desde que lo conozco y el hecho de que trabaje contigo significa que está en algo grande. Ya sabes... hay un rumor de que tuvo algo que ver con todas las muertes de esa mina.
PROPQUEST_DUNGEONANDPK_INC_000541,You let me know if he is acting suspiciously. Maybe I can do something to help you.,Hazme saber si está actuando de manera sospechosa. Tal vez pueda hacer algo para ayudarte.
PROPQUEST_DUNGEONANDPK_INC_000542,Why not just let it go? Go home and get some rest.,¿Por qué no lo dejas y ya? Vete a casa y descansa un poco.
PROPQUEST_DUNGEONANDPK_INC_000543,Get the ID card that will allow you into the room with the Violet Trillipy. Hunt them down and bring 20 pieces of Triduum to Nein.,Consigue la tarjeta ID para poder ir donde están los Trillipys Violetas. Cázalos y llévale 20 piezas de Triduums a Nein.
PROPQUEST_DUNGEONANDPK_INC_000548,ID Card (1),Tarjeta ID (1)
PROPQUEST_DUNGEONANDPK_INC_000549,"What? You want to know where the Violet Trillipy live? You seem so curious about this accursed mine. Unfortunately, there are not many people left who know much about it.","¿Qué? ¿Quieres saber dónde viven los Trillipys Violetas? Sientes mucha curiosidad sobre esta maldita mina. Desafortunadamente, no quedan muchas personas que sepan mucho al respecto."
PROPQUEST_DUNGEONANDPK_INC_000550,Only a few of the mine workers go that deep into the mine. I don't know much about them or the ID card they use to get down there. Oh! You should go speak with Bernard about this.,Pocos trabajadores de la mina se adentran tanto en ella. No sé mucho sobre ellos o la tarjeta de identificación que utilizan para bajar allí. ¡Oh! Deberías hablar con Bernard sobre eso.
PROPQUEST_DUNGEONANDPK_INC_000551,Would you please say Hi to Bernard for me?,¿Podrías saludar a Bernard de mi parte?
PROPQUEST_DUNGEONANDPK_INC_000552,"No, you are right. You should not be the next one to suffer.","No, tienes razón. No deberías ser el próximo en sufrir."
PROPQUEST_DUNGEONANDPK_INC_000553,Violet Trillipy… Do you mean you are going in there with them?,Trillipys Violetas… ¿Quieres decir que vas a entrar allí con ellos?
PROPQUEST_DUNGEONANDPK_INC_000554,Why not just relax and give it up?,¿Por qué no te relajas y lo dejas?
PROPQUEST_DUNGEONANDPK_INC_000555,"Chat with Bernard, then meet Andre in Darkon 3.",Habla con Bernard y reúnete con Andre en Darkon 3.
PROPQUEST_DUNGEONANDPK_INC_000560,ID card (2),Tarjeta ID (2)
PROPQUEST_DUNGEONANDPK_INC_000561,"Look, I have no problem giving you the ID card… I just do not want to see you die… But if you really insist, then fine. Hunt some Watangka and I will give you the card.","Mira, no tengo ningún problema en darte la tarjeta ID... es solo que no quiero verte morir ... Pero si de verdad insistes, está bien. Caza unos cuántos Watangka y te daré la tarjeta."
PROPQUEST_DUNGEONANDPK_INC_000562,If you can hunt Watangka you can probably hunt Violet Trillipy.,"Si puedes derrotar a los Watangka, probablemente también puedas derrotar a los Trillipys Violetas."
PROPQUEST_DUNGEONANDPK_INC_000563,Bye bye then! Take care of yourself…,¡Adiós entonces! Cuídate…
PROPQUEST_DUNGEONANDPK_INC_000564,Hmm… Violet Trillipy may be stronger than Watangka.,Hmm... Los Trillipys Violetas pueden ser más fuertes que los Watangka.
PROPQUEST_DUNGEONANDPK_INC_000565,"Alright, here is the ID card. Just make sure you come out of there alive. I do not need a guilty conscience.","Muy bien, aquí esta la tarjeta ID. Asegúrate de volver con vida. No necesito quedarme con una mala conciencia."
PROPQUEST_DUNGEONANDPK_INC_000566,I guess we all get tired sometime?,Supongo que todos nos cansamos alguna vez.
PROPQUEST_DUNGEONANDPK_INC_000567,Defeat 30 Captain Watangka and the Lord Watangka.,Derrota a 30 Capitán Watangka y al Lord Watangka.
PROPQUEST_DUNGEONANDPK_INC_000572,Door of Dark,Puerta de la Oscuridad
PROPQUEST_DUNGEONANDPK_INC_000573,"Excuse me. If you are not busy, would you please listen to my story? Have you ever heard of the Iblis Temple?","Discúlpame, si no estás ocupado, ¿podrías por favor escuchar mi historia? ¿Alguna vez has oído hablar del Templo de Iblis?"
PROPQUEST_DUNGEONANDPK_INC_000574,"The Iblis Temple was built by the followers of Iblis, a leader from before the first age of Madrigal.","El Templo de Iblis fue construido por los seguidores de Iblis, un líder anterior a la primera era de Madrigal."
PROPQUEST_DUNGEONANDPK_INC_000575,"The temple is located in the Fantasy Desert, in the southern part of Saint Morning.","El templo está ubicado en el Desierto Fantasía, en la parte sur de Saint Morning."
PROPQUEST_DUNGEONANDPK_INC_000576,You see... every mayor has to explore all the Islands of Madrigal. In the course of these travels we have to visit the Iblis Temple but... I am so afraid.,Verás… cada alcalde tiene que explorar todas las Islas de Madrigal. En el curso de estos viajes tenemos que visitar el Templo de Iblis pero... estoy muy asustado.
PROPQUEST_DUNGEONANDPK_INC_000577,Would you please help me? I beg of you.,¿Por favor podrías ayudarme? Te lo suplico.
PROPQUEST_DUNGEONANDPK_INC_000578,"Thank you! Please, investigate the entrance of the temple for anything dangerous. Would you?","¡Gracias! Por favor, investiga la entrada del templo en busca de algo peligroso. ¿Lo harás?"
PROPQUEST_DUNGEONANDPK_INC_000579,"I cannot force you to help me if you are busy. But maybe, when you have the time, you could come back and help me.","No puedo obligarte a que me ayudes si estás ocupado. Pero tal vez, cuando tengas tiempo, podrías volver y ayudarme."
PROPQUEST_DUNGEONANDPK_INC_000580,"Thank you, you did a great job.","Gracias, has hecho un gran trabajo."
PROPQUEST_DUNGEONANDPK_INC_000581,It is very easy to find the entrance of the temple in Fantasy Desert.,Es muy fácil encontrar la entrada del templo en el Desierto Fantasía.
PROPQUEST_DUNGEONANDPK_INC_000582,Investigate the temple entrace.,Investiga la entrada del templo.
PROPQUEST_DUNGEONANDPK_INC_000584,Temple of the Clown,Templo del Payaso
PROPQUEST_DUNGEONANDPK_INC_000585,Oh... Back so soon? I am glad you are back but I am still so worried.,"Oh... ¿Vuelves tan pronto? Me alegro de que hayas vuelto, pero todavía estoy muy preocupado."
PROPQUEST_DUNGEONANDPK_INC_000586,I guess I am still worrying about the Iblis Temple. I know you said that there is nothing to worry about but I still have a bad feeling about that place.,"Supongo que todavía estoy preocupado por el Templo de Iblis. Sé que dijiste que no hay nada de qué preocuparse, pero todavía tengo un mal presentimiento sobre ese lugar."
PROPQUEST_DUNGEONANDPK_INC_000587,Would you please help me once more? I will not be able to rest until I know for sure…,¿Podrías ayudarme una vez más? No podré descansar hasta estar seguro...
PROPQUEST_DUNGEONANDPK_INC_000588,"I heard that there is a copy of the Iblis Revelation in the temple. Please bring me a rubbed copy of it, I need to see what it says.","Escuché que hay una copia de la Revelación de Iblis en el templo. Por favor, tráeme una copia calcada, necesito ver lo que dice."
PROPQUEST_DUNGEONANDPK_INC_000589,...but I... I... need your help…,...pero yo... yo... necesito tu ayuda...
PROPQUEST_DUNGEONANDPK_INC_000590,This… this is more shocking than I could have imagined. Bubble please protect us.,Esto... esto es más impactante de lo que podría haber imaginado. Bubble protégenos por favor.
PROPQUEST_DUNGEONANDPK_INC_000591,There is a copy of the Iblis Revelation in the Iblis Temple. Bring a rubbed copy of it.,Hay una copia de la Revelación de Iblis en el Templo de Iblis. Trae una copia calcada.
PROPQUEST_DUNGEONANDPK_INC_000593,The Revival,El Renacimiento
PROPQUEST_DUNGEONANDPK_INC_000594,What should we do?! What should we do?!,¡¿Qué debemos hacer?! ¡¿Qué debemos hacer?!
PROPQUEST_DUNGEONANDPK_INC_000595,I read the revelation and it speaks of the revival of Iblis as the trigger to the end of the world!,¡Leí la revelación y habla del renacimiento de Iblis como el desencadenante del fin del mundo!
PROPQUEST_DUNGEONANDPK_INC_000596,"If this is true, we have to stop it! This could be worse than the Hero Wars of long ago.","Si esto es cierto, ¡tenemos que detenerlo! Esto podría ser peor que las Guerras de los Héroes de hace mucho tiempo."
PROPQUEST_DUNGEONANDPK_INC_000597,You told me that you saw new types of masquerpets while you were getting the revelation right? I think that maybe…,"Me dijiste que viste nuevos tipos de masquerpets mientras recibías la revelación, ¿verdad? Creo que tal vez…"
PROPQUEST_DUNGEONANDPK_INC_000598,...they are the scouts of the army of Iblis. It looks like we may have to work together for a little while longer. Are you willing to help?,..son los exploradores del ejército de Iblis. Parece que tendremos que trabajar juntos por un poco más de tiempo. ¿Estás dispuesto a ayudar?
PROPQUEST_DUNGEONANDPK_INC_000599,Excellent. Go in to the temple and gather any information you can about the strange masquerpets.,Excelente. Entra en el templo y recopila toda la información que puedas sobre los extraños masquerpets.
PROPQUEST_DUNGEONANDPK_INC_000600,What?! Are you really going to stand by and let the world end?,¡¿Qué?! ¿De verdad vas a quedarte quieto y dejar que el mundo se acabe?
