Key,English,Spanish
ACHIEVEMENT_KILL_GHOSTKING_NAME,Ghost King,Ghost King
ACHIEVEMENT_KILL_MAMMOTH_NAME,Mammoth,Mammoth
ACHIEVEMENT_KILL_ATROX_NAME,Atrox,Atrox
ACHIEVEMENT_KILL_TIGAR_NAME,Tigar,Tigar
ACHIEVEMENT_KILL_MERAL_NAME,Meral,Meral
ACHIEVEMENT_KILL_KINGSTER_NAME,Kingster,Kingster
ACHIEVEMENT_KILL_CREPER_NAME,Creper,Creper
ACHIEVEMENT_KILL_NAGA_NAME,Naga,Naga
ACHIEVEMENT_KILL_DORIAN_NAME,Dorian,Dorian
ACHIEVEMENT_KILL_OKEAN_NAME,Okean,Okean
ACHIEVEMENT_KILL_KRAKEN_NAME,Kraken,Kraken
ACHIEVEMENT_KILL_DREADFIN_NAME,Dreadfin,Dreadfin
ACHIEVEMENT_KILL_DREADSCALE_NAME,Dreadscale,Dreadscale
ACHIEVEMENT_KILL_LUMINFIN_NAME,Luminfin,Luminfin
ACHIEVEMENT_KILL_REDMETEONYKER_NAME,Red Meteonyker,Meteonyker Rojo
ACHIEVEMENT_KILL_CAVEMANCHIEF_NAME,Caveman Chief,Jefe Cavernícola
ACHIEVEMENT_KILL_TEMPLEGUARDIAN_NAME,Temple Guardian,Guardián del Templo
ACHIEVEMENT_KILL_GREATKRAKEN_NAME,Great Kraken,Gran Kraken
ACHIEVEMENT_KILL_PYRAMIDGUARDIAN_NAME,Pyramid Guardian,Guardián de Pirámide
ACHIEVEMENT_KILL_CRYSTALDEVIL_NAME,Crystal Demon Lord,Señor Demonio de Cristal
ACHIEVEMENT_KILL_BEASTKINGKHAN_NAME,Beast King Khan,Rey Bestia Khan
ACHIEVEMENT_KILL_SHADEKRITON_NAME,[Shade Lieutenant] Kriton,[Teniente de Shade] Kriton
ACHIEVEMENT_KILL_PUPPETWOLF_NAME,Hundur Sharpfoot,Hundur Sharpfoot
ACHIEVEMENT_KILL_RYSENTRY_NAME,Samoset,Samoset
ACHIEVEMENT_KILL_RYGUARD_NAME,Kyouchish,Kyouchish
ACHIEVEMENT_KILL_RYARCHER_NAME,Kanonicus,Kanonicus
ACHIEVEMENT_KILL_RYMAGI_NAME,Mage Redcloud,Mage Redcloud
ACHIEVEMENT_KILL_RYWARRIOR_NAME,Taiaha,Taiaha
ACHIEVEMENT_KILL_SKELWOLF_NAME,Hellhound,Hellhound
ACHIEVEMENT_KILL_RYBARGA_NAME,Chief Keokuk,Chief Keokuk
ACHIEVEMENT_KILL_BEHEMOTH03_NAME,[God of Death] Demonic Ankou,[Dios de la Muerte] Ankou Demoniaco
ACHIEVEMENT_KILL_AIBATT_LVL1,Aibatt Slayer 1,Asesino de Aibatts 1
ACHIEVEMENT_KILL_AIBATT_LVL2,Aibatt Slayer 2,Asesino de Aibatts 2
ACHIEVEMENT_KILL_AIBATT_LVL3,Aibatt Slayer 3,Asesino de Aibatts 3
ACHIEVEMENT_KILL_AIBATT_LVL4,Aibatt Slayer 4,Asesino de Aibatts 4
ACHIEVEMENT_KILL_AIBATT_LVL5,Aibatt Hunter,Cazador de Aibatts
ACHIEVEMENT_KILL_MUSHPANG_LVL1,Mushpang Slayer 1,Asesino de Mushpangs 1
ACHIEVEMENT_KILL_MUSHPANG_LVL2,Mushpang Slayer 2,Asesino de Mushpangs 2
ACHIEVEMENT_KILL_MUSHPANG_LVL3,Mushpang Slayer 3,Asesino de Mushpangs 3
ACHIEVEMENT_KILL_MUSHPANG_LVL4,Mushpang Slayer 4,Asesino de Mushpangs 4
ACHIEVEMENT_KILL_MUSHPANG_LVL5,Mushpang Hunter,Cazador de Mushpangs
ACHIEVEMENT_KILL_BURUDENG_LVL1,Burudeng Slayer 1,Asesino de Burudengs 1
ACHIEVEMENT_KILL_BURUDENG_LVL2,Burudeng Slayer 2,Asesino de Burudengs 2
ACHIEVEMENT_KILL_BURUDENG_LVL3,Burudeng Slayer 3,Asesino de Burudengs 3
ACHIEVEMENT_KILL_BURUDENG_LVL4,Burudeng Slayer 4,Asesino de Burudengs 4
ACHIEVEMENT_KILL_BURUDENG_LVL5,Burudeng Hunter,Cazador de Burudengs
ACHIEVEMENT_KILL_PUKEPUKE_LVL1,Pukepuke Slayer 1,Asesino de Pukepukes 1
ACHIEVEMENT_KILL_PUKEPUKE_LVL2,Pukepuke Slayer 2,Asesino de Pukepukes 2
ACHIEVEMENT_KILL_PUKEPUKE_LVL3,Pukepuke Slayer 3,Asesino de Pukepukes 3
ACHIEVEMENT_KILL_PUKEPUKE_LVL4,Pukepuke Slayer 4,Asesino de Pukepukes 4
ACHIEVEMENT_KILL_PUKEPUKE_LVL5,Pukepuke Hunter,Cazador de Pukepukes
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL1,Peakyturtle Slayer 1,Asesino de Peakyturtles 1
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL2,Peakyturtle Slayer 2,Asesino de Peakyturtles 2
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL3,Peakyturtle Slayer 3,Asesino de Peakyturtles 3
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL4,Peakyturtle Slayer 4,Asesino de Peakyturtles 4
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL5,Peakyturtle Hunter,Cazador de Peakyturtles
ACHIEVEMENT_KILL_DEMIAN_LVL1,Demian Slayer 1,Asesino de Demians 1
ACHIEVEMENT_KILL_DEMIAN_LVL2,Demian Slayer 2,Asesino de Demians 2
ACHIEVEMENT_KILL_DEMIAN_LVL3,Demian Slayer 3,Asesino de Demians 3
ACHIEVEMENT_KILL_DEMIAN_LVL4,Demian Slayer 4,Asesino de Demians 4
ACHIEVEMENT_KILL_DEMIAN_LVL5,Demian Hunter,Cazador de Demians
ACHIEVEMENT_KILL_DORIDOMA_LVL1,Doridoma Slayer 1,Asesino de Doridomas 1
ACHIEVEMENT_KILL_DORIDOMA_LVL2,Doridoma Slayer 2,Asesino de Doridomas 2
ACHIEVEMENT_KILL_DORIDOMA_LVL3,Doridoma Slayer 3,Asesino de Doridomas 3
ACHIEVEMENT_KILL_DORIDOMA_LVL4,Doridoma Slayer 4,Asesino de Doridomas 4
ACHIEVEMENT_KILL_DORIDOMA_LVL5,Doridoma Hunter,Cazador de Doridomas
ACHIEVEMENT_KILL_LAWOLF_LVL1,Lawolf Slayer 1,Asesino de Lawolfs 1
ACHIEVEMENT_KILL_LAWOLF_LVL2,Lawolf Slayer 2,Asesino de Lawolfs 2
ACHIEVEMENT_KILL_LAWOLF_LVL3,Lawolf Slayer 3,Asesino de Lawolfs 3
ACHIEVEMENT_KILL_LAWOLF_LVL4,Lawolf Slayer 4,Asesino de Lawolfs 4
ACHIEVEMENT_KILL_LAWOLF_LVL5,Lawolf Hunter,Cazador de Lawolfs
ACHIEVEMENT_KILL_FEFERN_LVL1,Fefern Slayer 1,Asesino de Feferns 1
ACHIEVEMENT_KILL_FEFERN_LVL2,Fefern Slayer 2,Asesino de Feferns 2
ACHIEVEMENT_KILL_FEFERN_LVL3,Fefern Slayer 3,Asesino de Feferns 3
ACHIEVEMENT_KILL_FEFERN_LVL4,Fefern Slayer 4,Asesino de Feferns 4
ACHIEVEMENT_KILL_FEFERN_LVL5,Fefern Hunter,Cazador de Feferns
ACHIEVEMENT_KILL_NYANGNYANG_LVL1,Nyangnyang Slayer 1,Asesino de Nyangnyangs 1
ACHIEVEMENT_KILL_NYANGNYANG_LVL2,Nyangnyang Slayer 2,Asesino de Nyangnyangs 2
ACHIEVEMENT_KILL_NYANGNYANG_LVL3,Nyangnyang Slayer 3,Asesino de Nyangnyangs 3
ACHIEVEMENT_KILL_NYANGNYANG_LVL4,Nyangnyang Slayer 4,Asesino de Nyangnyangs 4
ACHIEVEMENT_KILL_NYANGNYANG_LVL5,Nyangnyang Hunter,Cazador de Nyangnyangs
ACHIEVEMENT_KILL_BANG_LVL1,Bang Slayer 1,Asesino de Bangs 1
ACHIEVEMENT_KILL_BANG_LVL2,Bang Slayer 2,Asesino de Bangs 2
ACHIEVEMENT_KILL_BANG_LVL3,Bang Slayer 3,Asesino de Bangs 3
ACHIEVEMENT_KILL_BANG_LVL4,Bang Slayer 4,Asesino de Bangs 4
ACHIEVEMENT_KILL_BANG_LVL5,Bang Hunter,Cazador de Bangs
ACHIEVEMENT_KILL_MOTHBEE_LVL1,Mothbee Slayer 1,Asesino de Mothbees 1
ACHIEVEMENT_KILL_MOTHBEE_LVL2,Mothbee Slayer 2,Asesino de Mothbees 2
ACHIEVEMENT_KILL_MOTHBEE_LVL3,Mothbee Slayer 3,Asesino de Mothbees 3
ACHIEVEMENT_KILL_MOTHBEE_LVL4,Mothbee Slayer 4,Asesino de Mothbees 4
ACHIEVEMENT_KILL_MOTHBEE_LVL5,Mothbee Hunter,Cazador de Mothbees
ACHIEVEMENT_KILL_WAGSAAC_LVL1,Wagsaac Slayer 1,Asesino de Wagsaacs 1
ACHIEVEMENT_KILL_WAGSAAC_LVL2,Wagsaac Slayer 2,Asesino de Wagsaacs 2
ACHIEVEMENT_KILL_WAGSAAC_LVL3,Wagsaac Slayer 3,Asesino de Wagsaacs 3
ACHIEVEMENT_KILL_WAGSAAC_LVL4,Wagsaac Slayer 4,Asesino de Wagsaacs 4
ACHIEVEMENT_KILL_WAGSAAC_LVL5,Wagsaac Hunter,Cazador de Wagsaacs
ACHIEVEMENT_KILL_FLYBAT_LVL1,Flybat Slayer 1,Asesino de Flybats 1
ACHIEVEMENT_KILL_FLYBAT_LVL2,Flybat Slayer 2,Asesino de Flybats 2
ACHIEVEMENT_KILL_FLYBAT_LVL3,Flybat Slayer 3,Asesino de Flybats 3
ACHIEVEMENT_KILL_FLYBAT_LVL4,Flybat Slayer 4,Asesino de Flybats 4
ACHIEVEMENT_KILL_FLYBAT_LVL5,Flybat Hunter,Cazador de Flybats
ACHIEVEMENT_KILL_MIA_LVL1,Mia Slayer 1,Asesino de Mias 1
ACHIEVEMENT_KILL_MIA_LVL2,Mia Slayer 2,Asesino de Mias 2
ACHIEVEMENT_KILL_MIA_LVL3,Mia Slayer 3,Asesino de Mias 3
ACHIEVEMENT_KILL_MIA_LVL4,Mia Slayer 4,Asesino de Mias 4
ACHIEVEMENT_KILL_MIA_LVL5,Mia Hunter,Cazador de Mias
ACHIEVEMENT_KILL_MRPUMPKIN_LVL1,Mr. Pumpkin Slayer 1,Asesino de Mr. Pumpkins 1
ACHIEVEMENT_KILL_MRPUMPKIN_LVL2,Mr. Pumpkin Slayer 2,Asesino de Mr. Pumpkins 2
ACHIEVEMENT_KILL_MRPUMPKIN_LVL3,Mr. Pumpkin Slayer 3,Asesino de Mr. Pumpkins 3
ACHIEVEMENT_KILL_MRPUMPKIN_LVL4,Mr. Pumpkin Slayer 4,Asesino de Mr. Pumpkins 4
ACHIEVEMENT_KILL_MRPUMPKIN_LVL5,Mr. Pumpkin Hunter,Cazador de Mr. Pumpkins
ACHIEVEMENT_KILL_REDMANTIS_LVL1,Redmantis Slayer 1,Asesino de Red Mantis 1
ACHIEVEMENT_KILL_REDMANTIS_LVL2,Redmantis Slayer 2,Asesino de Red Mantis 2
ACHIEVEMENT_KILL_REDMANTIS_LVL3,Redmantis Slayer 3,Asesino de Red Mantis 3
ACHIEVEMENT_KILL_REDMANTIS_LVL4,Redmantis Slayer 4,Asesino de Red Mantis 4
ACHIEVEMENT_KILL_REDMANTIS_LVL5,Redmantis Hunter,Cazador de Red Mantis
ACHIEVEMENT_KILL_ZENDROS_LVL1,Zendros Slayer 1,Asesino de Zendros 1
ACHIEVEMENT_KILL_ZENDROS_LVL2,Zendros Slayer 2,Asesino de Zendros 2
ACHIEVEMENT_KILL_ZENDROS_LVL3,Zendros Slayer 3,Asesino de Zendros 3
ACHIEVEMENT_KILL_ZENDROS_LVL4,Zendros Slayer 4,Asesino de Zendros 4
ACHIEVEMENT_KILL_ZENDROS_LVL5,Zendros Hunter,Cazador de Zendros
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL1,Jack the Hammer Slayer 1,Asesino de Jacks the Hammer 1
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL2,Jack the Hammer Slayer 2,Asesino de Jacks the Hammer 2
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL3,Jack the Hammer Slayer 3,Asesino de Jacks the Hammer 3
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL4,Jack the Hammer Slayer 4,Asesino de Jacks the Hammer 4
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL5,Jack the Hammer Hunter,Cazador de Jacks the Hammer
ACHIEVEMENT_KILL_GIGGLEBOX_LVL1,Giggle Box Slayer 1,Asesino de Giggle Box 1
ACHIEVEMENT_KILL_GIGGLEBOX_LVL2,Giggle Box Slayer 2,Asesino de Giggle Box 2
ACHIEVEMENT_KILL_GIGGLEBOX_LVL3,Giggle Box Slayer 3,Asesino de Giggle Box 3
ACHIEVEMENT_KILL_GIGGLEBOX_LVL4,Giggle Box Slayer 4,Asesino de Giggle Box 4
ACHIEVEMENT_KILL_GIGGLEBOX_LVL5,Giggle Box Hunter,Cazador de Giggle Box
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL1,Rock Muscle Slayer 1,Asesino de Rock Muscles 1
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL2,Rock Muscle Slayer 2,Asesino de Rock Muscles 2
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL3,Rock Muscle Slayer 3,Asesino de Rock Muscles 3
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL4,Rock Muscle Slayer 4,Asesino de Rock Muscles 4
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL5,Rock Muscle Hunter,Cazador de Rock Muscles
ACHIEVEMENT_KILL_BUCROW_LVL1,Bucrow Slayer 1,Asesino de Bucrows 1
ACHIEVEMENT_KILL_BUCROW_LVL2,Bucrow Slayer 2,Asesino de Bucrows 2
ACHIEVEMENT_KILL_BUCROW_LVL3,Bucrow Slayer 3,Asesino de Bucrows 3
ACHIEVEMENT_KILL_BUCROW_LVL4,Bucrow Slayer 4,Asesino de Bucrows 4
ACHIEVEMENT_KILL_BUCROW_LVL5,Bucrow Hunter,Cazador de Bucrows
ACHIEVEMENT_KILL_NEPARUBA_LVL1,Neparuba Slayer 1,Asesino de Neparubas 1
ACHIEVEMENT_KILL_NEPARUBA_LVL2,Neparuba Slayer 2,Asesino de Neparubas 2
ACHIEVEMENT_KILL_NEPARUBA_LVL3,Neparuba Slayer 3,Asesino de Neparubas 3
ACHIEVEMENT_KILL_NEPARUBA_LVL4,Neparuba Slayer 4,Asesino de Neparubas 4
ACHIEVEMENT_KILL_NEPARUBA_LVL5,Neparuba Hunter,Cazador de Neparubas
ACHIEVEMENT_KILL_HOBO_LVL1,Hobo Slayer 1,Asesino de Hobos 1
ACHIEVEMENT_KILL_HOBO_LVL2,Hobo Slayer 2,Asesino de Hobos 2
ACHIEVEMENT_KILL_HOBO_LVL3,Hobo Slayer 3,Asesino de Hobos 3
ACHIEVEMENT_KILL_HOBO_LVL4,Hobo Slayer 4,Asesino de Hobos 4
ACHIEVEMENT_KILL_HOBO_LVL5,Hobo Hunter,Cazador de Hobos
ACHIEVEMENT_KILL_DUMBBULL_LVL1,Dumbbull Slayer 1,Asesino de Dumb Bulls 1
ACHIEVEMENT_KILL_DUMBBULL_LVL2,Dumbbull Slayer 2,Asesino de Dumb Bulls 2
ACHIEVEMENT_KILL_DUMBBULL_LVL3,Dumbbull Slayer 3,Asesino de Dumb Bulls 3
ACHIEVEMENT_KILL_DUMBBULL_LVL4,Dumbbull Slayer 4,Asesino de Dumb Bulls 4
ACHIEVEMENT_KILL_DUMBBULL_LVL5,Dumbbull Hunter,Cazador de Dumb Bulls
ACHIEVEMENT_KILL_TOTEMIA_LVL1,Totemia Slayer 1,Asesino de Totemias 1
ACHIEVEMENT_KILL_TOTEMIA_LVL2,Totemia Slayer 2,Asesino de Totemias 2
ACHIEVEMENT_KILL_TOTEMIA_LVL3,Totemia Slayer 3,Asesino de Totemias 3
ACHIEVEMENT_KILL_TOTEMIA_LVL4,Totemia Slayer 4,Asesino de Totemias 4
ACHIEVEMENT_KILL_TOTEMIA_LVL5,Totemia Hunter,Cazador de Totemias
ACHIEVEMENT_KILL_CARDPUPPET_LVL1,Cardpuppet Slayer 1,Asesino de Cardpuppets 1
ACHIEVEMENT_KILL_CARDPUPPET_LVL2,Cardpuppet Slayer 2,Asesino de Cardpuppets 2
ACHIEVEMENT_KILL_CARDPUPPET_LVL3,Cardpuppet Slayer 3,Asesino de Cardpuppets 3
ACHIEVEMENT_KILL_CARDPUPPET_LVL4,Cardpuppet Slayer 4,Asesino de Cardpuppets 4
ACHIEVEMENT_KILL_CARDPUPPET_LVL5,Cardpuppet Hunter,Cazador de Cardpuppets
ACHIEVEMENT_KILL_FLBYRIGEN_LVL1,Flybrigen Slayer 1,Asesino de Flybrigens 1
ACHIEVEMENT_KILL_FLBYRIGEN_LVL2,Flybrigen Slayer 2,Asesino de Flybrigens 2
ACHIEVEMENT_KILL_FLBYRIGEN_LVL3,Flybrigen Slayer 3,Asesino de Flybrigens 3
ACHIEVEMENT_KILL_FLBYRIGEN_LVL4,Flybrigen Slayer 4,Asesino de Flybrigens 4
ACHIEVEMENT_KILL_FLBYRIGEN_LVL5,Flybrigen Hunter,Cazador de Flybrigens
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL1,Tombstone Bearer Slayer 1,Asesino de Tombstone Bearers 1
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL2,Tombstone Bearer Slayer 2,Asesino de Tombstone Bearers 2
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL3,Tombstone Bearer Slayer 3,Asesino de Tombstone Bearers 3
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL4,Tombstone Bearer Slayer 4,Asesino de Tombstone Bearers 4
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL5,Tombstone Bearer Hunter,Cazador de Tombstone Bearers
ACHIEVEMENT_KILL_SCOPICON_LVL1,Scorpicon Slayer 1,Asesino de Scorpicons 1
ACHIEVEMENT_KILL_SCOPICON_LVL2,Scorpicon Slayer 2,Asesino de Scorpicons 2
ACHIEVEMENT_KILL_SCOPICON_LVL3,Scorpicon Slayer 3,Asesino de Scorpicons 3
ACHIEVEMENT_KILL_SCOPICON_LVL4,Scorpicon Slayer 4,Asesino de Scorpicons 4
ACHIEVEMENT_KILL_SCOPICON_LVL5,Scorpicon Hunter,Cazador de Scorpicons
ACHIEVEMENT_KILL_BASQUE_LVL1,Basque Slayer 1,Asesino de Basques 1
ACHIEVEMENT_KILL_BASQUE_LVL2,Basque Slayer 2,Asesino de Basques 2
ACHIEVEMENT_KILL_BASQUE_LVL3,Basque Slayer 3,Asesino de Basques 3
ACHIEVEMENT_KILL_BASQUE_LVL4,Basque Slayer 4,Asesino de Basques 4
ACHIEVEMENT_KILL_BASQUE_LVL5,Basque Hunter,Cazador de Basques
ACHIEVEMENT_KILL_PRANKSTER_LVL1,Prankster Slayer 1,Asesino de Pranksters 1
ACHIEVEMENT_KILL_PRANKSTER_LVL2,Prankster Slayer 2,Asesino de Pranksters 2
ACHIEVEMENT_KILL_PRANKSTER_LVL3,Prankster Slayer 3,Asesino de Pranksters 3
ACHIEVEMENT_KILL_PRANKSTER_LVL4,Prankster Slayer 4,Asesino de Pranksters 4
ACHIEVEMENT_KILL_PRANKSTER_LVL5,Prankster Hunter,Cazador de Pranksters
ACHIEVEMENT_KILL_ROCKEPELLER_LVL1,Rockepeller Slayer 1,Asesino de Rockepellers 1
ACHIEVEMENT_KILL_ROCKEPELLER_LVL2,Rockepeller Slayer 2,Asesino de Rockepellers 2
ACHIEVEMENT_KILL_ROCKEPELLER_LVL3,Rockepeller Slayer 3,Asesino de Rockepellers 3
ACHIEVEMENT_KILL_ROCKEPELLER_LVL4,Rockepeller Slayer 4,Asesino de Rockepellers 4
ACHIEVEMENT_KILL_ROCKEPELLER_LVL5,Rockepeller Hunter,Cazador de Rockepellers
ACHIEVEMENT_KILL_WHEELEM_LVL1,Wheelem Slayer 1,Asesino de Wheelems 1
ACHIEVEMENT_KILL_WHEELEM_LVL2,Wheelem Slayer 2,Asesino de Wheelems 2
ACHIEVEMENT_KILL_WHEELEM_LVL3,Wheelem Slayer 3,Asesino de Wheelems 3
ACHIEVEMENT_KILL_WHEELEM_LVL4,Wheelem Slayer 4,Asesino de Wheelems 4
ACHIEVEMENT_KILL_WHEELEM_LVL5,Wheelem Hunter,Cazador de Wheelems
ACHIEVEMENT_KILL_LEYENA_LVL1,Leyena Slayer 1,Asesino de Leyenas 1
ACHIEVEMENT_KILL_LEYENA_LVL2,Leyena Slayer 2,Asesino de Leyenas 2
ACHIEVEMENT_KILL_LEYENA_LVL3,Leyena Slayer 3,Asesino de Leyenas 3
ACHIEVEMENT_KILL_LEYENA_LVL4,Leyena Slayer 4,Asesino de Leyenas 4
ACHIEVEMENT_KILL_LEYENA_LVL5,Leyena Hunter,Cazador de Leyenas
ACHIEVEMENT_KILL_TRANGFOMA_LVL1,Trangfoma Slayer 1,Asesino de Trangfomas 1
ACHIEVEMENT_KILL_TRANGFOMA_LVL2,Trangfoma Slayer 2,Asesino de Trangfomas 2
ACHIEVEMENT_KILL_TRANGFOMA_LVL3,Trangfoma Slayer 3,Asesino de Trangfomas 3
ACHIEVEMENT_KILL_TRANGFOMA_LVL4,Trangfoma Slayer 4,Asesino de Trangfomas 4
ACHIEVEMENT_KILL_TRANGFOMA_LVL5,Trangfoma Hunter,Cazador de Trangfomas
ACHIEVEMENT_KILL_STEAMWALKER_LVL1,Steam Walker Slayer 1,Asesino Vapor Caminante 1
