Key,English,Spanish
CHARACTER_INC_000298,Remine,Remine
CHARACTER_INC_000304,Krinton,Krinton
CHARACTER_INC_000305,Shields,Escudos
CHARACTER_INC_000310,Dr. Est,Dr. Est
CHARACTER_INC_000312,Dr. Estly,Dr. Estly
CHARACTER_INC_000314,Dr. Estern,Dr. Estern
CHARACTER_INC_000316,Darkon Pang II,Darkon Pang II
CHARACTER_INC_000318,Kablloc,Kablloc
CHARACTER_INC_000324,Chenbing,Chenbing
CHARACTER_INC_000330,Jinitte,Jinitte
CHARACTER_INC_000336,Tandy,Tandy
CHARACTER_INC_000338,Blinkwing,Teletransportador
CHARACTER_INC_000339,Class Goods,Mercancías
CHARACTER_INC_000342,[Acrobat Drillmaster] Hent,[Entrenador Acrobat] Hent
CHARACTER_INC_000344,[Acrobat Master] Pyre,[Maestro Acrobat] Pyre
CHARACTER_INC_000346,[Acrobat Instructor] Tailer,[Instructora Acrobat] Tailer
CHARACTER_INC_000348,[Jester Master] Lorein,[Maestra Jester] Lorein
CHARACTER_INC_000350,[Jester Priest] Homeit,[Sacerdotisa Jester] Homeit
CHARACTER_INC_000352,[Jester Guardian] Heingard,[Guardiana Jester] Heingard
CHARACTER_INC_000354,[Ranger Master] Eliff,[Maestra Ranger] Eliff
CHARACTER_INC_000356,[High-Dwarpet] Liekyen,[Alto-Enano] Liekyen
CHARACTER_INC_000358,[Ranger Priest] Rupim,[Sacerdotisa Ranger] Rupim
CHARACTER_INC_000360,[Ranger Guardian] Kailreard,[Guardiana Ranger] Kailreard
CHARACTER_INC_000362,Santa,Santa
CHARACTER_INC_000364,Priest,Sacerdote
CHARACTER_INC_000366,Hans,Hans
CHARACTER_INC_000368,Guardian Master,Guardián Maestro
CHARACTER_INC_000372,Shun,Shun
CHARACTER_INC_000378,Rocbin,Rocbin
CHARACTER_INC_000382,Shield,Escudo
CHARACTER_INC_000384,Ciel,Ciel
CHARACTER_INC_000390,Yuna,Yuna
CHARACTER_INC_000396,Heron,Heron
CHARACTER_INC_000398,Cell,Cell
CHARACTER_INC_000400,Rankashu,Rankashu
CHARACTER_INC_000402,Drian,Drian
CHARACTER_INC_000404,Nevil of Prison,Nevil de la Prisión
CHARACTER_INC_000406,Nevil,Nevil
CHARACTER_INC_000408,Bernard,Bernard
CHARACTER_INC_000410,Kazen,Kazen
CHARACTER_INC_000412,Andre,Andre
CHARACTER_INC_000414,Nein,Nein
CHARACTER_INC_000418,Banker Pang,Pang Banquero
CHARACTER_INC_000420,Guild Siege Merchant,Comerciante de Batallas de Guilds
CHARACTER_INC_000430,Furan,Furan
CHARACTER_INC_000434,[Guild Siege Manager] Frankie,[Batallas de Guilds] Frankie
CHARACTER_INC_000436,[Guild Siege Manager] Donaris,[Batallas de Guilds] Donaris
CHARACTER_INC_000438,[Santa] Buruto,[Santa] Buruto
CHARACTER_INC_000440,[Santa] Aramy,[Santa] Aramy
CHARACTER_INC_000442,[Santa] Atto,[Santa] Atto
CHARACTER_INC_000444,[Probationer Cook] Juglin,[Cocinero de Prueba] Juglin
CHARACTER_INC_000454,Hachal,Hachal
CHARACTER_INC_000458,[Great Magician] Laola,[Gran Maga] Laola
CHARACTER_INC_000460,[Dreadpet Manager] Himadel,[Mánager Dreadpet] Himadel
CHARACTER_INC_000462,[Dreadpet Manager] Gornus,[Mánager Dreadpet] Gornus
CHARACTER_INC_000464,[Dreadpet Manager] Kanane,[Mánager Dreadpet] Kanane
CHARACTER_INC_000466,[Mercenary Drillmaster] Mustang,[Entrenador Mercenary] Mustang
CHARACTER_INC_000468,[Mercenary Master] Andy,[Maestro Mercenary] Andy
CHARACTER_INC_000470,[High-Dwarpet] Langdrong,[Alto-Enano] Langdrong
CHARACTER_INC_000472,[Mercenary Instructor] Hyuit,[Instructora Mercenary] Hyuit
CHARACTER_INC_000474,[Assist Drillmaster] Elic,[Entrenador Assist] Elic
CHARACTER_INC_000476,[Assist Master] Maki,[Maestro Assist] Maki
CHARACTER_INC_000478,[High-Dwarpet] Goripeg,[Alto-Enano] Goripeg
CHARACTER_INC_000480,[Assist Instructor] Kidmen,[Instructora Assist] Kidmen
CHARACTER_INC_000482,[High-Dwarpet] Hastan,[Alto-Enano] Hastan
CHARACTER_INC_000484,Rudvihil,Rudvihil
CHARACTER_INC_000486,Ancimys,Ancimys
CHARACTER_INC_000488,[Historian] Martinyc,[Historiadora] Martinyc
CHARACTER_INC_000490,[Mayor of Flarine],[Alcalde de Flarine]
CHARACTER_INC_000492,[Public Official of Flarine],[Oficina Pública de Flarine]
CHARACTER_INC_000494,[Novelist] Gergantes,[Novelista] Gergantes
CHARACTER_INC_000496,[Magician Drillmaster] Wingyei,[Entrenadora Magician] Wingyei
CHARACTER_INC_000498,[Magician Master] Hee,[Maestra Magician] Hee
CHARACTER_INC_000500,[Magician Instructor] Lopaze,[Instructora Magician] Lopaze
CHARACTER_INC_000502,Helgar,Helgar
CHARACTER_INC_000504,Heltung,Heltung
CHARACTER_INC_000506,Strange Collector,Coleccionista Extraño
CHARACTER_INC_000508,[BowlMerchant] Bowler,[Comerciante de Cuencos] Bowler
CHARACTER_INC_000510,JeongHwa,JeongHwa
CHARACTER_INC_000512,Porgo,Porgo
CHARACTER_INC_000514,[Mayor of Saint City],[Alcade de Saint]
CHARACTER_INC_000516,[Chairman of History Society] Gothante,[Presidente de la Sociedad de Historia] Gothante
CHARACTER_INC_000518,[Manager of Ancient Document] Rovanett,[Jefe de Documentos Antiguos] Rovanett
CHARACTER_INC_000520,Colar,Colar
CHARACTER_INC_000522,Amadolka,Amadolka
CHARACTER_INC_000524,Nina,Nina
CHARACTER_INC_000526,ChiChi,ChiChi
CHARACTER_INC_000528,PiPi,PiPi
CHARACTER_INC_000530,Loyah,Loyah
CHARACTER_INC_000532,Mayun,Mayun
CHARACTER_INC_000534,Sotta,Sotta
CHARACTER_INC_000536,[Knight Master] Karandur,[Maestro Knight] Karandur
CHARACTER_INC_000538,[Knight Wise-man] Hormes,[Sabio Knight] Hormes
CHARACTER_INC_000540,Kurmin,Kurmin
CHARACTER_INC_000542,[Knight Priest] Lobiet,[Sacerdotisa Knight] Lobiet
CHARACTER_INC_000544,[Knight Guardian] Boneper,[Guardiana Knight] Boneper
CHARACTER_INC_000546,[Blade Master] Corel,[Maestra Blade] Corel
CHARACTER_INC_000548,[Blade Wise-man] Guabrill,[Sabio Blade] Guabrill
CHARACTER_INC_000550,Ata,Ata
CHARACTER_INC_000552,[Blade Priest] Jeperdy,[Sacerdotisa Blade] Jeperdy
CHARACTER_INC_000554,[Blade Guardian] Sencyrit,[Guardiana Blade] Sencyrit
CHARACTER_INC_000556,[Billposter Master] Ride,[Maestro Billposter] Ride
CHARACTER_INC_000558,[Billposter Wise-man] Domek,[Sabio Billposter] Domek
CHARACTER_INC_000560,Segho,Segho
CHARACTER_INC_000562,[Billposter Priest] Fera,[Sacerdotisa Billposter] Fera
CHARACTER_INC_000564,[Billposter Guardian] Capafe,[Guardiana Billposter] Capafe
CHARACTER_INC_000566,[Ringmaster Master] Ellend,[Maestra Ringmaster] Ellend
CHARACTER_INC_000568,[Ringmaster Wise-man] Clamb,[Sabio Ringmaster] Clamb
CHARACTER_INC_000570,Teshar,Teshar
CHARACTER_INC_000572,[Ringmaster Priest] Heedan,[Sacerdotisa Ringmaster] Heedan
CHARACTER_INC_000574,[Ringmaster Guardian] Romvoette,[Guardiana Ringmaster] Romvoette
CHARACTER_INC_000576,[Psykeeper Master] Cylor,[Maestra Psykeeper] Cylor
CHARACTER_INC_000578,[Psykeeper Wise-man] Cuarine,[Sabio Psykeeper] Cuarine
CHARACTER_INC_000580,Ryupang,Ryupang
CHARACTER_INC_000582,[Psykeeper Priest] Pereb,[Sacerdotisa Psykeeper] Pereb
CHARACTER_INC_000584,[Psykeeper Guardian] Shyniff,[Guardiana Psykeeper] Shyniff
CHARACTER_INC_000586,[Elementor Master] Horison,[Maestra Elementor] Horison
CHARACTER_INC_000588,[Elementor Wise-man] Cuzrill,[Sabio Elementor] Cuzrill
CHARACTER_INC_000590,Parine,Parine
CHARACTER_INC_000592,[Elementor Priest] Condram,[Sacerdotisa Elementor] Condram
CHARACTER_INC_000594,[Elementor Guardian] Wendien,[Guardiana Elementor] Wendien
CHARACTER_INC_000596,Tomba,Tomba
CHARACTER_INC_000598,Eoners,Eoners
CHARACTER_INC_000600,Ghalade,Ghalade
CHARACTER_INC_000602,Phoho,Phoho
CHARACTER_INC_000604,[Darken Mayor],[Alcalde de Darken]
CHARACTER_INC_000606,Darz,Darz
CHARACTER_INC_000608,Ivil Tobby,Ivil Tobby
CHARACTER_INC_000610,Ivil Dorry,Ivil Dorry
CHARACTER_INC_000612,Ivil Nana,Ivil Nana
CHARACTER_INC_000614,Ivil Tubby,Ivil Tubby
CHARACTER_INC_000616,Ivil Pho,Ivil Pho
CHARACTER_INC_000621,Firdryad,Firdryad
CHARACTER_INC_000623,Persdryad,Persdryad
CHARACTER_INC_000625,Peardryad,Peardryad
CHARACTER_INC_000627,Pinedryad,Pinedryad
CHARACTER_INC_000628,Hair Designer,Peluquero
CHARACTER_INC_000629,Makeup Artist,Maquilladora
CHARACTER_INC_000633,Post Box,Buzón Postal
CHARACTER_INC_000671,[Pet Tamer],[Domador]
CHARACTER_INC_000704,Buff Pang,Buff Pang
CHARACTER_INC_000706,[Arena Manager] Harold,[Mánager de la Arena] Harold
CHARACTER_INC_000708,[Arena Store] Deek,[Tienda de la Arena] Dic
CHARACTER_INC_000712,[Arena Manager] Lay,[Mánager de la Arena] Lay
CHARACTER_INC_000738,Card Master,Maestra de Cartas
CHARACTER_INC_000742,[Jewel Manager] Peach,[Mánager de Gemas] Peach
CHARACTER_INC_000951,[Rock Scissor Paper NPC] Demian,[Piedra Papel o Tijeras NPC] Demian
CHARACTER_INC_000847,[Mentor] Inisis,[Mentora] Inisis
CHARACTER_INC_001067,Reonan,Reonan
CHARACTER_INC_001069,Nerco,Nerco
CHARACTER_INC_001071,Hael,Hael
CHARACTER_INC_001073,Handel,Handel
CHARACTER_INC_001075,Zoro,Zoro
CHARACTER_INC_001077,Elaine,Elaine
CHARACTER_INC_001079,Ainher,Ainher
CHARACTER_INC_001081,Reodos,Reodos
CHARACTER_INC_001083,Sury,Sury
CHARACTER_INC_001115,Luzina,Luzina
CHARACTER_INC_001117,Nersha,Nersha
CHARACTER_INC_001123,Drico,Drico
CHARACTER_INC_100001,Locku,Locku
CHARACTER_INC_100002,Letana,Letana
CHARACTER_INC_100003,Nemra,Nemra
CHARACTER_INC_100004,YaoRin,YaoRin
CHARACTER_INC_100005,Zaoma,Zaoma
CHARACTER_INC_100008,Dekane,Dekane
CHARACTER_INC_100009,Launch Buff Pang,Buff Pang de Lanzamiento
CHARACTER_INC_100010,Gigaka,Gigaka
CHARACTER_INC_100011,Miriun,Miriun
CHARACTER_INC_100012,Auxilior,Auxilior
CHARACTER_INC_100013,Mawrang,Mawrang
CHARACTER_INC_100014,Buur,Buur
CHARACTER_INC_100015,Gloves,Guantes
CHARACTER_INC_100016,Kumah,Kumah
CHARACTER_INC_100017,Obnis,Obnis
CHARACTER_INC_100018,Airon,Airon
CHARACTER_INC_100019,Haom,Haom
CHARACTER_INC_100020,Mysterious Robed Girl,Chica de Túnica Misteriosa
CHARACTER_INC_000697,[Chip Merchant] Waforu,[Comerciante de Fichas] Waforu
CHARACTER_INC_100021,Azria Pang,Azria Pang
CHARACTER_INC_001260,Lifeguard Jennifer,Salvavidas Jennifer
CHARACTER_INC_100022,[Lv80 Guild Siege Manager] Atlas,[Gerente Asedio de Gremio Lv80] Atlas
CHARACTER_INC_100023,[Lv60 Guild Siege Manager] Olivia,[Gerente Asedio de Gremio Lv60] Olivia
CHARACTER_INC_100024,Polar Bear,Oso Polar
CHARACTER_INC_100025,Fu Lion King,Rey León Fu
CHARACTER_INC_100026,Cupid,Cupido
CHARACTER_INC_100027,[Master Quests] Leila,[Misiones Maestras] Leila
CHARACTER_INC_000722,Secret Room Manager,Gerente de Sala Secreta
CHARACTER_INC_000723,Leren Chasm Guard,Guardia del Abismo Leren
CHARACTER_INC_000724,Rhisis Catacombs Guard,Guardia de Catacumbas Rhisis
CHARACTER_INC_000725,Envy Depths Guard,Guardia de Profundidades de Envidia
CHARACTER_INC_000726,Guardiane Sanctuary Guard,Guardia del Santuario de Guardianes
CHARACTER_INC_000727,Storm Peak Guard,Guardia del Pico Tormentoso
CHARACTER_INC_000728,Rankashin,Rankashin
CHARACTER_INC_100028,Kebaras Pang,Kebaras Pang
CHARACTER_INC_100029,Pink Easter Bunny,Conejo de Pascua Rosa
CHARACTER_INC_100030,Galaxy Scout,Explorador Galáctico
CHARACTER_INC_100031,Birthday Baker,Panadero Cumpleaños
CHARACTER_INC_100032,[FWC Manager] Ava,[Gerente FWC] Ava
CHARACTER_INC_100033,Gacha Machine,Máquina Gacha
CHARACTER_INC_100034,Bach,Bach
CHARACTER_INC_100035,Private Leo,Leo Privado
CHARACTER_INC_100036,Noah,Noah
CHARACTER_INC_100037,Conch,Concha
CHARACTER_INC_100038,Traveling Merchant,Comerciante Ambulante
CHARACTER_INC_400000,[Token Merchant] Andrew,[Comerciante Fichas] Andrew
CHARACTER_INC_100039,Molu,Molu
CHARACTER_INC_100040,Costume Box,Caja Atuendo
CHARACTER_INC_100041,Pragas,Pragas
CHARACTER_INC_100042,Beltung,Beltung
CHARACTER_INC_100043,Gujane,Gujane
CHARACTER_INC_000729,The Wilds Guard,Guardia Los Salvajes
CHARACTER_INC_000730,Rainbow Race Officer,Oficial Carrera Arcoíris
CHARACTER_INC_002000,Mysterious Islander,Isleño Misterioso
CHARACTER_INC_002001,Pau Pau,Pau Pau
CHARACTER_INC_002002,Kammie,Kammie
CHARACTER_INC_002003,BoBu,BoBu
CHARACTER_INC_002004,Talus,Talus
CHARACTER_INC_002005,Inventor Remi,Remi Inventor
CHARACTER_INC_002006,Sunny Pang,Pang Soleado
CHARACTER_INC_000771,Charlie,Charlie
CHARACTER_INC_000772,[Guild Ship Manager] Lousiana,[Gerente Casa Gremio] Lousiana
CHARACTER_INC_000773,Santa,Santa
CHARACTER_INC_100044,Diosa,Diosa
CHARACTER_INC_100200,Kalgas Assault Manager,Administrador de asalto de Kalgas
CHARACTER_INC_003200,[Personal House NPC] Casanova,[NPC Casa Personal] Casanova
CHARACTER_INC_003201,[Personal House NPC] Misun,[NPC Casa Personal] Misun
CHARACTER_INC_003202,[Personal House NPC] Punk,[NPC Casa Personal] Punk
CHARACTER_INC_003203,[Personal House NPC] Temas,[NPC Casa Personal] Temas
CHARACTER_INC_003204,[Personal House NPC] BB Wolf,[NPC Casa Personal] BB Wolf
CHARACTER_INC_003205,[Personal House NPC] Chacha,[NPC Casa Personal] Chacha
CHARACTER_INC_003206,[Personal House NPC] Hatter,[NPC Casa Personal] Hatter
CHARACTER_INC_003207,[Personal House NPC] Alice,[NPC Casa Personal] Alice
CHARACTER_INC_003208,[Personal House NPC] Rulu,[NPC Casa Personal] Rulu
CHARACTER_INC_003209,[Personal House NPC] Demon,[NPC Casa Personal] Demon
CHARACTER_INC_003210,[Personal House NPC] Gevil,[NPC Casa Personal] Gevil
CHARACTER_INC_003211,[Personal House NPC] Sevil,[NPC Casa Personal] Sevil
CHARACTER_INC_003212,[Personal House NPC] Lala,[NPC Casa Personal] Lala
CHARACTER_INC_003213,[Personal House NPC] Tino,[NPC Casa Personal] Tino
CHARACTER_INC_003214,[Personal House NPC] Cachu,[NPC Casa Personal] Cachu
CHARACTER_INC_003215,[Personal House NPC] Pang,[NPC Casa Personal] Pang
CHARACTER_INC_003216,[Guild Ship NPC] Gira,[NPC Casa de Gremio] Gira
CHARACTER_INC_003217,[Guild Ship NPC] Affe,[NPC Casa de Gremio] Affe
CHARACTER_INC_003218,[Guild Ship NPC] Sham,[NPC Casa de Gremio] Sham
CHARACTER_INC_003219,[Guild Ship NPC] Lamew,[NPC Casa de Gremio] Lamew
CHARACTER_INC_003220,[Guild Ship NPC] Quarter,[NPC Casa de Gremio] Quarter
CHARACTER_INC_003221,[Guild Ship NPC] Duron,[NPC Casa de Gremio] Duron
CHARACTER_INC_003222,[Guild Ship NPC] Dolphie,[NPC Casa de Gremio] Dolphie
CHARACTER_INC_003223,[Guild Ship NPC] Fuba,[NPC Casa de Gremio] Fuba
CHARACTER_INC_003224,[Guild Ship NPC] Bako,[NPC Casa de Gremio] Bako
CHARACTER_INC_003225,[Guild Ship NPC] Wick,[NPC Casa de Gremio] Wick
CHARACTER_INC_003226,[Guild Ship NPC] Wina,[NPC Casa de Gremio] Wina
CHARACTER_INC_003227,[Guild Ship NPC] Pitch,[NPC Casa de Gremio] Pitch
CHARACTER_INC_003228,[Guild Ship NPC] Catch,[NPC Casa de Gremio] Catch
CHARACTER_INC_003229,[Guild Ship NPC] Met,[NPC Casa de Gremio] Met
CHARACTER_INC_003230,[Guild Ship NPC] Ego,[NPC Casa de Gremio] Ego
CHARACTER_INC_003231,[Guild Ship NPC] Wifielder,[NPC Casa de Gremio] Wifielder
CHARACTER_INC_003232,[Guild Ship NPC] Simid,[NPC Casa de Gremio] Simid
CHARACTER_INC_003233,[Guild Ship NPC] Chord,[NPC Casa de Gremio] Chord
CHARACTER_INC_003234,[Guild Ship NPC] Anura,[NPC Casa de Gremio] Anura
CHARACTER_INC_003235,[Guild Ship NPC] Vikel,[NPC Casa de Gremio] Vikel
CHARACTER_INC_003236,[Guild Ship NPC] Soz,[NPC Casa de Gremio] Soz
CHARACTER_INC_003237,[Guild Ship NPC] Naso,[NPC Casa de Gremio] Naso
CHARACTER_INC_003238,[Guild Ship NPC] Nuso,[NPC Casa de Gremio] Nuso
CHARACTER_INC_003239,[Guild Ship NPC] Cobao,[NPC Casa de Gremio] Cobao
CHARACTER_INC_003240,[Guild Ship NPC] Aibao,[NPC Casa de Gremio] Aibao
CHARACTER_INC_003241,[Guild Ship NPC] Nanco,[NPC Casa de Gremio] Nanco
CHARACTER_INC_003242,[Guild Ship NPC] Asa,[NPC Casa de Gremio] Asa
CHARACTER_INC_003243,[Guild Ship NPC] Alyn,[NPC Casa de Gremio] Alyn
CHARACTER_INC_003244,[Guild Ship NPC] Lane,[NPC Casa de Gremio] Lane
CHARACTER_INC_003245,[Guild Ship NPC] Runni,[NPC Casa de Gremio] Runni
CHARACTER_INC_003246,[Guild Ship NPC] Pang,[NPC Casa de Gremio] Pang
CHARACTER_INC_000774,Orphanage Keeper,Guardián de Orfanato
CHARACTER_INC_003247,Guest Book,Libro de visitas
CHARACTER_INC_003248,Bomida,Bomida
CHARACTER_INC_003249,Negie,Negie
CHARACTER_INC_100100,Templates,Plantillas
CHARACTER_INC_100101,Props,Accesorios
CHARACTER_INC_100102,NPCs,PNJs
CHARACTER_INC_000775,Chonjang,Chonjang
CHARACTER_INC_000776,[Event] Chonjang,[Evento] Chonjang
CHARACTER_INC_000777,Defconn,Defconn
CHARACTER_INC_000778,Anna,Anna
CHARACTER_INC_000779,Sea Shell,Concha Marina
CHARACTER_INC_000780,Mr. Flyff,Sr. Flyff
CHARACTER_INC_000781,[Event] Roger,[Evento] Roger
CHARACTER_INC_003250,[Personal House NPC] Klock,[PNJ de casa propia] Klock
CHARACTER_INC_100103,[Messenger of Love] Cupid,[Mensajero del amor] Cupido
CHARACTER_INC_003251,[Personal House NPC] Mac (F Grade),[PNJ de casa propia] Mac (Grado F)
CHARACTER_INC_003252,[Personal House NPC] Mac (E Grade),[PNJ de casa propia] Mac (Grado E)
CHARACTER_INC_003253,[Personal House NPC] Mac (D Grade),[PNJ de casa propia] Mac (Grado D)
CHARACTER_INC_003254,[Personal House NPC] Mac (C Grade),[PNJ de casa propia] Mac (Grado C)
CHARACTER_INC_003255,[Personal House NPC] Mac (B Grade),[PNJ de casa propia] Mac (Grado B)
CHARACTER_INC_003256,[Personal House NPC] Mac (A Grade),[PNJ de casa propia] Mac (Grado A)
CHARACTER_INC_140000,Couple Rings,Anillos de pareja
CHARACTER_INC_100104,[Life Master] Livi,[Maestro de Vida] Livi
CHARACTER_INC_100105,Gathering Tool,Herramienta de recolección
CHARACTER_INC_100106,Sovann,Sovann
CHARACTER_INC_100107,[Event] Mr.Kang,[Evento] Sr. Kang
CHARACTER_INC_100108,Hyuna,Hyuna
CHARACTER_INC_100109,[Event] Boss Pang,[Evento] Jefe Pang
CHARACTER_INC_100110,Wounded Revolutionary,Revolucionario herido
CHARACTER_INC_100111,[Event] Mr.Pumpkin,[Evento] Sr. Calabaza
CHARACTER_INC_150001,[Airport Guard] Doran,[Guardia del aeropuerto] Doran
CHARACTER_INC_150002,[Airport Guard] Chiron,[Guardia del aeropuerto] Chiron
CHARACTER_INC_150003,[Airport Guard] Bran,[Guardia del aeropuerto] Bran
CHARACTER_INC_150004,[Airport Guard] Karr,[Guardia del aeropuerto] Karr
CHARACTER_INC_150005,[Airport Guard] Zerke,[Guardia del aeropuerto] Zerke
CHARACTER_INC_150006,[Airport Guard] Elin,[Guardia del aeropuerto] Elin
CHARACTER_INC_150007,[Eillun Guard] Gard,[Guardia de Eillun] Gard
CHARACTER_INC_150008,[Eillun Guard] Liont,[Guardia de Eillun] Liont
CHARACTER_INC_150009,[Eillun Guard] Serkan,[Guardia de Eillun] Serkan
CHARACTER_INC_150010,[Eillun Guard] Kras,[Guardia de Eillun] Kras
CHARACTER_INC_150011,[Eillun Guard] Maeron,[Guardia de Eillun] Maeron
CHARACTER_INC_150012,[Eillun Guard] Kerion,[Guardia de Eillun] Kerion
CHARACTER_INC_150013,[Eillun Guard] Raon,[Guardia de Eillun] Raon
CHARACTER_INC_150014,[Eillun Guard] Dreon,[Guardia de Eillun] Dreon
CHARACTER_INC_150015,[Eillun Guard] Merk,[Guardia de Eillun] Merk
CHARACTER_INC_150016,[Captain] Baron,[Capitan] Baron
CHARACTER_INC_150017,Jarl,Jarl
CHARACTER_INC_150018,[Elder] Ayr,[Anciano] Ayr
CHARACTER_INC_150019,[Elder] Traitus,[Anciano] Traitus
CHARACTER_INC_150020,[Elder] Melak,[Anciano] Melak
CHARACTER_INC_150021,[Elder] Silar,[Anciano] Silar
CHARACTER_INC_150022,[Elder] Ebron,[Anciano] Ebron
CHARACTER_INC_150023,[Elder] Luteon,[Anciano] Luteon
CHARACTER_INC_150024,Liana,Liana
CHARACTER_INC_150025,[Jewel Manager] Teron,[Administrador de joyas] Teron
CHARACTER_INC_150026,Haret,Haret
CHARACTER_INC_150027,Domir,Domir
CHARACTER_INC_150028,Toran,Toran
CHARACTER_INC_150029,Karen,Karen
CHARACTER_INC_150030,Nebrah,Nebrah
CHARACTER_INC_150031,Sena,Sena
CHARACTER_INC_150032,Rohan,Rohan
CHARACTER_INC_150033,Belia,Belia
CHARACTER_INC_150034,Kerin,Kerin
CHARACTER_INC_150035,Artin,Artin
CHARACTER_INC_150036,Pael,Pael
CHARACTER_INC_150037,Lumi,Lumi
CHARACTER_INC_150038,Ivelyn,Ivelyn
CHARACTER_INC_150039,Selin,Selin
CHARACTER_INC_150040,Kaela,Kaela
CHARACTER_INC_150041,[Pet Tamer] Livia,[Domador de mascotas] Livia
CHARACTER_INC_150042,Taila,Taila
CHARACTER_INC_150043,Weevs,Weevs
CHARACTER_INC_150044,[Mysterious] ??? ,[Misterioso] ??? 
CHARACTER_INC_150045,[Expedition] Beck,[Expedición] Beck
CHARACTER_INC_150046,Asylum Guard,Guardia del asilo
CHARACTER_INC_150047,Mysterious Adventurer,Aventurero misterioso
CHARACTER_INC_150048,Jarl (Dying),Jarl (Moribundo)
CHARACTER_INC_150049,[PTS Manager] Mewdev,[Administrador del PTS] Mewdev
CHARACTER_INC_150050,Miorang,Miorang
CHARACTER_INC_150051,Cheirang,Cheirang
CHARACTER_INC_150052,[Village Chief] Huntrang,[Jefe de Villa] Huntrang
CHARACTER_INC_150053,[Arena Manager] Aerin,[Administrador de Arena] Aerin
CHARACTER_INC_150100,[Event] Getcha,[Evento] Getcha
