Key,English,Spanish
PROPMOVER_TXT_000224,Steam Walker,Steam Walker
PROPMOVER_TXT_000226,Captain Steam Walker,Steam Walker Capitán
PROPMOVER_TXT_000228,Giant Steam Walker,Steam Walker Gigante
PROPMOVER_TXT_000230,Small Steel Knight,Steel Knight Pequeño
PROPMOVER_TXT_000232,Steel Knight,Steel Knight
PROPMOVER_TXT_000234,Captain Steel Knight,Steel Knight Capitán
PROPMOVER_TXT_000236,Giant Steel Knight,Steel Knight Gigante
PROPMOVER_TXT_000238,Small Nutty Wheel,Nutty Wheel Pequeño
PROPMOVER_TXT_000240,Nutty Wheel,Nutty Wheel
PROPMOVER_TXT_000242,Captain Nutty Wheel,Nutty Wheel Capitán
PROPMOVER_TXT_000244,Giant Nutty Wheel,Nutty Wheel Gigante
PROPMOVER_TXT_000246,Small Driller,Driller Pequeño
PROPMOVER_TXT_000248,Driller,Driller
PROPMOVER_TXT_000250,Captain Driller,Driller Capitán
PROPMOVER_TXT_000252,Giant Driller,Driller Gigante
PROPMOVER_TXT_000254,Small Volt,Volt Pequeño
PROPMOVER_TXT_000256,Volt,Volt
PROPMOVER_TXT_000258,Captain Volt,Volt Capitán
PROPMOVER_TXT_000260,Giant Volt,Volt Gigante
PROPMOVER_TXT_000262,Small Elderguard,Elderguard Pequeño
PROPMOVER_TXT_000264,Elderguard,Elderguard
PROPMOVER_TXT_000266,Captain Elderguard,Elderguard Capitán
PROPMOVER_TXT_000268,Giant Elderguard,Elderguard Gigante
PROPMOVER_TXT_000270,Small Garbagespider,Garbagespider Pequeño
PROPMOVER_TXT_000272,Garbagespider,Garbagespider
PROPMOVER_TXT_000274,Captain Garbagespider,Garbagespider Capitán
PROPMOVER_TXT_000276,Giant Garbagespider,Garbagespider Gigante
PROPMOVER_TXT_000278,Small Crane Machinery,Crane Machinery Pequeño
PROPMOVER_TXT_000280,Crane Machinery,Crane Machinery
PROPMOVER_TXT_000282,Captain Crane Machinery,Crane Machinery Capitán
PROPMOVER_TXT_000284,Giant Crane Machinery,Crane Machinery Gigante
PROPMOVER_TXT_000286,Small Mothbee,Mothbee Pequeño
PROPMOVER_TXT_000288,Mothbee,Mothbee
PROPMOVER_TXT_000290,Captain Mothbee,Mothbee Capitán
PROPMOVER_TXT_000292,Giant Mothbee,Mothbee Gigante
PROPMOVER_TXT_000294,Small Flybrigen,Flybrigen Pequeño
PROPMOVER_TXT_000296,Flybrigen,Flybrigen
PROPMOVER_TXT_000298,Captain Flybrigen,Flybrigen Capitán
PROPMOVER_TXT_000300,Giant Flybrigen,Flybrigen Gigante
PROPMOVER_TXT_000302,Small Rockepeller,Rockepeller Pequeño
PROPMOVER_TXT_000304,Rockepeller,Rockepeller
PROPMOVER_TXT_000306,Captain Rockepeller,Rockepeller Capitán
PROPMOVER_TXT_000308,Giant Rockepeller,Rockepeller Gigante
PROPMOVER_TXT_000318,Pawn Popcrank,Popcrank Peón
PROPMOVER_TXT_000320,Knight Popcrank,Popcrank Caballo
PROPMOVER_TXT_000322,Rook Popcrank,Popcrank Torre
PROPMOVER_TXT_000324,Bishop Popcrank,Popcrank Alfil
PROPMOVER_TXT_000326,Small Greemong,Greemong Pequeño
PROPMOVER_TXT_000328,Greemong,Greemong
PROPMOVER_TXT_000330,Captain Greemong,Greemong Capitán
PROPMOVER_TXT_000332,Giant Greemong,Greemong Gigante
PROPMOVER_TXT_000336,Roy,Roy
PROPMOVER_TXT_000338,Cardinal Guardian,Guardián Cardenal
PROPMOVER_TXT_000350,Small Carrierbomb,Carrierbomb Pequeño
PROPMOVER_TXT_000352,Carrierbomb,Carrierbomb
PROPMOVER_TXT_000354,Captain Carrierbomb,Carrierbomb Capitán
PROPMOVER_TXT_000356,Giant Carrierbomb,Carrierbomb Gigante
PROPMOVER_TXT_000382,Clockworks,Clockworks
PROPMOVER_TXT_000392,Small Nuctuvehicle,Nuctuvehicle Pequeño
PROPMOVER_TXT_000394,Nuctuvehicle,Nuctuvehicle
PROPMOVER_TXT_000396,Captain Nuctuvehicle,Nuctuvehicle Capitán
PROPMOVER_TXT_000398,Giant Nuctuvehicle,Nuctuvehicle Gigante
PROPMOVER_TXT_000400,Young Syliaca,Syliaca Joven
PROPMOVER_TXT_000402,Syliaca,Syliaca
PROPMOVER_TXT_000404,Grownup Syliaca,Syliaca Adulta
PROPMOVER_TXT_000406,Giant Syliaca,Syliaca Gigante
PROPMOVER_TXT_000408,Small Risem,Risem Pequeño
PROPMOVER_TXT_000410,Risem,Risem
PROPMOVER_TXT_000412,Captain Risem,Risem Capitán
PROPMOVER_TXT_000414,Giant Risem,Risem Gigante
PROPMOVER_TXT_000416,Small Zombiger,Zombiger Pequeño
PROPMOVER_TXT_000418,Zombiger,Zombiger
PROPMOVER_TXT_000420,Captain Zombiger,Zombiger Capitán
PROPMOVER_TXT_000422,Giant Zombiger,Zombiger Gigante
PROPMOVER_TXT_000424,Small Flybat,Flybat Pequeño
PROPMOVER_TXT_000426,Flybat,Flybat
PROPMOVER_TXT_000428,Captain Flybat,Flybat Capitán
PROPMOVER_TXT_000430,Giant Flybat,Flybat Gigante
PROPMOVER_TXT_000432,Small Bucrow,Bucrow Pequeño
PROPMOVER_TXT_000434,Bucrow,Bucrow
PROPMOVER_TXT_000436,Captain Bucrow,Bucrow Capitán
PROPMOVER_TXT_000438,Giant Bucrow,Bucrow Gigante
PROPMOVER_TXT_000440,Small Scorpicon,Scorpicon Pequeño
PROPMOVER_TXT_000442,Scorpicon,Scorpicon
PROPMOVER_TXT_000444,Captain Scorpicon,Scorpicon Capitán
PROPMOVER_TXT_000446,Giant Scorpicon,Scorpicon Gigante
PROPMOVER_TXT_000448,Small Trangfoma,Trangfoma Pequeño
PROPMOVER_TXT_000450,Trangfoma,Trangfoma
PROPMOVER_TXT_000452,Captain Trangfoma,Trangfoma Capitán
PROPMOVER_TXT_000454,Giant Trangfoma,Trangfoma Gigante
PROPMOVER_TXT_000456,Mine Catcher,Mine Catcher
PROPMOVER_TXT_000458,Erons Catcher,Erons Catcher
PROPMOVER_TXT_000460,Krasec Catcher,Krasec Catcher
PROPMOVER_TXT_000462,Guru Catcher,Guru Catcher
PROPMOVER_TXT_000464,Small Grrr,Grrr Pequeño
PROPMOVER_TXT_000466,Grrr,Grrr
PROPMOVER_TXT_000468,Captain Grrr,Grrr Capitán
PROPMOVER_TXT_000470,Giant Grrr,Grrr Gigante
PROPMOVER_TXT_000472,Small Dump,Dump Pequeño
PROPMOVER_TXT_000474,Dump,Dump
PROPMOVER_TXT_000476,Captain Dump,Dump Capitán
PROPMOVER_TXT_000478,Giant Dump,Dump Gigante
PROPMOVER_TXT_000480,Small Nautrepy,Nautrepy Pequeño
PROPMOVER_TXT_000482,Nautrepy,Nautrepy
PROPMOVER_TXT_000484,Captain Nautrepy,Nautrepy Capitán
PROPMOVER_TXT_000486,Giant Nautrepy,Nautrepy Gigante
PROPMOVER_TXT_000488,Small Boo,Boo Pequeño
PROPMOVER_TXT_000490,Boo,Boo
PROPMOVER_TXT_000492,Captain Boo,Boo Capitán
PROPMOVER_TXT_000494,Giant Boo,Boo Gigante
PROPMOVER_TXT_000496,Small Hoppre,Hoppre Pequeño
PROPMOVER_TXT_000498,Hoppre,Hoppre
PROPMOVER_TXT_000500,Captain Hoppre,Hoppre Capitán
PROPMOVER_TXT_000502,Giant Hoppre,Hoppre Gigante
PROPMOVER_TXT_000504,Small Mushpoie,Mushpoie Pequeño
PROPMOVER_TXT_000506,Mushpoie,Mushpoie
PROPMOVER_TXT_000508,Captain Mushpoie,Mushpoie Capitán
PROPMOVER_TXT_000510,Giant Mushpoie,Mushpoie Gigante
PROPMOVER_TXT_000512,Small Iren,Iren Pequeño
PROPMOVER_TXT_000514,Iren,Iren
PROPMOVER_TXT_000516,Captain Iren,Iren Capitán
PROPMOVER_TXT_000518,Giant Iren,Iren Gigante
PROPMOVER_TXT_000520,Small Watangka,Watangka Pequeño
PROPMOVER_TXT_000522,Watangka,Watangka
PROPMOVER_TXT_000524,Captain Watangka,Watangka Capitán
PROPMOVER_TXT_000526,Giant Watangka,Watangka Gigante
PROPMOVER_TXT_000528,Small Antiquery,Antiquery Pequeño
PROPMOVER_TXT_000530,Antiquery,Antiquery
PROPMOVER_TXT_000532,Captain Antiquery,Antiquery Capitán
PROPMOVER_TXT_000534,Giant Antiquery,Antiquery Gigante
PROPMOVER_TXT_000536,Small Luia,Luia Pequeña
PROPMOVER_TXT_000538,Luia,Luia
PROPMOVER_TXT_000540,Captain Luia,Luia Capitana
PROPMOVER_TXT_000542,Giant Luia,Luia Gigante
PROPMOVER_TXT_000544,Small Gongury,Gongury Pequeño
PROPMOVER_TXT_000546,Gongury,Gongury
PROPMOVER_TXT_000548,Captain Gongury,Gongury Capitán
PROPMOVER_TXT_000550,Giant Gongury,Gongury Gigante
PROPMOVER_TXT_000552,Small Shuhamma,Shuhamma Pequeño
PROPMOVER_TXT_000554,Shuhamma,Shuhamma
PROPMOVER_TXT_000556,Captain Shuhamma,Shuhamma Capitán
PROPMOVER_TXT_000558,Giant Shuhamma,Shuhamma Gigante
PROPMOVER_TXT_000560,Small Kern,Kern Pequeño
PROPMOVER_TXT_000562,Kern,Kern
PROPMOVER_TXT_000564,Captain Kern,Kern Capitán
PROPMOVER_TXT_000566,Giant Kern,Kern Gigante
PROPMOVER_TXT_000568,Small Glaphan,Glaphan Pequeño
PROPMOVER_TXT_000570,Glaphan,Glaphan
PROPMOVER_TXT_000572,Captain Glaphan,Glaphan Capitán
PROPMOVER_TXT_000574,Giant Glaphan,Glaphan Gigante
PROPMOVER_TXT_000576,Trainee Chef Muffrin,Chef Muffrin Aprendiz
PROPMOVER_TXT_000578,3rd Chef Muffrin,3er Chef Muffrin
PROPMOVER_TXT_000580,2nd Chef Muffrin,2do Chef Muffrin
PROPMOVER_TXT_000582,1st Chef Muffrin,1er Chef Muffrin
PROPMOVER_TXT_000584,Mutant Fefern,Fefern Mutante
PROPMOVER_TXT_000586,Mutant Fefern King,Rey Fefern Mutante
PROPMOVER_TXT_000588,Mutant Giant 2nd Class Fefern,Fefern Gigante Mutante 2da Clase
PROPMOVER_TXT_000590,Mutant Nyangnyang,Nyangnyang Mutante
PROPMOVER_TXT_000592,Mutant Nyangnyang Queen,Reina Nyangnyang Mutante
PROPMOVER_TXT_000594,Mutant Giant Nyangnyang,Nyangnyang Gigante Mutante
PROPMOVER_TXT_000596,Mutant Bang,Bang Mutante
PROPMOVER_TXT_000598,Mutant Boss Bang,Bang Jefe Mutante
PROPMOVER_TXT_000600,Mutant Giant Bang King,Rey Bang Gigante Mutante
PROPMOVER_TXT_000602,Worm Veduque,Veduque Gusano
PROPMOVER_TXT_000604,Serus Uriel,Serus Uriel
PROPMOVER_TXT_000606,Vice Veduque,Veduque Cruel
PROPMOVER_TXT_000608,Brazenface Pukepuke,Pukepuke Descarado
PROPMOVER_TXT_000610,Heartless Bang,Bang Cruel
PROPMOVER_TXT_000612,Tough Rock Muscle,Rock Muscle Duro
PROPMOVER_TXT_000614,Flying Aibatt,Aibatt Volador
PROPMOVER_TXT_000616,Beast Mr. Pumpkin,Mr. Pumpkin Bruto
PROPMOVER_TXT_000618,Master Demian,Demian Maestro
PROPMOVER_TXT_000620,Master Keakoon,Keakoon Maestro
PROPMOVER_TXT_000622,Master Muffrin,Muffrin Maestro
PROPMOVER_TXT_000624,Info-Pang,Info-Pang
PROPMOVER_TXT_000626,Losha,Losha
PROPMOVER_TXT_000628,Boboku,Boboku
PROPMOVER_TXT_000630,Julia,Julia
PROPMOVER_TXT_000632,Lui,Lui
PROPMOVER_TXT_000634,Marche,Marche
PROPMOVER_TXT_000636,Bulrox,Bulrox
PROPMOVER_TXT_000638,Tina,Tina
PROPMOVER_TXT_000640,Karin,Karin
PROPMOVER_TXT_000642,Martin,Martin
PROPMOVER_TXT_000644,Bill,Bill
PROPMOVER_TXT_000646,Dwarpet,Enano
PROPMOVER_TXT_000648,Master Dwarpet,Enano Maestro
PROPMOVER_TXT_000650,Iblis,Iblis
PROPMOVER_TXT_000652,Shade,Shade
PROPMOVER_TXT_000654,Stima,Stima
PROPMOVER_TXT_000656,Phacham,Phacham
PROPMOVER_TXT_000658,Bubble,Bubble
PROPMOVER_TXT_000660,Rhine,Rhine
PROPMOVER_TXT_000662,Roocky,Roocky
PROPMOVER_TXT_000664,Ollien,Ollien
PROPMOVER_TXT_000666,Haven,Haven
PROPMOVER_TXT_000668,Chitller,Chitller
PROPMOVER_TXT_000670,Bolpor,Bolpor
PROPMOVER_TXT_000672,Almani,Almani
PROPMOVER_TXT_000674,Achaben,Achaben
PROPMOVER_TXT_000676,Eshylop,Eshylop
PROPMOVER_TXT_000678,Remine,Remine
PROPMOVER_TXT_000680,Unknown,Desconocido
PROPMOVER_TXT_000682,Agent,Agent
PROPMOVER_TXT_000684,Ancimys,Ancimys
PROPMOVER_TXT_000686,Guardian,Guardián
PROPMOVER_TXT_000688,Captain Guard,Capitán de la Guardia
PROPMOVER_TXT_000692,Venel Guardian,Guardián Venel
PROPMOVER_TXT_000694,Ren,Ren
PROPMOVER_TXT_000696,Rubo,Rubo
PROPMOVER_TXT_000698,Sisif,Sisif
PROPMOVER_TXT_000700,Shuraiture,Shuraiture
PROPMOVER_TXT_000702,Babari,Babari
PROPMOVER_TXT_000704,Chaner,Chaner
PROPMOVER_TXT_000706,Seido,Seido
PROPMOVER_TXT_000708,Red Bang Troupe Member,Miembro de los Bangs Rojos
PROPMOVER_TXT_000710,Emerald Mantis,Mantis Esmeralda
PROPMOVER_TXT_000712,Lord Bang Hanoyan,Señor Bang Hanoyan
PROPMOVER_TXT_000714,Member of the Violet Magician Troupe,Miembro de los Magos Violetas
PROPMOVER_TXT_000716,Master of the Violet Magician Troupe,Maestro de los Magos Violetas
PROPMOVER_TXT_000718,Grand Master of the Violet Magician Troupe,Gran Maestro de los Magos Violetas
PROPMOVER_TXT_000720,Red Bang Troupe Leader,Líder de los Bangs Rojos
PROPMOVER_TXT_000722,Lord Bang,Señor Bang
PROPMOVER_TXT_000724,Organigor,Organigor
PROPMOVER_TXT_000726,Gangard,Gangard
PROPMOVER_TXT_000728,Hadeseor,Hadeseor
PROPMOVER_TXT_000730,Santa,Santa
PROPMOVER_TXT_000732,Priest,Sacerdote
PROPMOVER_TXT_000734,Guard,Guardia
PROPMOVER_TXT_000736,Chaos Guard,Guardia del Caos
PROPMOVER_TXT_000738,Criminal Fefern,Fefern Criminal
PROPMOVER_TXT_000740,Criminal Wagsaac,Wagsaac Criminal
PROPMOVER_TXT_000742,Criminal Mr. Pumpkin,Mr. Pumpkin Criminal
PROPMOVER_TXT_000744,Criminal Giggle Box,Giggle Box Criminal
PROPMOVER_TXT_000746,Criminal Hobo,Hobo Criminal
PROPMOVER_TXT_000748,Criminal Cardpuppet,Cardpuppet Criminal
PROPMOVER_TXT_000750,Criminal Basque,Basque Criminal
PROPMOVER_TXT_000752,Criminal Leyena,Leyena Criminal
PROPMOVER_TXT_000754,Criminal Steel Knight,Steel Knight Criminal
PROPMOVER_TXT_000756,Criminal Volt,Volt Criminal
PROPMOVER_TXT_000758,Criminal Garbagespider,Garbagespider Criminal
PROPMOVER_TXT_000760,Criminal Greemong,Greemong Criminal
PROPMOVER_TXT_000762,Criminal Hoppre,Hoppre Criminal
PROPMOVER_TXT_000764,Criminal Iren,Iren Criminal
PROPMOVER_TXT_000766,Criminal Watangka,Watangka Criminal
PROPMOVER_TXT_000768,Criminal Luia,Luia Criminal
PROPMOVER_TXT_000770,Criminal Shuhamma,Shuhamma Criminal
PROPMOVER_TXT_000772,Criminal Glaphan,Glaphan Criminal
PROPMOVER_TXT_000774,Keakoon Worker,Trabajador Keakoon
PROPMOVER_TXT_000776,Keakoon Guard,Guardia Keakoon
PROPMOVER_TXT_000778,Keakoon Worker Leader,Trabajador Keakoon Líder
PROPMOVER_TXT_000780,Keakoon Guard Leader,Guardia Keakoon Líder
PROPMOVER_TXT_000782,Elite Keakoon Worker,Trabajador Keakoon de Élite
PROPMOVER_TXT_000784,Elite Keakoon Guard,Guardia Keakoon de Élite
PROPMOVER_TXT_000786,Elite Keakoon Worker Leader,Trabajador Keakoon de Élite Líder
PROPMOVER_TXT_000788,Elite Keakoon Guard Leader,Guardia Keakoon de Élite Líder
PROPMOVER_TXT_000790,Mutant Keakoon Worker,Trabajador Keakoon Mutante
PROPMOVER_TXT_000792,Mutant Keakoon Guard,Guardia Keakoon Mutante
PROPMOVER_TXT_000794,Mutant Keakoon Worker Leader,Trabajador Keakoon Mutante Líder
PROPMOVER_TXT_000796,Mutant Keakoon Guard Leader,Guardia Keakoon Mutante Líder
PROPMOVER_TXT_000798,Pink Roach,Roach Rosa
PROPMOVER_TXT_000800,Blue Roach,Roach Azul
PROPMOVER_TXT_000802,Pink Roach Queen,Reina Roach Rosa
PROPMOVER_TXT_000804,Blue Roach Queen,Reina Roach Azul
PROPMOVER_TXT_000806,Pink Roach Larva,Larva de Roach Rosa
PROPMOVER_TXT_000808,Blue Roach Larva,Larva de Roach Azul
PROPMOVER_TXT_000810,Green Trillipy,Trillipy Verde
PROPMOVER_TXT_000812,Hazardous Green Trillipy,Trillipy Verde Peligroso
PROPMOVER_TXT_000814,Violet Trillipy,Trillipy Violeta
PROPMOVER_TXT_000816,Hazardous Violet Trillipy,Trillipy Violeta Peligroso
PROPMOVER_TXT_000818,Blood Trillipy,Trillipy Sanguinario
PROPMOVER_TXT_000820,Hazardous Blood Trillipy,Trillipy Sanguinario Peligroso
PROPMOVER_TXT_000822,Chimeradon,Chimeradon
PROPMOVER_TXT_000824,Giant Chimeradon,Chimeradon Gigante
PROPMOVER_TXT_000826,Meteonyker,Meteonyker
PROPMOVER_TXT_000828,Baby Lawolf,Lawolf Bebé
PROPMOVER_TXT_000830,Baby Aibatt,Aibatt Bebé
PROPMOVER_TXT_000832,Baby Leyena,Leyena Bebé
PROPMOVER_TXT_000834,Baby Luia,Luia Bebé
PROPMOVER_TXT_000836,Kitty,Gatito
PROPMOVER_TXT_000838,Doggy,Perrito
PROPMOVER_TXT_000840,Ant Turtle,Peakyturtle Hormiga
PROPMOVER_TXT_000842,Hammer Kick,Jack the Hammer Pateador
PROPMOVER_TXT_000844,Big Muscle,Gran Muscle
PROPMOVER_TXT_000846,Krrr,Krrr
PROPMOVER_TXT_000848,Mushmoot,Mushmoot
PROPMOVER_TXT_000852,Beast Zombiger,Zombiger Bruto
PROPMOVER_TXT_000854,Lord Clockworks Alpha,Señor Clockworks Alpha
PROPMOVER_TXT_000856,Brigadier General Crumple,General de Brigada Crumple
PROPMOVER_TXT_000858,Lieutenant General Scythoid,Teniente General Scythoid
PROPMOVER_TXT_000860,Air Marshall Spiketail,Mariscal Aéreo Spiketail
PROPMOVER_TXT_000862,General Glyphaxz,General Glyphaxz
PROPMOVER_TXT_000866,Soccerball Angel,Ángel Pelota de Fútbol
PROPMOVER_TXT_000868,Kidler,Kidler
PROPMOVER_TXT_000870,Shacalpion,Shacalpion
PROPMOVER_TXT_000872,Hoiren,Hoiren
PROPMOVER_TXT_000874,Hunter X,Hunter X
PROPMOVER_TXT_000876,Kynsy,Kynsy
PROPMOVER_TXT_000878,Iblis Crasher,Aplastador de Iblis
PROPMOVER_TXT_000880,Iblis Poisoner,Envenenador de Iblis
PROPMOVER_TXT_000882,Iblis Wrecker,Demoledor de Iblis
PROPMOVER_TXT_000884,Iblis Destroyer,Destructor de Iblis
PROPMOVER_TXT_000886,Iblis Puppet,Marioneta de Iblis
PROPMOVER_TXT_000888,Iblis Thief,Ladrón de Iblis
PROPMOVER_TXT_000890,Iblis Guardian,Guardián de Iblis
PROPMOVER_TXT_000892,Iblis Quaker,Terragitador de Iblis
PROPMOVER_TXT_000894,Iblis Mushellizer,Triturador de Iblis
PROPMOVER_TXT_000896,Iblis Leanes,Adorador de Iblis
PROPMOVER_TXT_000898,Iblis Red Otem,Tótem de Iblis Rojo
PROPMOVER_TXT_000900,Iblis Black Otem,Tótem de Iblis Negro
PROPMOVER_TXT_000902,Iblis Boxter,Boxeador de Iblis
PROPMOVER_TXT_000904,Iblis Dandysher,Sirviente de Iblis
PROPMOVER_TXT_000906,Chitos,Chitos
PROPMOVER_TXT_000908,Clocks,Clocks
PROPMOVER_TXT_000910,Soldier Chimeradon,Chimeradon Soldado
