Key,English,Spanish
PROPITEM_TXT_000146,Tooring Axe,Hacha Desgarradora
PROPITEM_TXT_000148,Drone Axe,Hacha Zumbadora
PROPITEM_TXT_000150,Karm Axe,Hacha Karm
PROPITEM_TXT_000152,Proem Axe,Hacha Proem
PROPITEM_TXT_000154,Battle Axe,Hacha Batalla
PROPITEM_TXT_000156,Corin Axe,Hacha Corin
PROPITEM_TXT_000158,Action Axe,Hacha de Acción
PROPITEM_TXT_000160,Crow Axe,Hacha Cuervo
PROPITEM_TXT_000162,War Axe,Hacha de Guerra
PROPITEM_TXT_000164,Raptor Axe,Hacha Rapaz
PROPITEM_TXT_000166,Zailon Axe,Hacha Zailon
PROPITEM_TXT_000168,Berk Axe,Hacha Inútil
PROPITEM_TXT_000170,Forge Axe,Hacha Forjada
PROPITEM_TXT_000172,Ardalin Axe,Hacha Ardalin
PROPITEM_TXT_000174,Galaxy Axe,Hacha Galaxia
PROPITEM_TXT_000176,Dolphin Axe,Hacha Delfín
PROPITEM_TXT_000178,Ribten Axe,Hacha Ribeteada
PROPITEM_TXT_000180,Bonebar Axe,Hacha de Hueso
PROPITEM_TXT_000182,Cantess Axe,Hacha Cantess
PROPITEM_TXT_000184,Luxior Axe,Hacha Luxior
PROPITEM_TXT_000186,Stormpak Axe,Hacha Tormepak
PROPITEM_TXT_000188,Exhaust Axe,Hacha Exhaustiva
PROPITEM_TXT_000190,Needrek Axe,Hacha Necerek
PROPITEM_TXT_000192,Shakyfin Axe,Hacha Shakyfin
PROPITEM_TXT_000194,Phantege Axe,Hacha Fantasmagórica
PROPITEM_TXT_000196,Hitch Axe,Hacha de Enganche
PROPITEM_TXT_000198,Butterfly Axe,Hacha Mariposa
PROPITEM_TXT_000200,Catchy Axe,Hacha Pegadiza
PROPITEM_TXT_000202,Driff Axe,Hacha Goteadora
PROPITEM_TXT_000204,Fellpeed Axe,Hacha de Caída Rápida
PROPITEM_TXT_000206,Saintsail Axe,Hacha Vela Santa
PROPITEM_TXT_000208,Darcro Axe,Hacha Darcro
PROPITEM_TXT_000210,Flaper Axe,Hacha Flaper
PROPITEM_TXT_000212,Waturan Axe,Hacha Waturan
PROPITEM_TXT_000214,Witcher Axe,Hacha de Brujo
PROPITEM_TXT_000216,Lichiky Axe,Hacha Lichiky
PROPITEM_TXT_000218,Bastard Sword,Espada Bastarda
PROPITEM_TXT_000220,Two Handed Sword,Espada de Dos Manos
PROPITEM_TXT_000222,Darkonizer,Darkonizer
PROPITEM_TXT_000224,Adaptizer,Adaptizer
PROPITEM_TXT_000226,Zweigazer,Zweigazer
PROPITEM_TXT_000228,Kaleonizer,Kaleonizer
PROPITEM_TXT_000230,Gootnizer,Gootnizer
PROPITEM_TXT_000232,Hauntizer,Hauntizer
PROPITEM_TXT_000234,Clock Slayer,Clock Slayer
PROPITEM_TXT_000236,Two Handed Axe,Hacha de Dos Manos
PROPITEM_TXT_000238,Great Axe,Hacha Grande
PROPITEM_TXT_000240,Kergnition,Kergnition
PROPITEM_TXT_000242,Lurknition,Lurknition
PROPITEM_TXT_000244,Avnition,Avnition
PROPITEM_TXT_000246,Kanainition,Kanainition
PROPITEM_TXT_000248,Orcanition,Orcanition
PROPITEM_TXT_000250,Linition,Linition
PROPITEM_TXT_000252,Hardinition,Hardinition
PROPITEM_TXT_000254,May Stick,Vara May
PROPITEM_TXT_000256,Plim Stick,Vara Plim
PROPITEM_TXT_000258,Sirin Stick,Vara Sirin
PROPITEM_TXT_000260,Scull Stick,Vara Remo
PROPITEM_TXT_000262,Tim Stick,Vara Tim
PROPITEM_TXT_000264,Huey Stick,Vara Huey
PROPITEM_TXT_000266,Bopol Stick,Vara Bopol
PROPITEM_TXT_000268,Kudos Stick,Vara Gloriosa
PROPITEM_TXT_000270,Spim Stick,Vara Espiga
PROPITEM_TXT_000272,Sayram Stick,Vara Sayram
PROPITEM_TXT_000274,Pero Stick,Vara Pero
PROPITEM_TXT_000276,Saint Stick,Vara Santa
PROPITEM_TXT_000278,Gogo Stick,Vara Gogo
PROPITEM_TXT_000280,Flury Stick,Vara Flury
PROPITEM_TXT_000282,Gale Stick,Vara Vendaval
PROPITEM_TXT_000284,Ninegale Stick,Vara Nuevendaval
PROPITEM_TXT_000286,Zanne Stick,Vara Zanne
PROPITEM_TXT_000288,Mirth Stick,Vara Alegre
PROPITEM_TXT_000290,Hein Stick,Vara Hein
PROPITEM_TXT_000292,Sizzle Stick,Vara Chisporroteo
PROPITEM_TXT_000294,Peppermin Stick,Vara Menta
PROPITEM_TXT_000296,Sealine Stick,Vara Horizonte
PROPITEM_TXT_000298,Extreme Stick,Vara Extrema
PROPITEM_TXT_000300,Pinacle Stick,Vara Pinacular
PROPITEM_TXT_000302,Marple Stick,Vara Marple
PROPITEM_TXT_000304,Rave Stick,Vara Delirio
PROPITEM_TXT_000306,Cherry Stick,Vara Cereza
PROPITEM_TXT_000308,Fanta Stick,Vara Fanta
PROPITEM_TXT_000310,Fairmine Stick,Vara Explosiva
PROPITEM_TXT_000312,Moralemine Stick,Vara Detonadora
PROPITEM_TXT_000314,Shabere Stick,Vara Shabere
PROPITEM_TXT_000316,Shinewing Stick,Vara Ala Brillante
PROPITEM_TXT_000318,Requer Stick,Vara Requer
PROPITEM_TXT_000320,Shalow Stick,Vara Superficial
PROPITEM_TXT_000322,Morain Stick,Vara Morain
PROPITEM_TXT_000324,Prede Stick,Vara Prede
PROPITEM_TXT_000326,Pierlin Stick,Vara Pierlin
PROPITEM_TXT_000328,Leoss Stick,Vara Leoss
PROPITEM_TXT_000330,Labad Stick,Vara Labad
PROPITEM_TXT_000332,Forlas Stick,Vara Forlas
PROPITEM_TXT_000334,Vailem Stick,Vara Vailem
PROPITEM_TXT_000336,Shait Stick,Vara Shait
PROPITEM_TXT_000338,Maret Stick,Vara Maret
PROPITEM_TXT_000340,Garlain Stick,Vara Garlain
PROPITEM_TXT_000342,Glass Wand,Varita de Vidrio
PROPITEM_TXT_000344,Seal Wand,Varita Sellada
PROPITEM_TXT_000346,Crystal Wand,Varita de Cristal
PROPITEM_TXT_000348,Cubic Wand,Varita Cubica
PROPITEM_TXT_000350,Pearl Wand,Varita de Perla
PROPITEM_TXT_000352,Epi Wand,Varita Epi
PROPITEM_TXT_000354,Topaz Wand,Varita de Topacio
PROPITEM_TXT_000356,Niz Wand,Varita Niz
PROPITEM_TXT_000358,Catseye Wand,Varita Ojo de Gato
PROPITEM_TXT_000360,Ruby Wand,Varita de Rubí
PROPITEM_TXT_000362,Bloody Wand,Varita Sanguinaria
PROPITEM_TXT_000364,Kalis Wand,Varita Kalis
PROPITEM_TXT_000366,Merr Wand,Varita Merr
PROPITEM_TXT_000368,Poly Wand,Varita Poly
PROPITEM_TXT_000370,Aurora Wand,Varita Aurora
PROPITEM_TXT_000372,Mekerhill Wand,Varita Mecolina
PROPITEM_TXT_000374,Opel Wand,Varita Opel
PROPITEM_TXT_000376,Naz Wand,Varita Naz
PROPITEM_TXT_000378,Misty Wand,Varita Brumosa
PROPITEM_TXT_000380,Zerem Wand,Varita Zerem
PROPITEM_TXT_000382,Rainbow Wand,Varita Arcoíris
PROPITEM_TXT_000384,Bluebow Wand,Varita Arcoazul
PROPITEM_TXT_000386,Zyme Wand,Varita Zyme
PROPITEM_TXT_000388,Splhail Wand,Varita de Granizo
PROPITEM_TXT_000390,Illusion Wand,Varita Ilusión
PROPITEM_TXT_000392,Mirage Wand,Varita Espejismo
PROPITEM_TXT_000394,Flupim Wand,Varita Flupim
PROPITEM_TXT_000396,Aris Wand,Varita Aris
PROPITEM_TXT_000398,Divine Wand,Varita Divina
PROPITEM_TXT_000400,Moira Wand,Varita Moira
PROPITEM_TXT_000402,Neplus Wand,Varita Neplus
PROPITEM_TXT_000404,Arcadia Wand,Varita Arcadia
PROPITEM_TXT_000406,Tripale Wand,Varita Triple
PROPITEM_TXT_000408,Taris Wand,Varita Taris
PROPITEM_TXT_000410,Eruld Wand,Varita Eruld
PROPITEM_TXT_000412,Jalate Wand,Varita Jalate
PROPITEM_TXT_000414,Rismil Wand,Varita Rismil
PROPITEM_TXT_000416,Kroril Wand,Varita Kroril
PROPITEM_TXT_000418,Facus Wand,Varita Facus
PROPITEM_TXT_000420,Rekis Wand,Varita Rekis
PROPITEM_TXT_000422,Blackwish Wand,Varita Deseoscuro
PROPITEM_TXT_000424,Daris Wand,Varita Daris
PROPITEM_TXT_000426,Hollaten Wand,Varita Hollaten
PROPITEM_TXT_000428,Lorai Wand,Varita Lorai
PROPITEM_TXT_000430,Cron Staff,Bastón Cron
PROPITEM_TXT_000432,Mile Staff,Bastón Milla
PROPITEM_TXT_000434,Sailwing Staff,Bastón Ala de Vela
PROPITEM_TXT_000436,Nile Staff,Bastón Nilo
PROPITEM_TXT_000438,Id Staff,Bastón de Identidad
PROPITEM_TXT_000440,Inner Staff,Bastón Interno
PROPITEM_TXT_000442,Seer Staff,Bastón de Vidente
PROPITEM_TXT_000444,Herald Staff,Bastón de Heraldo
PROPITEM_TXT_000446,Ego Staff,Bastón del Ego
PROPITEM_TXT_000448,Addself Staff,Bastón de Agregarse
PROPITEM_TXT_000450,Sorain Staff,Bastón Sorain
PROPITEM_TXT_000452,Sign Staff,Bastón Signo
PROPITEM_TXT_000454,Spector Staff,Bastón de Espectro
PROPITEM_TXT_000456,Ignis Staff,Bastón Encendido
PROPITEM_TXT_000458,Jessy Staff,Bastón Jessy
PROPITEM_TXT_000460,Teba Staff,Bastón Teba
PROPITEM_TXT_000462,Cosmo Staff,Bastón Cósmico
PROPITEM_TXT_000464,Sline Staff,Bastón Sline
PROPITEM_TXT_000466,Waterpool Staff,Bastón de Piscina
PROPITEM_TXT_000468,Starwheel Staff,Bastón Círculo Estelar
PROPITEM_TXT_000470,Olin Staff,Bastón Olin
PROPITEM_TXT_000472,Karzam Staff,Bastón Karzam
PROPITEM_TXT_000474,Wiz Staff,Bastón Zumbador
PROPITEM_TXT_000476,Astrol Staff,Bastón Astral
PROPITEM_TXT_000478,Bishapo Staff,Bastón de Obispo
PROPITEM_TXT_000480,Sheikane Staff,Bastón Sheikane
PROPITEM_TXT_000482,Guadfoll Staff,Bastón Guadfoll
PROPITEM_TXT_000484,Twenkeen Staff,Bastón Afilado
PROPITEM_TXT_000486,Florel Staff,Bastón Florel
PROPITEM_TXT_000488,Ruofl Staff,Bastón Ruofl
PROPITEM_TXT_000490,Birdin Staff,Bastón Alado
PROPITEM_TXT_000492,Featherwing Staff,Bastón Emplumado
PROPITEM_TXT_000494,Crossek Staff,Bastón Cruzado
PROPITEM_TXT_000496,Holyous Staff,Bastón Santo
PROPITEM_TXT_000498,Mazerior Staff,Bastón Mazerior
PROPITEM_TXT_000500,Portel Staff,Bastón de Portales
PROPITEM_TXT_000502,Darkhild Staff,Bastón Tenebroso
PROPITEM_TXT_000504,Mariner Staff,Bastón de Marinero
PROPITEM_TXT_000506,Hexagon Staff,Bastón Hexagonal
PROPITEM_TXT_000508,Remodic Staff,Bastón Remodic
PROPITEM_TXT_000510,Fairel Staff,Bastón Justiciero
PROPITEM_TXT_000512,Elfyren Staff,Bastón de Elfo
PROPITEM_TXT_000514,Angeliker Staff,Bastón de Ángel
PROPITEM_TXT_000516,Fosharpen Staff,Bastón Agudizado
PROPITEM_TXT_000518,Cram Knuckle,Nudillos Atestadores
PROPITEM_TXT_000520,Overam Knuckle,Nudillos Superiores
PROPITEM_TXT_000522,Speck Knuckle,Nudillos de Partículas
PROPITEM_TXT_000524,Sardine Knuckle,Nudillos Sardina
PROPITEM_TXT_000526,Beetle Knuckle,Nudillos Escarabajo
PROPITEM_TXT_000528,Twit Knuckle,Nudillos de Estafermo
PROPITEM_TXT_000530,Sledge Knuckle,Nudillos de Trineo
PROPITEM_TXT_000532,Xeno Knuckle,Nudillos Xeno
PROPITEM_TXT_000534,Spike Knuckle,Nudillos de Clavos
PROPITEM_TXT_000536,Side Knuckle,Nudillos Laterales
PROPITEM_TXT_000538,Mega Knuckle,Nudillos Mega
PROPITEM_TXT_000540,Talin Knuckle,Nudillos Talin
PROPITEM_TXT_000542,Wedge Knuckle,Nudillos de Cuña
PROPITEM_TXT_000544,Rigor Knuckle,Nudillos Rigor
PROPITEM_TXT_000546,Robin Knuckle,Nudillos Robin
PROPITEM_TXT_000548,Rampart Knuckle,Nudillos Amurallados
PROPITEM_TXT_000550,Trocal Knuckle,Nudillos Trocal
PROPITEM_TXT_000552,Revenant Knuckle,Nudillos Renacidos
PROPITEM_TXT_000554,Shark Knuckle,Nudillos de Tiburón
PROPITEM_TXT_000556,Marvel Knuckle,Nudillos Maravillosos
PROPITEM_TXT_000558,Splin Knuckle,Nudillos de Férula
PROPITEM_TXT_000560,Overpass Knuckle,Nudillos de Superación
PROPITEM_TXT_000562,Azuma Knuckle,Nudillos Azuma
PROPITEM_TXT_000564,Gravity Knuckle,Nudillos Gravitatorios
PROPITEM_TXT_000566,Scalemer Knuckle,Nudillos de Escalada
PROPITEM_TXT_000568,Corean Knuckle,Nudillos Coreanos
PROPITEM_TXT_000570,Redornfit Knuckle,Nudillos Remodelados
PROPITEM_TXT_000572,Fistomber Knuckle,Nudillos de Fisguero
PROPITEM_TXT_000574,Samuren Knuckle,Nudillos Samuren
PROPITEM_TXT_000576,Edoren Knuckle,Nudillos Edoren
PROPITEM_TXT_000578,Necrynzi Knuckle,Nudillos Necrynzi
PROPITEM_TXT_000580,Skellock Knuckle,Nudillos de Esqueleto
PROPITEM_TXT_000582,Crossail Knuckle,Nudillos de Crucero
PROPITEM_TXT_000584,Goldross Knuckle,Nudillos Dorados
PROPITEM_TXT_000586,Clawreen Knuckle,Nudillos de Garra Verde
PROPITEM_TXT_000588,Blesever Knuckle,Nudillos Benditos
PROPITEM_TXT_000590,Crecendo Knuckle,Nudillos Crecendo
PROPITEM_TXT_000592,Muncuto Knuckle,Nudillos Muncuto
PROPITEM_TXT_000594,Violeker Knuckle,Nudillos Violeker
PROPITEM_TXT_000596,Federhorn Knuckle,Nudillos Plucuerno
PROPITEM_TXT_000598,Metilver Knuckle,Nudillos Metilver
PROPITEM_TXT_000600,Knighteel Knuckle,Nudillos de Caballero
PROPITEM_TXT_000602,Blarmor Knuckle,Nudillos Blarmor
PROPITEM_TXT_000604,Lordorbl Knuckle,Nudillos Señoriales
PROPITEM_TXT_000606,Iron Yo-Yo,Yo-Yo de Hierro
PROPITEM_TXT_000608,Itun,Itun
PROPITEM_TXT_000610,Sleeper,Durmiente
PROPITEM_TXT_000612,Slepint,Entumecedor
PROPITEM_TXT_000614,Cleeper,Cleeper
PROPITEM_TXT_000616,Client,Cliente
PROPITEM_TXT_000618,Tri Finger,Tres Dedos
PROPITEM_TXT_000620,Tensu,Tensu
PROPITEM_TXT_000622,Imperial,Imperial
PROPITEM_TXT_000624,Emporer,Emperador
PROPITEM_TXT_000626,Death Flower,Flor Mortífera
PROPITEM_TXT_000628,Dicein,Dicein
PROPITEM_TXT_000630,Hyper Mirage,Espejismo
PROPITEM_TXT_000632,Miragle,Milagro
PROPITEM_TXT_000634,Fethertin Yo-Yo,Yo-Yo Emplumado
PROPITEM_TXT_000636,Ridener,Viajante
PROPITEM_TXT_000638,Free Hand,Vía Libre
PROPITEM_TXT_000640,Firee,Encendedor
PROPITEM_TXT_000642,Hyper Impulse,Hiper Impulso
PROPITEM_TXT_000644,Immote,Immote
PROPITEM_TXT_000646,Stealth Brain,Cerebro Sigiloso
PROPITEM_TXT_000648,Stencil,Plantilla
PROPITEM_TXT_000650,Red Eye,Ojo Rojo
PROPITEM_TXT_000652,Repoyit,Reembolsador
PROPITEM_TXT_000654,Gold Bug,Insecto Dorado
PROPITEM_TXT_000656,Gelonde,Gelonde
PROPITEM_TXT_000658,Wing Force,Fuerza Alada
PROPITEM_TXT_000660,Wingfull,Alado
PROPITEM_TXT_000662,Aqua Breath,Aliento Acuático
PROPITEM_TXT_000664,Anakun,Anakun
PROPITEM_TXT_000666,Circle Sica,Circulo Sica
PROPITEM_TXT_000668,Circern,Circundador
PROPITEM_TXT_000670,Mirage Hander,Manipulador de Espejismos
PROPITEM_TXT_000672,Mishend,Objetivo Final
PROPITEM_TXT_000674,Sharpne Sling,Eslinga Afilada
PROPITEM_TXT_000676,Slinfes,Enlazador
PROPITEM_TXT_000678,Aranet,Aranet
PROPITEM_TXT_000680,Akane,Akane
PROPITEM_TXT_000682,Clipeus,Clipeus
PROPITEM_TXT_000684,Clantob,Clantob
PROPITEM_TXT_000686,Eclipse,Eclipse
PROPITEM_TXT_000688,Enaphoon,Afonador
PROPITEM_TXT_000690,Corsesca,Justiciero
PROPITEM_TXT_000692,Coroner,Primer Juez
PROPITEM_TXT_000694,Wooden Bow,Arco de Madera
PROPITEM_TXT_000696,Woodness Bow,Arco de Rama
PROPITEM_TXT_000698,Green Bow,Arco Verde
PROPITEM_TXT_000700,Greentin Bow,Arco Verdoso
PROPITEM_TXT_000702,Stinger Bow,Arco Aguijón
PROPITEM_TXT_000704,Stienger Bow,Arco Puntiagudo
PROPITEM_TXT_000706,Classic Bow,Arco Clásico
PROPITEM_TXT_000708,Clasemit Bow,Arco Clasista
PROPITEM_TXT_000710,Redwing Bow,Arco de Ala Roja
PROPITEM_TXT_000712,Redianer Bow,Arco Rojizo
PROPITEM_TXT_000714,Crystal Bow,Arco de Cristal
PROPITEM_TXT_000716,Cristia Bow,Arco Cristalizado
PROPITEM_TXT_000718,Iron Bow,Arco de Hierro
PROPITEM_TXT_000720,Irun Bow,Arco Irun
PROPITEM_TXT_000722,Layered Bow,Arco Multicapa
PROPITEM_TXT_000724,Refometi Bow,Arco Reformado
PROPITEM_TXT_000726,Crusader Bow,Arco Cruzado
PROPITEM_TXT_000728,Curusier Bow,Arco de Viajero
PROPITEM_TXT_000730,Siege Bow,Arco de Asedio
PROPITEM_TXT_000732,Siggers Bow,Arco de Batalla
PROPITEM_TXT_000734,Full Metal Bow,Arco Metalizado
PROPITEM_TXT_000736,Fullarch Bow,Arco Completo
PROPITEM_TXT_000738,Sentinel Bow,Arco de Centinela
PROPITEM_TXT_000740,Setien Bow,Arco Setien
PROPITEM_TXT_000742,Velinjack Bow,Arco Velinjack
PROPITEM_TXT_000744,Varife Bow,Arco Varife
PROPITEM_TXT_000746,Darkness bow,Arco Oscuro
PROPITEM_TXT_000748,Defnan Bow,Arco Defnan
PROPITEM_TXT_000750,Hydra Bow,Arco Hydra
PROPITEM_TXT_000752,Hydron Bow,Arco Hydron
PROPITEM_TXT_000754,Saint Bow,Arco Santo
PROPITEM_TXT_000756,Cenatin Bow,Arco Cenatin
PROPITEM_TXT_000758,Ciclone Bow,Arco Ciclón
PROPITEM_TXT_000760,Cyron Bow,Arco Cyron
PROPITEM_TXT_000762,Saythpair Bow,Arco Emparejador
PROPITEM_TXT_000764,Sionic Bow,Arco Sónico
PROPITEM_TXT_000766,Ragonail Bow,Arco Uña de Dragon
PROPITEM_TXT_000768,Regen Bow,Arco de Regeneración
PROPITEM_TXT_000770,Phionix Bow,Arco de Fénix
PROPITEM_TXT_000772,Fiont Bow,Arco Fiont
PROPITEM_TXT_000774,Brikiel Bow,Arco Brikiel
PROPITEM_TXT_000776,Brouton Bow,Arco Brouton
PROPITEM_TXT_000778,Seintibine Bow,Arco Santivino
PROPITEM_TXT_000780,Sevoy Bow,Arco Sevoy
PROPITEM_TXT_000782,Pike Helmet,Casco Pike
PROPITEM_TXT_000784,Silk Helmet,Casco Silk
PROPITEM_TXT_000786,Iner Helmet,Casco Iner
PROPITEM_TXT_000788,Rose Helmet,Casco Rose
PROPITEM_TXT_000790,Cotton Suit,Traje Cotton
PROPITEM_TXT_000792,Pike Suit,Traje Pike
PROPITEM_TXT_000794,Iner Suit,Traje Iner
PROPITEM_TXT_000796,Cream Suit,Traje Cream
PROPITEM_TXT_000798,Silk Suit,Traje Silk
PROPITEM_TXT_000800,Rose Suit,Traje Rose
PROPITEM_TXT_000802,Cotton Gauntlets,Guanteletes de Algodón
PROPITEM_TXT_000804,Pike Gauntlets,Guanteletes de Lucio
PROPITEM_TXT_000806,Iner Gauntlets,Guanteletes Iner
PROPITEM_TXT_000808,Cream Gauntlets,Guanteletes Crema
PROPITEM_TXT_000810,Silk Gauntlets,Guanteletes de Seda
PROPITEM_TXT_000812,Rose Gauntlets,Guanteletes Rosa
PROPITEM_TXT_000814,Cotton Boots,Botas Cotton
PROPITEM_TXT_000816,Pike Boots,Botas Pike
PROPITEM_TXT_000818,Iner Boots,Botas Iner
PROPITEM_TXT_000820,Cream Boots,Botas Cream
PROPITEM_TXT_000822,Silk Boots,Botas Silk
PROPITEM_TXT_000824,Rose Boots,Botas Rose
PROPITEM_TXT_000826,Leaf Helmet,Casco Leaf
PROPITEM_TXT_000828,Leaf Suit,Traje Leaf
PROPITEM_TXT_000830,Leaf Gauntlets,Guanteletes Hoja
PROPITEM_TXT_000832,Leaf Boots,Botas Leaf
PROPITEM_TXT_000834,Parmil Helmet,Casco Parmil
PROPITEM_TXT_000836,Parmil Suit,Traje Parmil
PROPITEM_TXT_000838,Parmil Gauntlets,Guanteletes Parmil
PROPITEM_TXT_000840,Parmil Boots,Botas Parmil
PROPITEM_TXT_000842,Flower Helmet,Casco Flower
PROPITEM_TXT_000844,Flower Suit,Traje Flower
PROPITEM_TXT_000846,Flower Gauntlets,Guanteletes Flor
PROPITEM_TXT_000848,Flower Boots,Botas Flower
PROPITEM_TXT_000850,Petal Helmet,Casco Petal
PROPITEM_TXT_000852,Petal Suit,Traje Petal
PROPITEM_TXT_000854,Petal Gauntlets,Guanteletes Pétalo
PROPITEM_TXT_000856,Petal Boots,Botas Petal
PROPITEM_TXT_000858,Stinger Helmet,Casco Stinger
PROPITEM_TXT_000860,Stinger Suit,Traje Stinger
PROPITEM_TXT_000862,Stinger Gauntlets,Guanteletes Aguijón
PROPITEM_TXT_000864,Stinger Boots,Botas Stinger
PROPITEM_TXT_000866,Slepint Helmet,Casco Slepint
PROPITEM_TXT_000868,Slepint Suit,Traje Slepint
PROPITEM_TXT_000870,Slepint Gauntlets,Guanteletes de Dormir
PROPITEM_TXT_000872,Slepint Boots,Botas Slepint
PROPITEM_TXT_000874,Curus Helmet,Casco Curus
PROPITEM_TXT_000876,Curus Suit,Traje Curus
PROPITEM_TXT_000878,Curus Gauntlets,Guanteletes Curus
PROPITEM_TXT_000880,Curus Boots,Botas Curus
PROPITEM_TXT_000882,Sardine Helmet,Casco Sardine
PROPITEM_TXT_000884,Sardine Suit,Traje Sardine
PROPITEM_TXT_000886,Sardine Gauntlets,Guanteletes Sardina
PROPITEM_TXT_000888,Sardine Boots,Botas Sardine
PROPITEM_TXT_000890,Niz Helmet,Casco Niz
PROPITEM_TXT_000892,Niz Suit,Traje Niz
PROPITEM_TXT_000894,Niz Gauntlets,Guanteletes Niz
PROPITEM_TXT_000896,Niz Boots,Botas Niz
PROPITEM_TXT_000898,Seer Helmet,Casco Seer
PROPITEM_TXT_000900,Seer Suit,Traje Seer
PROPITEM_TXT_000902,Seer Gauntlets,Guanteletes Vidente
PROPITEM_TXT_000904,Seer Boots,Botas Seer
PROPITEM_TXT_000906,Cylos Helmet,Casco Cylos
PROPITEM_TXT_000908,Cylos Suit,Traje Cylos
PROPITEM_TXT_000910,Cylos Gauntlets,Guanteletes Cilos
PROPITEM_TXT_000912,Cylos Boots,Botas Cylos
PROPITEM_TXT_000914,Comet Helmet,Casco Comet
PROPITEM_TXT_000916,Comet Suit,Traje Comet
PROPITEM_TXT_000918,Comet Gauntlets,Guanteletes Cometa
