Key,English,Spanish
PROPITEMETC_INC_000163,PvP Obsidian Cruentus Set,Equipo Cruentus Obsidiana
PROPITEMETC_INC_000164,PvP Obsidian Cruenta Set,Equipo Cruenta Obsidiana
PROPITEMETC_INC_000165,PvP Obsidian Noctis Set,Equipo Noctis Obsidiana
PROPITEMETC_INC_000166,PvP Obsidian Nox Set,Equipo Nox Obsidiana
PROPITEMETC_INC_000167,PvP Obsidian Velox Set,Equipo Velox Obsidiana
PROPITEMETC_INC_000168,PvP Obsidian Valentis Set,Equipo Valentis Obsidiana
PROPITEMETC_INC_000169,PvP Obsidian Acer Set,Equipo Acer Obsidiana
PROPITEMETC_INC_000170,PvP Obsidian Acris Set,Equipo Acris Obsidiana
PROPITEMETC_INC_000171,PvP Obsidian Revenio Set,Equipo Revenio Obsidiana
PROPITEMETC_INC_000172,PvP Obsidian Revenis Set,Equipo Revenis Obsidiana
PROPITEMETC_INC_000173,PvP Obsidian Grim Set,Equipo Grim Obsidiana
PROPITEMETC_INC_000174,PvP Obsidian Gravis Set,Equipo Gravis Obsidiana
PROPITEMETC_INC_000175,PvP Obsidian Twilight Set,Equipo Crepúsculo Obsidiana
PROPITEMETC_INC_000176,PvP Obsidian Eclipse Set,Equipo Eclipse Obsidiana
PROPITEMETC_INC_000177,PvP Obsidian Nanemvis Set,Equipo Nanemvis Obsidiana
PROPITEMETC_INC_000178,PvP Obsidian Namavis Set,Equipo Namavis Obsidiana
PROPITEMETC_INC_000179,Cryro Set,Equipo Criogénico
PROPITEMETC_INC_000180,Cyrent Set,Equipo Cyrent
PROPITEMETC_INC_000181,Forrben Set,Equipo Forrben
PROPITEMETC_INC_000182,Forrain Set,Equipo Forrain
PROPITEMETC_INC_000183,Naneon Set,Equipo Naneon
PROPITEMETC_INC_000184,Nanex Set,Equipo Nanex
PROPITEMETC_INC_000185,Vizes Set,Equipo Vizes
PROPITEMETC_INC_000186,Vizith Set,Equipo Vizith
PROPITEMETC_INC_000187,Keinos Set,Equipo Keinos
PROPITEMETC_INC_000188,Keisan Set,Equipo Keisan
PROPITEMETC_INC_000189,Ouken Set,Equipo Ouken
PROPITEMETC_INC_000190,Oukest Set,Equipo Oukest
PROPITEMETC_INC_000191,Peinn Set,Equipo Peinn
PROPITEMETC_INC_000192,Penel Set,Equipo Penel
PROPITEMETC_INC_000193,Quinox Set,Equipo Quinox
PROPITEMETC_INC_000194,Quition Set,Equipo Quition
PROPITEMETC_INC_000195,FWC Golden Cryro Set,Equipo Criogénico Dorado FWC
PROPITEMETC_INC_000196,FWC Golden Cyrent Set,Equipo Cirent Dorado FWC
PROPITEMETC_INC_000197,FWC Golden Forrben Set,Equipo Forrben Dorado FWC
PROPITEMETC_INC_000198,FWC Golden Forrain Set,Equipo Forrain Dorado FWC
PROPITEMETC_INC_000199,FWC Golden Naneon Set,Equipo Naneon Dorado FWC
PROPITEMETC_INC_000200,FWC Golden Nanex Set,Equipo Nanex Dorado FWC
PROPITEMETC_INC_000201,FWC Golden Vizes Set,Equipo Vizes Dorado FWC
PROPITEMETC_INC_000202,FWC Golden Vizith Set,Equipo Vizith Dorado FWC
PROPITEMETC_INC_000203,FWC Golden Keinos Set,Equipo Keinos Dorado FWC
PROPITEMETC_INC_000204,FWC Golden Keisan Set,Equipo Keisan Dorado FWC
PROPITEMETC_INC_000205,FWC Golden Ouken Set,Equipo Ouken Dorado FWC
PROPITEMETC_INC_000206,FWC Golden Oukest Set,Equipo Oukest Dorado FWC
PROPITEMETC_INC_000207,FWC Golden Peinn Set,Equipo Peinn Dorado FWC
PROPITEMETC_INC_000208,FWC Golden Penel Set,Equipo Penel Dorado FWC
PROPITEMETC_INC_000209,FWC Golden Quinox Set,Equipo Quinox Dorado FWC
PROPITEMETC_INC_000210,FWC Golden Quition Set,Equipo Quition Dorado FWC
PROPITEMETC_INC_000211,Warbringer's Set,Equipo Belisario
PROPITEMETC_INC_000212,Sentinel's Set,Equipo Centinela
PROPITEMETC_INC_000213,Spellweaver's Set,Equipo Tejehechizos
PROPITEMETC_INC_000214,Hawkeye's Set,Equipo Ojo de Halcón
PROPITEMETC_INC_000215,Champion's Set,Equipo Campeón
PROPITEMETC_INC_000216,Defender's Set,Equipo Defensor
PROPITEMETC_INC_000217,Adept's Set,Equipo Adepto
PROPITEMETC_INC_000218,Marksman's Set,Equipo Tirador Escondido
PROPITEMETC_INC_000288,Manebound Set,Equipo Melena
PROPITEMETC_INC_000289,Manetress Set,Equipo Manetress
PROPITEMETC_INC_000290,Lycanith Set,Equipo Licanito
PROPITEMETC_INC_000291,Lyceris Set,Equipo Lyceris
PROPITEMETC_INC_000292,Wingwalker Set,Equipo Caminante Alado
PROPITEMETC_INC_000293,Wingwander Set,Equipo Viajero Alado
PROPITEMETC_INC_000294,Fennith Set,Equipo Fennith
PROPITEMETC_INC_000295,Fennia Set,Equipo Fennia
PROPITEMETC_INC_000296,Luminis Set,Equipo Luminis
PROPITEMETC_INC_000297,Luminia Set,Equipo Luminia
PROPITEMETC_INC_000298,Tigraknar Set,Equipo Tigraknar
PROPITEMETC_INC_000299,Tigressa Set,Equipo Tigressa
PROPITEMETC_INC_000300,Primamind Set,Equipo Primamind
PROPITEMETC_INC_000301,Primalix Set,Equipo Primalix
PROPITEMETC_INC_000302,Drakorin Set,Equipo Drakorin
PROPITEMETC_INC_000303,Drakoria Set,Equipo Drakoria
PROPITEMETC_INC_000304,Bileire Set,Equipo Bileire
PROPITEMETC_INC_000305,Bilari Set,Equipo Bilari
PROPITEMETC_INC_000306,Heraud Set,Equipo Heraud
PROPITEMETC_INC_000307,Herainn Set,Equipo Herainn
PROPITEMETC_INC_000308,Curio Set,Equipo Curio
PROPITEMETC_INC_000309,Curena Set,Equipo Curena
PROPITEMETC_INC_000310,Hainure Set,Equipo Hainure
PROPITEMETC_INC_000311,Hanira Set,Equipo Hanira
PROPITEMETC_INC_000312,Reine Set,Equipo Reine
PROPITEMETC_INC_000313,Rayne Set,Equipo Rayne
PROPITEMETC_INC_000314,Roenier Set,Equipo Roenier
PROPITEMETC_INC_000315,Roelayne Set,Equipo Roelayne
PROPITEMETC_INC_000316,Reffiro Set,Equipo Reffiro
PROPITEMETC_INC_000317,Rephira Set,Equipo Rephira
PROPITEMETC_INC_000318,Lippin Set,Equipo Lippin
PROPITEMETC_INC_000319,Lypine Set,Equipo Lypine
PROPITEMETC_INC_000320,FWC Golden Bileire Set,Conjunto Bileire dorado FWC
PROPITEMETC_INC_000321,FWC Golden Bilari Set,Conjunto Bilari dorado FWC
PROPITEMETC_INC_000322,FWC Golden Heraud Set,Conjunto Heraud dorado FWC
PROPITEMETC_INC_000323,FWC Golden Herainn Set,Conjunto Herainn dorado FWC
PROPITEMETC_INC_000324,FWC Golden Curio Set,Conjunto Curio dorado FWC
PROPITEMETC_INC_000325,FWC Golden Curena Set,Conjunto Curena dorado FWC
PROPITEMETC_INC_000326,FWC Golden Hainure Set,Conjunto Hainure dorado FWC
PROPITEMETC_INC_000327,FWC Golden Hanira Set,Conjunto Hanira dorado FWC
PROPITEMETC_INC_000328,FWC Golden Reine Set,Conjunto Reine dorado FWC
PROPITEMETC_INC_000329,FWC Golden Rayne Set,Conjunto Rayne dorado FWC
PROPITEMETC_INC_000330,FWC Golden Roenier Set,Conjunto Roenier dorado FWC
PROPITEMETC_INC_000331,FWC Golden Roelayne Set,Conjunto Roelayne dorado FWC
PROPITEMETC_INC_000332,FWC Golden Reffiro Set,Conjunto Reffiro dorado FWC
PROPITEMETC_INC_000333,FWC Golden Rephira Set,Conjunto Rephira dorado FWC
PROPITEMETC_INC_000334,FWC Golden Lippin Set,Conjunto Lippin dorado FWC
PROPITEMETC_INC_000335,FWC Golden Lypine Set,Conjunto Lypine dorado FWC
PROPITEMETC_INC_000336,FWC 2025 Bloody Death Messenger’s Set (Winners),Conjunto de mensajero de la muerte sangriento FWC 2025 (Ganadores)
PROPITEMETC_INC_000337,FWC 2025 Golden Death Messenger’s Set (Finalists),Conjunto de mensajero de la muerte dorado FWC 2025 (Finalistas)
PROPITEMETC_INC_000338,Runthiel Set,Conjunto Runthiel
PROPITEMETC_INC_000339,Runthien Set,Conjunto Runthien
PROPITEMETC_INC_000340,Rethanor Set,Conjunto Rethanor
PROPITEMETC_INC_000341,Rethanar Set,Conjunto Rethanar
PROPITEMETC_INC_000342,Zendric Set,Conjunto Zendric
PROPITEMETC_INC_000343,Zendricar Set,Conjunto Zendricar
PROPITEMETC_INC_000344,Khorviel Set,Conjunto Khorviel
PROPITEMETC_INC_000345,Khorvien Set,Conjunto Khorvien
PROPITEMETC_INC_000346,Zaythor Set,Conjunto Zaythor
PROPITEMETC_INC_000347,Zaythar Set,Conjunto Zaythar
PROPITEMETC_INC_000348,Vornithic Set,Conjunto Vornithic
PROPITEMETC_INC_000349,Vornithicar Set,Conjunto Vornithicar
PROPITEMETC_INC_000350,Dornith Set,Conjunto Dornith
PROPITEMETC_INC_000351,Dornyth Set,Conjunto Dornyth
PROPITEMETC_INC_000352,Quostrel Set,Conjunto Quostrel
PROPITEMETC_INC_000353,Quostren Set,Conjunto Quostren
PROPITEMETC_INC_000354,Chyrelle Set,Conjunto Chyrelle
PROPITEMETC_INC_000355,Chyrella Set,Conjunto Chyrella
PROPITEMETC_INC_000356,Noltrave Set,Conjunto Noltrave
PROPITEMETC_INC_000357,Noltrava Set,Conjunto Noltrava
PROPITEMETC_INC_000358,Frodral Set,Conjunto Frodral
PROPITEMETC_INC_000359,Frodrel Set,Conjunto Frodrel
PROPITEMETC_INC_000360,Treviron Set,Conjunto Treviron
PROPITEMETC_INC_000361,Treviran Set,Conjunto Treviran
PROPITEMETC_INC_000362,Lenvire Set,Conjunto Lenvire
PROPITEMETC_INC_000363,Lenvira Set,Conjunto Lenvira
PROPITEMETC_INC_000364,Ordelin Set,Conjunto Ordelin
PROPITEMETC_INC_000365,Ordelyn Set,Conjunto Ordelyn
PROPITEMETC_INC_000366,Tracien Set,Conjunto Tracien
PROPITEMETC_INC_000367,Tracior Set,Conjunto Tracior
PROPITEMETC_INC_000368,Lorvenic Set,Conjunto Lorvenic
PROPITEMETC_INC_000369,Lorvenicar Set,Conjunto Lorvenicar
PROPITEMETC_INC_000370,Etranor Set,Conjunto Etranor
PROPITEMETC_INC_000371,Etranar Set,Conjunto Etranar
PROPITEMETC_INC_000372,Lyzarel Set,Conjunto Lyzarel
PROPITEMETC_INC_000373,Lyzaren Set,Conjunto Lyzaren
PROPITEMETC_INC_000374,Exiran Set,Conjunto Exiran
PROPITEMETC_INC_000375,Exiren Set,Conjunto Exiren
PROPITEMETC_INC_000376,Haskrel Set,Conjunto Haskrel
PROPITEMETC_INC_000377,Haskren Set,Conjunto Haskren
PROPITEMETC_INC_000378,Kevric Set,Conjunto Kevric
PROPITEMETC_INC_000379,Kevricar Set,Conjunto Kevricar
PROPITEMETC_INC_000380,Brakiven Set,Conjunto Brakiven
PROPITEMETC_INC_000381,Brakivar Set,Conjunto Brakivar
PROPITEMETC_INC_000382,Zorect Set,Conjunto Zorect
PROPITEMETC_INC_000383,Zoracet Set,Conjunto Zoracet
PROPITEMETC_INC_000384,Sholthar Set,Conjunto Sholthar
PROPITEMETC_INC_000385,Sholtharen Set,Conjunto Sholtharen
PROPITEMETC_INC_000386,Ustamel Set,Conjunto Ustamel
PROPITEMETC_INC_000387,Ustamen Set,Conjunto Ustamen
PROPITEMETC_INC_000388,Obbric Set,Conjunto Obbric
PROPITEMETC_INC_000389,Obbricar Set,Conjunto Obbricar
PROPITEMETC_INC_000390,Yrenoth Set,Conjunto Yrenoth
PROPITEMETC_INC_000391,Yrenath Set,Conjunto Yrenath
PROPITEMETC_INC_000392,Vostran Set,Conjunto Vostran
PROPITEMETC_INC_000393,Vostren Set,Conjunto Vostren
PROPITEMETC_INC_000394,Virashon Set,Conjunto Virashon
PROPITEMETC_INC_000395,Verashan Set,Conjunto Verashan
PROPITEMETC_INC_000396,Menicor Set,Conjunto Menicor
PROPITEMETC_INC_000397,Maenicar Set,Conjunto Maenicar
PROPITEMETC_INC_000398,Tremiel Set,Conjunto Tremiel
PROPITEMETC_INC_000399,Tramien Set,Conjunto Tramien
PROPITEMETC_INC_000400,Calthien Set,Conjunto Calthien
PROPITEMETC_INC_000401,Calthior Set,Conjunto Calthior
PROPITEMETC_INC_000402,2026 FWC Golden Virashon Set,Conjunto Virashon dorado FWC 2026
PROPITEMETC_INC_000403,2026 FWC Golden Verashan Set,Conjunto Verashan dorado FWC 2026
PROPITEMETC_INC_000404,2026 FWC Golden Lenvire Set,Conjunto Lenvire dorado FWC 2026
PROPITEMETC_INC_000405,2026 FWC Golden Lenvira Set,Conjunto Lenvira dorado FWC 2026
PROPITEMETC_INC_000406,2026 FWC Golden Kevric Set,Conjunto Kevric dorado FWC 2026
PROPITEMETC_INC_000407,2026 FWC Golden Kevricar Set,Conjunto Kevricar dorado FWC 2026
PROPITEMETC_INC_000408,2026 FWC Golden Chyrelle Set,Conjunto Chyrelle dorado FWC 2026
PROPITEMETC_INC_000409,2026 FWC Golden Chyrella Set,Conjunto Chyrella dorado FWC 2026
PROPITEMETC_INC_000410,2026 FWC Golden Ustamel Set,Conjunto Ustamel dorado FWC 2026
PROPITEMETC_INC_000411,2026 FWC Golden Ustamen Set,Conjunto Ustamen dorado FWC 2026
PROPITEMETC_INC_000412,2026 FWC Golden Etranor Set,Conjunto Etranor dorado FWC 2026
PROPITEMETC_INC_000413,2026 FWC Golden Etranar Set,Conjunto Etranar dorado FWC 2026
PROPITEMETC_INC_000414,2026 FWC Golden Zaythor Set,Conjunto Zaythor dorado FWC 2026
PROPITEMETC_INC_000415,2026 FWC Golden Zaythar Set,Conjunto Zaythar dorado FWC 2026
PROPITEMETC_INC_000416,2026 FWC Golden Runthiel Set,Conjunto Runthiel dorado FWC 2026
PROPITEMETC_INC_000417,2026 FWC Golden Runthien Set,Conjunto Runthien dorado FWC 2026
