Key,English,Russian
TEXTCLIENT_IPBANNED,Your public internet address has been banned. Contact the administrator for more informations.,"Ваш IP адрес был заблокирован сервером. Пожалуйста, свяжитесь с администрацией."
TEXTCLIENT_IPRESTRAINTED,The game is currently not available in your country.,Игра недоступна в вашей стране.
TEXTCLIENT_IPBLOCKED,An important activity has been detected on your public internet address. Please wait %s before trying again.,"С вашего IP адреса была зафиксирована подозрительная активность. Пожалуйста, попробуйте через %s"
TEXTCLIENT_SECS,second(s),секунд(ы)
TEXTCLIENT_MINS,minute(s),минут(ы)
TEXTCLIENT_HOURS,hour(s),час(ов)
TEXTCLIENT_SESSIONEXPIRED,"Your session has expired, please enter your login and password again.","Игровая сессия истекла. Пожалуйста, введите логин и пароль заново."
TEXTCLIENT_ADMIN,Admin,Админ
TEXTCLIENT_DEVELOPER,Dev,Разработчик
TEXTCLIENT_GAMEMASTER,Game Master,ГМ
TEXTCLIENT_MODERATOR,MOD,Модератор
TEXTCLIENT_VENDOR_NPC,[Vendor],[Лавка]
TEXTCLIENT_APP_CHAT,Chat Window,Чат
TEXTCLIENT_INVALIDLOGIN,Your login or password is invalid.,Ошибка логина или пароля
TEXTCLIENT_INVALIDAUTHTOKEN,Authentication failed. Please try again.,Authentication failed. Please try again.
TEXTCLIENT_NOWPOSITION,"Position: x = %f, y = %f, z = %f, angle = %f","Position: x = %f, y = %f, z = %f, angle = %f"
TEXTCLIENT_NOTTRANSSELF,You cannot send a PM to yourself.,Вы не можете написать сообщение самому себе.
TEXTCLIENT_PLAYERNOTEXIST,%s does not exist or is offline.,%s не существует или не активен.
TEXTCLIENT_APP_NOTICE,Notice,Объявление
TEXTCLIENT_APP_STATUS,Status,Статус
TEXTCLIENT_PLAYERINFORMATION,%s - Lv: %d,%s %d ур.
TEXTCLIENT_BLINK_LIMIT,You cannot use it during skill motion.,Нельзя использовать во время движения.
TEXTCLIENT_NOTSIT_BLINK,You cannot use a Blinkwing while sitting.,"Чтобы использовать гипер-блик, нужно встать."
TEXTCLIENT_STAND_LIMIT,You can use it when you stand up.,Можно использовать только стоя на месте.
TEXTCLIENT_FLIGHT_NOUSE,Unable to use while flying.,Нельзя использовать во время полета.
TEXTCLIENT_ERROR_NOFLY,You cannot fly here.,Здесь запрещены полеты.
TEXTCLIENT_ERROR_NOTALK,You are not allowed to talk.,Вам запрещено говорить.
TEXTCLIENT_ERROR_CHATSPAM,You received %d minutes penalty because of too much of chatting.,Вас заблокировали на %d минут за спам.
TEXTCLIENT_APP_MOTION,Emotes,Эмоции
TEXTCLIENT_APP_CHARINFO,Character,Персонаж
TEXTCLIENT_LIMIT_RECOVER,%s recovery limited to %d.,Восстановление %s ограничено до %d.
TEXTCLIENT_ATTENTIONCOOLTIME,Please wait a while before using the item again.,"Подождите, прежде чем вновь использовать этот предмет."
TEXTCLIENT_DEATH,Press Lodestar to resurrect (Nearest Town) or use an item to resurrect in place.,Возродитесь у Звезды Жизни либо используйте вещь для воскрешения на месте смерти.
TEXTCLIENT_DEATH_ARENA,Press Lodestar to resurrect near the Arena.,Выберите Звезду Жизни для воскрешения в Санто.
TEXTCLIENT_MOBPRIORITY,You cannot attack a monster that is fighting against another player.,"Нельзя нападать на монстра, с которым уже сражается другой игрок."
TEXTCLIENT_NOQUITCOMBAT,You cannot quit during combat.,Во время боя выйти из игры нельзя.
TEXTCLIENT_LEVELUP,Level up! You can increase your stats in your character window.,"Вы достигли нового уровня! Откройте окно характеристик, чтобы распределить очки."
TEXTCLIENT_LEVELUP_CAPTION,Congratulations! Level up!,Вы достигли нового уровня!
TEXTCLIENT_CHARSTATUS_APPLY_Q,Do you want to use the current Stat setup?,Принять изменения?
TEXTCLIENT_CHARSTATUS_FIRSTJOB,Your stat values will reset after your 1st job change.,Очки сбросятся после выбора класса.
TEXTCLIENT_BATTLEPASS_REQUIRED,This feature is only available with the Extended Flyff Pass or Hero Quest.,This feature is only available with the Extended Flyff Pass or Hero Quest.
TEXTCLIENT_STATPAGE_COOLDOWN,You can swap stat pages in %d seconds.,You can swap stat pages in %d seconds.
TEXTCLIENT_ADMIN_STATE,Status,Статус
TEXTCLIENT_ADMIN_NORMAL,Normal,Нормально
TEXTCLIENT_SPEED_VERYSLOW,Very slow,оч. низкая
TEXTCLIENT_SPEED_LOW,Slow,низкая
TEXTCLIENT_SPEED_NORMAL,Normal,Нормально
TEXTCLIENT_SPEED_FAST,Fast,высокая
TEXTCLIENT_SPEED_VERYFAST,Very fast,оч. высокая
TEXTCLIENT_SPEED_FASTEST,Fastest,сверхвысокая
TEXTCLIENT_ITEMPRIORITY,The %s belongs to another player at the moment. Please wait a while.,"Пока %s - добыча другого игрока. Через некоторое время предмет станет ничейным, и его можно будет подобрать."
TEXTCLIENT_LACKSPACE,Inventory is full. Please make room and try again.,Рюкзак переполнен. Освободите место и попробуйте еще раз.
TEXTCLIENT_REAPITEM,You received %s.,Ваша добыча: %s.
TEXTCLIENT_REAPITEM_UPGRADE,You received %s +%d.,You received %s +%d.
TEXTCLIENT_TROUPEREAPITEM,%s has gained %s.,%s получает добычу: %s.
TEXTCLIENT_APP_INVENTORY,Inventory,Инвентарь
TEXTCLIENT_REAPMONEY,You received %s Penya (Total: %s Penya).,Вы получили %s пенни. Теперь у вас %s пенни!
TEXTCLIENT_ERROR_SEX,%s is not for your gender.,%s: не подходит для вашего пола.
TEXTCLIENT_ERROR_JOB,You cannot equip the %s. Requirements not met.,Вы не можете надеть %s. Требования не выполнены.
TEXTCLIENT_ERROR_LEVEL,You cannot equip this item because your level is too low. (Req Lev: %d),Вы не можете экипировать данную вещь. Требуемый уровень: %d.
TEXTCLIENT_ERROR_UNDESTRUCTABLE,You can not discard this item.,Невозможно выбросить.
TEXTCLIENT_ERROR_USINGITEM,You are already using this item.,You are already using this item.
TEXTCLIENT_SUCCESSREMOVEITEM,Number of %s deleted: %d.,%s выброшено: %d.
TEXTCLIENT_NOTARGET,"Cannot attack, no monster targeted.",Не выбрана цель атаки.
TEXTCLIENT_NOTUSE,You cannot use this yet.,Невозможно использовать сейчас.
TEXTCLIENT_ERROR_NOTLEVEL,Your level is too low.,Ваш уровень слишком низкий.
TEXTCLIENT_BLOCK_PM,%s is in the 'Refuse to Whisper/Messenger' setting.,%s не принимает сообщения.
TEXTCLIENT_YETTRADE,That player is currently busy. Please try again after few minutes.,Игрок занят. Подождите немного и повторите попытку.
TEXTCLIENT_ITEMNOTUSE_TRADING,You cannot use items while trading.,"Вы слишком заняты покупками, чтобы использовать предмет."
TEXTCLIENT_REDCHIP,Red Chip,Красная фишка
TEXTCLIENT_ERROR_EQUIPTRADE,Please unequip the item before selling it.,"Снимите предмет, если хотите его продать."
TEXTCLIENT_ERROR_NPCBUFFLEVEL,Only level %d~%d character can get buffs.,Только персонажи уровней %d~%d могут получить усиление.
TEXTCLIENT_ERROR_NPCBUFFFAIL,You cannot use %s right now.,%s - невозможно использовать в данный момент.
TEXTCLIENT_LEVEL15JOB,Now it's time to choose your job.,Пришло время определиться с классом!
TEXTCLIENT_CHANGEJOB,Congratulations! You have advanced to the %s job class.,Поздравляем! Вы получили новое амплуа - %s.
TEXTCLIENT_APP_SKILL,Skills,Умения
TEXTCLIENT_BASESKILLLEVEL,Character Level: %d,Ур. персонажа: %d
TEXTCLIENT_PATTERNUP,You are learning new attack patterns!,Выучен новый комбо-удар!
TEXTCLIENT_WRONGITEM,You need to equip the correct weapon or item to use that skill.,"Чтобы использовать это умение, нужно взять в руки требуемое оружие или предмет."
TEXTCLIENT_REQFP,Not enough FP.,Недостаточно энергии.
TEXTCLIENT_REQMP,Not enough MP.,Недостаточно маны.
TEXTCLIENT_REQHP,Not enough HP.,Недостаточно HP.
TEXTCLIENT_BLOCKTARGETING,This action has been blocked by an obstacle..,Действие невозможно из-за препятствия на пути.
TEXTCLIENT_SKILLREQUIRED,%s skill level %d is needed.,Требуется умение %s не ниже %d уровня.
TEXTCLIENT_SKILLLEVELUP,%s skill level increased.,Умение %s улучшено.
TEXTCLIENT_APP_PRIVATE_SHOP,Private Shop,Частная лавка
TEXTCLIENT_APP_QUEST,Quests,Задания
TEXTCLIENT_APP_CASH_SHOP,Flyff Shop,Магазин
TEXTCLIENT_PREMIUM_ITEMS,Premium Items,Платные предметы
TEXTCLIENT_COMMUNICATION,Communication,Общение
TEXTCLIENT_COMMUNITY,Community,Сообщество
TEXTCLIENT_HELPER,Helper,Помощь
TEXTCLIENT_APP_ITEM_DURATION,Duration,Длительность
TEXTCLIENT_APP_MESSENGER,Messenger,Коммуникатор
TEXTCLIENT_APP_PARTY,Party,Труппа
TEXTCLIENT_APP_GUILD,Guild,Гильдия
TEXTCLIENT_APP_COUPLE,Couple,Couple
TEXTCLIENT_APP_HELP,Help,Помощь
TEXTCLIENT_APP_HELP_TIPS,Tips,Совет дня
TEXTCLIENT_APP_FAQ,FAQ,ЧаВо
TEXTCLIENT_APP_FITTINGROOM,Fitting Room,Fitting Room
TEXTCLIENT_APP_HELP_WIKI,Wiki Help,Энциклопедия
TEXTCLIENT_APP_INFO_PANG,Info-Pang,Пингвид
TEXTCLIENT_GUILDCOMBAT_CANNOT_PARTY,You cannot make a party in the Guild Siege arena.,Вы не можете создать труппу на арене поединка гильдий.
TEXTCLIENT_PPVP_ADD_PARTY,You cannot invite another character to join the party during party PvP.,Нельзя приглашать в труппу новых игроков во время группового поединка.
TEXTCLIENT_DUEL_ADD_PARTY,You cannot join the party during duel.,"Вы не можете вступить в труппу, пока не завершите поединок."
TEXTCLIENT_DUEL_ADD_GUILD,You cannot join the guild during duel.,"Вы не можете вступить в гильдию, пока не завершите поединок."
TEXTCLIENT_BATTLE_NOTPARTY,You cannot invite others to join your party during a battle.,Во время поединка принимать новых игроков в труппу нельзя.
TEXTCLIENT_PARTYINVITE_DIFFERENTSERVER,Cannot invite a player from a different channel.,Невозможно пригласить игрока с другого канала.
TEXTCLIENT_PARTYOTHER,%s is currently in another party.,%s состоит в другой труппе.
TEXTCLIENT_PARTYEXISTCHR,%s is already in your party.,%s уже в вашей труппе.
TEXTCLIENT_DIFFERENTPARTY,Player cannot join the party.,Игрок не может присоединиться к труппе.
TEXTCLIENT_PARTYFAILINVITATE,%s has refused to join the party.,%s отклоняет приглашение в труппу.
TEXTCLIENT_PARTYDENY,%s is currently not accepting Party Invitations,%s не принимает приглашения в труппу.
TEXTCLIENT_PARTYNOINVATE,Only the party leader can invite new members.,Принимать игроков в труппу может только лидер.
TEXTCLIENT_PARTYFULL,The maximum party limit of 8 players has already been reached.,В труппе может быть не более 8 игроков.
TEXTCLIENT_PARTYFAILENTER,You have failed to join the party.,Не удалось присоединиться к труппе.
TEXTCLIENT_GUILDFAILENTER,You have failed to join the guild.,У вас не получилось вступить в гильдию.
TEXTCLIENT_PARTYCREATE,Party has been created.,Труппа сформирована.
TEXTCLIENT_PARTYJOIN,%s has joined the party.,%s присоединяется к труппе.
TEXTCLIENT_PARTYREMOVE,%s has left the party.,%s покидает труппу.
TEXTCLIENT_PARTYEXIT,You have left the party.,Вы покинули труппу.
TEXTCLIENT_PARTYDESTROY,Party has been disbanded.,Труппа расформирована.
TEXTCLIENT_LODELIGHT,You have chosen the Lodelight as your re-spawn point.,"Если вы умрете, то воскреснете у Маяка Жизни."
TEXTCLIENT_PARTY_ISNOTMASTER,Only the Party Leader is able to transfer the Leader Status to another member of the party.,Только лидер труппы может передать этот статус другому игроку.
TEXTCLIENT_PARTY_MASTERAWAY,You cannot pass party leadership to an offline player.,"Невозможно передать лидерство персонажу, который находится вне игры."
TEXTCLIENT_PARTY_ALREADYMASTER,You are already the Party Leader.,Вы уже лидер труппы.
TEXTCLIENT_PARTY_LEADERNOCHANGEPK,Unable to change the party leader during a party duel.,Невозможно сменить лидера труппы во время поединка.
TEXTCLIENT_PARTY_TROUPEUP,Party level increased to 10.,Труппа достигла 10-го уровня!
TEXTCLIENT_PARTY_LEVELUP,Party level increased.,Уровень труппы повысился.
TEXTCLIENT_PARTY_NAMEINUSE,That party name is already in use. Please choose another one.,Это имя труппы занято. Придумайте другое.
TEXTCLIENT_PARTY_INVALIDNAME,This party name contains unauthorized characters or words.,Имя труппы содержит запрещенные символы или слова.
TEXTCLIENT_ERROR,Error,Ошибка
TEXTCLIENT_PARTY_CHANGE,The party has been changed to an Advanced Party.,Ваша труппа стала профессиональной.
TEXTCLIENT_PARTY_NAMECHANGED,Party name has been changed to %s.,Новое имя труппы: '%s'.
TEXTCLIENT_PARTYSKILL_LEADER,Only the party leader can use party skills.,Только лидер труппы может использовать её умения.
TEXTCLIENT_PARTYSKILL_REQLEVEL,Your party does not have the required level.,Ваша труппа не достигла требуемого уровня.
TEXTCLIENT_PARTYSKILL_POINTS,Cannot use skill. Insufficient party experience.,Невозможно использовать умение. Недостаточно опыта труппы.
TEXTCLIENT_PARTYSKILL_NOTTIME,You are still using the %s party skill. Try again later.,Вы все еще используете умение труппы '%s'. Повторите попытку позже.
TEXTCLIENT_PARTYSKILL_USE,The party skill %s has been used.,Использовано умение труппы '%s'.
TEXTCLIENT_PARTYSKILL_STOP,The effect of %s has ended.,%s: действие заканчивается.
TEXTCLIENT_ACR_FAME01,Rogue,Задира
TEXTCLIENT_ACR_FAME02,Outlaw,Охотник
TEXTCLIENT_ACR_FAME03,Vigilante,Загонщик
TEXTCLIENT_ACR_FAME04,Pathfinder,Ловчий
TEXTCLIENT_ACR_FAME05,Pursuer,Тень
TEXTCLIENT_ACR_FAME06,Hejerdor,Ястреб
TEXTCLIENT_ACR_FAME07,Phoenix,Кобра
TEXTCLIENT_ACR_FAME08,Splitter,Призрак
TEXTCLIENT_ACR_FAME09,Valcan,Фантом
TEXTCLIENT_ACR_FAME10,Lamia,Ниндзя
TEXTCLIENT_MER_FAME01,Trainer,Дуэлянт
TEXTCLIENT_MER_FAME02,Fighter,Боец
TEXTCLIENT_MER_FAME03,Gladiator,Наемник
TEXTCLIENT_MER_FAME04,Berserker,Воитель
TEXTCLIENT_MER_FAME05,Wardancer,Победитель
TEXTCLIENT_MER_FAME06,Blaster,Чемпион
TEXTCLIENT_MER_FAME07,Eraser,Рыцарь
TEXTCLIENT_MER_FAME08,Champion,Разрушитель
TEXTCLIENT_MER_FAME09,Warrior,Каратель
TEXTCLIENT_MER_FAME10,Bearcat,Терминатор
TEXTCLIENT_MAG_FAME01,Apprentice,Школяр
TEXTCLIENT_MAG_FAME02,Mage,Адепт
TEXTCLIENT_MAG_FAME03,War Mage,Маг
TEXTCLIENT_MAG_FAME04,Grand Mage,Чародей
TEXTCLIENT_MAG_FAME05,Arch Mage,Заклинатель
TEXTCLIENT_MAG_FAME06,Sorcerer,Месмер
TEXTCLIENT_MAG_FAME07,Warlock,Колдун
TEXTCLIENT_MAG_FAME08,Sage,Магистр
TEXTCLIENT_MAG_FAME09,Arch Sage,Мерлин
TEXTCLIENT_MAG_FAME10,Elder,Громовержец
TEXTCLIENT_ASS_FAME01,Protector,Клирик
TEXTCLIENT_ASS_FAME02,Guardian,Мистик
TEXTCLIENT_ASS_FAME03,Knight,Защитник
TEXTCLIENT_ASS_FAME04,Paladin,Хранитель
TEXTCLIENT_ASS_FAME05,Crusader,Паладин
TEXTCLIENT_ASS_FAME06,Crusader,Паладин
TEXTCLIENT_ASS_FAME07,Chaplain,Пророк
TEXTCLIENT_ASS_FAME08,Luminary,Предтеча
TEXTCLIENT_ASS_FAME09,Prophet,Оракул
TEXTCLIENT_ASS_FAME10,Oracle,Вершитель
TEXTCLIENT_ALREADYFRIEND,That player is already in your friends list.,Имя этого персонажа уже занесено в ваш коммуникатор.
TEXTCLIENT_MSGINVATE,You have asked for permission to add %s to your messenger.,Вы решили добавить игрока %s в коммуникатор.
TEXTCLIENT_GUILDCOMBAT_CANNOT_FRIENDADD,You cannot add friends in the Guild Siege arena.,Вы не можете добавлять друзей на арене поединка гильдий.
TEXTCLIENT_BATTLE_NOTFRIEND,You cannot add someone to your friends list while dueling.,Во время поединка нельзя добавлять игроков в коммуникатор.
TEXTCLIENT_MSGDENYINVATE,Invitation has been refused.,Приглашение отклонено.
TEXTCLIENT_MSGDENY,%s is in the 'Refuse Messenger' setting.,%s не принимает приглашения в коммуникатор.
TEXTCLIENT_MSGMAXUSER,The maximum number of players that can be registered into the messenger is 200.,В коммуникаторе может быть не более 200 имен.
TEXTCLIENT_MSGINVATECOM,%s has added you to their Messenger.,%s добавляет вас в свой коммуникатор.
TEXTCLIENT_NOTLOGIN,That player is offline.,Персонаж вне игры.
TEXTCLIENT_MSGBLOCKCHR,"Failure to send message, %s is blocked.",Невозможно отправить игроку %s сообщение.
TEXTCLIENT_MESSNEWNOTE,You have %d new message(s).,Есть новые письма! (%d шт.)
TEXTCLIENT_MESSFULLNOTE,Your message cannot be sent. The receiving inbox may be full.,"Невозможно отправить письмо. Возможно, почтовый ящик переполнен."
TEXTCLIENT_MESSNOTE,You sent the memo.,Сообщение отправлено.
TEXTCLIENT_MAILRECEIVE,You have received new mail!,Пришло письмо
TEXTCLIENT_CANT_SHOUT_BELOW_20,Characters under Level %d cannot shout.,Персонажам ниже %d уровня кричать запрещено.
TEXTCLIENT_NOPARTY,Party does not exist.,Такой труппы не существует.
TEXTCLIENT_NOGUILD,Guild does not exist.,Гильдия не существует.
TEXTCLIENT_WHISPERAGREE,Private messages allowed,Разрешены личные сообщения
TEXTCLIENT_WHISPERREFUSE,Private messages refused,Запрещены личные сообщения
TEXTCLIENT_MSGERAGREE,Messenger allowed,Коммуникатор разрешён
TEXTCLIENT_MSGERREFUSE,Messenger refused,Коммуникатор запрещён
TEXTCLIENT_STAGEAGREE,Party & guild invites allowed,Разрешены приглашения в труппы и гильдии
TEXTCLIENT_STAGEREFUSE,Party & guild invites refused,Запрещены приглашения в труппы и гильдии
TEXTCLIENT_CONNAGREE,Post connection status,"Показывать, в игре ли персонаж"
TEXTCLIENT_CONNREFUSE,Do not post connection status.,"Не показывать, в игре ли персонаж"
TEXTCLIENT_FULL_BLOCKED_USER_LIST,Ignore List is full. Please unignore some characters or relog to reset your Ignore List.,"Ваш чёрный список полон. Пожалуйста, удалите оттуда персонажей или перезайдите в игру для очистки списка."
TEXTCLIENT_MY_CHARACTER_CANT_BLOCK,You shouldn't ignore yourself. You might have something important to say!,Вы не должны игнорировать себя самого. Вдруг захотите сказать что-то важное!
TEXTCLIENT_ALREADY_BLOCKED,That character is already on your Ignore List.,Этот игрок уже в черном списке.
TEXTCLIENT_USER_CHATTING_BLOCKING,%s has been ignored. Type /unignore <NAME> to remove them from your Ignore List.,%s игнорируется. Введите /Unignore <ИМЯ> для удаления из черного списка.
TEXTCLIENT_USER_CHATTING_UNBLOCKING,%s is now unignored.,%s не игнорируется.
TEXTCLIENT_THERE_IS_NO_BLOCKED_TARGET,That character is not on your Ignore List.,Этого игрока нет в черном списке.
TEXTCLIENT_EQUIPPUT,Please unequip the item first.,Сначала снимите этот предмет.
TEXTCLIENT_CHARGED_NOTUSE,You can not use the premium items.,Покупные предметы невозможно использовать.
TEXTCLIENT_MSGSELFSENDERERROR,"You cannot send a message to yourself, silly.",Только психи разговаривают сами с собой!
TEXTCLIENT_MAILBOX_FULL,%s's mail box is full.,Почтовый ящик игрока %s переполнен.
TEXTCLIENT_LACKMONEY,You do not have enough Penya.,Недостаточно пенни.
TEXTCLIENT_CANNOTPOST,You cannot send this item.,Этот предмет не продается.
TEXTCLIENT_MAIL_UNKNOWN,Unknown user,Неизвестный пользователь
TEXTCLIENT_POST_ERROR,You have failed to send.,Отправка не удалась.
TEXTCLIENT_MAIL_SEND_OK,Your mail has been sent successfully.,Письмо отправлено.
TEXTCLIENT_ERROR_RETRY,"An error occured, please retry the operation.","Произошла ошибка. Пожалуйста, повторите действие."
TEXTCLIENT_REALTIME,Real Time - %s,Время в жизни - %s
TEXTCLIENT_MADRIGALTIME,Madrigal Time - %s,Время в Мадригале - %s
TEXTCLIENT_NEW_QUEST,New Quest,Новые задания
TEXTCLIENT_CURRENT_QUEST,Quests in Progress,Текущие задания
TEXTCLIENT_STARTQUEST,You've received the quest: %s. Open your Quest Window for details.,"Получено задание: '%s'. Если вы забыли, что нужно сделать, сверьтесь с записями в дневнике!"
TEXTCLIENT_REMOVEQUEST,%s quest has been cancelled.,Задание '%s' отменено.
TEXTCLIENT_QUEST_FAILURE,Quest cancelled.,Задание отменено.
TEXTCLIENT_NOTPLAYSERVER,This channel is not available. Please select another.,Этот канал недоступен. Выберите другой.
TEXTCLIENT_PK_NO_FLIGHTAREA,Flying is forbidden inside.,Здесь запрещены полеты.
TEXTCLIENT_ITEMBOX_MESSAGE1,You need %s item to open it.,Требуется %s.
TEXTCLIENT_ITEMBOX_MESSAGE2,"Wrong level, unable to open itembox.",Не для вашего уровня.
TEXTCLIENT_ITEMBOX_MESSAGE3,"Wrong sex, unable to open itembox.",Не для вашего пола.
TEXTCLIENT_ITEMBOX_MESSAGE4,You need to be on the %s quest to open it.,Открывается только во время выполнения задания '%s'.
TEXTCLIENT_ITEMBOX_MESSAGE5,"Wrong job, unable to open itembox.",Не для вашего класса.
TEXTCLIENT_QUEST_NOINVENTORYSPACE,Unable to complete quest. Not enough room in your inventory.,Невозможно сдать задание. В рюкзаке не хватает места.
TEXTCLIENT_REAPEXP,You have gained Experience.,Получен опыт.
TEXTCLIENT_ENDQUEST,Congratulations! %s has been completed.,Поздравляем! Вы завершили квест: %s
TEXTCLIENT_PARTYQUEST_NOTJOIN,"If a member of party is over level %d, he cannot enter.","Если участник труппы выше %d уровня, он не сможет войти."
TEXTCLIENT_ERROR_DONTCHECK,You cannot check that anymore.,Не хватает места.
TEXTCLIENT_COMACCEPT,You have joined the %s guild.,Вы вступили в гильдию '%s'.
TEXTCLIENT_COMLEAVE,You are no longer a member of the %s guild.,Вы больше не состоите в гильдии '%s'.
TEXTCLIENT_GUILDWARERRORLOGO,You cannot change your guild logo during a guild duel.,Во время войны изменить эмблему гильдии невозможно.
TEXTCLIENT_GUILDWARERRORNAME,You cannot change your guild name during a guild duel.,"Вы не можете изменить название гильдии, пока не завершится поединок гильдий."
TEXTCLIENT_GUILDNOTICEUPDATE,A new Guild Notice has been posted. Please check it in the guild window.,Сообщение гильдии изменилось. Советуем проверить!
TEXTCLIENT_GUILD_NAMEINUSE,That guild name is already in use. Please choose another one.,"Данное имя гильдии уже используется. Пожалуйста, введите другое."
TEXTCLIENT_GUILD_INVALIDNAME,This guild name contains unauthorized characters or words.,Данное имя гильдии содержит запрещенные символы или слова.
TEXTCLIENT_GUILDCHANGENAME,%s guild has changed their name to %s.,Гильдия '%s' сменила название на '%s'.
TEXTCLIENT_GUILDWARNODISMISS,You cannot disband your guild during a guild duel.,Во время войны расформировать гильдию невозможно.
TEXTCLIENT_GUILDSALARYCHANGED,Salary for each title has been changed.,Размер платы игрокам всех рангов изменен.
TEXTCLIENT_GUILDPOWERCHANGED,Authority for each title has been changed.,Полномочия игроков всех рангов изменены.
TEXTCLIENT_GUILDWARNOMEMBER,Unable to use the member management function during a guild duel.,Во время войны управление гильдией невозможно.
TEXTCLIENT_GUILDMEMBER_PROMOTED,%s has been promoted.,%s получает повышение в ранге.
TEXTCLIENT_GUILDMEMBER_DEMOTED,%s has been demoted.,%s получает понижение в ранге.
TEXTCLIENT_GUILD_TRANSFERLEADER,%s has become the guild master.,%s становится лидером гильдии.
TEXTCLIENT_GUILD_MEMBERLEAVE,%s has left the guild.,%s покидает гильдию.
TEXTCLIENT_COMACCEPTHAVECOM,%s is already in a guild.,%s уже состоит в гильдии.
TEXTCLIENT_BATTLE_NOTGUILD,You cannot invite others to join your guild during a battle.,Во время поединка принимать новых игроков в гильдию нельзя.
TEXTCLIENT_COMACCEPTKINGPIN,You invited %s to your guild.,%s приглашается в вашу гильдию.
TEXTCLIENT_GUILDCHROFFLINE,The character you invited is offline.,"Персонаж, которому вы направили приглашение, вышел из игры."
TEXTCLIENT_GUILDNOTINCLUDE,You have to wait 2 days before joining another guild.,"Подождите 2 дня, прежде чем вступать в новую гильдию."
TEXTCLIENT_GUILDFAILINVITATE,%s has refused to join the guild.,%s отказался вступить в гильдию.
TEXTCLIENT_COMNOEXCOM,That guild does not exist.,Такой гильдии не существует.
TEXTCLIENT_GUILDWARNOINVATE,Cannot join a guild during a guild duel.,Во время войны присоединиться к гильдии невозможно.
TEXTCLIENT_COMHAVECOM,You are already in a guild.,Вы уже состоите в гильдии.
TEXTCLIENT_COMOVERMEMBER,The guild is full.,Гильдия переполнена.
TEXTCLIENT_COMACCEPTWELCOME,%s has joined the guild.,%s присоединяется к гильдии.
TEXTCLIENT_GUILDNOTHINGNAME,Unable to make a contribution. Ask your Guild Leader to set the guild name first.,Невозможно сделать взнос. Сначала лидер должен дать гильдии название.
TEXTCLIENT_GUILDMERITMAXLEVEL,Unable to make a contribution. The guild has reached its maximum level.,Невозможно сделать взнос. Гильдия достигла максимального уровня.
