Key,English,Russian
NPC_000110,"Be careful out there, traveler! I'll stand guard here!","Будь осторожен здесь, путник! Я буду стоять на страже!"
NPC_000111,I'm such a coward! *Cries*,Я такой трус! *Рыдает*
NPC_000112,The curse has been removed for the 3rd time now. Please don't get cursed again or it will be the last time for sure.,"Мы снимаем заклятье уже третий раз подряд. Пожалуйста, не надо больше - или это действительно будет в последний раз."
NPC_000113,I'm the Mysterious Teller of Tales! Wanna hear something spooky?,Я Таинственный Рассказчик Историй! Хочешь послушать что-нибудь страшное?
NPC_000114,Stop by anytime you wanna hear a spooky story!,"Приходи каждый раз, когда захочется услышать страшилку!"
NPC_000115,ID Card,Пропуск
NPC_000116,Hello there! How are you today!,Привет! Как делишки?
NPC_000117,"Uhh, yes? If you've got something to say, say it. Otherwise leave me alone. I'm very busy securing these steel panels by tapping my foot repeatedly.","Ммммм, да? Если у тебя есть что мне сообщить - говори. Если нет - не мешай. Я тут очень занят установкой этих железных пластин."
NPC_000118,That's none of your business and I'll thank you to stay out of my personal affairs.,Это тебя не касается и попрошу не вмешиваться в мои дела.
NPC_000119,"Alright, hope to see you soon!","Отлично, надеюсь скоро увидимся!"
NPC_000120,"Oh! You're asking about the ID Card that grants access to the Trillipy room in the mines, right? You should find Andre. I heard he spends most of his time in a forest filled with many ancient trees.","Ох! Тебе нужен пропуск, который откроет доступ в комнату хватоглотов в шахте, да? Тогда тебе придётся разыскать Андре. Я слышал, что он проводит всё своё время в лесу среди очень старых деревьев."
NPC_000121,"Hail and well met, adventurers! My name is Bolpor and I'm the best chef in town!","Ха, привет путешественникам! Моё имя Бутчер и я лучший повар в этом городе!"
NPC_000122,What do you want already?! I've got things to do!,"Ну, что надо? У меня ещё дела есть, знаешь ли!"
NPC_000123,"I'm the best chef in town, you got that? Anyone that tells you different is more than welcome to discuss it with my butcher knife. There will be more than just *chicken* on a stick on my menu...","Я лучший повар в городе, понял? Если кто-то заявляет обратное - может обсудить это с моим тесаком. Возможно после этого у меня в меню появится новое блюдо..."
NPC_000124,"My name is Bolpor Centaurn, the best darn chef in Darken. I'm also the best looking. I didn't get this handsome overnight, you know.","Я Бутчер Центаур, лучший повар в Дарконе. А ещё самый привлекательный. И знаешь, достичь всего этого было нелегко."
NPC_000125,"See ya later, alligator! Mmm, alligator... that gives me an idea for a new dish!","Ладно, будь молодцом! Хмм... Молодцом... Огурцом... У меня тут новая идея!"
NPC_000126,"Only the bravest adventurer can hope to succeed on the path of the Knight Hero, Billaon. Are you worthy?",Только смелый путешественник может надеяться преуспеть на пути Рыцарского героя Биллоэна. Ты достоин?
NPC_000127,We must never forget the sacrifice of the Heroes. We are here to train those who wish to follow their path in hopes of a worthy successor.,"Мы не должны забывать жертву Героев. Наша задача - тренировать тех, кто хочет пойти по их стопам с надеждой стать достойным последователем."
NPC_000128,"I am Guardian Boneper. I'm here to protect the will of Billaon, the Knight Hero, at all costs. We are seeking those who are worthy enough to follow the path of the Knight Hero.","Я — Страж Бонпер. Я здесь, чтобы в любой цене защитить волю Биллоэна, Рыцарского героя. Мы ищем тех, кто достоин следовать по пути Рыцарского героя."
NPC_000129,"May the courage of Billaon be with you, adventurer.","Да пребудет с тобой мужество Биллоэна, путешественник."
NPC_000130,We are here to protect the will of the Heroes. Are you worthy to become a successor of the Billposter Hero?,"Мы здесь, чтоб защитить наследие Героев. Ты достоин стать последователем Арнолли, героя-атлета?"
NPC_000131,"I fear that those who follow Shade, Iblis and Bubble too closely will be destroyed by them in the end. Follow the path of the Heroes and you will not lose your way.","Боюсь, слишком фанатичные последователи Тени, Лучика и Райс в итоге будут ими же и уничтожены. Стань на путь Героев и ты никогда с него не собьёшься."
NPC_000132,"My name is Guardian Capafe. I am here as a guide and I protect the will of Roentel, the Billposter Hero.","Я Капифа, хранительница атлетов. Местный гид и защитник наследия героя-атлета Арнолли."
NPC_000133,The power of Roentel will protect and guide you.,Сила Арнолли защитит тебя и укажет путь.
NPC_000134,Rare metals and minerals reside deep within the Dekane Mine.,Шахта Распада богата на редкоземельные металлы и минералы.
NPC_000135,You looking for some adventure? Why not discover the mystery of the curse of Darkon? ,Хочется приключений? Почему бы не расследовать тайну проклятия Даркона?
NPC_000136,"Now's not the time for pleasantries, my simple-minded friend. Besides, I know you don't actually care. No one does...","Не время для шуток, мой простодушный друг. Кроме того, я знаю, что тебе всё равно. Всем всё равно..."
NPC_000137,"Fine, leave if you want to! I don't need your help, fool! ","Отлично! Уходи, если так хочешь! Мне не нужна помощь какого-то дурака!"
NPC_000138,"Have you ever heard the name Neverant? Few know it now, but long ago it was the top-ranking mining guild in Darkon. I used to be a member of that guild.","Тебе приходилось когда-нибудь слышать про Неверант? Никто уже не помнит, но давным-давно это было самая сильная шахтёрская гильдия в Дарконе. И я был членом этой гильдии."
NPC_000139,"Today, the Neverant Guild is no more. It's hierarchy was torn apart by a terrible curse that emanated from the mine itself. Ironic, isn't it?","Сегодня гильдии уже больше нет. Её уничтожило ужасное проклятие, исходившее от самой шахты. Иронично, не находишь?"
NPC_000140,Check out the Dekane Mine west of here if you want. I won't step foot near there.,"Проверь Шахту Распада к западу отсюда, если хочешь. Я сам туда ни ногой!"
NPC_000141,Chenbing's Shield Shop is open for business! The best finely-crafted nomad shields Penya can buy!,Магазин щитов Чинбиза открыт для посещения! Лучшие щиты ручной работы!
NPC_000142,"Well, what are you gonna do for me? Hmmm?","Что ж, что ты сделаешь для меня? Ммм?"
NPC_000143,"We, the Khan Union, are traveling merchants. Our fine craftsmanship is well-known throughout Madrigal. So whaddya say? Interested in taking a peek at my inventory? ","Мы, Ханский союз, странствующие торговцы. Наши искусные товары хорошо известны по всему Мадригалу. Ну так что? Не хочешь вглянуть?"
NPC_000144,"I am Chenbing Khan and I sell the best, finely-crafted, and affordable shields you'll find anywhere in Madrigal.","Я Чинбиз Хан, продавец лучших щитов во всём Мадригале! Искуснейшая работа и адекватные цены!"
NPC_000145,Take care! Tell your friends about us!,Береги себя! И расскажи своим друзьям про нас!
NPC_000146,"So, have you completed that which you needed to in order to proceed?","Ну что, уже закончил все дела?"
NPC_000147,What do you want?,Что тебя интересует?
NPC_000148,You couldn't possibly hope to understand what lies beyond this gate. I don't care how much research you've done. ,"Можешь даже не надейся понять то, что лежит за этими воротами. И не важно, как долго ты будешь всё исследовать."
NPC_000149,Don't concern yourself with such things. Who I am is of no consequence to you. All you need to know is that I am here to protect this gate.,"Не беспокойтесь о таких вещах. Для вас неважно, кто я такой. Все, что вам нужно знать - я здесь, чтобы защищать эти ворота."
NPC_000150,"Farewell, strange one.",Прощай... Странный тип..
NPC_000151,"Hey, you there! Help me! Let me out of here right now! Argh!!!","Эй, ты! Помоги мне! Вытащи меня отсюда сейчас же! Арррр!!!"
NPC_000152,"Oh thank Rhisis, I knew someone would come! Oh thank you, thank you, thank you! Well, what are you doing just standing around? Let me out, darn it!!","Слава Райс, я знал, что кто-нибудь придёт! Спасибо, спасибо, спасибо тебе! Так, а почему ты просто стоишь? А ну вытащи меня отсюда!!!"
NPC_000153,"Me? I, Colar Devoka, am the best actor in the Pepoview Troupe! Well, I was, but now I am stuck out here and this filthy cage waiting to be eaten by those filthy Leyenas.","Что? Я Колар Великолепный, лучший актёр в Погорелом театре! По крайней мере раньше был. Но сейчас я заперт в этой грязной клетке и жду, пока меня съедят эти глязные Лиены."
NPC_000154,What?! HEY! I thought you were going to release me. I'll get you for this!,"Что?! ЭЙ! Я думал, ты меня выпустишь отсюда. Я до тебя ещё доберусь!"
NPC_000155,Follow the teachings of Lillip and you will discover the secrets of the elements.,Следуй учению Гэндальфи - и ты раскроешь тайны элементов
NPC_000156,"Hello, friend. Listen, whatever happens in this world, you must not lose hope. As long as we follow the path of the Heroes, we will persevere.","Приветствую, друг. Слушай, что бы не творилось в этом мире - ты не должен терять надежды. Пока мы следуем пути Героев, мы всё преодолеем."
NPC_000157,"My name is Condram Griters and I am one of 8 priests of Lillip, the Elementor Hero. I am teaching the wisdom of Lillip to his successors. I act as a guide to those who follow the path of Lillip.","Я Кендра Гритерс, одна из 9 жрецов Гэндальфи, героя-факира. Я обучаю последователей его мудрости. И направляю тех, кто хочет пойти по пути Гэндальфи."
NPC_000158,"Farewell, young one. May Lillip guide and protect you.",Прощай. Пусть Гэндальфи направляет и защищает тебя.
NPC_000159,"Heren, your legacy will carry on and your courage will not be forgotten.","ДАртамис, твоё наследие продолжат и твою храбрость не забудут."
NPC_000160,"The might of the Blade will stand against those who seek to destroy us. Heren, the Blade Hero, has left a great legacy. ","Сила фехтовальщика будет противостоять тем, кто пытается нас уничтожить. Герой-фехтовальщик ДАртамис оставил великое наследие."
NPC_000161,"My name is Corel Anduril, and I am the Blade Master of Darken City. I was well known as a Blade Dancer before the war. Now, it is my duty to select those worthy of becoming a Blade and prepare them for what lies ahead.","Я Корелия, магистр фехтовальщиков в Дарконе. До войны я была известна как Танцующие Клинки. А сейчас моя задача - отбирать достойных для пути фехтовальщика и готовить их к тому, что ждёт в дальнейшем."
NPC_000162,"May Heren be with you, always.",Пусть ДАртамис всегда будет с тобой.
NPC_000163,"I honor the spirit of Offerep, the Psykeeper Hero.","Я чту дух Коверфильда, героя-манипулятора."
NPC_000164,"Their last battle will resonate throughout eternity. The Heroes sacrificed themselves to save all of Madrigal. We are forever in their debt. Take with you the teachings of Offerep, adventurer.","Их последняя битва будет откликаться эхом в вечности. Герои принесли себя в жертву ради спасения всего Мадригала. Мы у них в неоплатном долгу. Храни в себе наставления Коверфильда, искатель приключений."
NPC_000165,"My name is Cylor Mesmor and I am the Psykeeper Master. I guide those wishing to become Psykeepers. I have committed many sins in the past, and through the grace of Offerep, I have been forgiven.","Я Хлоя, магистр манипуляторов. Я направляю желающих на пути становления манипулятором. Я совершила много сомнительного в прошлом, но милостью Коверфильда получила прощение."
NPC_000166,Only through careful study will you learn the wisdom of the Psykeeper.,Только усердным трудом ты сможешь понять мудрость героя-манипулятора.
NPC_000167,Madrigal's ecosystem is so strange and mysterious! I love it!,Экосистема Мадригала странная и загадочная! Поэтому я от неё без ума!
NPC_000168,"The masquerpets you see here around us were once the machines used in the Erons Factory down south. However, the exposure to waste coming from the factory turned them into the monsters they are today.","Механизмы, которых ты мог заметить в округе, когда-то были техникой, использовавшейся на Эрониевой фактории. Но постоянное воздействие отходов фабрики превратило их в чудовищ."
NPC_000169,I'm surprised you haven't heard of me. I'm Dr. Est and I research Madrigal's ecosystem. My 2 brothers and I are thrilled to learn as much as we can about Madrigal. Have you met my brothers?,"Я удивлён, что моё имя тебе не знакомо. Я доктор То, исследователь экосистемы Мадригала. Мы с двумя братьями жутко хотим узнать как можно больше про Мадригал. Кстати, ты с ними не встречался?"
NPC_000170,"Watch yourself out there, friend. Some creatures can be quite dangerous!","Аккуратнее тут, друг. Некоторые существа могут быть очень опасными!"
NPC_000171,The will of Hynan will lead you to victory.,Воля Хинана приведёт тебя к победе.
NPC_000172,This is what you must to do.,Вот что ты должен сделать.
NPC_000173,"The Heroes fought hard to protect us from Shade's evil masquerpet army. We owe them all our livelihood. That is why I have devoted my life in service to Hynan, the brave Ranger Hero.","Герои сражались на нашей стороне, чтобы защитить Мадригал от армий маск-питомцев Шейд. Наш быт зависит от их жертвы. Именно поэтому я посвятил свою жизнь службе Хинану, храброму Охотничьему герою."
NPC_000174,"I am Eliff, the Ranger Master. I have devoted my life to Hynan's legacy, and my duty is to pass along all that I have learned from him. I have sworn to uphold this promise until my last, dying breath. ","Я Элифф, мастер охотников. Отдал всю жизнь наследию Хинана. Моя обязанность — передать всё, чему научился у него. Клянусь хранить эту клятву до последнего вздоха."
NPC_000175,"Hynan watches over us all. Go in peace, my friend.","Хинан хранит нас всех. Иди с миром, друг мой."
NPC_000176,Aenn's blessing on this world will be remembered forever.,Благословение Анни этому миру никогда не будет забыто.
NPC_000177,"Aenn, the Ringmaster Hero, was one of the most important of all of our brave Heroes. Aenn's rejuvenating magic blessed our brave heroes in battle.","Анна, Цирковой герой, был одним из самых важных среди всех наших храбрых Героев. Обноволяющая магия Анни благословляла наших храбрых героев в бою."
NPC_000178,"Hi! It is very nice to meet you. My name is Ellend Eledyo and I am the Ringmaster Master. Pretty cool title, huh? I love it, and what's more, I love guiding pupils on the path of the Ringmaster Hero, Aenn.","Привет! Очень приятно познакомиться. Меня зовут Эллэнд Эледио, и я Мастер Циркачей. Крутое звание, правда? Я люблю его, но больше всего я люблю направлять учеников по пути Циркового героя Анни."
NPC_000179,Pray to Aenn for protection and you will have it.,"Моли Анну о защите, и она тебя защитит."
NPC_000180,A great creature is imprisoned here. Are you ready to challenge him?,Огромное существо заперто здесь. Ты готов сразиться с ним?
NPC_000181,"Why do you wish to challenge Clockworks?\n1 [For Honor!][IDS_NPC_ForHonor] \n2 [For Fun!][IDS_NPC_ForFun] \n3 [Meh, just because?][IDS_NPC_MehJustBecause]","Почему ты хочешь сразиться с Часонизмом?\n1 [Во имя чести!][IDS_NPC_ForHonor] \n2 [Во имя веселья!][IDS_NPC_ForFun] \n3 [Мммм, просто так?][IDS_NPC_MehJustBecause]"
NPC_000182,"Are you sure you're ready for this? Alright, successor, would you like to challenge Clockworks again?\n[Yes][IDS_NPC_Yes_Enter] / [No][IDS_NPC_No_Enter]\n\n#cffff0000All the guild members participating must be close to you to enter.#nc","Точно уверен, что готов к этому? Ну так что, сразишься с Часонизмом ещё раз?\n[Давай][IDS_NPC_Yes_Enter] / [Нет][IDS_NPC_No_Enter]\n\n#cffff0000Все участвующие в сражении члены гильдии должны находиться рядом с вами.#nc"
NPC_000183,"You defeated Clockworks? Excellent work, successor!","Ты победил Часонизма? Отличная работа, преемник!"
NPC_000184,"Only the honorable combatant is worthy of facing Clockworks. You are brave, successor. \nAre you ready to challenge Clockworks?\n[Yes][IDS_NPC_Yes_Enter] / [No][IDS_NPC_No_Enter]\n\n#cffff0000All the guild members participating must be close to you to enter.#nc",Только благородный боец достоин встретиться с Часонизмом. Ты достаточно храбр.\nГотов ли ты сразиться с Часонизмом?\n[Конечно][IDS_NPC_Yes_Enter] / [Нет][IDS_NPC_No_Enter]\n\n#cffff0000Все участвующие в сражении члены гильдии должны находиться рядом с вами.#nc
NPC_000185,This isn't a game you fool! Clockworks will tear you to pieces! Come back when you decide to be serious about this.,"Это тебе не развлечение, глупец! Часонизм разорвёт тебя на кусочки! Возвращайся, когда начнёшь относиться к этому серьёзно."
NPC_000186,"Just because? JUST BECAU... Ah, forget it. You're obviously not mature enough to handle this.","Просто так? ПРОСТО ТАК... А, забудь. Ты явно недостаточно повзрослел, чтоб разобраться с этим."
