Key,English,Russian
PROPQUEST_DUNGEONANDPK_INC_000513,Ahhh...you brought the Ribenuum. But what is this? It is flawed!,"Ага! Тебе удалось раздобыть рибений! Но… фу! Сколько в нем примесей! Похоже, хватоглоты не успели как следует переварить проглоченное."
PROPQUEST_DUNGEONANDPK_INC_000514,How hard is it to bring me what I asked for? 30 pieces of Ribenuum?,"Что, так трудно раздобыть тридцать несчастных камней из желудков хватоглотов?!"
PROPQUEST_DUNGEONANDPK_INC_000515,Gather 30 pieces of Ribenuum from Green Trillipy,Нужно собрать 30 самородков рибения из зелёных хватоглотов.
PROPQUEST_DUNGEONANDPK_INC_000520,Refine Ribenuum,Обработка рибения
PROPQUEST_DUNGEONANDPK_INC_000521,The Ribenuum you brought is impure. I could take it home and refine it myself but the other Dwarpets would laugh me back to Flarine.,"Да уж, видал я рибений и почище. Я бы, конечно, и сам переплавил его в домашней кузнице, да только карлики-соседи засмеют меня, вернись я в деревню с этаким богатством!"
PROPQUEST_DUNGEONANDPK_INC_000522,"It will have to be refined in a human village then. There is only one human I trust to do it it right. There is man named Nein, he was one of the last humans to work in these mines. Maybe the very last human.","Придется просить о помощи людей. Есть среди вашего народа кузнец, которому я могу доверить самую тонкую работу. Зовут его Нейн. Когда-то он работал в Шахтах и ушел отсюда одним из последних, а может, и последним."
PROPQUEST_DUNGEONANDPK_INC_000523,"Bring these Ribenuum to Nein and have him refine them. Then bring them back to me, would you?",Отнеси эти самородки Нейну - пусть переплавит и очистит от примесей. Договорились?
PROPQUEST_DUNGEONANDPK_INC_000524,I heard that Nein lives somewhere in the Dead Walderness. He will refine the 30 pieces of impure Ribenuum into 10 pieces of high quality Ribenuum.,"Как Шахты закрылись, Нейн перебрался куда-то в Мертвую Пустошь. Попроси его переплавить рибений. По моим подсчетам, выйдет десять слитков."
PROPQUEST_DUNGEONANDPK_INC_000525,Are you kidding me? Get lost! I do not have patience for games!,"Ты что, шутишь? Ну и проваливай отсюда! Я твои игры терпеть не намерен!"
PROPQUEST_DUNGEONANDPK_INC_000526,"Oh… Thank you, thank you, thank you! Take this necklace and some money with you.","Ох… Спасибо, спасибо, спасибо! Возьми это ожерелье и немного денег."
PROPQUEST_DUNGEONANDPK_INC_000527,Hmmm... maybe I was asking too much of you. You can just go home.,"Хммм… Может, я прошу от тебя слишком многого. Можешь просто возвращаться домой."
PROPQUEST_DUNGEONANDPK_INC_000528,Gather 10 pieces of high quality Ribenuum,Нужно принести Кайзену десять слитков качественного рибения.
PROPQUEST_DUNGEONANDPK_INC_000533,Bring Triduum,Поиски тридия
PROPQUEST_DUNGEONANDPK_INC_000534,"Ribenuum is useless to most humans. Maybe you have a Dwarpet friend you can give it to? Here, let me see it. These samples are too impure and even I cannot refine them without the right materials.","Хм. Странно. Рибений в наших краях не часто встретишь, особенно у человека. Впрочем, дело это не мое, да и вообще, должен тебя огорчить: просто так его не переплавить."
PROPQUEST_DUNGEONANDPK_INC_000535,I need a special metal called Triduum in order to refine this. You can get it by hunting Violet Trillipy but they live deep in the Dekane Mine.,"Чтобы вытянуть примеси, нужен тридий… Камень, побывавший в желудке у хватоглота, только не зеленого, а лилового!"
PROPQUEST_DUNGEONANDPK_INC_000536,Well… If you really need the Ribenuum refined bring me 20 Triduums. You are going to need a special ID card to go in there.,"Что ж… Если тебе и вправду нужен очищенный рибений, принеси мне 20 самородков тридия. Но чтобы туда попасть, понадобится особая карта доступа."
PROPQUEST_DUNGEONANDPK_INC_000537,Go and get an ID card from the guys I used to work with.,Но это не беда. Карты доступа есть у моих бывших напарников-шахтеров.
PROPQUEST_DUNGEONANDPK_INC_000538,Ha ha ha.You can do that if you need to. I hope you are not doing this for some Dwarpet.,"Ха! Вот видишь, немного старания - и самое трудное дело становится легким! Постой… Надеюсь, тебя не карлики подрядили переплавить металл?"
PROPQUEST_DUNGEONANDPK_INC_000539,"Here is your refined Ribenuum. But, a word of warning, if the Dwarpet Kazen asked you for this… he is thinking more than he is saying.","Вот твой очищенный рибений. Но имей в виду: если карлик Кайзен просил тебя об этом… значит, он задумал больше, чем говорит."
PROPQUEST_DUNGEONANDPK_INC_000540,Kazen has hated humans for as long as I have known him and him working with you means he is on to something big. You know… there is a rumor that he had a hand in all the deaths in that mine.,"Кайзен ненавидит людей с тех пор, как я его знаю. Если он вдруг стал с тобой работать, значит, затевает нечто грандиозное. Знаешь… поговаривают, что все смерти в той шахте — дело его рук."
PROPQUEST_DUNGEONANDPK_INC_000541,You let me know if he is acting suspiciously. Maybe I can do something to help you.,"Будь настороже, и как почуешь что подозрительное - беги ко мне, вместе быстрее разберемся, что к чему."
PROPQUEST_DUNGEONANDPK_INC_000542,Why not just let it go? Go home and get some rest.,"А и правда. Зачем оно тебе нужно? Ступай домой, отдыхай, живи нормальной жизнью."
PROPQUEST_DUNGEONANDPK_INC_000543,Get the ID card that will allow you into the room with the Violet Trillipy. Hunt them down and bring 20 pieces of Triduum to Nein.,"Нужно получить карту доступа в шахты, где поселились лиловые хватоглоты, и раздобыть двадцать самородков тридия."
PROPQUEST_DUNGEONANDPK_INC_000548,ID Card (1),Карта доступа I
PROPQUEST_DUNGEONANDPK_INC_000549,"What? You want to know where the Violet Trillipy live? You seem so curious about this accursed mine. Unfortunately, there are not many people left who know much about it.","Что? Хочешь знать, где найти лиловых хватоглотов? И откуда такой интерес к проклятым шахтам?.. Тех, кто вышел оттуда живым, по пальцам пересчитать можно."
PROPQUEST_DUNGEONANDPK_INC_000550,Only a few of the mine workers go that deep into the mine. I don't know much about them or the ID card they use to get down there. Oh! You should go speak with Bernard about this.,"Лишь немногие шахтёры спускались так глубоко. Я мало знаю о них и о карте доступа, что ведёт туда. А! Поговори-ка об этом с Бернардом."
PROPQUEST_DUNGEONANDPK_INC_000551,Would you please say Hi to Bernard for me?,"Если найдешь, передавай привет."
PROPQUEST_DUNGEONANDPK_INC_000552,"No, you are right. You should not be the next one to suffer.",И правильно. Тебе-то помирать зачем?
PROPQUEST_DUNGEONANDPK_INC_000553,Violet Trillipy… Do you mean you are going in there with them?,"Лиловые хватоглоты… Ты что, и вправду собрался идти к ним?"
PROPQUEST_DUNGEONANDPK_INC_000554,Why not just relax and give it up?,Еще не поздно передумать.
PROPQUEST_DUNGEONANDPK_INC_000555,"Chat with Bernard, then meet Andre in Darkon 3.","Поговори с Бернардом, затем встреться с Андре в Дарконе 3."
PROPQUEST_DUNGEONANDPK_INC_000560,ID card (2),Карта доступа II
PROPQUEST_DUNGEONANDPK_INC_000561,"Look, I have no problem giving you the ID card… I just do not want to see you die… But if you really insist, then fine. Hunt some Watangka and I will give you the card.","Послушай, я не против дать тебе карту… просто не хочу, чтобы ты погиб… Но если ты так настаиваешь — ладно. Охоться на Ва-танка, и я отдам тебе карту."
PROPQUEST_DUNGEONANDPK_INC_000562,If you can hunt Watangka you can probably hunt Violet Trillipy.,Справишься с Ва-танка - справишься и с хватоглотами. По рукам?
PROPQUEST_DUNGEONANDPK_INC_000563,Bye bye then! Take care of yourself…,А я и не настаиваю. Удачи.
PROPQUEST_DUNGEONANDPK_INC_000564,Hmm… Violet Trillipy may be stronger than Watangka.,"Хмм… Лиловые хватоглоты, пожалуй, сильнее Ва-танка."
PROPQUEST_DUNGEONANDPK_INC_000565,"Alright, here is the ID card. Just make sure you come out of there alive. I do not need a guilty conscience.","Ну что же, держи карту доступа. Надеюсь, ты не сгинешь в проклятых шахтах. Не хочется брать грех на душу."
PROPQUEST_DUNGEONANDPK_INC_000566,I guess we all get tired sometime?,"Видать, мы все когда-нибудь устаём?"
PROPQUEST_DUNGEONANDPK_INC_000567,Defeat 30 Captain Watangka and the Lord Watangka.,Одолей 30 Ва-танка-капитанов и Лорда Ва-танка.
PROPQUEST_DUNGEONANDPK_INC_000572,Door of Dark,Врата во тьму
PROPQUEST_DUNGEONANDPK_INC_000573,"Excuse me. If you are not busy, would you please listen to my story? Have you ever heard of the Iblis Temple?","Кхе-кхе. Если у тебя найдется минутка, я бы рассказал тебе нелепейшую историю. Есть в Мадригале зловещее место - Храм Ужосса."
PROPQUEST_DUNGEONANDPK_INC_000574,"The Iblis Temple was built by the followers of Iblis, a leader from before the first age of Madrigal.","Он был построен на юге Санто Моргена, в Нереальной пустыне."
PROPQUEST_DUNGEONANDPK_INC_000575,"The temple is located in the Fantasy Desert, in the southern part of Saint Morning.",Возвели его последователи Ужосса - вождя из времен до начала эпох.
PROPQUEST_DUNGEONANDPK_INC_000576,You see... every mayor has to explore all the Islands of Madrigal. In the course of these travels we have to visit the Iblis Temple but... I am so afraid.,"Видишь ли… каждый мэр должен исследовать все острова Мадригала. В этих странствиях нам приходится посещать и Храм Ужосса, но… я так боюсь."
PROPQUEST_DUNGEONANDPK_INC_000577,Would you please help me? I beg of you.,"У меня коленки трясутся, как подумаю о нем… Ты поможешь мне?"
PROPQUEST_DUNGEONANDPK_INC_000578,"Thank you! Please, investigate the entrance of the temple for anything dangerous. Would you?","Спасибо! Я о многом не прошу - ты только осмотри Храм вокруг да около и разведай, не таится ли там какая опасность."
PROPQUEST_DUNGEONANDPK_INC_000579,"I cannot force you to help me if you are busy. But maybe, when you have the time, you could come back and help me.","Ну что же, не силой ведь мне тащить тебя к Храму Ужосса… Но ты все же подумай, вдруг решишься."
PROPQUEST_DUNGEONANDPK_INC_000580,"Thank you, you did a great job.",Вот спасибо!
PROPQUEST_DUNGEONANDPK_INC_000581,It is very easy to find the entrance of the temple in Fantasy Desert.,"Храм стоит посреди пустыни, его издалека видно."
PROPQUEST_DUNGEONANDPK_INC_000582,Investigate the temple entrace.,Нужно осмотреть вход в Храм Ужосса.
PROPQUEST_DUNGEONANDPK_INC_000584,Temple of the Clown,Храм Ужосса
PROPQUEST_DUNGEONANDPK_INC_000585,Oh... Back so soon? I am glad you are back but I am still so worried.,"О… Так скоро вернулся? Я рад, что ты здесь, но всё равно беспокоюсь."
PROPQUEST_DUNGEONANDPK_INC_000586,I guess I am still worrying about the Iblis Temple. I know you said that there is nothing to worry about but I still have a bad feeling about that place.,"Я привык доверять предчувствиям, а они у меня на этот раз ох какие нехорошие."
PROPQUEST_DUNGEONANDPK_INC_000587,Would you please help me once more? I will not be able to rest until I know for sure…,"Придется еще раз попросить тебя о помощи, иначе я в это зловещее место ни ногой!"
PROPQUEST_DUNGEONANDPK_INC_000588,"I heard that there is a copy of the Iblis Revelation in the temple. Please bring me a rubbed copy of it, I need to see what it says.","Говорят, что в Храме находится табличка с Откровением Ужосса. Сними с нее копию и принеси мне. Договорились?"
PROPQUEST_DUNGEONANDPK_INC_000589,...but I... I... need your help…,…но я… я… нуждаюсь в твоей помощи…
PROPQUEST_DUNGEONANDPK_INC_000590,This… this is more shocking than I could have imagined. Bubble please protect us.,"Это… это ужаснее, чем я мог себе представить. Баббл, защити нас."
PROPQUEST_DUNGEONANDPK_INC_000591,There is a copy of the Iblis Revelation in the Iblis Temple. Bring a rubbed copy of it.,Нужно снять копию с таблички Откровения Ужосса и принести ее мэру города Санто.
PROPQUEST_DUNGEONANDPK_INC_000593,The Revival,Воскрешение
PROPQUEST_DUNGEONANDPK_INC_000594,What should we do?! What should we do?!,Что делать?! Что же делать?!
PROPQUEST_DUNGEONANDPK_INC_000595,I read the revelation and it speaks of the revival of Iblis as the trigger to the end of the world!,"Я прочел Откровение. В нем сказано: 'Я воскресну, и тогда придет конец света…'"
PROPQUEST_DUNGEONANDPK_INC_000596,"If this is true, we have to stop it! This could be worse than the Hero Wars of long ago.","Если это правда, нужно… нужно этому помешать! По сравнению с Ужоссом Воскрешенным древняя Геройская война кажется пустяком…"
PROPQUEST_DUNGEONANDPK_INC_000597,You told me that you saw new types of masquerpets while you were getting the revelation right? I think that maybe…,"По твоим словам, в Храме обитают невиданные прежде марионетки… Вдруг… вдруг…"
PROPQUEST_DUNGEONANDPK_INC_000598,...they are the scouts of the army of Iblis. It looks like we may have to work together for a little while longer. Are you willing to help?,"…они — разведчики войска Ужосса. Похоже, нам придётся поработать вместе ещё какое-то время. Ты готов помочь?"
PROPQUEST_DUNGEONANDPK_INC_000599,Excellent. Go in to the temple and gather any information you can about the strange masquerpets.,"Отлично. Возвращайся в Храм и постарайся разузнать об этих марионетках все, что сможешь."
PROPQUEST_DUNGEONANDPK_INC_000600,What?! Are you really going to stand by and let the world end?,Что?! Неужели ты станешь покорно ждать конца света?!
PROPQUEST_DUNGEONANDPK_INC_000601,"Hmm... Iblis Crasher... So, that is one of the masquerpets? Alright, give me some time to study this information. Thank you.","Хмм… Ужоссный крушитель… Итак, это одна из марионеток? Хорошо, дай мне время изучить эти сведения. Спасибо."
PROPQUEST_DUNGEONANDPK_INC_000602,Any information about any Masquerpets is good.,"Чем больше мы узнаем о марионетках, тем лучше."
PROPQUEST_DUNGEONANDPK_INC_000603,Go into the temple and gather any information you can.,Нужно вернуться в Храм и разузнать побольше о марионетках.
PROPQUEST_DUNGEONANDPK_INC_000605,Into the Dark,Во тьму
PROPQUEST_DUNGEONANDPK_INC_000606,Hi. I have studied the information you brought me and I have found that there is an altar in the Iblis Temple. There is also evidence that there are masquerpets guarding the altar.,"Я поразмыслил, полистал архивы и узнал, что в глубине Храма Ужосса должен быть алтарь. Его-то и стерегут марионетки."
