Key,English,Russian
ACHIEVEMENT_KILL_BANG_LVL1,Bang Slayer 1,Истребитель Громов 1
ACHIEVEMENT_KILL_BANG_LVL2,Bang Slayer 2,Истребитель Громов 2
ACHIEVEMENT_KILL_BANG_LVL3,Bang Slayer 3,Истребитель Громов 3
ACHIEVEMENT_KILL_BANG_LVL4,Bang Slayer 4,Истребитель Громов 4
ACHIEVEMENT_KILL_BANG_LVL5,Bang Hunter,Охотник на Громов 
ACHIEVEMENT_KILL_MOTHBEE_LVL1,Mothbee Slayer 1,Истребитель Мухаонов 1
ACHIEVEMENT_KILL_MOTHBEE_LVL2,Mothbee Slayer 2,Истребитель Мухаонов 2
ACHIEVEMENT_KILL_MOTHBEE_LVL3,Mothbee Slayer 3,Истребитель Мухаонов 3
ACHIEVEMENT_KILL_MOTHBEE_LVL4,Mothbee Slayer 4,Истребитель Мухаонов 4
ACHIEVEMENT_KILL_MOTHBEE_LVL5,Mothbee Hunter,Охотник на Мухаонов
ACHIEVEMENT_KILL_WAGSAAC_LVL1,Wagsaac Slayer 1,Истребитель Злопухов 1
ACHIEVEMENT_KILL_WAGSAAC_LVL2,Wagsaac Slayer 2,Истребитель Злопухов 2
ACHIEVEMENT_KILL_WAGSAAC_LVL3,Wagsaac Slayer 3,Истребитель Злопухов 3
ACHIEVEMENT_KILL_WAGSAAC_LVL4,Wagsaac Slayer 4,Истребитель Злопухов 4
ACHIEVEMENT_KILL_WAGSAAC_LVL5,Wagsaac Hunter,Охотник на Злопухов
ACHIEVEMENT_KILL_FLYBAT_LVL1,Flybat Slayer 1,Истребитель Циклопырей 1
ACHIEVEMENT_KILL_FLYBAT_LVL2,Flybat Slayer 2,Истребитель Циклопырей 2
ACHIEVEMENT_KILL_FLYBAT_LVL3,Flybat Slayer 3,Истребитель Циклопырей 3
ACHIEVEMENT_KILL_FLYBAT_LVL4,Flybat Slayer 4,Истребитель Циклопырей 4
ACHIEVEMENT_KILL_FLYBAT_LVL5,Flybat Hunter,Охотник на Циклопырей 
ACHIEVEMENT_KILL_MIA_LVL1,Mia Slayer 1,Истребитель Мий 1
ACHIEVEMENT_KILL_MIA_LVL2,Mia Slayer 2,Истребитель Мий 2
ACHIEVEMENT_KILL_MIA_LVL3,Mia Slayer 3,Истребитель Мий 3
ACHIEVEMENT_KILL_MIA_LVL4,Mia Slayer 4,Истребитель Мий 4
ACHIEVEMENT_KILL_MIA_LVL5,Mia Hunter,Охотник на Мий 
ACHIEVEMENT_KILL_MRPUMPKIN_LVL1,Mr. Pumpkin Slayer 1,Истребитель Тыкверов 1
ACHIEVEMENT_KILL_MRPUMPKIN_LVL2,Mr. Pumpkin Slayer 2,Истребитель Тыкверов  2
ACHIEVEMENT_KILL_MRPUMPKIN_LVL3,Mr. Pumpkin Slayer 3,Истребитель Тыкверов  3
ACHIEVEMENT_KILL_MRPUMPKIN_LVL4,Mr. Pumpkin Slayer 4,Истребитель Тыкверов  4
ACHIEVEMENT_KILL_MRPUMPKIN_LVL5,Mr. Pumpkin Hunter,Охотник на Тыкверов 
ACHIEVEMENT_KILL_REDMANTIS_LVL1,Redmantis Slayer 1,Истребитель Красных богомолов 1
ACHIEVEMENT_KILL_REDMANTIS_LVL2,Redmantis Slayer 2,Истребитель Красных богомолов 2
ACHIEVEMENT_KILL_REDMANTIS_LVL3,Redmantis Slayer 3,Истребитель Красных богомолов 3
ACHIEVEMENT_KILL_REDMANTIS_LVL4,Redmantis Slayer 4,Истребитель Красных богомолов 4
ACHIEVEMENT_KILL_REDMANTIS_LVL5,Redmantis Hunter,Охотник на Красных богомолов 
ACHIEVEMENT_KILL_ZENDROS_LVL1,Zendros Slayer 1,Истребитель Призоров 1
ACHIEVEMENT_KILL_ZENDROS_LVL2,Zendros Slayer 2,Истребитель Призоров 2
ACHIEVEMENT_KILL_ZENDROS_LVL3,Zendros Slayer 3,Истребитель Призоров 3
ACHIEVEMENT_KILL_ZENDROS_LVL4,Zendros Slayer 4,Истребитель Призоров 4
ACHIEVEMENT_KILL_ZENDROS_LVL5,Zendros Hunter,Охотник на Призоров 
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL1,Jack the Hammer Slayer 1,Истребитель Кувалда Джеков 1
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL2,Jack the Hammer Slayer 2,Истребитель Кувалда Джеков 2
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL3,Jack the Hammer Slayer 3,Истребитель Кувалда Джеков 3
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL4,Jack the Hammer Slayer 4,Истребитель Кувалда Джеков 4
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL5,Jack the Hammer Hunter,Охотник на Кувалда Джеков
ACHIEVEMENT_KILL_GIGGLEBOX_LVL1,Giggle Box Slayer 1,Истребитель Хохотунов 1
ACHIEVEMENT_KILL_GIGGLEBOX_LVL2,Giggle Box Slayer 2,Истребитель Хохотунов 2
ACHIEVEMENT_KILL_GIGGLEBOX_LVL3,Giggle Box Slayer 3,Истребитель Хохотунов 3
ACHIEVEMENT_KILL_GIGGLEBOX_LVL4,Giggle Box Slayer 4,Истребитель Хохотунов 4
ACHIEVEMENT_KILL_GIGGLEBOX_LVL5,Giggle Box Hunter,Охотник на Хохотунов
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL1,Rock Muscle Slayer 1,Истребитель Камнетавров 1
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL2,Rock Muscle Slayer 2,Истребитель Камнетавров  2
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL3,Rock Muscle Slayer 3,Истребитель Камнетавров  3
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL4,Rock Muscle Slayer 4,Истребитель Камнетавров  4
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL5,Rock Muscle Hunter,Охотник на Камнетавров 
ACHIEVEMENT_KILL_BUCROW_LVL1,Bucrow Slayer 1,Истребитель Тавродемонов 1
ACHIEVEMENT_KILL_BUCROW_LVL2,Bucrow Slayer 2,Истребитель Тавродемонов 2
ACHIEVEMENT_KILL_BUCROW_LVL3,Bucrow Slayer 3,Истребитель Тавродемонов 3
ACHIEVEMENT_KILL_BUCROW_LVL4,Bucrow Slayer 4,Истребитель Тавродемонов 4
ACHIEVEMENT_KILL_BUCROW_LVL5,Bucrow Hunter,Охотник на Тавродемонов 
ACHIEVEMENT_KILL_NEPARUBA_LVL1,Neparuba Slayer 1,Истребитель Комарищ 1
ACHIEVEMENT_KILL_NEPARUBA_LVL2,Neparuba Slayer 2,Истребитель Комарищ  2
ACHIEVEMENT_KILL_NEPARUBA_LVL3,Neparuba Slayer 3,Истребитель Комарищ 3
ACHIEVEMENT_KILL_NEPARUBA_LVL4,Neparuba Slayer 4,Истребитель Комарищ 4
ACHIEVEMENT_KILL_NEPARUBA_LVL5,Neparuba Hunter,Охотник на Комарищ
ACHIEVEMENT_KILL_HOBO_LVL1,Hobo Slayer 1,Истребитель Одноруких Бандитов 1
ACHIEVEMENT_KILL_HOBO_LVL2,Hobo Slayer 2,Истребитель Одноруких Бандитов 2
ACHIEVEMENT_KILL_HOBO_LVL3,Hobo Slayer 3,Истребитель Одноруких Бандитов 3
ACHIEVEMENT_KILL_HOBO_LVL4,Hobo Slayer 4,Истребитель Одноруких Бандитов 4
ACHIEVEMENT_KILL_HOBO_LVL5,Hobo Hunter,Охотник на Одноруких Бандитов
ACHIEVEMENT_KILL_DUMBBULL_LVL1,Dumbbull Slayer 1,Истребитель Быказа-рогазов 1
ACHIEVEMENT_KILL_DUMBBULL_LVL2,Dumbbull Slayer 2,Истребитель Быказа-рогазов 2
ACHIEVEMENT_KILL_DUMBBULL_LVL3,Dumbbull Slayer 3,Истребитель Быказа-рогазов 3
ACHIEVEMENT_KILL_DUMBBULL_LVL4,Dumbbull Slayer 4,Истребитель Быказа-рогазов 4
ACHIEVEMENT_KILL_DUMBBULL_LVL5,Dumbbull Hunter,Охотник на Быказа-рогазов
ACHIEVEMENT_KILL_TOTEMIA_LVL1,Totemia Slayer 1,Истребитель Истуканов 1
ACHIEVEMENT_KILL_TOTEMIA_LVL2,Totemia Slayer 2,Истребитель Истуканов 2
ACHIEVEMENT_KILL_TOTEMIA_LVL3,Totemia Slayer 3,Истребитель Истуканов 3
ACHIEVEMENT_KILL_TOTEMIA_LVL4,Totemia Slayer 4,Истребитель Истуканов 4
ACHIEVEMENT_KILL_TOTEMIA_LVL5,Totemia Hunter,Охотник на Истуканов 
ACHIEVEMENT_KILL_CARDPUPPET_LVL1,Cardpuppet Slayer 1,Истребитель Заводных кукал 1
ACHIEVEMENT_KILL_CARDPUPPET_LVL2,Cardpuppet Slayer 2,Истребитель Заводных кукал 2
ACHIEVEMENT_KILL_CARDPUPPET_LVL3,Cardpuppet Slayer 3,Истребитель Заводных кукал 3
ACHIEVEMENT_KILL_CARDPUPPET_LVL4,Cardpuppet Slayer 4,Истребитель Заводных кукал 4
ACHIEVEMENT_KILL_CARDPUPPET_LVL5,Cardpuppet Hunter,Охотник на Заводных кукал
ACHIEVEMENT_KILL_FLBYRIGEN_LVL1,Flybrigen Slayer 1,Истребитель Хвостоколов 1
ACHIEVEMENT_KILL_FLBYRIGEN_LVL2,Flybrigen Slayer 2,Истребитель Хвостоколов 2
ACHIEVEMENT_KILL_FLBYRIGEN_LVL3,Flybrigen Slayer 3,Истребитель Хвостоколов 3
ACHIEVEMENT_KILL_FLBYRIGEN_LVL4,Flybrigen Slayer 4,Истребитель Хвостоколов 4
ACHIEVEMENT_KILL_FLBYRIGEN_LVL5,Flybrigen Hunter,Охотник на Хвостоколов 
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL1,Tombstone Bearer Slayer 1,Истребитель Гробокопов 1
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL2,Tombstone Bearer Slayer 2,Истребитель Гробокопов 2
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL3,Tombstone Bearer Slayer 3,Истребитель Гробокопов 3
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL4,Tombstone Bearer Slayer 4,Истребитель Гробокопов 4
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL5,Tombstone Bearer Hunter,Охотник на Гробокопов
ACHIEVEMENT_KILL_SCOPICON_LVL1,Scorpicon Slayer 1,Истребитель Скорпионов 1
ACHIEVEMENT_KILL_SCOPICON_LVL2,Scorpicon Slayer 2,Истребитель Скорпионов 2
ACHIEVEMENT_KILL_SCOPICON_LVL3,Scorpicon Slayer 3,Истребитель Скорпионов 3
ACHIEVEMENT_KILL_SCOPICON_LVL4,Scorpicon Slayer 4,Истребитель Скорпионов 4
ACHIEVEMENT_KILL_SCOPICON_LVL5,Scorpicon Hunter,Охотник на Скорпионов 
ACHIEVEMENT_KILL_BASQUE_LVL1,Basque Slayer 1,Истребитель Стрелорков 1
ACHIEVEMENT_KILL_BASQUE_LVL2,Basque Slayer 2,Истребитель Стрелорков 2
ACHIEVEMENT_KILL_BASQUE_LVL3,Basque Slayer 3,Истребитель  Стрелорков 3
ACHIEVEMENT_KILL_BASQUE_LVL4,Basque Slayer 4,Истребитель Стрелорков 4
ACHIEVEMENT_KILL_BASQUE_LVL5,Basque Hunter,Охотник на Стрелорков
ACHIEVEMENT_KILL_PRANKSTER_LVL1,Prankster Slayer 1,Истребитель Проказников 1
ACHIEVEMENT_KILL_PRANKSTER_LVL2,Prankster Slayer 2,Истребитель Проказников 2
ACHIEVEMENT_KILL_PRANKSTER_LVL3,Prankster Slayer 3,Истребитель Проказников 3
ACHIEVEMENT_KILL_PRANKSTER_LVL4,Prankster Slayer 4,Истребитель Проказников 4
ACHIEVEMENT_KILL_PRANKSTER_LVL5,Prankster Hunter,Охотник на Проказников 
ACHIEVEMENT_KILL_ROCKEPELLER_LVL1,Rockepeller Slayer 1,Истребитель Пропеллацов 1
ACHIEVEMENT_KILL_ROCKEPELLER_LVL2,Rockepeller Slayer 2,Истребитель Пропеллацов 2
ACHIEVEMENT_KILL_ROCKEPELLER_LVL3,Rockepeller Slayer 3,Истребитель Пропеллацов 3
ACHIEVEMENT_KILL_ROCKEPELLER_LVL4,Rockepeller Slayer 4,Истребитель Пропеллацов 4
ACHIEVEMENT_KILL_ROCKEPELLER_LVL5,Rockepeller Hunter,Охотник на Пропеллацов 
ACHIEVEMENT_KILL_WHEELEM_LVL1,Wheelem Slayer 1,Истребитель Ушатронов 1
ACHIEVEMENT_KILL_WHEELEM_LVL2,Wheelem Slayer 2,Истребитель Ушатронов 2
ACHIEVEMENT_KILL_WHEELEM_LVL3,Wheelem Slayer 3,Истребитель Ушатронов 3
ACHIEVEMENT_KILL_WHEELEM_LVL4,Wheelem Slayer 4,Истребитель Ушатронов 4
ACHIEVEMENT_KILL_WHEELEM_LVL5,Wheelem Hunter,Охотник на Ушатронов
ACHIEVEMENT_KILL_LEYENA_LVL1,Leyena Slayer 1,Истребитель Лиенов 1
ACHIEVEMENT_KILL_LEYENA_LVL2,Leyena Slayer 2,Истребитель Лиенов 2
ACHIEVEMENT_KILL_LEYENA_LVL3,Leyena Slayer 3,Истребитель Лиенов 3
ACHIEVEMENT_KILL_LEYENA_LVL4,Leyena Slayer 4,Истребитель Лиенов 4
ACHIEVEMENT_KILL_LEYENA_LVL5,Leyena Hunter,Охотник на Лиенов
ACHIEVEMENT_KILL_TRANGFOMA_LVL1,Trangfoma Slayer 1,Истребитель Дезинфекторов 1
ACHIEVEMENT_KILL_TRANGFOMA_LVL2,Trangfoma Slayer 2,Истребитель Дезинфекторов 2
ACHIEVEMENT_KILL_TRANGFOMA_LVL3,Trangfoma Slayer 3,Истребитель Дезинфекторов 3
ACHIEVEMENT_KILL_TRANGFOMA_LVL4,Trangfoma Slayer 4,Истребитель Дезинфекторов 4
ACHIEVEMENT_KILL_TRANGFOMA_LVL5,Trangfoma Hunter,Охотник на Дезинфекторов 
