Key,English,Russian
WDGUILDWARBIG_WLD_000000,Prove yourself!\nShow them that you are the best!,"Арена\nДокажите, что вы лучше всех!"
WORLD_WDGUILDWAR_CAVERN_RGN_000000,Prove yourself!\nShow them that you are the best!,"Арена\nДокажите, что вы лучше всех!"
WORLD_WDGUILDWAR_CORAL_RGN_000000,Prove yourself!\nShow them that you are the best!,"Арена\nДокажите, что вы лучше всех!"
WORLD_WDGUILDWAR_GUARDIANE_RGN_000000,Prove yourself!\nShow them that you are the best!,"Арена\nДокажите, что вы лучше всех!"
WORLD_WDGUILDWAR_KAILLUN_RGN_000000,Prove yourself!\nShow them that you are the best!,"Арена\nДокажите, что вы лучше всех!"
WORLD_WDGUILDWAR_SNOW_RGN_000000,Prove yourself!\nShow them that you are the best!,"Арена\nДокажите, что вы лучше всех!"
WORLD_WDGUILDWAR_UNDERWATER_RGN_000000,Prove yourself!\nShow them that you are the best!,"Арена\nДокажите, что вы лучше всех!"
WORLD_WDGUILDWAR_VOLCANO_RGN_000000,Prove yourself!\nShow them that you are the best!,Prove yourself!\nShow them that you are the best!
WDKEBARAS_WLD_000000,Lodelight,Маяк Жизни
WDKEBARAS_WLD_000001,This is a safe place.,Безопасное место.
WORLD_WDKEBARAS_WDKEBARAS_RGN_000000,Kebaras,Кебара
WORLD_WDKEBARAS_WDKEBARAS_RGN_000001,"Welcome to the town of Kebaras!\nLong ago, this place served as a prison for criminals...","Welcome to the town of Kebaras!\nLong ago, this place served as a prison for criminals..."
WDKEBARAS2_WLD_000000,Lodelight,Lodelight
WDKEBARAS2_WLD_000001,This is a safe place.,This is a safe place.
WORLD_WDKEBARAS2_WDKEBARAS_RGN_000000,Kebaras 2,Kebaras 2
WORLD_WDKEBARAS2_WDKEBARAS_RGN_000001,"Welcome to the town of Kebaras 2!\nLong ago, this place served as a prison for criminals...","Welcome to the town of Kebaras 2!\nLong ago, this place served as a prison for criminals..."
WDMADRIGAL_WLD_000000,Mysterious Castle,Загадочный замок
WDMADRIGAL_WLD_000001,This place is not marked on the map. No one knows how to enter it...,"Это место не указано на карте. Никто не знает, как туда попасть..."
WDMADRIGAL_WLD_000002,Refuge of Middle Leren Mountains,Убежище в Леренских горках
WDMADRIGAL_WLD_000003,Line Flarine ↔ Saint City,Маршрут Фларинция ↔ Санто
WDMADRIGAL_WLD_000004,Line Flarine ↔ Darkon 1,Маршрут Фларинция ↔ Даркон 1
WDMADRIGAL_WLD_000005,Line Flarine ↔ Mars Mine,Маршрут Фларинция ↔ Марсова шахта
WDMADRIGAL_WLD_000006,Line Saint City ↔ Garden of Rhisis,Маршрут Санто ↔ Райсский сад
WDMADRIGAL_WLD_000007,Line Saint City ↔ Fantasy Desert,Маршрут Санто ↔ Нереальная пустыня
WDMADRIGAL_WLD_000008,Line Darkon 1 ↔ Darken,Маршрут Даркон 1 ↔ Даркенбург
WDMADRIGAL_WLD_000009,Line Darken ↔ Arians,Маршрут Даркенбург ↔ Арианские впадины
WDMADRIGAL_WLD_000010,Line Arians ↔ Guardiane,Маршрут Арианские впадины ↔ Гардиана
WDMADRIGAL_WLD_000011,Line Arians ↔ Deadwallderness,Маршрут Арианские впадины ↔ Мертвые пески
WDMADRIGAL_WLD_000012,Azria\nAbandoned Erons Factory,Азрия\nБрошенная Эрониевая фактория
WDMADRIGAL_WLD_000013,Azria\nVillage,Азрия\nДеревня
WDMADRIGAL_WLD_000014,Line Deadwallderness ↔ Azria,Line Deadwallderness ↔ Azria
WDMADRIGAL_WLD_000015,Storm Peak Entrance,Storm Peak Entrance
WDMADRIGAL_WLD_000017,Envy Depths Entrance,Envy Depths Entrance
WDMADRIGAL_WLD_000019,Guardiane Sanctuary Entrance,Guardiane Sanctuary Entrance
WDMADRIGAL_WLD_000021,Leren Chasm Entrance,Leren Chasm Entrance
WDMADRIGAL_WLD_000022,Wilds Entrance,Wilds Entrance
WDMADRIGAL_WLD_000023,Rhisis Catacombs,Rhisis Catacombs
WDMADRIGAL_WLD_000024,This is a safe place.,This is a safe place.
WDMADRIGAL_WLD_000025,The Wilds Entrance,The Wilds Entrance
WDMADRIGAL_WLD_000026,Coral Village,Coral Village
WDMADRIGAL_WLD_000028,Coral Island,Coral Island
WDMADRIGAL_WLD_000029,Welcome to Coral!,Welcome to Coral!
WDMADRIGAL_WLD_000030,Red Sea,Red Sea
WDMADRIGAL_WLD_000032,Deep Sea,Deep Sea
WDMADRIGAL_WLD_000034,Swamp,Swamp
WDMADRIGAL_WLD_000035,Saint City Arena,Saint City Arena
WDMADRIGAL_WLD_000036,This place was famous long ago...,This place was famous long ago...
WDMADRIGAL_WLD_000037,Kaillun,Kaillun
WDMADRIGAL_WLD_000038,Welcome to Kaillun!,Welcome to Kaillun!
WDMADRIGAL_WLD_000039,Orbalune Port,Orbalune Port
WDMADRIGAL_WLD_000040,This is a safe place.,This is a safe place.
WDMADRIGAL_WLD_000041,Kaillun Grassland,Kaillun Grassland
WDMADRIGAL_WLD_000042,Dreknir Ridge,Dreknir Ridge
WDMADRIGAL_WLD_000043,Lionrath Falls,Lionrath Falls
WDMADRIGAL_WLD_000044,Velora Cliffs,Velora Cliffs
WDMADRIGAL_WLD_000045,Dreknir Forest,Dreknir Forest
WDMADRIGAL_WLD_000046,Ankou's Asylum Entrance,Ankou's Asylum Entrance
WDMADRIGAL_WLD_000047,This is a safe place.,This is a safe place.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000000,Darkon 1\nErons Factory 2,Даркон-1\nЭрониевая фактория-2
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000001,Erons Factory 2. Used to produce Erons.,"Эрониевая фактория-2. Здесь, как несложно догадаться, производят эроний."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000002,The Middle of Leren Mountains,Леренские горки
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000003,The middle district of Leren Mountains in Flaris.\nThere is Billeting Place of the High-Dwarpets and the Plain of Bubble.,Центральная часть Леренских горок.\nЗдесь находятся Лучистое поле и лагерь высоких карликов.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000004,Flarine\nCentral Flarine,Фларинция\nЦентральная Фларинция
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000005,The main hub of activity for Flaris is in the middle of Flarine.\nThere is a station and a public office.\nThere are stores for armor and weapons.,"В центральной части Фларинции жизнь бьет ключом.\nЗдесь находятся воздушный порт и мэрия.\nКроме того, здесь стоят лавки торговцев оружием и доспехами."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000006,Flarine\nEastern Flarine,Фларинция\nВосточная Фларинция
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000007,"The eastern part of Flarine.\nHere you can get food, magic materials, and job training.","Восточная часть Фларинции.\nЗдесь можно купить еду и магические предметы, а также поговорить с магистрами и инструкторами."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000008,Flarine\nNorthern Flarine,Фларинция\nСеверная Фларинция
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000009,The northern part of Flarine.\nThe Job Masters and Lodestar are here.,Северная часть Фларинции.\nЗдесь расположена Звезда Жизни. Здесь же можно найти некоторых магистров и инструкторов.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000010,Someone is watching you.,За вами кто-то наблюдает.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000011,Plain of Bubble,Лучистое поле
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000012,This area was created by the Clown God Bubble.,Это поле сотворила сама Клоунесса Лучик.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000013,The South of Leren Mountains,Южные Леренские горки
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000014,The southern district of the Leren Mountains.,Южная часть Леренских горок.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000015,The Center for Guild Combat,Замок войны
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000016,Guild combat is managed here.,Здесь можно подать заявку на поединок.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000017,The South of Leren Mountains\nAltar of Dreadpet,Южные Леренские горки\nАлтарь кошмарища
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000018,Dreadpet is kept here.\nHis keepers control great magic.,"Здесь держат кошмарище.\nДолжно быть, его тюремщики владеют нешуточной магией."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000019,Darkon 1\nErons Factory 1,Даркон-1\nЭрониевая фактория-1
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000020,The First Erons Factory.\nThis factory produces 80% of all Erons.,Первая эрониевая фактория.\nЗдесь производят 80% всего эрония Мадригала.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000021,Darkon\nAltar of Violet,Даркон\nАлтарь Лилового Фокусника
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000022,There is evidence here of a major event.,Здесь готовится какой-то мощный ритуал.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000023,The Middle of Leren Mountains,Леренские горки
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000024,The middle of the Leren Mountains.\nThere is Billeting Place of the High-Dwarpets and the Plain of Bubble.,Центральная часть Леренских горок.\nЗдесь находятся Лучистое поле и лагерь высоких карликов.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000025,Billeting Place of High-Dwarpets,Лагерь высоких карликов
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000026,The High-Dwarpets have created Billeting place.\n A certain High-Dwarpet once stored the Book of Technique here.,"Высокие карлики разбили в этом месте лагерь.\n Здесь жил - а может, и живет - хранитель книги 'Секреты мастерства'."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000027,Northern River of Weeping,Северная Плакучая река
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000028,Haunt of Nyangnyang,Обеденная поляна Кисандр
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000029,Haunt of Nyangnyang.,Кисандры собираются здесь на обед.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000030,The bridge was repaired!\n You used to have to jump across a gap.,Мост наконец-то починили!\n Раньше приходилось прыгать.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000031,Lodelight,Маяк Жизни
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000032,This is a safe place.,Безопасное место.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000033,Madren Town,Мадренбург
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000034,This is a small town for Demian.\nCast-off Demian live here.,В этом городке живут злыдни.\nЗдесь царят свои порядки и законы.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000035,Middle of River of Weeping,Плакучая река
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000036,This river overflows when it rains every once in a while.\nHigh-Dwarpet can sometimes be seen bathing here.,Во время дождей эта река выходит из берегов.\nИногда здесь можно застать плещущихся карликов.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000037,Madren Town\nAltar of Dreadpet,Мадренбург\nАлтарь кошмарища
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000038,Another place for controlling the Dreadpet.\nThere are supervisors here that use strong magic.,"Здесь держат кошмарище.\nДолжно быть, его тюремщики владеют нешуточной магией."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000039,Fountain of Dead Person,Фонтан Мертвеца
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000040,"It is known that souls gather together in this place.\nAccording to tradition, the water in this place gives perennial youth and long life.","В этот фонтан, или, точнее, омут, уходят души умерших.\nЕсли верить легендам, вода фонтана дарит силы и долгую жизнь."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000041,Northern Leren Mountains,Северные Леренские горки
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000042,The northern district of the Leren Mountains.\nThe Mars Mine and the Fountain of Dead Person are here.,Северная часть Леренских горок.\nЗдесь находятся Марсова шахта и фонтан Мертвеца.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000043,Mars Mine,Марсова шахта
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000044,"This Mine was found and developed by mining merchants long ago.\n However, the place is overrun with Masquerpets now.","Старая шахта, где добывали глину.\n Теперь в ней живут чудовища."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000045,The residence of Ludviehill,Резиденция Сотби
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000046,The rich of Flaris live in Ludviehill.,"Здесь живет Сотби, фларинтийский богач."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000049,Saint Tree,Моргенсиль
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000050,Saint Tree is really old\n This tree is one of the symbols of Saint Morning.,"Моргенсиль - древнее дерево, стоявшее здесь с начала времен.\n Оно считается главным символом и достопримечательностью Санто Моргена."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000051,Saint Morning\nAltar of Violet,Санто Морген\nАлтарь Лилового Фокусника
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000052,"Here, as in other places, there is evidence of a major event.",Воздух вокруг этого алтаря пропитан мощной магией.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000053,Northern Hillid Mountains,Северные Холмистые горы
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000054,The Northern district of the Hillid Mountains,Северная часть Холмистых гор.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000055,Eastern River of Weeping,Восточная Плакучая река
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000056,The Eastern part of the River of Weeping\nAltar of Dreadpet,Восточная Плакучая река\nАлтарь кошмарища.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000057,Another Altar to the Dreadpet.\nThe magic of the Dreadpet tamers electrifies the air.,"Алтарь кошмарища.\nТюремщик источает магию такой силы, что воздух искрится."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000058,Saint Morning\nSaint Hall,Санто\nРатуша
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000059,Saint Hall is the oldest building. It has been standing longer than anyone in town has been alive.\nPublic offices and the laboratory are located in this building.,"Ратуша - старейшее здание Санто. Она была построена, когда никого из нынешних жителей города еще на свете не было.\nВ ратуше также находятся банк и лаборатория. "
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000060,Saint Morning,Санто Морген
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000061,Saint Morning has gained independence from Flaris.\nThey have made a fortune from commerce.,Санто Морген - второй остров Мадригала.\nЗдесь живут отличные мастера и успешные торговцы.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000062,Saint Morning\nStation,Санто\nВоздушный порт
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000063,This is the biggest station on Madrigal.\nSaint Morning could become the center of commerce for Madrigal by using this station.,В Санто находится крупнейший воздушный порт Мадригала.\nИз-за этого торговля в городе и идет так успешно.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000064,Saint Morning square,Площадь Санто
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000065,Saint Morning square is a local hang out.\nThere is lots of space to open stores.,На городской площади всегда многолюдно.\nИскатели приключений любят открывать здесь частные лавочки.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000066,Saint Morning\nThe Madrigal History Society.,Санто\nИсторическое общество
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000067,Research in the History of Madrigal is being made here.,Здесь трудятся историки Мадригала.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000068,Flaris\nAltar of Violet,Фларинция\nАлтарь Лилового Фокусника
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000069,"There is a certain smell in the air and stones litter the landscape, evidence of a major event.","В воздухе пахнет грозой, а земля усеяна камнями - тут явно произошло что-то серьёзное."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000070,The Garden of Rhisis,Райсский сад
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000071,The Garden of Rhisis.\nThis once used to be a beautiful place but was ruined in the war with Clockworks.,Сад богини Райс.\nДо Часовой войны это было прекраснейшее место во всем Мадригале.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000072,Fantasy Desert,Нереальная пустыня
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000073,"You can see stone pillars around the desert.\nAccording to rumor, there are temples that lie buried under this desert.","То тут, то там среди песков попадаются каменные колонны.\nЕсли верить слухам, под дюнами похоронены древние храмы."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000074,You can hear the sound of digging close by.,Откуда-то доносится звук заступов.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000075,The Entrance to Fantasy Desert,Вход в Нереальную пустыню
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000076,"A desert with a lot of unknown, unexplained, buildings.",Неизведанная и загадочная пустыня.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000077,Southern Hillid Mountains,Южные Холмистые горы
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000078,The southern Hillid Mountains.\nThe Entrance to the Fantasy Desert and Plateau of Silence is here.,"Южная часть Холмистых гор.\nЗдесь находится пик Безмолвия, а у подножия гор начинается Нереальная пустыня."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000079,Plateau of Silence\nGravity Disorder Area,Пик Безмолвия\nГравитационная аномалия
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000080,"It is impossible to fly in this area of Madrigal. According to a research group, gravity is stronger here than anywhere else in the world.","В этой части Мадригала даже самый опытный пилот не сумеет оторваться от земли. Если верить ученым, сила притяжения здесь выше, чем где-либо в мире."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000081,Hill of Shade,Тенистый холм
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000082,"Shade, the Clown Goddess was here.\nShe created this place in the time it takes to blink an eye.","Этот холм создала клоунесса Тень.\nПричем так быстро, что никто глазом не успел моргнуть."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000083,This is a safe place.,Это безопасная зона. Здесь на вас никто не нападет.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000084,Pumpkin Town\nThe Home of Mr. Pumpkin.,Тыквиль\nГород мистеров Тыкверов
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000085,"This town was made by people who dislike the city life of Saint Morning.\nHowever, this town was ruined because of an invasion of Mr. Pumpkins.","Этот городок построили люди, которые хотели отдохнуть от суеты Санто Моргена.\nНо мистеры Тыкверы напали на городок и разрушили его."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000086,Central Hillid Mountains,Холмистые горы
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000087,The central area of the Hillid Mountains.,Центральная часть Холмистых гор.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000088,Darkon 3\nMagmient,Даркон-3\nМагминт
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000089,The molten terrain of Darkon 3 makes for hard travel.\nOrdinary people do not enter because of the danger.,Эта часть Даркона-3 залита кипящей лавой.\nОбычные люди сюда не ходят - здесь слишком опасно.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000090,Altar of Jester,Алтарь шутов
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000091,This altar was made for admiring the glory of Jesters.\nA priest named Homeit is managing this altar.,Этот алтарь построен в честь славных героев-шутов.\nО нем заботится жрица Омейта.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000092,Darkon 3\nBrekin,Даркон-3\nБренская фактория
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000093,"This was an industrial area for refining Erons.\nHowever, this area was abandoned because of growing danger in the area.",Бренская фактория должна была стать крупнейшим металлургическим заводом Мадригала.\nНо из-за постоянных извержений вулкана она осталась недостроенной.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000094,Darkon 3\nArians,Даркон-3\nАрианские впадины
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000095,This area consists of giant pools. This blue water dissolved Erons.,"Арианские впадины - это целая сеть небольших водоемов с голубой водой, способной растворить даже эроний."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000096,Engisis Length,Энгисиль
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000097,"The largest, most mysterious tree in Madrigal.",Загадочное гигантское дерево.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000098,Darkon 3\nDeadwallderness,Даркон-3\nМертвые пески
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000099,The wasteland of Darkon 3. Smoke rises from the ground that smells like dead things.,"Мертвая земля Даркона-3. От песков поднимается пар, несущий запах смерти."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000100,Darkon 3\nAniceknight,Даркон-3\nДождевой лес
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000101,The local plants have mutated and grown large.,Растения этого леса - огромные мутанты.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000102,Darkon 3\nHouse of Laola,Даркон-3\nДомик Лолы
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000103,A mysterious aura has wrapped itself around the home of Laola,Домик ведьмы Лолы окутывает таинственная аура.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000104,Altar of Ranger,Алтарь стрелков
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000105,This altar was made for admiring the glory of the Ranger.\nA priest named Rupim is managing this altar.,"Алтарь, хранящий души стрелков.\nО нем заботится жрица Рупия."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000106,Altar of Psykeeper,Алтарь манипуляторов
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000107,Place where the Soulstone of Psykeeper is kept.\nThe admirers of the hero Offerep\nmake a pilgrimage here every year.,"Алтарь, хранящий души манипуляторов.\nПоследователи Коверфильда приходят сюда каждый год,\nчтобы почтить память героя."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000108,Darkon 3\nWestern Cendil,Даркон-3\nЗападный Грибальский лес
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000109,The polluted river flows and corrupts the wildlife of the area.\nThings grow large and nasty in this area.,"Река, несущая токсичные отходы, изменила экологию этого леса.\nДеревьев здесь нет, зато грибы выросли до невероятных размеров."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000110,Darkon 3\nHeret,Даркон-3\nАрквуд
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000111,There is a blue glow to the air.\nThe creatures here survive by eating Erons and wandering travelers.\nYou can see the mutant tree Heldonose on the west end.\nThis tree produces Erons.,Воздух в этом лесу мерцает голубоватым сиянием.\nЕго обитатели кормятся эронием и редкими путешественниками.\nНа западном краю леса растет дерево Мутэнт.\nЕго листья богаты эронием.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000112,Darkon 3\nMiddle Cendil,Даркон-3\nГрибальский лес
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000113,Unknown powerful energy exists in this district.\nNobody wants to know where the power came from.,Этот лес пронизан мощной энергией.\nЛучше даже не знать ее источник.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000114,Darkon 3\nEastern Cendil,Даркон-3\nВосточный Грибальский лес
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000115,Mileng is a holy place surrounded by giant trees shaped like mushrooms.,Вместо деревьев в этом лесу растут гигантские грибы.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000116,Mileng,Виктория
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000117,Mileng is a holy place surrounded by giant trees shaped like mushrooms.\nThe Heroes of Madrigal won their first victory here.,"Это святыня, окруженная огромными деревьями, по форме напоминающими грибы.\nВ этом месте герои Мадригала одержали первую победу."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000118,Darkon 3\nGuardiane,Даркон-3\nГардиана
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000119,This is a place of Guardians.\nThe final battle in the Hero War happened here\nAdventurers who wish to follow the will of heroes come here.,"В Гардиане собрались хранительницы героев.\nОна построена на том самом месте, где произошла заключительная битва Героической войны.\nСюда приходят искатели приключений, желающие стать наследниками героев."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000120,Darkon 3\nRoom of Guardian,Даркон-3\nЗал хранителей
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000121,There is a monster called Venel Guardian protecting the symbol of the wisdom of the heroes.,В этом зале зловещий дух Виндигго стережет волю героев.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000122,Altar of Ringmaster,Алтарь иллюзионистов
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000123,The place where the Soulstone of the Ringmaster is kept.\nThe admirers of the hero Aenn\nmake a pilgrimage here every year.,"Алтарь, хранящий души иллюзионистов.\nПоследователи Киу приходят сюда каждый год,\nчтобы почтить память героя."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000124,Altar of Elementor,Алтарь факиров
