Key,English,Russian
CHARACTER_INC_000180,Kimberley,Кимберли
CHARACTER_INC_000186,Saint Pang,Пингвид Сантор
CHARACTER_INC_000200,[MagicBox] Ancimys,Фокусник Бэддини
CHARACTER_INC_000226,Lurif,Луиза
CHARACTER_INC_000228,Darkon Pang,Пингвид Даркин
CHARACTER_INC_000230,Stima,Элла
CHARACTER_INC_000231,Mercenary,Mercenary
CHARACTER_INC_000232,Assist,Assist
CHARACTER_INC_000233,Acrobat,Acrobat
CHARACTER_INC_000234,Magician,Magician
CHARACTER_INC_000236,Phacham,Фахам
CHARACTER_INC_000260,Achaben,Апчхен
CHARACTER_INC_000261,Collector,Collector
CHARACTER_INC_000262,Poster,Poster
CHARACTER_INC_000263,Magic Tools,Magic Tools
CHARACTER_INC_000264,Arrow,Arrow
CHARACTER_INC_000266,Almani,Алан
CHARACTER_INC_000267,Broom,Метлы
CHARACTER_INC_000268,Board,Скейты
CHARACTER_INC_000272,Bolpor,Бутчер
CHARACTER_INC_000273,Food,Food
CHARACTER_INC_000280,Eshylop,Вейдер
CHARACTER_INC_000284,Haven,Амфора
CHARACTER_INC_000285,Wand,Wand
CHARACTER_INC_000286,Staff,Staff
CHARACTER_INC_000288,Robe,Robe
CHARACTER_INC_000290,Ollien,Мадам Хельга
CHARACTER_INC_000292,Roocky,Рукер
CHARACTER_INC_000298,Remine,Рамина
CHARACTER_INC_000304,Krinton,Кринтон
CHARACTER_INC_000305,Shields,Щиты
CHARACTER_INC_000310,Dr. Est,Доктор То
CHARACTER_INC_000312,Dr. Estly,Доктор Если
CHARACTER_INC_000314,Dr. Estern,Доктор Иначе
CHARACTER_INC_000316,Darkon Pang II,Пингвид Даркин Второй
CHARACTER_INC_000318,Kablloc,Кубла
CHARACTER_INC_000324,Chenbing,Чинбиз
CHARACTER_INC_000330,Jinitte,Джучи
CHARACTER_INC_000336,Tandy,Тахир
CHARACTER_INC_000338,Blinkwing,Блики
CHARACTER_INC_000339,Class Goods,Классовое
CHARACTER_INC_000342,[Acrobat Drillmaster] Hent,Вербовщик акробатов Брендис
CHARACTER_INC_000344,[Acrobat Master] Pyre,Магистр акробатов Пайр
CHARACTER_INC_000346,[Acrobat Instructor] Tailer,Инструктор акробатов Тайли
CHARACTER_INC_000348,[Jester Master] Lorein,Магистр шутов Лорена
CHARACTER_INC_000350,[Jester Priest] Homeit,Жрица шутов Омейта
CHARACTER_INC_000352,[Jester Guardian] Heingard,Хранительница шутов Эйнгарда
CHARACTER_INC_000354,[Ranger Master] Eliff,Магистр стрелков Элифа
CHARACTER_INC_000356,[High-Dwarpet] Liekyen,Высокий карлик Лийкин
CHARACTER_INC_000358,[Ranger Priest] Rupim,Жрица стрелков Рупия
CHARACTER_INC_000360,[Ranger Guardian] Kailreard,Хранительница стрелков Калиарда
CHARACTER_INC_000362,Santa,Санта Клоунс
CHARACTER_INC_000364,Priest,Жрица
CHARACTER_INC_000366,Hans,Ганс
CHARACTER_INC_000368,Guardian Master,Хранитель мастеров
CHARACTER_INC_000372,Shun,Шун
CHARACTER_INC_000378,Rocbin,Рокбин
CHARACTER_INC_000382,Shield,Щиты
CHARACTER_INC_000384,Ciel,Сель
CHARACTER_INC_000390,Yuna,Юна
CHARACTER_INC_000396,Heron,Эрона
CHARACTER_INC_000398,Cell,Селл
CHARACTER_INC_000400,Rankashu,Ранкаш
CHARACTER_INC_000402,Drian,Драйн
CHARACTER_INC_000404,Nevil of Prison,Пленный Невил
CHARACTER_INC_000406,Nevil,Невил
CHARACTER_INC_000408,Bernard,Бернард
CHARACTER_INC_000410,Kazen,Кайзен
CHARACTER_INC_000412,Andre,Андре
CHARACTER_INC_000414,Nein,Нейн
CHARACTER_INC_000418,Banker Pang,Пингвид-банкир
CHARACTER_INC_000420,Guild Siege Merchant,Торговец арены
CHARACTER_INC_000430,Furan,Дижон
CHARACTER_INC_000434,[Guild Siege Manager] Frankie,Мастер войны Франц
CHARACTER_INC_000436,[Guild Siege Manager] Donaris,Казначей Пенни
CHARACTER_INC_000438,[Santa] Buruto,Санта Барбар
CHARACTER_INC_000440,[Santa] Aramy,Санта Фе
CHARACTER_INC_000442,[Santa] Atto,Санта Крус
CHARACTER_INC_000444,[Probationer Cook] Juglin,Повар Юглин
CHARACTER_INC_000454,Hachal,Hachal
CHARACTER_INC_000458,[Great Magician] Laola,Ведьма Лола
CHARACTER_INC_000460,[Dreadpet Manager] Himadel,[Dreadpet Manager] Himadel
CHARACTER_INC_000462,[Dreadpet Manager] Gornus,[Dreadpet Manager] Gornus
CHARACTER_INC_000464,[Dreadpet Manager] Kanane,[Dreadpet Manager] Kanane
CHARACTER_INC_000466,[Mercenary Drillmaster] Mustang,Вербовщик борцов Мустанг
CHARACTER_INC_000468,[Mercenary Master] Andy,Магистр борцов Андей
CHARACTER_INC_000470,[High-Dwarpet] Langdrong,Высокий карлик Лангдронг
CHARACTER_INC_000472,[Mercenary Instructor] Hyuit,Инструктор борцов Хайята
CHARACTER_INC_000474,[Assist Drillmaster] Elic,Вербовщик униформистов Эль
CHARACTER_INC_000476,[Assist Master] Maki,Магистр униформистов Макей
CHARACTER_INC_000478,[High-Dwarpet] Goripeg,Высокий карлик Горипег
CHARACTER_INC_000480,[Assist Instructor] Kidmen,Инструктор униформистов Кидма
CHARACTER_INC_000482,[High-Dwarpet] Hastan,Высокий карлик Гастан
CHARACTER_INC_000484,Rudvihil,Ноныч
CHARACTER_INC_000486,Ancimys,Бэддини
CHARACTER_INC_000488,[Historian] Martinyc,Историк Мартиника
CHARACTER_INC_000490,[Mayor of Flarine],Мэр Фларинции
CHARACTER_INC_000492,[Public Official of Flarine],Секретарь мэра
CHARACTER_INC_000494,[Novelist] Gergantes,Писатель Гервантес
CHARACTER_INC_000496,[Magician Drillmaster] Wingyei,Вербовщица фокусников Брисеида
CHARACTER_INC_000498,[Magician Master] Hee,Магистр фокусников Хия
CHARACTER_INC_000500,[Magician Instructor] Lopaze,Инструктор фокусников Лиопа
CHARACTER_INC_000502,Helgar,Ольгерд
CHARACTER_INC_000504,Heltung,Фрэнки Штейн
CHARACTER_INC_000506,Strange Collector,Свин-мусорщик
CHARACTER_INC_000508,[BowlMerchant] Bowler,Продавец мисок Мисок
CHARACTER_INC_000510,JeongHwa,Инга
CHARACTER_INC_000512,Porgo,Пат Тинкертон
CHARACTER_INC_000514,[Mayor of Saint City],Мэр Санто Клаус
CHARACTER_INC_000516,[Chairman of History Society] Gothante,Председатель Исторического общества Шлесигер
CHARACTER_INC_000518,[Manager of Ancient Document] Rovanett,Архивариус Ровена
CHARACTER_INC_000520,Colar,Колар
CHARACTER_INC_000522,Amadolka,Амадолар
CHARACTER_INC_000524,Nina,Нина
CHARACTER_INC_000526,ChiChi,Чичи
CHARACTER_INC_000528,PiPi,Пип
CHARACTER_INC_000530,Loyah,Леля
CHARACTER_INC_000532,Mayun,Май
CHARACTER_INC_000534,Sotta,Ррежу
CHARACTER_INC_000536,[Knight Master] Karandur,Инструктор гладиаторов Карана
CHARACTER_INC_000538,[Knight Wise-man] Hormes,Старейшина гладиаторов Гермес
CHARACTER_INC_000540,Kurmin,Кармина
CHARACTER_INC_000542,[Knight Priest] Lobiet,Жрица гладиаторов Лобейта
CHARACTER_INC_000544,[Knight Guardian] Boneper,Хранительница гладиаторов Бонни
CHARACTER_INC_000546,[Blade Master] Corel,Магистр фехтовальщиков Корелия
CHARACTER_INC_000548,[Blade Wise-man] Guabrill,Старейшина фехтовальщиков Габриэль
CHARACTER_INC_000550,Ata,Ата Миллений
CHARACTER_INC_000552,[Blade Priest] Jeperdy,Жрица фехтовальщиков Гепардия
CHARACTER_INC_000554,[Blade Guardian] Sencyrit,Хранительница фехтовальщиков Сенсирити
CHARACTER_INC_000556,[Billposter Master] Ride,Магистр атлетов Рита
CHARACTER_INC_000558,[Billposter Wise-man] Domek,Старейшина атлетов Доминик
CHARACTER_INC_000560,Segho,Сего
CHARACTER_INC_000562,[Billposter Priest] Fera,Жрица атлетов Фара
CHARACTER_INC_000564,[Billposter Guardian] Capafe,Хранительница атлетов Капифа
CHARACTER_INC_000566,[Ringmaster Master] Ellend,Магистр иллюзионистов Элинда
CHARACTER_INC_000568,[Ringmaster Wise-man] Clamb,Старейшина иллюзионистов Клам
CHARACTER_INC_000570,Teshar,Тиша
CHARACTER_INC_000572,[Ringmaster Priest] Heedan,Жрица иллюзионистов Хейдана
CHARACTER_INC_000574,[Ringmaster Guardian] Romvoette,Хранительница иллюзионистов Ромветта
CHARACTER_INC_000576,[Psykeeper Master] Cylor,Магистр манипуляторов Хлоя
CHARACTER_INC_000578,[Psykeeper Wise-man] Cuarine,Старейшина манипуляторов Куаран
CHARACTER_INC_000580,Ryupang,Рональд
CHARACTER_INC_000582,[Psykeeper Priest] Pereb,Жрица манипуляторов Перея
CHARACTER_INC_000584,[Psykeeper Guardian] Shyniff,Хранительница манипуляторов Шейла
CHARACTER_INC_000586,[Elementor Master] Horison,Магистр факиров Ориона
CHARACTER_INC_000588,[Elementor Wise-man] Cuzrill,Старейшина факиров Казрел
CHARACTER_INC_000590,Parine,Пери
CHARACTER_INC_000592,[Elementor Priest] Condram,Жрица факиров Кендра
CHARACTER_INC_000594,[Elementor Guardian] Wendien,Хранительница факиров Венди
CHARACTER_INC_000596,Tomba,Тумба
CHARACTER_INC_000598,Eoners,Эона
CHARACTER_INC_000600,Ghalade,Галада
CHARACTER_INC_000602,Phoho,Гаспаччо
CHARACTER_INC_000604,[Darken Mayor],Мэр Даркенбурга
CHARACTER_INC_000606,Darz,Дарт
CHARACTER_INC_000608,Ivil Tobby,Ужассный Тобби
CHARACTER_INC_000610,Ivil Dorry,Ужассная Дорис
CHARACTER_INC_000612,Ivil Nana,Ужассная Нана
CHARACTER_INC_000614,Ivil Tubby,Ужассный Табби
CHARACTER_INC_000616,Ivil Pho,Ужассная Фо
CHARACTER_INC_000621,Firdryad,Еловая дриада
CHARACTER_INC_000623,Persdryad,Персиковая дриада
CHARACTER_INC_000625,Peardryad,Грушевая дриада
CHARACTER_INC_000627,Pinedryad,Сосновая дриада
CHARACTER_INC_000628,Hair Designer,Парикмахер Эдвард Депп
CHARACTER_INC_000629,Makeup Artist,Визажист Пола Старр
CHARACTER_INC_000633,Post Box,Почтовый ящик
CHARACTER_INC_000671,[Pet Tamer],Укротитель
CHARACTER_INC_000704,Buff Pang,Пингвид-иллюзионист
CHARACTER_INC_000706,[Arena Manager] Harold,Мастер войны Гарольд
CHARACTER_INC_000708,[Arena Store] Deek,Торговец Дик
CHARACTER_INC_000712,[Arena Manager] Lay,Мастер войны Лай
CHARACTER_INC_000736,Lord Manager,Lord Manager
CHARACTER_INC_000738,Card Master,Аркания
CHARACTER_INC_000742,[Jewel Manager] Peach,Ювелир Персеида
CHARACTER_INC_000951,[Rock Scissor Paper NPC] Demian,Злыдень
CHARACTER_INC_000847,[Mentor] Inisis,[Mentor] Inisis
CHARACTER_INC_001067,Reonan,Максимус
CHARACTER_INC_001069,Nerco,Нерко
CHARACTER_INC_001071,Hael,Хаэль
CHARACTER_INC_001073,Handel,Гандель
CHARACTER_INC_001075,Zoro,Зоро
CHARACTER_INC_001077,Elaine,Элейна
CHARACTER_INC_001079,Ainher,Айнхер
CHARACTER_INC_001081,Reodos,Реодос
CHARACTER_INC_001083,Sury,Сари
CHARACTER_INC_001115,Luzina,Люсинда
CHARACTER_INC_001117,Nersha,Nersha
CHARACTER_INC_001123,Drico,Drico
CHARACTER_INC_100001,Locku,Локу
CHARACTER_INC_100002,Letana,Летана
CHARACTER_INC_100003,Nemra,Немра
CHARACTER_INC_100004,YaoRin,ЯоРин
CHARACTER_INC_100005,Zaoma,Заома
CHARACTER_INC_100008,Dekane,Распад
CHARACTER_INC_100009,Launch Buff Pang,Launch Buff Pang
CHARACTER_INC_100010,Gigaka,Gigaka
CHARACTER_INC_100011,Miriun,Miriun
CHARACTER_INC_100012,Auxilior,Auxilior
CHARACTER_INC_100013,Mawrang,Mawrang
CHARACTER_INC_100014,Buur,Buur
CHARACTER_INC_100015,Gloves,Gloves
CHARACTER_INC_100016,Kumah,Kumah
CHARACTER_INC_100017,Obnis,Obnis
CHARACTER_INC_100018,Airon,Airon
CHARACTER_INC_100019,Haom,Haom
CHARACTER_INC_100020,Mysterious Robed Girl,Mysterious Robed Girl
CHARACTER_INC_000697,[Chip Merchant] Waforu,[Chip Merchant] Waforu
CHARACTER_INC_100021,Azria Pang,Azria Pang
CHARACTER_INC_001260,Lifeguard Jennifer,Lifeguard Jennifer
CHARACTER_INC_100022,[Lv80 Guild Siege Manager] Atlas,[Lv80 Guild Siege Manager] Atlas
CHARACTER_INC_100023,[Lv60 Guild Siege Manager] Olivia,[Lv60 Guild Siege Manager] Olivia
CHARACTER_INC_100024,Polar Bear,Белый мишка
CHARACTER_INC_100025,Fu Lion King,Король Лев
CHARACTER_INC_100026,Cupid,Cupid
CHARACTER_INC_100027,[Master Quests] Leila,[Мастер Квест] Лейла
CHARACTER_INC_000722,Secret Room Manager,Распорядитель Секретной комнаты
CHARACTER_INC_000723,Leren Chasm Guard,Leren Chasm Страж
CHARACTER_INC_000724,Rhisis Catacombs Guard,Rhisis Catacombs Страж
CHARACTER_INC_000725,Envy Depths Guard,Envy Depths Страж
CHARACTER_INC_000726,Guardiane Sanctuary Guard,Guardiane Sanctuary Страж
CHARACTER_INC_000727,Storm Peak Guard,Storm Peak Страж
CHARACTER_INC_000728,Rankashin,Раканишу
CHARACTER_INC_100028,Kebaras Pang,Пин Кебара
CHARACTER_INC_100029,Pink Easter Bunny,Розовый пасхальный уролик
CHARACTER_INC_100030,Galaxy Scout,Галактический разветчик
CHARACTER_INC_100031,Birthday Baker,Днерождевственский Бейкер
CHARACTER_INC_100032,[FWC Manager] Ava,[FWC Менеджер] Ава
CHARACTER_INC_100033,Gacha Machine,Гача машина
CHARACTER_INC_100034,Bach,Бач
CHARACTER_INC_100035,Private Leo,Приватный Леонид
CHARACTER_INC_100036,Noah,Ноныч
CHARACTER_INC_100037,Conch,Конч
CHARACTER_INC_100038,Traveling Merchant,Странствующий торговец
CHARACTER_INC_400000,[Token Merchant] Andrew,[Token Merchant] Андрюха
CHARACTER_INC_100039,Molu,Молли
CHARACTER_INC_100040,Costume Box,Коробка с костюмом
CHARACTER_INC_100041,Pragas,Прагас
CHARACTER_INC_100042,Beltung,Белтанг
CHARACTER_INC_100043,Gujane,Гуана
CHARACTER_INC_000729,The Wilds Guard,The Wilds Страж
CHARACTER_INC_000730,Rainbow Race Officer,Распорядитель гонок радуги
CHARACTER_INC_002000,Mysterious Islander,Тайный островитянин
CHARACTER_INC_002001,Pau Pau,Пау Пау
CHARACTER_INC_002002,Kammie,Кама
CHARACTER_INC_002003,BoBu,Бобохан
CHARACTER_INC_002004,Talus,Талий
CHARACTER_INC_002005,Inventor Remi,Реми
CHARACTER_INC_002006,Sunny Pang,Солничный Пин
CHARACTER_INC_000771,Charlie,Чарли
CHARACTER_INC_000772,[Guild Ship Manager] Lousiana,[Менеджер гильдийского корабля] Луизиана
CHARACTER_INC_000773,Santa,Санта
CHARACTER_INC_100044,Diosa,Диоса
CHARACTER_INC_100200,Kalgas Assault Manager,Kalgas Assault Менеджер
CHARACTER_INC_003200,[Personal House NPC] Casanova,[Пероснальный домовой NPC] Казанова
CHARACTER_INC_003201,[Personal House NPC] Misun,[Пероснальный домовой NPC] Мизун
CHARACTER_INC_003202,[Personal House NPC] Punk,[Пероснальный домовой NPC] Панк
CHARACTER_INC_003203,[Personal House NPC] Temas,[Пероснальный домовой NPCC] Темкин
CHARACTER_INC_003204,[Personal House NPC] BB Wolf,[Пероснальный домовой NPC] Волчара
CHARACTER_INC_003205,[Personal House NPC] Chacha,[Пероснальный домовой NPC] Чача
CHARACTER_INC_003206,[Personal House NPC] Hatter,[Пероснальный домовой NPC] Шляпник
CHARACTER_INC_003207,[Personal House NPC] Alice,[Пероснальный домовой NPC] Алиска
CHARACTER_INC_003208,[Personal House NPC] Rulu,[Пероснальный домовой NPC] Рули
CHARACTER_INC_003209,[Personal House NPC] Demon,[Пероснальный домовой NPC] Демон
CHARACTER_INC_003210,[Personal House NPC] Gevil,[Пероснальный домовой NPC] Гэвил
CHARACTER_INC_003211,[Personal House NPC] Sevil,[Пероснальный домовой NPC] Севил
CHARACTER_INC_003212,[Personal House NPC] Lala,[Пероснальный домовой NPC] Лала
CHARACTER_INC_003213,[Personal House NPC] Tino,[Пероснальный домовой NPC] Тина
CHARACTER_INC_003214,[Personal House NPC] Cachu,[Пероснальный домовой NPC] Саша
CHARACTER_INC_003215,[Personal House NPC] Pang,[Пероснальный домовой NPC] Панг
CHARACTER_INC_003216,[Guild Ship NPC] Gira,[NPC Гильдийского корабля] Гирос
CHARACTER_INC_003217,[Guild Ship NPC] Affe,[NPC Гильдийского корабля] Эффес
CHARACTER_INC_003218,[Guild Ship NPC] Sham,[NPC Гильдийского корабля] Шаман
CHARACTER_INC_003219,[Guild Ship NPC] Lamew,[NPC Гильдийского корабля] Лейм
CHARACTER_INC_003220,[Guild Ship NPC] Quarter,[NPC Гильдийского корабля] Квартир
CHARACTER_INC_003221,[Guild Ship NPC] Duron,[NPC Гильдийского корабля] Дурон
CHARACTER_INC_003222,[Guild Ship NPC] Dolphie,[NPC Гильдийского корабля] Делфин
CHARACTER_INC_003223,[Guild Ship NPC] Fuba,[NPC Гильдийского корабля] Фупа
CHARACTER_INC_003224,[Guild Ship NPC] Bako,[NPC Гильдийского корабля] Бака
CHARACTER_INC_003225,[Guild Ship NPC] Wick,[NPC Гильдийского корабля] Вик
CHARACTER_INC_003226,[Guild Ship NPC] Wina,[NPC Гильдийского корабля] Вино
CHARACTER_INC_003227,[Guild Ship NPC] Pitch,[NPC Гильдийского корабля] Пич
CHARACTER_INC_003228,[Guild Ship NPC] Catch,[NPC Гильдийского корабля] Кэч
CHARACTER_INC_003229,[Guild Ship NPC] Met,[NPC Гильдийского корабля] Мэт
CHARACTER_INC_003230,[Guild Ship NPC] Ego,[NPC Гильдийского корабля] Егор
CHARACTER_INC_003231,[Guild Ship NPC] Wifielder,[NPC Гильдийского корабля] Вафел
CHARACTER_INC_003232,[Guild Ship NPC] Simid,[NPC Гильдийского корабля] Симд
CHARACTER_INC_003233,[Guild Ship NPC] Chord,[NPC Гильдийского корабля] Корд
CHARACTER_INC_003234,[Guild Ship NPC] Anura,[NPC Гильдийского корабля] Анкра
CHARACTER_INC_003235,[Guild Ship NPC] Vikel,[NPC Гильдийского корабля] Викел
CHARACTER_INC_003236,[Guild Ship NPC] Soz,[NPC Гильдийского корабля] Соз
CHARACTER_INC_003237,[Guild Ship NPC] Naso,[NPC Гильдийского корабля] Насвай
CHARACTER_INC_003238,[Guild Ship NPC] Nuso,[NPC Гильдийского корабля] Нусо
CHARACTER_INC_003239,[Guild Ship NPC] Cobao,[NPC Гильдийского корабля] Коба
CHARACTER_INC_003240,[Guild Ship NPC] Aibao,[NPC Гильдийского корабля] Айба
CHARACTER_INC_003241,[Guild Ship NPC] Nanco,[NPC Гильдийского корабля] Начо
CHARACTER_INC_003242,[Guild Ship NPC] Asa,[NPC Гильдийского корабля] Ася
CHARACTER_INC_003243,[Guild Ship NPC] Alyn,[NPC Гильдийского корабля] Алина
CHARACTER_INC_003244,[Guild Ship NPC] Lane,[NPC Гильдийского корабля] Лане
CHARACTER_INC_003245,[Guild Ship NPC] Runni,[NPC Гильдийского корабля] Руни
CHARACTER_INC_003246,[Guild Ship NPC] Pang,[NPC Гильдийского корабля] Панг
CHARACTER_INC_000774,Orphanage Keeper,Оранжевый хвататель
CHARACTER_INC_003247,Guest Book,Гостевая книга
CHARACTER_INC_003248,Bomida,Бомида
CHARACTER_INC_003249,Negie,Негл
CHARACTER_INC_100100,Templates,Шаблоны
CHARACTER_INC_100101,Props,Проперти
CHARACTER_INC_100102,NPCs,NPCs
CHARACTER_INC_000775,Chonjang,Чонджанг
CHARACTER_INC_000776,[Event] Chonjang,[Евент] Чонджанг
CHARACTER_INC_000777,Defconn,Дефкон
CHARACTER_INC_000778,Anna,Анька
CHARACTER_INC_000779,Sea Shell,Морская Ракушка
CHARACTER_INC_000780,Mr. Flyff,Мистер Flyff
CHARACTER_INC_000781,[Event] Roger,[Евент] Роджер
CHARACTER_INC_003250,[Personal House NPC] Klock,[Персональный домовой NPC] Клок
CHARACTER_INC_100103,[Messenger of Love] Cupid,[Главный по любви] Купидонус
CHARACTER_INC_003251,[Personal House NPC] Mac (F Grade),[Персональный домовой NPC] Макдональд (F Grade)
CHARACTER_INC_003252,[Personal House NPC] Mac (E Grade),[Персональный домовойe NPC] Макдональд (E Grade)
CHARACTER_INC_003253,[Personal House NPC] Mac (D Grade),[Персональный домовой NPC] Макдональд (D Grade)
CHARACTER_INC_003254,[Personal House NPC] Mac (C Grade),[Персональный домовой NPC] Макдональд (C Grade)
CHARACTER_INC_003255,[Personal House NPC] Mac (B Grade),[Персональный домовой NPC] Макдональд (B Grade)
CHARACTER_INC_003256,[Personal House NPC] Mac (A Grade),[Персональный домовой NPC] Макдональд (A Grade)
CHARACTER_INC_140000,Couple Rings,Обручальные кольца
CHARACTER_INC_100104,[Life Master] Livi,[Мастер Жизнедеятельности] Ливан
CHARACTER_INC_100105,Gathering Tool,Настройки сборничества
CHARACTER_INC_100106,Sovann,Пиратус
CHARACTER_INC_100107,[Event] Mr.Kang,[Евент] Мистер Канг
CHARACTER_INC_100108,Hyuna,Хуйя
CHARACTER_INC_100109,[Event] Boss Pang,[Евент] Босс Панг
CHARACTER_INC_100110,Wounded Revolutionary,Wounded Revolutionary
CHARACTER_INC_100111,[Event] Mr.Pumpkin,[Евент] Мистер тыквер
CHARACTER_INC_150001,[Airport Guard] Doran,[Airport Guard] Doran
CHARACTER_INC_150002,[Airport Guard] Chiron,[Airport Guard] Chiron
CHARACTER_INC_150003,[Airport Guard] Bran,[Airport Guard] Bran
CHARACTER_INC_150004,[Airport Guard] Karr,[Airport Guard] Karr
CHARACTER_INC_150005,[Airport Guard] Zerke,[Airport Guard] Zerke
CHARACTER_INC_150006,[Airport Guard] Elin,[Airport Guard] Elin
CHARACTER_INC_150007,[Eillun Guard] Gard,[Eillun Guard] Gard
CHARACTER_INC_150008,[Eillun Guard] Liont,[Eillun Guard] Liont
CHARACTER_INC_150009,[Eillun Guard] Serkan,[Eillun Guard] Serkan
CHARACTER_INC_150010,[Eillun Guard] Kras,[Eillun Guard] Kras
CHARACTER_INC_150011,[Eillun Guard] Maeron,[Eillun Guard] Maeron
CHARACTER_INC_150012,[Eillun Guard] Kerion,[Eillun Guard] Kerion
CHARACTER_INC_150013,[Eillun Guard] Raon,[Eillun Guard] Raon
CHARACTER_INC_150014,[Eillun Guard] Dreon,[Eillun Guard] Dreon
CHARACTER_INC_150015,[Eillun Guard] Merk,[Eillun Guard] Merk
CHARACTER_INC_150016,[Captain] Baron,[Captain] Baron
CHARACTER_INC_150017,Jarl,Jarl
CHARACTER_INC_150018,[Elder] Ayr,[Elder] Ayr
CHARACTER_INC_150019,[Elder] Traitus,[Elder] Traitus
CHARACTER_INC_150020,[Elder] Melak,[Elder] Melak
CHARACTER_INC_150021,[Elder] Silar,[Elder] Silar
CHARACTER_INC_150022,[Elder] Ebron,[Elder] Ebron
CHARACTER_INC_150023,[Elder] Luteon,[Elder] Luteon
CHARACTER_INC_150024,Liana,Liana
CHARACTER_INC_150025,[Jewel Manager] Teron,[Jewel Manager] Teron
CHARACTER_INC_150026,Haret,Haret
CHARACTER_INC_150027,Domir,Domir
CHARACTER_INC_150028,Toran,Toran
CHARACTER_INC_150029,Karen,Karen
CHARACTER_INC_150030,Nebrah,Nebrah
CHARACTER_INC_150031,Sena,Sena
CHARACTER_INC_150032,Rohan,Rohan
CHARACTER_INC_150033,Belia,Belia
CHARACTER_INC_150034,Kerin,Kerin
CHARACTER_INC_150035,Artin,Artin
CHARACTER_INC_150036,Pael,Pael
CHARACTER_INC_150037,Lumi,Lumi
CHARACTER_INC_150038,Ivelyn,Ivelyn
CHARACTER_INC_150039,Selin,Selin
CHARACTER_INC_150040,Kaela,Kaela
CHARACTER_INC_150041,[Pet Tamer] Livia,[Петовый трамер] Ливия
CHARACTER_INC_150042,Taila,Taila
CHARACTER_INC_150043,Weevs,Weevs
CHARACTER_INC_150044,[Mysterious] ??? ,[Мистический] ??? 
CHARACTER_INC_150045,[Expedition] Beck,[Expedition] Beck
CHARACTER_INC_150046,Asylum Guard,Страж Анкоя
CHARACTER_INC_150047,Mysterious Adventurer,Тайный Приключенец
CHARACTER_INC_150048,Jarl (Dying),Джарл (Помер)
CHARACTER_INC_150049,[PTS Manager] Mewdev,[PTS Менеджер] Мендель
CHARACTER_INC_150050,Miorang,Миоранг
CHARACTER_INC_150051,Cheirang,Чаринг
CHARACTER_INC_150052,[Village Chief] Huntrang,Вождь Раджакс
CHARACTER_INC_150053,[Arena Manager] Aerin,[Менеджер Арены] Аринка
CHARACTER_INC_150100,[Event] Getcha,[Евент] Гача
CHARACTER_INC_150054,[Lv165 Guild Siege Manager] Prune,[Lv165 Guild Siege Manager] Prune
CHARACTER_INC_155001,[Captain] Baron,[Captain] Baron
CHARACTER_INC_155002,[Eillun Farmer] Sprout,[Eillun Farmer] Sprout
