Key,English,Vietnamese
WORLD_WDGUILDWAR_WDGUILDWAR_RGN_000000,Prove yourself!\nShow them that you are the best!,Hãy chứng tỏ bản thân! \nHãy cho họ thấy rằng bạn là người giỏi nhất!
WDGUILDWARBIG_WLD_000000,Prove yourself!\nShow them that you are the best!,Hãy chứng tỏ bản thân! \nHãy cho họ thấy rằng bạn là người giỏi nhất!
WORLD_WDGUILDWAR_CAVERN_RGN_000000,Prove yourself!\nShow them that you are the best!,Hãy chứng tỏ bản thân! \nHãy cho họ thấy rằng bạn là người giỏi nhất!
WORLD_WDGUILDWAR_CORAL_RGN_000000,Prove yourself!\nShow them that you are the best!,Hãy chứng tỏ bản thân! \nHãy cho họ thấy rằng bạn là người giỏi nhất!
WORLD_WDGUILDWAR_GUARDIANE_RGN_000000,Prove yourself!\nShow them that you are the best!,Hãy chứng tỏ bản thân! \nHãy cho họ thấy rằng bạn là người giỏi nhất!
WORLD_WDGUILDWAR_KAILLUN_RGN_000000,Prove yourself!\nShow them that you are the best!,Hãy chứng tỏ bản thân! \nHãy cho họ thấy rằng bạn là người giỏi nhất!
WORLD_WDGUILDWAR_SNOW_RGN_000000,Prove yourself!\nShow them that you are the best!,Hãy chứng tỏ bản thân! \nHãy cho họ thấy rằng bạn là người giỏi nhất!
WORLD_WDGUILDWAR_UNDERWATER_RGN_000000,Prove yourself!\nShow them that you are the best!,Hãy chứng tỏ bản thân! \nHãy cho họ thấy rằng bạn là người giỏi nhất!
WORLD_WDGUILDWAR_VOLCANO_RGN_000000,Prove yourself!\nShow them that you are the best!,Hãy chứng tỏ bản thân!\nHãy cho họ thấy rằng bạn là người giỏi nhất!
WDKEBARAS_WLD_000000,Lodelight,Lodelight
WDKEBARAS_WLD_000001,This is a safe place.,Đây là 1 nơi an toàn
WORLD_WDKEBARAS_WDKEBARAS_RGN_000000,Kebaras,Kebaras
WORLD_WDKEBARAS_WDKEBARAS_RGN_000001,"Welcome to the town of Kebaras!\nLong ago, this place served as a prison for criminals...",Chào mừng đến với thị trấn Kebaras!\nNơi đây từng là nhà tù dành cho tội phạm cách đây rất lâu...
WDKEBARAS2_WLD_000000,Lodelight,Lodelight
WDKEBARAS2_WLD_000001,This is a safe place.,This is a safe place.
WORLD_WDKEBARAS2_WDKEBARAS_RGN_000000,Kebaras 2,Kebaras 2
WORLD_WDKEBARAS2_WDKEBARAS_RGN_000001,"Welcome to the town of Kebaras 2!\nLong ago, this place served as a prison for criminals...","Welcome to the town of Kebaras 2!\nLong ago, this place served as a prison for criminals..."
WDMADRIGAL_WLD_000000,Mysterious Castle,Lâu đài huyền bí
WDMADRIGAL_WLD_000001,This place is not marked on the map. No one knows how to enter it...,Địa điểm này không được tham chiếu trên bản đồ. Không ai biết cách vào bên trong ...
WDMADRIGAL_WLD_000002,Refuge of Middle Leren Mountains,Nơi ẩn náu của dãy núi Middle Leren
WDMADRIGAL_WLD_000003,Line Flarine ↔ Saint City,Phòng tuyến Flarine ↔ Thành phố Saint
WDMADRIGAL_WLD_000004,Line Flarine ↔ Darkon 1,Phòng tuyến Flarine ↔ Darkon 1
WDMADRIGAL_WLD_000005,Line Flarine ↔ Mars Mine,Phòng tuyến Flarine ↔ Khu mỏ Mars
WDMADRIGAL_WLD_000006,Line Saint City ↔ Garden of Rhisis,Phòng tuyến thành phố Saint ↔ Khu vườn của Rhiris
WDMADRIGAL_WLD_000007,Line Saint City ↔ Fantasy Desert,Phòng tuyến thành phố Saint ↔ Sa mạc Fantasy
WDMADRIGAL_WLD_000008,Line Darkon 1 ↔ Darken,Phòng tuyến Darkon 1 ↔ Darken
WDMADRIGAL_WLD_000009,Line Darken ↔ Arians,Phòng tuyến Darken ↔ Arians
WDMADRIGAL_WLD_000010,Line Arians ↔ Guardiane,Phòng tuyến Arians ↔ Guardiane
WDMADRIGAL_WLD_000011,Line Arians ↔ Deadwallderness,Phòng tuyến Arians ↔ Deadwallderness
WDMADRIGAL_WLD_000012,Azria\nAbandoned Erons Factory,Azria\nNhà máy bị bỏ rơi Erons
WDMADRIGAL_WLD_000013,Azria\nVillage,Azria\nNgôi làng
WDMADRIGAL_WLD_000014,Line Deadwallderness ↔ Azria,Dòng lệnh từ Deadwalderness ↔ Azria
WDMADRIGAL_WLD_000015,Storm Peak Entrance,Storm Peak Entrance
WDMADRIGAL_WLD_000017,Envy Depths Entrance,Envy Depths Entrance
WDMADRIGAL_WLD_000019,Guardiane Sanctuary Entrance,Cổng vào Guardiane Sanctuary 
WDMADRIGAL_WLD_000021,Leren Chasm Entrance,Leren Chasm Entrance
WDMADRIGAL_WLD_000022,Wilds Entrance,Wilds Entrance
WDMADRIGAL_WLD_000023,Rhisis Catacombs,Rhisis Catacombs
WDMADRIGAL_WLD_000024,This is a safe place.,Đây là 1 nơi an toàn.
WDMADRIGAL_WLD_000025,The Wilds Entrance,The Wilds Entrance
WDMADRIGAL_WLD_000026,Coral Village,Coral Village
WDMADRIGAL_WLD_000028,Coral Island,Coral Island
WDMADRIGAL_WLD_000029,Welcome to Coral!,Welcome to Coral!
WDMADRIGAL_WLD_000030,Red Sea,Red Sea
WDMADRIGAL_WLD_000032,Deep Sea,Deep Sea
WDMADRIGAL_WLD_000034,Swamp,Swamp
WDMADRIGAL_WLD_000035,Saint City Arena,Saint City Arena
WDMADRIGAL_WLD_000036,This place was famous long ago...,This place was famous long ago...
WDMADRIGAL_WLD_000037,Kaillun,Kaillun
WDMADRIGAL_WLD_000038,Welcome to Kaillun!,Welcome to Kaillun!
WDMADRIGAL_WLD_000039,Orbalune Port,Orbalune Port
WDMADRIGAL_WLD_000040,This is a safe place.,Đây là 1 nơi an toàn.
WDMADRIGAL_WLD_000041,Kaillun Grassland,Kaillun Grassland
WDMADRIGAL_WLD_000042,Dreknir Ridge,Dreknir Ridge
WDMADRIGAL_WLD_000043,Lionrath Falls,Lionrath Falls
WDMADRIGAL_WLD_000044,Velora Cliffs,Velora Cliffs
WDMADRIGAL_WLD_000045,Dreknir Forest,Dreknir Forest
WDMADRIGAL_WLD_000046,Ankou's Asylum Entrance,Ankou's Asylum Entrance
WDMADRIGAL_WLD_000047,This is a safe place.,Đây là 1 nơi an toàn.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000000,Darkon 1\nErons Factory 2,Darkon 1\nNhà máy Erons 2
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000001,Erons Factory 2. Used to produce Erons.,Nhà máy Erons 2. Được sử dụng để sản xuất Erons.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000002,The Middle of Leren Mountains,Chính giữa của Dãy núi Leren
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000003,The middle district of Leren Mountains in Flaris.\nThere is Billeting Place of the High-Dwarpets and the Plain of Bubble.,Quận giữa của Dãy núi Leren ở Flaris.\nCó Billeting Place của High-Dwarpets và Plain of Bubble.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000004,Flarine\nCentral Flarine,Flarine\nTrung tâm Flarine
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000005,The main hub of activity for Flaris is in the middle of Flarine.\nThere is a station and a public office.\nThere are stores for armor and weapons.,Trung tâm hoạt động chính của Flaris là ở giữa Flarine.\nCó một trạm và một văn phòng công cộng.\nCó các cửa hàng cho áo giáp và vũ khí.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000006,Flarine\nEastern Flarine,Flarine\nPhía Đông Flarine
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000007,"The eastern part of Flarine.\nHere you can get food, magic materials, and job training.","Phần phía Đông của Flarine.\nỞ đây bạn có thể nhận được thức ăn, nguyên liệu ma thuật và đào tạo chức nghiệp"
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000008,Flarine\nNorthern Flarine,Flarine\nPhía Bắc Flarine
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000009,The northern part of Flarine.\nThe Job Masters and Lodestar are here.,Phần phía Bắc của Flarine.\nBậc thầy chức nghiệp và Lodestar đang ở đây.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000010,Someone is watching you.,Ai đó đang xem bạn
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000011,Plain of Bubble,Đồng bằng của Bubble
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000012,This area was created by the Clown God Bubble.,Khu vực này được tạo ra bởi Clown God Bubble.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000013,The South of Leren Mountains,Phía nam của dãy núi Leren
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000014,The southern district of the Leren Mountains.,Huyện phía nam của dãy núi Leren.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000015,The Center for Guild Combat,Trung tâm Chiến đấu Bang hội ..
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000016,Guild combat is managed here.,Chiến đấu bang hội được quản lý ở đây.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000017,The South of Leren Mountains\nAltar of Dreadpet,Phía Nam của dãy núi Leren\nBàn thờ Dreadpet
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000018,Dreadpet is kept here.\nHis keepers control great magic.,Dreadpet được giữ ở đây.\nNhững người canh giữ của anh ta kiểm soát ma thuật tuyệt vời.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000019,Darkon 1\nErons Factory 1,Darkon 1\nNhà máy Erons 1
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000020,The First Erons Factory.\nThis factory produces 80% of all Erons.,Nhà máy Erons đầu tiên.\nNhà máy này sản xuất 80% tổng số Eron.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000021,Darkon\nAltar of Violet,Darkon\nBàn thờ của Violet
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000022,There is evidence here of a major event.,Ở đây có bằng chứng về một sự kiện lớn.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000023,The Middle of Leren Mountains,Chính giữa của Dãy núi Leren
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000024,The middle of the Leren Mountains.\nThere is Billeting Place of the High-Dwarpets and the Plain of Bubble.,Chính giữa Dãy núi Leren.\nCó Billeting Place của High-Dwarpets và Plain of Bubble.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000025,Billeting Place of High-Dwarpets,Billeting Place of High-Dwarpets
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000026,The High-Dwarpets have created Billeting place.\n A certain High-Dwarpet once stored the Book of Technique here.,High-Dwarpets đã tạo ra địa điểm Billeting.\n Một High-Dwapet nào đó đã từng cất giữ Sách Kỹ Thuật ở đây.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000027,Northern River of Weeping,Dòng sông khóc Phía Bắc 
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000028,Haunt of Nyangnyang,Ám ảnh của Nyangnyang
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000029,Haunt of Nyangnyang.,Ám ảnh của Nyangnyang
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000030,The bridge was repaired!\n You used to have to jump across a gap.,Cây cầu đã được sửa chữa! \n Bạn đã từng phải nhảy qua một khoảng trống.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000031,Lodelight,Lodelight
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000032,This is a safe place.,Đây là 1 nơi an toàn
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000033,Madren Town,Thị trấn Madren
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000034,This is a small town for Demian.\nCast-off Demian live here.,Đây là một thị trấn nhỏ của Demian.\nĐưa Demian đến sống ở thị trấn này.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000035,Middle of River of Weeping,Chính giữa dòng sông khóc
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000036,This river overflows when it rains every once in a while.\nHigh-Dwarpet can sometimes be seen bathing here.,Con sông này dâng trào ra khi trời mưa thỉnh thoảng lại đổ xuống.\nĐôi khi có thể nhìn thấy High-Dwarpet đang tắm ở đây.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000037,Madren Town\nAltar of Dreadpet,Thị trấn Madren\nBàn thờ Dreadpet
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000038,Another place for controlling the Dreadpet.\nThere are supervisors here that use strong magic.,Một nơi khác để điều khiển Dreadpet.\nCó những người giám sát ở đây sử dụng phép thuật mạnh mẽ.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000039,Fountain of Dead Person,Đài phun nước của người chết
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000040,"It is known that souls gather together in this place.\nAccording to tradition, the water in this place gives perennial youth and long life.","Người ta biết rằng các linh hồn tụ họp với nhau ở nơi này.\nTheo truyền thống, nước ở nơi này mang lại tuổi trẻ lâu năm và cuộc sống lâu dài."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000041,Northern Leren Mountains,Phía bắc dãy núi Leren
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000042,The northern district of the Leren Mountains.\nThe Mars Mine and the Fountain of Dead Person are here.,Huyện phía Bắc của dãy núi Leren.\nHầm mỏ Sao Hỏa và Đài phun nước của Người chết ở đây.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000043,Mars Mine,Hầm mỏ Sao Hỏa
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000044,"This Mine was found and developed by mining merchants long ago.\n However, the place is overrun with Masquerpets now.","Hầm mỏ này được tìm thấy và phát triển bởi các thương nhân khai thác từ rất lâu trước đây.\n Tuy nhiên, nơi này đang tràn ngập Masquerpets."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000045,The residence of Ludviehill,Khu dân cư ở Ludviehill
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000046,The rich of Flaris live in Ludviehill.,Người giàu của Flaris sống tại Ludviehill
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000049,Saint Tree,Cây Saint
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000050,Saint Tree is really old\n This tree is one of the symbols of Saint Morning.,Cây Saint đã già rồi\n Cây này là một trong những biểu tượng của Saint Morning.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000051,Saint Morning\nAltar of Violet,Saint Morning\nBàn thờ của Violet
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000052,"Here, as in other places, there is evidence of a major event.","Ở đây, cũng như những nơi khác, có bằng chứng về một sự kiện lớn."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000053,Northern Hillid Mountains,Phía Bắc dãy núi Hillid
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000054,The Northern district of the Hillid Mountains,Quận phía Bắc của Dãy núi Hillid
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000055,Eastern River of Weeping,Phía Đông dòng sông khóc
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000056,The Eastern part of the River of Weeping\nAltar of Dreadpet,Phần phía đông của dòng sông khóc\nBàn thờ Dreadpet
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000057,Another Altar to the Dreadpet.\nThe magic of the Dreadpet tamers electrifies the air.,Bàn thờ khác của Dreadpet.\nPhép thuật của những người thợ săn Dreadpet làm không khí nhiễm điện.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000058,Saint Morning\nSaint Hall,Saint Morning\nSaint Hall
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000059,Saint Hall is the oldest building. It has been standing longer than anyone in town has been alive.\nPublic offices and the laboratory are located in this building.,Saint Hall là tòa nhà lâu đời nhất. Nó đã tồn tại lâu hơn bất kỳ ai còn sống trong thị trấn.\nCác văn phòng công cộng và phòng thí nghiệm nằm trong tòa nhà này.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000060,Saint Morning,Saint Morning
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000061,Saint Morning has gained independence from Flaris.\nThey have made a fortune from commerce.,Saint Morning đã giành được độc lập từ Flaris.\nHọ đã kiếm được nhiều tiền từ thương mại.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000062,Saint Morning\nStation,Saint Morning\nTrạm
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000063,This is the biggest station on Madrigal.\nSaint Morning could become the center of commerce for Madrigal by using this station.,Đây là nhà ga lớn nhất trên Madrigal.\nSaint Morning có thể trở thành trung tâm thương mại của Madrigal bằng cách sử dụng nhà ga này.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000064,Saint Morning square,Quảng trường Saint Morning
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000065,Saint Morning square is a local hang out.\nThere is lots of space to open stores.,Quảng trường Saint Morning là nơi người dân địa phương đi chơi.\nCó nhiều không gian để mở cửa hàng.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000066,Saint Morning\nThe Madrigal History Society.,Saint Morning\nHiệp hội Lịch sử Madrigal.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000067,Research in the History of Madrigal is being made here.,Nghiên cứu về Lịch sử của Madrigal đang được thực hiện ở đây.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000068,Flaris\nAltar of Violet,Flaris\nBàn thờ của Violet
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000069,"There is a certain smell in the air and stones litter the landscape, evidence of a major event.","Có một mùi nhất định trong không khí và đá rải rác khắp cảnh quan, bằng chứng của một sự kiện lớn."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000070,The Garden of Rhisis,Khu vườn của Rhisis
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000071,The Garden of Rhisis.\nThis once used to be a beautiful place but was ruined in the war with Clockworks.,Khu vườn của Rhisis.\nĐây từng là một nơi tuyệt đẹp nhưng đã bị hủy hoại trong cuộc chiến với Clockworks.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000072,Fantasy Desert,Sa mạc Fantasy
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000073,"You can see stone pillars around the desert.\nAccording to rumor, there are temples that lie buried under this desert.","Bạn có thể nhìn thấy những cột đá xung quanh sa mạc.\nTheo lời đồn đại, có những ngôi đền nằm chôn vùi dưới sa mạc này."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000074,You can hear the sound of digging close by.,Bạn có thể nghe thấy tiếng đào gần đó.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000075,The Entrance to Fantasy Desert,Lối vào sa mạc Fantasy
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000076,"A desert with a lot of unknown, unexplained, buildings.","Một sa mạc với rất nhiều tòa nhà chưa được biết đến, không giải thích được."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000077,Southern Hillid Mountains,Phía Nam dãy núi Hillid
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000078,The southern Hillid Mountains.\nThe Entrance to the Fantasy Desert and Plateau of Silence is here.,Phía nam dãy núi Hillid .\nLối vào Sa mạc Fantasy và Cao nguyên Im lặng là ở đây.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000079,Plateau of Silence\nGravity Disorder Area,Cao nguyên của sự im lặng\nKhu vực rối loạn trọng lực
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000080,"It is impossible to fly in this area of Madrigal. According to a research group, gravity is stronger here than anywhere else in the world.","Không thể bay trong khu vực này của Madrigal. Theo một nhóm nghiên cứu, lực hấp dẫn ở đây mạnh hơn bất kỳ nơi nào khác trên thế giới."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000081,Hill of Shade,Ngọn đồi của Shade
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000082,"Shade, the Clown Goddess was here.\nShe created this place in the time it takes to blink an eye.","Shade, Clown Goddess đã ở đây.\nCô ấy đã tạo ra nơi này trong thời gian chớp mắt."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000083,This is a safe place.,Đây là một khu vực an toàn. Bạn được an toàn trước kẻ thù.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000084,Pumpkin Town\nThe Home of Mr. Pumpkin.,Thị trấn Pumpkin\nNgôi nhà của Mr. Pumpkin.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000085,"This town was made by people who dislike the city life of Saint Morning.\nHowever, this town was ruined because of an invasion of Mr. Pumpkins.","Thị trấn này được thành lập bởi những người không thích cuộc sống thành phố Saint Morning.\nTuy nhiên, thị trấn này đã bị hủy hoại vì một cuộc xâm lược của Mr. Pumpkins."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000086,Central Hillid Mountains,Trung tâm dãy núi Hillid
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000087,The central area of the Hillid Mountains.,Khu vực trung tâm của dãy núi Hillid
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000088,Darkon 3\nMagmient,Darkon 3\nMagmient
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000089,The molten terrain of Darkon 3 makes for hard travel.\nOrdinary people do not enter because of the danger.,Địa hình nóng chảy của Darkon 3 khiến việc di chuyển khó khăn .\nNgười thường không đi vào vì nguy hiểm.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000090,Altar of Jester,Bàn thờ của Jester
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000091,This altar was made for admiring the glory of Jesters.\nA priest named Homeit is managing this altar.,Bàn thờ này được tạo ra để chiêm ngưỡng vinh quang của Jesters.\nMột linh mục tên là Homeit đang quản lý bàn thờ này.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000092,Darkon 3\nBrekin,Darkon 3\nBrekin
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000093,"This was an industrial area for refining Erons.\nHowever, this area was abandoned because of growing danger in the area.","Đây là một khu vực công nghiệp để tinh chế Erons.\nTuy nhiên, khu vực này đã bị bỏ hoang vì tình trạng nguy hiểm ngày càng tăng trong khu vực."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000094,Darkon 3\nArians,Darkon 3\nArians
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000095,This area consists of giant pools. This blue water dissolved Erons.,Khu vực này bao gồm các hồ bơi khổng lồ. Nước màu xanh lam này đã hòa tan Erons.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000096,Engisis Length,Độ dài Engisis
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000097,"The largest, most mysterious tree in Madrigal.","Cây lớn nhất, bí ẩn nhất ở Madrigal."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000098,Darkon 3\nDeadwallderness,Darkon 3\nDeadwallderness
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000099,The wasteland of Darkon 3. Smoke rises from the ground that smells like dead things.,Vùng đất hoang của Darkon 3. Khói bốc lên từ mặt đất có mùi như những thứ chết chóc.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000100,Darkon 3\nAniceknight,Darkon 3\nAniceknight
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000101,The local plants have mutated and grown large.,Các loài thực vật địa phương đã đột biến và phát triển lớn.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000102,Darkon 3\nHouse of Laola,Darkon 3\nNgôi nhà của Laola
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000103,A mysterious aura has wrapped itself around the home of Laola,Một luồng khí bí ẩn đã bao trùm xung quanh ngôi nhà của Laola
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000104,Altar of Ranger,Bàn thờ của Ranger
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000105,This altar was made for admiring the glory of the Ranger.\nA priest named Rupim is managing this altar.,Bàn thờ này được tạo ra để ngưỡng mộ sự vinh quang của Ranger.\nMột linh mục tên là Rupim đang quản lý bàn thờ này.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000106,Altar of Psykeeper,Bàn thờ của Psykeeper
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000107,Place where the Soulstone of Psykeeper is kept.\nThe admirers of the hero Offerep\nmake a pilgrimage here every year.,Nơi cất giữ Viên đá Linh hồn của Psykeeper.\nNhững người ngưỡng mộ anh hùng Offerep\nhành hương đến đây hàng năm.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000108,Darkon 3\nWestern Cendil,Darkon 3\nWestern Cendil
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000109,The polluted river flows and corrupts the wildlife of the area.\nThings grow large and nasty in this area.,Dòng sông ô nhiễm chảy và làm hỏng các loài động vật hoang dã trong khu vực.\nMọi thứ phát triển lớn và xấu xa trong khu vực này.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000110,Darkon 3\nHeret,Darkon 3\nHeret
