Key,English,Vietnamese
PROPQUEST_INC_000475,"I'm still waiting for you to hunt $QUEST_END_KILL_COUNT$ Small Aibatts. If you want to become an Acrobat, you must complete this simple task.","Tôi vẫn đang đợi bạn săn $ QUEST_END_KILL_COUNT $ Small Aibatts. Nếu bạn muốn trở thành một Acrobat, bạn phải hoàn thành nhiệm vụ đơn giản này."
PROPQUEST_INC_000476,You have already chosen to pursue another path. I cannot help you any further. You can still cancel the other job quest in the Quest Window and come back to me.,Bạn đã chọn theo đuổi một con đường khác. Tôi không thể giúp bạn thêm nữa. Bạn vẫn có thể hủy nhiệm vụ chức nghiệp khác trong Cửa sổ nhiệm vụ và quay lại với tôi.
PROPQUEST_INC_000477,"For starters, let's go with something easy. I would like you to hunt $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s.","Đối với người mới bắt đầu, hãy làm với một cái gì đó dễ dàng. Tôi muốn bạn săn $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s. "
PROPQUEST_INC_000479,Acrobat Weaponry,Vũ khí Acrobat
PROPQUEST_INC_000480,Now it's time for the next step on your path to becoming an Acrobat.,Bây giờ là bước tiếp theo trên con đường trở thành một Acrobat của bạn.
PROPQUEST_INC_000481,"I want you to return to collect 10 Twinkle Stones from Aibatts in the area, 5 Peakyrinds from Peakyturtles and 1 Slain from Lawolf.","Tôi muốn bạn quay trở lại và thu thập 10 Twinkle Stones từ Aibatts trong khu vực, 5 viên Peakyrinds từ Peakyturtles và 1 Slain từ Lawolf."
PROPQUEST_INC_000482,"Once you've gathered the Twinkle Stones, bring them to Pyre in the north of Flarine.","Khi bạn đã thu thập được các Twinkle Stones, hãy mang chúng đến Pyre tại phía bắc Flarine."
PROPQUEST_INC_000483,Good luck! You're going to need it!,Chúc may mắn! Bạn sẽ cần nó!
PROPQUEST_INC_000484,You must like being a Vagrant. It would certainly be a shame if you quit now. I'll be here if you have a change of heart.,Bạn phải thích trở thành một Vagrant. Chắc chắn sẽ rất tiếc nếu bạn từ bỏ lúc này. Tôi sẽ ở đây nếu bạn thay đổi suy nghĩ.
PROPQUEST_INC_000485,"Thank you for the Twinkle Stones, Apprentice. I will cover Acrobat weaponry with you now. Acrobats are able to wield both Bows and Yo-Yos.","Cảm ơn bạn vì Twinkle Stones, Người tập sự. Tôi sẽ trang bị vũ khí Acrobat với bạn ngay bây giờ. Acrobats có thể sử dụng cả Cung và Yo-Yos."
PROPQUEST_INC_000486,Bows are long range weapons that consume arrows for each shot. The strength of the basic shot is determined by how long you wait before releasing the arrow.,Cung tên là vũ khí tầm xa tiêu hao mũi tên cho mỗi lần bắn. Độ mạnh của 1 phát bắn cơ bản được xác định bằng cách bạn đợi bao lâu trước khi thả mũi tên.
PROPQUEST_INC_000487,"Yo-Yos are also long range weapons. However, the strength of the basic attack only changes depending on special skills used in conjunction with them.","Yo-Yos cũng là vũ khí tầm xa. Tuy nhiên, sức mạnh của đòn tấn công cơ bản chỉ thay đổi tùy thuộc vào các kỹ năng đặc biệt được sử dụng kết hợp với chúng."
PROPQUEST_INC_000488,"If you met with Hent, then you should probably have something for me, hmm?","Nếu bạn gặp Hent, thì bạn có lẽ nên có một cái gì đó cho tôi, hmm?"
PROPQUEST_INC_000489,"Gather 10 Twinkle Stones, 5 Peakyrinds and 1 Slain then deliver them to Acrobat Master Pyre near the Darken City Quest Office.","Thu thập 10 Twinkle Stones, 5 Peakyrinds và 1 Slain sau đó giao chúng cho Acrobat Master Pyre gần Văn phòng Nhiệm vụ Thành phố Darken."
PROPQUEST_INC_000491,Acrobat Skills,Kỹ năng Acrobat
PROPQUEST_INC_000492,That about does it for Acrobat weaponry.,Đó là về việc đó làm được đối với vũ khí Acrobat.
PROPQUEST_INC_000493,"Now for the next step in your journey. I want you to travel to Flaris, and visit the High-Dwarpets. They have important information for you.","Bây giờ cho bước tiếp theo trong cuộc hành trình của bạn. Tôi muốn bạn đi du lịch đến Flaris, và thăm Người lùn tối cao. Họ có thông tin quan trọng cho bạn."
PROPQUEST_INC_000494,The High-Dwarpets can be found north of Flarine. Check your map (M Key) to find your way if you get lost.,Người Lùn Tối Cao có thể được tìm thấy ở phía bắc Flarine. Kiểm tra bản đồ của bạn (Phím M) để tìm đường nếu bạn bị lạc.
PROPQUEST_INC_000495,"Good luck, apprentice.","Chúc may mắn, người tập sự"
PROPQUEST_INC_000496,What a shame to waste such potential. Come see me again if you change your mind.,Thật đáng tiếc khi lãng phí tiềm năng như vậy. Hãy đến gặp tôi một lần nữa nếu bạn thay đổi ý định.
PROPQUEST_INC_000497,"Hmmm, has Pyre instructed you to see me? I see. Very well, I will continue your training. Listen up!","Hmmm, Pyre đã hướng dẫn bạn gặp tôi chưa? Tôi thấy. Rất tốt, tôi sẽ tiếp tục việc đào tạo bạn. Nghe này!"
PROPQUEST_INC_000498,"Bows consume Magic Points (MP) and yo-yos consume Focus Points (FP). There are 6 special bow abilities and 7 special yo-yo abilities. I shall teach you a common Acrobat ability, Dark Illusion.","Cung tiêu hao Điểm Phép thuật (MP) và yo-yo tiêu hao Điểm Tiêu điểm (FP). Có 6 khả năng cung đặc biệt và 7 khả năng yo-yo đặc biệt. Tôi sẽ dạy cho bạn một khả năng Acrobat thông thường, Dark Illusion."
PROPQUEST_INC_000499,"This ability allows you to vanish from sight. However, keep in mind that any actions performed while under the effects of this ability aside from movement will remove the effect. Take this.","Khả năng này cho phép bạn biến mất khỏi tầm mắt. Tuy nhiên, hãy nhớ rằng bất kỳ hành động nào được thực hiện trong khi chịu tác dụng của khả năng này ngoài chuyển động sẽ loại bỏ hiệu ứng. Hãy nhớ lấy."
PROPQUEST_INC_000500,"It's interesting that you've come to see me. Did Pyre send you? If he did, you would have something for me.","Thật thú vị khi bạn đến gặp tôi. Pyre có gửi cho bạn không? Nếu anh ấy làm vậy, bạn sẽ có một cái gì đó cho tôi."
PROPQUEST_INC_000501,Visit High-Dwarpet Tucani in Flaris. He can be found north of Flarine. Check your map (M Key) to find your way if you get lost.,Ghé thăm Người lùn tối cao Tucani ở Flaris. Anh ta có thể được tìm thấy ở phía bắc Flarine. Kiểm tra bản đồ của bạn (Phím M) để tìm đường nếu bạn bị lạc.
PROPQUEST_INC_000503,An Acrobat's Duty,Nhiệm vụ của Acrobat
PROPQUEST_INC_000504,You've learned many things since your journey began.,Bạn đã học được nhiều điều kể từ khi cuộc hành trình của bạn bắt đầu.
PROPQUEST_INC_000505,Now for the next step in your training. There is a creature named Shuraiture in the north of Flarine who is causing some trouble for residents there.,"Bước tiếp theo trong quá trình đào tạo của bạn. Có một sinh vật tên là Shuraiture tại phía bắc Flarine, kẻ đang gây ra một số rắc rối cho cư dân ở đó."
PROPQUEST_INC_000506,"Shuraiture has been terrorizing some of the locals in Flaris. I want you to go there and put an end to him once and for all. Bring news of your victory to Tailer, the Acrobat Instructor in Flarine.","Shuraiture đã khủng bố một số người dân địa phương ở Flaris. Tôi muốn bạn đến đó và tiêu diệt hắn ta một lần và mãi mãi. Mang tin tức về chiến thắng của bạn cho Tailer, Acrobat Instructor ở Flarine."
PROPQUEST_INC_000507,"Good luck, you'll need it!","Chúc may mắn, bạn sẽ cần nó!"
PROPQUEST_INC_000508,What's the matter? Chicken?,Có chuyện gì vậy? Gà?
PROPQUEST_INC_000509,Shuraiture is… no more? What great news! Thank you so much! I see that you've also spoken with Tucani. Here is your reward for defeating Shuraiture.,Shuraiture không còn nữa? Tin tức tuyệt vời! Cảm ơn bạn rất nhiều! Tôi thấy rằng bạn cũng đã nói chuyện với Tucani. Đây là phần thưởng của bạn khi đánh bại Shuraiture.
PROPQUEST_INC_000510,Acrobats are very versatile. We can fight at long range or in close quarters! We also have a special ability which allows us to pull an enemy target up close.,Acrobats rất linh hoạt. Chúng ta có thể chiến đấu ở tầm xa hoặc trong khoảng cách gần! Chúng tôi cũng có một khả năng đặc biệt cho phép chúng tôi kéo mục tiêu của kẻ thù đến gần.
PROPQUEST_INC_000511,"You've done well. I sense great potential in you. Congratulations, Acrobat!","Bạn đã làm tốt. Tôi cảm nhận được tiềm năng lớn trong bạn. Xin chúc mừng, Acrobat!"
PROPQUEST_INC_000512,Why have you come to see me? Did Tucani send you?,Tại sao bạn đến gặp tôi? Tucani gửi bạn đến?
PROPQUEST_INC_000513,There is a creature named Shuraiture in the north of Flarine. I want you to go there and put an end to him. Bring news of your victory to Tailer the Acrobat Instructor in Flarine.,Có một sinh vật tên là Shuraiture tại phía bắc Flarine. Tôi muốn bạn đến đó và kết liễu nó. Hãy mang tin tức về chiến thắng của bạn đến Tailer the Acrobat Instructor ở Flarine.
PROPQUEST_INC_000515,Successor of the Hero - Master,Người kế vị Anh hùng - Chủ nhân
PROPQUEST_INC_000516,You think you have what it takes to be a successor of the Jester Hero? We will see…,Bạn nghĩ bạn có những gì cần thiết để trở thành người kế nhiệm của Anh hùng Jester? Chúng ta sẽ thấy…
PROPQUEST_INC_000517,"Fine, I'll humor you. Slay $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s southwest of the Gouthan Mountains. They must be regular $QUEST_END_KILL_NAME$s, not the small or captain variety.","Tốt thôi, tôi sẽ hài hước với bạn. Đánh $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$ s về phía tây nam của Dãy núi Gouthan. Chúng phải là loại $ QUEST_END_KILL_NAME$s thông thường, không phải loại nhỏ hoặc loại lớn."
PROPQUEST_INC_000518,Show me what you can do and I might consider allowing you to continue on the path of the Jester Hero.,Chỉ cho tôi những gì bạn có thể làm và tôi có thể cân nhắc cho phép bạn tiếp tục con đường của Người hùng Jester.
PROPQUEST_INC_000519,That's too bad because I sense potential in you. You must not be ready for the challenges that lie ahead. Come see me again if you change your mind.,Điều đó quá tệ vì tôi cảm nhận được tiềm năng trong bạn. Bạn không được sẵn sàng cho những thử thách phía trước. Hãy đến gặp tôi một lần nữa nếu bạn thay đổi ý định.
PROPQUEST_INC_000520,"Not bad, Acrobat. Not bad at all. You may have something to offer. I'll allow your training.","Không tệ, Acrobat. Không tệ chút nào. Bạn có thể mời chào cái gì đó. Tôi cho phép bạn đào tạo."
PROPQUEST_INC_000521,I doubt you have what it takes to be a Jester if you can't even slay 20 Drillers.,Tôi nghi ngờ bạn có trở thành được Jester nếu bạn thậm chí không thể giết 20 Drillers.
PROPQUEST_INC_000522,You are already on a different path. You cannot become a successor of the Jester Hero.,Bạn đã đi trên một con đường khác. Bạn không thể trở thành người kế thừa của Anh hùng Jester.
PROPQUEST_INC_000523,"I'll need to see what you can do before I'll allow your training. Slay $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s southwest of the Gouthan Mountains. They must be regular $QUEST_END_KILL_NAME$s, not the small or captain variety.","Tôi cần xem bạn có thể làm gì trước khi cho phép đào tạo. Giết $ QUEST_END_KILL_COUNT $ $ QUEST_END_KILL_NAME $ s về phía tây nam của Dãy núi Gouthan. Chúng phải là loại $ QUEST_END_KILL_NAME $ s thông thường, không phải loại nhỏ hoặc loại lớn."
PROPQUEST_INC_000525,Successor of Hero - Ring,Người kế nhiệm của Anh hùng - Chiếc nhẫn
PROPQUEST_INC_000526,"Here is a Letter of Recommendation. You will need to give this to Radyon, the Jester Wise Man in Flaris.","Đây là một lá thư giới thiệu. Bạn sẽ cần đưa cái này cho Radyon, người đàn ông khôn ngoan của Jester trong Flaris."
PROPQUEST_INC_000527,"Radyon can be found at the Fountain of Dead Person north of the River of Weeping. Before meeting with him, you need to find the ring he lost and return it to him.","Có thể tìm thấy Radyon ở Fountain of Dead Person ở phía bắc River of Weeping. Trước khi gặp anh ta, bạn cần tìm lại chiếc nhẫn mà anh ta đánh mất và trả lại cho anh ta."
PROPQUEST_INC_000528,"Far to the south of Saint City, lies the Fantasy Desert. It is believed that a gentleman named Ren is in possession of the ring. Slay Ren and bring the ring to Radyon.",Xa về phía nam của Saint City là Fantasy Desert. Người ta tin rằng một quý ông tên Ren đang sở hữu chiếc nhẫn. Hãy giết Ren và mang chiếc nhẫn cho Radyon.
PROPQUEST_INC_000529,I hope I'm right about you. Don't let me down!,Hy vọng tôi nghĩ đúng về bạn. Đừng làm tôi thất vọng!
PROPQUEST_INC_000530,I guess I was wrong about you. You're not ready to walk the path of the successor of the Jester hero. See me again when you think you're ready.,Tôi đoán tôi đã sai về bạn. Bạn chưa sẵn sàng bước đi trên con đường của người kế vị anh hùng Jester. Hẹn gặp lại tôi khi bạn nghĩ rằng bạn đã sẵn sàng.
PROPQUEST_INC_000531,"Is that… the ring? My goodness, thank you so much! This ring belongs to the Jester Hero Curenen. Ren has always wanted to acquire this ring, or so the story goes.","Đó là… chiếc nhẫn? Chúa ơi, cảm ơn bạn rất nhiều! Chiếc nhẫn này thuộc về Jester Hero Curenen. Ren luôn muốn có được chiếc nhẫn này, hoặc câu chuyện cứ thế diễn ra."
PROPQUEST_INC_000532,"After the war ended, and Curenen passed on, Ren searched for this ring for hundreds of years. He finally discovered it a couple of years ago.","Sau khi chiến tranh kết thúc, và Curenen qua đời, Ren đã tìm kiếm chiếc nhẫn này trong hàng trăm năm. Cuối cùng anh ấy đã phát hiện ra nó cách đây vài năm."
PROPQUEST_INC_000533,"Have you met Lorein? If you did, you should have something for me. Think carefully.","Bạn đã gặp Lorein chưa? Nếu bạn đã gặp, bạn nên có một cái gì đó cho tôi. Nghĩ kỹ đi."
PROPQUEST_INC_000534,"Meet with Radyon, the Jester Wise Man at the Fountain of Dead Person in Flaris. First though, slay Ren and get the ring from him. He can be found in the Fantasy Desert south of Saint City.","Gặp gỡ Radyon, Người đàn ông khôn ngoan của Jester tại Fountain of Dead Person ở Flaris. Trước tiên, hãy giết Ren và lấy chiếc nhẫn từ anh ta. Anh ta có thể được tìm thấy ở Fantasy Desert ở phía nam Saint City."
PROPQUEST_INC_000536,Successor of Hero - Scroll,Người kế vị anh hùng - Scroll
PROPQUEST_INC_000537,"My sincerest gratitude once again for finding the ring. However, now I'll need you to take it to Saint City.","Tôi thật lòng biết ơn một lần nữa vì đã tìm thấy chiếc nhẫn. Tuy nhiên, bây giờ tôi cần bạn đưa nó đến Saint City."
PROPQUEST_INC_000538,Visit the Pepoview Troupe near the town square and speak with Clackcable. Present him with the ring and he will guide you from there. He may even give you something in return.,Ghé thăm Pepoview Troupe gần quảng trường thị trấn và nói chuyện với Clackcable. Đưa cho anh ấy chiếc nhẫn và anh ấy sẽ hướng dẫn bạn từ đó. Anh ấy thậm chí có thể cho bạn một cái gì đó để đáp lại.
PROPQUEST_INC_000539,"You possess great potential, young Acrobat. Keep working hard and you will realize your dream.","Bạn có tiềm năng lớn, Acrobat trẻ à. Hãy tiếp tục làm việc chăm chỉ và bạn sẽ thực hiện được ước mơ của mình."
PROPQUEST_INC_000540,Foolish Acrobat! Don't you realize your potential? See me again if you change your mind.,Acrobat ngu ngốc! Bạn không nhận ra tiềm năng của mình? Hãy gặp lại tôi nếu bạn thay đổi quyết định.
PROPQUEST_INC_000541,Thank you so much for finding the ring! We are performing the ancestral ceremony of Curenen. This ring will complete the ritual.,Cảm ơn bạn rất nhiều vì đã tìm thấy chiếc nhẫn! Chúng tôi đang thực hiện nghi lễ tổ tiên của Curenen. Chiếc nhẫn này sẽ hoàn tất nghi lễ.
PROPQUEST_INC_000542,"Here, you certainly deserve this. It is the Successor Scroll of the Jester Hero.","Ở đây, bạn chắc chắn xứng đáng nhận được điều này. Là Scroll kế vị của anh hùng Jester."
PROPQUEST_INC_000543,"If you spoke with Radyon, didn't he ask you to bring me something? I'm sorry, I'm very busy and we don't have much more to discuss, I'm afraid.","Nếu bạn nói chuyện với Radyon, anh ta không yêu cầu bạn mang cho tôi một cái gì đó sao? Tôi xin lỗi, tôi rất bận và tôi e rằng chúng ta không có nhiều thứ để thảo luận."
PROPQUEST_INC_000544,Bring Curenen's ring to Clackcable of the Pepoview Troupe in Saint City.,Mang chiếc nhẫn của Curenen đến Clackcable of Pepoview Troupe ở Saint City.
PROPQUEST_INC_000546,Successor of Hero - Altar,Người kế vị Hero - Altar
PROPQUEST_INC_000547,"This scroll is the right of passage for those seeking to pursue the path of the Jester Hero. Please, take it and seek the Jester Priest in Darkon 3.",Cuộn giấy này là quyền đi lại cho những ai muốn theo đuổi con đường của Jester Hero. Hãy cầm lấy nó và tìm kiếm Jester Priest trong Darkon 3.
PROPQUEST_INC_000548,The Jester Priest can be found in Magmient in Southern Darkon 3. Present her with the scroll and she will recognize you as a successor to the Jester Hero.,Jester Priest có thể được tìm thấy trong Magmient ở Southern Darkon 3. Đưa cho cô ấy cuộn giấy và cô ấy sẽ công nhận bạn là người kế vị Jester Hero.
PROPQUEST_INC_000549,There is one thing you must do before you can speak with the Jester Priest. The Jewels of the Heroes adorn the Altar of Jester. One of these jewels was stolen a few days ago.,Có một điều bạn phải làm trước khi nói chuyện với Jester Priest. Những viên ngọc của các Anh hùng tô điểm cho Altar of Jester. Một trong những viên ngọc này đã bị đánh cắp vài ngày trước.
PROPQUEST_INC_000550,"The jewels protect the soul of the Jester Hero, but they will not work if one of them is missing. The creature, Sisif, was seen near the alter a few days ago…","Những viên ngọc bảo vệ linh hồn của Anh hùng Jester, nhưng chúng sẽ không hoạt động nếu thiếu một trong số chúng. Sinh vật Sisif, đã được nhìn thấy gần Altar vài ngày trước…"
PROPQUEST_INC_000551,"It is believed that this creature has stolen the jewel. Find Sisif and return the jewel to the Jester Priest, Homeit.","Người ta tin rằng sinh vật này đã đánh cắp viên ngọc. Tìm Sisif và trả lại viên ngọc cho Jester Priest, Homeit."
PROPQUEST_INC_000552,"Good luck, Acrobat!","Chúc may mắn, Acrobat!"
PROPQUEST_INC_000553,"The jewel must be returned to the Altar of Jester. We need your help, Acrobat. Speak with me again when you are ready.","Viên ngọc phải được trả lại cho Altar of Jester. Chúng tôi cần sự giúp đỡ của bạn, Acrobat. Nói chuyện với tôi một lần nữa khi bạn đã sẵn sàng."
PROPQUEST_INC_000554,"This is the Seal of Curenen and the Jewel of the Jester Hero. Thank you for returning this most prized artifact, Acrobat.","Đây là Con dấu của Curenen và Viên ngọc của Jester Hero. Cảm ơn bạn đã trả lại cổ vật được đáng giá nhất, Acrobat."
PROPQUEST_INC_000555,Now we can protect the Soul of the Hero safely. I am in your debt.,Bây giờ chúng ta có thể bảo vệ Linh hồn của Anh hùng một cách an toàn. Tôi đang nợ bạn.
PROPQUEST_INC_000556,I am waiting for someone who will bring me the Jewel of the Jester Hero. Do you have it?,Tôi đang chờ đợi một người sẽ mang lại cho tôi Viên ngọc của Jester Hero. Bạn có không?
PROPQUEST_INC_000557,"Take the Successor Scroll of the Jester Hero, slay Sisif to retrieve the Jewel of the Jester Hero, and bring them both to the Jester Priest, Homeit.","Lấy Cuộn Giấy kế thừa của Jester Hero, giết Sisif để lấy viên ngọc của Jester Hero, và đưa cả hai đến Jester Priest, Homeit."
PROPQUEST_INC_000559,Successor of Hero - Guardian,Người kế vị Hero - Guardian
PROPQUEST_INC_000560,"Great job, Acrobat. For the final leg of your journey, you must confront the $QUEST_END_KILL_NAME$.","Làm tốt lắm, Acrobat. Đối với chặng cuối cùng của hành trình, bạn phải đối đầu với $ QUEST_END_KILL_NAME $."
PROPQUEST_INC_000561,The will of the heroes is preserved in the Room of the Guardian in Guardiane. This is where you will find the $QUEST_END_KILL_NAME$.,Ý chí của các anh hùng được lưu giữ trong Căn phòng của Guardian ở Guardiane. Đây là nơi bạn sẽ tìm thấy $ QUEST_END_KILL_NAME $.
PROPQUEST_INC_000562,"The $QUEST_END_KILL_NAME$ is a soul that protects the will of the heroes. Defeat him, and obtain the $QUEST_END_ITEM_NAME$.",$ QUEST_END_KILL_NAME $ là linh hồn bảo vệ ý chí của các anh hùng. Đánh bại anh ta và nhận $ QUEST_END_ITEM_NAME $.
PROPQUEST_INC_000563,"Take this. It is a Mark of the Hero. Once you have confronted the Venel Guardian and retrieved the Venel Heart, bring both of these to the Jester Guardian, Heingard.","Hãy làm việc này. Đó là Mark of the Hero. Một khi bạn đã đối mặt với Venel Guardian và lấy lại Venel Heart, hãy mang cả hai thứ này đến Jester Guardian, Heingard."
PROPQUEST_INC_000564,"I wish you luck, Acrobat.","Chúc may mắn, Acrobat."
PROPQUEST_INC_000565,This is the final test to becoming a successor of the Jester Hero. You can't give up now. Speak with me again when you are ready to continue.,Đây là bài kiểm tra cuối cùng để trở thành người kế nhiệm của Jester Hero. Bạn không thể từ bỏ bây giờ. Nói chuyện lại với tôi khi bạn sẵn sàng tiếp tục.
PROPQUEST_INC_000566,"Congratulations, young Acrobat. I've heard many great things about you. You've completed the final test. You will now become a Successor of the Jester Hero!","Xin chúc mừng, Acrobat trẻ. Tôi đã nghe nhiều điều tuyệt vời về bạn. Bạn đã hoàn thành bài kiểm tra cuối cùng. Bây giờ bạn sẽ trở thành Người kế vị Jester Hero!"
PROPQUEST_INC_000567,"Wise Curenen! This Acrobat wishes to follow your path! Grant them your blessing and courage, Jester Hero!","Curenen khôn ngoan! Acrobat mong muốn đi theo con đường của bạn! Xin ban cho họ lời chúc phúc và lòng can đảm của bạn, Jester Hero!"
PROPQUEST_INC_000568,You have not completed the tasks given to you by the Jester Priest. Return to me when you have done so.,Bạn chưa hoàn thành các nhiệm vụ mà Jester Priest giao cho bạn. Hãy quay trở lại tôi khi bạn đã hoàn thành.
PROPQUEST_INC_000569,"Defeat the Venel Guardian, and deliver the Mark of the Hero and the Venel heart to the Jester Guardian, Heingard, in Guardiane.","Đánh bại Venel Guardian, và giao Mark of the Hero và Venel heart cho Jester Guardian, Heingard, ở Guardiane."
PROPQUEST_INC_000571,Successor of Hero - Master,Người kế vị Hero - Master
PROPQUEST_INC_000572,You think you have what it takes to be a successor of the Ranger Hero? We will see…,Bạn nghĩ bạn có những gì để trở thành người kế nhiệm của Ranger Hero? Chúng ta sẽ thấy…
PROPQUEST_INC_000574,Show me what you can do and I might consider allowing you to continue on the path of the Ranger Hero.,Hãy chỉ cho tôi những gì bạn có thể làm và tôi có thể cân nhắc cho phép bạn tiếp tục con đường của Ranger Hero.
PROPQUEST_INC_000577,I doubt you have what it takes to be a Ranger if you can't even slay 20 Drillers.,Tôi nghi ngờ bạn có những gì để trở thành một Ranger nếu bạn thậm chí không thể giết 20 Drillers.
PROPQUEST_INC_000578,You've already chosen a different path. I cannot guide you on the path of the Ranger. You can still cancel the other job quest in the Quest Window and come back to me.,Bạn đã chọn một con đường khác. Tôi không thể hướng dẫn bạn trên con đường của Ranger. Bạn vẫn có thể hủy nhiệm vụ khác trong Cửa sổ nhiệm vụ và quay lại với tôi.
PROPQUEST_INC_000581,Successor of Hero - Letter,Người kế vị Hero - Letter
PROPQUEST_INC_000582,"Here is a Letter of Recommendation. You will need to give this to Kimel, the Ranger Wise Man in Flaris.","Đây là một lá thư giới thiệu. Bạn sẽ cần đưa cái này cho Kimel, Ranger Wise Man ở Flaris."
