Key,English,Vietnamese
UI_TOOLTIP_ATTACK,Attack:,Tấn công:
UI_TOOLTIP_DEF_A,Defense:,Phòng thủ:
UI_TOOLTIP_ATTACK_SPEED,Attack speed: %s,Tốc độ tấn công: %s
UI_TOOLTIP_REQ_JOB,Req Job:,Chức nghiệp yêu cầu:
UI_TOOLTIP_REQ_LEVEL,Required Level: %d,Cấp độ yêu cầu: %d
UI_TOOLTIP_REQ,Requires %s,Requires %s
UI_TOOLTIP_RESTORE_MP,Restore MP: %d,Hồi MP: %d
UI_TOOLTIP_CONSUME_MP,MP: %d,MP: %d
UI_TOOLTIP_CONSUME_FP,FP: %d,FP: %d
UI_TOOLTIP_RESTORE_HP,Restore HP: %d,Hồi HP: %d
UI_TOOLTIP_RESTORE_FP,Restore FP: %d,Hồi FP: %d
UI_TOOLTIP_MAX_RESTORE,Effective up to %d,Hiệu quả lên đến %d
UI_TOOLTIP_INV_SUIT,Suit,Bộ đồ
UI_TOOLTIP_INV_GAUNTLET,Gauntlet,Găng tay
UI_TOOLTIP_INV_BOOTS,Boots,Ủng
UI_TOOLTIP_INV_HELMET,Helmet,Nón bảo hộ
UI_TOOLTIP_INV_CLO,Cloak,Áo choàng
UI_TOOLTIP_INV_WEAPON,Weapon,Vũ khí
UI_TOOLTIP_INV_GUARD,Shield,Khiên
UI_TOOLTIP_INV_MASK,Mask,Mặt nạ
UI_TOOLTIP_INV_RID,Flying Item,Vật phẩm dùng để bay
UI_TOOLTIP_INV_NECKLACE,Necklace,Dây chuyền
UI_TOOLTIP_INV_RING,Ring,Nhẫn
UI_TOOLTIP_INV_EARRING,Earring,Earring
UI_TOOLTIP_INV_BULLET,"Ammunition (Arrows, Posters)","Vũ khí phụ (Cung, Posters)"
UI_TOOLTIP_INV_CLOTHES_1,Fashion Hat,Nón thời trang
UI_TOOLTIP_INV_CLOTHES_2,Fashion Clothes,Trang phục thời trang
UI_TOOLTIP_INV_CLOTHES_3,Fashion Gloves,Găng tay thời trang
UI_TOOLTIP_INV_CLOTHES_4,Fashion Shoes,Giày thời gian
UI_TOOLTIP_MON_LVL,Lv.,Lv.
UI_TOOLTIP_MON_DROP,Booty:,Chiến lợi phẩm:
UI_TOOLTIP_MON_NO_DROP,None,Không
UI_MAP_MONINFO,Toggle monster locations.,Hiển thị thông tin về quái vật.
UI_TOOLTIP_DELETE_ITEM,Drag an item here to delete it.,Vật phẩm được kéo vào đây sẽ bị xóa.
UI_INVENTORY_DELETE,Item Deletion,Xác nhận quăng vật phẩm
UI_INVENTORY_DELETE_CONFIRM,Delete this item?,Thật sự xóa vật phẩm này?
UI_INVENTORY_DELETE_CNT,Qty,Qty
UI_DIALOG,Dialog,Hộp thoại
UI_DIALOG_TITLE,Conversation,Hội thoại
UI_DIALOG_ABOUT,Ask about %s,Hỏi về %s
UI_OPTION_TAB_GAME,Game,Trò chơi
UI_OPTION_TAB_CONTROLS,Controls,Điều khiển
UI_OPTION_TAB_VIDEO,Graphics,Đồ họa
UI_OPTION_TAB_GRAPHICS,Video,Video
UI_OPTION_TAB_AUDIO,Audio,Âm thanh
UI_OPTION_PM,Whispers and Messages,Thì thầm và tin nhắn
UI_OPTION_PARTY,Party and Guild Invites,Lời mời vào Nhóm và Bang Hội
UI_OPTION_FRIEND,Friend Invites,Lời mời kết bạn
UI_OPTION_SIEGE_CAPTION,Guild Siege Captions,Chú Thích Cuộc Vây Hãm Guild
UI_OPTION_DISABLE_PANG,Disable Tutorial Pang,Tắt Tutorial Pang
UI_OPTION_COUPLE,Couple Proposals,Couple Proposals
UI_INSTANTMSG_TITLE,Message,Tin nhắn
UI_MESSAGE_SEND,Send,Gửi
UI_SHOP_TITLE,Shop,Cửa hàng
UI_SHOP_ITEMSLIST,Item List,Danh sách vật phẩm
UI_TOOLTIP_PRICE,Price: %s,Giá: %s
UI_TOOLTIP_SELLPRICE,Selling Price: %s,Giá bán: %s
UI_SHOP_FILTER,Search,Tìm kiếm
UI_SHOP_LEVEL,By Level,Bằng cấp độ
UI_SHOP_GENDER,By Gender,Bằng Giới Tính
UI_SHOP_ITEMPRICE,Item Price,Giá vật phẩm
UI_SELLITEM_TITLE,Confirm Sale,Xác nhận bán
UI_SELLITEM_CONFIRM,Sell this item?,Thật sự bán vật phẩm này?
UI_SELLITEM_QTY,Quantity:,Số lượng
UI_SELLITEM_PRICE,Selling Price:,Giá bán:
UI_MSGBOX_VALID,OK,OK
UI_BUYITEM_TITLE,Confirm Item Purchase,Xác nhận mua vật phẩm
UI_BUYITEM_CONFIRM,How many would you like to buy?,Bạn có muốn mua?
UI_BUYITEM_PRICE,Cost,Chi phí
UI_OPTION_GRASS,Grass,Cỏ
UI_TOOLTIP_MAX_HP,Max. HP,Max. HP
UI_TOOLTIP_MAX_MP,Max. MP,Max. MP
UI_TOOLTIP_MAX_FP,Max. FP,Max. FP
UI_TOOLTIP_SPEED,Speed,Tốc độ
UI_TOOLTIP_ATKSPEED,Attack Speed,Tốc độ tấn công
UI_TOOLTIP_BLOCKMELEE,Melee Block,Chặn cận chiến
UI_TOOLTIP_HITRATE,Hit Rate,Tỉ lệ đánh trúng
UI_TOOLTIP_ABILITYMIN,Min. Ability,Min. Ability
UI_TOOLTIP_ABILITYMAX,Max. Ability,Max. Ability
UI_TOOLTIP_DEFENSE,Defense,Phòng thủ
UI_TOOLTIP_DEFMAGIC,Magic Defense,Ma thuật Phòng thủ
UI_TOOLTIP_DEFELECTRICITY,Electricity Resistance,Kháng lôi
UI_TOOLTIP_DEFALLELEMENTAL,All Elements Resistance,Kháng tất cả
UI_TOOLTIP_DEFFIRE,Fire Resistance,Kháng Hỏa
UI_TOOLTIP_DEFWIND,Wind Resistance,Kháng Phong
UI_TOOLTIP_DEFWATER,Water Resistance,Kháng Thủy
UI_TOOLTIP_DEFEARTH,Earth Resistance,Kháng Thổ
UI_CHARINFO_ELEMENTDEF,Resistance,Kháng
UI_CHARINFO_ELEMENTMASTRY,Mastery,Thành thạo
UI_TOOLTIP_HP,HP,HP
UI_TOOLTIP_MP,MP,MP
UI_TOOLTIP_FP,FP,FP
UI_TOOLTIP_HPRECOVERY,HP Recovery,Hồi HP
UI_TOOLTIP_MPRECOVERY,MP Recovery,Hồi MP
UI_TOOLTIP_FPRECOVERY,FP Recovery,Hồi FP
UI_TOOLTIP_ALL_RECOVERY,"HP, MP & FP Recovery","Hồi HP, MP & FP"
UI_TOOLTIP_ALL_RECOVERY_RATE,"HP, MP & FP Recovery Rate","Tỉ lệ hồi HP, MP & FP"
UI_TOOLTIP_KILL_HP,HP Recovery on Kill,Hồi HP khi giết
UI_TOOLTIP_KILL_MP,MP Recovery on Kill,Hồi MP khi giết
UI_TOOLTIP_KILL_FP,FP Recovery on Kill,Hồi FP khi giết
UI_TOOLTIP_KILL_ALL,"HP, MP & FP Recovery on Kill","Hồi HP, MP & FP khi giết"
UI_TOOLTIP_KILL_HP_RATE,HP Recovery Rate on Kill,Tỉ lệ hồi HP khi giết
UI_TOOLTIP_KILL_MP_RATE,MP Recovery Rate on Kill,Tỉ lệ hồi MP khi giết
UI_TOOLTIP_KILL_FP_RATE,FP Recovery Rate on Kill,Tỉ lệ hồi FP khi giết
UI_TOOLTIP_KILL_ALL_RATE,"HP, MP & FP Recovery Rate on Kill","Tỉ lệ hồi HP, MP & FP khi giết"
UI_TOOLTIP_ALL_DEC_RATE,Decreased Rate of MP & FP Consumption,Giảm tỷ lệ tiêu thụ MP & FP
UI_TOOLTIP_CHRDMG,Additional Damage,Sát thương thêm vào
UI_TOOLTIP_PARRY,Parry,Né tránh
UI_TOOLTIP_ATKPOWER,Attack,Tăng Tấn công
UI_TOOLTIP_JUMPING,Jump Height,Nhảy cao
UI_TOOLTIP_BLOCKRANGE,Ranged Block,Chặn phạm vị rộng
UI_TOOLTIP_ALLSTAT,All Stats,Tất cả chỉ số
UI_TOOLTIP_DST_HP_MAX_RATE,HP,Tăng HP
UI_TOOLTIP_CONDITIONRATE,Magical Power,Sức mạnh ma thuật
UI_TOOLTIP_DST_ADJDEF_RATE,Defense,Tăng phòng thủ
UI_TOOLTIP_DST_MP_MAX_RATE,MP,Tăng MP
UI_TOOLTIP_DST_FP_RATE,FP,Tăng FP
UI_TOOLTIP_DST_CRITICAL_RATE,Critical Chance,Cơ hội chí mạng
UI_TOOLTIP_DST_CHR_WEAKATKCHANGE,Attribute Attack,Tấn công thuộc tính
UI_TOOLTIP_DST_MASTRY_EARTH,Mastery: Earth,Thành thạo: Thổ
UI_TOOLTIP_DST_MASTRY_FIRE,Mastery: Fire,Thành thạo: Hỏa
UI_TOOLTIP_DST_MASTRY_WATER,Mastery: Water,Thành thạo: Thủy
UI_TOOLTIP_DST_MASTRY_ELECTRICITY,Mastery: Electricity,Thành thạo: Lôi
UI_TOOLTIP_DST_MASTRY_WIND,Mastery: Wind,Thành thạo: Phong
UI_TOOLTIP_DST_MASTRY_ALL,All Elements Mastery,Thành thạo tất cả thuộc tính
UI_TOOLTIP_DST_REFLECT_DAMAGE,Reflect Damage,Phản sát thương nhận được
UI_TOOLTIP_DST_MP_DEC_RATE,MP Consumption Decrease,Giảm tiêu hao MP
UI_TOOLTIP_DST_FP_DEC_RATE,FP Consumption Decrease,Giảm tiêu hao FP
UI_TOOLTIP_DST_SPELL_RATE,Casting Speed,Tốc độ truyền tống
UI_TOOLTIP_DST_ACTION_SPEED,Action Speed,Action Speed
UI_TOOLTIP_DST_PROJ_SPEED,Projectile Speed,Projectile Speed
UI_TOOLTIP_DST_DISABLE_EFF,Disable Effect,Disable Effect
UI_TOOLTIP_DST_WEAKEN_EFF,Weaken Effect,Weaken Effect
UI_TOOLTIP_DST_CRITICAL_BONUS,Critical Damage,Sát thương chí mạng
UI_TOOLTIP_DST_YOY_DMG,Attack Power (Yo-Yo),Sức mạnh tấn công (Yo-Yo)
UI_TOOLTIP_DST_BOW_DMG,Attack Power (Bow),Sức mạnh tấn công (Cung)
UI_TOOLTIP_DST_KNUCKLE_DMG,Attack Power (Knuckle),Sức mạnh tấn công (Knuckle)
UI_TOOLTIP_DST_SWD_DMG,Attack Power (Sword),Sức mạnh tấn công (Kiếm)
UI_TOOLTIP_DST_AXE_DMG,Attack Power (Axe),Sức mạnh tấn công (Rìu)
UI_TOOLTIP_ATTACKSPEED_RATE,Attack Speed Rate,Tỉ lệ Tốc độ tấn công
UI_TOOLTIP_DST_DMG_GET,Lifesteal,Đoạt mạng
UI_TOOLTIP_DST_HPDMG_UP,Attack power and HP,Sức mạnh tấn công và HP
UI_TOOLTIP_DST_DEFHIRATE_DOWN,Defense power and accuracy decrease,Sức mạnh phòng thủ và độ chính xác giảm
UI_TOOLTIP_DST_DEATHRUSH,Death's Rush Chance,Death's Rush Chance
UI_TOOLTIP_DST_ANKOUHARVEST,Ankou's Harvest,Ankou's Harvest
UI_TOOLTIP_DST_MURANWRATH,Muran's Wrath,Muran's Wrath
UI_TOOLTIP_LOCOMOTION,Movement,Sự di chuyển
UI_TOOLTIP_RETURN_USE,Return to your former position.,Quay trở lại vị trí cũ của bạn.
UI_DISPLAY_BUFFS,Show/hide buffs,Hiển thị / ẩn các Buffs
UI_SELECTJOB_TITLE,Select new job,Chọn chức nghiệp mới
UI_NOTICE_DISCORD,Join our Discord server,Tham gia máy chủ Discord của chúng tôi
UI_TOOLTIP_COMBO,Use skills in the Action Slot,Sử dụng các kỹ năng trong Action Slot
UI_OPTION_ANTIALIAS,Antialiasing,Khử răng cưa
UI_OPTION_LIGHTS,Lights,đèn
UI_TOOLTIP_HOTKEY,[Hotkey %s],[Phím nóng %s]
UI_STATUS_HP,HP,HP
UI_STATUS_FP,FP,FP
UI_STATUS_MP,MP,MP
UI_STATUS_EXP,Exp,Exp
UI_HELPTIPS_TITLE,Today's Tips,Mẹo nhỏ
UI_HELPTIPS_DOYOUKNOW,Did you know?,Bạn có biết?
UI_HELPFAQ_QUESTION,Q.,Q.
UI_HIDE,Hide,Ẩn
UI_PARTY_INFO,Members,Thành viên
UI_PARTY_SKILL,Skills,Kỹ năng
UI_PARTY_SETTINGS,Settings,Cài đặt
UI_PARTY_NAME,Name:,Tên:
UI_PARTY_LEVEL,Level:,Cấp độ:
UI_PARTY_POINT,Points:,Điểm:
UI_PARTY_EXPSHARE,EXP Share,Chia sẻ Exp
UI_PARTY_EXPMODE_LEVEL,Level,Cấp độ
UI_PARTY_EXPMODE_LEVEL_TIP,EXP is distributed among party members based on their levels.,Exp được phân phối cho các Thành viên tùy theo cấp độ của họ.
UI_PARTY_EXPMODE_CONTRIB,Contribution,Sự đóng góp
UI_PARTY_EXPMODE_CONTRIB_TIP,"EXP is distributed among party members based on their contribution in combat. Contributions include attacking, healing, and tanking.","Exp được phân phối cho các thành viên trong Nhóm tùy theo đóng góp của họ trong trận chiến. Đóng góp bao gồm tấn công, chữa bệnh và chịu đòn"
UI_PARTY_LOOT,Loot Distribution,Đóng góp vật phẩm 
UI_PARTY_LOOTMODE_IND,Free-for-All,Cá nhân
UI_PARTY_LOOTMODE_IND_TIP,Loot goes to whoever picks it up. Anyone can loot and keep what they collect.,Đây là loại Miễn phí- Cho-Tất cả các vật phẩm nhặt được. Người chơi có thể giữ bất cứ thứ gì họ có thể nhặt được.
UI_PARTY_LOOTMODE_SEQ,Sequentially,Tuần tự
UI_PARTY_LOOTMODE_SEQ_TIP,Loot is distributed to party members in order.,Các vật phẩm được phân phối cho các nhân vật theo thứ tự.
UI_PARTY_LOOTMODE_MAN,Leader Only,Thủ công
UI_PARTY_LOOTMODE_MAN_TIP,All loot goes to the party leader. The party leader can then distribute it at their discretion.,Tất cả các vật phẩm đều được trao cho Trưởng nhóm. Trưởng nhóm sẽ có thể phân phối các vật phẩm khi họ thấy phù hợp.
UI_PARTY_LOOTMODE_RAND,Randomly,Ngẫu nhiên
UI_PARTY_LOOTMODE_RAND_TIP,Loot is distributed randomly among party members.,Các vật phẩm được phân phối ngẫu nhiên.
UI_PARTY_LOOTMODE_KILL,Top Damage,Sát thủ
UI_PARTY_LOOTMODE_KILL_TIP,Loot goes to the player who inflicted the most damage to the monster.,Các vật phẩm được phân phối cho người chơi gây sát thương cho quái vật nhiều nhất.
UI_PARTY_SEARCHMODE,Joining via Finder,Chế độ tìm kiếm
UI_PARTY_TRANSFER,Transfer,Chuyển khoản
UI_PARTY_LEAVE,Leave,Rời khỏi
UI_PARTY_KICK,Kick,Đá
UI_PARTY_CHANGE,Upgrade,Thay đổi
UI_PARTY_CONFIRM,Confirm Party,Xác nhận nhóm
UI_PARTY_INVITEQUESTION,%s invites you to join their party. Accept the invitation?,%s mời bạn tham gia nhóm. Bạn có chấp nhận không?
UI_PARTY_LEAVE_TIP,"Leave the party. If you're the party leader, selecting a member changes this button to Kick, allowing you to remove them.","Tùy chọn này sẽ cho phép các thành viên rời khỏi nhóm hoặc cung cấp cho Trưởng nhóm khả năng xóa một thành viên. Để xóa một người chơi, trước tiên bạn cần chọn họ, sau đó nhấn nút Rời khỏi."
UI_PARTY_TRANSFER_TIP,Transfer party leadership to the selected member.,Chuyển nhóm cho người chơi khác. Chọn một nhà trưởng nhóm mới và nhấn nút chuyển giao.
UI_PARTY_CONFIRM_TIP,Upgrade the party to an Advanced Party.,Đổi nhóm thành Nhóm cao cấp
UI_PARTY_LEAVE_CONFIRM,Confirm Party Leave,Xác nhận rời khỏi nhóm
UI_PARTY_LEAVE_QUESTION,Leave the party?,Bạn định rời khỏi nhóm?
UI_PARTY_LEAVE_OTHER,Kick this player from the party?,Bạn có chắc chắn muốn xóa người chơi này khỏi nhóm không?
UI_PARTY_QUICK_TIP,View basic party information,Vui lòng nhấp vào nút để hiển thị thông tin cơ bản của nhóm.
UI_PARTY_DETAIL_TIP,View detailed party information,Vui lòng nhấp vào nút để biết thông tin chi tiết về nhóm
UI_PARTY_CHANGETROUP,Upgrade to an Advanced Party?,Bạn có muốn thay đổi thành Nhóm cao cấp không?
UI_PARTY_CHANGEPARTY,Upgrade Party,Thay đổi nhóm
UI_PARTYNAME_ENTER,Enter party name:,Nhập tên nhóm
UI_PARTYNAME_TITLE,Change Party Name,Thay đổi tên nhóm
UI_FRIEND_CONFIRM,Confirm Friend Request,Thêm xác nhận bạn bè
UI_FRIEND_INVITEQUESTION,%s wants to add you as a friend. Accept the request?,%s muốn trở thành bạn của bạn. Bạn có chấp nhận không?
UI_MESSENGER_ONLINE,Online,Trực tuyến
UI_MESSENGER_OFFLINE,Offline,Ngoại tuyến
UI_MESSENGER_ABSENT,AFK,AFK
UI_MESSENGER_HARDPLAY,Addict Mode,Chế độ nghiện 
UI_MESSENGER_REST,Resting / Vending,Nghỉ ngơi / Bán hàng tự động
UI_MESSENGER_EAT,Eating,Ăn
UI_MESSENGER_MOVE,Moving,Di chuyển
UI_MESSENGER_FRIEND,Friend,Bạn bè
UI_MESSENGER_SORT_CHANNEL,Ch.,Ch.
UI_MESSENGER_SORT_STATE,State,Trạng thái
UI_MESSENGER_SORT_LEVEL,Level,Cấp độ
UI_MESSENGER_SORT_NAME,Name,Name
UI_MESSENGER_SORT_JOB,Job,Chức nghiệp
UI_INSTANTMSG_JOIN,has logged into the game.,đã đăng nhập vào trò chơi.
UI_OPTION_JOIN_NOTIFICATION,Message alarm,Báo tin nhắn
UI_MESSENGER_MENU_MESSAGE,Message,Tin nhắn
UI_MESSENGER_MENU_UNBLOCK,Unblock,Bỏ chặn
UI_MESSENGER_MENU_BLOCK,Block,Chặn
UI_MESSENGER_MENU_DELETE,Delete,Xóa
UI_MESSENGER_MENU_MOVE,Move,Di chuyển
UI_MESSENGER_MENU_TAGSEND,Send memo,Gửi một bản ghi nhớ
UI_MESSENGER_ADD_FRIEND,Add a new friend,Thêm một người bạn mới
UI_ADDFRIEND_TITLE,Add Friend,Thêm bạn
UI_ADDFRIEND_NAME,Enter player name:,Nhập tên người chơi
UI_READMEMO_TITLE,Memos,Cửa sổ tin nhắn
UI_SENDMEMO_TITLE,Send Memo,Cửa sổ gửi tin nhắn
UI_POST_TITLE,Mailbox,Đăng
UI_POST_TAB_SEND,Send Mail,Gửi mail
UI_POST_TAB_RECEIVE,Inbox,Hộp thư
UI_OPTION_UISCALE,Scale,Cái cân
UI_OPTION_TEXTSCALE,Font Size,Font Size
UI_IGNORELIST_TITLE,Ignore List,Danh sách bỏ qua
UI_IGNORELIST_COUNT,Ignored Players: %d,Danh sách bỏ qua: %d
UI_CHATFILTER_TITLE,Chat Filter,Bộ lọc Trò chuyện
UI_CHATFILTER_GENERAL,General,General
UI_CHATFILTER_WHISPER,Whispers,Thì thầm
UI_CHATFILTER_SHOUT,Shouts,Kêu la
UI_CHATFILTER_PARTY,Party,Nhóm
UI_CHATFILTER_GUILD,Guild,Bang hội
UI_CHATFILTER_RESET_COLORS,Reset to Default,Đặt Lại Mặc Định
UI_POSTSEND_TO,Recipient,Người nhận
UI_POSTSEND_TITLE,Title,Tiêu đề
UI_POSTSEND_GOLD,Penya,Penya
UI_POSTSEND_PRICE,Mailing Fee: %d Penya,Phí cho thuê: %d Penya
UI_POSTSEND_SEND,Send,Gửi
UI_ITEMSLOT_TITLE,Confirm Item Selection,Thông tin vật phẩm
UI_ITEMSLOT_QUESTION,How many items?,Có bao nhiêu vật phẩm?
UI_ITEMSLOT_COUNT,Count:,Đếm:
UI_POSTSEND_CONFIRM,Send this mail?\nMail expires after %d days.,Bạn có chắc chắn muốn gửi không?\nThư hết hạn sau %d ngày
UI_POST_NO_MAIL,You have no mail.,Bạn không có bất kỳ thư nào
UI_POST_UNKNOWN,Unknown,Không xác định
UI_POST_RECEIVE_DATE,Received on: %s,Ngày nhận: %s
UI_POSTREAD_TITLE,Mail Message,Kiểm tra Hộp thư
UI_POSTREAD_FROM,From,Người gửi
