Key,English,Vietnamese
TEXTCLIENT_APP_CHAT,Chat Window,Trò chuyện
TEXTCLIENT_INVALIDLOGIN,Your login or password is invalid.,Thông tin đăng nhập hoặc mật khẩu của bạn không hợp lệ.
TEXTCLIENT_INVALIDAUTHTOKEN,Authentication failed. Please try again.,Quá trình xác thực thất bại. Vui lòng thử lại.
TEXTCLIENT_NOWPOSITION,"Position: x = %f, y = %f, z = %f, angle = %f","Vị trí: x =%f, y =%f, z=%f,thiên thần =%f"
TEXTCLIENT_NOTTRANSSELF,You cannot send a PM to yourself.,Bạn không thể gửi PM cho chính mình.
TEXTCLIENT_PLAYERNOTEXIST,%s does not exist or is offline.,%s không tồn tại hoặc không trực tuyến.
TEXTCLIENT_APP_NOTICE,Notice,Chú ý
TEXTCLIENT_APP_STATUS,Status,Trạng thái
TEXTCLIENT_PLAYERINFORMATION,%s - Lv: %d,%s - Lv: %d
TEXTCLIENT_BLINK_LIMIT,You cannot use it during skill motion.,Bạn không thể sử dụng nó trong quá trình chuyển động kỹ năng.
TEXTCLIENT_NOTSIT_BLINK,You cannot use a Blinkwing while sitting.,Bạn không thể sử dụng Blinkwing khi đang ngồi.
TEXTCLIENT_STAND_LIMIT,You can use it when you stand up.,Bạn có thể sử dụng nó khi bạn đứng lên.
TEXTCLIENT_FLIGHT_NOUSE,Unable to use while flying.,Không thể sử dụng khi đang bay.
TEXTCLIENT_ERROR_NOFLY,You cannot fly here.,Bạn không thể bay ở đây
TEXTCLIENT_ERROR_NOTALK,You are not allowed to talk.,Bạn không được phép nói chuyện
TEXTCLIENT_ERROR_CHATSPAM,You received %d minutes penalty because of too much of chatting.,Bạn đã bị phạt %d phút vì trò chuyện quá nhiều.
TEXTCLIENT_APP_MOTION,Emotes,Chuyển động
TEXTCLIENT_APP_CHARINFO,Character,Nhân vật
TEXTCLIENT_LIMIT_RECOVER,%s recovery limited to %d.,%s khôi phục được giới hạn trong %d.
TEXTCLIENT_ATTENTIONCOOLTIME,Please wait a while before using the item again.,Vui lòng đợi một lúc trước khi sử dụng lại vật phẩm.
TEXTCLIENT_DEATH,Press Lodestar to resurrect (Nearest Town) or use an item to resurrect in place.,Nhấn Lodestar để hồi sinh (Thị trấn gần nhất) hoặc sử dụng một vật phẩm để hồi sinh tại chỗ.
TEXTCLIENT_DEATH_ARENA,Press Lodestar to resurrect near the Arena.,Nhấn Lodestar để hồi sinh gần Đấu trường
TEXTCLIENT_MOBPRIORITY,You cannot attack a monster that is fighting against another player.,Bạn không thể tấn công một con quái vật khi nó đang chiến đấu chống lại người chơi khác.
TEXTCLIENT_NOQUITCOMBAT,You cannot quit during combat.,Bạn không thể từ bỏ trong khi chiến đấu.
TEXTCLIENT_LEVELUP,Level up! You can increase your stats in your character window.,Lên cấp! Bạn có thể tăng chỉ số của mình trong cửa sổ nhân vật của mình.
TEXTCLIENT_LEVELUP_CAPTION,Congratulations! Level up!,Chúc mừng bạn lên cấp!
TEXTCLIENT_CHARSTATUS_APPLY_Q,Do you want to use the current Stat setup?,Bạn có muốn sử dụng thiết lập Chỉ số hiện tại không?
TEXTCLIENT_CHARSTATUS_FIRSTJOB,Your stat values will reset after your 1st job change.,Giá trị chỉ số của bạn sẽ đặt lại sau lần thay đổi chức nghiệp đầu tiên của bạn.
TEXTCLIENT_BATTLEPASS_REQUIRED,This feature is only available with the Extended Flyff Pass or Hero Quest.,Tính năng này chỉ có sẵn với Battle Pass Mở rộng hoặc Hero Quest.
TEXTCLIENT_STATPAGE_COOLDOWN,You can swap stat pages in %d seconds.,Bạn có thể đổi các trang stat trong mỗi %d giây.
TEXTCLIENT_ADMIN_STATE,Status,Trạng thái
TEXTCLIENT_ADMIN_NORMAL,Normal,Bình thường
TEXTCLIENT_SPEED_VERYSLOW,Very slow,Rất chậm
TEXTCLIENT_SPEED_LOW,Slow,Chậm
TEXTCLIENT_SPEED_NORMAL,Normal,Bình thường
TEXTCLIENT_SPEED_FAST,Fast,Nhanh
TEXTCLIENT_SPEED_VERYFAST,Very fast,Rất nhanh
TEXTCLIENT_SPEED_FASTEST,Fastest,Nhanh nhất
TEXTCLIENT_ITEMPRIORITY,The %s belongs to another player at the moment. Please wait a while.,%s thuộc về một người chơi khác vào lúc này. Vui lòng đợi một lúc.
TEXTCLIENT_LACKSPACE,Inventory is full. Please make room and try again.,Kho chứa đồ đã đầy. Vui lòng tạo thêm không gian và thử lại
TEXTCLIENT_REAPITEM,You received %s.,Bạn đã nhận %s
TEXTCLIENT_REAPITEM_UPGRADE,You received %s +%d.,Bạn đã nhận %s +%d.
TEXTCLIENT_TROUPEREAPITEM,%s has gained %s.,%s đã tăng %s
TEXTCLIENT_APP_INVENTORY,Inventory,Kho chứa đồ
TEXTCLIENT_REAPMONEY,You received %s Penya (Total: %s Penya).,Bạn đã nhận được %s Penya (Tổng:%s Penya).
TEXTCLIENT_ERROR_SEX,%s is not for your gender.,%s không dành cho giới tính của bạn.
TEXTCLIENT_ERROR_JOB,You cannot equip the %s. Requirements not met.,Bạn không thể trang bị %s. Yêu cầu không được đáp ứng.
TEXTCLIENT_ERROR_LEVEL,You cannot equip this item because your level is too low. (Req Lev: %d),Bạn không thể trang bị vật phẩm này vì cấp độ của bạn quá thấp. (Yêu cầu Lev: %d)
TEXTCLIENT_ERROR_UNDESTRUCTABLE,You can not discard this item.,Bạn không thể loại bỏ vật phẩm này.
TEXTCLIENT_ERROR_USINGITEM,You are already using this item.,You are already using this item.
TEXTCLIENT_SUCCESSREMOVEITEM,Number of %s deleted: %d.,Số %s bị xóa: %d.
TEXTCLIENT_NOTARGET,"Cannot attack, no monster targeted.","Không thể tấn công, không có quái vật mục tiêu."
TEXTCLIENT_NOTUSE,You cannot use this yet.,Bạn chưa thể sử dụng cái này.
TEXTCLIENT_ERROR_NOTLEVEL,Your level is too low.,Đẳng cấp của bạn quá thấp
TEXTCLIENT_BLOCK_PM,%s is in the 'Refuse to Whisper/Messenger' setting.,%s đang ở trong cài đặt 'Từ chối thì thầm / Tin nhắn'.
TEXTCLIENT_YETTRADE,That player is currently busy. Please try again after few minutes.,Người chơi đó hiện đang bận. Vui lòng thử lại sau vài phút.
TEXTCLIENT_ITEMNOTUSE_TRADING,You cannot use items while trading.,Bạn không thể sử dụng vật phẩm trong khi giao dịch.
TEXTCLIENT_REDCHIP,Red Chip,Red Chip
TEXTCLIENT_ERROR_EQUIPTRADE,Please unequip the item before selling it.,Vui lòng tháo bỏ vật phẩm trước khi bán
TEXTCLIENT_ERROR_NPCBUFFLEVEL,Only level %d~%d character can get buffs.,Chỉ nhân vật cấp %d ~%d mới có thể nhận được buff.
TEXTCLIENT_ERROR_NPCBUFFFAIL,You cannot use %s right now.,Bạn không thể sử dụng %s ngay bây giờ.
TEXTCLIENT_LEVEL15JOB,Now it's time to choose your job.,Bây giờ là lúc để lựa chọn chức nghiệp của bạn.
TEXTCLIENT_CHANGEJOB,Congratulations! You have advanced to the %s job class.,Chúc mừng! Bạn đã nâng cao lên hạng chức nghiệp %s.
TEXTCLIENT_APP_SKILL,Skills,Kỹ năng
TEXTCLIENT_BASESKILLLEVEL,Character Level: %d,Cấp độ nhân vật: %d
TEXTCLIENT_PATTERNUP,You are learning new attack patterns!,Bạn đang học các kiểu tấn công mới!
TEXTCLIENT_WRONGITEM,You need to equip the correct weapon or item to use that skill.,Bạn cần trang bị vũ khí hoặc vật phẩm chính xác để sử dụng kỹ năng đó.
TEXTCLIENT_REQFP,Not enough FP.,Không đủ FP
TEXTCLIENT_REQMP,Not enough MP.,Không đủ MP
TEXTCLIENT_REQHP,Not enough HP.,Not enough HP.
TEXTCLIENT_BLOCKTARGETING,This action has been blocked by an obstacle..,Hành động này đã bị chặn bởi chướng ngại vật
TEXTCLIENT_SKILLREQUIRED,%s skill level %d is needed.,%s cấp độ kỹ năng %d là cần thiết.
TEXTCLIENT_SKILLLEVELUP,%s skill level increased.,Mức độ kỹ năng %s tăng lên.
TEXTCLIENT_APP_PRIVATE_SHOP,Private Shop,Cửa hàng tư nhân
TEXTCLIENT_APP_QUEST,Quests,Nhiệm vụ
TEXTCLIENT_APP_CASH_SHOP,Flyff Shop,Cửa hàng Flyff
TEXTCLIENT_PREMIUM_ITEMS,Premium Items,Vật phẩm cao cấp
TEXTCLIENT_COMMUNICATION,Communication,Giao tiếp
TEXTCLIENT_COMMUNITY,Community,Cộng đồng
TEXTCLIENT_HELPER,Helper,Người giúp đỡ
TEXTCLIENT_APP_ITEM_DURATION,Duration,Khoảng thời gian
TEXTCLIENT_APP_MESSENGER,Messenger,Tin nhắn
TEXTCLIENT_APP_PARTY,Party,Nhóm
TEXTCLIENT_APP_GUILD,Guild,Bang hội
TEXTCLIENT_APP_COUPLE,Couple,Couple
TEXTCLIENT_APP_HELP,Help,Giúp đỡ
TEXTCLIENT_APP_HELP_TIPS,Tips,Mẹo
TEXTCLIENT_APP_FAQ,FAQ,Câu hỏi thường gặp
TEXTCLIENT_APP_FITTINGROOM,Fitting Room,Phòng thử đồ
TEXTCLIENT_APP_HELP_WIKI,Wiki Help,Giúp đỡ Wiki
TEXTCLIENT_APP_INFO_PANG,Info-Pang,Info-Pang
TEXTCLIENT_GUILDCOMBAT_CANNOT_PARTY,You cannot make a party in the Guild Siege arena.,Bạn không thể tạo Nhóm trong đấu trường Guild Siege.
TEXTCLIENT_PPVP_ADD_PARTY,You cannot invite another character to join the party during party PvP.,Bạn không thể mời nhân vật khác tham gia nhóm trong PvP của nhóm.
TEXTCLIENT_DUEL_ADD_PARTY,You cannot join the party during duel.,Bạn không thể tham gia nhóm khi đấu tay đôi.
TEXTCLIENT_DUEL_ADD_GUILD,You cannot join the guild during duel.,Bạn không thể tham gia bang hội trong khi đấu tay đôi.
TEXTCLIENT_BATTLE_NOTPARTY,You cannot invite others to join your party during a battle.,Bạn không thể mời người khác tham gia nhóm của mình trong trận chiến.
TEXTCLIENT_PARTYINVITE_DIFFERENTSERVER,Cannot invite a player from a different channel.,Không thể mời người chơi từ một kênh khác.
TEXTCLIENT_PARTYOTHER,%s is currently in another party.,%s hiện đang trong 1 nhóm khác.
TEXTCLIENT_PARTYEXISTCHR,%s is already in your party.,%s đã ở trong nhóm của bạn.
TEXTCLIENT_DIFFERENTPARTY,Player cannot join the party.,Người chơi không thẻ tham gia nhóm
TEXTCLIENT_PARTYFAILINVITATE,%s has refused to join the party.,%s đã từ chối tham gia nhóm.
TEXTCLIENT_PARTYDENY,%s is currently not accepting Party Invitations,%s hiện không chấp nhận Lời mời của nhóm
TEXTCLIENT_PARTYNOINVATE,Only the party leader can invite new members.,Chỉ Trưởng nhóm mới có thể mời thành viên mới
TEXTCLIENT_PARTYFULL,The maximum party limit of 8 players has already been reached.,Đã đạt đến giới hạn nhóm tối đa là 8 người chơi.
TEXTCLIENT_PARTYFAILENTER,You have failed to join the party.,Bạn đã không thể tham gia nhóm.
TEXTCLIENT_GUILDFAILENTER,You have failed to join the guild.,Bạn đã không thể tham gia Bang hội
TEXTCLIENT_PARTYCREATE,Party has been created.,Nhóm đã được tạo
TEXTCLIENT_PARTYJOIN,%s has joined the party.,%s đã tham gia nhóm
TEXTCLIENT_PARTYREMOVE,%s has left the party.,%s đã rời nhóm
TEXTCLIENT_PARTYEXIT,You have left the party.,Bạn đã rời nhóm
TEXTCLIENT_PARTYDESTROY,Party has been disbanded.,Nhóm đã bị giải tán.
TEXTCLIENT_LODELIGHT,You have chosen the Lodelight as your re-spawn point.,Bạn đã chọn Lodelight làm điểm tái sinh của mình.
TEXTCLIENT_PARTY_ISNOTMASTER,Only the Party Leader is able to transfer the Leader Status to another member of the party.,Chỉ Trưởng nhóm mới có thể chuyển Trạng thái Lãnh đạo cho một thành viên khác của nhóm.
TEXTCLIENT_PARTY_MASTERAWAY,You cannot pass party leadership to an offline player.,Bạn không thể chuyển quyền lãnh đạo của nhóm cho một người chơi ngoại tuyến.
TEXTCLIENT_PARTY_ALREADYMASTER,You are already the Party Leader.,Bạn trở thành trưởng nhóm
TEXTCLIENT_PARTY_LEADERNOCHANGEPK,Unable to change the party leader during a party duel.,Không thể thay đổi trưởng nhóm trong cuộc đấu nhóm.
TEXTCLIENT_PARTY_TROUPEUP,Party level increased to 10.,Cấp độ nhóm tăng lên 10.
TEXTCLIENT_PARTY_LEVELUP,Party level increased.,Cấp độ nhóm tăng lên.
TEXTCLIENT_PARTY_NAMEINUSE,That party name is already in use. Please choose another one.,Tên nhóm đó đã được sử dụng. Vui lòng chọn tên khác.
TEXTCLIENT_PARTY_INVALIDNAME,This party name contains unauthorized characters or words.,Tên nhóm này chứa các ký tự hoặc từ không được phép.
TEXTCLIENT_ERROR,Error,Lỗi
TEXTCLIENT_PARTY_CHANGE,The party has been changed to an Advanced Party.,Nhóm đã được thay đổi thành Nhóm Cao Cấp
TEXTCLIENT_PARTY_NAMECHANGED,Party name has been changed to %s.,Tên nhóm đã được đổi thành %s.
TEXTCLIENT_PARTYSKILL_LEADER,Only the party leader can use party skills.,Chỉ có trưởng nhóm mới có thể sử dụng các kỹ năng của nhóm.
TEXTCLIENT_PARTYSKILL_REQLEVEL,Your party does not have the required level.,Nhóm của bạn không có cấp độ yêu cầu.
TEXTCLIENT_PARTYSKILL_POINTS,Cannot use skill. Insufficient party experience.,Không thể sử dụng kỹ năng. Không đủ kinh nghiệm nhóm
TEXTCLIENT_PARTYSKILL_NOTTIME,You are still using the %s party skill. Try again later.,Bạn vẫn đang sử dụng %s kỹ năng nhóm. Thử lại sau
TEXTCLIENT_PARTYSKILL_USE,The party skill %s has been used.,Kỹ năng nhóm %s đã được sử dụng
TEXTCLIENT_PARTYSKILL_STOP,The effect of %s has ended.,Hiệu ứng của %s sắp kết thúc.
TEXTCLIENT_ACR_FAME01,Rogue,Giả mạo
TEXTCLIENT_ACR_FAME02,Outlaw,Ngoài vòng pháp luật
TEXTCLIENT_ACR_FAME03,Vigilante,Cảnh giác
TEXTCLIENT_ACR_FAME04,Pathfinder,Người tìm đường
TEXTCLIENT_ACR_FAME05,Pursuer,Người theo đuổi
TEXTCLIENT_ACR_FAME06,Hejerdor,Hejerdor
TEXTCLIENT_ACR_FAME07,Phoenix,Phượng hoàng
TEXTCLIENT_ACR_FAME08,Splitter,Bộ chia
TEXTCLIENT_ACR_FAME09,Valcan,Valcan
TEXTCLIENT_ACR_FAME10,Lamia,Lamia
TEXTCLIENT_MER_FAME01,Trainer,Huấn luyện viên
TEXTCLIENT_MER_FAME02,Fighter,Chiến sĩ
TEXTCLIENT_MER_FAME03,Gladiator,Đấu sĩ
TEXTCLIENT_MER_FAME04,Berserker,Berserker
TEXTCLIENT_MER_FAME05,Wardancer,Wardancer
TEXTCLIENT_MER_FAME06,Blaster,Blaster
TEXTCLIENT_MER_FAME07,Eraser,Cục gôm
TEXTCLIENT_MER_FAME08,Champion,Nhà vô địch
TEXTCLIENT_MER_FAME09,Warrior,Chiến binh
TEXTCLIENT_MER_FAME10,Bearcat,Bearcat
TEXTCLIENT_MAG_FAME01,Apprentice,Môn đồ
TEXTCLIENT_MAG_FAME02,Mage,Mage
TEXTCLIENT_MAG_FAME03,War Mage,War Mage
TEXTCLIENT_MAG_FAME04,Grand Mage,Grand Mage
TEXTCLIENT_MAG_FAME05,Arch Mage,Arch Mage
TEXTCLIENT_MAG_FAME06,Sorcerer,Phù thủy
TEXTCLIENT_MAG_FAME07,Warlock,Warlock
TEXTCLIENT_MAG_FAME08,Sage,Sage
TEXTCLIENT_MAG_FAME09,Arch Sage,Arch Sage
TEXTCLIENT_MAG_FAME10,Elder,Đàn anh
TEXTCLIENT_ASS_FAME01,Protector,Người bảo vệ
TEXTCLIENT_ASS_FAME02,Guardian,Người bảo hộ
TEXTCLIENT_ASS_FAME03,Knight,Hiệp sĩ
TEXTCLIENT_ASS_FAME04,Paladin,Hiệp sĩ
TEXTCLIENT_ASS_FAME05,Crusader,Quân thập tự chinh
TEXTCLIENT_ASS_FAME06,Crusader,Quân thập tự chinh
TEXTCLIENT_ASS_FAME07,Chaplain,Chaplain
TEXTCLIENT_ASS_FAME08,Luminary,Chói lọi
TEXTCLIENT_ASS_FAME09,Prophet,Tiên tri
TEXTCLIENT_ASS_FAME10,Oracle,Tiên tri
TEXTCLIENT_ALREADYFRIEND,That player is already in your friends list.,Người chơi đó đã có trong danh sách bạn bè của bạn.
TEXTCLIENT_MSGINVATE,You have asked for permission to add %s to your messenger.,Bạn đã yêu cầu quyền thêm %s vào tin nhắn của mình.
TEXTCLIENT_GUILDCOMBAT_CANNOT_FRIENDADD,You cannot add friends in the Guild Siege arena.,Bạn không thể thêm bạn bè trong đấu trường Guild Siege
TEXTCLIENT_BATTLE_NOTFRIEND,You cannot add someone to your friends list while dueling.,Bạn không thể thêm người nào đó vào danh sách bạn bè của mình trong khi đấu tay đôi.
TEXTCLIENT_MSGDENYINVATE,Invitation has been refused.,Lời mời đã bị từ chối
TEXTCLIENT_MSGDENY,%s is in the 'Refuse Messenger' setting.,%s đang ở trong thiết lập 'Từ chối nhận tin nhắn'.
TEXTCLIENT_MSGMAXUSER,The maximum number of players that can be registered into the messenger is 200.,Số lượng người chơi tối đa có thể đăng ký vào tin nhắn là 200.
TEXTCLIENT_MSGINVATECOM,%s has added you to their Messenger.,%s đã thêm bạn vào Tin nhắn của họ.
TEXTCLIENT_NOTLOGIN,That player is offline.,Người chơi đó không có đang kết nối vào trò chơi
TEXTCLIENT_MSGBLOCKCHR,"Failure to send message, %s is blocked.","Gửi tin nhắn thất bại, %s đã bị chặn"
TEXTCLIENT_MESSNEWNOTE,You have %d new message(s).,Bạn đã %d tin nhắn(s)
TEXTCLIENT_MESSFULLNOTE,Your message cannot be sent. The receiving inbox may be full.,Không thể gửi tin nhắn. Hộp thư đến đã đầy
TEXTCLIENT_MESSNOTE,You sent the memo.,Bạn đã gửi 1 bản ghi nhớ
TEXTCLIENT_MAILRECEIVE,You have received new mail!,Bạn đã nhận 1 thư mới
TEXTCLIENT_CANT_SHOUT_BELOW_20,Characters under Level %d cannot shout.,Nhân vật dưới cấp độ %d không thể la lớn
TEXTCLIENT_NOPARTY,Party does not exist.,Nhóm không tồn tại
TEXTCLIENT_NOGUILD,Guild does not exist.,Bang hội không tồn tại
TEXTCLIENT_WHISPERAGREE,Private messages allowed,Tin nhắn mật đã được cho phép
TEXTCLIENT_WHISPERREFUSE,Private messages refused,Tin nhắn mật đã bị từ chối
TEXTCLIENT_MSGERAGREE,Messenger allowed,Tin nhắn được cho phép
TEXTCLIENT_MSGERREFUSE,Messenger refused,Tin nhắn bị từ chối
TEXTCLIENT_STAGEAGREE,Party & guild invites allowed,Lời mời nhóm và bang hội được cho phép
TEXTCLIENT_STAGEREFUSE,Party & guild invites refused,Lời mời nhóm và bang hội bị từ chối
TEXTCLIENT_CONNAGREE,Post connection status,Đăng trạng thái kết nối
TEXTCLIENT_CONNREFUSE,Do not post connection status.,Không đăng trạng thái kết nối.
TEXTCLIENT_FULL_BLOCKED_USER_LIST,Ignore List is full. Please unignore some characters or relog to reset your Ignore List.,Danh sách Bỏ qua đã đầy. Vui lòng hủy bỏ qua một số nhân vật hoặc đăng nhập lại để đặt lại Danh sách Bỏ qua của bạn.
TEXTCLIENT_MY_CHARACTER_CANT_BLOCK,You shouldn't ignore yourself. You might have something important to say!,Bạn không nên bỏ qua chính mình. Bạn có thể có một cái gì đó quan trọng để nói!
TEXTCLIENT_ALREADY_BLOCKED,That character is already on your Ignore List.,Nhân vật đó đã có trong Danh sách bỏ qua của bạn.
TEXTCLIENT_USER_CHATTING_BLOCKING,%s has been ignored. Type /unignore <NAME> to remove them from your Ignore List.,%s đã bị bỏ qua. Nhập/Bỏ qua <NAME> để xóa chúng khỏi Danh sách bỏ qua của bạn.
TEXTCLIENT_USER_CHATTING_UNBLOCKING,%s is now unignored.,%s hiện không được bỏ qua.
TEXTCLIENT_THERE_IS_NO_BLOCKED_TARGET,That character is not on your Ignore List.,Nhân vật đó không có trong Danh sách Bỏ qua của bạn.
TEXTCLIENT_EQUIPPUT,Please unequip the item first.,Xin vui lòng tháo trang bị trước.
TEXTCLIENT_CHARGED_NOTUSE,You can not use the premium items.,Bạn không thể sử dụng các vật phẩm cao cấp.
TEXTCLIENT_MSGSELFSENDERERROR,"You cannot send a message to yourself, silly.","Bạn không thể gửi tin nhắn cho chính mình, ngớ ngẩn."
TEXTCLIENT_MAILBOX_FULL,%s's mail box is full.,Hộp thư của %s đã đầy.
TEXTCLIENT_LACKMONEY,You do not have enough Penya.,Bạn không có đủ Penya.
TEXTCLIENT_CANNOTPOST,You cannot send this item.,Bạn không thể gửi vật phẩm này
TEXTCLIENT_MAIL_UNKNOWN,Unknown user,Người dùng không xác định
TEXTCLIENT_POST_ERROR,You have failed to send.,Bạn đã gửi không thành công.
TEXTCLIENT_MAIL_SEND_OK,Your mail has been sent successfully.,Thư của bạn đã được gửi thành công.
TEXTCLIENT_ERROR_RETRY,"An error occured, please retry the operation.","Đã xảy ra lỗi, vui lòng thử lại thao tác."
TEXTCLIENT_REALTIME,Real Time - %s,Thời gian thật - %s
TEXTCLIENT_MADRIGALTIME,Madrigal Time - %s,Giờ Madrigal -%s
TEXTCLIENT_NEW_QUEST,New Quest,Nhiệm vụ mới
TEXTCLIENT_CURRENT_QUEST,Quests in Progress,Nhiệm vụ đang tiến hành
TEXTCLIENT_STARTQUEST,You've received the quest: %s. Open your Quest Window for details.,Bạn đã nhận được nhiệm vụ: %s. Mở Cửa sổ Nhiệm vụ của bạn để biết chi tiết.
TEXTCLIENT_REMOVEQUEST,%s quest has been cancelled.,Nhiệm vụ %s đã bị hủy.
TEXTCLIENT_QUEST_FAILURE,Quest cancelled.,Nhiệm vụ đã bị hủy.
TEXTCLIENT_NOTPLAYSERVER,This channel is not available. Please select another.,Kênh này không khả dụng. Vui lòng nhập cái khác
TEXTCLIENT_PK_NO_FLIGHTAREA,Flying is forbidden inside.,Bên trong bị cấm bay.
TEXTCLIENT_ITEMBOX_MESSAGE1,You need %s item to open it.,Bạn cần %s mục để mở nó.
TEXTCLIENT_ITEMBOX_MESSAGE2,"Wrong level, unable to open itembox.","Cấp sai, không thể mở hộp vật phẩm."
TEXTCLIENT_ITEMBOX_MESSAGE3,"Wrong sex, unable to open itembox.","Giới tính sai, không thể mở hộp đựng vật phẩm"
TEXTCLIENT_ITEMBOX_MESSAGE4,You need to be on the %s quest to open it.,Bạn cần phải thực hiện nhiệm vụ %s để mở nó.
TEXTCLIENT_ITEMBOX_MESSAGE5,"Wrong job, unable to open itembox.","Sai chức nghiệp, không thể mở hộp vật phẩm."
TEXTCLIENT_QUEST_NOINVENTORYSPACE,Unable to complete quest. Not enough room in your inventory.,Không thể hoàn thành nhiệm vụ. Không đủ chỗ trong kho của bạn.
TEXTCLIENT_REAPEXP,You have gained Experience.,Bạn đã tăng Kinh nghiệm.
TEXTCLIENT_ENDQUEST,Congratulations! %s has been completed.,Xin chúc mừng! %s đã được hoàn thành.
TEXTCLIENT_PARTYQUEST_NOTJOIN,"If a member of party is over level %d, he cannot enter.","Nếu một thành viên của nhóm trên cấp %d, anh ta không thể vào nhóm"
TEXTCLIENT_ERROR_DONTCHECK,You cannot check that anymore.,Bạn không thể kiểm tra điều đó nữa.
TEXTCLIENT_COMACCEPT,You have joined the %s guild.,Bạn đã tham gia bang hội %s
TEXTCLIENT_COMLEAVE,You are no longer a member of the %s guild.,Bạn không còn là thành viên của bang hội %s nữa
