Key,English,Vietnamese
EXCHANGE_EASTER_EVENT,"I need your help! Some mischievous creatures have taken all of his eggs and hidden them in a special dungeon. Retrieve them all, and you'll be rewarded with some egg-ceptional loot!",Tôi cần bạn giúp! Một số sinh vật tinh nghịch đã lấy hết trứng và giấu chúng trong 1 ngục tối đặc biệt. Hãy lấy lại tất cả số trứng và bạn sẽ nhận lại được một ít egg-ceptional loot!
EXCHANGE_DIAMONDINTHESKY_EVENT,Want to add some sparkle to your day? Destroy stars at night and collect Star Fragments! Then come see me for some glittering rewards that are sure to brighten your mood.,Bạn muốn thêm chút lấp lánh cho ngày của mình? Phá hủy các ngôi sao vào ban đêm và thu thập Star Fragments! Vậy thì hãy đến gặp tôi để nhận những phần thưởng lấp lánh chắc chắn sẽ khiến tâm trạng của bạn tươi sáng hơn.
EXCHANGE_ANNIVERSARY_EVENT,It's your special day! Let's make it even sweeter by indulging in some delectable desserts. Come see me for a slice of heaven and some tasty rewards!,Đó là ngày đặc biệt của bạn! Hãy làm cho nó trở nên ngọt ngào hơn nữa bằng cách thưởng thức một số delectable desserts. Hãy đến gặp tôi để tận hưởng một phần thiên đường và một số phần thưởng hấp dẫn!
EXCHANGE_RESCUE_EVENT,Have you heard about the people gone missing from the dungeons recently?\nHelp the people from danger and collect the Rescue Certificate!\nI've prepared various rewards for your acts of valor!,Gần đây bạn có nghe nói về những người mất tích trong ngục tối không?\nGiúp đỡ mọi người khỏi nguy hiểm và thu thập Rescue Certificate!\nTôi đã chuẩn bị nhiều phần thưởng khác nhau cho hành động dũng cảm của bạn!
EXCHANGE_FWCGEAR_EVENT,I will change your +10 High-Level Ultimate weapons and Very Rare equipment to special +10 FWC Golden equipment. Complete several trades to get even more rewards! Note that you can only exchange items matching your class and gender.,I will change your +10 High-Level Ultimate weapons and Very Rare equipment to special +10 FWC Golden equipment. Complete several trades to get even more rewards! Note that you can only exchange items matching your class and gender.
EXCHANGE_MUSICFESTIVAL_EVENT,Let's turn up the volume on your special day! Join me for a melodic celebration filled with harmonious surprises and musical delights.,Hãy tăng âm lượng vào ngày đặc biệt của bạn! Hãy tham gia cùng tôi để tận hưởng một buổi lễ du dương tràn ngập những bất ngờ hài hòa và những niềm vui âm nhạc.
EXCHANGE_SUMMER_EVENT_2023,"The summer is hot!! I need something to cool this heat!\nI hear that you can hear the waves if you put a sea shell by your ears, is this true?","Mùa hè thì nóng!! Tôi cần thứ gì đó để làm dịu cái nóng này!\nTôi nghe nói rằng bạn có thể nghe thấy tiếng sóng nếu bạn đặt vỏ sò lên tai, điều này có đúng không?"
EXCHANGE_OKTOBERFEST_EVENT_2023,"The beer festival is at the peak, so everyone's is busy. We're running low on beer, can you help me out?\nIf you can get me some beer, I'll exchange it for various rewards.","Lễ hội bia đang cao điểm nên ai cũng bận rộn. Chúng ta sắp hết bia rồi, bạn có thể giúp tôi được không?\nNếu bạn có thể lấy cho tôi một ít bia, tôi sẽ đổi nó lấy nhiều phần thưởng khác nhau."
EXCHANGE_FINDGOLDENAIBATT_EVENT_2310,Have you heard the news? Golden Monsters have appeared!\nPeople say that you can get gold shard by hunting down the golden monster… Can you get some for me?,Bạn đã nghe những tin tức? Golden Monsters đã xuất hiện!\nMọi người nói rằng bạn có thể nhận được gold shard bằng cách săn lùng golden monster… Bạn có thể lấy cho tôi một ít được không?
EXCHANGE_TIME_TO_HUNT_2023,"It's been a bumper year, so there are a lot of monsters out to get crops.\nIt's time to hunt them down! Can you help?",Đây là một năm bội thu nên có rất nhiều monsters ra ngoài để thu hoạch.\nĐã đến lúc săn lùng chúng! Bạn có thể giúp?
EXCHANGE_JEWELRY,Exchange your jewelry here. Note the upgrade level of the output items!,Trao đổi jewelry của bạn ở đây. Lưu ý mức độ nâng cấp của các output items!
EXCHANGE_CHRISTMAS_2023,Theif Santas have stolen all the presents I was going to give out this Christmas.\nCan you help me get them back?,Nếu ông già Noel đã đánh cắp tất cả những món quà tôi định tặng vào Giáng sinh này.\nBạn có thể giúp tôi lấy lại chúng được không?
EXCHANGE_ATTACK_OF_THE_SNOWCLONES,Yettis have taken away all the toy hammers from the orphanage. Could you bring the hammers back from the Yettis?,Yettis đã lấy đi tất cả toy hammers khỏi trại trẻ mồ côi. Bạn có thể mang hammers về từ Yettis được không?
EXCHANGE_KALGASCHIPS,"The items I sell here in my shop are absolutely the best you can find! So, how many Kalgas Chips do you have, hmmm?","The items I sell here in my shop are absolutely the best you can find! So, how many Kalgas Chips do you have, hmmm?"
EXCHANGE_MARCH_2023,Green monsters have appeared all over the Madrigal continent. Defeat them and bring me the tokens!,Green monsters have appeared all over the Madrigal continent. Defeat them and bring me the tokens!
EXCHANGE_ATTACK_OF_THE_HUNGRY_MONSTERS,"Hungry monsters are attacking travelers, descending on villages and stealing food from homes. Would you like to join the fight against the monsters?","Hungry monsters are attacking travelers, descending on villages and stealing food from homes. Would you like to join the fight against the monsters?"
EXCHANGE_2ND_ANNIVERSARY_EVENT,"Have you donated enough tokens to your guild? If so, we'll exhange them for boxes!","Have you donated enough tokens to your guild? If so, we'll exhange them for boxes!"
EXCHANGE_2024_VACANCE_EVENT,What vacation items do you need? Bring us your beautifully polished seashells and we'll exchange them with rewards!,What vacation items do you need? Bring us your beautifully polished seashells and we'll exchange them with rewards!
EXCHANGE_PIRATE_SHIP_EVENT,"The pirates stole my treasure map.\nIf you can bring back my treasure map, I'll give you a good case","The pirates stole my treasure map.\nIf you can bring back my treasure map, I'll give you a good case"
EXCHANGE_YELLOWCHIPS,"The items I sell here in my shop will certainly be helpful! So, how many Yellow Chips do you have, hmmm?","The items I sell here in my shop will certainly be helpful! So, how many Yellow Chips do you have, hmmm?"
EXCHANGE_FISHINGCHAMPION_EVENT,"Have you ever... Have you ever been fishing? Once you fall in love with fishing, you'll never get out!","Have you ever... Have you ever been fishing? Once you fall in love with fishing, you'll never get out!"
EXCHANGE_3RD_ANNIV_EGG_UPGRADE_EVENT,Exchange items for the Egg Upgrade Event,Exchange items for the Egg Upgrade Event
EXCHANGE_FWC_COIN_2025,"Hey there! This is where you can exchange your Champion Coins for items you want.\nEach item has a limited number of exchanges, and your coins are limited too.\nSo think carefully and make sure to grab what you really need!\n\n※ Champion Coin disappears once the period is end.\n※ Unused Champion Coin will be replaced to Penya\n ┗ 1 Champion Coin = 10 Penya","Hey there! This is where you can exchange your Champion Coins for items you want.\nEach item has a limited number of exchanges, and your coins are limited too.\nSo think carefully and make sure to grab what you really need!\n\n※ Champion Coin disappears once the period is end.\n※ Unused Champion Coin will be replaced to Penya\n ┗ 1 Champion Coin = 10 Penya"
EXCHANGE_PTS,Grab useful items for your testing purposes here!,Grab useful items for your testing purposes here!
EXCHANGE_ALCHEMY,Alchemy,Alchemy
EXCHANGE_CARPENTRY,Carpentry,Carpentry
EXCHANGE_COOKING,Cooking,Cooking
EXCHANGE_SMITHING,Smithing,Smithing
EXCHANGE_KEBARAS2COST,Kebaras 2 Costumes can be exchanged for Kebaras 2 Costume Fragments here!,Kebaras 2 Costumes can be exchanged for Kebaras 2 Costume Fragments here!
