Key,English,Portuguese
TUTORIAL_ROTATE_CAMERA_KEYBOARD_TEXT,"Let's go through how the camera works with the Keyboard. Here are the keys to press to rotate the camera:\n\nUp: Up Arrow #b↑#nb\nDown: Down Arrow #b↓#nb\nLeft: Left Arrow #b←#nb\nRight: Right Arrow #b→#nb\n\nPretty easy, huh?\n\n#cffff0000Clear Condition: Press an Arrow Key #b↑↓←→#nb","Vamos aprender a usar a câmera com o Teclado. As teclas para rotacionar a câmera são:\n\nCima: Seta para Cima #b↑#nb\nBaixo: Seta para Baixo #b↓#nb\nEsquerda: Seta para Esquerda #b←#nb\nDireita: Seta para Direita #b→#nb\n\nBem fácil, né?\n\n#cffff0000Condição de Sucesso: Pressione as Teclas de Seta #b↑↓←→#nb "
TUTORIAL_ZOOM_CAMERA_TEXT,"How's that? Simple, right? Now, let's tackle zooming.\n\n[[Zooming in and out is possible with the Mouse wheel. It is also possible with the Page Up and Page Down Keys|Pinch to #bzoom out#nb and spread your fingers to #bzoom in#nb]].\n\n#cffff0000Clearing requirement: Adjust the camera zoom","Fácil né? Em seguida, vamos ver como aumentar e diminuir o zoom.\n\n[[Aproximar e afastar a câmera é possível com a roda do mouse. Também é possível com as teclas Page Up e Page Down|Belisque a tela e afaste ou junte os dedos para aproximar ou afastar]].\n\n#cffff0000Condição: Dê Zoom na Câmera"
TUTORIAL_ROTATE_PHONE_TITLE,Viewing,Viewing
TUTORIAL_ROTATE_PHONE_CONTENT,[[|#b#cff0000ff■ Portrait and landscape #nb#nc\nRotate your phone to switch between portrait and landscape mode. ]],[[|#b#cff0000ff■ Portrait and landscape #nb#nc\nRotate your phone to switch between portrait and landscape mode. ]]
TUTORIAL_ROTATE_PHONE_TEXT,Awesome!\n\n[[|You can also #brotate#nb your phone to switch between portrait and landscape mode.]],Awesome!\n\n[[|You can also #brotate#nb your phone to switch between portrait and landscape mode.]]
TUTORIAL_OPEN_MENU_TEXT,"Great! [[It's time to learn how to change settings to enjoy the game the best as possible.\n\nSettings are available from the main game menu.\n\nClick on the #bbutton on bottom left#nb of the screen to open the main menu|Next, let's open the #bmain menu#nb.\n\nJust tap the button at the bottom left of the screen]].\n\n#cffff0000Clearing requirement: Open the main menu","Perfeito! É hora de aprender como alterar as configurações para aproveitar o jogo da melhor forma possível.\n\nAs configurações estão disponíveis no menu principal do jogo.\n\nClique no #bbotão localizado no canto inferior esquerdo#nb da tela para acessar o menu principal|Em seguida, vamos abrir o #bmenu principal#nb\n\nToque]] no #bbotão na parte inferior esquerda#nb da tela para abrir o menu principal.\n\n#cffff0000Condição: Abra o menu principal"
TUTORIAL_OPEN_OPTION_TEXT,"Now [[click on|tap]] #bOption#nb to access the settings.\n\nHere, you can adjust the #btexture quality, shadows, music volume, language, and more#nb.\n\nOnce finished, hit the #b'Save'#nb button to apply your changes.\n\n#cffff0000Clearing requirement: Open the options window","Boa! Agora [[clique em|toque em]] #bOpções#nb para visualizar as configurações.\n\nVocê pode gerenciar muitos parâmetros do jogo como #bqualidade de textura, sombras, volume da música, idioma#nb...\n\nQuando terminar, use o botão #bSalvar#nb para confirmar suas alterações.\n\n#cffff0000Condição: Abra a janela de opções"
TUTORIAL_OPEN_OPTION_TITLE,Settings,Configurações
TUTORIAL_OPEN_OPTION_CONTENT,"#b#cff0000ff■ Video / Audio tab#nb#nc\nYou can configure texture quality, shadows quality and many other graphical options. Use Save button or your changes will be reset when you close the window. Texture quality and Antialiasing are only applied when saving changes. Antialiasing[[|, Vibrations]] and Fullscreen options are not supported on all devices. All advanced options and high quality settings will consume more energy and Internet bandwidth so consider disabling them if you have a limited Internet connection or experiencing a slow framerate.\n\n#b#cff0000ff■ Game tab#nb#nc\nYou can select the interface language and enable or disable some options relative to your character. Don't forget to save your changes.","#b#cff0000ff■ Guia Vídeo / Áudio#nb#nc\nVocê pode configurar a qualidade da textura, qualidade das sombras e muitas outras opções gráficas. Use o botão Salvar ou suas alterações serão reiniciadas quando você fechar a janela. A qualidade da textura e o Antialiasing são aplicados apenas ao salvar as alterações. Antialiasing[[|, Vibrations]] e Tela Cheia não são suportados em todos os dispositivos. Todas as opções avançadas e configurações de alta qualidade consomem mais energia e largura de banda da Internet, portanto, considere desabilitá-las se você tiver uma conexão de Internet limitada ou uma taxa de quadros lenta.\n\n#b#cff0000ff■ Guia do Jogo#nb#nc\nVocê pode selecionar o idioma da interface e habilitar ou desabilitar algumas opções relativas ao seu personagem. Não se esqueça de salvar suas alterações."
TUTORIAL_OPEN_MAP_TEXT,"Your adventure takes place in #bMadrigal#nb.\n\n[[Press M key|Tap the #bmini-map#nb]] to check your current location or to view maps of other areas.\n\nTo return to the game, [[press M again|tap the cross button at the top right of the map]].\n\n#cffff0000Clearing requirement: [[Hot Key 'M'|Open the map]]",A área em que você se aventurará se chama #bMadrigal#nb.\n\n[[Pressione a tecla M|Toque no #bNavegador#nb]] se quiser verificar sua localização atual ou verificar o mapa de outras áreas.\n\n[[Pressione M novamente|Toque no botão X no canto superior direito do mapa]] para retomar ao jogo.\n\n#cffff0000Condição: [[Tecla de atalho 'M'|Abra o mapa]]
TUTORIAL_OPEN_MAP_TITLE,Map,Mapa
TUTORIAL_OPEN_MAP_CONTENT,"#b#cff0000ff■ Whole map#nb#nc\n[[Press M key|Touch World Map in main menu]] to see the continent of Madrigal.\n\n#b#cff0000ff■ Mini-Map#nb#nc\n[[Press N key|Touch cross button]] to hide navigator on right corner. If you want to see it again, [[press N key again|touch Navigator in main menu]].","#b#cff0000ff■ Mapa do Mundo # nb # nc\n[[Pressione a tecla M|Toque no Mapa do Mundo no menu principal]] para ver o continente de Madrigal.\n\n#b#cff0000ff■ Minimapa # nb # nc\n[[Pressione a tecla N|Toque no botão cruzado]] para ocultar o navegador no canto direito. Se quiser vê-lo novamente, [[pressione a tecla N novamente|toque em Navegador no menu principal]]."
TUTORIAL_OPEN_NAVIGATOR_TEXT,Let's go through the Navigator.\nYou can check your location and the surrounding area with the navigator that’s in the upper right part of the screen.\n[[Activate and deactivate the Navigator by pressing 'N'|Use Navigator in main menu to toggle the mini-map]].\n\n#cffff0000Clear Condition: [[Hot Key 'N'|Open the navigator]],Vamos explorar o Navegador.\nVocê pode verificar sua localização e a área ao redor com o navegador que está no canto superior direito da tela.\n[[Ative e desative o Navegador clicando em 'N'|Use o Navegador no menu principal para alternar o mini-mapa]].\n\n#cffff0000Condição: [[Tecla de atalho 'N'|Abra o navegador]]
TUTORIAL_TALK_LUI_TEXT,Navigating #bMadrigal#nb just got easier!\n\nGo talk to #b#cffa0a0ff[General] Lui#nc#nb in Central Flarine by following the #barrow above your head#nb.\n\nHe seems to have important information for you. Best of luck!,Agora você sempre pode encontrar seu caminho em #bMadrigal#nb!\n\nVá falar com #b#cffa0a0ffLui#nc#nb no Centro de Flarine seguindo a #bseta no topo de sua cabeça#nb.\n\nAcho que ele tem algo para lhe contar. Boa sorte!
TUTORIAL_START_QUEST_TEXT,"Congratulations on your first quest! Time to explore the #bQuest Diary#nb.\n\nThis diary keeps track of completed quests and those you're currently on.\n\nTo view deatils, [[press 'Q'|tap the #b'Quests'#nb button at the top of the screen]].\n\n#cffff0000Clearing requirement: [[Hot Key 'Q'|Open the Quest Diary]]","Você conseguiu sua primeira quest! Vamos aprender sobre o #bDiário de Quests#nb.\n\nO Diário de Quests exibe informações sobre as missões que você completou, bem como quaisquer missões atuais que você tenha.\n\nVocê pode verificar os detalhes da quest [[teclando 'Q'|tocando em #bQuests#nb no topo da sua tela]].\n\n#cffff0000Condição: [[Tecla de atalho 'Q'|Abra o Diário de Quests]]"
TUTORIAL_START_QUEST_TITLE,Quest Window,Janela de Quest
TUTORIAL_START_QUEST_CONTENT,#b#cff0000ff■ Quest Window#nb#nc\nThis is where you can see current quest information and the completed quests.[[\nShortcut key is L.|]],#b#cff0000ff■ Janela de Quest#nb#nc\nÉ aqui que você pode ver as informações da quest atual e as quests concluídas. [[\nA tecla de atalho é Q.|]]
TUTORIAL_MOTION_TEXT,Looking to express yourself?\n\n[[Press 'O'|Tap the Emotes button on the left]] to unveil a range of #bemoticons and expressions#nb. Give it a go.\n\n#cffff0000Clearing requirement: [[Press 'O'|Open the Emotes window]],Expresse-se com seus #bmovimentos#nb.\n\n[[Pressione 'O'|Toque em Movimentos na esquerda]] e a janela para #bvários emoticons e expressões#nb será aberta. Tente usá-los.\n\n#cffff0000Condição: [[Tecla de atalho 'O'|Abrir janela de Movimentos]]
TUTORIAL_MOTION_TITLE,Emotion Expression,Expressões Emotivas
TUTORIAL_MOTION_CONTENT,"#b#cff0000ff■ Emotion Expression#nb#nc\nYou can use this to express your emotion to other players. There are many emoticons and icons for expression various emotions, so you should try to use it.[[\nShortcut key is O.|]]","#b#cff0000ff■ Expressão de emoção #nb#nc\nVocê pode usar isso para expressar suas emoções a outros usuários. Existem muitos emoticons e ícones para expressar várias emoções, então você deve tentar usá-los.[[\nA tecla de atalho é O.|]]"
TUTORIAL_CHAT_TEXT,Ready to chat with others?\n\n[[Press ENTER|You can tap the #bChat#nb preview at the bottom]] to open the chat window.\n\nMessage in Normal chat are visible to nearby players.,"Como você conversa com outras pessoas?\n\n[[Pressione ENTER| Toque no #bChat#nb na parte inferior]] para abrir a janela do chat.\n\nO chat normal é exibido para os #busuários ao seu redor#nb, digite o que deseja dizer."
TUTORIAL_CHAT_TITLE,Chat Method,Método do Chat
TUTORIAL_CHAT_CONTENT,#b#cff0000ff■ Normal Chat#nb#nc\nYou can only talk to players near by you. The way you talk is press Chat button on chat window.\n\n#b#cff0000ff■ Shout#nb#nc\nYou can talk to players who are in broad range. They way you shot is add #cffff0000/s #nc on front of the words that you want to say.\n\n#b#cff0000ff■ Party Chat#nb#nc\nYou can use it when you are in a party. The way you talk is add #cffff0000/p #nc on front of the wards that you want to say.\nYou can use Troupe button on the chat window.\n\n#b#cff0000ff■ Whisper#nb#nc\nYou can send message to certain player. The way you do it is add #cffff0000/w character name #nc.\nYou can use Whisper button on the chat window.\n\n#b#cff0000ff■ Guild Chat#nb#nc\nYou can use it when you are in a guild. The way you talk is add#cffff0000/g #nc.\nYou can use Guild button on the chat window.\n\n#b#cff0000ff■ System Message#nb#nc\nAll of the messages except chat message display in system window.To check press SYSTEM button on the chat window.\n\n#b#cff0000ff■ Filter Function#nb#nc\nYou can see the chat that you want to see. The way you do is press Filter button.,"#b#cff0000ff■ Chat Normal#nb#nc\nVocê só irá conversar com usuários perto de você. Aperte o botão Chat na janela de chat.\n\n#b#cff0000ff■ Gritar#nb#nc\nVocê pode alcançar um maior número de usuários. Para gritar, adicione #cffff0000/s #nc antes das palavras que você quer dizer.\n\n#b#cff0000ff■ Chat do Grupo#nb#nc\nVocê pode usar esta opção quando estiver em um grupo. Para falar em grupo, adicione #cffff0000/p #nc antes do que você quer dizer.\nVocê pode usar o botão Grupo na janela de chat. \n\n#b#cff0000ff■ Sussurro#nb#nc\nVocê pode mandar uma mensagem para um usuário. Para falar com um usuário específico, adicione #cffff0000/w nome do personagem #nc.\nVocê pode usar o botão Sussurro na janela de chat.\n\n#b#cff0000ff■ Chat da Guilda#nb#nc\nVocê pode usar quando estiver em uma guilda. Para conversar com sua guilda, adicione #cffff0000/g #nc.\nVocê pode usar o botão Guilda na janela de chat\n\n#b#cff0000ff■ Mensagens de Sistema#nb#nc\nTodas as mensagens que não são do chat aparecem na janela de sistema. Para visualizá-la, aperte o botão SISTEMA na janela do chat.\n\n#b#cff0000ff Função de Filtro#nb#nc\nVocê pode escolher qual chat você prefere visualizar. É só apertar o botão FILTRO."
TUTORIAL_SHOUT_TEXT,"Mastering the Shout:\n\nShouting broadcasts your message to a #bbroader audience#nb than normal chat.\n\nTo shout, prefix your message with#cffff0000/s#nc. Remember, players won't see your shouts until you reach level 20.\n\n#cffff0000Clearing requirement: Use the shout ('/s') chat.",Vamos aprender como gritar.\n\nGritar atinge uma gama mais ampla de usuários do que o bate-papo normal.\n\nAdicione #cffff0000/s#nc antes de digitar que você deseja dizer. Lembre-se de que outros jogadores não poderão ver você gritar até que você chegue ao nível 20.\n\n#cffff0000Condição: Gritar ('/s').
TUTORIAL_PARTY_CHAT_TEXT,"About the #bParty chat#nb:\n\nStart your message with #cffff0000/p#nc to only discuss with players in your party.\n\nRemember, party chat is exclusive to party members.",Vamos aprender sobre #bChat do Grupo#b.\n\nNão esqueça que chat do grupo só funciona se você estiver em um Grupo.\n\nInsira #cffff0000/p#nc antes da mensagem para falar com seu Grupo.
TUTORIAL_WHISPER_CHAT_TEXT,Need to message someone directly? Try #bWhisper#nb.\n\nType\n#cffff0000 /w CharacterName\n#nc before your message to whisper to a specific player.,"Quer enviar uma mensagem para um usuário específico? Então, use o Sussuro.\n\nAdicione\n#cffff0000 /w NomeDoJogador\n#nc antes de digitar o que você quer dizer."
TUTORIAL_GUILD_CHAT_TEXT,Add #cffff0000/g#nc before your message to chat with your guild members only.,Digite #cffff0000/g#nc antes da sua mensagem para se comunicar exclusivamente com os membros da sua guilda.
TUTORIAL_SYSTEM_CHAT_TEXT,System messages are shown in a seperate chat window.\n\n[[Click|Tap]] the SYSTEM button in the chat window to view them.,"Todas as mensagens, exceto as do chat, são exibidas na #bJanela de Sistema#nb.\n\n[[Clique|Toque]] no botão SISTEMA na janela do chat para conferir."
TUTORIAL_FILTER_CHAT_TEXT,"To see only the messages you're interested in, simply select a tab, [[click|tap]] the #bFilter#nb button, and edit your perferences. The rest will be filtered out.","Para visualizar apenas as mensagens que você deseja, selecione uma aba, [[clique|toque]] no botão #bFiltro#nb e ajuste suas preferências. O restante será filtrado."
TUTORIAL_INVENTORY_TEXT,You got your #bfirst weapon#nb!\n\nLet's go through item equipment by [[pressing 'I'|touching Inventory in the bottom]].\n\n#cffff0000Clear Condition: [[Hot Key 'I'|Open inventory]],Você conseguiu sua #bprimeira arma#nb!\n\nVamos para o equipamento de item [[pressionando a tecla 'I'|tocando em Inventário na parte inferior]].\n\n#cffff0000Condição: [[Tecla de atalho 'I'|Abrir inventário]]
TUTORIAL_EQUIP_TEXT,[[Double click|Touch]] an item you want to equip [[or drag it to the spot you want to equip|and then touch the #bEquip#nb button]].\n\n#cffff0000Clear Condition: Equip an item,[[Dê um duplo clique|Toque]] em um item que deseja equipar [[ou arraste-o para o local correto do equipamento|e toque em #bEquipar#nb]].\n\n#cffff0000Condição: Equipe um item
TUTORIAL_UNEQUIP_TEXT,Now double [[click again|tap]] on the item in #bequipment view#nb to unequip it.\n\n#cffff0000Clear Condition: Unequip an item,Agora [[clique|toque]] duas vezes novamente no item na #bvisualização de equipamentos#nb para desequipá-lo.\n\n#cffff0000Condição: Desequipe um item
TUTORIAL_INVENTORY_TITLE,Inventory,Inventário
TUTORIAL_INVENTORY_CONTENT,"#b#cff0000ff■ At the top of the Inventory window,#nb#nc\nyou can see the items your character has equipped. At the bottom, you can see the items and Penya in your inventory. To equip an item, double-[[click|tap]] it or drag it to the appropriate slot.[[\nHotkey: I|]]","#b#cff0000ff■ No topo do inventário#nb#nc\n  você pode verificar os itens com os quais está equipado. Na parte inferior, ele exibe o item e a quantidade de penya que você possui. Você pode tanto dar duplo [[clique | toque]] ou arrastar o item para o espaço quando quiser equipar. [[\nA tecla de atalho é I.|]]"
TUTORIAL_TASKBAR_TEXT,Well done! Let's learn about the #bQuick Slot#nb located [[on the left|in many places]] of your screen.\n\nYou can put #bitems or skills#nb into it so you can use them quickly. [[1 - 0 can be used as hotkeyes.\nYou can also use keys F1-F9 to cycle through your Quick Slot bars.|#bKeep your finger pressed#nb on an item to drag it to the Slot of your choice.]]\n\n#cffff0000Clear Condition: Drag an item to Quick Slot,Ótimo! Vamos aprender sobre o #bAtalho Rápido#nb localizado [[à esquerda|em muitos lugares]] da tela.\n\nVocê pode colocar #bitens ou habilidades#nb nele para usá-los rapidamente. [[1 a 0 podem ser usados como teclas de atalho.\nVocê também pode usar as teclas F1 a F9 para percorrer as barras do Atalho Rápido.|#b Mantenha seu dedo pressionado#nb em um item para arrastá-lo ao Atalho de sua escolha]]\n\n#cffff0000Condição: Arraste um item para o Atalho Rápido.
TUTORIAL_TASKBAR_TITLE,Quick Slot,Atalho Rápido
TUTORIAL_TASKBAR_CONTENT,#b#cff0000ff■ Quick Slot#nb#nc\nYou can put items or motions that you want to use quickly[[ in 1~0 slots and there are also expansion slot of F1~F9|]].,#b#cff0000ff■ Atalho Rápido#nb#nc\nVocê pode colocar itens ou ações que deseja usar rapidamente [[nos atalhos 1~0 e também há atalhos de expansão de F1~F9|]].
TUTORIAL_CHARACTER_TEXT,The #bCharacter#nb window displays information about your character.\n\n[[Press 'H'|Touch Character in main menu]] to view this window.\n\n#cffff0000Clear Condition: [[Hot Key 'H'|Open Character window]],A janela do #bPersonagem#nb exibe informações sobre seu personagem.\n\n[[Pressione 'H'|Toque em Personagem no menu principal]] para ver esta janela.\n\n#cffff0000Condição: [[Tecla de atalho 'H'|Abrir Janela de Personagem]]
TUTORIAL_CHARACTER_TITLE,Character Window,Janela do Personagem
TUTORIAL_CHARACTER_CONTENT,#b#cff0000ff■ Character Window#nb#nc\nYou can see all information of your character. You can also increase ability stat with Stat Points.[[\nShortcut key is H.|]],#b#cff0000ff■ Janela do Personagem#nb#nc\nVocê pode ver todas as informações do seu personagem. Você também pode aumentar seus atributos com pontos disponíveis.[[\nA tecla de atalho é H.|]]
TUTORIAL_STAT_TEXT,You can also distribute #bStat Points#nb you have gained by leveling in #bDetail tab#nb.\n\nUse #bApply#nb button to confirm changes.\n\n#cffff0000Clear Condition: Distribute Stat Points,Você também pode distribuir os #bPontos de Atributos#nb que ganhou aumentando de nível na guia #bDetalhes#nb.\n\nUse o botão #bAplicar#nb para confirmar as alterações.\n\n#cffff0000Condição: Distribuir pontos de Atributos
TUTORIAL_CHANGEJOB_TEXT,"Hi, there. I am #b#cffa0a0ffInfo Pang#nc#nb ^^\n\nYou can transfer your job to #bMercenary#nb, #bMagician#nb, #bAcrobat#nb, or #bAssist#nb when you reach level 15.\n\nYou need to complete the #bjob transfer quest#nb by talking to the #b#cffa0a0ffJob Drillmaster#nc#nb in #bEastern Flarine#nb.","Olá, eu sou o #b#cffa0a0ffInfo Pang#nc#nb ^^\n\nVocê pode evoluir para as classes Mercenário, Mago, Assist ou Acrobata quando chegar ao nível 15.\n\nVocê deve completar a #bquest de mudança de classe#nb para continuar. Fale com os #b#cffa0a0ffMilitares de classe#nc#nb ao #bLeste de Flarine#nb."
TUTORIAL_FLY_TEXT,"Now you have reached the level to fly. Let me teach you #bhow to fly#nb!\n\nYou will first need to purchase a board or a broom to #b#cffa0a0ff(Station) Tina#nc#nb in Flarine and equip the item.\n\nThen [[press the Space bar|touch the #bSTART button#nb in bottom right of the screen]] to increase speed, and [[press Space bar|touch it]] again to decrease speed.\n\n[[Move your Mouse cursor while holding down the right button|Touch your character and #bslide your finger#nb or use the #bdirectional pad#nb]] to fly in that direction.\n\n[[When using the keyboard the W, A, S, D keys will move you.|You can also control your flight by #brotating your device#nb if device motion is supported. Use the button on top of the screen to toggle Device Motion.]]","Agora você atingiu o nível ideal para voar. Deixe-me te ensinar #bcomo voar#nb!\n\nPrimeiro você precisa comprar uma prancha ou vassoura com a #b#cffa0a0ff(Estação) Tina#nc#nb em Flarine e equipar o item.\n\nEm seguida, [[pressione a Barra de Espaço|toque em #bINICIAR#nb no canto inferior direito da tela]] para aumentar a velocidade e [[pressione a barra de espaço|toque nele] novamente para diminuir a velocidade.\n\n[[Mova o cursor do Mouse enquanto mantém pressionado o botão direito|Toque em seu personagem e #bdeslize o dedo#nb ou use o #bpad de direção#nb]] para voar na direção que desejar.\n\n[[Ao usar o teclado, as teclas W, A, S, D irão movê-lo.|Você também pode controlar seu voo #rotacionando o dispositivo#nb se a movimentação do dispositivo é suportada. Use o botão no topo da tela para alternar o Movimento do Dispositivo.]]"
TUTORIAL_GUILD_TEXT,"A #bGuild#nb is a bigger community than a Party and can be created by the #b#cffa0a0ff[Public Office] Helena#nc#nb when you reach level 40.\n\nEach tab's details are as follows:\nInfo tab provides general info about the guild and notice, \nMember tab manages Guild members.\n\n#cffff0000Clear Condition: [[Hot Key 'G'|Open Guild window]]","Uma #bGuilda#nb é uma comunidade maior do que um Grupo e pode ser criada por #b#cffa0a0ff[Escritório Público] Helena#nc#nb quando você atingir o nível 40.\n\nOs detalhes de cada guia são os seguintes:\nA guia Informações fornece informações gerais sobre a guilda e avisos, \nA guia Membro gerencia os membros da Guilda.\n\n#cffff0000Condição: [[Tecla de atalho 'G'|Abra a janela de Guilda]]"
TUTORIAL_MESSENGER_TEXT,You can use #bMessenger#nb Window to check your friends' online status and chat with them. Remember to add your #bfriends#nb to the messenger.,A Janela de #bMensagens#nb permite que você veja o status online dos seus amigos e converse com eles. Não se esqueça de adicionar seus #bamigos#nb.
TUTORIAL_MESSENGER_TITLE,Messenger,Mensageiro
TUTORIAL_MESSENGER_CONTENT,"#b#cff0000ff■ Messenger#nb#nc\nYou can check for log in status of registered players, channel and you can use chat easily. To register player [[click on|touch]] + button on the messenger window, then enter the character name that you want to register.[[\nShortcut key is E.|]]","#b#cff0000ff■ Mensageiro#nb#nc\nVocê pode verificar o status de login de usuários registrados, canal e pode usar o bate-papo facilmente. Para adicionar um usuário [[clique|toque]] no botão + na janela de amigos e, em seguida, digite o nome do personagem que deseja registrar.[[\nA tecla de atalho é E.|]]"
TUTORIAL_TRADE_TEXT,"You can use #b1 on 1 trade#nb to exchange items and Penya. Simply [[Left click on a|tap on another]] player, and select #b'Trade'#nb from the menu.",A função de #bTroca 1 a 1#nb é usada para trocar itens e Penya. Apenas [[clique com o botão esquerdo em um|toque em outro]] jogador e escolha #b'Troca'#nb no menu.
TUTORIAL_TRADE_TITLE,Trade,Negociar
