Key,English,Portuguese
PROPMOVER_TXT_000180,Boss Cardpuppet,Cardpuppet Chefe
PROPMOVER_TXT_000182,Small Tombstone Bearer,Portador de Lápide Pequeno
PROPMOVER_TXT_000184,Tombstone Bearer,Portador de Lápide
PROPMOVER_TXT_000186,Captain Tombstone Bearer,Portador de Lápide Capitão
PROPMOVER_TXT_000188,Giant Tombstone Bearer,Portador de Lápide Gigante
PROPMOVER_TXT_000190,Phantom Basque,Basque Fantasma
PROPMOVER_TXT_000192,Basque,Basque
PROPMOVER_TXT_000194,Lumping Basque,Basque Cansado
PROPMOVER_TXT_000196,Giant Basque,Basque Gigante
PROPMOVER_TXT_000198,Small Mage Prankster,Mago Prankster Pequeno
PROPMOVER_TXT_000200,Prankster,Prankster
PROPMOVER_TXT_000202,Master Mage Prankster,Mestre Mago Prankster
PROPMOVER_TXT_000204,Giantmage Prankster,Mago Prankster Gigante
PROPMOVER_TXT_000206,Rough Wheelem,Wheelem Bruto
PROPMOVER_TXT_000208,Wheelem,Wheelem
PROPMOVER_TXT_000210,Bouncing Wheelem,Wheelem Vigoroso
PROPMOVER_TXT_000212,Giant Wheelem,Wheelem Gigante
PROPMOVER_TXT_000214,Small Leyena,Leyena Pequena
PROPMOVER_TXT_000216,Leyena,Leyena
PROPMOVER_TXT_000218,Captain Leyena,Leyena Capitã
PROPMOVER_TXT_000220,Giant Leyena,Leyena Gigante
PROPMOVER_TXT_000222,Small Steam Walker,Andarilho a Vapor Pequeno
PROPMOVER_TXT_000224,Steam Walker,Andarilho a Vapor
PROPMOVER_TXT_000226,Captain Steam Walker,Andarilho a Vapor Capitão
PROPMOVER_TXT_000228,Giant Steam Walker,Andarilho a Vapor Gigante
PROPMOVER_TXT_000230,Small Steel Knight,Cavaleirinho de Aço
PROPMOVER_TXT_000232,Steel Knight,Cavaleiro de Aço
PROPMOVER_TXT_000234,Captain Steel Knight,Cavaleiro de Aço Capitão
PROPMOVER_TXT_000236,Giant Steel Knight,Cavaleiro de Aço Gigante
PROPMOVER_TXT_000238,Small Nutty Wheel,Roda Maluca Pequena
PROPMOVER_TXT_000240,Nutty Wheel,Roda Maluca
PROPMOVER_TXT_000242,Captain Nutty Wheel,Roda Maluca Capitã
PROPMOVER_TXT_000244,Giant Nutty Wheel,Roda Maluca Gigante
PROPMOVER_TXT_000246,Small Driller,Sondador Pequeno
PROPMOVER_TXT_000248,Driller,Sondador
PROPMOVER_TXT_000250,Captain Driller,Sondador Capitão
PROPMOVER_TXT_000252,Giant Driller,Sondador Gigante
PROPMOVER_TXT_000254,Small Volt,Volt Pequeno
PROPMOVER_TXT_000256,Volt,Volt
PROPMOVER_TXT_000258,Captain Volt,Volt Capitão
PROPMOVER_TXT_000260,Giant Volt,Volt Gigante
PROPMOVER_TXT_000262,Small Elderguard,Guardião Ancião Pequeno
PROPMOVER_TXT_000264,Elderguard,Guardião Ancião
PROPMOVER_TXT_000266,Captain Elderguard,Guardião Ancião Capitão
PROPMOVER_TXT_000268,Giant Elderguard,Guardião Ancião Gigante
PROPMOVER_TXT_000270,Small Garbagespider,Lixeiranha Pequena
PROPMOVER_TXT_000272,Garbagespider,Lixeiranha
PROPMOVER_TXT_000274,Captain Garbagespider,Lixeiranha Capitã
PROPMOVER_TXT_000276,Giant Garbagespider,Lixeiranha Gigante
PROPMOVER_TXT_000278,Small Crane Machinery,Máquina de Guindaste Pequena
PROPMOVER_TXT_000280,Crane Machinery,Máquina de Guindaste
PROPMOVER_TXT_000282,Captain Crane Machinery,Máquina de Guindaste Capitã
PROPMOVER_TXT_000284,Giant Crane Machinery,Máquina de Guindaste Gigante
PROPMOVER_TXT_000286,Small Mothbee,Maribelha Pequena
PROPMOVER_TXT_000288,Mothbee,Maribelha
PROPMOVER_TXT_000290,Captain Mothbee,Maribelha Capitã
PROPMOVER_TXT_000292,Giant Mothbee,Maribelha Gigante
PROPMOVER_TXT_000294,Small Flybrigen,Flybrigen Pequeno
PROPMOVER_TXT_000296,Flybrigen,Flybrigen
PROPMOVER_TXT_000298,Captain Flybrigen,Flybrigen Capitão
PROPMOVER_TXT_000300,Giant Flybrigen,Flybrigen Gigante
PROPMOVER_TXT_000302,Small Rockepeller,Rockepeller Pequeno
PROPMOVER_TXT_000304,Rockepeller,Rockepeller
PROPMOVER_TXT_000306,Captain Rockepeller,Rockepeller Capitão
PROPMOVER_TXT_000308,Giant Rockepeller,Rockepeller Gigante
PROPMOVER_TXT_000318,Pawn Popcrank,Popcrank Peão
PROPMOVER_TXT_000320,Knight Popcrank,Popcrank Cavaleiro
PROPMOVER_TXT_000322,Rook Popcrank,Popcrank Torre
PROPMOVER_TXT_000324,Bishop Popcrank,Popcrank Bispo
PROPMOVER_TXT_000326,Small Greemong,Greemong Pequeno
PROPMOVER_TXT_000328,Greemong,Greemong
PROPMOVER_TXT_000330,Captain Greemong,Greemong Capitão
PROPMOVER_TXT_000332,Giant Greemong,Greemong Gigante
PROPMOVER_TXT_000336,Roy,Roy
PROPMOVER_TXT_000338,Cardinal Guardian,Guardião Cardeal
PROPMOVER_TXT_000350,Small Carrierbomb,Carrierbomb Pequeno
PROPMOVER_TXT_000352,Carrierbomb,Carrierbomb
PROPMOVER_TXT_000354,Captain Carrierbomb,Carrierbomb Capitão
PROPMOVER_TXT_000356,Giant Carrierbomb,Carrierbomb Gigante
PROPMOVER_TXT_000382,Clockworks,Clockworks
PROPMOVER_TXT_000392,Small Nuctuvehicle,Nuctuveículo Pequeno
PROPMOVER_TXT_000394,Nuctuvehicle,Nuctuveículo
PROPMOVER_TXT_000396,Captain Nuctuvehicle,Nuctuveículo Capitão
PROPMOVER_TXT_000398,Giant Nuctuvehicle,Nuctuveículo Gigante
PROPMOVER_TXT_000400,Young Syliaca,Jovem Syliaca
PROPMOVER_TXT_000402,Syliaca,Syliaca
PROPMOVER_TXT_000404,Grownup Syliaca,Syliaca Adulta
PROPMOVER_TXT_000406,Giant Syliaca,Syliaca Gigante
PROPMOVER_TXT_000408,Small Risem,Risem Pequeno
PROPMOVER_TXT_000410,Risem,Risem
PROPMOVER_TXT_000412,Captain Risem,Risem Capitão
PROPMOVER_TXT_000414,Giant Risem,Risem Gigante
PROPMOVER_TXT_000416,Small Zombiger,Zombiger Pequeno
PROPMOVER_TXT_000418,Zombiger,Zombiger
PROPMOVER_TXT_000420,Captain Zombiger,Zombiger Capitão
PROPMOVER_TXT_000422,Giant Zombiger,Zombiger Gigante
PROPMOVER_TXT_000424,Small Flybat,Flybat Pequeno
PROPMOVER_TXT_000426,Flybat,Flybat
PROPMOVER_TXT_000428,Captain Flybat,Flybat Capitão
PROPMOVER_TXT_000430,Giant Flybat,Flybat Gigante
PROPMOVER_TXT_000432,Small Bucrow,Bucrow Pequeno
PROPMOVER_TXT_000434,Bucrow,Bucrow
PROPMOVER_TXT_000436,Captain Bucrow,Bucrow Capitão
PROPMOVER_TXT_000438,Giant Bucrow,Bucrow Gigante
PROPMOVER_TXT_000440,Small Scorpicon,Scorpicon Pequeno
PROPMOVER_TXT_000442,Scorpicon,Scorpicon
PROPMOVER_TXT_000444,Captain Scorpicon,Scorpicon Capitão
PROPMOVER_TXT_000446,Giant Scorpicon,Scorpicon Gigante
PROPMOVER_TXT_000448,Small Trangfoma,Trangfoma Pequeno
PROPMOVER_TXT_000450,Trangfoma,Trangfoma
PROPMOVER_TXT_000452,Captain Trangfoma,Trangfoma Capitão
PROPMOVER_TXT_000454,Giant Trangfoma,Trangfoma Gigante
PROPMOVER_TXT_000456,Mine Catcher,Acumulador de Mineral
PROPMOVER_TXT_000458,Erons Catcher,Acumulador de Erons
PROPMOVER_TXT_000460,Krasec Catcher,Acumulador de Krasec
PROPMOVER_TXT_000462,Guru Catcher,Acumulador de Guru
PROPMOVER_TXT_000464,Small Grrr,Grrr Pequeno
PROPMOVER_TXT_000466,Grrr,Grrr
PROPMOVER_TXT_000468,Captain Grrr,Grrr Capitão
PROPMOVER_TXT_000470,Giant Grrr,Grrr Gigante
PROPMOVER_TXT_000472,Small Dump,Dump Pequeno
PROPMOVER_TXT_000474,Dump,Dump
PROPMOVER_TXT_000476,Captain Dump,Dump Capitão
PROPMOVER_TXT_000478,Giant Dump,Dump Gigante
PROPMOVER_TXT_000480,Small Nautrepy,Nautrepy Pequeno
PROPMOVER_TXT_000482,Nautrepy,Nautrepy
PROPMOVER_TXT_000484,Captain Nautrepy,Nautrepy Capitão
PROPMOVER_TXT_000486,Giant Nautrepy,Nautrepy Gigante
PROPMOVER_TXT_000488,Small Boo,Boo Pequeno
PROPMOVER_TXT_000490,Boo,Boo
PROPMOVER_TXT_000492,Captain Boo,Boo Capitão
PROPMOVER_TXT_000494,Giant Boo,Boo Gigante
PROPMOVER_TXT_000496,Small Hoppre,Hoppre Pequeno
PROPMOVER_TXT_000498,Hoppre,Hoppre
PROPMOVER_TXT_000500,Captain Hoppre,Hoppre Capitão
PROPMOVER_TXT_000502,Giant Hoppre,Hoppre Gigante
PROPMOVER_TXT_000504,Small Mushpoie,Mushpoie Pequeno
PROPMOVER_TXT_000506,Mushpoie,Mushpoie
PROPMOVER_TXT_000508,Captain Mushpoie,Mushpoie Capitão
PROPMOVER_TXT_000510,Giant Mushpoie,Mushpoie Gigante
PROPMOVER_TXT_000512,Small Iren,Iren Pequeno
PROPMOVER_TXT_000514,Iren,Iren
PROPMOVER_TXT_000516,Captain Iren,Iren Capitão
PROPMOVER_TXT_000518,Giant Iren,Iren Gigante
PROPMOVER_TXT_000520,Small Watangka,Watangka Pequeno
PROPMOVER_TXT_000522,Watangka,Watangka
PROPMOVER_TXT_000524,Captain Watangka,Watangka Capitão
PROPMOVER_TXT_000526,Giant Watangka,Watangka Gigante
PROPMOVER_TXT_000528,Small Antiquery,Antiquery Pequeno
PROPMOVER_TXT_000530,Antiquery,Antiquery
PROPMOVER_TXT_000532,Captain Antiquery,Antiquery Capitão
PROPMOVER_TXT_000534,Giant Antiquery,Antiquery Gigante
PROPMOVER_TXT_000536,Small Luia,Luia Pequena
PROPMOVER_TXT_000538,Luia,Luia
PROPMOVER_TXT_000540,Captain Luia,Luia Capitã
PROPMOVER_TXT_000542,Giant Luia,Luia Gigante
PROPMOVER_TXT_000544,Small Gongury,Gongury Pequeno
PROPMOVER_TXT_000546,Gongury,Gongury
PROPMOVER_TXT_000548,Captain Gongury,Gongury Capitão
PROPMOVER_TXT_000550,Giant Gongury,Gongury Gigante
PROPMOVER_TXT_000552,Small Shuhamma,Shuhamma Pequeno
PROPMOVER_TXT_000554,Shuhamma,Shuhamma
PROPMOVER_TXT_000556,Captain Shuhamma,Shuhamma Capitão
PROPMOVER_TXT_000558,Giant Shuhamma,Shuhamma Gigante
PROPMOVER_TXT_000560,Small Kern,Kern Pequeno
PROPMOVER_TXT_000562,Kern,Kern
PROPMOVER_TXT_000564,Captain Kern,Kern Capitão
PROPMOVER_TXT_000566,Giant Kern,Kern Gigante
PROPMOVER_TXT_000568,Small Glaphan,Glaphan Pequeno
PROPMOVER_TXT_000570,Glaphan,Glaphan
PROPMOVER_TXT_000572,Captain Glaphan,Glaphan Capitão
PROPMOVER_TXT_000574,Giant Glaphan,Glaphan Gigante
PROPMOVER_TXT_000576,Trainee Chef Muffrin,Recruta Chefe Muffrin
PROPMOVER_TXT_000578,3rd Chef Muffrin,Terceiro Chefe Muffrin
PROPMOVER_TXT_000580,2nd Chef Muffrin,Segundo Chefe Muffrin
PROPMOVER_TXT_000582,1st Chef Muffrin,Primeiro Chefe Muffrin
PROPMOVER_TXT_000584,Mutant Fefern,Fefern Mutante
PROPMOVER_TXT_000586,Mutant Fefern King,Rei Fefern Mutante
PROPMOVER_TXT_000588,Mutant Giant 2nd Class Fefern,Fefern Mutante Gigante 2ª Classe
PROPMOVER_TXT_000590,Mutant Nyangnyang,Nyangnyang Mutante
PROPMOVER_TXT_000592,Mutant Nyangnyang Queen,Rainha Nyangnyang Mutante
PROPMOVER_TXT_000594,Mutant Giant Nyangnyang,Nyangnyang Mutante Gigante
PROPMOVER_TXT_000596,Mutant Bang,Bang Mutante
PROPMOVER_TXT_000598,Mutant Boss Bang,Bang Chefe Mutante
PROPMOVER_TXT_000600,Mutant Giant Bang King,Rei Bang Mutante Gigante
PROPMOVER_TXT_000602,Worm Veduque,Veduque Serpentina
PROPMOVER_TXT_000604,Serus Uriel,Serus Uriel
PROPMOVER_TXT_000606,Vice Veduque,Veduque Corrupta
PROPMOVER_TXT_000608,Brazenface Pukepuke,Pukepuke Insolente
PROPMOVER_TXT_000610,Heartless Bang,Bang sem Coração
PROPMOVER_TXT_000612,Tough Rock Muscle,Rock Muscle Agressivo
PROPMOVER_TXT_000614,Flying Aibatt,Aibatt Voador
PROPMOVER_TXT_000616,Beast Mr. Pumpkin,Sr. Abóbora Bruto
PROPMOVER_TXT_000618,Master Demian,Mestre Demian
PROPMOVER_TXT_000620,Master Keakoon,Mestre Keakoon
PROPMOVER_TXT_000622,Master Muffrin,Mestre Muffrin
PROPMOVER_TXT_000624,Info-Pang,Info-Pang
PROPMOVER_TXT_000626,Losha,Losha
PROPMOVER_TXT_000628,Boboku,Boboku
PROPMOVER_TXT_000630,Julia,Julia
PROPMOVER_TXT_000632,Lui,Lui
PROPMOVER_TXT_000634,Marche,Marche
PROPMOVER_TXT_000636,Bulrox,Bulrox
PROPMOVER_TXT_000638,Tina,Tina
PROPMOVER_TXT_000640,Karin,Karin
PROPMOVER_TXT_000642,Martin,Martin
PROPMOVER_TXT_000644,Bill,Bill
PROPMOVER_TXT_000646,Dwarpet,Dwarpet
PROPMOVER_TXT_000648,Master Dwarpet,Mestre Dwarpet
PROPMOVER_TXT_000650,Iblis,Iblis
PROPMOVER_TXT_000652,Shade,Shade
PROPMOVER_TXT_000654,Stima,Stima
PROPMOVER_TXT_000656,Phacham,Phacham
PROPMOVER_TXT_000658,Bubble,Bubble
PROPMOVER_TXT_000660,Rhine,Rhine
PROPMOVER_TXT_000662,Roocky,Roocky
PROPMOVER_TXT_000664,Ollien,Ollien
PROPMOVER_TXT_000666,Haven,Haven
PROPMOVER_TXT_000668,Chitller,Chitller
PROPMOVER_TXT_000670,Bolpor,Bolpor
PROPMOVER_TXT_000672,Almani,Almani
PROPMOVER_TXT_000674,Achaben,Achaben
PROPMOVER_TXT_000676,Eshylop,Eshylop
PROPMOVER_TXT_000678,Remine,Remine
PROPMOVER_TXT_000680,Unknown,Desconhecido
PROPMOVER_TXT_000682,Agent,Agente
PROPMOVER_TXT_000684,Ancimys,Ancimys
PROPMOVER_TXT_000686,Guardian,Guardião
PROPMOVER_TXT_000688,Captain Guard,Capitão da Guarda
PROPMOVER_TXT_000692,Venel Guardian,Guardião Venel
PROPMOVER_TXT_000694,Ren,Ren
PROPMOVER_TXT_000696,Rubo,Rubo
PROPMOVER_TXT_000698,Sisif,Sisif
PROPMOVER_TXT_000700,Shuraiture,Shuraiture
PROPMOVER_TXT_000702,Babari,Babari
PROPMOVER_TXT_000704,Chaner,Chaner
PROPMOVER_TXT_000706,Seido,Seido
PROPMOVER_TXT_000708,Red Bang Troupe Member,Membro dos Bangs Vermelhos
PROPMOVER_TXT_000710,Emerald Mantis,Louva-deus Esmeralda
PROPMOVER_TXT_000712,Lord Bang Hanoyan,Lorde Bang Hanoyan
PROPMOVER_TXT_000714,Member of the Violet Magician Troupe,Membro da Tropa dos Magos Violetas
PROPMOVER_TXT_000716,Master of the Violet Magician Troupe,Mestre da Tropa dos Magos Violetas
PROPMOVER_TXT_000718,Grand Master of the Violet Magician Troupe,Grande Mestre da Tropa dos Magos Violetas
PROPMOVER_TXT_000720,Red Bang Troupe Leader,Líder dos Bangs Vermelhos
PROPMOVER_TXT_000722,Lord Bang,Lorde Bang
PROPMOVER_TXT_000724,Organigor,Organigor
PROPMOVER_TXT_000726,Gangard,Gangard
PROPMOVER_TXT_000728,Hadeseor,Hadeseor
PROPMOVER_TXT_000730,Santa,Papai Noel
PROPMOVER_TXT_000732,Priest,Sacerdote
PROPMOVER_TXT_000734,Guard,Sentinela
PROPMOVER_TXT_000736,Chaos Guard,Sentinela do Caos
PROPMOVER_TXT_000738,Criminal Fefern,Fefern Criminoso
PROPMOVER_TXT_000740,Criminal Wagsaac,Wagsaac Criminoso
PROPMOVER_TXT_000742,Criminal Mr. Pumpkin,Sr. Abóbora Criminoso
PROPMOVER_TXT_000744,Criminal Giggle Box,Baú Risonho Criminoso
PROPMOVER_TXT_000746,Criminal Hobo,Hobo Criminoso
PROPMOVER_TXT_000748,Criminal Cardpuppet,Cardpuppet Criminosa
PROPMOVER_TXT_000750,Criminal Basque,Basque Criminoso
PROPMOVER_TXT_000752,Criminal Leyena,Leyena Criminosa
PROPMOVER_TXT_000754,Criminal Steel Knight,Cavaleiro de Aço Criminoso
PROPMOVER_TXT_000756,Criminal Volt,Volt Criminoso
PROPMOVER_TXT_000758,Criminal Garbagespider,Lixeiranha Criminosa
PROPMOVER_TXT_000760,Criminal Greemong,Greemong Criminoso
PROPMOVER_TXT_000762,Criminal Hoppre,Hopper Criminoso
PROPMOVER_TXT_000764,Criminal Iren,Iren Criminoso
PROPMOVER_TXT_000766,Criminal Watangka,Watangka Criminoso
PROPMOVER_TXT_000768,Criminal Luia,Luia Criminosa
PROPMOVER_TXT_000770,Criminal Shuhamma,Shuhamma Criminoso
PROPMOVER_TXT_000772,Criminal Glaphan,Glaphan Criminoso
PROPMOVER_TXT_000774,Keakoon Worker,Keakoon Operário
PROPMOVER_TXT_000776,Keakoon Guard,Guarda Keakoon
PROPMOVER_TXT_000778,Keakoon Worker Leader,Líder dos Keakoons Operários
PROPMOVER_TXT_000780,Keakoon Guard Leader,Líder da Guarda Keakoon
PROPMOVER_TXT_000782,Elite Keakoon Worker,Keakoon Operário Elite
PROPMOVER_TXT_000784,Elite Keakoon Guard,Guarda de Elite Keakoon
PROPMOVER_TXT_000786,Elite Keakoon Worker Leader,Líder dos Keakoons Operários Elite
PROPMOVER_TXT_000788,Elite Keakoon Guard Leader,Líder da Guarda dos Keakoons Elites
PROPMOVER_TXT_000790,Mutant Keakoon Worker,Keakoon Mutante Operário
PROPMOVER_TXT_000792,Mutant Keakoon Guard,Guarda Keakoon Mutante
PROPMOVER_TXT_000794,Mutant Keakoon Worker Leader,Líder dos Keakoons Mutantes Operários
PROPMOVER_TXT_000796,Mutant Keakoon Guard Leader,Líder da Guarda Keakoon Mutante
PROPMOVER_TXT_000798,Pink Roach,Barata Rosa
PROPMOVER_TXT_000800,Blue Roach,Barata Azul
PROPMOVER_TXT_000802,Pink Roach Queen,Barata Rosa Rainha
PROPMOVER_TXT_000804,Blue Roach Queen,Barata Azul Rainha
PROPMOVER_TXT_000806,Pink Roach Larva,Barata Rosa Larva
PROPMOVER_TXT_000808,Blue Roach Larva,Barata Azul Larva
PROPMOVER_TXT_000810,Green Trillipy,Trillipy Verde
PROPMOVER_TXT_000812,Hazardous Green Trillipy,Trillipy Verde Perigosa
PROPMOVER_TXT_000814,Violet Trillipy,Trillipy Violeta
PROPMOVER_TXT_000816,Hazardous Violet Trillipy,Trillipy Violeta Perigosa
PROPMOVER_TXT_000818,Blood Trillipy,Trillipy Sangrenta
PROPMOVER_TXT_000820,Hazardous Blood Trillipy,Trillipy Sangrenta Perigosa
PROPMOVER_TXT_000822,Chimeradon,Quimeradon
PROPMOVER_TXT_000824,Giant Chimeradon,Quimeradon Gigante
PROPMOVER_TXT_000826,Meteonyker,Meteonyker
PROPMOVER_TXT_000828,Baby Lawolf,Lawolfinho
PROPMOVER_TXT_000830,Baby Aibatt,Aibattinho
PROPMOVER_TXT_000832,Baby Leyena,Leyenazinha
PROPMOVER_TXT_000834,Baby Luia,Luiazinha
PROPMOVER_TXT_000836,Kitty,Gatinho
PROPMOVER_TXT_000838,Doggy,Cachorrinho
PROPMOVER_TXT_000840,Ant Turtle,Ant Turtle
PROPMOVER_TXT_000842,Hammer Kick,Marteleiro
PROPMOVER_TXT_000844,Big Muscle,"Musculão, o Assustador"
PROPMOVER_TXT_000846,Krrr,"Krrr, o Amedrontador"
PROPMOVER_TXT_000848,Mushmoot,"Mushmoot, o Horripilador"
PROPMOVER_TXT_000852,Beast Zombiger,Zombiger Bruto
PROPMOVER_TXT_000854,Lord Clockworks Alpha,Lorde Clockworks Alfa
PROPMOVER_TXT_000856,Brigadier General Crumple,General de Brigada Crumple
PROPMOVER_TXT_000858,Lieutenant General Scythoid,Tenente General Scythoid
PROPMOVER_TXT_000860,Air Marshall Spiketail,Marechal Aéreo Spiketail
PROPMOVER_TXT_000862,General Glyphaxz,General Glyphaxz
PROPMOVER_TXT_000866,Soccerball Angel,Bolinha Angelical
PROPMOVER_TXT_000868,Kidler,Kidler
PROPMOVER_TXT_000870,Shacalpion,Shacalpion
PROPMOVER_TXT_000872,Hoiren,Hoiren
PROPMOVER_TXT_000874,Hunter X,Hunter X
PROPMOVER_TXT_000876,Kynsy,Kynsy
PROPMOVER_TXT_000878,Iblis Crasher,Iblis Esmagador
PROPMOVER_TXT_000880,Iblis Poisoner,Iblis Envenenador
PROPMOVER_TXT_000882,Iblis Wrecker,Iblis Arrebentador
PROPMOVER_TXT_000884,Iblis Destroyer,Iblis Destruidor
PROPMOVER_TXT_000886,Iblis Puppet,Iblis Marionete
PROPMOVER_TXT_000888,Iblis Thief,Iblis Ladrão
PROPMOVER_TXT_000890,Iblis Guardian,Guardião Iblis
PROPMOVER_TXT_000892,Iblis Quaker,Iblis Pregador
PROPMOVER_TXT_000894,Iblis Mushellizer,Iblis Mushellizer
PROPMOVER_TXT_000896,Iblis Leanes,Iblis Leanes
PROPMOVER_TXT_000898,Iblis Red Otem,Iblis Otem Vermelho
PROPMOVER_TXT_000900,Iblis Black Otem,Iblis Otem Negro
PROPMOVER_TXT_000902,Iblis Boxter,Iblis Boxeador
