Key,English,Portuguese
UI_OPTION_TEXTOON,Cartoon,Cartoon
UI_OPTION_TEXHIGH,High,Alto
UI_OPTION_TEXMID,Medium,Medium
UI_OPTION_TEXLOW,Low,Baixo
UI_OPTION_WEATHER,Weather,Clima
UI_OPTION_LANGUAGE,Language,Idioma
UI_OPTION_SAVE,Save,Salvar
UI_NAVIGATOR_PLAYER,Player,Jogador
UI_NAVIGATOR_PARTY,Party,Grupo
UI_NAVIGATOR_NPC,NPC,NPC
UI_NAVIGATOR_MONSTER,Monster,Monstro
UI_PRIVACY_NOTICE,Privacy Policy,Política de Privacidade
UI_MSGBOX_ACCEPT,Accept,Aceitar
UI_MSGBOX_DECLINE,Decline,Recusar
UI_MSGBOX_CLOSE,Close,Fechar
UI_OPTION_SHADOWS,Shadows,Sombras
UI_OPTION_SHADOWS_MAXDIST,Maximum Distance,Distância Máxima
UI_OPTION_SHADOWS_MAXQUALITY,Maximum Quality,Qualidade Máxima
UI_OPTION_FULLSCREEN,Fullscreen,Tela Cheia
UI_MOTION_TAB_MOT,Emotes,Ação
UI_MOTION_TAB_EMO,Emoticons,Emoticons
UI_REVIVAL_TITLE,Resurrection,Ressurreição
UI_REVIVAL_LODESTAR,Lodestar,Ressurgir
UI_REVIVAL_LODESTAR_TIP,Revive at the nearest town,Ressurgir no ponto de ressurreição mais próximo (Lodestar).
UI_REVIVAL_LODELIGHT,Lodelight,Lodelight
UI_REVIVAL_LODELIGHT_TIP,Revive at your chosen Lodelight,Reviva para o Lodelight
UI_CHARINFO_BASE,Base,Base
UI_CHARINFO_NAME,Name,Nome
UI_CHARINFO_LOGIN,Login,Login
UI_CHARINFO_JOB,Job,Classe
UI_CHARINFO_LEVEL,Level,Nível
UI_CHARINFO_SERVER,Server,Servidor
UI_CHARINFO_CHANNEL,Channel,Canal
UI_CHARINFO_DETAIL,Detail,Detalhe
UI_CHARINFO_STR,STR,FOR
UI_CHARINFO_STA,STA,VIG
UI_CHARINFO_DEX,DEX,DES
UI_CHARINFO_INT,INT,INT
UI_CHARINFO_STATPOINTS,Stat Points,Pontos Disponíveis
UI_CHARINFO_APPLY,Confirm,Aplicar
UI_CHARINFO_RESET,Revert,Resetar
UI_CHARINFO_CHANGESTATE,Change State,Melhorar Atributos
UI_CHARINFO_CURRENTPAGE,Current Stat Page: %d,Páginas de Atributos Atual: %d
UI_CHARINFO_CHANGEPAGE_TITLE,Switch Stat Page,Mudando Página de Atributos
UI_CHARINFO_APPLY_TOOLTIP,Confirm stat allocation,Aplicar novos Atributos.
UI_CHARINFO_RESET_TOOLTIP,Revert allocation and return to previous stats,Retornar para os atributos anteriores.
UI_CHARINFO_CHANGEPAGE_TOOLTIP,Switch to a different stat page,Trocar de página.
UI_CHARINFO_PLUSMINUS_TOOLTIP,"After allocating your stat points, press Confirm.",Selecione Aplicar depois que você mudar seus pontos de atributos.
UI_CHARINFO_STR_TOOLTIP,Increases the weapon's Attack Power (#cffb40000except wands and bows#nc).,A Força aumenta o Poder de Ataque da Arma (#cffb40000Exceto para o cetro#nc)
UI_CHARINFO_STA_TOOLTIP,"Increases Defense, Max HP, and Max FP.\nIncreases HP and FP recovery rate.","Aumenta a Defesa, quantidade de HP e FP.\nMelhora a taxa de recuperação de HP e FP."
UI_CHARINFO_DEX_TOOLTIP,"Increases Attack Speed, Parry, Block and Critical Chance.\n#cffb40000Increases bow damage.#nc",Aumenta a Velocidade de Ataque\nAumenta a Taxa de Evasão e Taxa de Bloqueio\nAumenta o Acerto Crítico.\n#cffb40000Aumenta o poder de ataque de um Arco.#nc
UI_CHARINFO_INT_TOOLTIP,Increases Max MP.\nIncreases Magic Attack Power.,Aumenta a quantidade de Mana máxima (MP).\nAumenta o poder de Ataque Mágico.
UI_CHARINFO_GP_TOOLTIP,"After allocating your stat points, press Confirm.",Selecione Aplicar depois que você mudar seus pontos de atributos.
UI_CHARINFO_PVP_DUELFAME,Duel Fame,Fama de duelo
UI_CHARINFO_PVP_DUELPOINT,Duel Points,Ponto de duelo
UI_CHARINFO_PVP_KILLPOINT,Killing Points,Ponto por Abate
UI_CHARINFO_PVP_KARMALEVEL,Karma Level,Nível de Karma
UI_CHARINFO_PVP_KARMAPOINT,Karma Points,Ponto de Karma
UI_CHARINFO_PVPPK,PvP/PK,PvP/PK
UI_TOOLTIP_SEX_MALE,Sex: Male,Sexo: Masculino
UI_TOOLTIP_SEX_FEMALE,Sex: Female,Sexo: Feminino
UI_TOOLTIP_HARVEST_TIMEREDUC,Time Reduction Level,Redução de Tempo Nível
UI_TOOLTIP_HARVEST_YIELDBONUS,Yield Bonus Level,Bônus de Colheita Nível
UI_TOOLTIP_HARVEST_SPAWNBONUS,Carrier Chance Bonus Level,Chance de Bônus de Transportador Nível
UI_TOOLTIP_ONEHAND,One-handed weapon.,Arma de uma mão.
UI_TOOLTIP_TWOHAND,Two-handed weapon.,Arma de duas mãos.
UI_TOOLTIP_ATTACK_BASE,Base Attack:,Ataque Base:
UI_TOOLTIP_DEF_BASE,Base Defense:,Defesa Base:
UI_TOOLTIP_ATTACK,Attack:,Ataque:
UI_TOOLTIP_DEF_A,Defense:,Defesa:
UI_TOOLTIP_ATTACK_SPEED,Attack speed: %s,Velocidade de Ataque: %s
UI_TOOLTIP_REQ_JOB,Req Job:,Classe:
UI_TOOLTIP_REQ_LEVEL,Required Level: %d,Nível Requerido: %d
UI_TOOLTIP_REQ,Requires %s,Requires %s
UI_TOOLTIP_RESTORE_MP,Restore MP: %d,Restaura %d de Mana
UI_TOOLTIP_CONSUME_MP,MP: %d,%d de Mana
UI_TOOLTIP_CONSUME_FP,FP: %d,%d de Foco
UI_TOOLTIP_RESTORE_HP,Restore HP: %d,Restaura %d de Vida
UI_TOOLTIP_RESTORE_FP,Restore FP: %d,Restaura %d de Foco
UI_TOOLTIP_MAX_RESTORE,Effective up to %d,Eficiência: %d
UI_TOOLTIP_INV_SUIT,Suit,Traje
UI_TOOLTIP_INV_GAUNTLET,Gauntlet,Manopla
UI_TOOLTIP_INV_BOOTS,Boots,Botas
UI_TOOLTIP_INV_HELMET,Helmet,Elmo
UI_TOOLTIP_INV_CLO,Cloak,Capa
UI_TOOLTIP_INV_WEAPON,Weapon,Armas
UI_TOOLTIP_INV_GUARD,Shield,Escudo
UI_TOOLTIP_INV_MASK,Mask,Máscara
UI_TOOLTIP_INV_RID,Flying Item,Equipamento de Voo
UI_TOOLTIP_INV_NECKLACE,Necklace,Colar
UI_TOOLTIP_INV_RING,Ring,Anel
UI_TOOLTIP_INV_EARRING,Earring,Earring
UI_TOOLTIP_INV_BULLET,"Ammunition (Arrows, Posters)","Utilitários (Flechas, Pôsteres)"
UI_TOOLTIP_INV_CLOTHES_1,Fashion Hat,Chapéu
UI_TOOLTIP_INV_CLOTHES_2,Fashion Clothes,Roupa
UI_TOOLTIP_INV_CLOTHES_3,Fashion Gloves,Luvas
UI_TOOLTIP_INV_CLOTHES_4,Fashion Shoes,Sapatos
UI_TOOLTIP_MON_LVL,Lv.,Nv.
UI_TOOLTIP_MON_DROP,Booty:,Troféu:
UI_TOOLTIP_MON_NO_DROP,None,Nada
UI_MAP_MONINFO,Toggle monster locations.,Mostrar informações de monstros.
UI_TOOLTIP_DELETE_ITEM,Drag an item here to delete it.,O item arrastado aqui será removido.
UI_INVENTORY_DELETE,Item Deletion,Confirmar Liberação de Item
UI_INVENTORY_DELETE_CONFIRM,Delete this item?,Realmente deseja deletar este item?
UI_INVENTORY_DELETE_CNT,Qty,Quantidade
UI_DIALOG,Dialog,Diálogo
UI_DIALOG_TITLE,Conversation,Conversação
UI_DIALOG_ABOUT,Ask about %s,Selecionar %s
UI_OPTION_TAB_GAME,Game,Jogo
UI_OPTION_TAB_CONTROLS,Controls,Controles
UI_OPTION_TAB_VIDEO,Graphics,Gráficos
UI_OPTION_TAB_GRAPHICS,Video,Vídeo
UI_OPTION_TAB_AUDIO,Audio,Áudio
UI_OPTION_PM,Whispers and Messages,Sussurros e Mensagens
UI_OPTION_PARTY,Party and Guild Invites,Convites de grupos e guildas
UI_OPTION_FRIEND,Friend Invites,Pedidos de Amizade
UI_OPTION_SIEGE_CAPTION,Guild Siege Captions,Legendas do Cerco da Guilda
UI_OPTION_DISABLE_PANG,Disable Tutorial Pang,Desativar Tutorial Pang
UI_OPTION_COUPLE,Couple Proposals,Couple Proposals
UI_INSTANTMSG_TITLE,Message,Mensagem
UI_MESSAGE_SEND,Send,Enviar
UI_SHOP_TITLE,Shop,Loja
UI_SHOP_ITEMSLIST,Item List,Lista de Itens
UI_TOOLTIP_PRICE,Price: %s,Preço: %s
UI_TOOLTIP_SELLPRICE,Selling Price: %s,Preço de Venda: %s
UI_SHOP_FILTER,Search,Procurar
UI_SHOP_LEVEL,By Level,Por Nível
UI_SHOP_GENDER,By Gender,Por Sexo
UI_SHOP_ITEMPRICE,Item Price,Preço do Item
UI_SELLITEM_TITLE,Confirm Sale,Confirmação de Venda
UI_SELLITEM_CONFIRM,Sell this item?,Realmente deseja vender este item?
UI_SELLITEM_QTY,Quantity:,Quantidade
UI_SELLITEM_PRICE,Selling Price:,Preço de Venda:
UI_MSGBOX_VALID,OK,OK
UI_BUYITEM_TITLE,Confirm Item Purchase,Confirmar Compra de Item
UI_BUYITEM_CONFIRM,How many would you like to buy?,Você deseja comprar algum item?
UI_BUYITEM_PRICE,Cost,Custo
UI_OPTION_GRASS,Grass,Grama
UI_TOOLTIP_MAX_HP,Max. HP,Vida 
UI_TOOLTIP_MAX_MP,Max. MP,Mana
UI_TOOLTIP_MAX_FP,Max. FP,Foco
UI_TOOLTIP_SPEED,Speed,Velocidade
UI_TOOLTIP_ATKSPEED,Attack Speed,Velocidade de Ataque
UI_TOOLTIP_BLOCKMELEE,Melee Block,Bloqueio Corpo a Corpo
UI_TOOLTIP_HITRATE,Hit Rate,Precisão
UI_TOOLTIP_ABILITYMIN,Min. Ability,Capacidade mín.
UI_TOOLTIP_ABILITYMAX,Max. Ability,Capacidade máx.
UI_TOOLTIP_DEFENSE,Defense,Defesa
UI_TOOLTIP_DEFMAGIC,Magic Defense,Defesa Mágica
UI_TOOLTIP_DEFELECTRICITY,Electricity Resistance,Resistência à Eletricidade
UI_TOOLTIP_DEFALLELEMENTAL,All Elements Resistance,Resistência à Todos os Elementos
UI_TOOLTIP_DEFFIRE,Fire Resistance,Resistência à Fogo
UI_TOOLTIP_DEFWIND,Wind Resistance,Resistência à Vento
UI_TOOLTIP_DEFWATER,Water Resistance,Resistência à Água
UI_TOOLTIP_DEFEARTH,Earth Resistance,Resistência à Terra
UI_CHARINFO_ELEMENTDEF,Resistance,Resistência
UI_CHARINFO_ELEMENTMASTRY,Mastery,Maestria
UI_TOOLTIP_HP,HP,HP
UI_TOOLTIP_MP,MP,MP
UI_TOOLTIP_FP,FP,FP
UI_TOOLTIP_HPRECOVERY,HP Recovery,Restauração de Vida 
UI_TOOLTIP_MPRECOVERY,MP Recovery,Restauração de Mana 
UI_TOOLTIP_FPRECOVERY,FP Recovery,Restauração de Foco 
UI_TOOLTIP_ALL_RECOVERY,"HP, MP & FP Recovery","Restauração de Vida, Mana e Foco "
UI_TOOLTIP_ALL_RECOVERY_RATE,"HP, MP & FP Recovery Rate","Taxa de Restauração de Vida, Mana e Foco"
UI_TOOLTIP_KILL_HP,HP Recovery on Kill,Restauração de Vida por abate
UI_TOOLTIP_KILL_MP,MP Recovery on Kill,Restauração de Mana por abate
UI_TOOLTIP_KILL_FP,FP Recovery on Kill,Restauração de Foco por abate
UI_TOOLTIP_KILL_ALL,"HP, MP & FP Recovery on Kill","Restauração de Vida, Mana e Foco por abate"
UI_TOOLTIP_KILL_HP_RATE,HP Recovery Rate on Kill,Taxa de Restauração de Vida por abate
UI_TOOLTIP_KILL_MP_RATE,MP Recovery Rate on Kill,Taxa de Restauração de Mana por abate
UI_TOOLTIP_KILL_FP_RATE,FP Recovery Rate on Kill,Taxa de Restauração de Foco por abate
UI_TOOLTIP_KILL_ALL_RATE,"HP, MP & FP Recovery Rate on Kill","Taxa de Restauração de Vida, Mana e Foco por abate"
UI_TOOLTIP_ALL_DEC_RATE,Decreased Rate of MP & FP Consumption,Redução do Consumo de Mana & Foco
UI_TOOLTIP_CHRDMG,Additional Damage,Dano Adicional
UI_TOOLTIP_PARRY,Parry,Evasão
UI_TOOLTIP_ATKPOWER,Attack,Ataque 
UI_TOOLTIP_JUMPING,Jump Height,Altura do Pulo
UI_TOOLTIP_BLOCKRANGE,Ranged Block,Bloqueio à Distância
UI_TOOLTIP_ALLSTAT,All Stats,Todos os Atributos
UI_TOOLTIP_DST_HP_MAX_RATE,HP,Vida 
UI_TOOLTIP_CONDITIONRATE,Magical Power,Poder Mágico
UI_TOOLTIP_DST_ADJDEF_RATE,Defense,Defesa 
UI_TOOLTIP_DST_MP_MAX_RATE,MP,Mana 
UI_TOOLTIP_DST_FP_RATE,FP,Foco 
UI_TOOLTIP_DST_CRITICAL_RATE,Critical Chance,Acerto Crítico
UI_TOOLTIP_DST_CHR_WEAKATKCHANGE,Attribute Attack,Ataque do Elemento
UI_TOOLTIP_DST_MASTRY_EARTH,Mastery: Earth,Maestria: Terra
UI_TOOLTIP_DST_MASTRY_FIRE,Mastery: Fire,Maestria: Fogo
UI_TOOLTIP_DST_MASTRY_WATER,Mastery: Water,Maestria: Água
UI_TOOLTIP_DST_MASTRY_ELECTRICITY,Mastery: Electricity,Maestria: Eletricidade
UI_TOOLTIP_DST_MASTRY_WIND,Mastery: Wind,Maestria: Vento
UI_TOOLTIP_DST_MASTRY_ALL,All Elements Mastery,Maestria de Todos os Elementos
UI_TOOLTIP_DST_REFLECT_DAMAGE,Reflect Damage,Refletir Dano
UI_TOOLTIP_DST_MP_DEC_RATE,MP Consumption Decrease,Redução do Consumo de Mana
UI_TOOLTIP_DST_FP_DEC_RATE,FP Consumption Decrease,Redução do Consumo de Foco
UI_TOOLTIP_DST_SPELL_RATE,Casting Speed,Velocidade de Conjuração
UI_TOOLTIP_DST_ACTION_SPEED,Action Speed,Action Speed
UI_TOOLTIP_DST_PROJ_SPEED,Projectile Speed,Projectile Speed
UI_TOOLTIP_DST_DISABLE_EFF,Disable Effect,Disable Effect
UI_TOOLTIP_DST_WEAKEN_EFF,Weaken Effect,Weaken Effect
UI_TOOLTIP_DST_CRITICAL_BONUS,Critical Damage,Dano Crítico
UI_TOOLTIP_DST_YOY_DMG,Attack Power (Yo-Yo),Ataque do Ioiô
UI_TOOLTIP_DST_BOW_DMG,Attack Power (Bow),Ataque do Arco
UI_TOOLTIP_DST_KNUCKLE_DMG,Attack Power (Knuckle),Ataque do Punho
UI_TOOLTIP_DST_SWD_DMG,Attack Power (Sword),Ataque da Espada
UI_TOOLTIP_DST_AXE_DMG,Attack Power (Axe),Ataque do Machado
UI_TOOLTIP_ATTACKSPEED_RATE,Attack Speed Rate,Taxa de Velocidade de Ataque
UI_TOOLTIP_DST_DMG_GET,Lifesteal,Roubo de Vida
UI_TOOLTIP_DST_HPDMG_UP,Attack power and HP,Poder de Ataque e HP
UI_TOOLTIP_DST_DEFHIRATE_DOWN,Defense power and accuracy decrease,Diminuição do poder de defesa e precisão
UI_TOOLTIP_DST_DEATHRUSH,Death's Rush Chance,Death's Rush Chance
UI_TOOLTIP_DST_ANKOUHARVEST,Ankou's Harvest,Ankou's Harvest
UI_TOOLTIP_DST_MURANWRATH,Muran's Wrath,Muran's Wrath
UI_TOOLTIP_LOCOMOTION,Movement,Mover
UI_TOOLTIP_RETURN_USE,Return to your former position.,Retorne a sua posição anterior.
UI_DISPLAY_BUFFS,Show/hide buffs,Mostrar/Ocultar buffs
UI_SELECTJOB_TITLE,Select new job,Selecione uma nova classe
UI_NOTICE_DISCORD,Join our Discord server,Junte-se ao nosso servidor no Discord
UI_TOOLTIP_COMBO,Use skills in the Action Slot,Use habilidades no Action Slot
UI_OPTION_ANTIALIAS,Antialiasing,Antialiasing
UI_OPTION_LIGHTS,Lights,Luzes
UI_TOOLTIP_HOTKEY,[Hotkey %s],[Tecla %s]
UI_STATUS_HP,HP,HP
UI_STATUS_FP,FP,FP
UI_STATUS_MP,MP,MP
UI_STATUS_EXP,Exp,Exp
UI_HELPTIPS_TITLE,Today's Tips,Dicas do Dia
UI_HELPTIPS_DOYOUKNOW,Did you know?,Você sabia?
UI_HELPFAQ_QUESTION,Q.,Q.
UI_HIDE,Hide,Ocultar
UI_PARTY_INFO,Members,Membros
UI_PARTY_SKILL,Skills,Habilidades
UI_PARTY_SETTINGS,Settings,Configurações
UI_PARTY_NAME,Name:,Nome:
UI_PARTY_LEVEL,Level:,Nível:
UI_PARTY_POINT,Points:,Pontos:
UI_PARTY_EXPSHARE,EXP Share,Distribuir Exp
UI_PARTY_EXPMODE_LEVEL,Level,Nível
UI_PARTY_EXPMODE_LEVEL_TIP,EXP is distributed among party members based on their levels.,A Experiência será distribuída aos membros do Grupo de acordo com seus níveis.
UI_PARTY_EXPMODE_CONTRIB,Contribution,Contribuição
UI_PARTY_EXPMODE_CONTRIB_TIP,"EXP is distributed among party members based on their contribution in combat. Contributions include attacking, healing, and tanking.","A Experiência será distribuída aos membros do Grupo de acordo com a contribuição no combate. A Contribuição inclui atacar, curar ou tankar."
UI_PARTY_LOOT,Loot Distribution,Distribuir Itens
UI_PARTY_LOOTMODE_IND,Free-for-All,Individual
UI_PARTY_LOOTMODE_IND_TIP,Loot goes to whoever picks it up. Anyone can loot and keep what they collect.,Este é um tipo de loot livre. Os jogadores podem manter tudo o que conseguirem coletar.
UI_PARTY_LOOTMODE_SEQ,Sequentially,Sequencial
UI_PARTY_LOOTMODE_SEQ_TIP,Loot is distributed to party members in order.,Os itens são distribuídos na ordem dos personagens do grupo.
UI_PARTY_LOOTMODE_MAN,Leader Only,Manual
UI_PARTY_LOOTMODE_MAN_TIP,All loot goes to the party leader. The party leader can then distribute it at their discretion.,"Todos os itens são direcionados para o inventário do Líder do Grupo, e este pode distribuir manualmente para seus membros."
UI_PARTY_LOOTMODE_RAND,Randomly,Aleatório
UI_PARTY_LOOTMODE_RAND_TIP,Loot is distributed randomly among party members.,Os Itens são distribuídos de forma aleatória.
UI_PARTY_LOOTMODE_KILL,Top Damage,Matador
UI_PARTY_LOOTMODE_KILL_TIP,Loot goes to the player who inflicted the most damage to the monster.,Os itens serão distribuídos para o jogador que mais causar dano ao monstro.
UI_PARTY_SEARCHMODE,Joining via Finder,Modo de Busca
UI_PARTY_TRANSFER,Transfer,Transferir
UI_PARTY_LEAVE,Leave,Sair
UI_PARTY_KICK,Kick,Expulsar
UI_PARTY_CHANGE,Upgrade,Mudar
UI_PARTY_CONFIRM,Confirm Party,Confirmar Grupo
UI_PARTY_INVITEQUESTION,%s invites you to join their party. Accept the invitation?,%s o convida a se juntar ao grupo. Você aceita?
UI_PARTY_LEAVE_TIP,"Leave the party. If you're the party leader, selecting a member changes this button to Kick, allowing you to remove them.","Essa opção irá permitir que membros saiam do grupo. Também tem função de permitir que o Líder do grupo possa expulsar algum membro, neste caso, basta primeiro selecionar o membro e pressionar o botão Sair."
UI_PARTY_TRANSFER_TIP,Transfer party leadership to the selected member.,"Transfere a liderança do Grupo para outro membro. (Selecione um membro ao qual será entregue, depois pressione este botão.)"
UI_PARTY_CONFIRM_TIP,Upgrade the party to an Advanced Party.,Mudar para Grupo Avançado.
UI_PARTY_LEAVE_CONFIRM,Confirm Party Leave,Confirme a saída do grupo.
UI_PARTY_LEAVE_QUESTION,Leave the party?,Deseja deixar o grupo?
UI_PARTY_LEAVE_OTHER,Kick this player from the party?,Tem certeza que deseja expulsar esse jogador do grupo?
UI_PARTY_QUICK_TIP,View basic party information,Por favor clique no botão para exibir as informações básicas do grupo.
UI_PARTY_DETAIL_TIP,View detailed party information,Por favor clique no botão para exibir as informações detalhadas do grupo.
UI_PARTY_CHANGETROUP,Upgrade to an Advanced Party?,Você deseja mudar para Grupo Avançado?
UI_PARTY_CHANGEPARTY,Upgrade Party,Mudar Grupo
UI_PARTYNAME_ENTER,Enter party name:,Digitar Nome do Grupo
UI_PARTYNAME_TITLE,Change Party Name,Mudar Nome do Grupo
UI_FRIEND_CONFIRM,Confirm Friend Request,Pedido de Amizade
UI_FRIEND_INVITEQUESTION,%s wants to add you as a friend. Accept the request?,%s te enviou um pedido de amizade. Você aceita?
UI_MESSENGER_ONLINE,Online,Conectado
UI_MESSENGER_OFFLINE,Offline,Invisível
UI_MESSENGER_ABSENT,AFK,Ocupado
UI_MESSENGER_HARDPLAY,Addict Mode,Modo vício
UI_MESSENGER_REST,Resting / Vending,Descansando / Vendendo
UI_MESSENGER_EAT,Eating,Comendo
UI_MESSENGER_MOVE,Moving,Movendo
UI_MESSENGER_FRIEND,Friend,Amigos
UI_MESSENGER_SORT_CHANNEL,Ch.,Can.
UI_MESSENGER_SORT_STATE,State,Estado
UI_MESSENGER_SORT_LEVEL,Level,Nível
UI_MESSENGER_SORT_NAME,Name,Nome
UI_MESSENGER_SORT_JOB,Job,Classe
UI_INSTANTMSG_JOIN,has logged into the game.,acabou de entrar no jogo.
UI_OPTION_JOIN_NOTIFICATION,Message alarm,Alerta de Mensagem
UI_MESSENGER_MENU_MESSAGE,Message,Mensagem
UI_MESSENGER_MENU_UNBLOCK,Unblock,Desbloquear
UI_MESSENGER_MENU_BLOCK,Block,Bloqueio
UI_MESSENGER_MENU_DELETE,Delete,Excluir
UI_MESSENGER_MENU_MOVE,Move,Mover
UI_MESSENGER_MENU_TAGSEND,Send memo,Enviar um recado
UI_MESSENGER_ADD_FRIEND,Add a new friend,Adicionar um novo amigo
UI_ADDFRIEND_TITLE,Add Friend,Adicionar amigo
UI_ADDFRIEND_NAME,Enter player name:,Coloque o Nome do Jogador
UI_READMEMO_TITLE,Memos,Mensagem
UI_SENDMEMO_TITLE,Send Memo,Envio de Mensagem
UI_POST_TITLE,Mailbox,Correio
UI_POST_TAB_SEND,Send Mail,Enviar Correio
UI_POST_TAB_RECEIVE,Inbox,Caixa de Entrada
UI_OPTION_UISCALE,Scale,Escala
UI_OPTION_TEXTSCALE,Font Size,Font Size
UI_IGNORELIST_TITLE,Ignore List,Lista de Ignorados
UI_IGNORELIST_COUNT,Ignored Players: %d,Ignorados: %d
UI_CHATFILTER_TITLE,Chat Filter,Filtrar Chat
UI_CHATFILTER_GENERAL,General,Geral
UI_CHATFILTER_WHISPER,Whispers,Sussurro
UI_CHATFILTER_SHOUT,Shouts,Grito
UI_CHATFILTER_PARTY,Party,Grupo
UI_CHATFILTER_GUILD,Guild,Guilda
UI_CHATFILTER_RESET_COLORS,Reset to Default,Restaurar Padrões
UI_POSTSEND_TO,Recipient,Receptor
UI_POSTSEND_TITLE,Title,Título
UI_POSTSEND_GOLD,Penya,Penya
UI_POSTSEND_PRICE,Mailing Fee: %d Penya,Taxa do Serviço: %d Penyas.
UI_POSTSEND_SEND,Send,Enviar
UI_ITEMSLOT_TITLE,Confirm Item Selection,Confirmação de Item
UI_ITEMSLOT_QUESTION,How many items?,Quantos Itens?
UI_ITEMSLOT_COUNT,Count:,Contagem:
UI_POSTSEND_CONFIRM,Send this mail?\nMail expires after %d days.,Você deseja enviar uma correspondência?\nA correspondência enviada irá expirar após %d dias.
UI_POST_NO_MAIL,You have no mail.,Você não possui nenhuma correspondência
UI_POST_UNKNOWN,Unknown,Desconhecido
UI_POST_RECEIVE_DATE,Received on: %s,Data de Recebimento: %s
UI_POSTREAD_TITLE,Mail Message,Verificar Caixa Postal
UI_POSTREAD_FROM,From,De
UI_POSTREAD_DELETE,Delete,Excluir
UI_POSTREAD_DELETE_ALL,Delete all read mail,Deletar todos os e-mails lidos
UI_POSTREAD_DELETEALL_CONFIRM,Delete all read mail? Any attached items and Penya will also be deleted.,Deletar e-mails selecionados? Itens e penya também serão deletados.
UI_POSTREAD_REPLY,Reply,Resposta
UI_POSTREAD_DELETETITLE,Delete Mail,Excluir Correspondência
UI_POSTREAD_DELETECONFIRM,Delete this mail? Any attached items and Penya will also be deleted.,Excluir correspondência? Os itens e penyas nela contida também serão excluídos.
UI_POSTREAD_MAILEXPIRED,Mail Expired,Correspondência Expirada
UI_POSTREAD_KEEP_PAY,This mail expired %d days ago. You must pay %s Penya to retrieve it.,Essa correspondência expirou %d dias atrás. Você deve pagar %s penyas para recuperá-la.
UI_QUEST_CANCEL,Remove quest,Remover quest
UI_QUEST_CANCEL_TIP,Cancel Quest in Progress,Cancelar Quest atual
UI_QUEST_ALLQUESTS,All Quests,Todas as Quests
UI_QUEST_INPROGRESS,In Progress,Em andamento
UI_QUEST_COMPLETED,Completed,Missões Completas
UI_QUEST_LIST,Quest List,Lista de Quests
UI_QUEST_DETAIL,Quest Details,Detalhes sobre a Quest
UI_QUEST_REWARDS,Reward List,Lista de Recompensas
UI_QUEST_CONDITIONS,Quest Condition,Condição da Quest
UI_QUEST_GOLD1,Penya: %d,Penya: %d
UI_QUEST_GOLD2,Penya: %d~%d,Penya: %d~%d
UI_QUEST_GOLD3,Penya: ????,Penya: ????
UI_QUEST_EXP1,Experience Gained.,Experiência Adquirida.
UI_QUEST_EXP2,Experience: %.2f%%,Experiência: %.2f%%
