Key,English,Portuguese
ACHIEVEMENT_KILL_AUGU_NAME,Augu,Augu
ACHIEVEMENT_KILL_GHOSTKING_NAME,Ghost King,Fantasma Esquecido
ACHIEVEMENT_KILL_MAMMOTH_NAME,Mammoth,Mamute
ACHIEVEMENT_KILL_ATROX_NAME,Atrox,Atrox
ACHIEVEMENT_KILL_TIGAR_NAME,Tigar,Tigar
ACHIEVEMENT_KILL_MERAL_NAME,Meral,Meral
ACHIEVEMENT_KILL_KINGSTER_NAME,Kingster,Kingster
ACHIEVEMENT_KILL_CREPER_NAME,Creper,Crepadeira
ACHIEVEMENT_KILL_NAGA_NAME,Naga,Naga
ACHIEVEMENT_KILL_DORIAN_NAME,Dorian,Dórico
ACHIEVEMENT_KILL_OKEAN_NAME,Okean,Okean
ACHIEVEMENT_KILL_KRAKEN_NAME,Kraken,Kraken
ACHIEVEMENT_KILL_DREADFIN_NAME,Dreadfin,Dreadfin
ACHIEVEMENT_KILL_DREADSCALE_NAME,Dreadscale,Dreadscale
ACHIEVEMENT_KILL_LUMINFIN_NAME,Luminfin,Luminfin
ACHIEVEMENT_KILL_REDMETEONYKER_NAME,Red Meteonyker,Meteonyker Vermelho
ACHIEVEMENT_KILL_CAVEMANCHIEF_NAME,Caveman Chief,Patriarca Primitivo
ACHIEVEMENT_KILL_TEMPLEGUARDIAN_NAME,Temple Guardian,Guardião do Templo
ACHIEVEMENT_KILL_GREATKRAKEN_NAME,Great Kraken,Kraken Supremo
ACHIEVEMENT_KILL_PYRAMIDGUARDIAN_NAME,Pyramid Guardian,Guardião da Pirâmide
ACHIEVEMENT_KILL_CRYSTALDEVIL_NAME,Crystal Demon Lord,Demônio de Cristal Soberano
ACHIEVEMENT_KILL_BEASTKINGKHAN_NAME,Beast King Khan,"Khan, o Regente das Feras"
ACHIEVEMENT_KILL_SHADEKRITON_NAME,[Shade Lieutenant] Kriton,[Shade Lieutenant] Kriton
ACHIEVEMENT_KILL_PUPPETWOLF_NAME,Hundur Sharpfoot,Hundur Sharpfoot
ACHIEVEMENT_KILL_RYSENTRY_NAME,Samoset,Samoset
ACHIEVEMENT_KILL_RYGUARD_NAME,Kyouchish,Kyouchish
ACHIEVEMENT_KILL_RYARCHER_NAME,Kanonicus,Kanonicus
ACHIEVEMENT_KILL_RYMAGI_NAME,Mage Redcloud,Mage Redcloud
ACHIEVEMENT_KILL_RYWARRIOR_NAME,Taiaha,Taiaha
ACHIEVEMENT_KILL_SKELWOLF_NAME,Hellhound,Hellhound
ACHIEVEMENT_KILL_RYBARGA_NAME,Chief Keokuk,Chief Keokuk
ACHIEVEMENT_KILL_BEHEMOTH03_NAME,[God of Death] Demonic Ankou,[God of Death] Demonic Ankou
ACHIEVEMENT_KILL_AIBATT_LVL1,Aibatt Slayer 1,Matador de Aibatt 1
ACHIEVEMENT_KILL_AIBATT_LVL2,Aibatt Slayer 2,Matador de Aibatt 2
ACHIEVEMENT_KILL_AIBATT_LVL3,Aibatt Slayer 3,Matador de Aibatt 3
ACHIEVEMENT_KILL_AIBATT_LVL4,Aibatt Slayer 4,Matador de Aibatt 4
ACHIEVEMENT_KILL_AIBATT_LVL5,Aibatt Hunter,Caçador de Aibatt
ACHIEVEMENT_KILL_MUSHPANG_LVL1,Mushpang Slayer 1,Matador de Mushpang 1
ACHIEVEMENT_KILL_MUSHPANG_LVL2,Mushpang Slayer 2,Matador de Mushpang 2
ACHIEVEMENT_KILL_MUSHPANG_LVL3,Mushpang Slayer 3,Matador de Mushpang 3
ACHIEVEMENT_KILL_MUSHPANG_LVL4,Mushpang Slayer 4,Matador de Mushpang 4
ACHIEVEMENT_KILL_MUSHPANG_LVL5,Mushpang Hunter,Caçador de Mushpang
ACHIEVEMENT_KILL_BURUDENG_LVL1,Burudeng Slayer 1,Matador de Burudeng 1
ACHIEVEMENT_KILL_BURUDENG_LVL2,Burudeng Slayer 2,Matador de Burudeng 2
ACHIEVEMENT_KILL_BURUDENG_LVL3,Burudeng Slayer 3,Matador de Burudeng 3
ACHIEVEMENT_KILL_BURUDENG_LVL4,Burudeng Slayer 4,Matador de Burudeng 4
ACHIEVEMENT_KILL_BURUDENG_LVL5,Burudeng Hunter,Caçador de Burudeng
ACHIEVEMENT_KILL_PUKEPUKE_LVL1,Pukepuke Slayer 1,Matador de Pukepuke 1
ACHIEVEMENT_KILL_PUKEPUKE_LVL2,Pukepuke Slayer 2,Matador de Pukepuke 2
ACHIEVEMENT_KILL_PUKEPUKE_LVL3,Pukepuke Slayer 3,Matador de Pukepuke 3
ACHIEVEMENT_KILL_PUKEPUKE_LVL4,Pukepuke Slayer 4,Matador de Pukepuke 4
ACHIEVEMENT_KILL_PUKEPUKE_LVL5,Pukepuke Hunter,Caçador de Pukepuke
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL1,Peakyturtle Slayer 1,Matador de Peakyturtle 1
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL2,Peakyturtle Slayer 2,Matador de Peakyturtle 2
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL3,Peakyturtle Slayer 3,Matador de Peakyturtle 3
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL4,Peakyturtle Slayer 4,Matador de Peakyturtle 4
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL5,Peakyturtle Hunter,Caçador de Peakyturtle
ACHIEVEMENT_KILL_DEMIAN_LVL1,Demian Slayer 1,Matador de Demian 1
ACHIEVEMENT_KILL_DEMIAN_LVL2,Demian Slayer 2,Matador de Demian 2
ACHIEVEMENT_KILL_DEMIAN_LVL3,Demian Slayer 3,Matador de Demian 3
ACHIEVEMENT_KILL_DEMIAN_LVL4,Demian Slayer 4,Matador de Demian 4
ACHIEVEMENT_KILL_DEMIAN_LVL5,Demian Hunter,Caçador de Demian
ACHIEVEMENT_KILL_DORIDOMA_LVL1,Doridoma Slayer 1,Matador de Droidoma 1
ACHIEVEMENT_KILL_DORIDOMA_LVL2,Doridoma Slayer 2,Matador de Droidoma 2
ACHIEVEMENT_KILL_DORIDOMA_LVL3,Doridoma Slayer 3,Matador de Droidoma 3
ACHIEVEMENT_KILL_DORIDOMA_LVL4,Doridoma Slayer 4,Matador de Droidoma 4
ACHIEVEMENT_KILL_DORIDOMA_LVL5,Doridoma Hunter,Caçador de Doridoma
ACHIEVEMENT_KILL_LAWOLF_LVL1,Lawolf Slayer 1,Matador de Lawolf 1
ACHIEVEMENT_KILL_LAWOLF_LVL2,Lawolf Slayer 2,Matador de Lawolf 2
ACHIEVEMENT_KILL_LAWOLF_LVL3,Lawolf Slayer 3,Matador de Lawolf 3
ACHIEVEMENT_KILL_LAWOLF_LVL4,Lawolf Slayer 4,Matador de Lawolf 4
ACHIEVEMENT_KILL_LAWOLF_LVL5,Lawolf Hunter,Caçador de Lawolf
ACHIEVEMENT_KILL_FEFERN_LVL1,Fefern Slayer 1,Matador de Fefern 1
ACHIEVEMENT_KILL_FEFERN_LVL2,Fefern Slayer 2,Matador de Fefern 2
ACHIEVEMENT_KILL_FEFERN_LVL3,Fefern Slayer 3,Matador de Fefern 3
ACHIEVEMENT_KILL_FEFERN_LVL4,Fefern Slayer 4,Matador de Fefern 4
ACHIEVEMENT_KILL_FEFERN_LVL5,Fefern Hunter,Caçador de Fefern
ACHIEVEMENT_KILL_NYANGNYANG_LVL1,Nyangnyang Slayer 1,Matador de Nyangnyang 1
ACHIEVEMENT_KILL_NYANGNYANG_LVL2,Nyangnyang Slayer 2,Matador de Nyangnyang 2
ACHIEVEMENT_KILL_NYANGNYANG_LVL3,Nyangnyang Slayer 3,Matador de Nyangnyang 3
ACHIEVEMENT_KILL_NYANGNYANG_LVL4,Nyangnyang Slayer 4,Matador de Nyangnyang 4
ACHIEVEMENT_KILL_NYANGNYANG_LVL5,Nyangnyang Hunter,Caçador de Nyangnyang
ACHIEVEMENT_KILL_BANG_LVL1,Bang Slayer 1,Matador de Bang 1
ACHIEVEMENT_KILL_BANG_LVL2,Bang Slayer 2,Matador de Bang 2
ACHIEVEMENT_KILL_BANG_LVL3,Bang Slayer 3,Matador de Bang 3
ACHIEVEMENT_KILL_BANG_LVL4,Bang Slayer 4,Matador de Bang 4
ACHIEVEMENT_KILL_BANG_LVL5,Bang Hunter,Caçador de Bang
ACHIEVEMENT_KILL_MOTHBEE_LVL1,Mothbee Slayer 1,Matador de Maribelha 1
ACHIEVEMENT_KILL_MOTHBEE_LVL2,Mothbee Slayer 2,Matador de Maribelha 2
ACHIEVEMENT_KILL_MOTHBEE_LVL3,Mothbee Slayer 3,Matador de Maribelha 3
ACHIEVEMENT_KILL_MOTHBEE_LVL4,Mothbee Slayer 4,Matador de Maribelha 4
ACHIEVEMENT_KILL_MOTHBEE_LVL5,Mothbee Hunter,Caçador de Maribelha
ACHIEVEMENT_KILL_WAGSAAC_LVL1,Wagsaac Slayer 1,Matador de Wagsaac 1
ACHIEVEMENT_KILL_WAGSAAC_LVL2,Wagsaac Slayer 2,Matador de Wagsaac 2
ACHIEVEMENT_KILL_WAGSAAC_LVL3,Wagsaac Slayer 3,Matador de Wagsaac 3
ACHIEVEMENT_KILL_WAGSAAC_LVL4,Wagsaac Slayer 4,Matador de Wagsaac 4
ACHIEVEMENT_KILL_WAGSAAC_LVL5,Wagsaac Hunter,Caçador de Wagsaac
ACHIEVEMENT_KILL_FLYBAT_LVL1,Flybat Slayer 1,Matador de Flybat 1
ACHIEVEMENT_KILL_FLYBAT_LVL2,Flybat Slayer 2,Matador de Flybat 2
ACHIEVEMENT_KILL_FLYBAT_LVL3,Flybat Slayer 3,Matador de Flybat 3
ACHIEVEMENT_KILL_FLYBAT_LVL4,Flybat Slayer 4,Matador de Flybat 4
ACHIEVEMENT_KILL_FLYBAT_LVL5,Flybat Hunter,Caçador de Flybat
ACHIEVEMENT_KILL_MIA_LVL1,Mia Slayer 1,Matador de Mia 1
ACHIEVEMENT_KILL_MIA_LVL2,Mia Slayer 2,Matador de Mia 2
ACHIEVEMENT_KILL_MIA_LVL3,Mia Slayer 3,Matador de Mia 3
ACHIEVEMENT_KILL_MIA_LVL4,Mia Slayer 4,Matador de Mia 4
ACHIEVEMENT_KILL_MIA_LVL5,Mia Hunter,Caçador de Mia
ACHIEVEMENT_KILL_MRPUMPKIN_LVL1,Mr. Pumpkin Slayer 1,Matador de Sr. Abóbora 1
ACHIEVEMENT_KILL_MRPUMPKIN_LVL2,Mr. Pumpkin Slayer 2,Matador de Sr. Abóbora 2
ACHIEVEMENT_KILL_MRPUMPKIN_LVL3,Mr. Pumpkin Slayer 3,Matador de Sr. Abóbora 3
ACHIEVEMENT_KILL_MRPUMPKIN_LVL4,Mr. Pumpkin Slayer 4,Matador de Sr. Abóbora 4
ACHIEVEMENT_KILL_MRPUMPKIN_LVL5,Mr. Pumpkin Hunter,Caçador de Sr. Abóbora
ACHIEVEMENT_KILL_REDMANTIS_LVL1,Redmantis Slayer 1,Matador de Louva-deus Vermelho 1
ACHIEVEMENT_KILL_REDMANTIS_LVL2,Redmantis Slayer 2,Matador de Louva-deus Vermelho 2
ACHIEVEMENT_KILL_REDMANTIS_LVL3,Redmantis Slayer 3,Matador de Louva-deus Vermelho 3
ACHIEVEMENT_KILL_REDMANTIS_LVL4,Redmantis Slayer 4,Matador de Louva-deus Vermelho 4
ACHIEVEMENT_KILL_REDMANTIS_LVL5,Redmantis Hunter,Caçador de Louva-deus Vermelho
ACHIEVEMENT_KILL_ZENDROS_LVL1,Zendros Slayer 1,Matador de Zendros 1
ACHIEVEMENT_KILL_ZENDROS_LVL2,Zendros Slayer 2,Matador de Zendros 2
ACHIEVEMENT_KILL_ZENDROS_LVL3,Zendros Slayer 3,Matador de Zendros 3
ACHIEVEMENT_KILL_ZENDROS_LVL4,Zendros Slayer 4,Matador de Zendros 4
ACHIEVEMENT_KILL_ZENDROS_LVL5,Zendros Hunter,Caçador de Zendros
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL1,Jack the Hammer Slayer 1,"Matador de Jack, o Martelo 1"
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL2,Jack the Hammer Slayer 2,"Matador de Jack, o Martelo 2"
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL3,Jack the Hammer Slayer 3,"Matador de Jack, o Martelo 3"
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL4,Jack the Hammer Slayer 4,"Matador de Jack, o Martelo 4"
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL5,Jack the Hammer Hunter,"Caçador de Jack, o Martelo"
ACHIEVEMENT_KILL_GIGGLEBOX_LVL1,Giggle Box Slayer 1,Matador de Gargaixa 1
ACHIEVEMENT_KILL_GIGGLEBOX_LVL2,Giggle Box Slayer 2,Matador de Gargaixa 2
ACHIEVEMENT_KILL_GIGGLEBOX_LVL3,Giggle Box Slayer 3,Matador de Gargaixa 3
ACHIEVEMENT_KILL_GIGGLEBOX_LVL4,Giggle Box Slayer 4,Matador de Gargaixa 4
ACHIEVEMENT_KILL_GIGGLEBOX_LVL5,Giggle Box Hunter,Caçador de Gargaixa
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL1,Rock Muscle Slayer 1,Matador de Granítor 1
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL2,Rock Muscle Slayer 2,Matador de Granítor 2
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL3,Rock Muscle Slayer 3,Matador de Granítor 3
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL4,Rock Muscle Slayer 4,Matador de Granítor 4
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL5,Rock Muscle Hunter,Caçador de Granítor
ACHIEVEMENT_KILL_BUCROW_LVL1,Bucrow Slayer 1,Matador de Bucrow 1
ACHIEVEMENT_KILL_BUCROW_LVL2,Bucrow Slayer 2,Matador de Bucrow 2
ACHIEVEMENT_KILL_BUCROW_LVL3,Bucrow Slayer 3,Matador de Bucrow 3
ACHIEVEMENT_KILL_BUCROW_LVL4,Bucrow Slayer 4,Matador de Bucrow 4
ACHIEVEMENT_KILL_BUCROW_LVL5,Bucrow Hunter,Caçador de Bucrow
ACHIEVEMENT_KILL_NEPARUBA_LVL1,Neparuba Slayer 1,Matador de Neparuba 1
ACHIEVEMENT_KILL_NEPARUBA_LVL2,Neparuba Slayer 2,Matador de Neparuba 2
ACHIEVEMENT_KILL_NEPARUBA_LVL3,Neparuba Slayer 3,Matador de Neparuba 3
ACHIEVEMENT_KILL_NEPARUBA_LVL4,Neparuba Slayer 4,Matador de Neparuba 4
ACHIEVEMENT_KILL_NEPARUBA_LVL5,Neparuba Hunter,Caçador de Neparuba
ACHIEVEMENT_KILL_HOBO_LVL1,Hobo Slayer 1,Matador de Hobo 1
ACHIEVEMENT_KILL_HOBO_LVL2,Hobo Slayer 2,Matador de Hobo 2
ACHIEVEMENT_KILL_HOBO_LVL3,Hobo Slayer 3,Matador de Hobo 3
ACHIEVEMENT_KILL_HOBO_LVL4,Hobo Slayer 4,Matador de Hobo 4
ACHIEVEMENT_KILL_HOBO_LVL5,Hobo Hunter,Caçador de Hobo
ACHIEVEMENT_KILL_DUMBBULL_LVL1,Dumbbull Slayer 1,Matador de Touro Tolo 1
ACHIEVEMENT_KILL_DUMBBULL_LVL2,Dumbbull Slayer 2,Matador de Touro Tolo 2
ACHIEVEMENT_KILL_DUMBBULL_LVL3,Dumbbull Slayer 3,Matador de Touro Tolo 3
ACHIEVEMENT_KILL_DUMBBULL_LVL4,Dumbbull Slayer 4,Matador de Touro Tolo 4
ACHIEVEMENT_KILL_DUMBBULL_LVL5,Dumbbull Hunter,Caçador de Touro Tolo
ACHIEVEMENT_KILL_TOTEMIA_LVL1,Totemia Slayer 1,Matador de Totemia 1
ACHIEVEMENT_KILL_TOTEMIA_LVL2,Totemia Slayer 2,Matador de Totemia 2
ACHIEVEMENT_KILL_TOTEMIA_LVL3,Totemia Slayer 3,Matador de Totemia 3
ACHIEVEMENT_KILL_TOTEMIA_LVL4,Totemia Slayer 4,Matador de Totemia 4
ACHIEVEMENT_KILL_TOTEMIA_LVL5,Totemia Hunter,Caçador de Totemia
ACHIEVEMENT_KILL_CARDPUPPET_LVL1,Cardpuppet Slayer 1,Matador de Cardpuppet 1
ACHIEVEMENT_KILL_CARDPUPPET_LVL2,Cardpuppet Slayer 2,Matador de Cardpuppet 2
ACHIEVEMENT_KILL_CARDPUPPET_LVL3,Cardpuppet Slayer 3,Matador de Cardpuppet 3
ACHIEVEMENT_KILL_CARDPUPPET_LVL4,Cardpuppet Slayer 4,Matador de Cardpuppet 4
ACHIEVEMENT_KILL_CARDPUPPET_LVL5,Cardpuppet Hunter,Caçador de Cardpuppet
ACHIEVEMENT_KILL_FLBYRIGEN_LVL1,Flybrigen Slayer 1,Matador de Flybrigen 1
ACHIEVEMENT_KILL_FLBYRIGEN_LVL2,Flybrigen Slayer 2,Matador de Flybrigen 2
ACHIEVEMENT_KILL_FLBYRIGEN_LVL3,Flybrigen Slayer 3,Matador de Flybrigen 3
ACHIEVEMENT_KILL_FLBYRIGEN_LVL4,Flybrigen Slayer 4,Matador de Flybrigen 4
ACHIEVEMENT_KILL_FLBYRIGEN_LVL5,Flybrigen Hunter,Caçador de Flybrigen
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL1,Tombstone Bearer Slayer 1,Matador de Portador de Lápide 1
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL2,Tombstone Bearer Slayer 2,Matador de Portador de Lápide 2
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL3,Tombstone Bearer Slayer 3,Matador de Portador de Lápide 3
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL4,Tombstone Bearer Slayer 4,Matador de Portador de Lápide 4
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL5,Tombstone Bearer Hunter,Caçador de Portador de Lápide
ACHIEVEMENT_KILL_SCOPICON_LVL1,Scorpicon Slayer 1,Matador de Scopicon 1
ACHIEVEMENT_KILL_SCOPICON_LVL2,Scorpicon Slayer 2,Matador de Scopicon 2
ACHIEVEMENT_KILL_SCOPICON_LVL3,Scorpicon Slayer 3,Matador de Scopicon 3
ACHIEVEMENT_KILL_SCOPICON_LVL4,Scorpicon Slayer 4,Matador de Scopicon 4
ACHIEVEMENT_KILL_SCOPICON_LVL5,Scorpicon Hunter,Caçador de Scorpicon
ACHIEVEMENT_KILL_BASQUE_LVL1,Basque Slayer 1,Matador de Basque 1
ACHIEVEMENT_KILL_BASQUE_LVL2,Basque Slayer 2,Matador de Basque 2
ACHIEVEMENT_KILL_BASQUE_LVL3,Basque Slayer 3,Matador de Basque 3
ACHIEVEMENT_KILL_BASQUE_LVL4,Basque Slayer 4,Matador de Basque 4
ACHIEVEMENT_KILL_BASQUE_LVL5,Basque Hunter,Caçador de Basque
ACHIEVEMENT_KILL_PRANKSTER_LVL1,Prankster Slayer 1,Matador de Mago Prankster 1
ACHIEVEMENT_KILL_PRANKSTER_LVL2,Prankster Slayer 2,Matador de Mago Prankster 2
ACHIEVEMENT_KILL_PRANKSTER_LVL3,Prankster Slayer 3,Matador de Mago Prankster 3
ACHIEVEMENT_KILL_PRANKSTER_LVL4,Prankster Slayer 4,Matador de Mago Prankster 4
ACHIEVEMENT_KILL_PRANKSTER_LVL5,Prankster Hunter,Caçador de Mago Prankster
ACHIEVEMENT_KILL_ROCKEPELLER_LVL1,Rockepeller Slayer 1,Matador de Rockepeller 1
ACHIEVEMENT_KILL_ROCKEPELLER_LVL2,Rockepeller Slayer 2,Matador de Rockepeller 2
ACHIEVEMENT_KILL_ROCKEPELLER_LVL3,Rockepeller Slayer 3,Matador de Rockepeller 3
ACHIEVEMENT_KILL_ROCKEPELLER_LVL4,Rockepeller Slayer 4,Matador de Rockepeller 4
ACHIEVEMENT_KILL_ROCKEPELLER_LVL5,Rockepeller Hunter,Caçador de Rockepeller
ACHIEVEMENT_KILL_WHEELEM_LVL1,Wheelem Slayer 1,Matador de Wheelem 1
ACHIEVEMENT_KILL_WHEELEM_LVL2,Wheelem Slayer 2,Matador de Wheelem 2
ACHIEVEMENT_KILL_WHEELEM_LVL3,Wheelem Slayer 3,Matador de Wheelem 3
ACHIEVEMENT_KILL_WHEELEM_LVL4,Wheelem Slayer 4,Matador de Wheelem 4
ACHIEVEMENT_KILL_WHEELEM_LVL5,Wheelem Hunter,Caçador de Wheelem
ACHIEVEMENT_KILL_LEYENA_LVL1,Leyena Slayer 1,Matador de Leyena 1
ACHIEVEMENT_KILL_LEYENA_LVL2,Leyena Slayer 2,Matador de Leyena 2
ACHIEVEMENT_KILL_LEYENA_LVL3,Leyena Slayer 3,Matador de Leyena 3
ACHIEVEMENT_KILL_LEYENA_LVL4,Leyena Slayer 4,Matador de Leyena 4
ACHIEVEMENT_KILL_LEYENA_LVL5,Leyena Hunter,Caçador de Leyena
ACHIEVEMENT_KILL_TRANGFOMA_LVL1,Trangfoma Slayer 1,Matador de Tranfogma 1
ACHIEVEMENT_KILL_TRANGFOMA_LVL2,Trangfoma Slayer 2,Matador de Tranfogma 2
ACHIEVEMENT_KILL_TRANGFOMA_LVL3,Trangfoma Slayer 3,Matador de Tranfogma 3
ACHIEVEMENT_KILL_TRANGFOMA_LVL4,Trangfoma Slayer 4,Matador de Tranfogma 4
ACHIEVEMENT_KILL_TRANGFOMA_LVL5,Trangfoma Hunter,Sobrevivente
ACHIEVEMENT_KILL_STEAMWALKER_LVL1,Steam Walker Slayer 1,Andarilho a Vapor Assassino 1
ACHIEVEMENT_KILL_STEAMWALKER_LVL2,Steam Walker Slayer 2,Andarilho a Vapor Assassino 2
ACHIEVEMENT_KILL_STEAMWALKER_LVL3,Steam Walker Slayer 3,Andarilho a Vapor Assassino 3
