Key,English,Portuguese
EXCHANGE_FINDGOLDENAIBATT_EVENT_2310,Have you heard the news? Golden Monsters have appeared!\nPeople say that you can get gold shard by hunting down the golden monster… Can you get some for me?,Você ouviu as novidades? Monstros dourados apareceram!\nDizem que é possível obter fragmentos de ouro ao derrotar esses monstros dourados… Poderia conseguir alguns para mim?
EXCHANGE_TIME_TO_HUNT_2023,"It's been a bumper year, so there are a lot of monsters out to get crops.\nIt's time to hunt them down! Can you help?","Foi um ano excepcional, e agora muitos monstros estão tentando levar nossas colheitas._x000D_\nEstá na hora de combatê-los! Você está disposto a ajudar?"
EXCHANGE_JEWELRY,Exchange your jewelry here. Note the upgrade level of the output items!,Faça a troca de suas joias aqui. Preste atenção no nível de melhoria dos itens resultantes!
EXCHANGE_CHRISTMAS_2023,Theif Santas have stolen all the presents I was going to give out this Christmas.\nCan you help me get them back?,Os Noeis Ladrões levaram todos os presentes que eu planejava dar neste Natal.\nVocê poderia me ajudar a recuperá-los?
EXCHANGE_ATTACK_OF_THE_SNOWCLONES,Yettis have taken away all the toy hammers from the orphanage. Could you bring the hammers back from the Yettis?,Os Yetis pegaram todos os martelos de brinquedo do orfanato. Você pode ajudar a recuperá-los dos Yetis?
EXCHANGE_KALGASCHIPS,"The items I sell here in my shop are absolutely the best you can find! So, how many Kalgas Chips do you have, hmmm?","The items I sell here in my shop are absolutely the best you can find! So, how many Kalgas Chips do you have, hmmm?"
EXCHANGE_MARCH_2023,Green monsters have appeared all over the Madrigal continent. Defeat them and bring me the tokens!,Green monsters have appeared all over the Madrigal continent. Defeat them and bring me the tokens!
EXCHANGE_ATTACK_OF_THE_HUNGRY_MONSTERS,"Hungry monsters are attacking travelers, descending on villages and stealing food from homes. Would you like to join the fight against the monsters?","Hungry monsters are attacking travelers, descending on villages and stealing food from homes. Would you like to join the fight against the monsters?"
EXCHANGE_2ND_ANNIVERSARY_EVENT,"Have you donated enough tokens to your guild? If so, we'll exhange them for boxes!","Have you donated enough tokens to your guild? If so, we'll exhange them for boxes!"
EXCHANGE_2024_VACANCE_EVENT,What vacation items do you need? Bring us your beautifully polished seashells and we'll exchange them with rewards!,What vacation items do you need? Bring us your beautifully polished seashells and we'll exchange them with rewards!
EXCHANGE_PIRATE_SHIP_EVENT,"The pirates stole my treasure map.\nIf you can bring back my treasure map, I'll give you a good case","The pirates stole my treasure map.\nIf you can bring back my treasure map, I'll give you a good case"
EXCHANGE_YELLOWCHIPS,"The items I sell here in my shop will certainly be helpful! So, how many Yellow Chips do you have, hmmm?","The items I sell here in my shop will certainly be helpful! So, how many Yellow Chips do you have, hmmm?"
EXCHANGE_FISHINGCHAMPION_EVENT,"Have you ever... Have you ever been fishing? Once you fall in love with fishing, you'll never get out!","Have you ever... Have you ever been fishing? Once you fall in love with fishing, you'll never get out!"
EXCHANGE_3RD_ANNIV_EGG_UPGRADE_EVENT,Exchange items for the Egg Upgrade Event,Exchange items for the Egg Upgrade Event
EXCHANGE_FWC_COIN_2025,"Hey there! This is where you can exchange your Champion Coins for items you want.\nEach item has a limited number of exchanges, and your coins are limited too.\nSo think carefully and make sure to grab what you really need!\n\n※ Champion Coin disappears once the period is end.\n※ Unused Champion Coin will be replaced to Penya\n ┗ 1 Champion Coin = 10 Penya","Hey there! This is where you can exchange your Champion Coins for items you want.\nEach item has a limited number of exchanges, and your coins are limited too.\nSo think carefully and make sure to grab what you really need!\n\n※ Champion Coin disappears once the period is end.\n※ Unused Champion Coin will be replaced to Penya\n ┗ 1 Champion Coin = 10 Penya"
EXCHANGE_PTS,Grab useful items for your testing purposes here!,Grab useful items for your testing purposes here!
EXCHANGE_ALCHEMY,Alchemy,Alchemy
EXCHANGE_CARPENTRY,Carpentry,Carpentry
EXCHANGE_COOKING,Cooking,Cooking
EXCHANGE_SMITHING,Smithing,Smithing
EXCHANGE_KEBARAS2COST,Kebaras 2 Costumes can be exchanged for Kebaras 2 Costume Fragments here!,Kebaras 2 Costumes can be exchanged for Kebaras 2 Costume Fragments here!
