Key,English,Portuguese
WORLD_WDGUILDWAR_WDGUILDWAR_RGN_000000,Prove yourself!\nShow them that you are the best!,Prove o seu valor!\nMostre a todos que você é o melhor!
WDGUILDWARBIG_WLD_000000,Prove yourself!\nShow them that you are the best!,Prove o seu valor!\nMostre a todos que você é o melhor!
WORLD_WDGUILDWAR_CAVERN_RGN_000000,Prove yourself!\nShow them that you are the best!,Prove o seu valor!\nMostre a todos que você é o melhor!
WORLD_WDGUILDWAR_CORAL_RGN_000000,Prove yourself!\nShow them that you are the best!,Prove o seu valor!\nMostre a todos que você é o melhor!
WORLD_WDGUILDWAR_GUARDIANE_RGN_000000,Prove yourself!\nShow them that you are the best!,Prove o seu valor!\nMostre a todos que você é o melhor!
WORLD_WDGUILDWAR_KAILLUN_RGN_000000,Prove yourself!\nShow them that you are the best!,Prove o seu valor!\nMostre a todos que você é o melhor!
WORLD_WDGUILDWAR_SNOW_RGN_000000,Prove yourself!\nShow them that you are the best!,Prove o seu valor!\nMostre a todos que você é o melhor!
WORLD_WDGUILDWAR_UNDERWATER_RGN_000000,Prove yourself!\nShow them that you are the best!,Prove o seu valor!\nMostre a todos que você é o melhor!
WORLD_WDGUILDWAR_VOLCANO_RGN_000000,Prove yourself!\nShow them that you are the best!,Prove o seu valor!\nMostre a todos que você é o melhor!
WDKEBARAS_WLD_000000,Lodelight,Lodelight
WDKEBARAS_WLD_000001,This is a safe place.,Este é um lugar seguro.
WORLD_WDKEBARAS_WDKEBARAS_RGN_000000,Kebaras,Kebaras
WORLD_WDKEBARAS_WDKEBARAS_RGN_000001,"Welcome to the town of Kebaras!\nLong ago, this place served as a prison for criminals...",Bem-vindo(a) à Vila Kebaras!\nEste lugar foi uma prisão para criminosos há muito tempo atrás...
WDKEBARAS2_WLD_000000,Lodelight,Lodelight
WDKEBARAS2_WLD_000001,This is a safe place.,This is a safe place.
WORLD_WDKEBARAS2_WDKEBARAS_RGN_000000,Kebaras 2,Kebaras 2
WORLD_WDKEBARAS2_WDKEBARAS_RGN_000001,"Welcome to the town of Kebaras 2!\nLong ago, this place served as a prison for criminals...","Welcome to the town of Kebaras 2!\nLong ago, this place served as a prison for criminals..."
WDMADRIGAL_WLD_000000,Mysterious Castle,Castelo Misterioso
WDMADRIGAL_WLD_000001,This place is not marked on the map. No one knows how to enter it...,Esse lugar não está referenciado no mapa. Ninguém sabe como entrar...
WDMADRIGAL_WLD_000002,Refuge of Middle Leren Mountains,Refúgio do Centro das Montanhas Leren
WDMADRIGAL_WLD_000003,Line Flarine ↔ Saint City,Linha Flarine ↔ Cidade de Saint
WDMADRIGAL_WLD_000004,Line Flarine ↔ Darkon 1,Linha Flarine ↔ Darkon 1
WDMADRIGAL_WLD_000005,Line Flarine ↔ Mars Mine,Linha Flarine ↔ Masmorra Mars
WDMADRIGAL_WLD_000006,Line Saint City ↔ Garden of Rhisis,Linha Cidade de Saint ↔ Jardim de Rhisis
WDMADRIGAL_WLD_000007,Line Saint City ↔ Fantasy Desert,Linha Cidade de Saint ↔ Deserto da Fantasia
WDMADRIGAL_WLD_000008,Line Darkon 1 ↔ Darken,Linha Darkon 1 ↔ Darken
WDMADRIGAL_WLD_000009,Line Darken ↔ Arians,Linha Darken ↔ Arians
WDMADRIGAL_WLD_000010,Line Arians ↔ Guardiane,Linha Arians ↔ Guardiane
WDMADRIGAL_WLD_000011,Line Arians ↔ Deadwallderness,Linha Arians ↔ Deserto da Morte
WDMADRIGAL_WLD_000012,Azria\nAbandoned Erons Factory,Azria\nFábrica Erons Abandonada
WDMADRIGAL_WLD_000013,Azria\nVillage,Azria\nVilarejo
WDMADRIGAL_WLD_000014,Line Deadwallderness ↔ Azria,Linha Deserto da Morte ↔ Azria
WDMADRIGAL_WLD_000015,Storm Peak Entrance,Entrada do Pico Tempestuoso
WDMADRIGAL_WLD_000017,Envy Depths Entrance,Entrada das Profundezas da Avareza
WDMADRIGAL_WLD_000019,Guardiane Sanctuary Entrance,Entrada do Santuário de Guardiane
WDMADRIGAL_WLD_000021,Leren Chasm Entrance,Entrada do Abismo Leren
WDMADRIGAL_WLD_000022,Wilds Entrance,Entrada da Selva
WDMADRIGAL_WLD_000023,Rhisis Catacombs,Catacumba de Rhisis
WDMADRIGAL_WLD_000024,This is a safe place.,Este é um lugar seguro.
WDMADRIGAL_WLD_000025,The Wilds Entrance,Entrada da Selvabruta
WDMADRIGAL_WLD_000026,Coral Village,Vila Coral
WDMADRIGAL_WLD_000028,Coral Island,Ilha Coral
WDMADRIGAL_WLD_000029,Welcome to Coral!,Bem-vindo ao Coral!
WDMADRIGAL_WLD_000030,Red Sea,Mar Vermelho
WDMADRIGAL_WLD_000032,Deep Sea,Mar Profundo
WDMADRIGAL_WLD_000034,Swamp,Pântano
WDMADRIGAL_WLD_000035,Saint City Arena,Saint City Arena
WDMADRIGAL_WLD_000036,This place was famous long ago...,This place was famous long ago...
WDMADRIGAL_WLD_000037,Kaillun,Kaillun
WDMADRIGAL_WLD_000038,Welcome to Kaillun!,Welcome to Kaillun!
WDMADRIGAL_WLD_000039,Orbalune Port,Orbalune Port
WDMADRIGAL_WLD_000040,This is a safe place.,Este é um lugar seguro.
WDMADRIGAL_WLD_000041,Kaillun Grassland,Kaillun Grassland
WDMADRIGAL_WLD_000042,Dreknir Ridge,Dreknir Ridge
WDMADRIGAL_WLD_000043,Lionrath Falls,Lionrath Falls
WDMADRIGAL_WLD_000044,Velora Cliffs,Velora Cliffs
WDMADRIGAL_WLD_000045,Dreknir Forest,Dreknir Forest
WDMADRIGAL_WLD_000046,Ankou's Asylum Entrance,Ankou's Asylum Entrance
WDMADRIGAL_WLD_000047,This is a safe place.,Este é um lugar seguro.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000000,Darkon 1\nErons Factory 2,Darkon 1\nFábrica Erons 2
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000001,Erons Factory 2. Used to produce Erons.,Fábrica Erons 2. Usada para a produção de Erons.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000002,The Middle of Leren Mountains,Montanhas Leren Central
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000003,The middle district of Leren Mountains in Flaris.\nThere is Billeting Place of the High-Dwarpets and the Plain of Bubble.,O distrito central das Montanhas Leren em Flaris.\nHá um alojamento dos Alto Dwarpets e a Planície de Bubble.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000004,Flarine\nCentral Flarine,Flarine\nCentro
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000005,The main hub of activity for Flaris is in the middle of Flarine.\nThere is a station and a public office.\nThere are stores for armor and weapons.,O lugar mais movimentado de Flaris é o centro de Flarine.\nLá se encontra a estação e o escritório público.\nTambém há lojas para armaduras e armas. 
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000006,Flarine\nEastern Flarine,Flarine\nZona Leste
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000007,"The eastern part of Flarine.\nHere you can get food, magic materials, and job training.","A parte leste de Flarine.\nAqui você pode encontrar alimentos, materiais mágicos, e treinamento de Classe."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000008,Flarine\nNorthern Flarine,Flarine\nZona Norte
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000009,The northern part of Flarine.\nThe Job Masters and Lodestar are here.,A parte norte de Flarine.\nOs Mestres de Classe e Lodestar estão aqui.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000010,Someone is watching you.,Alguém está te observando.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000011,Plain of Bubble,Planície de Bubble
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000012,This area was created by the Clown God Bubble.,Esta área foi criada pelo Deus Curinga Bubble.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000013,The South of Leren Mountains,Montanhas Leren do Sul
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000014,The southern district of the Leren Mountains.,Distrito sul das Montanhas Leren.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000015,The Center for Guild Combat,Centro para Combate de Guildas
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000016,Guild combat is managed here.,O Combate entre guildas é administrado aqui.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000017,The South of Leren Mountains\nAltar of Dreadpet,Sul das Montanhas Leren\nAltar do Dreadpet
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000018,Dreadpet is kept here.\nHis keepers control great magic.,Dreadpet fica preso aqui.\nSeus protetores controlam incrível mágica.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000019,Darkon 1\nErons Factory 1,Darkon 1\nFábrica Erons 1
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000020,The First Erons Factory.\nThis factory produces 80% of all Erons.,A 1º Fábrica Erons.\nEsta fábrica produz 80% de todo Eron.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000021,Darkon\nAltar of Violet,Darkon\nAltar da Violeta
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000022,There is evidence here of a major event.,Há evidências de um grande evento aqui.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000023,The Middle of Leren Mountains,Montanhas Leren Central
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000024,The middle of the Leren Mountains.\nThere is Billeting Place of the High-Dwarpets and the Plain of Bubble.,O Centro das Montanhas Leren.\nHá um alojamento dos Altos-Dwarpets e a Planície de Bubble.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000025,Billeting Place of High-Dwarpets,Alojamento dos Alto-Dwarpets
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000026,The High-Dwarpets have created Billeting place.\n A certain High-Dwarpet once stored the Book of Technique here.,"Os Alto-Dwarpets levantaram um alojamento.\n Um certo Alto-Dwarpet, guardou o Livro da Técnica aqui."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000027,Northern River of Weeping,Norte do Rio das Lágrimas
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000028,Haunt of Nyangnyang,Território das Nyangnyangs
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000029,Haunt of Nyangnyang.,Território das Nyangnyangs.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000030,The bridge was repaired!\n You used to have to jump across a gap.,A ponte foi concertada!\n Antes você tinha que pular uma lacuna.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000031,Lodelight,Lodelight
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000032,This is a safe place.,Este é um lugar seguro.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000033,Madren Town,Vila Madren
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000034,This is a small town for Demian.\nCast-off Demian live here.,Esta é uma pequena vila dos Demians.\nDemians que foram renegados moram aqui.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000035,Middle of River of Weeping,Centro do Rio das Lágrimas
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000036,This river overflows when it rains every once in a while.\nHigh-Dwarpet can sometimes be seen bathing here.,"Em certas ocasiões, o rio transborda quando chove. \nAlto Dwarpets tomam banho aqui às vezes."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000037,Madren Town\nAltar of Dreadpet,Vila Madren\nAltar do Dreadpet
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000038,Another place for controlling the Dreadpet.\nThere are supervisors here that use strong magic.,Outro lugar para controlar o Dreadpet.\nHá supervisores aqui que usam magias poderosas.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000039,Fountain of Dead Person,Fonte dos Mortos
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000040,"It is known that souls gather together in this place.\nAccording to tradition, the water in this place gives perennial youth and long life.","Sabe-se que as almas se reúnem neste lugar.\nDe acordo com a tradição, a água deste local lhe garante jovialidade e uma longa vida."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000041,Northern Leren Mountains,Norte das Montanhas Leren
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000042,The northern district of the Leren Mountains.\nThe Mars Mine and the Fountain of Dead Person are here.,Distrito Norte das Montanhas Leren.\nA Masmorra Mars e a Fonte dos Mortos estão aqui.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000043,Mars Mine,Masmorra Mars
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000044,"This Mine was found and developed by mining merchants long ago.\n However, the place is overrun with Masquerpets now.","Esta mina foi encontrada e desenvolvida por comerciantes mineradores há muito tempo atrás\n Hoje, este lugar foi invadido, e está lotado de Masquerpets."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000045,The residence of Ludviehill,Casa em Ludviehill
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000046,The rich of Flaris live in Ludviehill.,Os ricos de Flaris moram na Ludviehill.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000049,Saint Tree,Árvore Santa
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000050,Saint Tree is really old\n This tree is one of the symbols of Saint Morning.,A Árvore Santa é muito antiga\n Esta árvore é um dos símbolos de Saint Morning.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000051,Saint Morning\nAltar of Violet,Saint Morning\nAltar da Violeta
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000052,"Here, as in other places, there is evidence of a major event.","Aqui, como em outros lugares, existe evidências de um grande evento."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000053,Northern Hillid Mountains,Norte das Montanhas Hillid
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000054,The Northern district of the Hillid Mountains,O distrito norte das Montanhas Hillid.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000055,Eastern River of Weeping,Leste do Rio das Lágrimas
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000056,The Eastern part of the River of Weeping\nAltar of Dreadpet,A parte Leste do Rio das Lágrimas\nAltar do Dreadpet
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000057,Another Altar to the Dreadpet.\nThe magic of the Dreadpet tamers electrifies the air.,Outro Altar para o Dreadpet.\nA magia dos domadores de Dreadpet eletrifica o ar.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000058,Saint Morning\nSaint Hall,Saint Morning\nPalácio da Prefeitura de Saint
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000059,Saint Hall is the oldest building. It has been standing longer than anyone in town has been alive.\nPublic offices and the laboratory are located in this building.,A Prefeitura de Saint é a construção mais velha da cidade. É mais velha do que qualquer pessoa viva hoje.\nEscritórios públicos e o laboratório estão localizadas neste edifício. 
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000060,Saint Morning,Saint Morning
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000061,Saint Morning has gained independence from Flaris.\nThey have made a fortune from commerce.,Saint Morning ganhou independência de Flaris.\nEles fizeram uma fortuna com comércio.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000062,Saint Morning\nStation,Saint Morning\nEstação
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000063,This is the biggest station on Madrigal.\nSaint Morning could become the center of commerce for Madrigal by using this station.,Esta é a maior estação de toda Madrigal.\nSaint poderia se transformar no centro de comércio de Madrigal usando esta estação.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000064,Saint Morning square,Praça de Saint Morning
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000065,Saint Morning square is a local hang out.\nThere is lots of space to open stores.,A Praça de Saint Morning é um local para passar o tempo.\nHá bastante espaço para abrir lojas.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000066,Saint Morning\nThe Madrigal History Society.,Saint Morning\nSociedade Histórica de Madrigal.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000067,Research in the History of Madrigal is being made here.,Pesquisas sobre a História de Madrigal é conduzida aqui.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000068,Flaris\nAltar of Violet,Flaris\nAltar da Violeta
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000069,"There is a certain smell in the air and stones litter the landscape, evidence of a major event.","Há um certo odor no ar e há resíduos de pedras em todo o terreno, evidência de um grande evento."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000070,The Garden of Rhisis,Jardim de Rhisis
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000071,The Garden of Rhisis.\nThis once used to be a beautiful place but was ruined in the war with Clockworks.,Jardim de Rhisis.\nEste já foi um lugar muito bonito mas foi arruinado durante a guerra com Clockworks.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000072,Fantasy Desert,Deserto da Fantasia
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000073,"You can see stone pillars around the desert.\nAccording to rumor, there are temples that lie buried under this desert.","Você consegue ver pilastras de pedra no deserto.\nDe acordo com rumores, existem templos enterrados nas areias deste deserto."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000074,You can hear the sound of digging close by.,Você consegue ouvir o som de escavação por perto.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000075,The Entrance to Fantasy Desert,Entrada do Deserto da Fantasia
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000076,"A desert with a lot of unknown, unexplained, buildings.",Um deserto cheio de construções desconhecidas e misteriosas.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000077,Southern Hillid Mountains,Sul das Montanhas Hillid
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000078,The southern Hillid Mountains.\nThe Entrance to the Fantasy Desert and Plateau of Silence is here.,O sul das Montanhas Hillid.\nA Entrada para o Deserto da Fantasia e o Planalto do Silêncio estão aqui.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000079,Plateau of Silence\nGravity Disorder Area,Planalto do Silêncio\nÁrea de Desordem Gravitacional
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000080,"It is impossible to fly in this area of Madrigal. According to a research group, gravity is stronger here than anywhere else in the world.","Não é possível voar nessas áreas de Madrigal. De acordo com um grupo de pesquisa, a gravidade aqui é mais forte do que em outras áreas do mundo."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000081,Hill of Shade,Colina de Shade
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000082,"Shade, the Clown Goddess was here.\nShe created this place in the time it takes to blink an eye.","Shade, a Deusa Curinga esteve aqui.\nEla criou este lugar no tempo de um piscar de olhos."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000083,This is a safe place.,Esta é uma área segura. Aqui você está a salvo dos inimigos.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000084,Pumpkin Town\nThe Home of Mr. Pumpkin.,Vila das Abóboras\nA Casa do Sr. Abóbora.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000085,"This town was made by people who dislike the city life of Saint Morning.\nHowever, this town was ruined because of an invasion of Mr. Pumpkins.","Esta vila foi construída por pessoas que não gostavam do estilo de vida urbano de Saint.\nPorém, esta vila foi arruinada devido a invasões dos Srs. Abóboras."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000086,Central Hillid Mountains,Centro das Montanhas Hillid
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000087,The central area of the Hillid Mountains.,A parte central das Montanhas Hillid.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000088,Darkon 3\nMagmient,Darkon 3\nMagmient
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000089,The molten terrain of Darkon 3 makes for hard travel.\nOrdinary people do not enter because of the danger.,O terreno derretido de Darkon 3 dificulta a travessia.\nPessoas comuns não entram pois é muito perigoso.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000090,Altar of Jester,Altar do Jester
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000091,This altar was made for admiring the glory of Jesters.\nA priest named Homeit is managing this altar.,Este altar foi construído para homenagear a glória dos Jesters.\nA sacerdote Homeit está cuidando deste altar.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000092,Darkon 3\nBrekin,Darkon 3\nBrekin
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000093,"This was an industrial area for refining Erons.\nHowever, this area was abandoned because of growing danger in the area.","Esta era uma área industrial usada para o refinamento de Erons.\nPorém, esta área foi abandonada devido ao aumento dos perigos ao redor."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000094,Darkon 3\nArians,Darkon 3\nArians
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000095,This area consists of giant pools. This blue water dissolved Erons.,Esta área possui grandes lagos. Esta água azulada dissolveu Erons.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000096,Engisis Length,Extensão Engisis
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000097,"The largest, most mysterious tree in Madrigal.",A maior e mais misteriosa árvore de Madrigal.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000098,Darkon 3\nDeadwallderness,Darkon 3\nDeserto da Morte
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000099,The wasteland of Darkon 3. Smoke rises from the ground that smells like dead things.,Um lugar desolado em Darkon 3. Uma fumaça com o odor da morte exala do chão.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000100,Darkon 3\nAniceknight,Darkon 3\nBomcavaleiro
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000101,The local plants have mutated and grown large.,Um local aonde as plantas entram em mutação e crescem acima do normal.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000102,Darkon 3\nHouse of Laola,Darkon 3\nA casa de Laola
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000103,A mysterious aura has wrapped itself around the home of Laola,Uma energia misteriosa envolve a casa de Laola.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000104,Altar of Ranger,Altar do Ranger
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000105,This altar was made for admiring the glory of the Ranger.\nA priest named Rupim is managing this altar.,Este altar foi construído para admirar a glória do Ranger.\nA sacerdote Rupim está cuidando deste altar.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000106,Altar of Psykeeper,Altar do Psykeeper
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000107,Place where the Soulstone of Psykeeper is kept.\nThe admirers of the hero Offerep\nmake a pilgrimage here every year.,Lugar onde a Pedra da Alma do Psykeeper é guardada.\nOs admiridores do Herói Offerep\nfaz perigrinação aqui todo ano.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000108,Darkon 3\nWestern Cendil,Darkon 3\nOeste de Cendil
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000109,The polluted river flows and corrupts the wildlife of the area.\nThings grow large and nasty in this area.,Um rio poluído corrompe a vida selvagem desta área.\nAs coisas aqui são maiores e mais asquerosas.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000110,Darkon 3\nHeret,Darkon 3\nHeret
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000111,There is a blue glow to the air.\nThe creatures here survive by eating Erons and wandering travelers.\nYou can see the mutant tree Heldonose on the west end.\nThis tree produces Erons.,Há um brilho azulado no ar.\nAs criaturas aqui sobrevivem comendo Erons e devorando de viajantes perdidos.\nVocê pode ver a árvore mutante Heldonose à Oeste.\nEsta árvore produz Erons.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000112,Darkon 3\nMiddle Cendil,Darkon 3\nCentro de Cendil
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000113,Unknown powerful energy exists in this district.\nNobody wants to know where the power came from.,Uma misteriosa energia pode ser sentida nessa área.\nNinguém quer saber de onde essa energia vem.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000114,Darkon 3\nEastern Cendil,Darkon 3\nLeste de Cendil
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000115,Mileng is a holy place surrounded by giant trees shaped like mushrooms.,Mileng é um lugar sagrado cercado por árvores gigantescas em formato de cogumelos. 
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000116,Mileng,Mileng
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000117,Mileng is a holy place surrounded by giant trees shaped like mushrooms.\nThe Heroes of Madrigal won their first victory here.,Mileng é um lugar sagrado cercado por árvores gigantescas em formato de cogumelos. \nOs Heróis de Madrigal ganharam sua primeira vitória aqui.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000118,Darkon 3\nGuardiane,Darkon 3\nGuardiane
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000119,This is a place of Guardians.\nThe final battle in the Hero War happened here\nAdventurers who wish to follow the will of heroes come here.,Este é um lugar para Guardiões.\nA última batalha na Guerra do Herói aconteceu aqui\nAventureiros que desejam seguir o legado dos heróis vem aqui.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000120,Darkon 3\nRoom of Guardian,Darkon 3\nSala do Guardião
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000121,There is a monster called Venel Guardian protecting the symbol of the wisdom of the heroes.,Existe um monstro chamado Guardião Venel protegendo o símbolo da sabedoria dos heróis.
