Key,English,Portuguese
NPC_000095,"5. Additionally, you can simply tap the Right Mouse Button twice to lock the camera to the mouse pointer. This allows you to navigate without holding down the right mouse button. Clicking twice again will turn off this effect.","5. Além disso, você pode simplesmente tocar no botão direito do mouse duas vezes para travar a câmera no ponteiro do mouse. Isso permite que você navegue sem manter pressionado o botão direito do mouse. Clicar duas vezes novamente desativará este efeito."
NPC_000096,6. Anyone can fly in Madrigal. You simply have to acquire a flying vehicle!\n 7. There are numerous makes and models of flying vehicles. Trying shopping around in player shops or click the Use Premium Item Shop icon next to the Start Button.,6. Qualquer pessoa pode voar em Madrigal. Você simplesmente precisa adquirir um veículo voador! \n 7. Existem inúmeras marcas e modelos de veículos voadores. Experimente fazer compras nas lojas de jogadores ou clique no ícone Usar Loja de Itens Premium ao lado do Botão Iniciar.
NPC_000097,"I hope the information I gave you was helpful. You're on your own now, aviator! See you in the clouds!","Espero que as informações que dei a você tenham sido úteis. Você está por conta própria agora, aviador! Vejo você nas nuvens!"
NPC_000098,"1. Occasionally, you will run into some pesky masquerpets while flying. You will see a red box surrounding them.","1. Ocasionalmente, você encontrará alguns incômodos masquerpets durante o voo. Você verá uma caixa vermelha ao redor deles."
NPC_000099,"2. You can target these creatures with the Left Mouse Button. If you lose sight of them while flying, a green arrow appears on the edge of the screen to indicate which direction you need to turn. ","2. Você pode mirar nessas criaturas com o botão esquerdo do mouse. Se você os perder de vista durante o voo, uma seta verde aparecerá na borda da tela para indicar em qual direção você deve seguir."
NPC_000100,"3. To attack the creature, simply get as close as you can and press the Left Mouse Button or the Insert Key.\n 4. If you want to follow the monster automatically, press the Z Key.","3. Para atacar a criatura, simplesmente chegue o mais perto que puder e pressione o botão esquerdo do mouse ou a tecla Insert.\n 4. Se você quiser seguir o monstro automaticamente, pressione a tecla Z."
NPC_000101,5. Magicians and Acrobats can shoot from range while in the air. Mercenaries and Assists must rely on melee attacks. You can also use your skills!,5. Magos e Acrobatas podem atirar à distância enquanto estão no ar. Mercenários e Assists devem contar com ataques corpo a corpo. Você também pode usar suas habilidades! 
NPC_000102,"6. When you destroy a flying masquerpet, any dropped loot will be placed into your inventory automatically. If there is no room in your inventory, the loot is lost, so be careful!","6. Quando você destrói um masquerpet voador, qualquer item que cair dele irá para o seu inventário automaticamente. Se não houver espaço em seu inventário, o saque será perdido, então tome cuidado!"
NPC_000103,"7. That about covers it for your flying combat training, cadet! Just one more thing... Don't crash and burn! Hahaha, just a little pilot humor.","7. Isso cobre tudo para o seu treinamento de combate aéreo, cadete! Só mais uma coisa... Não vá bater e explodir! Hahaha, apenas um pouco de humor de piloto."
NPC_000104,Have fun out there and be safe! Don't forget to check your six!,Divirta-se lá fora e tenha cuidado!
NPC_000105,"Goodbye, adventurer! Feel free to stop by again if you have any questions about flying.","Até mais, aventureiro(a)! Sinta-se à vontade para me visitar se tiver alguma dúvida sobre voos."
NPC_000106,The Red Bang Troupe will never break through our defenses as long as I'm here!,As Tropas dos Bangs Vermelhos nunca quebrarão nossas defesas enquanto eu estiver aqui!
NPC_000107,"Hello, traveler. I have some missions for you!","Olá, viajante. Eu tenho algumas missões para você!"
NPC_000108,"Greetings, traveler! You are welcome to visit the Erons Factory as long as I, Amadolka, am here. It can get pretty dangerous out here so watch your back!","Saudações, viajante! Você é bem-vindo para visitar a Fábrica Erons enquanto eu, Amadolka, estiver aqui. Pode ficar muito perigoso aqui fora, então tome cuidado!"
NPC_000109,My name is Amadolka Liviehindekinas. I am in charge of security here at the Erons Factory. Why do you ask?,Meu nome é Amadolka Liviehindekinas. Estou encarregado da segurança aqui na Fábrica Erons. Por que você pergunta?
NPC_000110,"Be careful out there, traveler! I'll stand guard here!","Tenha cuidado, viajante! Irei ficar de guarda por aqui!"
NPC_000111,I'm such a coward! *Cries*,Eu sou um covarde! *Chora*
NPC_000112,The curse has been removed for the 3rd time now. Please don't get cursed again or it will be the last time for sure.,"A maldição foi removida pela terceira vez agora. Por favor, não seja amaldiçoado novamente ou será a última vez com certeza."
NPC_000113,I'm the Mysterious Teller of Tales! Wanna hear something spooky?,Eu sou o Misterioso Contador de Contos! Quer ouvir algo assustador?
NPC_000114,Stop by anytime you wanna hear a spooky story!,Me avise sempre que quiser ouvir uma história assustadora!
NPC_000115,ID Card,Cartão de Identificação
NPC_000116,Hello there! How are you today!,Olá! Como está o seu dia?
NPC_000117,"Uhh, yes? If you've got something to say, say it. Otherwise leave me alone. I'm very busy securing these steel panels by tapping my foot repeatedly.","Uhh, sim? Se você tem algo a dizer, diga. Caso contrário, me deixe em paz. Estou muito ocupado fixando esses painéis de aço batendo o pé repetidamente."
NPC_000118,That's none of your business and I'll thank you to stay out of my personal affairs.,Isso não é da sua conta e agradeço se ficar fora dos meus assuntos pessoais.
NPC_000119,"Alright, hope to see you soon!","Tudo bem, espero vê-lo em breve!"
NPC_000120,"Oh! You're asking about the ID Card that grants access to the Trillipy room in the mines, right? You should find Andre. I heard he spends most of his time in a forest filled with many ancient trees.","Ah! Você está perguntando sobre a Cartão de Identificação que garante o acesso para a sala Trillipy nas minas, certo? Você deveria encontrar o André. Ouvi dizer que ele passa a maior parte do tempo em uma floresta repleta de árvores antigas."
NPC_000121,"Hail and well met, adventurers! My name is Bolpor and I'm the best chef in town!",Saudações aventureiros! Meu nome é Bolpor e sou o melhor chef da cidade!
NPC_000122,What do you want already?! I've got things to do!,O que você quer?! Tenho coisas para fazer!
NPC_000123,"I'm the best chef in town, you got that? Anyone that tells you different is more than welcome to discuss it with my butcher knife. There will be more than just *chicken* on a stick on my menu...","Eu sou o melhor chef da cidade, entendeu? Qualquer pessoa que discorda é mais do que bem-vinda para discutir isso com minha faca de açougueiro. Haverá mais do que apenas *frango* no palito no meu menu..."
NPC_000124,"My name is Bolpor Centaurn, the best darn chef in Darken. I'm also the best looking. I didn't get this handsome overnight, you know.","Meu nome é Bolpor Centaurn, o melhor chef de Darken. Eu também sou o mais bonito. Não fiquei lindo da noite para o dia, sabe."
NPC_000125,"See ya later, alligator! Mmm, alligator... that gives me an idea for a new dish!","Até logo, crocodilo! Mmm, crocodilo... isso me deu uma ideia para um novo prato!"
NPC_000126,"Only the bravest adventurer can hope to succeed on the path of the Knight Hero, Billaon. Are you worthy?","Apenas o mais corajoso dentre os aventureiros pode trilhar o caminho do Herói Knight, Billaon. Você é digno?"
NPC_000127,We must never forget the sacrifice of the Heroes. We are here to train those who wish to follow their path in hopes of a worthy successor.,Nunca devemos esquecer o sacrifício dos heróis. Estamos aqui para treinar aqueles que desejam seguir seu caminho na esperança de um sucessor digno.
NPC_000128,"I am Guardian Boneper. I'm here to protect the will of Billaon, the Knight Hero, at all costs. We are seeking those who are worthy enough to follow the path of the Knight Hero.","Eu sou a Guardiã Boneper. Estou aqui para proteger, a todo custo, a vontade de Billaon, o Herói Knight. Procuramos aqueles que são dignos o bastante para seguir o caminho do Herói Knight."
NPC_000129,"May the courage of Billaon be with you, adventurer.","Que a coragem de Billaon esteja com você, aventureiro(a)."
NPC_000130,We are here to protect the will of the Heroes. Are you worthy to become a successor of the Billposter Hero?,Estamos aqui para proteger a vontade dos Heróis. Você é digno de se tornar o sucessor do Herói Billposter?
NPC_000131,"I fear that those who follow Shade, Iblis and Bubble too closely will be destroyed by them in the end. Follow the path of the Heroes and you will not lose your way.","Temo que aqueles que seguem Shade, Iblis e Bubble muito de perto sejam destruídos por eles no final. Siga os caminhos dos Heróis que você não se perderá."
NPC_000132,"My name is Guardian Capafe. I am here as a guide and I protect the will of Roentel, the Billposter Hero.","Meu nome é Capafe, a Guardiã. Estou aqui como um guia e protejo a vontade de Roentel, o Herói Billposter."
NPC_000133,The power of Roentel will protect and guide you.,O poder de Roentel irá protegê-lo e guiá-lo.
NPC_000134,Rare metals and minerals reside deep within the Dekane Mine.,Metais e minerais raros residem nas profundezas da Mina Dekane.
NPC_000135,You looking for some adventure? Why not discover the mystery of the curse of Darkon? ,Você está procurando alguma aventura? Por que não desvendar o mistério da maldição de Darkon?
NPC_000136,"Now's not the time for pleasantries, my simple-minded friend. Besides, I know you don't actually care. No one does...","Agora não é hora para brincadeiras, meu amigo simplório. Além disso, eu sei que você realmente não se importa. Assim como todo mundo..."
NPC_000137,"Fine, leave if you want to! I don't need your help, fool! ","Tudo bem, saia se quiser! Não preciso da sua ajuda, babaca!"
NPC_000138,"Have you ever heard the name Neverant? Few know it now, but long ago it was the top-ranking mining guild in Darkon. I used to be a member of that guild.","Você já ouviu o nome Neverant? Poucos sabem disso agora, mas há muito tempo era a guilda de mineração mais importante em Darkon. Eu costumava ser um membro dessa guilda."
NPC_000139,"Today, the Neverant Guild is no more. It's hierarchy was torn apart by a terrible curse that emanated from the mine itself. Ironic, isn't it?","Hoje, a guilda Neverant não existe mais. Sua hierarquia foi destruída por uma terrível maldição que emanava da própria mina. Irônico, não é?"
NPC_000140,Check out the Dekane Mine west of here if you want. I won't step foot near there.,"Verifique a Mina Dekane a oeste daqui, se quiser. Eu não vou colocar meus pés naquele lugar."
NPC_000141,Chenbing's Shield Shop is open for business! The best finely-crafted nomad shields Penya can buy!,A Loja de Escudos de Chenbing está aberta para negócios! Os melhores escudos nômades finamente trabalhados que a Penya pode comprar!
NPC_000142,"Well, what are you gonna do for me? Hmmm?","Bem, o que você vai fazer por mim? Hmmm?"
NPC_000143,"We, the Khan Union, are traveling merchants. Our fine craftsmanship is well-known throughout Madrigal. So whaddya say? Interested in taking a peek at my inventory? ","Nós, a União Khan, somos mercadores viajantes. Nosso excelente artesanato é bem conhecido em Madrigal. Então, o que acha? Interessado em dar uma olhada em meu inventário?"
NPC_000144,"I am Chenbing Khan and I sell the best, finely-crafted, and affordable shields you'll find anywhere in Madrigal.","Eu sou Chenbing Khan e vendo os melhores, finamente trabalhados e acessíveis escudos que você encontrará em Madrigal."
NPC_000145,Take care! Tell your friends about us!,Se cuida! Conte a seus amigos sobre nós!
NPC_000146,"So, have you completed that which you needed to in order to proceed?","Então, você completou o que precisava para prosseguir?"
NPC_000147,What do you want?,O que você quer?
NPC_000148,You couldn't possibly hope to understand what lies beyond this gate. I don't care how much research you've done. ,Você não poderia esperar entender o que está além deste portão. Eu não me importo com quanta pesquisa você fez.
NPC_000149,Don't concern yourself with such things. Who I am is of no consequence to you. All you need to know is that I am here to protect this gate.,Não se preocupe com essas coisas. Quem eu sou não tem importância para você. Tudo que você precisa saber é que estou aqui para proteger este portão.
NPC_000150,"Farewell, strange one.","Adeus, estranho(a)."
NPC_000151,"Hey, you there! Help me! Let me out of here right now! Argh!!!",Ei você aí! Me ajuda! Me tira daqui agora! Argh!!!
NPC_000152,"Oh thank Rhisis, I knew someone would come! Oh thank you, thank you, thank you! Well, what are you doing just standing around? Let me out, darn it!!","Oh, graças a Rhisis, eu sabia que alguém viria! Oh, obrigado, obrigado, obrigado! Bem, o que você está fazendo parado? Me deixe sair, caramba!!"
NPC_000153,"Me? I, Colar Devoka, am the best actor in the Pepoview Troupe! Well, I was, but now I am stuck out here and this filthy cage waiting to be eaten by those filthy Leyenas.","Eu? Sou Colar Devoka, o melhor ator do Grupo Pepoview! Bem, eu era, mas agora estou preso aqui nesta gaiola imunda esperando para ser comido por aquelas Leyenas imundas."
NPC_000154,What?! HEY! I thought you were going to release me. I'll get you for this!,O que?! EI! Achei que você fosse me libertar. Você vai pagar por isso!
NPC_000155,Follow the teachings of Lillip and you will discover the secrets of the elements.,Siga os ensinamentos de Lillip e você descobrirá os segredos dos elementos.
NPC_000156,"Hello, friend. Listen, whatever happens in this world, you must not lose hope. As long as we follow the path of the Heroes, we will persevere.","Olá amigo(a). Ouça, aconteça o que acontecer neste mundo, você não deve perder a esperança. Enquanto seguirmos o caminho dos Heróis, perseveraremos."
NPC_000157,"My name is Condram Griters and I am one of 8 priests of Lillip, the Elementor Hero. I am teaching the wisdom of Lillip to his successors. I act as a guide to those who follow the path of Lillip.","Meu nome é Condram Griters e sou um dos 8 sacerdotes de Lillip, o Herói Elementor. Estou ensinando a sabedoria de Lillip a seus sucessores. Eu atuo como uma guia para aqueles que seguem o caminho de Lillip."
NPC_000158,"Farewell, young one. May Lillip guide and protect you.","Adeus, jovem. Que Lillip lhe proteja e guie."
NPC_000159,"Heren, your legacy will carry on and your courage will not be forgotten.","Heren, seu legado continuará e sua coragem não será esquecida."
NPC_000160,"The might of the Blade will stand against those who seek to destroy us. Heren, the Blade Hero, has left a great legacy. ","O poder da lâmina permanecerá contra aqueles que procuram nos destruir. Heren, o Herói Blade, deixou um grande legado. "
NPC_000161,"My name is Corel Anduril, and I am the Blade Master of Darken City. I was well known as a Blade Dancer before the war. Now, it is my duty to select those worthy of becoming a Blade and prepare them for what lies ahead.","Meu nome é Corel Anduril, e eu sou a Mestra Blade de Darken City. Eu era conhecida como a Dançarina das Lâminas antes da guerra. Agora, é meu dever selecionar aqueles que merecem se tornar um Blade e prepará-los para o que está por vir."
NPC_000162,"May Heren be with you, always.","Que Heren esteja com você, sempre."
NPC_000163,"I honor the spirit of Offerep, the Psykeeper Hero.","Eu honro o espírito de Offerep, o Herói Psykeeper."
NPC_000164,"Their last battle will resonate throughout eternity. The Heroes sacrificed themselves to save all of Madrigal. We are forever in their debt. Take with you the teachings of Offerep, adventurer.","A última batalha deles ressoarão por toda a eternidade. Os Heróis se sacrificaram para salvar Madrigal. Estamos eternamente em dívida com eles. Leve com você os ensinamentos de Offerep, aventureiro(a)."
NPC_000165,"My name is Cylor Mesmor and I am the Psykeeper Master. I guide those wishing to become Psykeepers. I have committed many sins in the past, and through the grace of Offerep, I have been forgiven.","Meu nome é Cylor Mesmor e eu sou a Mestra Psykeeper. Eu guio aqueles que desejam se tornar Psykeepers. Cometi muitos pecados no passado e, pela graça de Offerep, fui perdoada."
NPC_000166,Only through careful study will you learn the wisdom of the Psykeeper.,Somente através de um estudo cuidadoso você aprenderá a sabedoria do Psykeeper.
NPC_000167,Madrigal's ecosystem is so strange and mysterious! I love it!,O ecossistema de Madrigal é tão estranho e misterioso! Eu amo isso!
NPC_000168,"The masquerpets you see here around us were once the machines used in the Erons Factory down south. However, the exposure to waste coming from the factory turned them into the monsters they are today.","Os masquerpets que você vê aqui ao nosso redor já foram as máquinas usadas na Fábrica Erons no sul. No entanto, a exposição aos resíduos vindos da fábrica os transformou nos monstros que são hoje."
NPC_000169,I'm surprised you haven't heard of me. I'm Dr. Est and I research Madrigal's ecosystem. My 2 brothers and I are thrilled to learn as much as we can about Madrigal. Have you met my brothers?,Estou surpreso que você não tenha ouvido falar de mim. Sou o Dr. Est e pesquiso o ecossistema de Madrigal. Meus 2 irmãos e eu estamos entusiasmados em aprender o máximo que pudermos sobre Madrigal. Você conheceu meus irmãos? 
NPC_000170,"Watch yourself out there, friend. Some creatures can be quite dangerous!","Tenha cuidado, amigo(a). Algumas criaturas podem ser muito perigosas!"
NPC_000171,The will of Hynan will lead you to victory.,A vontade de Hynan o levará à vitória.
NPC_000172,This is what you must to do.,Isso é o que você deve fazer.
NPC_000173,"The Heroes fought hard to protect us from Shade's evil masquerpet army. We owe them all our livelihood. That is why I have devoted my life in service to Hynan, the brave Ranger Hero.","Os heróis lutaram muito para nos proteger do maligno exército de masquerpets de Shade. Devemos a eles todo nosso sustento. É por isso que dediquei minha vida a serviço de Hynan, o bravo Herói Ranger."
NPC_000174,"I am Eliff, the Ranger Master. I have devoted my life to Hynan's legacy, and my duty is to pass along all that I have learned from him. I have sworn to uphold this promise until my last, dying breath. ","Eu sou Eliff, a Mestra Ranger. Dediquei minha vida ao legado de Hynan e meu dever é transmitir tudo o que aprendi com ele. Jurei cumprir esta promessa até meu último suspiro."
NPC_000175,"Hynan watches over us all. Go in peace, my friend.","Hynan cuida de todos nós. Vá em paz, amigo(a)."
NPC_000176,Aenn's blessing on this world will be remembered forever.,A bênção de Aenn neste mundo será lembrada para sempre.
NPC_000177,"Aenn, the Ringmaster Hero, was one of the most important of all of our brave Heroes. Aenn's rejuvenating magic blessed our brave heroes in battle.",Aenn foi um dos mais importantes de todos os nossos bravos heróis. A magia rejuvenescedora de Aenn abençoou nossos bravos heróis na batalha.
NPC_000178,"Hi! It is very nice to meet you. My name is Ellend Eledyo and I am the Ringmaster Master. Pretty cool title, huh? I love it, and what's more, I love guiding pupils on the path of the Ringmaster Hero, Aenn.","Oi! É muito bom te conhecer. Meu nome é Ellend Eledyo e eu sou a Mestra Ringmaster. Título bem legal, hein? Eu adoro e, além do mais, adoro guiar pupilos no caminho do Herói Ringmaster, Aenn."
NPC_000179,Pray to Aenn for protection and you will have it.,Ore a Aenn por proteção e você a terá.
NPC_000180,A great creature is imprisoned here. Are you ready to challenge him?,Uma grande criatura está presa aqui. Você está pronto para desafiá-lo?
NPC_000181,"Why do you wish to challenge Clockworks?\n1 [For Honor!][IDS_NPC_ForHonor] \n2 [For Fun!][IDS_NPC_ForFun] \n3 [Meh, just because?][IDS_NPC_MehJustBecause]","Por que você deseja desafiar Clockworks?\n1 [Por Honra!][IDS_NPC_ForHonor] \n2 [Por Diversão!][IDS_NPC_ForFun] \n3 [Eeh, só porque eu quero?][IDS_NPC_MehJustBecause]"
NPC_000182,"Are you sure you're ready for this? Alright, successor, would you like to challenge Clockworks again?\n[Yes][IDS_NPC_Yes_Enter] / [No][IDS_NPC_No_Enter]\n\n#cffff0000All the guild members participating must be close to you to enter.#nc","Você falhou. Tem certeza de que está pronto para isso? Muito bem, sucessor, gostaria de desafiar a Clockworks de novo?\n[Sim!][IDS_NPC_Yes_Enter] / [Melhor não][IDS_NPC_No_Enter]\n\n#cffff0000Todos os membros da guilda que irão participar devem estar próximos de você para entrar.#nc"
