Key,English
PROPITEM_TXT_000328,Leoss Stick
PROPITEM_TXT_000330,Labad Stick
PROPITEM_TXT_000332,Forlas Stick
PROPITEM_TXT_000334,Vailem Stick
PROPITEM_TXT_000336,Shait Stick
PROPITEM_TXT_000338,Maret Stick
PROPITEM_TXT_000340,Garlain Stick
PROPITEM_TXT_000342,Glass Wand
PROPITEM_TXT_000344,Seal Wand
PROPITEM_TXT_000346,Crystal Wand
PROPITEM_TXT_000348,Cubic Wand
PROPITEM_TXT_000350,Pearl Wand
PROPITEM_TXT_000352,Epi Wand
PROPITEM_TXT_000354,Topaz Wand
PROPITEM_TXT_000356,Niz Wand
PROPITEM_TXT_000358,Catseye Wand
PROPITEM_TXT_000360,Ruby Wand
PROPITEM_TXT_000362,Bloody Wand
PROPITEM_TXT_000364,Kalis Wand
PROPITEM_TXT_000366,Merr Wand
PROPITEM_TXT_000368,Poly Wand
PROPITEM_TXT_000370,Aurora Wand
PROPITEM_TXT_000372,Mekerhill Wand
PROPITEM_TXT_000374,Opel Wand
PROPITEM_TXT_000376,Naz Wand
PROPITEM_TXT_000378,Misty Wand
PROPITEM_TXT_000380,Zerem Wand
PROPITEM_TXT_000382,Rainbow Wand
PROPITEM_TXT_000384,Bluebow Wand
PROPITEM_TXT_000386,Zyme Wand
PROPITEM_TXT_000388,Splhail Wand
PROPITEM_TXT_000390,Illusion Wand
PROPITEM_TXT_000392,Mirage Wand
PROPITEM_TXT_000394,Flupim Wand
PROPITEM_TXT_000396,Aris Wand
PROPITEM_TXT_000398,Divine Wand
PROPITEM_TXT_000400,Moira Wand
PROPITEM_TXT_000402,Neplus Wand
PROPITEM_TXT_000404,Arcadia Wand
PROPITEM_TXT_000406,Tripale Wand
PROPITEM_TXT_000408,Taris Wand
PROPITEM_TXT_000410,Eruld Wand
PROPITEM_TXT_000412,Jalate Wand
PROPITEM_TXT_000414,Rismil Wand
PROPITEM_TXT_000416,Kroril Wand
PROPITEM_TXT_000418,Facus Wand
PROPITEM_TXT_000420,Rekis Wand
PROPITEM_TXT_000422,Blackwish Wand
PROPITEM_TXT_000424,Daris Wand
PROPITEM_TXT_000426,Hollaten Wand
PROPITEM_TXT_000428,Lorai Wand
PROPITEM_TXT_000430,Cron Staff
PROPITEM_TXT_000432,Mile Staff
PROPITEM_TXT_000434,Sailwing Staff
PROPITEM_TXT_000436,Nile Staff
PROPITEM_TXT_000438,Id Staff
PROPITEM_TXT_000440,Inner Staff
PROPITEM_TXT_000442,Seer Staff
PROPITEM_TXT_000444,Herald Staff
PROPITEM_TXT_000446,Ego Staff
PROPITEM_TXT_000448,Addself Staff
PROPITEM_TXT_000450,Sorain Staff
PROPITEM_TXT_000452,Sign Staff
PROPITEM_TXT_000454,Spector Staff
PROPITEM_TXT_000456,Ignis Staff
PROPITEM_TXT_000458,Jessy Staff
PROPITEM_TXT_000460,Teba Staff
PROPITEM_TXT_000462,Cosmo Staff
PROPITEM_TXT_000464,Sline Staff
PROPITEM_TXT_000466,Waterpool Staff
PROPITEM_TXT_000468,Starwheel Staff
PROPITEM_TXT_000470,Olin Staff
PROPITEM_TXT_000472,Karzam Staff
PROPITEM_TXT_000474,Wiz Staff
PROPITEM_TXT_000476,Astrol Staff
PROPITEM_TXT_000478,Bishapo Staff
PROPITEM_TXT_000480,Sheikane Staff
PROPITEM_TXT_000482,Guadfoll Staff
PROPITEM_TXT_000484,Twenkeen Staff
PROPITEM_TXT_000486,Florel Staff
PROPITEM_TXT_000488,Ruofl Staff
PROPITEM_TXT_000490,Birdin Staff
PROPITEM_TXT_000492,Featherwing Staff
PROPITEM_TXT_000494,Crossek Staff
PROPITEM_TXT_000496,Holyous Staff
PROPITEM_TXT_000498,Mazerior Staff
PROPITEM_TXT_000500,Portel Staff
PROPITEM_TXT_000502,Darkhild Staff
PROPITEM_TXT_000504,Mariner Staff
PROPITEM_TXT_000506,Hexagon Staff
PROPITEM_TXT_000508,Remodic Staff
PROPITEM_TXT_000510,Fairel Staff
PROPITEM_TXT_000512,Elfyren Staff
PROPITEM_TXT_000514,Angeliker Staff
PROPITEM_TXT_000516,Fosharpen Staff
PROPITEM_TXT_000518,Cram Knuckle
PROPITEM_TXT_000520,Overam Knuckle
PROPITEM_TXT_000522,Speck Knuckle
PROPITEM_TXT_000524,Sardine Knuckle
PROPITEM_TXT_000526,Beetle Knuckle
PROPITEM_TXT_000528,Twit Knuckle
PROPITEM_TXT_000530,Sledge Knuckle
PROPITEM_TXT_000532,Xeno Knuckle
PROPITEM_TXT_000534,Spike Knuckle
PROPITEM_TXT_000536,Side Knuckle
PROPITEM_TXT_000538,Mega Knuckle
PROPITEM_TXT_000540,Talin Knuckle
PROPITEM_TXT_000542,Wedge Knuckle
PROPITEM_TXT_000544,Rigor Knuckle
PROPITEM_TXT_000546,Robin Knuckle
PROPITEM_TXT_000548,Rampart Knuckle
PROPITEM_TXT_000550,Trocal Knuckle
PROPITEM_TXT_000552,Revenant Knuckle
PROPITEM_TXT_000554,Shark Knuckle
PROPITEM_TXT_000556,Marvel Knuckle
PROPITEM_TXT_000558,Splin Knuckle
PROPITEM_TXT_000560,Overpass Knuckle
PROPITEM_TXT_000562,Azuma Knuckle
PROPITEM_TXT_000564,Gravity Knuckle
PROPITEM_TXT_000566,Scalemer Knuckle
PROPITEM_TXT_000568,Corean Knuckle
PROPITEM_TXT_000570,Redornfit Knuckle
PROPITEM_TXT_000572,Fistomber Knuckle
PROPITEM_TXT_000574,Samuren Knuckle
PROPITEM_TXT_000576,Edoren Knuckle
PROPITEM_TXT_000578,Necrynzi Knuckle
PROPITEM_TXT_000580,Skellock Knuckle
PROPITEM_TXT_000582,Crossail Knuckle
PROPITEM_TXT_000584,Goldross Knuckle
PROPITEM_TXT_000586,Clawreen Knuckle
PROPITEM_TXT_000588,Blesever Knuckle
PROPITEM_TXT_000590,Crecendo Knuckle
PROPITEM_TXT_000592,Muncuto Knuckle
PROPITEM_TXT_000594,Violeker Knuckle
PROPITEM_TXT_000596,Federhorn Knuckle
PROPITEM_TXT_000598,Metilver Knuckle
PROPITEM_TXT_000600,Knighteel Knuckle
PROPITEM_TXT_000602,Blarmor Knuckle
PROPITEM_TXT_000604,Lordorbl Knuckle
PROPITEM_TXT_000606,Iron Yo-Yo
PROPITEM_TXT_000608,Itun
PROPITEM_TXT_000610,Sleeper
PROPITEM_TXT_000612,Slepint
PROPITEM_TXT_000614,Cleeper
PROPITEM_TXT_000616,Client
PROPITEM_TXT_000618,Tri Finger
PROPITEM_TXT_000620,Tensu
PROPITEM_TXT_000622,Imperial
PROPITEM_TXT_000624,Emporer
PROPITEM_TXT_000626,Death Flower
PROPITEM_TXT_000628,Dicein
PROPITEM_TXT_000630,Hyper Mirage
PROPITEM_TXT_000632,Miragle
PROPITEM_TXT_000634,Fethertin Yo-Yo
PROPITEM_TXT_000636,Ridener
PROPITEM_TXT_000638,Free Hand
PROPITEM_TXT_000640,Firee
PROPITEM_TXT_000642,Hyper Impulse
PROPITEM_TXT_000644,Immote
PROPITEM_TXT_000646,Stealth Brain
PROPITEM_TXT_000648,Stencil
PROPITEM_TXT_000650,Red Eye
PROPITEM_TXT_000652,Repoyit
PROPITEM_TXT_000654,Gold Bug
PROPITEM_TXT_000656,Gelonde
PROPITEM_TXT_000658,Wing Force
PROPITEM_TXT_000660,Wingfull
PROPITEM_TXT_000662,Aqua Breath
PROPITEM_TXT_000664,Anakun
PROPITEM_TXT_000666,Circle Sica
PROPITEM_TXT_000668,Circern
PROPITEM_TXT_000670,Mirage Hander
PROPITEM_TXT_000672,Mishend
PROPITEM_TXT_000674,Sharpne Sling
PROPITEM_TXT_000676,Slinfes
PROPITEM_TXT_000678,Aranet
PROPITEM_TXT_000680,Akane
PROPITEM_TXT_000682,Clipeus
PROPITEM_TXT_000684,Clantob
PROPITEM_TXT_000686,Eclipse
PROPITEM_TXT_000688,Enaphoon
PROPITEM_TXT_000690,Corsesca
PROPITEM_TXT_000692,Coroner
PROPITEM_TXT_000694,Wooden Bow
PROPITEM_TXT_000696,Woodness Bow
PROPITEM_TXT_000698,Green Bow
PROPITEM_TXT_000700,Greentin Bow
PROPITEM_TXT_000702,Stinger Bow
PROPITEM_TXT_000704,Stienger Bow
PROPITEM_TXT_000706,Classic Bow
PROPITEM_TXT_000708,Clasemit Bow
PROPITEM_TXT_000710,Redwing Bow
PROPITEM_TXT_000712,Redianer Bow
PROPITEM_TXT_000714,Crystal Bow
PROPITEM_TXT_000716,Cristia Bow
PROPITEM_TXT_000718,Iron Bow
PROPITEM_TXT_000720,Irun Bow
PROPITEM_TXT_000722,Layered Bow
PROPITEM_TXT_000724,Refometi Bow
PROPITEM_TXT_000726,Crusader Bow
PROPITEM_TXT_000728,Curusier Bow
PROPITEM_TXT_000730,Siege Bow
PROPITEM_TXT_000732,Siggers Bow
PROPITEM_TXT_000734,Full Metal Bow
PROPITEM_TXT_000736,Fullarch Bow
PROPITEM_TXT_000738,Sentinel Bow
PROPITEM_TXT_000740,Setien Bow
PROPITEM_TXT_000742,Velinjack Bow
PROPITEM_TXT_000744,Varife Bow
PROPITEM_TXT_000746,Darkness bow
PROPITEM_TXT_000748,Defnan Bow
PROPITEM_TXT_000750,Hydra Bow
PROPITEM_TXT_000752,Hydron Bow
PROPITEM_TXT_000754,Saint Bow
PROPITEM_TXT_000756,Cenatin Bow
PROPITEM_TXT_000758,Ciclone Bow
PROPITEM_TXT_000760,Cyron Bow
PROPITEM_TXT_000762,Saythpair Bow
PROPITEM_TXT_000764,Sionic Bow
PROPITEM_TXT_000766,Ragonail Bow
PROPITEM_TXT_000768,Regen Bow
PROPITEM_TXT_000770,Phionix Bow
PROPITEM_TXT_000772,Fiont Bow
PROPITEM_TXT_000774,Brikiel Bow
PROPITEM_TXT_000776,Brouton Bow
PROPITEM_TXT_000778,Seintibine Bow
PROPITEM_TXT_000780,Sevoy Bow
PROPITEM_TXT_000782,Pike Helmet
PROPITEM_TXT_000784,Silk Helmet
PROPITEM_TXT_000786,Iner Helmet
PROPITEM_TXT_000788,Rose Helmet
PROPITEM_TXT_000790,Cotton Suit
PROPITEM_TXT_000792,Pike Suit
PROPITEM_TXT_000794,Iner Suit
PROPITEM_TXT_000796,Cream Suit
PROPITEM_TXT_000798,Silk Suit
PROPITEM_TXT_000800,Rose Suit
PROPITEM_TXT_000802,Cotton Gauntlets
PROPITEM_TXT_000804,Pike Gauntlets
PROPITEM_TXT_000806,Iner Gauntlets
PROPITEM_TXT_000808,Cream Gauntlets
PROPITEM_TXT_000810,Silk Gauntlets
PROPITEM_TXT_000812,Rose Gauntlets
PROPITEM_TXT_000814,Cotton Boots
PROPITEM_TXT_000816,Pike Boots
PROPITEM_TXT_000818,Iner Boots
PROPITEM_TXT_000820,Cream Boots
PROPITEM_TXT_000822,Silk Boots
PROPITEM_TXT_000824,Rose Boots
PROPITEM_TXT_000826,Leaf Helmet
PROPITEM_TXT_000828,Leaf Suit
PROPITEM_TXT_000830,Leaf Gauntlets
PROPITEM_TXT_000832,Leaf Boots
PROPITEM_TXT_000834,Parmil Helmet
PROPITEM_TXT_000836,Parmil Suit
PROPITEM_TXT_000838,Parmil Gauntlets
PROPITEM_TXT_000840,Parmil Boots
PROPITEM_TXT_000842,Flower Helmet
PROPITEM_TXT_000844,Flower Suit
PROPITEM_TXT_000846,Flower Gauntlets
PROPITEM_TXT_000848,Flower Boots
PROPITEM_TXT_000850,Petal Helmet
PROPITEM_TXT_000852,Petal Suit
PROPITEM_TXT_000854,Petal Gauntlets
PROPITEM_TXT_000856,Petal Boots
PROPITEM_TXT_000858,Stinger Helmet
PROPITEM_TXT_000860,Stinger Suit
PROPITEM_TXT_000862,Stinger Gauntlets
PROPITEM_TXT_000864,Stinger Boots
PROPITEM_TXT_000866,Slepint Helmet
PROPITEM_TXT_000868,Slepint Suit
PROPITEM_TXT_000870,Slepint Gauntlets
PROPITEM_TXT_000872,Slepint Boots
PROPITEM_TXT_000874,Curus Helmet
PROPITEM_TXT_000876,Curus Suit
PROPITEM_TXT_000878,Curus Gauntlets
PROPITEM_TXT_000880,Curus Boots
PROPITEM_TXT_000882,Sardine Helmet
PROPITEM_TXT_000884,Sardine Suit
PROPITEM_TXT_000886,Sardine Gauntlets
PROPITEM_TXT_000888,Sardine Boots
PROPITEM_TXT_000890,Niz Helmet
PROPITEM_TXT_000892,Niz Suit
PROPITEM_TXT_000894,Niz Gauntlets
PROPITEM_TXT_000896,Niz Boots
PROPITEM_TXT_000898,Seer Helmet
PROPITEM_TXT_000900,Seer Suit
PROPITEM_TXT_000902,Seer Gauntlets
PROPITEM_TXT_000904,Seer Boots
PROPITEM_TXT_000906,Cylos Helmet
PROPITEM_TXT_000908,Cylos Suit
PROPITEM_TXT_000910,Cylos Gauntlets
PROPITEM_TXT_000912,Cylos Boots
PROPITEM_TXT_000914,Comet Helmet
PROPITEM_TXT_000916,Comet Suit
PROPITEM_TXT_000918,Comet Gauntlets
PROPITEM_TXT_000920,Comet Boots
PROPITEM_TXT_000922,Miracle Helmet
PROPITEM_TXT_000924,Miracle Suit
PROPITEM_TXT_000926,Miracle Gauntlets
PROPITEM_TXT_000928,Miracle Boots
PROPITEM_TXT_000930,Layered Helmet
PROPITEM_TXT_000932,Layered Suit
PROPITEM_TXT_000934,Layered Gauntlets
PROPITEM_TXT_000936,Layered Boots
PROPITEM_TXT_000938,Sayram Helmet
PROPITEM_TXT_000940,Sayram Suit
PROPITEM_TXT_000942,Sayram Gauntlets
PROPITEM_TXT_000944,Sayram Boots
PROPITEM_TXT_000946,Talin Helmet
PROPITEM_TXT_000948,Talin Suit
PROPITEM_TXT_000950,Talin Gauntlets
PROPITEM_TXT_000952,Talin Boots
PROPITEM_TXT_000954,Merr Helmet
PROPITEM_TXT_000956,Merr Suit
PROPITEM_TXT_000958,Merr Gauntlets
PROPITEM_TXT_000960,Merr Boots
PROPITEM_TXT_000962,Sorain Helmet
PROPITEM_TXT_000964,Sorain Suit
PROPITEM_TXT_000966,Sorain Gauntlets
PROPITEM_TXT_000968,Sorain Boots
PROPITEM_TXT_000970,Stitch Helmet
PROPITEM_TXT_000972,Stitch Suit
PROPITEM_TXT_000974,Stitch Gauntlets
PROPITEM_TXT_000976,Stitch Boots
PROPITEM_TXT_000978,Panggril Helmet
PROPITEM_TXT_000980,Panggril Suit
PROPITEM_TXT_000982,Panggril Gauntlets
PROPITEM_TXT_000984,Panggril Boots
PROPITEM_TXT_000986,Hyper Helmet
PROPITEM_TXT_000988,Hyper Suit
PROPITEM_TXT_000990,Hyper Gauntlets
PROPITEM_TXT_000992,Hyper Boots
PROPITEM_TXT_000994,Cruiser Helmet
PROPITEM_TXT_000996,Cruiser Suit
PROPITEM_TXT_000998,Cruiser Gauntlets
PROPITEM_TXT_001000,Cruiser Boots
PROPITEM_TXT_001002,Flury Helmet
PROPITEM_TXT_001004,Flury Suit
PROPITEM_TXT_001006,Flury Gauntlets
PROPITEM_TXT_001008,Flury Boots
PROPITEM_TXT_001010,Wedge Helmet
PROPITEM_TXT_001012,Wedge Suit
PROPITEM_TXT_001014,Wedge Gauntlets
PROPITEM_TXT_001016,Wedge Boots
PROPITEM_TXT_001018,Misty Helmet
PROPITEM_TXT_001020,Misty Suit
PROPITEM_TXT_001022,Misty Gauntlets
PROPITEM_TXT_001024,Misty Boots
PROPITEM_TXT_001026,Teba Helmet
PROPITEM_TXT_001028,Teba Suit
PROPITEM_TXT_001030,Teba Gauntlets
PROPITEM_TXT_001032,Teba Boots
PROPITEM_TXT_001034,Recorn Helmet
PROPITEM_TXT_001036,Recorn Suit
PROPITEM_TXT_001038,Recorn Gauntlets
PROPITEM_TXT_001040,Recorn Boots
PROPITEM_TXT_001042,Rescorn Helmet
PROPITEM_TXT_001044,Rescorn Suit
PROPITEM_TXT_001046,Rescorn Gauntlets
PROPITEM_TXT_001048,Rescorn Boots
PROPITEM_TXT_001050,Rebron Helmet
PROPITEM_TXT_001052,Rebron Suit
PROPITEM_TXT_001054,Rebron Gauntlets
PROPITEM_TXT_001056,Rebron Boots
PROPITEM_TXT_001058,Restron Helmet
PROPITEM_TXT_001060,Restron Suit
PROPITEM_TXT_001062,Restron Gauntlets
PROPITEM_TXT_001064,Restron Boots
PROPITEM_TXT_001066,Shurand Helmet
PROPITEM_TXT_001068,Shurand Suit
PROPITEM_TXT_001070,Shurand Gauntlets
PROPITEM_TXT_001072,Shurand Boots
PROPITEM_TXT_001074,Shuran Helmet
PROPITEM_TXT_001076,Shuran Suit
PROPITEM_TXT_001078,Shuran Gauntlets
PROPITEM_TXT_001080,Shuran Boots
PROPITEM_TXT_001082,Ahes Helmet
PROPITEM_TXT_001084,Ahes Suit
PROPITEM_TXT_001086,Ahes Gauntlets
PROPITEM_TXT_001088,Ahes Boots
PROPITEM_TXT_001090,Anoos Helmet
PROPITEM_TXT_001092,Anoos Suit
PROPITEM_TXT_001094,Anoos Gauntlets
PROPITEM_TXT_001096,Anoos Boots
PROPITEM_TXT_001098,Warpon Helmet
PROPITEM_TXT_001100,Warpon Suit
PROPITEM_TXT_001102,Warpon Gauntlets
PROPITEM_TXT_001104,Warpon Boots
PROPITEM_TXT_001106,Warspon Helmet
PROPITEM_TXT_001108,Warspon Suit
PROPITEM_TXT_001110,Warspon Gauntlets
PROPITEM_TXT_001112,Warspon Boots
PROPITEM_TXT_001114,Wees Helmet
PROPITEM_TXT_001116,Wees Suit
PROPITEM_TXT_001118,Wees Gauntlets
PROPITEM_TXT_001120,Wees Boots
PROPITEM_TXT_001122,Weeshian Helmet
PROPITEM_TXT_001124,Weeshian Suit
PROPITEM_TXT_001126,Weeshian Gauntlets
PROPITEM_TXT_001128,Weeshian Boots
PROPITEM_TXT_001130,Ectro Helmet
PROPITEM_TXT_001132,Ectro Suit
PROPITEM_TXT_001134,Ectro Gauntlets
PROPITEM_TXT_001136,Ectro Boots
PROPITEM_TXT_001138,Extro Helmet
PROPITEM_TXT_001140,Extro Suit
PROPITEM_TXT_001142,Extro Gauntlets
PROPITEM_TXT_001144,Extro Boots
PROPITEM_TXT_001146,Einy Helmet
PROPITEM_TXT_001148,Einy Suit
PROPITEM_TXT_001150,Einy Gauntlets
PROPITEM_TXT_001152,Einy Boots
PROPITEM_TXT_001154,Akan Helmet
PROPITEM_TXT_001156,Akan Suit
PROPITEM_TXT_001158,Akan Gauntlets
PROPITEM_TXT_001160,Akan Boots
PROPITEM_TXT_001162,Dayst Helmet
PROPITEM_TXT_001164,Dayst Suit
PROPITEM_TXT_001166,Dayst Gauntlets
PROPITEM_TXT_001168,Dayst Boots
PROPITEM_TXT_001170,Dest Helmet
PROPITEM_TXT_001172,Dest Suit
PROPITEM_TXT_001174,Dest Gauntlets
PROPITEM_TXT_001176,Dest Boots
PROPITEM_TXT_001178,Hanes Helmet
PROPITEM_TXT_001180,Hanes Suit
PROPITEM_TXT_001182,Hanes Gauntlets
PROPITEM_TXT_001184,Hanes Boots
PROPITEM_TXT_001186,Haganes Helmet
PROPITEM_TXT_001188,Haganes Suit
PROPITEM_TXT_001190,Haganes Gauntlets
PROPITEM_TXT_001192,Haganes Boots
PROPITEM_TXT_001194,Katria Helmet
PROPITEM_TXT_001196,Katria Suit
PROPITEM_TXT_001198,Katria Gauntlets
PROPITEM_TXT_001200,Katria Boots
PROPITEM_TXT_001202,Kanarin Helmet
PROPITEM_TXT_001204,Kanarin Suit
PROPITEM_TXT_001206,Kanarin Gauntlets
PROPITEM_TXT_001208,Kanarin Boots
PROPITEM_TXT_001210,Restra Helmet
PROPITEM_TXT_001212,Restra Suit
PROPITEM_TXT_001214,Restra Gauntlets
PROPITEM_TXT_001216,Restra Boots
PROPITEM_TXT_001218,Rasra Helmet
PROPITEM_TXT_001220,Rasra Suit
PROPITEM_TXT_001222,Rasra Gauntlets
PROPITEM_TXT_001224,Rasra Boots
PROPITEM_TXT_001226,Neis Helmet
PROPITEM_TXT_001228,Neis Suit
PROPITEM_TXT_001230,Neis Gauntlets
PROPITEM_TXT_001232,Neis Boots
PROPITEM_TXT_001234,Nation Helmet
PROPITEM_TXT_001236,Nation Suit
PROPITEM_TXT_001238,Nation Gauntlets
PROPITEM_TXT_001240,Nation Boots
PROPITEM_TXT_001242,Oska Helmet
PROPITEM_TXT_001244,Oska Suit
PROPITEM_TXT_001246,Oska Gauntlets
PROPITEM_TXT_001248,Oska Boots
PROPITEM_TXT_001250,Okas Helmet
PROPITEM_TXT_001252,Okas Suit
PROPITEM_TXT_001254,Okas Gauntlets
PROPITEM_TXT_001256,Okas Boots
PROPITEM_TXT_001258,Asren Helmet
PROPITEM_TXT_001260,Asren Suit
PROPITEM_TXT_001262,Asren Gauntlets
PROPITEM_TXT_001264,Asren Boots
PROPITEM_TXT_001266,Aren Helmet
