Key,English
PROPMOVER_TXT_000246,Small Driller
PROPMOVER_TXT_000248,Driller
PROPMOVER_TXT_000250,Captain Driller
PROPMOVER_TXT_000252,Giant Driller
PROPMOVER_TXT_000254,Small Volt
PROPMOVER_TXT_000256,Volt
PROPMOVER_TXT_000258,Captain Volt
PROPMOVER_TXT_000260,Giant Volt
PROPMOVER_TXT_000262,Small Elderguard
PROPMOVER_TXT_000264,Elderguard
PROPMOVER_TXT_000266,Captain Elderguard
PROPMOVER_TXT_000268,Giant Elderguard
PROPMOVER_TXT_000270,Small Garbagespider
PROPMOVER_TXT_000272,Garbagespider
PROPMOVER_TXT_000274,Captain Garbagespider
PROPMOVER_TXT_000276,Giant Garbagespider
PROPMOVER_TXT_000278,Small Crane Machinery
PROPMOVER_TXT_000280,Crane Machinery
PROPMOVER_TXT_000282,Captain Crane Machinery
PROPMOVER_TXT_000284,Giant Crane Machinery
PROPMOVER_TXT_000286,Small Mothbee
PROPMOVER_TXT_000288,Mothbee
PROPMOVER_TXT_000290,Captain Mothbee
PROPMOVER_TXT_000292,Giant Mothbee
PROPMOVER_TXT_000294,Small Flybrigen
PROPMOVER_TXT_000296,Flybrigen
PROPMOVER_TXT_000298,Captain Flybrigen
PROPMOVER_TXT_000300,Giant Flybrigen
PROPMOVER_TXT_000302,Small Rockepeller
PROPMOVER_TXT_000304,Rockepeller
PROPMOVER_TXT_000306,Captain Rockepeller
PROPMOVER_TXT_000308,Giant Rockepeller
PROPMOVER_TXT_000318,Pawn Popcrank
PROPMOVER_TXT_000320,Knight Popcrank
PROPMOVER_TXT_000322,Rook Popcrank
PROPMOVER_TXT_000324,Bishop Popcrank
PROPMOVER_TXT_000326,Small Greemong
PROPMOVER_TXT_000328,Greemong
PROPMOVER_TXT_000330,Captain Greemong
PROPMOVER_TXT_000332,Giant Greemong
PROPMOVER_TXT_000336,Roy
PROPMOVER_TXT_000338,Cardinal Guardian
PROPMOVER_TXT_000350,Small Carrierbomb
PROPMOVER_TXT_000352,Carrierbomb
PROPMOVER_TXT_000354,Captain Carrierbomb
PROPMOVER_TXT_000356,Giant Carrierbomb
PROPMOVER_TXT_000382,Clockworks
PROPMOVER_TXT_000392,Small Nuctuvehicle
PROPMOVER_TXT_000394,Nuctuvehicle
PROPMOVER_TXT_000396,Captain Nuctuvehicle
PROPMOVER_TXT_000398,Giant Nuctuvehicle
PROPMOVER_TXT_000400,Young Syliaca
PROPMOVER_TXT_000402,Syliaca
PROPMOVER_TXT_000404,Grownup Syliaca
PROPMOVER_TXT_000406,Giant Syliaca
PROPMOVER_TXT_000408,Small Risem
PROPMOVER_TXT_000410,Risem
PROPMOVER_TXT_000412,Captain Risem
PROPMOVER_TXT_000414,Giant Risem
PROPMOVER_TXT_000416,Small Zombiger
PROPMOVER_TXT_000418,Zombiger
PROPMOVER_TXT_000420,Captain Zombiger
PROPMOVER_TXT_000422,Giant Zombiger
PROPMOVER_TXT_000424,Small Flybat
PROPMOVER_TXT_000426,Flybat
PROPMOVER_TXT_000428,Captain Flybat
PROPMOVER_TXT_000430,Giant Flybat
PROPMOVER_TXT_000432,Small Bucrow
PROPMOVER_TXT_000434,Bucrow
PROPMOVER_TXT_000436,Captain Bucrow
PROPMOVER_TXT_000438,Giant Bucrow
PROPMOVER_TXT_000440,Small Scorpicon
PROPMOVER_TXT_000442,Scorpicon
PROPMOVER_TXT_000444,Captain Scorpicon
PROPMOVER_TXT_000446,Giant Scorpicon
PROPMOVER_TXT_000448,Small Trangfoma
PROPMOVER_TXT_000450,Trangfoma
PROPMOVER_TXT_000452,Captain Trangfoma
PROPMOVER_TXT_000454,Giant Trangfoma
PROPMOVER_TXT_000456,Mine Catcher
PROPMOVER_TXT_000458,Erons Catcher
PROPMOVER_TXT_000460,Krasec Catcher
PROPMOVER_TXT_000462,Guru Catcher
PROPMOVER_TXT_000464,Small Grrr
PROPMOVER_TXT_000466,Grrr
PROPMOVER_TXT_000468,Captain Grrr
PROPMOVER_TXT_000470,Giant Grrr
PROPMOVER_TXT_000472,Small Dump
PROPMOVER_TXT_000474,Dump
PROPMOVER_TXT_000476,Captain Dump
PROPMOVER_TXT_000478,Giant Dump
PROPMOVER_TXT_000480,Small Nautrepy
PROPMOVER_TXT_000482,Nautrepy
PROPMOVER_TXT_000484,Captain Nautrepy
PROPMOVER_TXT_000486,Giant Nautrepy
PROPMOVER_TXT_000488,Small Boo
PROPMOVER_TXT_000490,Boo
PROPMOVER_TXT_000492,Captain Boo
PROPMOVER_TXT_000494,Giant Boo
PROPMOVER_TXT_000496,Small Hoppre
PROPMOVER_TXT_000498,Hoppre
PROPMOVER_TXT_000500,Captain Hoppre
PROPMOVER_TXT_000502,Giant Hoppre
PROPMOVER_TXT_000504,Small Mushpoie
PROPMOVER_TXT_000506,Mushpoie
PROPMOVER_TXT_000508,Captain Mushpoie
PROPMOVER_TXT_000510,Giant Mushpoie
PROPMOVER_TXT_000512,Small Iren
PROPMOVER_TXT_000514,Iren
PROPMOVER_TXT_000516,Captain Iren
PROPMOVER_TXT_000518,Giant Iren
PROPMOVER_TXT_000520,Small Watangka
PROPMOVER_TXT_000522,Watangka
PROPMOVER_TXT_000524,Captain Watangka
PROPMOVER_TXT_000526,Giant Watangka
PROPMOVER_TXT_000528,Small Antiquery
PROPMOVER_TXT_000530,Antiquery
PROPMOVER_TXT_000532,Captain Antiquery
PROPMOVER_TXT_000534,Giant Antiquery
PROPMOVER_TXT_000536,Small Luia
PROPMOVER_TXT_000538,Luia
PROPMOVER_TXT_000540,Captain Luia
PROPMOVER_TXT_000542,Giant Luia
PROPMOVER_TXT_000544,Small Gongury
PROPMOVER_TXT_000546,Gongury
PROPMOVER_TXT_000548,Captain Gongury
PROPMOVER_TXT_000550,Giant Gongury
PROPMOVER_TXT_000552,Small Shuhamma
PROPMOVER_TXT_000554,Shuhamma
PROPMOVER_TXT_000556,Captain Shuhamma
PROPMOVER_TXT_000558,Giant Shuhamma
PROPMOVER_TXT_000560,Small Kern
PROPMOVER_TXT_000562,Kern
PROPMOVER_TXT_000564,Captain Kern
PROPMOVER_TXT_000566,Giant Kern
PROPMOVER_TXT_000568,Small Glaphan
PROPMOVER_TXT_000570,Glaphan
PROPMOVER_TXT_000572,Captain Glaphan
PROPMOVER_TXT_000574,Giant Glaphan
PROPMOVER_TXT_000576,Trainee Chef Muffrin
PROPMOVER_TXT_000578,3rd Chef Muffrin
PROPMOVER_TXT_000580,2nd Chef Muffrin
PROPMOVER_TXT_000582,1st Chef Muffrin
PROPMOVER_TXT_000584,Mutant Fefern
PROPMOVER_TXT_000586,Mutant Fefern King
PROPMOVER_TXT_000588,Mutant Giant 2nd Class Fefern
PROPMOVER_TXT_000590,Mutant Nyangnyang
PROPMOVER_TXT_000592,Mutant Nyangnyang Queen
PROPMOVER_TXT_000594,Mutant Giant Nyangnyang
PROPMOVER_TXT_000596,Mutant Bang
PROPMOVER_TXT_000598,Mutant Boss Bang
PROPMOVER_TXT_000600,Mutant Giant Bang King
PROPMOVER_TXT_000602,Worm Veduque
PROPMOVER_TXT_000604,Serus Uriel
PROPMOVER_TXT_000606,Vice Veduque
PROPMOVER_TXT_000608,Brazenface Pukepuke
PROPMOVER_TXT_000610,Heartless Bang
PROPMOVER_TXT_000612,Tough Rock Muscle
PROPMOVER_TXT_000614,Flying Aibatt
PROPMOVER_TXT_000616,Beast Mr. Pumpkin
PROPMOVER_TXT_000618,Master Demian
PROPMOVER_TXT_000620,Master Keakoon
PROPMOVER_TXT_000622,Master Muffrin
PROPMOVER_TXT_000624,Info-Pang
PROPMOVER_TXT_000626,Losha
PROPMOVER_TXT_000628,Boboku
PROPMOVER_TXT_000630,Julia
PROPMOVER_TXT_000632,Lui
PROPMOVER_TXT_000634,Marche
PROPMOVER_TXT_000636,Bulrox
PROPMOVER_TXT_000638,Tina
PROPMOVER_TXT_000640,Karin
PROPMOVER_TXT_000642,Martin
PROPMOVER_TXT_000644,Bill
PROPMOVER_TXT_000646,Dwarpet
PROPMOVER_TXT_000648,Master Dwarpet
PROPMOVER_TXT_000650,Iblis
PROPMOVER_TXT_000652,Shade
PROPMOVER_TXT_000654,Stima
PROPMOVER_TXT_000656,Phacham
PROPMOVER_TXT_000658,Bubble
PROPMOVER_TXT_000660,Rhine
PROPMOVER_TXT_000662,Roocky
PROPMOVER_TXT_000664,Ollien
PROPMOVER_TXT_000666,Haven
PROPMOVER_TXT_000668,Chitller
PROPMOVER_TXT_000670,Bolpor
PROPMOVER_TXT_000672,Almani
PROPMOVER_TXT_000674,Achaben
PROPMOVER_TXT_000676,Eshylop
PROPMOVER_TXT_000678,Remine
PROPMOVER_TXT_000680,Unknown
PROPMOVER_TXT_000682,Agent
PROPMOVER_TXT_000684,Ancimys
PROPMOVER_TXT_000686,Guardian
PROPMOVER_TXT_000688,Captain Guard
PROPMOVER_TXT_000692,Venel Guardian
PROPMOVER_TXT_000694,Ren
PROPMOVER_TXT_000696,Rubo
PROPMOVER_TXT_000698,Sisif
PROPMOVER_TXT_000700,Shuraiture
PROPMOVER_TXT_000702,Babari
PROPMOVER_TXT_000704,Chaner
PROPMOVER_TXT_000706,Seido
PROPMOVER_TXT_000708,Red Bang Troupe Member
PROPMOVER_TXT_000710,Emerald Mantis
PROPMOVER_TXT_000712,Lord Bang Hanoyan
PROPMOVER_TXT_000714,Member of the Violet Magician Troupe
PROPMOVER_TXT_000716,Master of the Violet Magician Troupe
PROPMOVER_TXT_000718,Grand Master of the Violet Magician Troupe
PROPMOVER_TXT_000720,Red Bang Troupe Leader
PROPMOVER_TXT_000722,Lord Bang
PROPMOVER_TXT_000724,Organigor
PROPMOVER_TXT_000726,Gangard
PROPMOVER_TXT_000728,Hadeseor
PROPMOVER_TXT_000730,Santa
PROPMOVER_TXT_000732,Priest
PROPMOVER_TXT_000734,Guard
PROPMOVER_TXT_000736,Chaos Guard
PROPMOVER_TXT_000738,Criminal Fefern
PROPMOVER_TXT_000740,Criminal Wagsaac
PROPMOVER_TXT_000742,Criminal Mr. Pumpkin
PROPMOVER_TXT_000744,Criminal Giggle Box
PROPMOVER_TXT_000746,Criminal Hobo
PROPMOVER_TXT_000748,Criminal Cardpuppet
PROPMOVER_TXT_000750,Criminal Basque
PROPMOVER_TXT_000752,Criminal Leyena
PROPMOVER_TXT_000754,Criminal Steel Knight
PROPMOVER_TXT_000756,Criminal Volt
PROPMOVER_TXT_000758,Criminal Garbagespider
PROPMOVER_TXT_000760,Criminal Greemong
PROPMOVER_TXT_000762,Criminal Hoppre
PROPMOVER_TXT_000764,Criminal Iren
PROPMOVER_TXT_000766,Criminal Watangka
PROPMOVER_TXT_000768,Criminal Luia
PROPMOVER_TXT_000770,Criminal Shuhamma
PROPMOVER_TXT_000772,Criminal Glaphan
PROPMOVER_TXT_000774,Keakoon Worker
PROPMOVER_TXT_000776,Keakoon Guard
PROPMOVER_TXT_000778,Keakoon Worker Leader
PROPMOVER_TXT_000780,Keakoon Guard Leader
PROPMOVER_TXT_000782,Elite Keakoon Worker
PROPMOVER_TXT_000784,Elite Keakoon Guard
PROPMOVER_TXT_000786,Elite Keakoon Worker Leader
PROPMOVER_TXT_000788,Elite Keakoon Guard Leader
PROPMOVER_TXT_000790,Mutant Keakoon Worker
PROPMOVER_TXT_000792,Mutant Keakoon Guard
PROPMOVER_TXT_000794,Mutant Keakoon Worker Leader
PROPMOVER_TXT_000796,Mutant Keakoon Guard Leader
PROPMOVER_TXT_000798,Pink Roach
PROPMOVER_TXT_000800,Blue Roach
PROPMOVER_TXT_000802,Pink Roach Queen
PROPMOVER_TXT_000804,Blue Roach Queen
PROPMOVER_TXT_000806,Pink Roach Larva
PROPMOVER_TXT_000808,Blue Roach Larva
PROPMOVER_TXT_000810,Green Trillipy
PROPMOVER_TXT_000812,Hazardous Green Trillipy
PROPMOVER_TXT_000814,Violet Trillipy
PROPMOVER_TXT_000816,Hazardous Violet Trillipy
PROPMOVER_TXT_000818,Blood Trillipy
PROPMOVER_TXT_000820,Hazardous Blood Trillipy
PROPMOVER_TXT_000822,Chimeradon
PROPMOVER_TXT_000824,Giant Chimeradon
PROPMOVER_TXT_000826,Meteonyker
PROPMOVER_TXT_000828,Baby Lawolf
PROPMOVER_TXT_000830,Baby Aibatt
PROPMOVER_TXT_000832,Baby Leyena
PROPMOVER_TXT_000834,Baby Luia
PROPMOVER_TXT_000836,Kitty
PROPMOVER_TXT_000838,Doggy
PROPMOVER_TXT_000840,Ant Turtle
PROPMOVER_TXT_000842,Hammer Kick
PROPMOVER_TXT_000844,Big Muscle
PROPMOVER_TXT_000846,Krrr
PROPMOVER_TXT_000848,Mushmoot
PROPMOVER_TXT_000852,Beast Zombiger
PROPMOVER_TXT_000854,Lord Clockworks Alpha
PROPMOVER_TXT_000856,Brigadier General Crumple
PROPMOVER_TXT_000858,Lieutenant General Scythoid
PROPMOVER_TXT_000860,Air Marshall Spiketail
PROPMOVER_TXT_000862,General Glyphaxz
PROPMOVER_TXT_000866,Soccerball Angel
PROPMOVER_TXT_000868,Kidler
PROPMOVER_TXT_000870,Shacalpion
PROPMOVER_TXT_000872,Hoiren
PROPMOVER_TXT_000874,Hunter X
PROPMOVER_TXT_000876,Kynsy
PROPMOVER_TXT_000878,Iblis Crasher
PROPMOVER_TXT_000880,Iblis Poisoner
PROPMOVER_TXT_000882,Iblis Wrecker
PROPMOVER_TXT_000884,Iblis Destroyer
PROPMOVER_TXT_000886,Iblis Puppet
PROPMOVER_TXT_000888,Iblis Thief
PROPMOVER_TXT_000890,Iblis Guardian
PROPMOVER_TXT_000892,Iblis Quaker
PROPMOVER_TXT_000894,Iblis Mushellizer
PROPMOVER_TXT_000896,Iblis Leanes
PROPMOVER_TXT_000898,Iblis Red Otem
PROPMOVER_TXT_000900,Iblis Black Otem
PROPMOVER_TXT_000902,Iblis Boxter
PROPMOVER_TXT_000904,Iblis Dandysher
PROPMOVER_TXT_000906,Chitos
PROPMOVER_TXT_000908,Clocks
PROPMOVER_TXT_000910,Soldier Chimeradon
PROPMOVER_TXT_000912,Brigadier Chimeradon
PROPMOVER_TXT_000914,Major Chimeradon
PROPMOVER_TXT_000916,Lieutenant Chimeradon
PROPMOVER_TXT_000918,General Chimeradon
PROPMOVER_TXT_000920,Private Bearnerky
PROPMOVER_TXT_000922,Specialist Bearnerky
PROPMOVER_TXT_000924,Sergeant Bearnerky
PROPMOVER_TXT_000926,Captain Bearnerky
PROPMOVER_TXT_000928,General Bearnerky
PROPMOVER_TXT_000930,Great Chef Muffrin
PROPMOVER_TXT_000932,Queen Popcrank
PROPMOVER_TXT_000934,Baby Polar Bear
PROPMOVER_TXT_000936,Polar Bear
PROPMOVER_TXT_000946,Mailbox
PROPMOVER_TXT_000950,Blue Meteonyker
PROPMOVER_TXT_000954,Baby Penguin
PROPMOVER_TXT_000956,Baby Iguana
PROPMOVER_TXT_000958,Baby Cobra
PROPMOVER_TXT_000960,Egg
PROPMOVER_TXT_000962,White Tiger
PROPMOVER_TXT_000966,Babari Lion
PROPMOVER_TXT_000970,Rabbit
PROPMOVER_TXT_000974,Dragon
PROPMOVER_TXT_000978,Unicorn
PROPMOVER_TXT_000982,Old Fox
PROPMOVER_TXT_000986,Griffin
PROPMOVER_TXT_000987,Angel
PROPMOVER_TXT_000988,King Crab
PROPMOVER_TXT_000996,Gambler
PROPMOVER_TXT_000998,Hair Designer
PROPMOVER_TXT_001000,Make-Up Artist
PROPMOVER_TXT_001002,Pet Tamer
PROPMOVER_TXT_001010,Behemoth
PROPMOVER_TXT_001012,Hellion
PROPMOVER_TXT_001014,Jackalope
PROPMOVER_TXT_001016,Bahamut
PROPMOVER_TXT_001018,Nightmare
PROPMOVER_TXT_001020,Reinecke
PROPMOVER_TXT_001022,Hippogryph
PROPMOVER_TXT_001024,Cute Frog
PROPMOVER_TXT_001026,Cute Hamburger
PROPMOVER_TXT_001028,Baby Turtle
PROPMOVER_TXT_001034,Baby Chicken
PROPMOVER_TXT_001036,Baby Cow
PROPMOVER_TXT_001038,Baby Beagle
PROPMOVER_TXT_001040,Baby Blue Dragon
PROPMOVER_TXT_001042,Baby Hamster
PROPMOVER_TXT_001044,Baby Horse
PROPMOVER_TXT_001046,Baby Monkey
PROPMOVER_TXT_001048,Baby Pig
PROPMOVER_TXT_001050,Baby Rabbit
PROPMOVER_TXT_001052,Cute Lamb
PROPMOVER_TXT_001054,Baby Tiger
PROPMOVER_TXT_001076,Small Maid Cardpuppet
PROPMOVER_TXT_001078,Small Mia
PROPMOVER_TXT_001080,Baby Black Dragon
PROPMOVER_TXT_001196,Baby Yetti
PROPMOVER_TXT_001300,[Guildwar Manager] Frankie
PROPMOVER_TXT_001302,[Guildwar Manager] Donaris
PROPMOVER_TXT_001304,[1vs1Guildwar Manager] Amos
PROPMOVER_TXT_001306,[1vs1Guildwar Manager] Annie
PROPMOVER_TXT_001308,[Arena Manager] Lay
PROPMOVER_TXT_001310,Mayor
PROPMOVER_TXT_001318,English Bulldog
PROPMOVER_TXT_001320,Naughty Ghost
PROPMOVER_TXT_001322,Baby Fu Lion
PROPMOVER_TXT_001324,Smart Owl
PROPMOVER_TXT_001326,Patches
PROPMOVER_TXT_001328,Cute Robot
PROPMOVER_TXT_001330,Baby Bang
PROPMOVER_TXT_001332,Baby Panda
PROPMOVER_TXT_001334,Red Armored Tigar
PROPMOVER_TXT_001336,Blue Armored Tigar
PROPMOVER_TXT_001338,Yellow Armored Tigar
PROPMOVER_TXT_001446,Tommy Toucan
PROPMOVER_TXT_001452,Johnny Four-Wheels
PROPMOVER_TXT_001460,Tiny Tanuki
PROPMOVER_TXT_001466,Inisis
PROPMOVER_TXT_001496,Mini Santa
PROPMOVER_TXT_001498,Mini Snowman
PROPMOVER_TXT_001504,Little Lykan
PROPMOVER_TXT_001554,Joey
PROPMOVER_TXT_001556,Spike
PROPMOVER_TXT_001558,Lumia
PROPMOVER_TXT_001560,Inspector Koko
PROPMOVER_TXT_001564,Cheshire Cat
PROPMOVER_TXT_001566,The White Rabbit
PROPMOVER_TXT_001568,Tiger Cub
PROPMOVER_TXT_001586,Bone Golem
PROPMOVER_TXT_001588,Mocomochi
PROPMOVER_TXT_001590,Soul Dancer
PROPMOVER_TXT_001592,Clockworks Butler
PROPMOVER_TXT_001628,[Village Chief] Huntrang
PROPMOVER_TXT_001630,[Quest Office] Miorang
PROPMOVER_TXT_001654,[Crackshooter Master] Meiarun
PROPMOVER_TXT_001656,[Arcanist Master] Howrang
PROPMOVER_TXT_001680,Cheirang
PROPMOVER_TXT_001714,[Rock Scissor Paper NPC] Demian
PROPMOVER_TXT_001716,Chameleon
PROPMOVER_TXT_001804,Braaaaains
PROPMOVER_TXT_001814,Male Zombie
PROPMOVER_TXT_001816,Female Zombie 
PROPMOVER_TXT_001826,Big Red
PROPMOVER_TXT_002000,Buur
PROPMOVER_TXT_002002,Saphyryan
PROPMOVER_TXT_002004,Gray Earl
PROPMOVER_TXT_002006,Jack Frost
PROPMOVER_TXT_002008,Mr. Grinchie
PROPMOVER_TXT_002010,Rudolph
PROPMOVER_TXT_002020,[Development Supervisor] Kim
PROPMOVER_TXT_002026,Kuma
PROPMOVER_TXT_002034,Usagi
PROPMOVER_TXT_002036,Cooperative Donation NPC
PROPMOVER_TXT_002038,X900 EvilTron
PROPMOVER_TXT_002040,Mister Grizz
PROPMOVER_TXT_002162,Lil' Potato
PROPMOVER_TXT_002166,Friendly Baby Kargo
PROPMOVER_TXT_002170,Charming Babushka Doll
PROPMOVER_TXT_002232,Cute Baby Cat
PROPMOVER_TXT_002234,Little Muran
PROPMOVER_TXT_002236,Baby Buur
PROPMOVER_TXT_002238,Baby Ripper
PROPMOVER_TXT_002240,Baby Gray Earl
PROPMOVER_TXT_002242,Tamed Bolo
PROPMOVER_TXT_002282,Pink Mocomochi Pet
PROPMOVER_TXT_002284,Rainbow Mocomochi Pet
PROPMOVER_TXT_002286,Black Bulldog Pet
PROPMOVER_TXT_002288,Red Dragon Pet
PROPMOVER_TXT_002292,Blue Snowman Pet
PROPMOVER_TXT_002142,Reonan
PROPMOVER_TXT_002144,Nerco
PROPMOVER_TXT_002146,Hael
PROPMOVER_TXT_002148,Handel
PROPMOVER_TXT_002150,Reodos
PROPMOVER_TXT_002152,Zoro
PROPMOVER_TXT_002154,Elaine
PROPMOVER_TXT_002156,Ainher
PROPMOVER_TXT_002158,Sury
PROPMOVER_TXT_002230,Earl Vermelho
PROPMOVER_TXT_100000,Small Gorruda
PROPMOVER_TXT_100001,Gorruda
PROPMOVER_TXT_100002,Captain Gorruda
PROPMOVER_TXT_100003,Giant Gorruda
PROPMOVER_TXT_100004,Young Fafnir
PROPMOVER_TXT_100005,Fafnir
PROPMOVER_TXT_100006,Grownup Fafnir
PROPMOVER_TXT_100007,Giant Fafnir
PROPMOVER_TXT_100008,Small Longwing
PROPMOVER_TXT_100009,Longwing
PROPMOVER_TXT_100010,Captain Longwing
PROPMOVER_TXT_100011,Giant Longwing
PROPMOVER_TXT_100012,Neparuba
PROPMOVER_TXT_100013,Captain Neparuba
PROPMOVER_TXT_100014,Boss Neparuba
PROPMOVER_TXT_100015,Giant Neparuba
PROPMOVER_TXT_100016,Small Zenma
PROPMOVER_TXT_100017,Zenma
PROPMOVER_TXT_100018,Captain Zenma
PROPMOVER_TXT_100019,Giant Zenma
PROPMOVER_TXT_100020,Small Zendros
PROPMOVER_TXT_100021,Zendros
PROPMOVER_TXT_100022,Captain Zendros
PROPMOVER_TXT_100023,Giant Zendros
PROPMOVER_TXT_100024,Small Medumet
PROPMOVER_TXT_100025,Medumet
PROPMOVER_TXT_100026,Captain Medumet
PROPMOVER_TXT_100027,Giant Medumet
PROPMOVER_TXT_100028,Training Dummy
PROPMOVER_TXT_100029,Fire Training Dummy
PROPMOVER_TXT_100030,Water Training Dummy
PROPMOVER_TXT_100031,Earth Training Dummy
PROPMOVER_TXT_100032,Electric Training Dummy
PROPMOVER_TXT_100033,Wind Training Dummy
