Key,English,French
UI_CHARINFO_STA_TOOLTIP,"Increases Defense, Max HP, and Max FP.\nIncreases HP and FP recovery rate.","Renforce la défense, PV max., PF max.\nAugmentation du taux de récupération PV et PF"
UI_CHARINFO_DEX_TOOLTIP,"Increases Attack Speed, Parry, Block and Critical Chance.\n#cffb40000Increases bow damage.#nc","Augmentation de la vitesse d'attaque\nAugmentation du taux d'évasion, taux de blocage\nAugmente les chances de coup critique.\n#cffb40000Augmentation de la puissance d'attaque des arcs.#nc"
UI_CHARINFO_INT_TOOLTIP,Increases Max MP.\nIncreases Magic Attack Power.,Quantité de PM max. est augmentée.\nPuissance d'attaque magique
UI_CHARINFO_GP_TOOLTIP,"After allocating your stat points, press Confirm.",Appuyez sur Appliquer après avoir modifié vos points de statistiques.
UI_CHARINFO_PVP_DUELFAME,Duel Fame,Réputation
UI_CHARINFO_PVP_DUELPOINT,Duel Points,Points de Duel
UI_CHARINFO_PVP_KILLPOINT,Killing Points,Crimes
UI_CHARINFO_PVP_KARMALEVEL,Karma Level,Karma
UI_CHARINFO_PVP_KARMAPOINT,Karma Points,Points de Karma
UI_CHARINFO_PVPPK,PvP/PK,JcJ/PK
UI_TOOLTIP_SEX_MALE,Sex: Male,Genre : Garçon
UI_TOOLTIP_SEX_FEMALE,Sex: Female,Genre : Fille
UI_TOOLTIP_HARVEST_TIMEREDUC,Time Reduction Level,Niveau de réduction de temps
UI_TOOLTIP_HARVEST_YIELDBONUS,Yield Bonus Level,Niveau de bonus de production
UI_TOOLTIP_HARVEST_SPAWNBONUS,Carrier Chance Bonus Level,Niveau de chance bonus de porteur
UI_TOOLTIP_ONEHAND,One-handed weapon.,Arme à une main
UI_TOOLTIP_TWOHAND,Two-handed weapon.,Arme à deux mains
UI_TOOLTIP_ATTACK_BASE,Base Attack:,Attaque de base :
UI_TOOLTIP_DEF_BASE,Base Defense:,Défense de base :
UI_TOOLTIP_ATTACK,Attack:,Attaque :
UI_TOOLTIP_DEF_A,Defense:,Défense :
UI_TOOLTIP_ATTACK_SPEED,Attack speed: %s,Vitesse d'attaque : %s
UI_TOOLTIP_REQ_JOB,Req Job:,Classe :
UI_TOOLTIP_REQ_LEVEL,Required Level: %d,Niveau requis : %d
UI_TOOLTIP_REQ,Requires %s,Nécessite %s
UI_TOOLTIP_RESTORE_MP,Restore MP: %d,PM restaurés : %d
UI_TOOLTIP_CONSUME_MP,MP: %d,PM : %d
UI_TOOLTIP_CONSUME_FP,FP: %d,PF : %d
UI_TOOLTIP_RESTORE_HP,Restore HP: %d,PV restaurés : %d
UI_TOOLTIP_RESTORE_FP,Restore FP: %d,PF restaurés : %d
UI_TOOLTIP_MAX_RESTORE,Effective up to %d,Seuil de restauration : %d
UI_TOOLTIP_INV_SUIT,Suit,Armure
UI_TOOLTIP_INV_GAUNTLET,Gauntlet,Gants
UI_TOOLTIP_INV_BOOTS,Boots,Bottes
UI_TOOLTIP_INV_HELMET,Helmet,Casque
UI_TOOLTIP_INV_CLO,Cloak,Cape
UI_TOOLTIP_INV_WEAPON,Weapon,Armes
UI_TOOLTIP_INV_GUARD,Shield,Bouclier
UI_TOOLTIP_INV_MASK,Mask,Masque
UI_TOOLTIP_INV_RID,Flying Item,Planche/Balai
UI_TOOLTIP_INV_NECKLACE,Necklace,Collier
UI_TOOLTIP_INV_RING,Ring,Anneau
UI_TOOLTIP_INV_EARRING,Earring,Boucle
UI_TOOLTIP_INV_BULLET,"Ammunition (Arrows, Posters)",Arme secondaire
UI_TOOLTIP_INV_CLOTHES_1,Fashion Hat,Chapeau fashion
UI_TOOLTIP_INV_CLOTHES_2,Fashion Clothes,Vêtement fashion
UI_TOOLTIP_INV_CLOTHES_3,Fashion Gloves,Gants fashion
UI_TOOLTIP_INV_CLOTHES_4,Fashion Shoes,Chaussures fashion
UI_TOOLTIP_MON_LVL,Lv.,Niv.
UI_TOOLTIP_MON_DROP,Booty:,Butin :
UI_TOOLTIP_MON_NO_DROP,None,Aucun
UI_MAP_MONINFO,Toggle monster locations.,Afficher les informations des monstres.
UI_TOOLTIP_DELETE_ITEM,Drag an item here to delete it.,L'article déposé ici est supprimé.
UI_INVENTORY_DELETE,Item Deletion,Suppression
UI_INVENTORY_DELETE_CONFIRM,Delete this item?,Supprimer cet objet ?
UI_INVENTORY_DELETE_CNT,Qty,Nombre
UI_DIALOG,Dialog,Discuter
UI_DIALOG_TITLE,Conversation,Discussion
UI_DIALOG_ABOUT,Ask about %s,%s
UI_OPTION_TAB_GAME,Game,Jeu
UI_OPTION_TAB_CONTROLS,Controls,Raccourcis
UI_OPTION_TAB_VIDEO,Graphics,Vidéo / Audio
UI_OPTION_TAB_GRAPHICS,Video,Vidéo
UI_OPTION_TAB_AUDIO,Audio,Son
UI_OPTION_PM,Whispers and Messages,Messages privés
UI_OPTION_PARTY,Party and Guild Invites,Invitation de Groupe et de Guilde
UI_OPTION_FRIEND,Friend Invites,Demandes d'ami
UI_OPTION_SIEGE_CAPTION,Guild Siege Captions,Légendes de Siège de Guilde
UI_OPTION_DISABLE_PANG,Disable Tutorial Pang,Désactiver le Tutorial de Pang
UI_OPTION_COUPLE,Couple Proposals,Demandes en mariage
UI_INSTANTMSG_TITLE,Message,Envoyer un message
UI_MESSAGE_SEND,Send,Envoyer
UI_SHOP_TITLE,Shop,Boutique
UI_SHOP_ITEMSLIST,Item List,Objets en vente
UI_TOOLTIP_PRICE,Price: %s,Prix : %s
UI_TOOLTIP_SELLPRICE,Selling Price: %s,Prix : %s
UI_SHOP_FILTER,Search,Rechercher
UI_SHOP_LEVEL,By Level,Niveau
UI_SHOP_GENDER,By Gender,Genre
UI_SHOP_ITEMPRICE,Item Price,Prix de l'objet
UI_SELLITEM_TITLE,Confirm Sale,Valider vente
UI_SELLITEM_CONFIRM,Sell this item?,Vendre cet objet ?
UI_SELLITEM_QTY,Quantity:,Quantité
UI_SELLITEM_PRICE,Selling Price:,Prix :
UI_MSGBOX_VALID,OK,OK
UI_BUYITEM_TITLE,Confirm Item Purchase,Achat
UI_BUYITEM_CONFIRM,How many would you like to buy?,Acheter cet objet ?
UI_BUYITEM_PRICE,Cost,Prix
UI_OPTION_GRASS,Grass,Herbe
UI_TOOLTIP_MAX_HP,Max. HP,PV max.
UI_TOOLTIP_MAX_MP,Max. MP,PM max.
UI_TOOLTIP_MAX_FP,Max. FP,PF max.
UI_TOOLTIP_SPEED,Speed,Vitesse
UI_TOOLTIP_ATKSPEED,Attack Speed,Vitesse Atq.
UI_TOOLTIP_BLOCKMELEE,Melee Block,Blocage en mêlée
UI_TOOLTIP_HITRATE,Hit Rate,Toucher
UI_TOOLTIP_ABILITYMIN,Min. Ability,Capacité min.
UI_TOOLTIP_ABILITYMAX,Max. Ability,Capacité max.
UI_TOOLTIP_DEFENSE,Defense,DEF
UI_TOOLTIP_DEFMAGIC,Magic Defense,Résistance à la magie
UI_TOOLTIP_DEFELECTRICITY,Electricity Resistance,Résistance à l'Électricité
UI_TOOLTIP_DEFALLELEMENTAL,All Elements Resistance,Résistance à tous les éléments
UI_TOOLTIP_DEFFIRE,Fire Resistance,Résistance au Feu
UI_TOOLTIP_DEFWIND,Wind Resistance,Résistance au Vent
UI_TOOLTIP_DEFWATER,Water Resistance,Résistance à l'Eau
UI_TOOLTIP_DEFEARTH,Earth Resistance,Résistance à la Terre
UI_CHARINFO_ELEMENTDEF,Resistance,Résistance
UI_CHARINFO_ELEMENTMASTRY,Mastery,Maîtrise
UI_TOOLTIP_HP,HP,PV
UI_TOOLTIP_MP,MP,PM
UI_TOOLTIP_FP,FP,PF
UI_TOOLTIP_HPRECOVERY,HP Recovery,PV restaurés
UI_TOOLTIP_MPRECOVERY,MP Recovery,PM restaurés
UI_TOOLTIP_FPRECOVERY,FP Recovery,PF restaurés
UI_TOOLTIP_ALL_RECOVERY,"HP, MP & FP Recovery","Récupération des PV, PM, PF"
UI_TOOLTIP_ALL_RECOVERY_RATE,"HP, MP & FP Recovery Rate","Taux de récupération des PV, PM, PF"
UI_TOOLTIP_KILL_HP,HP Recovery on Kill,Récupération des PV à la mort de la cible
UI_TOOLTIP_KILL_MP,MP Recovery on Kill,Récupération des PM à la mort de la cible
UI_TOOLTIP_KILL_FP,FP Recovery on Kill,Récupération des PF à la mort de la cible
UI_TOOLTIP_KILL_ALL,"HP, MP & FP Recovery on Kill","Récupération des PV, PM, PF à la mort de la cible"
UI_TOOLTIP_KILL_HP_RATE,HP Recovery Rate on Kill,Taux de récupération des PV à la mort de la cible
UI_TOOLTIP_KILL_MP_RATE,MP Recovery Rate on Kill,Taux de récupération des PM à la mort de la cible
UI_TOOLTIP_KILL_FP_RATE,FP Recovery Rate on Kill,Taux de récupération des PF à la mort de la cible
UI_TOOLTIP_KILL_ALL_RATE,"HP, MP & FP Recovery Rate on Kill","Taux de récupération des PV, PM, PF à la mort de la cible"
UI_TOOLTIP_ALL_DEC_RATE,Decreased Rate of MP & FP Consumption,Diminution de la consommation des PM et PF
UI_TOOLTIP_CHRDMG,Additional Damage,ATQ
UI_TOOLTIP_PARRY,Parry,Esquive
UI_TOOLTIP_ATKPOWER,Attack,Attaque
UI_TOOLTIP_JUMPING,Jump Height,Hauteur de saut
UI_TOOLTIP_BLOCKRANGE,Ranged Block,Blocage à distance
UI_TOOLTIP_ALLSTAT,All Stats,Toutes les stats
UI_TOOLTIP_DST_HP_MAX_RATE,HP,PV max.
UI_TOOLTIP_CONDITIONRATE,Magical Power,Puissance magique
UI_TOOLTIP_DST_ADJDEF_RATE,Defense,Défense
UI_TOOLTIP_DST_MP_MAX_RATE,MP,PM max.
UI_TOOLTIP_DST_FP_RATE,FP,PF max.
UI_TOOLTIP_DST_CRITICAL_RATE,Critical Chance,Critique
UI_TOOLTIP_DST_CHR_WEAKATKCHANGE,Attribute Attack,Augmentation de la force
UI_TOOLTIP_DST_MASTRY_EARTH,Mastery: Earth,Maîtrise de la Terre
UI_TOOLTIP_DST_MASTRY_FIRE,Mastery: Fire,Maîtrise du Feu
UI_TOOLTIP_DST_MASTRY_WATER,Mastery: Water,Maîtrise de l'Eau
UI_TOOLTIP_DST_MASTRY_ELECTRICITY,Mastery: Electricity,Maîtrise de la Foudre
UI_TOOLTIP_DST_MASTRY_WIND,Mastery: Wind,Maîtrise du Vent
UI_TOOLTIP_DST_MASTRY_ALL,All Elements Mastery,Maîtrise élémentale globale
UI_TOOLTIP_DST_REFLECT_DAMAGE,Reflect Damage,Renvoi des dégâts
UI_TOOLTIP_DST_MP_DEC_RATE,MP Consumption Decrease,Réduction de la consommation de PM
UI_TOOLTIP_DST_FP_DEC_RATE,FP Consumption Decrease,Réduction de la consommation de PF
UI_TOOLTIP_DST_SPELL_RATE,Casting Speed,Vitesse d'incantation
UI_TOOLTIP_DST_ACTION_SPEED,Action Speed,Vitesse d'action
UI_TOOLTIP_DST_PROJ_SPEED,Projectile Speed,Vitesse des projectiles
UI_TOOLTIP_DST_DISABLE_EFF,Disable Effect,Effet d'inhibition
UI_TOOLTIP_DST_WEAKEN_EFF,Weaken Effect,Effet d'affaiblissement
UI_TOOLTIP_DST_CRITICAL_BONUS,Critical Damage,Dégâts des coups critiques
UI_TOOLTIP_DST_YOY_DMG,Attack Power (Yo-Yo),Puissance d'attaque du yo-yo
UI_TOOLTIP_DST_BOW_DMG,Attack Power (Bow),Puissance d'attaque de l'arc
UI_TOOLTIP_DST_KNUCKLE_DMG,Attack Power (Knuckle),Puissance d'attaque des poings
UI_TOOLTIP_DST_SWD_DMG,Attack Power (Sword),Puissance d'attaque de l'épée
UI_TOOLTIP_DST_AXE_DMG,Attack Power (Axe),Puissance d'attaque de la hache
UI_TOOLTIP_ATTACKSPEED_RATE,Attack Speed Rate,Augmentation de la vitesse d'attaque
UI_TOOLTIP_DST_DMG_GET,Lifesteal,Dégâts absorbés
UI_TOOLTIP_DST_HPDMG_UP,Attack power and HP,PV et puissance d'attaque augmentés
UI_TOOLTIP_DST_DEFHIRATE_DOWN,Defense power and accuracy decrease,Défense et précision augmenté.
UI_TOOLTIP_DST_DEATHRUSH,Death's Rush Chance,Chance Ruée de la Mort
UI_TOOLTIP_DST_ANKOUHARVEST,Ankou's Harvest,Assaut de la Mort
UI_TOOLTIP_DST_MURANWRATH,Muran's Wrath,Fureur des Muran's
UI_TOOLTIP_LOCOMOTION,Movement,Se déplacer
UI_TOOLTIP_RETURN_USE,Return to your former position.,Revenir à votre ancienne position.
UI_DISPLAY_BUFFS,Show/hide buffs,Voir/Cacher Buffs
UI_SELECTJOB_TITLE,Select new job,Choisir une nouvelle classe
UI_NOTICE_DISCORD,Join our Discord server,Rejoignez notre serveur Discord
UI_TOOLTIP_COMBO,Use skills in the Action Slot,Utilisez la compétence dans la barre de combo
UI_OPTION_ANTIALIAS,Antialiasing,Anticrénelage
UI_OPTION_LIGHTS,Lights,Lumières
UI_TOOLTIP_HOTKEY,[Hotkey %s],[Raccourci %s]
UI_STATUS_HP,HP,PV
UI_STATUS_FP,FP,PF
UI_STATUS_MP,MP,PM
UI_STATUS_EXP,Exp,Exp
UI_HELPTIPS_TITLE,Today's Tips,Astuce du jour
UI_HELPTIPS_DOYOUKNOW,Did you know?,Savez-vous ?
UI_HELPFAQ_QUESTION,Q.,Q.
UI_HIDE,Hide,Masquer
UI_PARTY_INFO,Members,Membres
UI_PARTY_SKILL,Skills,Compétences
UI_PARTY_SETTINGS,Settings,Paramètres
UI_PARTY_NAME,Name:,Nom
UI_PARTY_LEVEL,Level:,Niveau
UI_PARTY_POINT,Points:,Point de Groupe
UI_PARTY_EXPSHARE,EXP Share,Partage Exp.
UI_PARTY_EXPMODE_LEVEL,Level,Niveau
UI_PARTY_EXPMODE_LEVEL_TIP,EXP is distributed among party members based on their levels.,Attribuer l'expérience en fonction du niveau des membres du groupe
UI_PARTY_EXPMODE_CONTRIB,Contribution,Contribution
UI_PARTY_EXPMODE_CONTRIB_TIP,"EXP is distributed among party members based on their contribution in combat. Contributions include attacking, healing, and tanking.","Attribuer l'expérience aux membres du groupe proportionnellement aux dégâts qu'ils ont infligés, reçus ou soignés"
UI_PARTY_LOOT,Loot Distribution,Partage du butin
UI_PARTY_LOOTMODE_IND,Free-for-All,Chacun pour soi
UI_PARTY_LOOTMODE_IND_TIP,Loot goes to whoever picks it up. Anyone can loot and keep what they collect.,Les joueurs peuvent conserver tout ce qu'ils ramassent.
UI_PARTY_LOOTMODE_SEQ,Sequentially,Chacun son tour
UI_PARTY_LOOTMODE_SEQ_TIP,Loot is distributed to party members in order.,Les objets sont distribués aux joueurs à tour de rôle.
UI_PARTY_LOOTMODE_MAN,Leader Only,Maître du butin
UI_PARTY_LOOTMODE_MAN_TIP,All loot goes to the party leader. The party leader can then distribute it at their discretion.,Tous les objets sont donnés au chef du groupe qui pourra les redistribuer comme bon lui semble.
UI_PARTY_LOOTMODE_RAND,Randomly,Aléatoire
UI_PARTY_LOOTMODE_RAND_TIP,Loot is distributed randomly among party members.,Les objets sont distribués au hasard.
UI_PARTY_LOOTMODE_KILL,Top Damage,Dernier coup
UI_PARTY_LOOTMODE_KILL_TIP,Loot goes to the player who inflicted the most damage to the monster.,Les objets sont donnés au joueur qui a fait le plus de dégâts au monstre.
UI_PARTY_SEARCHMODE,Joining via Finder,Mode de rech.
UI_PARTY_TRANSFER,Transfer,Transférer
UI_PARTY_LEAVE,Leave,Quitter
UI_PARTY_KICK,Kick,Expulser
UI_PARTY_CHANGE,Upgrade,Évoluer
UI_PARTY_CONFIRM,Confirm Party,Invitation à un groupe
UI_PARTY_INVITEQUESTION,%s invites you to join their party. Accept the invitation?,Rejoindre le groupe de %s ?
UI_PARTY_LEAVE_TIP,"Leave the party. If you're the party leader, selecting a member changes this button to Kick, allowing you to remove them.","Cette option permettra aux membres de quitter le groupe ou donnera au chef du groupe la possibilité de retirer un membre. Pour supprimer un joueur, vous devez d'abord le sélectionner, puis appuyer sur le bouton Quitter."
UI_PARTY_TRANSFER_TIP,Transfer party leadership to the selected member.,Choisir un nouveau leader pour le groupe
UI_PARTY_CONFIRM_TIP,Upgrade the party to an Advanced Party.,Évoluer en groupe avancé ?
UI_PARTY_LEAVE_CONFIRM,Confirm Party Leave,Confirmez le départ du groupe.
UI_PARTY_LEAVE_QUESTION,Leave the party?,Quitter
UI_PARTY_LEAVE_OTHER,Kick this player from the party?,Voulez-vous vraiment expulser ce joueur du groupe ?
UI_PARTY_QUICK_TIP,View basic party information,Veuillez cliquer sur le bouton pour afficher les informations de base sur le groupe.
UI_PARTY_DETAIL_TIP,View detailed party information,Veuillez cliquer sur le bouton pour obtenir des informations détaillées sur le groupe.
UI_PARTY_CHANGETROUP,Upgrade to an Advanced Party?,Voulez-vous passer à un groupe avancé ?
UI_PARTY_CHANGEPARTY,Upgrade Party,Évolution du groupe
UI_PARTYNAME_ENTER,Enter party name:,Saisir le nom du groupe avancé
UI_PARTYNAME_TITLE,Change Party Name,Nom du groupe
UI_FRIEND_CONFIRM,Confirm Friend Request,Confirmation de l'ajout d'un ami
UI_FRIEND_INVITEQUESTION,%s wants to add you as a friend. Accept the request?,Rejoindre la liste d'amis de %s ?
UI_MESSENGER_ONLINE,Online,Connecté
UI_MESSENGER_OFFLINE,Offline,Non connecté
UI_MESSENGER_ABSENT,AFK,Absent (AFK)
UI_MESSENGER_HARDPLAY,Addict Mode,Mode no-life
UI_MESSENGER_REST,Resting / Vending,Se repose / En boutique
UI_MESSENGER_EAT,Eating,Parti manger
UI_MESSENGER_MOVE,Moving,Sur la route
UI_MESSENGER_FRIEND,Friend,Amis
UI_MESSENGER_SORT_CHANNEL,Ch.,Canal
UI_MESSENGER_SORT_STATE,State,État
UI_MESSENGER_SORT_LEVEL,Level,Niveau
UI_MESSENGER_SORT_NAME,Name,Nom
UI_MESSENGER_SORT_JOB,Job,Classe
UI_INSTANTMSG_JOIN,has logged into the game.,vient de se connecter.
UI_OPTION_JOIN_NOTIFICATION,Message alarm,Notifications
UI_MESSENGER_MENU_MESSAGE,Message,Envoyer un message
UI_MESSENGER_MENU_UNBLOCK,Unblock,Autoriser
UI_MESSENGER_MENU_BLOCK,Block,Bloquer
UI_MESSENGER_MENU_DELETE,Delete,Supprimer
UI_MESSENGER_MENU_MOVE,Move,Bouger
UI_MESSENGER_MENU_TAGSEND,Send memo,Envoyer un mémo
UI_MESSENGER_ADD_FRIEND,Add a new friend,Ajouter un nouvel ami
UI_ADDFRIEND_TITLE,Add Friend,Ajouter un ami
UI_ADDFRIEND_NAME,Enter player name:,Entrez le nom du joueur
UI_READMEMO_TITLE,Memos,Message
UI_SENDMEMO_TITLE,Send Memo,A :
UI_POST_TITLE,Mailbox,Poste
UI_POST_TAB_SEND,Send Mail,Envoyer un message
UI_POST_TAB_RECEIVE,Inbox,Boîte de réception
UI_OPTION_UISCALE,Scale,Échelle d'interface
UI_OPTION_TEXTSCALE,Font Size,Taille de la police
UI_IGNORELIST_TITLE,Ignore List,Blacklist
UI_IGNORELIST_COUNT,Ignored Players: %d,Blacklist : %d
UI_CHATFILTER_TITLE,Chat Filter,Filtre de discussion
UI_CHATFILTER_GENERAL,General,Général
UI_CHATFILTER_WHISPER,Whispers,Message privé
UI_CHATFILTER_SHOUT,Shouts,Criez
UI_CHATFILTER_PARTY,Party,Groupe
UI_CHATFILTER_GUILD,Guild,Guilde
UI_CHATFILTER_RESET_COLORS,Reset to Default,Réinitialisation des valeurs par défaut
UI_POSTSEND_TO,Recipient,A :
UI_POSTSEND_TITLE,Title,Titre
UI_POSTSEND_GOLD,Penya,Penya
UI_POSTSEND_PRICE,Mailing Fee: %d Penya,Frais d'envoi : %d Penyas
UI_POSTSEND_SEND,Send,Envoyer
UI_ITEMSLOT_TITLE,Confirm Item Selection,Confirmer les items
UI_ITEMSLOT_QUESTION,How many items?,Combien d'items ?
UI_ITEMSLOT_COUNT,Count:,Quantité :
UI_POSTSEND_CONFIRM,Send this mail?\nMail expires after %d days.,Voulez-vous envoyer ce courrier ?\nLes messages reçus seront supprimés après %d jours.
UI_POST_NO_MAIL,You have no mail.,Vous n'avez pas de courrier
UI_POST_UNKNOWN,Unknown,Inconnu
UI_POST_RECEIVE_DATE,Received on: %s,Reçu le %s 
UI_POSTREAD_TITLE,Mail Message,Message reçu
UI_POSTREAD_FROM,From,De :
UI_POSTREAD_DELETE,Delete,Supprimer
UI_POSTREAD_DELETE_ALL,Delete all read mail,Supprimer tous les messages lus
UI_POSTREAD_DELETEALL_CONFIRM,Delete all read mail? Any attached items and Penya will also be deleted.,Supprimer les messages sélectionnés ? Les objets et les penyas seront également supprimés.
UI_POSTREAD_REPLY,Reply,Répondre
UI_POSTREAD_DELETETITLE,Delete Mail,Supprimer le courrier
UI_POSTREAD_DELETECONFIRM,Delete this mail? Any attached items and Penya will also be deleted.,"Voulez-vous supprimer ce courrier ? Attention, cela détruira également les objets ou Penyas qui y sont joints."
UI_POSTREAD_MAILEXPIRED,Mail Expired,Courrier expiré
UI_POSTREAD_KEEP_PAY,This mail expired %d days ago. You must pay %s Penya to retrieve it.,Le délai de garde des messages de %d jours a expiré. Le coût supplémentaire pour récupérer vos objets est de %s Penyas.
UI_QUEST_CANCEL,Remove quest,Abandonner la quête
UI_QUEST_CANCEL_TIP,Cancel Quest in Progress,Abandonner la quête en cours ?
UI_QUEST_ALLQUESTS,All Quests,Toutes les quêtes
UI_QUEST_INPROGRESS,In Progress,En cours
UI_QUEST_COMPLETED,Completed,Quêtes terminées
UI_QUEST_LIST,Quest List,Liste des quêtes
UI_QUEST_DETAIL,Quest Details,Détails
UI_QUEST_REWARDS,Reward List,Récompenses
UI_QUEST_CONDITIONS,Quest Condition,Objectifs
UI_QUEST_GOLD1,Penya: %d,Penyas : %d
UI_QUEST_GOLD2,Penya: %d~%d,Penyas : %d~%d
UI_QUEST_GOLD3,Penya: ????,Penyas : ????
UI_QUEST_EXP1,Experience Gained.,Gain d'expérience
UI_QUEST_EXP2,Experience: %.2f%%,Expérience : %.2f%%
UI_QUEST_EXP_COUPLE,Couple Experience: %.2f%%,Expérience de couple : %.2f%%
UI_QUEST_SKILLPOINT,Skill Points,Points de compétences
