Key,English,French
TEXTCLIENT_APP_CHAT,Chat Window,Discussion
TEXTCLIENT_INVALIDLOGIN,Your login or password is invalid.,Votre identifiant ou mot de passe n'est pas valide.
TEXTCLIENT_INVALIDAUTHTOKEN,Authentication failed. Please try again.,Échec de l'authentification. Veuillez réessayer.
TEXTCLIENT_NOWPOSITION,"Position: x = %f, y = %f, z = %f, angle = %f","Position : x = %f, y = %f, z = %f, angle = %f"
TEXTCLIENT_NOTTRANSSELF,You cannot send a PM to yourself.,Vous ne pouvez pas vous envoyer de MP.
TEXTCLIENT_PLAYERNOTEXIST,%s does not exist or is offline.,%s n'existe pas ou n'est pas en ligne.
TEXTCLIENT_APP_NOTICE,Notice,Notice
TEXTCLIENT_APP_STATUS,Status,Statut
TEXTCLIENT_PLAYERINFORMATION,%s - Lv: %d,%s Niv. %d
TEXTCLIENT_BLINK_LIMIT,You cannot use it during skill motion.,Vous ne pouvez pas utiliser de compétence pendant cette action.
TEXTCLIENT_NOTSIT_BLINK,You cannot use a Blinkwing while sitting.,Vous ne pouvez pas utiliser une Elytre en étant assis.
TEXTCLIENT_STAND_LIMIT,You can use it when you stand up.,Vous ne pouvez pas effectuer cette action en vous déplaçant.
TEXTCLIENT_FLIGHT_NOUSE,Unable to use while flying.,Vous êtes dans l'incapacité d'utiliser ceci en volant.
TEXTCLIENT_ERROR_NOFLY,You cannot fly here.,Vous ne pouvez pas voler ici.
TEXTCLIENT_ERROR_NOTALK,You are not allowed to talk.,Vous n'êtes pas autorisé à parler.
TEXTCLIENT_ERROR_CHATSPAM,You received %d minutes penalty because of too much of chatting.,Vous avez reçu %d minutes de pénalité en raison d'un trop grand nombre de conversations.
TEXTCLIENT_APP_MOTION,Emotes,Émotions
TEXTCLIENT_APP_CHARINFO,Character,Personnage
TEXTCLIENT_LIMIT_RECOVER,%s recovery limited to %d.,Restauration des %s limitée à %d.
TEXTCLIENT_ATTENTIONCOOLTIME,Please wait a while before using the item again.,cet objet n'est pas encore disponible.
TEXTCLIENT_DEATH,Press Lodestar to resurrect (Nearest Town) or use an item to resurrect in place.,Appuyez sur Cristal de Vie pour ressusciter (ville la plus proche) ou utilisez un élément pour ressusciter sur place.
TEXTCLIENT_DEATH_ARENA,Press Lodestar to resurrect near the Arena.,Appuyez sur Cristal de Vie pour ressusciter à l'Arène.
TEXTCLIENT_MOBPRIORITY,You cannot attack a monster that is fighting against another player.,Vous ne pouvez attaquer un monstre qui se bat déjà contre un autre joueur.
TEXTCLIENT_NOQUITCOMBAT,You cannot quit during combat.,Vous ne pouvez pas quitter Flyff pendant un combat.
TEXTCLIENT_LEVELUP,Level up! You can increase your stats in your character window.,Level up ! Vous pouvez maintenant améliorer les statistiques de votre personnage !
TEXTCLIENT_LEVELUP_CAPTION,Congratulations! Level up!,Félicitations ! Level up !!!
TEXTCLIENT_CHARSTATUS_APPLY_Q,Do you want to use the current Stat setup?,Confirmer les nouvelles statistiques ?
TEXTCLIENT_CHARSTATUS_FIRSTJOB,Your stat values will reset after your 1st job change.,(statistiques réinitialisées au niveau 15)
TEXTCLIENT_BATTLEPASS_REQUIRED,This feature is only available with the Extended Flyff Pass or Hero Quest.,Cette fonctionnalité n'est disponible qu'avec le Passe de combat Étendu.
TEXTCLIENT_STATPAGE_COOLDOWN,You can swap stat pages in %d seconds.,Vous pouvez changer de page de statistiques dans %d secondes.
TEXTCLIENT_ADMIN_STATE,Status,Statut
TEXTCLIENT_ADMIN_NORMAL,Normal,Normale
TEXTCLIENT_SPEED_VERYSLOW,Very slow,Très lente
TEXTCLIENT_SPEED_LOW,Slow,Lente
TEXTCLIENT_SPEED_NORMAL,Normal,Normale
TEXTCLIENT_SPEED_FAST,Fast,Rapide
TEXTCLIENT_SPEED_VERYFAST,Very fast,Très rapide
TEXTCLIENT_SPEED_FASTEST,Fastest,Fulgurante
TEXTCLIENT_ITEMPRIORITY,The %s belongs to another player at the moment. Please wait a while.,%s appartient actuellement à un autre joueur.
TEXTCLIENT_LACKSPACE,Inventory is full. Please make room and try again.,Votre inventaire est plein.
TEXTCLIENT_REAPITEM,You received %s.,%s
TEXTCLIENT_REAPITEM_UPGRADE,You received %s +%d.,Vous avez reçu un(e) %s + %d.
TEXTCLIENT_TROUPEREAPITEM,%s has gained %s.,%s a reçu %s.
TEXTCLIENT_APP_INVENTORY,Inventory,Inventaire
TEXTCLIENT_REAPMONEY,You received %s Penya (Total: %s Penya).,Vous recevez %s Penyas (total: %s Penyas).
TEXTCLIENT_ERROR_SEX,%s is not for your gender.,Vous ne pouvez équiper cet objet: %s.
TEXTCLIENT_ERROR_JOB,You cannot equip the %s. Requirements not met.,Vous ne pouvez pas équiper %s. Les exigences ne sont pas satisfaites.
TEXTCLIENT_ERROR_LEVEL,You cannot equip this item because your level is too low. (Req Lev: %d),Vous ne pouvez pas équiper cet objet car votre niveau est trop bas. (Niveau requis: %d)
TEXTCLIENT_ERROR_UNDESTRUCTABLE,You can not discard this item.,Cet objet ne peut être supprimé ou jeté au sol.
TEXTCLIENT_ERROR_USINGITEM,You are already using this item.,Vous utilisez déjà cet objet.
TEXTCLIENT_SUCCESSREMOVEITEM,Number of %s deleted: %d.,Nombre de %s supprimés: %d.
TEXTCLIENT_NOTARGET,"Cannot attack, no monster targeted.","Il vous est impossible d'attaquer, aucune cible n'a été sélectionnée."
TEXTCLIENT_NOTUSE,You cannot use this yet.,Vous ne pouvez pas encore utiliser cela.
TEXTCLIENT_ERROR_NOTLEVEL,Your level is too low.,Votre niveau est trop bas.
TEXTCLIENT_BLOCK_PM,%s is in the 'Refuse to Whisper/Messenger' setting.,%s n'est pas disposé à discuter en privé.
TEXTCLIENT_YETTRADE,That player is currently busy. Please try again after few minutes.,Marchander prend du temps. Réessayez dans quelques instants.
TEXTCLIENT_ITEMNOTUSE_TRADING,You cannot use items while trading.,Vous ne pouvez pas utiliser un objet pendant un échange.
TEXTCLIENT_REDCHIP,Red Chip,(Jeton Rouge)
TEXTCLIENT_ERROR_EQUIPTRADE,Please unequip the item before selling it.,Dépose l'objet avant de pouvoir le vendre.
TEXTCLIENT_ERROR_NPCBUFFLEVEL,Only level %d~%d character can get buffs.,Seul le joueur de niveau %d~%d peut obtenir des buffs.
TEXTCLIENT_ERROR_NPCBUFFFAIL,You cannot use %s right now.,Vous ne pouvez pas utiliser %s car cette capacité est deja en cours d'utilisation.
TEXTCLIENT_LEVEL15JOB,Now it's time to choose your job.,Félicitations ! Vous pouvez désormais changer de classe et faire évoluer le personnage.
TEXTCLIENT_CHANGEJOB,Congratulations! You have advanced to the %s job class.,Félicitations ! Vous êtes désormais un %s.
TEXTCLIENT_APP_SKILL,Skills,Compétences
TEXTCLIENT_BASESKILLLEVEL,Character Level: %d,Niveau du personnage : %d
TEXTCLIENT_PATTERNUP,You are learning new attack patterns!,Vous avez appris une nouvelle compétence.
TEXTCLIENT_WRONGITEM,You need to equip the correct weapon or item to use that skill.,Vous n'avez pas équipé un objet requis pour utiliser cette compétence.
TEXTCLIENT_REQFP,Not enough FP.,Pas assez de PF
TEXTCLIENT_REQMP,Not enough MP.,Pas assez de PM
TEXTCLIENT_REQHP,Not enough HP.,Pas assez de PV.
TEXTCLIENT_BLOCKTARGETING,This action has been blocked by an obstacle..,Cette action a été bloquée par un obstacle.
TEXTCLIENT_SKILLREQUIRED,%s skill level %d is needed.,La compétence %s de niveau %d est nécessaire.
TEXTCLIENT_SKILLLEVELUP,%s skill level increased.,Augmentation du niveau de compétence %s.
TEXTCLIENT_APP_PRIVATE_SHOP,Private Shop,Boutique Perso
TEXTCLIENT_APP_QUEST,Quests,Livre des quêtes
TEXTCLIENT_APP_CASH_SHOP,Flyff Shop,Boutique Flyff
TEXTCLIENT_PREMIUM_ITEMS,Premium Items,Boutique Flyff
TEXTCLIENT_COMMUNICATION,Communication,Communication
TEXTCLIENT_COMMUNITY,Community,Communauté
TEXTCLIENT_HELPER,Helper,Assistance
TEXTCLIENT_APP_ITEM_DURATION,Duration,Durée
TEXTCLIENT_APP_MESSENGER,Messenger,Messagerie
TEXTCLIENT_APP_PARTY,Party,Groupe
TEXTCLIENT_APP_GUILD,Guild,Guilde
TEXTCLIENT_APP_COUPLE,Couple,Couple
TEXTCLIENT_APP_HELP,Help,Aide
TEXTCLIENT_APP_HELP_TIPS,Tips,Astuces
TEXTCLIENT_APP_FAQ,FAQ,FAQ
TEXTCLIENT_APP_FITTINGROOM,Fitting Room,Cabine d'Essayage
TEXTCLIENT_APP_HELP_WIKI,Wiki Help,Page Wiki
TEXTCLIENT_APP_INFO_PANG,Info-Pang,Info-Pang
TEXTCLIENT_GUILDCOMBAT_CANNOT_PARTY,You cannot make a party in the Guild Siege arena.,Vous ne pouvez pas faire de groupe dans l'arène du siège de guilde.
TEXTCLIENT_PPVP_ADD_PARTY,You cannot invite another character to join the party during party PvP.,Vous ne pouvez pas inviter d'autre joueur pendant un combat entre joueurs.
TEXTCLIENT_DUEL_ADD_PARTY,You cannot join the party during duel.,Vous ne pouvez pas rejoindre de groupe durant un duel.
TEXTCLIENT_DUEL_ADD_GUILD,You cannot join the guild during duel.,Vous ne pouvez pas rejoindre de guilde durant un duel.
TEXTCLIENT_BATTLE_NOTPARTY,You cannot invite others to join your party during a battle.,Vous ne pouvez pas inviter ce joueur à rejoindre le groupe car il est en combat.
TEXTCLIENT_PARTYINVITE_DIFFERENTSERVER,Cannot invite a player from a different channel.,Vous ne pouvez pas inviter de joueurs d'un autre canal.
TEXTCLIENT_PARTYOTHER,%s is currently in another party.,%s fait déjà partie d'un groupe.
TEXTCLIENT_PARTYEXISTCHR,%s is already in your party.,%s est déjà dans votre groupe.
TEXTCLIENT_DIFFERENTPARTY,Player cannot join the party.,Le joueur ne peut pas rejoindre le groupe.
TEXTCLIENT_PARTYFAILINVITATE,%s has refused to join the party.,%s a refusé l'invitation à rejoindre le groupe.
TEXTCLIENT_PARTYDENY,%s is currently not accepting Party Invitations,%s n'est pas disposé à rejoindre un groupe.
TEXTCLIENT_PARTYNOINVATE,Only the party leader can invite new members.,Seul le leader du groupe est habilité à inviter de nouveaux membres.
TEXTCLIENT_PARTYFULL,The maximum party limit of 8 players has already been reached.,La limite maximale de 8 joueurs est déjà atteinte.
TEXTCLIENT_PARTYFAILENTER,You have failed to join the party.,Vous ne pouvez pas rejoindre ce groupe.
TEXTCLIENT_GUILDFAILENTER,You have failed to join the guild.,Vous n'avez pas rejoint la guilde.
TEXTCLIENT_PARTYCREATE,Party has been created.,Le groupe a été formé.
TEXTCLIENT_PARTYJOIN,%s has joined the party.,%s a rejoint le groupe.
TEXTCLIENT_PARTYREMOVE,%s has left the party.,%s a quitté le groupe.
TEXTCLIENT_PARTYEXIT,You have left the party.,Vous avez quitté le groupe.
TEXTCLIENT_PARTYDESTROY,Party has been disbanded.,Le groupe a été dissous.
TEXTCLIENT_LODELIGHT,You have chosen the Lodelight as your re-spawn point.,Vous choisissez de revenir à la vie au Havre de Vie.
TEXTCLIENT_PARTY_ISNOTMASTER,Only the Party Leader is able to transfer the Leader Status to another member of the party.,Seul le leader peut céder le commandement du groupe.
TEXTCLIENT_PARTY_MASTERAWAY,You cannot pass party leadership to an offline player.,Vous ne pouvez confier la responsabilité du groupe à un joueur non connecté.
TEXTCLIENT_PARTY_ALREADYMASTER,You are already the Party Leader.,Vous êtes déjà le chef du groupe.
TEXTCLIENT_PARTY_LEADERNOCHANGEPK,Unable to change the party leader during a party duel.,Vous ne pouvez pas changer le leader du groupe au cours d'un duel.
TEXTCLIENT_PARTY_TROUPEUP,Party level increased to 10.,Le groupe a atteint le niveau 10 !
TEXTCLIENT_PARTY_LEVELUP,Party level increased.,Le niveau du groupe a augmenté.
TEXTCLIENT_PARTY_NAMEINUSE,That party name is already in use. Please choose another one.,Ce nom de groupe est déjà utilisé. Merci d'en choisir un autre.
TEXTCLIENT_PARTY_INVALIDNAME,This party name contains unauthorized characters or words.,Ce nom de groupe contient des caractères ou des mots non autorisés.
TEXTCLIENT_ERROR,Error,Erreur
TEXTCLIENT_PARTY_CHANGE,The party has been changed to an Advanced Party.,Le groupe a évolué en un groupe avancé.
TEXTCLIENT_PARTY_NAMECHANGED,Party name has been changed to %s.,Le groupe s'appelle désormais %s.
TEXTCLIENT_PARTYSKILL_LEADER,Only the party leader can use party skills.,Seul le chef de groupe peut utiliser les compétences du groupe.
TEXTCLIENT_PARTYSKILL_REQLEVEL,Your party does not have the required level.,Votre groupe n'a pas le niveau requis.
TEXTCLIENT_PARTYSKILL_POINTS,Cannot use skill. Insufficient party experience.,Votre groupe ne dispose pas de suffisamment de points pour utiliser cette compétence.
TEXTCLIENT_PARTYSKILL_NOTTIME,You are still using the %s party skill. Try again later.,La compétence de groupe %s est déjà activée. Réessayez dans quelques instants.
TEXTCLIENT_PARTYSKILL_USE,The party skill %s has been used.,La compétence de groupe %s est activée.
TEXTCLIENT_PARTYSKILL_STOP,The effect of %s has ended.,L'effet de la compétence de groupe %s est sur le point de se terminer.
TEXTCLIENT_ACR_FAME01,Rogue,Rôdeur
TEXTCLIENT_ACR_FAME02,Outlaw,Roublard
TEXTCLIENT_ACR_FAME03,Vigilante,Brigand
TEXTCLIENT_ACR_FAME04,Pathfinder,Chasseur
TEXTCLIENT_ACR_FAME05,Pursuer,Traqueur
TEXTCLIENT_ACR_FAME06,Hejerdor,Conquérant
TEXTCLIENT_ACR_FAME07,Phoenix,Maréchal
TEXTCLIENT_ACR_FAME08,Splitter,Stratège
TEXTCLIENT_ACR_FAME09,Valcan,Chancelier
TEXTCLIENT_ACR_FAME10,Lamia,Connétable
TEXTCLIENT_MER_FAME01,Trainer,Combattant
TEXTCLIENT_MER_FAME02,Fighter,Soldat
TEXTCLIENT_MER_FAME03,Gladiator,Baroudeur
TEXTCLIENT_MER_FAME04,Berserker,Guerrier
TEXTCLIENT_MER_FAME05,Wardancer,Belluaire
TEXTCLIENT_MER_FAME06,Blaster,Mirmillon
TEXTCLIENT_MER_FAME07,Eraser,Gladiateur
TEXTCLIENT_MER_FAME08,Champion,Maître d'arme
TEXTCLIENT_MER_FAME09,Warrior,Champion
TEXTCLIENT_MER_FAME10,Bearcat,Seigneur de Guerre
TEXTCLIENT_MAG_FAME01,Apprentice,Disciple
TEXTCLIENT_MAG_FAME02,Mage,Erudit
TEXTCLIENT_MAG_FAME03,War Mage,Devin
TEXTCLIENT_MAG_FAME04,Grand Mage,Mage
TEXTCLIENT_MAG_FAME05,Arch Mage,Grand Mage
TEXTCLIENT_MAG_FAME06,Sorcerer,Archimage
TEXTCLIENT_MAG_FAME07,Warlock,Ensorceleur
TEXTCLIENT_MAG_FAME08,Sage,Mystique
TEXTCLIENT_MAG_FAME09,Arch Sage,Théurgiste
TEXTCLIENT_MAG_FAME10,Elder,Thaumaturge
TEXTCLIENT_ASS_FAME01,Protector,Diacre
TEXTCLIENT_ASS_FAME02,Guardian,Gardien
TEXTCLIENT_ASS_FAME03,Knight,Chevalier
TEXTCLIENT_ASS_FAME04,Paladin,Croisé
TEXTCLIENT_ASS_FAME05,Crusader,Crusader
TEXTCLIENT_ASS_FAME06,Crusader,Crusader
TEXTCLIENT_ASS_FAME07,Chaplain,Cardinal
TEXTCLIENT_ASS_FAME08,Luminary,Grand cardinal
TEXTCLIENT_ASS_FAME09,Prophet,Apôtre
TEXTCLIENT_ASS_FAME10,Oracle,Oracle
TEXTCLIENT_ALREADYFRIEND,That player is already in your friends list.,Ce joueur fait déjà partie de votre liste d'amis.
TEXTCLIENT_MSGINVATE,You have asked for permission to add %s to your messenger.,Vous avez invité %s à rejoindre votre liste d'amis.
TEXTCLIENT_GUILDCOMBAT_CANNOT_FRIENDADD,You cannot add friends in the Guild Siege arena.,Vous ne pouvez pas ajouter d'amis dans l'arène du siège de guilde.
TEXTCLIENT_BATTLE_NOTFRIEND,You cannot add someone to your friends list while dueling.,Vous ne pouvez pas ajouter de nouveaux contacts à votre liste d'amis au cours d'un duel.
TEXTCLIENT_MSGDENYINVATE,Invitation has been refused.,L'invitation a été refusée.
TEXTCLIENT_MSGDENY,%s is in the 'Refuse Messenger' setting.,%s n'est pas disposé à utiliser la messagerie instantané.
TEXTCLIENT_MSGMAXUSER,The maximum number of players that can be registered into the messenger is 200.,Votre liste d'amis ne peut contenir plus de 200 contacts.
TEXTCLIENT_MSGINVATECOM,%s has added you to their Messenger.,%s vous a ajouté dans sa liste d'amis.
TEXTCLIENT_NOTLOGIN,That player is offline.,Non connecté
TEXTCLIENT_MSGBLOCKCHR,"Failure to send message, %s is blocked.","Impossible d'envoyer le message, %s est bloqué."
TEXTCLIENT_MESSNEWNOTE,You have %d new message(s).,%d nouveau(x) message(s).
TEXTCLIENT_MESSFULLNOTE,Your message cannot be sent. The receiving inbox may be full.,Votre message ne peut être remis car la boîte de réception du destinataire est pleine.
TEXTCLIENT_MESSNOTE,You sent the memo.,Vous avez envoyé un mémo.
TEXTCLIENT_MAILRECEIVE,You have received new mail!,Vous avez reçu du courrier.
TEXTCLIENT_CANT_SHOUT_BELOW_20,Characters under Level %d cannot shout.,Les personnages de niveau inférieur à %d ne peuvent pas crier.
TEXTCLIENT_NOPARTY,Party does not exist.,Ce groupe n'existe pas.
TEXTCLIENT_NOGUILD,Guild does not exist.,Cette guilde n'existe pas.
TEXTCLIENT_WHISPERAGREE,Private messages allowed,Messages privés autorisés
TEXTCLIENT_WHISPERREFUSE,Private messages refused,Messages privés refusés
TEXTCLIENT_MSGERAGREE,Messenger allowed,Messagerie autorisé
TEXTCLIENT_MSGERREFUSE,Messenger refused,Messagerie refusé
TEXTCLIENT_STAGEAGREE,Party & guild invites allowed,Invitations de groupe et de guilde autorisées
TEXTCLIENT_STAGEREFUSE,Party & guild invites refused,Invitations de groupe et de guilde refusées
TEXTCLIENT_CONNAGREE,Post connection status,Afficher l'état de connexion.
TEXTCLIENT_CONNREFUSE,Do not post connection status.,Masquer l'état de connexion.
TEXTCLIENT_FULL_BLOCKED_USER_LIST,Ignore List is full. Please unignore some characters or relog to reset your Ignore List.,la blacklist est pleine. Veuillez ignorer certaines personnes ou reconnecter-vous pour réinitialiser votre blacklist.
TEXTCLIENT_MY_CHARACTER_CANT_BLOCK,You shouldn't ignore yourself. You might have something important to say!,Vous ne devez pas vous ignorer. Vous pourriez avoir quelque chose d'important à dire!
TEXTCLIENT_ALREADY_BLOCKED,That character is already on your Ignore List.,La personne est déjà ignorée
TEXTCLIENT_USER_CHATTING_BLOCKING,%s has been ignored. Type /unignore <NAME> to remove them from your Ignore List.,%s a été ignoré. Tapez /Unignore <NAME> pour les supprimer de votre liste Ignorer.
TEXTCLIENT_USER_CHATTING_UNBLOCKING,%s is now unignored.,%s n'est plus ignoré.
TEXTCLIENT_THERE_IS_NO_BLOCKED_TARGET,That character is not on your Ignore List.,La personne n'est pas ignorée
TEXTCLIENT_EQUIPPUT,Please unequip the item first.,Veuillez déséquiper le premier item.
TEXTCLIENT_CHARGED_NOTUSE,You can not use the premium items.,Vous ne pouvez pas utiliser les objets premiums.
TEXTCLIENT_MSGSELFSENDERERROR,"You cannot send a message to yourself, silly.",Vous ne pouvez pas vous envoyer des messages privés.
TEXTCLIENT_MAILBOX_FULL,%s's mail box is full.,La boîte aux lettres de %s est pleine.
TEXTCLIENT_LACKMONEY,You do not have enough Penya.,Vous ne disposez pas de suffisamment de Penyas.
TEXTCLIENT_CANNOTPOST,You cannot send this item.,Vous ne pouvez pas envoyer cet objet.
TEXTCLIENT_MAIL_UNKNOWN,Unknown user,Personnage inconnu
TEXTCLIENT_POST_ERROR,You have failed to send.,L'envoi a échoué.
TEXTCLIENT_MAIL_SEND_OK,Your mail has been sent successfully.,Le courrier a bien été envoyé.
TEXTCLIENT_ERROR_RETRY,"An error occured, please retry the operation.","Une erreur s'est produite, veuillez réessayer l'opération."
TEXTCLIENT_REALTIME,Real Time - %s,Temps réel - %s
TEXTCLIENT_MADRIGALTIME,Madrigal Time - %s,Temps Madrigal - %s
TEXTCLIENT_NEW_QUEST,New Quest,Nouvelle quête
TEXTCLIENT_CURRENT_QUEST,Quests in Progress,Quêtes en cours
TEXTCLIENT_STARTQUEST,You've received the quest: %s. Open your Quest Window for details.,"Quête : %s acceptée, surveillez votre livre des quêtes."
TEXTCLIENT_REMOVEQUEST,%s quest has been cancelled.,Vous avez annulé la quête : %s.
TEXTCLIENT_QUEST_FAILURE,Quest cancelled.,Quête annulée.
TEXTCLIENT_NOTPLAYSERVER,This channel is not available. Please select another.,Vous ne pouvez effectuer cette action que sur le Canal 1.
TEXTCLIENT_PK_NO_FLIGHTAREA,Flying is forbidden inside.,Il n'est pas possible de voler en ce lieu.
TEXTCLIENT_ITEMBOX_MESSAGE1,You need %s item to open it.,Vous avez besoin de l'objet %s pour l'ouvrir.
TEXTCLIENT_ITEMBOX_MESSAGE2,"Wrong level, unable to open itembox.",Votre niveau ne vous permet pas d'ouvrir la boîte à objets.
TEXTCLIENT_ITEMBOX_MESSAGE3,"Wrong sex, unable to open itembox.",Votre genre ne vous permet pas d'ouvrir la boîte à objets.
TEXTCLIENT_ITEMBOX_MESSAGE4,You need to be on the %s quest to open it.,Vous devez être sur la quete %s pour l'ouvrir.
TEXTCLIENT_ITEMBOX_MESSAGE5,"Wrong job, unable to open itembox.",Votre classe ne vous permet pas d'ouvrir la boîte à objets.
TEXTCLIENT_QUEST_NOINVENTORYSPACE,Unable to complete quest. Not enough room in your inventory.,La quête ne peut être terminée car votre inventaire est plein !
TEXTCLIENT_REAPEXP,You have gained Experience.,Vous gagnez de l'expérience.
TEXTCLIENT_ENDQUEST,Congratulations! %s has been completed.,"Félicitations, vous avez terminé la quête : %s."
TEXTCLIENT_PARTYQUEST_NOTJOIN,"If a member of party is over level %d, he cannot enter.","Si un membre du groupe a dépassé le niveau %d, il ne peut pas entrer."
TEXTCLIENT_ERROR_DONTCHECK,You cannot check that anymore.,Impossible de vérifier à présent
TEXTCLIENT_COMACCEPT,You have joined the %s guild.,Vous avez rejoint la guilde %s.
TEXTCLIENT_COMLEAVE,You are no longer a member of the %s guild.,Vous n'êtes désormais plus membre de la guilde %s.
TEXTCLIENT_GUILDWARERRORLOGO,You cannot change your guild logo during a guild duel.,Vous ne pouvez pas modifier l'emblème de la guilde pendant une Guerre des Guildes.
TEXTCLIENT_GUILDWARERRORNAME,You cannot change your guild name during a guild duel.,Vous ne pouvez pas changer le nom de votre guilde pendant un duel de guilde.
TEXTCLIENT_GUILDNOTICEUPDATE,A new Guild Notice has been posted. Please check it in the guild window.,Une nouvelle notice a été publiée dans la fenêtre de guilde.
TEXTCLIENT_GUILD_NAMEINUSE,That guild name is already in use. Please choose another one.,Ce nom de guilde est déjà utilisé. Veuillez en choisir un autre.
TEXTCLIENT_GUILD_INVALIDNAME,This guild name contains unauthorized characters or words.,Ce nom de guilde contient des caractères ou des mots non autorisés.
TEXTCLIENT_GUILDCHANGENAME,%s guild has changed their name to %s.,La guilde %sa été nommée : %s.
TEXTCLIENT_GUILDWARNODISMISS,You cannot disband your guild during a guild duel.,Vous ne pouvez pas dissoudre la guilde pendant une Guerre des Guildes.
TEXTCLIENT_GUILDSALARYCHANGED,Salary for each title has been changed.,Le salaire attribué par la guilde à chaque statut a été modifié. 
TEXTCLIENT_GUILDPOWERCHANGED,Authority for each title has been changed.,Les droits pour chaque statut dans la guilde ont été modifiés. 
TEXTCLIENT_GUILDWARNOMEMBER,Unable to use the member management function during a guild duel.,Vous ne pouvez pas utiliser les fonctions pour gérer les membres pendant une Guerre des Guildes.
TEXTCLIENT_GUILDMEMBER_PROMOTED,%s has been promoted.,%s a été promu.
TEXTCLIENT_GUILDMEMBER_DEMOTED,%s has been demoted.,%s a été retrogradé.
