Key,English,French
CHARACTER_INC_000298,Remine,Remine
CHARACTER_INC_000304,Krinton,Krinton
CHARACTER_INC_000305,Shields,Boucliers
CHARACTER_INC_000310,Dr. Est,Dr. Est
CHARACTER_INC_000312,Dr. Estly,Dr. Estly
CHARACTER_INC_000314,Dr. Estern,Dr. Estern
CHARACTER_INC_000316,Darkon Pang II,Pang
CHARACTER_INC_000318,Kablloc,Kablloc
CHARACTER_INC_000324,Chenbing,Chenbing
CHARACTER_INC_000330,Jinitte,Jinitte
CHARACTER_INC_000336,Tandy,Tandy
CHARACTER_INC_000338,Blinkwing,Elytres
CHARACTER_INC_000339,Class Goods,Utilitaires
CHARACTER_INC_000342,[Acrobat Drillmaster] Hent,[Entraîneur des Acrobates] Hent
CHARACTER_INC_000344,[Acrobat Master] Pyre,[Maître des Acrobates] Pyre
CHARACTER_INC_000346,[Acrobat Instructor] Tailer,[Instructrice des Acrobates] Tailer
CHARACTER_INC_000348,[Jester Master] Lorein,[Maître des Jesters] Lorein
CHARACTER_INC_000350,[Jester Priest] Homeit,[Doyenne des Jesters] Homeit
CHARACTER_INC_000352,[Jester Guardian] Heingard,[Gardienne des Jesters] Heingard
CHARACTER_INC_000354,[Ranger Master] Eliff,[Maître des Rangers] Eliff
CHARACTER_INC_000356,[High-Dwarpet] Liekyen,[Grand Dwarpet] Liekyen
CHARACTER_INC_000358,[Ranger Priest] Rupim,[Doyenne des Rangers] Rupim
CHARACTER_INC_000360,[Ranger Guardian] Kailreard,[Gardienne des Rangers] Kailreard
CHARACTER_INC_000362,Santa,Santa
CHARACTER_INC_000364,Priest,Clerc
CHARACTER_INC_000366,Hans,Hans
CHARACTER_INC_000368,Guardian Master,Maître des Gardiens
CHARACTER_INC_000372,Shun,Shun
CHARACTER_INC_000378,Rocbin,Rocbin
CHARACTER_INC_000382,Shield,Boucliers
CHARACTER_INC_000384,Ciel,Ciel
CHARACTER_INC_000390,Yuna,Yuna
CHARACTER_INC_000396,Heron,Heron
CHARACTER_INC_000398,Cell,Cell
CHARACTER_INC_000400,Rankashu,Rankashu
CHARACTER_INC_000402,Drian,Drian
CHARACTER_INC_000404,Nevil of Prison,Nevil de la Prison
CHARACTER_INC_000406,Nevil,Nevil
CHARACTER_INC_000408,Bernard,Bernard
CHARACTER_INC_000410,Kazen,Kazen
CHARACTER_INC_000412,Andre,André
CHARACTER_INC_000414,Nein,Nein
CHARACTER_INC_000418,Banker Pang,Pang
CHARACTER_INC_000420,Guild Siege Merchant,Marchand des Guerre de Guildes
CHARACTER_INC_000430,Furan,Furan
CHARACTER_INC_000434,[Guild Siege Manager] Frankie,[Manager des Guerres de Guildes] Franky
CHARACTER_INC_000436,[Guild Siege Manager] Donaris,[Manager des Guerres de Guildes] Donaris
CHARACTER_INC_000438,[Santa] Buruto,[Père Noël] Buruto
CHARACTER_INC_000440,[Santa] Aramy,[Père Noël] Aramy
CHARACTER_INC_000442,[Santa] Atto,[Père Noël] Atto
CHARACTER_INC_000444,[Probationer Cook] Juglin,[Cuisiner] Juglin
CHARACTER_INC_000454,Hachal,Hachal
CHARACTER_INC_000458,[Great Magician] Laola,[Archimage] Laola
CHARACTER_INC_000460,[Dreadpet Manager] Himadel,[Manager Dreadpet] Himadel
CHARACTER_INC_000462,[Dreadpet Manager] Gornus,[Manager Dreadpet] Gornus
CHARACTER_INC_000464,[Dreadpet Manager] Kanane,[Manager Dreadpet] Kanane
CHARACTER_INC_000466,[Mercenary Drillmaster] Mustang,[Entraîneur des Mercenaires] Mustang
CHARACTER_INC_000468,[Mercenary Master] Andy,[Maître des Mercenaires] Andy
CHARACTER_INC_000470,[High-Dwarpet] Langdrong,[Grand Dwarpet] Langdrong
CHARACTER_INC_000472,[Mercenary Instructor] Hyuit,[Instructrice des Mercenaires] Hyuit
CHARACTER_INC_000474,[Assist Drillmaster] Elic,[Entraîneur des Acolytes] Elic
CHARACTER_INC_000476,[Assist Master] Maki,[Maître des Acolytes] Maki
CHARACTER_INC_000478,[High-Dwarpet] Goripeg,[Grand Dwarpet] Goripeg
CHARACTER_INC_000480,[Assist Instructor] Kidmen,[Instructrice des Acolytes] Kidmen
CHARACTER_INC_000482,[High-Dwarpet] Hastan,[Grand Dwarpet] Hastan
CHARACTER_INC_000484,Rudvihil,Rudvihil
CHARACTER_INC_000486,Ancimys,Ancimys
CHARACTER_INC_000488,[Historian] Martinyc,[Historienne] Martinyc
CHARACTER_INC_000490,[Mayor of Flarine],[Maire de Flarine]
CHARACTER_INC_000492,[Public Official of Flarine],[Intendant de Flarine] Nicolas
CHARACTER_INC_000494,[Novelist] Gergantes,[Romancier] Gergantes
CHARACTER_INC_000496,[Magician Drillmaster] Wingyei,[Entraîneur des Magiciens] Winyei
CHARACTER_INC_000498,[Magician Master] Hee,[Maître des Magiciens] Hee
CHARACTER_INC_000500,[Magician Instructor] Lopaze,[Instructrice des Magiciens] Lopaze
CHARACTER_INC_000502,Helgar,Helgar
CHARACTER_INC_000504,Heltung,Heltung
CHARACTER_INC_000506,Strange Collector,Collectionneur mystérieux
CHARACTER_INC_000508,[BowlMerchant] Bowler,[Cuistot] Bowler
CHARACTER_INC_000510,JeongHwa,Jeong-Wa
CHARACTER_INC_000512,Porgo,Porgo
CHARACTER_INC_000514,[Mayor of Saint City],[Maire de Saincity]
CHARACTER_INC_000516,[Chairman of History Society] Gothante,[Historien] Gothante
CHARACTER_INC_000518,[Manager of Ancient Document] Rovanett,[Conservatrice] Rovanett
CHARACTER_INC_000520,Colar,Colar
CHARACTER_INC_000522,Amadolka,Amadolka
CHARACTER_INC_000524,Nina,Nina
CHARACTER_INC_000526,ChiChi,Chichi
CHARACTER_INC_000528,PiPi,Pipo
CHARACTER_INC_000530,Loyah,Loyah
CHARACTER_INC_000532,Mayun,Mayun
CHARACTER_INC_000534,Sotta,Sotta
CHARACTER_INC_000536,[Knight Master] Karandur,[Maître des Chevaliers] Karandur
CHARACTER_INC_000538,[Knight Wise-man] Hormes,[Sage des Chevaliers] Hormes
CHARACTER_INC_000540,Kurmin,Kurmin
CHARACTER_INC_000542,[Knight Priest] Lobiet,[Doyenne des Chevaliers] Lobiet
CHARACTER_INC_000544,[Knight Guardian] Boneper,[Gardienne des Chevaliers] Boneper
CHARACTER_INC_000546,[Blade Master] Corel,[Maître des Assassins] Corel
CHARACTER_INC_000548,[Blade Wise-man] Guabrill,[Sage des Assassins] Guabrill
CHARACTER_INC_000550,Ata,Ata
CHARACTER_INC_000552,[Blade Priest] Jeperdy,[Doyenne des Assassins] Jeperdy
CHARACTER_INC_000554,[Blade Guardian] Sencyrit,[Gardienne des Assassins] Sencyrit
CHARACTER_INC_000556,[Billposter Master] Ride,[Maître des Moines] Ride
CHARACTER_INC_000558,[Billposter Wise-man] Domek,[Sage des Moines] Domek
CHARACTER_INC_000560,Segho,Regho
CHARACTER_INC_000562,[Billposter Priest] Fera,[Doyenne des Moines] Fera
CHARACTER_INC_000564,[Billposter Guardian] Capafe,[Gardienne des Moines] Capafe
CHARACTER_INC_000566,[Ringmaster Master] Ellend,[Maître des Prêtres] Ellend
CHARACTER_INC_000568,[Ringmaster Wise-man] Clamb,[Sage des Prêtres] Clamb
CHARACTER_INC_000570,Teshar,Teshar
CHARACTER_INC_000572,[Ringmaster Priest] Heedan,[Doyenne des Prêtres] Heedan
CHARACTER_INC_000574,[Ringmaster Guardian] Romvoette,[Gardienne des Prêtres] Romvoette
CHARACTER_INC_000576,[Psykeeper Master] Cylor,[Maître des Sorciers] Cylor
CHARACTER_INC_000578,[Psykeeper Wise-man] Cuarine,[Sage des Sorciers] Cuarine
CHARACTER_INC_000580,Ryupang,Ryupang
CHARACTER_INC_000582,[Psykeeper Priest] Pereb,[Doyenne des Sorciers] Pereb
CHARACTER_INC_000584,[Psykeeper Guardian] Shyniff,[Gardienne des Sorciers] Shyniff
CHARACTER_INC_000586,[Elementor Master] Horison,[Maître des Elémentalistes] Horizon
CHARACTER_INC_000588,[Elementor Wise-man] Cuzrill,[Sage des Elémentalistes] Cuzrill
CHARACTER_INC_000590,Parine,Parine
CHARACTER_INC_000592,[Elementor Priest] Condram,[Doyenne des Elémentalistes] Condram
CHARACTER_INC_000594,[Elementor Guardian] Wendien,[Gardienne des Elémentalistes] Wendien
CHARACTER_INC_000596,Tomba,Tomba
CHARACTER_INC_000598,Eoners,Eoners
CHARACTER_INC_000600,Ghalade,Ghalade
CHARACTER_INC_000602,Phoho,Phoho
CHARACTER_INC_000604,[Darken Mayor],[Maire de Darken]
CHARACTER_INC_000606,Darz,Darz
CHARACTER_INC_000608,Ivil Tobby,Evil Tobby
CHARACTER_INC_000610,Ivil Dorry,Evil Dorry
CHARACTER_INC_000612,Ivil Nana,Evil Nana
CHARACTER_INC_000614,Ivil Tubby,Evil Tubby
CHARACTER_INC_000616,Ivil Pho,Evil Pho
CHARACTER_INC_000621,Firdryad,Dryade du Sapin
CHARACTER_INC_000623,Persdryad,Dryade du Kaki
CHARACTER_INC_000625,Peardryad,Dryade du Poirier
CHARACTER_INC_000627,Pinedryad,Dryade du Pin
CHARACTER_INC_000628,Hair Designer,Salon de coiffure
CHARACTER_INC_000629,Makeup Artist,Institut de beauté
CHARACTER_INC_000633,Post Box,Boîte aux Lettres
CHARACTER_INC_000671,[Pet Tamer],Éleveur de familiers
CHARACTER_INC_000704,Buff Pang,[Buff] Pang
CHARACTER_INC_000706,[Arena Manager] Harold,[Chef de l'Arène] Harold
CHARACTER_INC_000708,[Arena Store] Deek,[Marchand de l'Arène] Deek
CHARACTER_INC_000712,[Arena Manager] Lay,[Chef de l'Arène] Ray
CHARACTER_INC_000736,Lord Manager,Lord Manager
CHARACTER_INC_000738,Card Master,Maître des Cartes
CHARACTER_INC_000742,[Jewel Manager] Peach,[Joaillier] Angie
CHARACTER_INC_000951,[Rock Scissor Paper NPC] Demian,[Champion de Flyffoumi] Démian
CHARACTER_INC_000847,[Mentor] Inisis,[Grand Maître] Inisis
CHARACTER_INC_001067,Reonan,Reonan
CHARACTER_INC_001069,Nerco,Nerco
CHARACTER_INC_001071,Hael,Hael
CHARACTER_INC_001073,Handel,Handel
CHARACTER_INC_001075,Zoro,Zoro
CHARACTER_INC_001077,Elaine,Alain
CHARACTER_INC_001079,Ainher,Ainher
CHARACTER_INC_001081,Reodos,Reodos
CHARACTER_INC_001083,Sury,Sury
CHARACTER_INC_001115,Luzina,Luzina
CHARACTER_INC_001117,Nersha,Nersha
CHARACTER_INC_001123,Drico,Drico
CHARACTER_INC_100001,Locku,Locku
CHARACTER_INC_100002,Letana,Letana
CHARACTER_INC_100003,Nemra,Nemra
CHARACTER_INC_100004,YaoRin,YaoRin
CHARACTER_INC_100005,Zaoma,Zaoma
CHARACTER_INC_100008,Dekane,Dekane
CHARACTER_INC_100009,Launch Buff Pang,Pang de lancement
CHARACTER_INC_100010,Gigaka,Jizaka
CHARACTER_INC_100011,Miriun,Miriun
CHARACTER_INC_100012,Auxilior,Auxilior
CHARACTER_INC_100013,Mawrang,Mawran
CHARACTER_INC_100014,Buur,Plume
CHARACTER_INC_100015,Gloves,Gants
CHARACTER_INC_100016,Kumah,Kumah
CHARACTER_INC_100017,Obnis,Obnis
CHARACTER_INC_100018,Airon,Airon
CHARACTER_INC_100019,Haom,Haom
CHARACTER_INC_100020,Mysterious Robed Girl,Fille mystérieuse
CHARACTER_INC_000697,[Chip Merchant] Waforu,[Changeur de Jetons] Charles
CHARACTER_INC_100021,Azria Pang,Pang d'Azria
CHARACTER_INC_001260,Lifeguard Jennifer,Sauveteuse Jennifer
CHARACTER_INC_100022,[Lv80 Guild Siege Manager] Atlas,[Gérant de GdG niv. 80] Atlas
CHARACTER_INC_100023,[Lv60 Guild Siege Manager] Olivia,[Gérant de GdG niv. 60] Olivia
CHARACTER_INC_100024,Polar Bear,Ours Polaire
CHARACTER_INC_100025,Fu Lion King,Roi Lion Fu
CHARACTER_INC_100026,Cupid,Cupidon
CHARACTER_INC_100027,[Master Quests] Leila,[Quêtes Master] Leila
CHARACTER_INC_000722,Secret Room Manager,Manager de la chambre secrète
CHARACTER_INC_000723,Leren Chasm Guard,Garde du Gouffre de Leren
CHARACTER_INC_000724,Rhisis Catacombs Guard,Garde des Catacombes de Rhisis
CHARACTER_INC_000725,Envy Depths Guard,Garde de l'Abîme de l'Envie
CHARACTER_INC_000726,Guardiane Sanctuary Guard,Garde du Sanctuaire de Guardiane
CHARACTER_INC_000727,Storm Peak Guard,Garde du Pic de Tempête
CHARACTER_INC_000728,Rankashin,Rankashin
CHARACTER_INC_100028,Kebaras Pang,Pang de Kebaras
CHARACTER_INC_100029,Pink Easter Bunny,Lapin de Pâques Rose
CHARACTER_INC_100030,Galaxy Scout,Scout de la Galaxie
CHARACTER_INC_100031,Birthday Baker,Boulanger d'Anniversaire
CHARACTER_INC_100032,[FWC Manager] Ava,[Manager FWC] Ava
CHARACTER_INC_100033,Gacha Machine,Gachapon
CHARACTER_INC_100034,Bach,Bach
CHARACTER_INC_100035,Private Leo,Soldat Leo
CHARACTER_INC_100036,Noah,Noah
CHARACTER_INC_100037,Conch,Conch
CHARACTER_INC_100038,Traveling Merchant,Marchand Ambulant
CHARACTER_INC_400000,[Token Merchant] Andrew,[Marchand de Token] Andrew
CHARACTER_INC_100039,Molu,Molu
CHARACTER_INC_100040,Costume Box,Boîte de Costume
CHARACTER_INC_100041,Pragas,Pragas
CHARACTER_INC_100042,Beltung,Beltung
CHARACTER_INC_100043,Gujane,Gujane
CHARACTER_INC_000729,The Wilds Guard,Garde de Désiréa
CHARACTER_INC_000730,Rainbow Race Officer,Organisateur de la Course Arc-en-ciel
CHARACTER_INC_002000,Mysterious Islander,Insulaire Mystérieux
CHARACTER_INC_002001,Pau Pau,Pau Pau
CHARACTER_INC_002002,Kammie,Kammie
CHARACTER_INC_002003,BoBu,BoBu
CHARACTER_INC_002004,Talus,Talus
CHARACTER_INC_002005,Inventor Remi,Inventeur Remi
CHARACTER_INC_002006,Sunny Pang,Sunny Pang
CHARACTER_INC_000771,Charlie,Charlie
CHARACTER_INC_000772,[Guild Ship Manager] Lousiana,[Intendant des Maisons de Guilde] Lousiana
CHARACTER_INC_000773,Santa,Père Noël
CHARACTER_INC_100044,Diosa,Diosa
CHARACTER_INC_100200,Kalgas Assault Manager,Chef de l'Assaut Kalgas
CHARACTER_INC_003200,[Personal House NPC] Casanova,[PNJ Personnel] Casanova
CHARACTER_INC_003201,[Personal House NPC] Misun,[PNJ Personnel] Misun
CHARACTER_INC_003202,[Personal House NPC] Punk,[PNJ Personnel] Punk
CHARACTER_INC_003203,[Personal House NPC] Temas,[PNJ Personnel] Temas
CHARACTER_INC_003204,[Personal House NPC] BB Wolf,[PNJ Personnel] BB Lou
CHARACTER_INC_003205,[Personal House NPC] Chacha,[PNJ Personnel] Chacha
CHARACTER_INC_003206,[Personal House NPC] Hatter,[PNJ Personnel] Chapelier
CHARACTER_INC_003207,[Personal House NPC] Alice,[PNJ Personnel] Alice
CHARACTER_INC_003208,[Personal House NPC] Rulu,[PNJ Personnel] Rulu
CHARACTER_INC_003209,[Personal House NPC] Demon,[PNJ Personnel] Demon
CHARACTER_INC_003210,[Personal House NPC] Gevil,[PNJ Personnel] Gevil
CHARACTER_INC_003211,[Personal House NPC] Sevil,[PNJ Personnel] Sevil
CHARACTER_INC_003212,[Personal House NPC] Lala,[PNJ Personnel] Lala
CHARACTER_INC_003213,[Personal House NPC] Tino,[PNJ Personnel] Tino
CHARACTER_INC_003214,[Personal House NPC] Cachu,[PNJ Personnel] Cachu
CHARACTER_INC_003215,[Personal House NPC] Pang,[PNJ Personnel] Pang
CHARACTER_INC_003216,[Guild Ship NPC] Gira,[PNJ de Maison de Guilde] Gira
CHARACTER_INC_003217,[Guild Ship NPC] Affe,[PNJ de Maison de Guilde] Affe
CHARACTER_INC_003218,[Guild Ship NPC] Sham,[PNJ de Maison de Guilde] Sham
CHARACTER_INC_003219,[Guild Ship NPC] Lamew,[PNJ de Maison de Guilde] Lamew
CHARACTER_INC_003220,[Guild Ship NPC] Quarter,[PNJ de Maison de Guilde] Quarter
CHARACTER_INC_003221,[Guild Ship NPC] Duron,[PNJ de Maison de Guilde] Duron
CHARACTER_INC_003222,[Guild Ship NPC] Dolphie,[PNJ de Maison de Guilde] Dolphie
CHARACTER_INC_003223,[Guild Ship NPC] Fuba,[PNJ de Maison de Guilde] Fuba
CHARACTER_INC_003224,[Guild Ship NPC] Bako,[PNJ de Maison de Guilde] Bako
CHARACTER_INC_003225,[Guild Ship NPC] Wick,[PNJ de Maison de Guilde] Wick
CHARACTER_INC_003226,[Guild Ship NPC] Wina,[PNJ de Maison de Guilde] Wina
CHARACTER_INC_003227,[Guild Ship NPC] Pitch,[PNJ de Maison de Guilde] Pitch
CHARACTER_INC_003228,[Guild Ship NPC] Catch,[PNJ de Maison de Guilde] Catch
CHARACTER_INC_003229,[Guild Ship NPC] Met,[PNJ de Maison de Guilde] Met
CHARACTER_INC_003230,[Guild Ship NPC] Ego,[PNJ de Maison de Guilde] Ego
CHARACTER_INC_003231,[Guild Ship NPC] Wifielder,[PNJ de Maison de Guilde] Wifielder
CHARACTER_INC_003232,[Guild Ship NPC] Simid,[PNJ de Maison de Guilde] Simid
CHARACTER_INC_003233,[Guild Ship NPC] Chord,[PNJ de Maison de Guilde] Chord
CHARACTER_INC_003234,[Guild Ship NPC] Anura,[PNJ de Maison de Guilde] Anura
CHARACTER_INC_003235,[Guild Ship NPC] Vikel,[PNJ de Maison de Guilde] Vikel
CHARACTER_INC_003236,[Guild Ship NPC] Soz,[PNJ de Maison de Guilde] Soz
CHARACTER_INC_003237,[Guild Ship NPC] Naso,[PNJ de Maison de Guilde] Naso
CHARACTER_INC_003238,[Guild Ship NPC] Nuso,[PNJ de Maison de Guilde] Nuso
CHARACTER_INC_003239,[Guild Ship NPC] Cobao,[PNJ de Maison de Guilde] Cobao
CHARACTER_INC_003240,[Guild Ship NPC] Aibao,[PNJ de Maison de Guilde] Aibao
CHARACTER_INC_003241,[Guild Ship NPC] Nanco,[PNJ de Maison de Guilde] Nanco
CHARACTER_INC_003242,[Guild Ship NPC] Asa,[PNJ de Maison de Guilde] Asa
CHARACTER_INC_003243,[Guild Ship NPC] Alyn,[PNJ de Maison de Guilde] Alyn
CHARACTER_INC_003244,[Guild Ship NPC] Lane,[PNJ de Maison de Guilde] Lane
CHARACTER_INC_003245,[Guild Ship NPC] Runni,[PNJ de Maison de Guilde] Runni
CHARACTER_INC_003246,[Guild Ship NPC] Pang,[PNJ de Maison de Guilde] Pang
CHARACTER_INC_000774,Orphanage Keeper,Gardien d'orphelinat
CHARACTER_INC_003247,Guest Book,Livre d'Or
CHARACTER_INC_003248,Bomida,Bomida
CHARACTER_INC_003249,Negie,Negie
CHARACTER_INC_100100,Templates,Templates
CHARACTER_INC_100101,Props,Props
CHARACTER_INC_100102,NPCs,PNJs
CHARACTER_INC_000775,Chonjang,Chonjang
CHARACTER_INC_000776,[Event] Chonjang,[Event] Chonjang
CHARACTER_INC_000777,Defconn,Defconn
CHARACTER_INC_000778,Anna,Anna
CHARACTER_INC_000779,Sea Shell,Coquillage
CHARACTER_INC_000780,Mr. Flyff,Mr. Flyff
CHARACTER_INC_000781,[Event] Roger,[Event] Roger
CHARACTER_INC_003250,[Personal House NPC] Klock,[PNJ Personnel] Klock
CHARACTER_INC_100103,[Messenger of Love] Cupid,[Messager de l'amour] Cupid
CHARACTER_INC_003251,[Personal House NPC] Mac (F Grade),[PNJ Personnel] Mac (F Grade)
CHARACTER_INC_003252,[Personal House NPC] Mac (E Grade),[PNJ Personnel] Mac (E Grade)
CHARACTER_INC_003253,[Personal House NPC] Mac (D Grade),[PNJ Personnel] Mac (D Grade)
CHARACTER_INC_003254,[Personal House NPC] Mac (C Grade),[PNJ Personnel] Mac (C Grade)
CHARACTER_INC_003255,[Personal House NPC] Mac (B Grade),[PNJ Personnel] Mac (B Grade)
CHARACTER_INC_003256,[Personal House NPC] Mac (A Grade),[PNJ Personnel] Mac (A Grade)
CHARACTER_INC_140000,Couple Rings,Anneaux de couple
CHARACTER_INC_100104,[Life Master] Livi,[Maître des métiers] Livi
CHARACTER_INC_100105,Gathering Tool,Outil de collecte
CHARACTER_INC_100106,Sovann,Sovann
CHARACTER_INC_100107,[Event] Mr.Kang,[Event] Mr.Kang
CHARACTER_INC_100108,Hyuna,Hyuna
CHARACTER_INC_100109,[Event] Boss Pang,[Event] Boss Pang
CHARACTER_INC_100110,Wounded Revolutionary,Révolutionnaire blessé
CHARACTER_INC_100111,[Event] Mr.Pumpkin,[Event] Mr.Pumpkin
CHARACTER_INC_150001,[Airport Guard] Doran,[Airport Guard] Doran
CHARACTER_INC_150002,[Airport Guard] Chiron,[Airport Guard] Chiron
CHARACTER_INC_150003,[Airport Guard] Bran,[Airport Guard] Bran
CHARACTER_INC_150004,[Airport Guard] Karr,[Airport Guard] Karr
CHARACTER_INC_150005,[Airport Guard] Zerke,[Airport Guard] Zerke
CHARACTER_INC_150006,[Airport Guard] Elin,[Airport Guard] Elin
CHARACTER_INC_150007,[Eillun Guard] Gard,[Garde d'Eillun] Gard
CHARACTER_INC_150008,[Eillun Guard] Liont,[Garde d'Eillun] Liont
CHARACTER_INC_150009,[Eillun Guard] Serkan,[Garde d'Eillun] Serkan
CHARACTER_INC_150010,[Eillun Guard] Kras,[Garde d'Eillun] Kras
CHARACTER_INC_150011,[Eillun Guard] Maeron,[Garde d'Eillun] Maeron
CHARACTER_INC_150012,[Eillun Guard] Kerion,[Garde d'Eillun] Kerion
CHARACTER_INC_150013,[Eillun Guard] Raon,[Garde d'Eillun] Raon
CHARACTER_INC_150014,[Eillun Guard] Dreon,[Garde d'Eillun] Dreon
CHARACTER_INC_150015,[Eillun Guard] Merk,[Garde d'Eillun] Merk
CHARACTER_INC_150016,[Captain] Baron,[Capitaine] Baron
CHARACTER_INC_150017,Jarl,Jarl
CHARACTER_INC_150018,[Elder] Ayr,[Ancien] Ayr
CHARACTER_INC_150019,[Elder] Traitus,[Ancien] Traitus
CHARACTER_INC_150020,[Elder] Melak,[Ancien] Melak
CHARACTER_INC_150021,[Elder] Silar,[Ancien] Silar
CHARACTER_INC_150022,[Elder] Ebron,[Ancien] Ebron
CHARACTER_INC_150023,[Elder] Luteon,[Ancien] Luteon
CHARACTER_INC_150024,Liana,Liana
CHARACTER_INC_150025,[Jewel Manager] Teron,[Joaillier] Teron
CHARACTER_INC_150026,Haret,Haret
CHARACTER_INC_150027,Domir,Domir
CHARACTER_INC_150028,Toran,Toran
CHARACTER_INC_150029,Karen,Karen
CHARACTER_INC_150030,Nebrah,Nebrah
CHARACTER_INC_150031,Sena,Sena
CHARACTER_INC_150032,Rohan,Rohan
CHARACTER_INC_150033,Belia,Belia
CHARACTER_INC_150034,Kerin,Kerin
CHARACTER_INC_150035,Artin,Artin
CHARACTER_INC_150036,Pael,Pael
CHARACTER_INC_150037,Lumi,Lumi
CHARACTER_INC_150038,Ivelyn,Ivelyn
CHARACTER_INC_150039,Selin,Selin
CHARACTER_INC_150040,Kaela,Kaela
CHARACTER_INC_150041,[Pet Tamer] Livia,[Éleveur de familier] Livia
CHARACTER_INC_150042,Taila,Taila
CHARACTER_INC_150043,Weevs,Weevs
CHARACTER_INC_150044,[Mysterious] ??? ,[Mystérieux] ???
CHARACTER_INC_150045,[Expedition] Beck,[Expédition] Beck
CHARACTER_INC_150046,Asylum Guard,Garde de l'asile d'Ankou
CHARACTER_INC_150047,Mysterious Adventurer,Aventurier mystérieux
CHARACTER_INC_150048,Jarl (Dying),(Agonisant) Jarl
CHARACTER_INC_150049,[PTS Manager] Mewdev,[Responsable PTS] Mewdev
CHARACTER_INC_150050,Miorang,Miorang
CHARACTER_INC_150051,Cheirang,Cheirang
CHARACTER_INC_150052,[Village Chief] Huntrang,[Chef du village] Huntran
CHARACTER_INC_150053,[Arena Manager] Aerin,[Chef de l'Arène] Aerin
CHARACTER_INC_150100,[Event] Getcha,[Événement] Getcha
