Key,English,German
ACHIEVEMENT_KILL_GHOSTKING_NAME,Ghost King,Ghost King
ACHIEVEMENT_KILL_MAMMOTH_NAME,Mammoth,Mammoth
ACHIEVEMENT_KILL_ATROX_NAME,Atrox,Artrox
ACHIEVEMENT_KILL_TIGAR_NAME,Tigar,Tigar
ACHIEVEMENT_KILL_MERAL_NAME,Meral,Merel
ACHIEVEMENT_KILL_KINGSTER_NAME,Kingster,Kingster
ACHIEVEMENT_KILL_CREPER_NAME,Creper,Creper
ACHIEVEMENT_KILL_NAGA_NAME,Naga,Naga
ACHIEVEMENT_KILL_DORIAN_NAME,Dorian,Dorian
ACHIEVEMENT_KILL_OKEAN_NAME,Okean,Okean
ACHIEVEMENT_KILL_KRAKEN_NAME,Kraken,Kraken
ACHIEVEMENT_KILL_DREADFIN_NAME,Dreadfin,Dreadfin
ACHIEVEMENT_KILL_DREADSCALE_NAME,Dreadscale,Dreadscale
ACHIEVEMENT_KILL_LUMINFIN_NAME,Luminfin,Luminfin
ACHIEVEMENT_KILL_REDMETEONYKER_NAME,Red Meteonyker,Red Meteonyker
ACHIEVEMENT_KILL_CAVEMANCHIEF_NAME,Caveman Chief,Höhlenmensch-Häuptling
ACHIEVEMENT_KILL_TEMPLEGUARDIAN_NAME,Temple Guardian,Tempelwächter
ACHIEVEMENT_KILL_GREATKRAKEN_NAME,Great Kraken,Great Kraken
ACHIEVEMENT_KILL_PYRAMIDGUARDIAN_NAME,Pyramid Guardian,Pyramidenwächter
ACHIEVEMENT_KILL_CRYSTALDEVIL_NAME,Crystal Demon Lord,Kristalldämonenfürst
ACHIEVEMENT_KILL_BEASTKINGKHAN_NAME,Beast King Khan,Bestienkönig Khan
ACHIEVEMENT_KILL_SHADEKRITON_NAME,[Shade Lieutenant] Kriton,[Shade Lieutenant] Kriton
ACHIEVEMENT_KILL_PUPPETWOLF_NAME,Hundur Sharpfoot,Hundur Sharpfoot
ACHIEVEMENT_KILL_RYSENTRY_NAME,Samoset,Samoset
ACHIEVEMENT_KILL_RYGUARD_NAME,Kyouchish,Kyouchish
ACHIEVEMENT_KILL_RYARCHER_NAME,Kanonicus,Kanonicus
ACHIEVEMENT_KILL_RYMAGI_NAME,Mage Redcloud,Mage Redcloud
ACHIEVEMENT_KILL_RYWARRIOR_NAME,Taiaha,Taiaha
ACHIEVEMENT_KILL_SKELWOLF_NAME,Hellhound,Hellhound
ACHIEVEMENT_KILL_RYBARGA_NAME,Chief Keokuk,Chief Keokuk
ACHIEVEMENT_KILL_BEHEMOTH03_NAME,[God of Death] Demonic Ankou,[God of Death] Demonic Ankou
ACHIEVEMENT_KILL_AIBATT_LVL1,Aibatt Slayer 1,Aibatt Jäger 1
ACHIEVEMENT_KILL_AIBATT_LVL2,Aibatt Slayer 2,Aibatt Jäger 2
ACHIEVEMENT_KILL_AIBATT_LVL3,Aibatt Slayer 3,Aibatt Jäger 3
ACHIEVEMENT_KILL_AIBATT_LVL4,Aibatt Slayer 4,Aibatt Jäger 4
ACHIEVEMENT_KILL_AIBATT_LVL5,Aibatt Hunter,Einäugiger Flattermann
ACHIEVEMENT_KILL_MUSHPANG_LVL1,Mushpang Slayer 1,Mushpang Jäger 1
ACHIEVEMENT_KILL_MUSHPANG_LVL2,Mushpang Slayer 2,Mushpang Jäger 2
ACHIEVEMENT_KILL_MUSHPANG_LVL3,Mushpang Slayer 3,Mushpang Jäger 3
ACHIEVEMENT_KILL_MUSHPANG_LVL4,Mushpang Slayer 4,Mushpang Jäger 4
ACHIEVEMENT_KILL_MUSHPANG_LVL5,Mushpang Hunter,Flyfferling
ACHIEVEMENT_KILL_BURUDENG_LVL1,Burudeng Slayer 1,Burudeng Jäger 1
ACHIEVEMENT_KILL_BURUDENG_LVL2,Burudeng Slayer 2,Burudeng Jäger 2
ACHIEVEMENT_KILL_BURUDENG_LVL3,Burudeng Slayer 3,Burudeng Jäger 3
ACHIEVEMENT_KILL_BURUDENG_LVL4,Burudeng Slayer 4,Burudeng Jäger 4
ACHIEVEMENT_KILL_BURUDENG_LVL5,Burudeng Hunter,Kammerjäger
ACHIEVEMENT_KILL_PUKEPUKE_LVL1,Pukepuke Slayer 1,Pukepuke Jäger 1
ACHIEVEMENT_KILL_PUKEPUKE_LVL2,Pukepuke Slayer 2,Pukepuke Jäger 2
ACHIEVEMENT_KILL_PUKEPUKE_LVL3,Pukepuke Slayer 3,Pukepuke Jäger 3
ACHIEVEMENT_KILL_PUKEPUKE_LVL4,Pukepuke Slayer 4,Pukepuke Jäger 4
ACHIEVEMENT_KILL_PUKEPUKE_LVL5,Pukepuke Hunter,Hinterwäldler
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL1,Peakyturtle Slayer 1,Peakyturtle Jäger 1
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL2,Peakyturtle Slayer 2,Peakyturtle Jäger 2
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL3,Peakyturtle Slayer 3,Peakyturtle Jäger 3
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL4,Peakyturtle Slayer 4,Peakyturtle Jäger 4
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL5,Peakyturtle Hunter,Panzerknacker
ACHIEVEMENT_KILL_DEMIAN_LVL1,Demian Slayer 1,Demian Jäger 1
ACHIEVEMENT_KILL_DEMIAN_LVL2,Demian Slayer 2,Demian Jäger 2
ACHIEVEMENT_KILL_DEMIAN_LVL3,Demian Slayer 3,Demian Jäger 3
ACHIEVEMENT_KILL_DEMIAN_LVL4,Demian Slayer 4,Demian Jäger 4
ACHIEVEMENT_KILL_DEMIAN_LVL5,Demian Hunter,Kindergärtner
ACHIEVEMENT_KILL_DORIDOMA_LVL1,Doridoma Slayer 1,Doridoma Jäger 1
ACHIEVEMENT_KILL_DORIDOMA_LVL2,Doridoma Slayer 2,Doridoma Jäger 2
ACHIEVEMENT_KILL_DORIDOMA_LVL3,Doridoma Slayer 3,Doridoma Jäger 3
ACHIEVEMENT_KILL_DORIDOMA_LVL4,Doridoma Slayer 4,Doridoma Jäger 4
ACHIEVEMENT_KILL_DORIDOMA_LVL5,Doridoma Hunter,Seepferdchenreiter
ACHIEVEMENT_KILL_LAWOLF_LVL1,Lawolf Slayer 1,Lawolf Jäger 1
ACHIEVEMENT_KILL_LAWOLF_LVL2,Lawolf Slayer 2,Lawolf Jäger 2
ACHIEVEMENT_KILL_LAWOLF_LVL3,Lawolf Slayer 3,Lawolf Jäger 3
ACHIEVEMENT_KILL_LAWOLF_LVL4,Lawolf Slayer 4,Lawolf Jäger 4
ACHIEVEMENT_KILL_LAWOLF_LVL5,Lawolf Hunter,Rotkäppchen
ACHIEVEMENT_KILL_FEFERN_LVL1,Fefern Slayer 1,Fefern Jäger 1
ACHIEVEMENT_KILL_FEFERN_LVL2,Fefern Slayer 2,Fefern Jäger 2
ACHIEVEMENT_KILL_FEFERN_LVL3,Fefern Slayer 3,Fefern Jäger 3
ACHIEVEMENT_KILL_FEFERN_LVL4,Fefern Slayer 4,Fefern Jäger 4
ACHIEVEMENT_KILL_FEFERN_LVL5,Fefern Hunter,Unkrautvernichter
ACHIEVEMENT_KILL_NYANGNYANG_LVL1,Nyangnyang Slayer 1,Nyangnyang Jäger 1
ACHIEVEMENT_KILL_NYANGNYANG_LVL2,Nyangnyang Slayer 2,Nyangnyang Jäger 2
ACHIEVEMENT_KILL_NYANGNYANG_LVL3,Nyangnyang Slayer 3,Nyangnyang Jäger 3
ACHIEVEMENT_KILL_NYANGNYANG_LVL4,Nyangnyang Slayer 4,Nyangnyang Jäger 4
ACHIEVEMENT_KILL_NYANGNYANG_LVL5,Nyangnyang Hunter,Rawwr!
ACHIEVEMENT_KILL_BANG_LVL1,Bang Slayer 1,Bang Jäger 1
ACHIEVEMENT_KILL_BANG_LVL2,Bang Slayer 2,Bang Jäger 2
ACHIEVEMENT_KILL_BANG_LVL3,Bang Slayer 3,Bang Jäger 3
ACHIEVEMENT_KILL_BANG_LVL4,Bang Slayer 4,Bang Jäger 4
ACHIEVEMENT_KILL_BANG_LVL5,Bang Hunter,Banger
ACHIEVEMENT_KILL_MOTHBEE_LVL1,Mothbee Slayer 1,Mothbee Jäger 1
ACHIEVEMENT_KILL_MOTHBEE_LVL2,Mothbee Slayer 2,Mothbee Jäger 2
ACHIEVEMENT_KILL_MOTHBEE_LVL3,Mothbee Slayer 3,Mothbee Jäger 3
ACHIEVEMENT_KILL_MOTHBEE_LVL4,Mothbee Slayer 4,Mothbee Jäger 4
ACHIEVEMENT_KILL_MOTHBEE_LVL5,Mothbee Hunter,Mottenköder
ACHIEVEMENT_KILL_WAGSAAC_LVL1,Wagsaac Slayer 1,Wagsaac Jäger 1
ACHIEVEMENT_KILL_WAGSAAC_LVL2,Wagsaac Slayer 2,Wagsaac Jäger 2
ACHIEVEMENT_KILL_WAGSAAC_LVL3,Wagsaac Slayer 3,Wagsaac Jäger 3
ACHIEVEMENT_KILL_WAGSAAC_LVL4,Wagsaac Slayer 4,Wagsaac Jäger 4
ACHIEVEMENT_KILL_WAGSAAC_LVL5,Wagsaac Hunter,Honigliebhaber
ACHIEVEMENT_KILL_FLYBAT_LVL1,Flybat Slayer 1,Flybat Jäger 1
ACHIEVEMENT_KILL_FLYBAT_LVL2,Flybat Slayer 2,Flybat Jäger 2
ACHIEVEMENT_KILL_FLYBAT_LVL3,Flybat Slayer 3,Flybat Jäger 3
ACHIEVEMENT_KILL_FLYBAT_LVL4,Flybat Slayer 4,Flybat Jäger 4
ACHIEVEMENT_KILL_FLYBAT_LVL5,Flybat Hunter,Fliegenklatscher
ACHIEVEMENT_KILL_MIA_LVL1,Mia Slayer 1,Mia Jäger 1
ACHIEVEMENT_KILL_MIA_LVL2,Mia Slayer 2,Mia Jäger 2
ACHIEVEMENT_KILL_MIA_LVL3,Mia Slayer 3,Mia Jäger 3
ACHIEVEMENT_KILL_MIA_LVL4,Mia Slayer 4,Mia Jäger 4
ACHIEVEMENT_KILL_MIA_LVL5,Mia Hunter,Kinderschreck
ACHIEVEMENT_KILL_MRPUMPKIN_LVL1,Mr. Pumpkin Slayer 1,Mr. Pumpkin Jäger 1
ACHIEVEMENT_KILL_MRPUMPKIN_LVL2,Mr. Pumpkin Slayer 2,Mr. Pumpkin Jäger 2
ACHIEVEMENT_KILL_MRPUMPKIN_LVL3,Mr. Pumpkin Slayer 3,Mr. Pumpkin Jäger 3
ACHIEVEMENT_KILL_MRPUMPKIN_LVL4,Mr. Pumpkin Slayer 4,Mr. Pumpkin Jäger 4
ACHIEVEMENT_KILL_MRPUMPKIN_LVL5,Mr. Pumpkin Hunter,Vogelscheuche
ACHIEVEMENT_KILL_REDMANTIS_LVL1,Redmantis Slayer 1,Redmantis Jäger 1
ACHIEVEMENT_KILL_REDMANTIS_LVL2,Redmantis Slayer 2,Redmantis Jäger 2
ACHIEVEMENT_KILL_REDMANTIS_LVL3,Redmantis Slayer 3,Redmantis Jäger 3
ACHIEVEMENT_KILL_REDMANTIS_LVL4,Redmantis Slayer 4,Redmantis Jäger 4
ACHIEVEMENT_KILL_REDMANTIS_LVL5,Redmantis Hunter,Gottesanbeter
ACHIEVEMENT_KILL_ZENDROS_LVL1,Zendros Slayer 1,Zendros Jäger 1
ACHIEVEMENT_KILL_ZENDROS_LVL2,Zendros Slayer 2,Zendros Jäger 2
ACHIEVEMENT_KILL_ZENDROS_LVL3,Zendros Slayer 3,Zendros Jäger 3
ACHIEVEMENT_KILL_ZENDROS_LVL4,Zendros Slayer 4,Zendros Jäger 4
ACHIEVEMENT_KILL_ZENDROS_LVL5,Zendros Hunter,Gehörnter Flattermann
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL1,Jack the Hammer Slayer 1,Jack the Hammer Jäger 1
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL2,Jack the Hammer Slayer 2,Jack the Hammer Jäger 2
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL3,Jack the Hammer Slayer 3,Jack the Hammer Jäger 3
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL4,Jack the Hammer Slayer 4,Jack the Hammer Jäger 4
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL5,Jack the Hammer Hunter,Hammerhart
ACHIEVEMENT_KILL_GIGGLEBOX_LVL1,Giggle Box Slayer 1,Giggle Box Jäger 1
ACHIEVEMENT_KILL_GIGGLEBOX_LVL2,Giggle Box Slayer 2,Giggle Box Jäger 2
ACHIEVEMENT_KILL_GIGGLEBOX_LVL3,Giggle Box Slayer 3,Giggle Box Jäger 3
ACHIEVEMENT_KILL_GIGGLEBOX_LVL4,Giggle Box Slayer 4,Giggle Box Jäger 4
ACHIEVEMENT_KILL_GIGGLEBOX_LVL5,Giggle Box Hunter,Kichererbse
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL1,Rock Muscle Slayer 1,Rock Muscle Jäger 1
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL2,Rock Muscle Slayer 2,Rock Muscle Jäger 2
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL3,Rock Muscle Slayer 3,Rock Muscle Jäger 3
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL4,Rock Muscle Slayer 4,Rock Muscle Jäger 4
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL5,Rock Muscle Hunter,Steinmetz
ACHIEVEMENT_KILL_BUCROW_LVL1,Bucrow Slayer 1,Bucrow Jäger 1
ACHIEVEMENT_KILL_BUCROW_LVL2,Bucrow Slayer 2,Bucrow Jäger 2
ACHIEVEMENT_KILL_BUCROW_LVL3,Bucrow Slayer 3,Bucrow Jäger 3
ACHIEVEMENT_KILL_BUCROW_LVL4,Bucrow Slayer 4,Bucrow Jäger 4
ACHIEVEMENT_KILL_BUCROW_LVL5,Bucrow Hunter,Dämon
ACHIEVEMENT_KILL_NEPARUBA_LVL1,Neparuba Slayer 1,Neparuba Jäger 1
ACHIEVEMENT_KILL_NEPARUBA_LVL2,Neparuba Slayer 2,Neparuba Jäger 2
ACHIEVEMENT_KILL_NEPARUBA_LVL3,Neparuba Slayer 3,Neparuba Jäger 3
ACHIEVEMENT_KILL_NEPARUBA_LVL4,Neparuba Slayer 4,Neparuba Jäger 4
ACHIEVEMENT_KILL_NEPARUBA_LVL5,Neparuba Hunter,Blutsauger
ACHIEVEMENT_KILL_HOBO_LVL1,Hobo Slayer 1,Hobo Jäger 1
ACHIEVEMENT_KILL_HOBO_LVL2,Hobo Slayer 2,Hobo Jäger 2
ACHIEVEMENT_KILL_HOBO_LVL3,Hobo Slayer 3,Hobo Jäger 3
ACHIEVEMENT_KILL_HOBO_LVL4,Hobo Slayer 4,Hobo Jäger 4
ACHIEVEMENT_KILL_HOBO_LVL5,Hobo Hunter,Schwertkämpfer
ACHIEVEMENT_KILL_DUMBBULL_LVL1,Dumbbull Slayer 1,Dumbbull Jäger 1
ACHIEVEMENT_KILL_DUMBBULL_LVL2,Dumbbull Slayer 2,Dumbbull Jäger 2
ACHIEVEMENT_KILL_DUMBBULL_LVL3,Dumbbull Slayer 3,Dumbbull Jäger 3
ACHIEVEMENT_KILL_DUMBBULL_LVL4,Dumbbull Slayer 4,Dumbbull Jäger 4
ACHIEVEMENT_KILL_DUMBBULL_LVL5,Dumbbull Hunter,Cowboy
ACHIEVEMENT_KILL_TOTEMIA_LVL1,Totemia Slayer 1,Totemia Jäger 1
ACHIEVEMENT_KILL_TOTEMIA_LVL2,Totemia Slayer 2,Totemia Jäger 2
ACHIEVEMENT_KILL_TOTEMIA_LVL3,Totemia Slayer 3,Totemia Jäger 3
ACHIEVEMENT_KILL_TOTEMIA_LVL4,Totemia Slayer 4,Totemia Jäger 4
ACHIEVEMENT_KILL_TOTEMIA_LVL5,Totemia Hunter,Pommesjäger
ACHIEVEMENT_KILL_CARDPUPPET_LVL1,Cardpuppet Slayer 1,Cardpuppet Jäger 1
ACHIEVEMENT_KILL_CARDPUPPET_LVL2,Cardpuppet Slayer 2,Cardpuppet Jäger 2
ACHIEVEMENT_KILL_CARDPUPPET_LVL3,Cardpuppet Slayer 3,Cardpuppet Jäger 3
ACHIEVEMENT_KILL_CARDPUPPET_LVL4,Cardpuppet Slayer 4,Cardpuppet Jäger 4
ACHIEVEMENT_KILL_CARDPUPPET_LVL5,Cardpuppet Hunter,Puppenspieler
ACHIEVEMENT_KILL_FLBYRIGEN_LVL1,Flybrigen Slayer 1,Flybrigen Jäger 1
ACHIEVEMENT_KILL_FLBYRIGEN_LVL2,Flybrigen Slayer 2,Flybrigen Jäger 2
ACHIEVEMENT_KILL_FLBYRIGEN_LVL3,Flybrigen Slayer 3,Flybrigen Jäger 3
ACHIEVEMENT_KILL_FLBYRIGEN_LVL4,Flybrigen Slayer 4,Flybrigen Jäger 4
ACHIEVEMENT_KILL_FLBYRIGEN_LVL5,Flybrigen Hunter,Leuchte
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL1,Tombstone Bearer Slayer 1,Tombstone Bearer Jäger 1
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL2,Tombstone Bearer Slayer 2,Tombstone Bearer Jäger 2
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL3,Tombstone Bearer Slayer 3,Tombstone Bearer Jäger 3
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL4,Tombstone Bearer Slayer 4,Tombstone Bearer Jäger 4
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL5,Tombstone Bearer Hunter,Totenjäger
ACHIEVEMENT_KILL_SCOPICON_LVL1,Scorpicon Slayer 1,Scorpicon Jäger 1
ACHIEVEMENT_KILL_SCOPICON_LVL2,Scorpicon Slayer 2,Scorpicon Jäger 2
ACHIEVEMENT_KILL_SCOPICON_LVL3,Scorpicon Slayer 3,Scorpicon Jäger 3
ACHIEVEMENT_KILL_SCOPICON_LVL4,Scorpicon Slayer 4,Scorpicon Jäger 4
ACHIEVEMENT_KILL_SCOPICON_LVL5,Scorpicon Hunter,Giftresistent
ACHIEVEMENT_KILL_BASQUE_LVL1,Basque Slayer 1,Basque Jäger 1
ACHIEVEMENT_KILL_BASQUE_LVL2,Basque Slayer 2,Basque Jäger 2
ACHIEVEMENT_KILL_BASQUE_LVL3,Basque Slayer 3,Basque Jäger 3
ACHIEVEMENT_KILL_BASQUE_LVL4,Basque Slayer 4,Basque Jäger 4
ACHIEVEMENT_KILL_BASQUE_LVL5,Basque Hunter,Bazooka
ACHIEVEMENT_KILL_PRANKSTER_LVL1,Prankster Slayer 1,Prankster Jäger 1
ACHIEVEMENT_KILL_PRANKSTER_LVL2,Prankster Slayer 2,Prankster Jäger 2
ACHIEVEMENT_KILL_PRANKSTER_LVL3,Prankster Slayer 3,Prankster Jäger 3
ACHIEVEMENT_KILL_PRANKSTER_LVL4,Prankster Slayer 4,Prankster Jäger 4
ACHIEVEMENT_KILL_PRANKSTER_LVL5,Prankster Hunter,Prankster Hunter
ACHIEVEMENT_KILL_ROCKEPELLER_LVL1,Rockepeller Slayer 1,Rockepeller Jäger 1
ACHIEVEMENT_KILL_ROCKEPELLER_LVL2,Rockepeller Slayer 2,Rockepeller Jäger 2
ACHIEVEMENT_KILL_ROCKEPELLER_LVL3,Rockepeller Slayer 3,Rockepeller Jäger 3
ACHIEVEMENT_KILL_ROCKEPELLER_LVL4,Rockepeller Slayer 4,Rockepeller Jäger 4
ACHIEVEMENT_KILL_ROCKEPELLER_LVL5,Rockepeller Hunter,Bruchpilot
ACHIEVEMENT_KILL_WHEELEM_LVL1,Wheelem Slayer 1,Wheelem Jäger 1
ACHIEVEMENT_KILL_WHEELEM_LVL2,Wheelem Slayer 2,Wheelem Jäger 2
ACHIEVEMENT_KILL_WHEELEM_LVL3,Wheelem Slayer 3,Wheelem Jäger 3
ACHIEVEMENT_KILL_WHEELEM_LVL4,Wheelem Slayer 4,Wheelem Jäger 4
ACHIEVEMENT_KILL_WHEELEM_LVL5,Wheelem Hunter,Abgefahren
ACHIEVEMENT_KILL_LEYENA_LVL1,Leyena Slayer 1,Leyena Jäger 1
ACHIEVEMENT_KILL_LEYENA_LVL2,Leyena Slayer 2,Leyena Jäger 2
ACHIEVEMENT_KILL_LEYENA_LVL3,Leyena Slayer 3,Leyena Jäger 3
ACHIEVEMENT_KILL_LEYENA_LVL4,Leyena Slayer 4,Leyena Jäger 4
ACHIEVEMENT_KILL_LEYENA_LVL5,Leyena Hunter,Hyänenschreck
ACHIEVEMENT_KILL_TRANGFOMA_LVL1,Trangfoma Slayer 1,Trangfoma Jäger 1
ACHIEVEMENT_KILL_TRANGFOMA_LVL2,Trangfoma Slayer 2,Trangfoma Jäger 2
ACHIEVEMENT_KILL_TRANGFOMA_LVL3,Trangfoma Slayer 3,Trangfoma Jäger 3
ACHIEVEMENT_KILL_TRANGFOMA_LVL4,Trangfoma Slayer 4,Trangfoma Jäger 4
ACHIEVEMENT_KILL_TRANGFOMA_LVL5,Trangfoma Hunter,Elektrotechniker
ACHIEVEMENT_KILL_STEAMWALKER_LVL1,Steam Walker Slayer 1,Steamwalker Schlächter 1
ACHIEVEMENT_KILL_STEAMWALKER_LVL2,Steam Walker Slayer 2,Steamwalker Schlächter 2
ACHIEVEMENT_KILL_STEAMWALKER_LVL3,Steam Walker Slayer 3,Steamwalker Schlächter 3
ACHIEVEMENT_KILL_STEAMWALKER_LVL4,Steam Walker Slayer 4,Steamwalker Schlächter 4
ACHIEVEMENT_KILL_STEAMWALKER_LVL5,Steam Walker Hunter,Steamwalker Jäger
ACHIEVEMENT_KILL_STEELKNIGHT_LVL1,Steel Knight Slayer 1,Steelknight Schlächter 1
ACHIEVEMENT_KILL_STEELKNIGHT_LVL2,Steel Knight Slayer 2,Steelknight Schlächter 2
