Key,English,German
CHARACTER_INC_000298,Remine,Remine
CHARACTER_INC_000304,Krinton,Krinton
CHARACTER_INC_000305,Shields,Schilde
CHARACTER_INC_000310,Dr. Est,Dr. Est
CHARACTER_INC_000312,Dr. Estly,Dr. Estly
CHARACTER_INC_000314,Dr. Estern,Dr. Estern
CHARACTER_INC_000316,Darkon Pang II,Darkon Pang II
CHARACTER_INC_000318,Kablloc,Kablloc
CHARACTER_INC_000324,Chenbing,Chenbing
CHARACTER_INC_000330,Jinitte,Jinitte
CHARACTER_INC_000336,Tandy,Tandy
CHARACTER_INC_000338,Blinkwing,Blinkwing
CHARACTER_INC_000339,Class Goods,Poster/Pfeile
CHARACTER_INC_000342,[Acrobat Drillmaster] Hent,[Acrobat Anweiser] Hent
CHARACTER_INC_000344,[Acrobat Master] Pyre,[Acrobat Meister] Pyre
CHARACTER_INC_000346,[Acrobat Instructor] Tailer,[Acrobat Anweiser] Tailer
CHARACTER_INC_000348,[Jester Master] Lorein,[Jester Meister] Lorein
CHARACTER_INC_000350,[Jester Priest] Homeit,[Jester Priester] Homeit
CHARACTER_INC_000352,[Jester Guardian] Heingard,[Jester Wächter] Heingard
CHARACTER_INC_000354,[Ranger Master] Eliff,[Ranger Meister] Eliff
CHARACTER_INC_000356,[High-Dwarpet] Liekyen,[High-Dwarpet] Liekyen
CHARACTER_INC_000358,[Ranger Priest] Rupim,[Ranger Priester] Rupim
CHARACTER_INC_000360,[Ranger Guardian] Kailreard,[Ranger Wächter] Kailreard
CHARACTER_INC_000362,Santa,Weihnachtsmann
CHARACTER_INC_000364,Priest,Priester
CHARACTER_INC_000366,Hans,Patrick
CHARACTER_INC_000368,Guardian Master,Wächter Meister
CHARACTER_INC_000372,Shun,Shun
CHARACTER_INC_000378,Rocbin,Rocbin
CHARACTER_INC_000382,Shield,Schilde
CHARACTER_INC_000384,Ciel,Ciel
CHARACTER_INC_000390,Yuna,Yuna
CHARACTER_INC_000396,Heron,Heron
CHARACTER_INC_000398,Cell,Cell
CHARACTER_INC_000400,Rankashu,Rankashu
CHARACTER_INC_000402,Drian,Drian
CHARACTER_INC_000404,Nevil of Prison,Nevil of Prison
CHARACTER_INC_000406,Nevil,Nevil
CHARACTER_INC_000408,Bernard,Bernard
CHARACTER_INC_000410,Kazen,Kazen
CHARACTER_INC_000412,Andre,Andre
CHARACTER_INC_000414,Nein,Shin
CHARACTER_INC_000418,Banker Pang,Bank Pang
CHARACTER_INC_000420,Guild Siege Merchant,Gildenkrieg Händler
CHARACTER_INC_000430,Furan,Furan
CHARACTER_INC_000434,[Guild Siege Manager] Frankie,[Gildenkrieg Verwalter] Frankie
CHARACTER_INC_000436,[Guild Siege Manager] Donaris,[Gildenkrieg Verwalterin] Donaris
CHARACTER_INC_000438,[Santa] Buruto,[Weihnachtsmann] Buruto
CHARACTER_INC_000440,[Santa] Aramy,[Weihnachtsmann] Aramy
CHARACTER_INC_000442,[Santa] Atto,[Weihnachtsmann] Atto
CHARACTER_INC_000444,[Probationer Cook] Juglin,[Kochlehrling] Juglin
CHARACTER_INC_000454,Hachal,Hachal
CHARACTER_INC_000458,[Great Magician] Laola,[Großmagierin] Laola
CHARACTER_INC_000460,[Dreadpet Manager] Himadel,[Dreadpet Verwalter] Himadel
CHARACTER_INC_000462,[Dreadpet Manager] Gornus,[Dreadpet Verwalter] Gornus
CHARACTER_INC_000464,[Dreadpet Manager] Kanane,[Dreadpet Verwalter] Kanane
CHARACTER_INC_000466,[Mercenary Drillmaster] Mustang,[Mercenary Ausbilder] Mustang
CHARACTER_INC_000468,[Mercenary Master] Andy,[Mercenary Meister] Andy
CHARACTER_INC_000470,[High-Dwarpet] Langdrong,[High-Dwarpet] Langdrong
CHARACTER_INC_000472,[Mercenary Instructor] Hyuit,[Mercenary Anweiser] Hyuit
CHARACTER_INC_000474,[Assist Drillmaster] Elic,[Assist Ausbilder] Elic
CHARACTER_INC_000476,[Assist Master] Maki,[Assist Meister] Maki
CHARACTER_INC_000478,[High-Dwarpet] Goripeg,[High-Dwarpet] Goripeg
CHARACTER_INC_000480,[Assist Instructor] Kidmen,[Assist Anweiserin] Lumarka
CHARACTER_INC_000482,[High-Dwarpet] Hastan,[High-Dwarpet] Hastan
CHARACTER_INC_000484,Rudvihil,Rudvihil
CHARACTER_INC_000486,Ancimys,[Magic Box] Ancimys
CHARACTER_INC_000488,[Historian] Martinyc,[Historikerin] Martinyc
CHARACTER_INC_000490,[Mayor of Flarine],[Bürgermeister von Flaris]
CHARACTER_INC_000492,[Public Official of Flarine],[Stadtverwalter von Flaris]
CHARACTER_INC_000494,[Novelist] Gergantes,[Schriftsteller] Gergantes
CHARACTER_INC_000496,[Magician Drillmaster] Wingyei,[Magician Ausbilder] Wingyei
CHARACTER_INC_000498,[Magician Master] Hee,[Magician Meister] Hee
CHARACTER_INC_000500,[Magician Instructor] Lopaze,[Magician Anweiser] Lopaze
CHARACTER_INC_000502,Helgar,Helgar
CHARACTER_INC_000504,Heltung,Heltung
CHARACTER_INC_000506,Strange Collector,Seltsamer Sammler
CHARACTER_INC_000508,[BowlMerchant] Bowler,[Topfhändler] Bowler
CHARACTER_INC_000510,JeongHwa,Natalie
CHARACTER_INC_000512,Porgo,Porgo
CHARACTER_INC_000514,[Mayor of Saint City],[Bürgermeister von Saint Morning]
CHARACTER_INC_000516,[Chairman of History Society] Gothante,[Vorsitzender des Historiker Verbands] Gothante
CHARACTER_INC_000518,[Manager of Ancient Document] Rovanett,[Verwalterin der historischen Dokumente] Rovanett
CHARACTER_INC_000520,Colar,Colar
CHARACTER_INC_000522,Amadolka,Amadolka
CHARACTER_INC_000524,Nina,Nina
CHARACTER_INC_000526,ChiChi,ChiChi
CHARACTER_INC_000528,PiPi,Mathias
CHARACTER_INC_000530,Loyah,Loyah
CHARACTER_INC_000532,Mayun,Mayun
CHARACTER_INC_000534,Sotta,Sotta
CHARACTER_INC_000536,[Knight Master] Karandur,[Knight Meister] Karandur
CHARACTER_INC_000538,[Knight Wise-man] Hormes,[Knight Weiser] Hormes
CHARACTER_INC_000540,Kurmin,Kurmin
CHARACTER_INC_000542,[Knight Priest] Lobiet,[Knight Priester] Lobiet
CHARACTER_INC_000544,[Knight Guardian] Boneper,[Knight Wächter] Boneper
CHARACTER_INC_000546,[Blade Master] Corel,[Blade Meister] Corel
CHARACTER_INC_000548,[Blade Wise-man] Guabrill,[Blade Weiser] Guabrill
CHARACTER_INC_000550,Ata,Ata
CHARACTER_INC_000552,[Blade Priest] Jeperdy,[Blade Priester] Jeperdy
CHARACTER_INC_000554,[Blade Guardian] Sencyrit,[Blade Wächter] Sencyrit
CHARACTER_INC_000556,[Billposter Master] Ride,[Billposter Meister] Ride
CHARACTER_INC_000558,[Billposter Wise-man] Domek,[Billposter Weiser] Doman
CHARACTER_INC_000560,Segho,Segho
CHARACTER_INC_000562,[Billposter Priest] Fera,[Billposter Priester] Fera
CHARACTER_INC_000564,[Billposter Guardian] Capafe,[Billposter Wächter] Capafe
CHARACTER_INC_000566,[Ringmaster Master] Ellend,[Ringmaster Meister] Ellend
CHARACTER_INC_000568,[Ringmaster Wise-man] Clamb,[Ringmaster Weiser] Clamb
CHARACTER_INC_000570,Teshar,Teshar
CHARACTER_INC_000572,[Ringmaster Priest] Heedan,[Ringmaster Priester] Heedan
CHARACTER_INC_000574,[Ringmaster Guardian] Romvoette,[Ringmaster Wächter] Romvoette
CHARACTER_INC_000576,[Psykeeper Master] Cylor,[Psykeeper Meister] Cylor
CHARACTER_INC_000578,[Psykeeper Wise-man] Cuarine,[Psykeeper Weiser] Cuarine
CHARACTER_INC_000580,Ryupang,Ryupang
CHARACTER_INC_000582,[Psykeeper Priest] Pereb,[Psykeeper Priester] Pereb
CHARACTER_INC_000584,[Psykeeper Guardian] Shyniff,[Psykeeper Wächter] Shyniff
CHARACTER_INC_000586,[Elementor Master] Horison,[Elementor Meister] Horison
CHARACTER_INC_000588,[Elementor Wise-man] Cuzrill,[Elementor Weiser] Cuzrill
CHARACTER_INC_000590,Parine,Parine
CHARACTER_INC_000592,[Elementor Priest] Condram,[Elementor Priester] Condram
CHARACTER_INC_000594,[Elementor Guardian] Wendien,[Elementor Wächter] Wendien
CHARACTER_INC_000596,Tomba,Tomba
CHARACTER_INC_000598,Eoners,Eoners
CHARACTER_INC_000600,Ghalade,Ghalade
CHARACTER_INC_000602,Phoho,Phoho
CHARACTER_INC_000604,[Darken Mayor],[Bürgermeister von Darkon]
CHARACTER_INC_000606,Darz,Darz
CHARACTER_INC_000608,Ivil Tobby,Ivil Tobby
CHARACTER_INC_000610,Ivil Dorry,Ivil Dorry
CHARACTER_INC_000612,Ivil Nana,Ivil Nana
CHARACTER_INC_000614,Ivil Tubby,Ivil Tubby
CHARACTER_INC_000616,Ivil Pho,Ivil Pho
CHARACTER_INC_000621,Firdryad,Fir Dryad
CHARACTER_INC_000623,Persdryad,Pers Dryad
CHARACTER_INC_000625,Peardryad,Pear Dryad
CHARACTER_INC_000627,Pinedryad,Pine Dryad
CHARACTER_INC_000628,Hair Designer,Friseur
CHARACTER_INC_000629,Makeup Artist,Roobie
CHARACTER_INC_000633,Post Box,Briefkasten
CHARACTER_INC_000671,[Pet Tamer],Pet Tamer
CHARACTER_INC_000704,Buff Pang,Anfängerhelfer
CHARACTER_INC_000706,[Arena Manager] Harold,[Arena Verwalter] Harold
CHARACTER_INC_000708,[Arena Store] Deek,[Arena Händler] Deek
CHARACTER_INC_000712,[Arena Manager] Lay,[PvP Arena Verwalter] Ray
CHARACTER_INC_000736,Lord Manager,Lord Manager
CHARACTER_INC_000738,Card Master,Kartenmeister
CHARACTER_INC_000742,[Jewel Manager] Peach,[Juwel Verwalter] Peach
CHARACTER_INC_000951,[Rock Scissor Paper NPC] Demian,"[Stein, Schere, Papier NPC] Demian"
CHARACTER_INC_000847,[Mentor] Inisis,[Mentor] Inisis
CHARACTER_INC_001067,Reonan,Reonan
CHARACTER_INC_001069,Nerco,Nerco
CHARACTER_INC_001071,Hael,Hael
CHARACTER_INC_001073,Handel,Handel
CHARACTER_INC_001075,Zoro,Zoro
CHARACTER_INC_001077,Elaine,Elaine
CHARACTER_INC_001079,Ainher,Ainher
CHARACTER_INC_001081,Reodos,Reodos
CHARACTER_INC_001083,Sury,Sury
CHARACTER_INC_001115,Luzina,Luzina
CHARACTER_INC_001117,Nersha,Nersha
CHARACTER_INC_001123,Drico,Drico
CHARACTER_INC_100001,Locku,Locku
CHARACTER_INC_100002,Letana,Letana
CHARACTER_INC_100003,Nemra,Nemra
CHARACTER_INC_100004,YaoRin,YaoRin
CHARACTER_INC_100005,Zaoma,Zaoma
CHARACTER_INC_100008,Dekane,Dekane
CHARACTER_INC_100009,Launch Buff Pang,Launch Buff Pang
CHARACTER_INC_100010,Gigaka,Gigaka
CHARACTER_INC_100011,Miriun,Miriun
CHARACTER_INC_100012,Auxilior,Auxilior
CHARACTER_INC_100013,Mawrang,Maran
CHARACTER_INC_100014,Buur,Fluffy
CHARACTER_INC_100015,Gloves,Gloves
CHARACTER_INC_100016,Kumah,Kumah
CHARACTER_INC_100017,Obnis,Obnis
CHARACTER_INC_100018,Airon,Airon
CHARACTER_INC_100019,Haom,Haom
CHARACTER_INC_100020,Mysterious Robed Girl,Geheimnisvolle Nonne
CHARACTER_INC_000697,[Chip Merchant] Waforu,[Red Chip Händler] Wafor
CHARACTER_INC_100021,Azria Pang,Azria Pang
CHARACTER_INC_001260,Lifeguard Jennifer,Strandmeisterin Jennifer
CHARACTER_INC_100022,[Lv80 Guild Siege Manager] Atlas,[Lv80 Gildenkrieg Manager] Atlas
CHARACTER_INC_100023,[Lv60 Guild Siege Manager] Olivia,[Lv60 Gildenkrieg Manager] Olivia
CHARACTER_INC_100024,Polar Bear,Baby Polar Bear
CHARACTER_INC_100025,Fu Lion King,Fu Lion King
CHARACTER_INC_100026,Cupid,Amor
CHARACTER_INC_100027,[Master Quests] Leila,[Master Quests] Leila
CHARACTER_INC_000722,Secret Room Manager,Östlicher Geheimer Raum Verwalter
CHARACTER_INC_000723,Leren Chasm Guard,Lerenkluft Wächter
CHARACTER_INC_000724,Rhisis Catacombs Guard,Katakomben von Rhisis Wächter
CHARACTER_INC_000725,Envy Depths Guard,Neidische Tiefen Wächter
CHARACTER_INC_000726,Guardiane Sanctuary Guard,Guardiane Heiligtum Wache
CHARACTER_INC_000727,Storm Peak Guard,Sturmgipfel Wächter
CHARACTER_INC_000728,Rankashin,Rankashin
CHARACTER_INC_100028,Kebaras Pang,Kebaras Pang
CHARACTER_INC_100029,Pink Easter Bunny,Rosa Osterhase
CHARACTER_INC_100030,Galaxy Scout,Galaxie-Späher
CHARACTER_INC_100031,Birthday Baker,Geburtstagsbäcker
CHARACTER_INC_100032,[FWC Manager] Ava,[FWC Manager] Ava
CHARACTER_INC_100033,Gacha Machine,Gacha Maschine
CHARACTER_INC_100034,Bach,Bach
CHARACTER_INC_100035,Private Leo,Gefreiter Löwe
CHARACTER_INC_100036,Noah,Noah
CHARACTER_INC_100037,Conch,Muschel
CHARACTER_INC_100038,Traveling Merchant,Reisender Händler
CHARACTER_INC_400000,[Token Merchant] Andrew,[Token Händler] Andrew
CHARACTER_INC_100039,Molu,Molu
CHARACTER_INC_100040,Costume Box,Kostüm-Box
CHARACTER_INC_100041,Pragas,Pragas
CHARACTER_INC_100042,Beltung,Beltung
CHARACTER_INC_100043,Gujane,Gujane
CHARACTER_INC_000729,The Wilds Guard,Wächter der Wildnis
CHARACTER_INC_000730,Rainbow Race Officer,Verwalter des Regenbogenrennens
CHARACTER_INC_002000,Mysterious Islander,Mysteriöser Inselbewohner
CHARACTER_INC_002001,Pau Pau,Pau Pau
CHARACTER_INC_002002,Kammie,Kammie
CHARACTER_INC_002003,BoBu,BoBu
CHARACTER_INC_002004,Talus,Talus
CHARACTER_INC_002005,Inventor Remi,Erfinder Remi
CHARACTER_INC_002006,Sunny Pang,Sunny Pang
CHARACTER_INC_000771,Charlie,Charlie
CHARACTER_INC_000772,[Guild Ship Manager] Lousiana,[Gildenhaus Verwalter] Lousiana
CHARACTER_INC_000773,Santa,Santa
CHARACTER_INC_100044,Diosa,Diosa
CHARACTER_INC_100200,Kalgas Assault Manager,Kalgas Assault Manager
CHARACTER_INC_003200,[Personal House NPC] Casanova,[Privates Haus NPC] Casanova
CHARACTER_INC_003201,[Personal House NPC] Misun,[Privates Haus NPC] Misun
CHARACTER_INC_003202,[Personal House NPC] Punk,[Privates Haus NPC] Punk
CHARACTER_INC_003203,[Personal House NPC] Temas,[Privates Haus NPC] Temas
CHARACTER_INC_003204,[Personal House NPC] BB Wolf,[Privates Haus NPC] BB Wolf
CHARACTER_INC_003205,[Personal House NPC] Chacha,[Privates Haus NPC] Chacha
CHARACTER_INC_003206,[Personal House NPC] Hatter,[Privates Haus NPC] Hatter
CHARACTER_INC_003207,[Personal House NPC] Alice,[Privates Haus NPC] Alice
CHARACTER_INC_003208,[Personal House NPC] Rulu,[Privates Haus NPC] Rulu
CHARACTER_INC_003209,[Personal House NPC] Demon,[Privates Haus NPC] Demon
CHARACTER_INC_003210,[Personal House NPC] Gevil,[Privates Haus NPC] Gevil
CHARACTER_INC_003211,[Personal House NPC] Sevil,[Privates Haus NPC] Sevil
CHARACTER_INC_003212,[Personal House NPC] Lala,[Privates Haus NPC] Lala
CHARACTER_INC_003213,[Personal House NPC] Tino,[Privates Haus NPC] Tino
CHARACTER_INC_003214,[Personal House NPC] Cachu,[Privates Haus NPC] Cachu
CHARACTER_INC_003215,[Personal House NPC] Pang,[Privates Haus NPC] Pang
CHARACTER_INC_003216,[Guild Ship NPC] Gira,[Gildenhaus NPC] Gira
CHARACTER_INC_003217,[Guild Ship NPC] Affe,[Gildenhaus NPC] Affe
CHARACTER_INC_003218,[Guild Ship NPC] Sham,[Gildenhaus NPC] Sham
CHARACTER_INC_003219,[Guild Ship NPC] Lamew,[Gildenhaus NPC] Lamew
CHARACTER_INC_003220,[Guild Ship NPC] Quarter,[Gildenhaus NPC] Quarter
CHARACTER_INC_003221,[Guild Ship NPC] Duron,[Gildenhaus NPC] Duron
CHARACTER_INC_003222,[Guild Ship NPC] Dolphie,[Gildenhaus NPC] Dolphie
CHARACTER_INC_003223,[Guild Ship NPC] Fuba,[Gildenhaus NPC] Fuba
CHARACTER_INC_003224,[Guild Ship NPC] Bako,[Gildenhaus NPC] Bako
CHARACTER_INC_003225,[Guild Ship NPC] Wick,[Gildenhaus NPC] Wick
CHARACTER_INC_003226,[Guild Ship NPC] Wina,[Gildenhaus NPC] Wina
CHARACTER_INC_003227,[Guild Ship NPC] Pitch,[Gildenhaus NPC] Pitch
CHARACTER_INC_003228,[Guild Ship NPC] Catch,[Gildenhaus NPC] Catch
CHARACTER_INC_003229,[Guild Ship NPC] Met,[Gildenhaus NPC] Met
CHARACTER_INC_003230,[Guild Ship NPC] Ego,[Gildenhaus NPC] Ego
CHARACTER_INC_003231,[Guild Ship NPC] Wifielder,[Gildenhaus NPC] Wifielder
CHARACTER_INC_003232,[Guild Ship NPC] Simid,[Gildenhaus NPC] Simid
CHARACTER_INC_003233,[Guild Ship NPC] Chord,[Gildenhaus NPC] Chord
CHARACTER_INC_003234,[Guild Ship NPC] Anura,[Gildenhaus NPC] Anura
CHARACTER_INC_003235,[Guild Ship NPC] Vikel,[Gildenhaus NPC] Vikel
CHARACTER_INC_003236,[Guild Ship NPC] Soz,[Gildenhaus NPC] Soz
CHARACTER_INC_003237,[Guild Ship NPC] Naso,[Gildenhaus NPC] Naso
CHARACTER_INC_003238,[Guild Ship NPC] Nuso,[Gildenhaus NPC] Nuso
CHARACTER_INC_003239,[Guild Ship NPC] Cobao,[Gildenhaus NPC] Cobao
CHARACTER_INC_003240,[Guild Ship NPC] Aibao,[Gildenhaus NPC] Aibao
CHARACTER_INC_003241,[Guild Ship NPC] Nanco,[Gildenhaus NPC] Nanco
CHARACTER_INC_003242,[Guild Ship NPC] Asa,[Gildenhaus NPC] Asa
CHARACTER_INC_003243,[Guild Ship NPC] Alyn,[Gildenhaus NPC] Alyn
CHARACTER_INC_003244,[Guild Ship NPC] Lane,[Gildenhaus NPC] Lane
CHARACTER_INC_003245,[Guild Ship NPC] Runni,[Gildenhaus NPC] Runni
CHARACTER_INC_003246,[Guild Ship NPC] Pang,[Gildenhaus NPC] Pang
CHARACTER_INC_000774,Orphanage Keeper,Waisenhauswächter
CHARACTER_INC_003247,Guest Book,Gästebuch
CHARACTER_INC_003248,Bomida,Bomida
CHARACTER_INC_003249,Negie,Negie
CHARACTER_INC_100100,Templates,Vorlagen
CHARACTER_INC_100101,Props,Props
CHARACTER_INC_100102,NPCs,NPCs
CHARACTER_INC_000775,Chonjang,Chonjang
CHARACTER_INC_000776,[Event] Chonjang,[Event] Chonjang
CHARACTER_INC_000777,Defconn,Defconn
CHARACTER_INC_000778,Anna,Anna
CHARACTER_INC_000779,Sea Shell,Muschel
CHARACTER_INC_000780,Mr. Flyff,Mr. Flyff
CHARACTER_INC_000781,[Event] Roger,[Event] Roger
CHARACTER_INC_003250,[Personal House NPC] Klock,[Privates Haus NPC] Klock
CHARACTER_INC_100103,[Messenger of Love] Cupid,[Bote der Liebe] Amor
CHARACTER_INC_003251,[Personal House NPC] Mac (F Grade),[Privates Haus NPC] Mac (Stufe F)
CHARACTER_INC_003252,[Personal House NPC] Mac (E Grade),[Privates Haus NPC] Mac (Stufe E)
CHARACTER_INC_003253,[Personal House NPC] Mac (D Grade),[Privates Haus NPC] Mac (Stufe D)
CHARACTER_INC_003254,[Personal House NPC] Mac (C Grade),[Privates Haus NPC] Mac (Stufe C)
CHARACTER_INC_003255,[Personal House NPC] Mac (B Grade),[Privates Haus NPC] Mac (Stufe B)
CHARACTER_INC_003256,[Personal House NPC] Mac (A Grade),[Privates Haus NPC] Mac (Stufe A)
CHARACTER_INC_140000,Couple Rings,Eheringe
CHARACTER_INC_100104,[Life Master] Livi,[Life Meister] Livi
CHARACTER_INC_100105,Gathering Tool,Sammelwerkzeug
CHARACTER_INC_100106,Sovann,Sovann
CHARACTER_INC_100107,[Event] Mr.Kang,[Event] Mr.Kang
CHARACTER_INC_100108,Hyuna,Hyuna
CHARACTER_INC_100109,[Event] Boss Pang,[Event] Boss Pang
CHARACTER_INC_100110,Wounded Revolutionary,Verwundeter Revolutionär
CHARACTER_INC_100111,[Event] Mr.Pumpkin,[Event] Mr.Pumpkin
CHARACTER_INC_150001,[Airport Guard] Doran,[Flughafenwache] Doran
CHARACTER_INC_150002,[Airport Guard] Chiron,[Flughafenwache] Chiron
CHARACTER_INC_150003,[Airport Guard] Bran,[Flughafenwache] Bran
CHARACTER_INC_150004,[Airport Guard] Karr,[Flughafenwache] Karr
CHARACTER_INC_150005,[Airport Guard] Zerke,[Flughafenwache] Zerke
CHARACTER_INC_150006,[Airport Guard] Elin,[Flughafenwache] Elin
CHARACTER_INC_150007,[Eillun Guard] Gard,[Eillun Wache] Gard
CHARACTER_INC_150008,[Eillun Guard] Liont,[Eillun Wache] Liont
CHARACTER_INC_150009,[Eillun Guard] Serkan,[Eillun Wache] Serkan
CHARACTER_INC_150010,[Eillun Guard] Kras,[Eillun Wache] Kras
CHARACTER_INC_150011,[Eillun Guard] Maeron,[Eillun Wache] Maeron
CHARACTER_INC_150012,[Eillun Guard] Kerion,[Eillun Wache] Kerion
CHARACTER_INC_150013,[Eillun Guard] Raon,[Eillun Wache] Raon
CHARACTER_INC_150014,[Eillun Guard] Dreon,[Eillun Wache] Dreon
CHARACTER_INC_150015,[Eillun Guard] Merk,[Eillun Wache] Merk
CHARACTER_INC_150016,[Captain] Baron,[Hauptmann] Baron
CHARACTER_INC_150017,Jarl,Jarl
CHARACTER_INC_150018,[Elder] Ayr,[Ältester] Ayr
CHARACTER_INC_150019,[Elder] Traitus,[Ältester] Traitus
CHARACTER_INC_150020,[Elder] Melak,[Ältester] Melak
CHARACTER_INC_150021,[Elder] Silar,[Ältester] Silar
CHARACTER_INC_150022,[Elder] Ebron,[Ältester] Ebron
CHARACTER_INC_150023,[Elder] Luteon,[Ältester] Luteon
CHARACTER_INC_150024,Liana,Liana
CHARACTER_INC_150025,[Jewel Manager] Teron,[Juwelen Manager] Teron
CHARACTER_INC_150026,Haret,Haret
CHARACTER_INC_150027,Domir,Domir
CHARACTER_INC_150028,Toran,Toran
CHARACTER_INC_150029,Karen,Karen
CHARACTER_INC_150030,Nebrah,Nebrah
CHARACTER_INC_150031,Sena,Sena
CHARACTER_INC_150032,Rohan,Rohan
CHARACTER_INC_150033,Belia,Belia
CHARACTER_INC_150034,Kerin,Kerin
CHARACTER_INC_150035,Artin,Artin
CHARACTER_INC_150036,Pael,Pael
CHARACTER_INC_150037,Lumi,Lumi
CHARACTER_INC_150038,Ivelyn,Ivelyn
CHARACTER_INC_150039,Selin,Selin
CHARACTER_INC_150040,Kaela,Kaela
CHARACTER_INC_150041,[Pet Tamer] Livia,[Pet Tamer] Livia
CHARACTER_INC_150042,Taila,Taila
CHARACTER_INC_150043,Weevs,Weevs
CHARACTER_INC_150044,[Mysterious] ??? ,[Geheimnisvoll] ??? 
CHARACTER_INC_150045,[Expedition] Beck,[Expedition] Beck
CHARACTER_INC_150046,Asylum Guard,Zufluchts Wache
CHARACTER_INC_150047,Mysterious Adventurer,Geheimnisvoller Abenteurer
CHARACTER_INC_150048,Jarl (Dying),Jarl (Sterbend)
CHARACTER_INC_150049,[PTS Manager] Mewdev,[Test Server Manager] Mewdev
CHARACTER_INC_150050,Miorang,Miorang
CHARACTER_INC_150051,Cheirang,Cheirang
CHARACTER_INC_150052,[Village Chief] Huntrang,[Dorfvorsteher] Huntran
CHARACTER_INC_150053,[Arena Manager] Aerin,[Arena Manager] Aerin
CHARACTER_INC_150100,[Event] Getcha,[Event] Getcha
CHARACTER_INC_150054,[Lv165 Guild Siege Manager] Prune,[Lv165 Guild Siege Manager] Prune
CHARACTER_INC_155001,[Captain] Baron,[Captain] Baron
CHARACTER_INC_155002,[Eillun Farmer] Sprout,[Eillun Farmer] Sprout
