Key,English,German
TUTORIAL_MOTION_CONTENT,"#b#cff0000ff■ Emotion Expression#nb#nc\nYou can use this to express your emotion to other players. There are many emoticons and icons for expression various emotions, so you should try to use it.[[\nShortcut key is O.|]]","#b#cff0000ff■ Emotionen ausdrücken#nb#nc\nDu kannst dieses Menü benutzen um anderen Spielern deine Stimmung zu zeigen. Es gibt viele verschiedene Smileys, also solltest du versuchen einige davon zu benutzen.[[\nDie Taste hierfür ist O.|]]"
TUTORIAL_CHAT_TEXT,Ready to chat with others?\n\n[[Press ENTER|You can tap the #bChat#nb preview at the bottom]] to open the chat window.\n\nMessage in Normal chat are visible to nearby players.,Ready to chat with others?\n\n[[Press ENTER|You can tap the #bChat#nb preview at the bottom]] to open the chat window.\n\nMessage in Normal chat are visible to nearby players.
TUTORIAL_CHAT_TITLE,Chat Method,Chatmethode
TUTORIAL_CHAT_CONTENT,#b#cff0000ff■ Normal Chat#nb#nc\nYou can only talk to players near by you. The way you talk is press Chat button on chat window.\n\n#b#cff0000ff■ Shout#nb#nc\nYou can talk to players who are in broad range. They way you shot is add #cffff0000/s #nc on front of the words that you want to say.\n\n#b#cff0000ff■ Party Chat#nb#nc\nYou can use it when you are in a party. The way you talk is add #cffff0000/p #nc on front of the wards that you want to say.\nYou can use Troupe button on the chat window.\n\n#b#cff0000ff■ Whisper#nb#nc\nYou can send message to certain player. The way you do it is add #cffff0000/w character name #nc.\nYou can use Whisper button on the chat window.\n\n#b#cff0000ff■ Guild Chat#nb#nc\nYou can use it when you are in a guild. The way you talk is add#cffff0000/g #nc.\nYou can use Guild button on the chat window.\n\n#b#cff0000ff■ System Message#nb#nc\nAll of the messages except chat message display in system window.To check press SYSTEM button on the chat window.\n\n#b#cff0000ff■ Filter Function#nb#nc\nYou can see the chat that you want to see. The way you do is press Filter button.,"#b#cffffdd66■ Normaler Chat#nb#nc\nDu kannst auf diese Weise mit Spielern in Sichtweite reden. Dafür nutzt du den Chat Button im Chatfenster.\n\n#b#cffffdd66■ Schreien#nb#nc\nDu kannst Spielern in der näheren Umgebung etwas zurufen. Man schreit, indem man #cffff0000/s #nc vor den Text schreibt.\n\n#b#cffffdd66■ Party Chat#nb#nc\nDu kannst diesen benutzen, wenn du in einer Party bist. Um diesen Chat benutzen zu können, musst du #cffff0000/p #nc vor deinen Text schreiben.\nDu kannst ebenfalls den Party Button hierfür benutzen.\n\n#b#cffffdd66■ Flüstern#nb#nc\nDu kannst eine Nachricht an einen bestimmten Spieler schicken. Um einen Spieler anflüstern zu können, schreibe #cffff0000/w Spielername Nachricht #nc.\nDu kannst ebenfalls den Flüstern Button verwenden um zu Flüstern.\n\n#b#cffffdd66■ Gilden Chat#nb#nc\nDu kannst diesen Chat verwenden, wenn du in einer Gilde bist. Um diesen Chat benutzen zu können, musst du #cffff0000/g #nc vor deine Nachricht schreiben.\nDu kannst ebenfalls den Gilden Button verwenden um in der Gilde zu chatten.\n\n#b#cffffdd66■ System Nachricht#nb#nc\nAlle Spiel bezogenen Nachrichten werden in diesem Chat aufgeführt. Um den Chat lesen zu können, drücke auf System innerhalb des Chatfensters.\n\n#b#cffffdd66■ Filter Funktion#nb#nc\nDu kannst im Filter einstellen, welche Chats du sehen möchtest. Drück hierfür auf Filter, um ihn einzustellen."
TUTORIAL_SHOUT_TEXT,"Mastering the Shout:\n\nShouting broadcasts your message to a #bbroader audience#nb than normal chat.\n\nTo shout, prefix your message with#cffff0000/s#nc. Remember, players won't see your shouts until you reach level 20.\n\n#cffff0000Clearing requirement: Use the shout ('/s') chat.","Mastering the Shout:\n\nShouting broadcasts your message to a #bbroader audience#nb than normal chat.\n\nTo shout, prefix your message with#cffff0000/s#nc. Remember, players won't see your shouts until you reach level 20.\n\n#cffff0000Clearing requirement: Use the shout ('/s') chat."
TUTORIAL_PARTY_CHAT_TEXT,"About the #bParty chat#nb:\n\nStart your message with #cffff0000/p#nc to only discuss with players in your party.\n\nRemember, party chat is exclusive to party members.","About the #bParty chat#nb:\n\nStart your message with #cffff0000/p#nc to only discuss with players in your party.\n\nRemember, party chat is exclusive to party members."
TUTORIAL_WHISPER_CHAT_TEXT,Need to message someone directly? Try #bWhisper#nb.\n\nType\n#cffff0000 /w CharacterName\n#nc before your message to whisper to a specific player.,Need to message someone directly? Try #bWhisper#nb.\n\nType\n#cffff0000 /w CharacterName\n#nc before your message to whisper to a specific player.
TUTORIAL_GUILD_CHAT_TEXT,Add #cffff0000/g#nc before your message to chat with your guild members only.,"Wenn du in einer Gilde bist, schreibe #cffff0000/g#nc vor deine Nachricht um Nachrichten an deine Gilde zu senden."
TUTORIAL_SYSTEM_CHAT_TEXT,System messages are shown in a seperate chat window.\n\n[[Click|Tap]] the SYSTEM button in the chat window to view them.,System messages are shown in a seperate chat window.\n\n[[Click|Tap]] the SYSTEM button in the chat window to view them.
TUTORIAL_FILTER_CHAT_TEXT,"To see only the messages you're interested in, simply select a tab, [[click|tap]] the #bFilter#nb button, and edit your perferences. The rest will be filtered out.","Um nur die Nachrichten zu sehen, die dich interessieren, wähle einfach eine Registerkarte aus, klicke auf die Schaltfläche #bFilter#nb und ändere deine Einstellungen. Der Rest wird dann herausgefiltert."
TUTORIAL_INVENTORY_TEXT,You got your #bfirst weapon#nb!\n\nLet's go through item equipment by [[pressing 'I'|touching Inventory in the bottom]].\n\n#cffff0000Clear Condition: [[Hot Key 'I'|Open inventory]],Du hast deine erste Waffe erhalten!\n\nSchaue in dein Inventar durch [[drücken von 'I'|berühren von 'Inventar' im Hauptmenü]].\n\n#cffff0000Aufgabe: Öffne das Inventar [[mit der Taste 'I'|]]
TUTORIAL_EQUIP_TEXT,[[Double click|Touch]] an item you want to equip [[or drag it to the spot you want to equip|and then touch the #bEquip#nb button]].\n\n#cffff0000Clear Condition: Equip an item,"[[Doppelklicke|Drücke 2 mal]] auf einen Gegenstand den du ausrüsten möchtest, oder ziehe ihn an den passenden Platz im Ausrüstungsfenster.\n\n#cffff0000Aufgabe: Rüste einen Gegenstand aus"
TUTORIAL_UNEQUIP_TEXT,Now double [[click again|tap]] on the item in #bequipment view#nb to unequip it.\n\n#cffff0000Clear Condition: Unequip an item,Jetzt [[doppelklicke|drücke 2 mal]] auf den ausgerüsteten Gegenstand in der Ausrüstungsansicht um ihn wieder abzulegen.\n\n#cffff0000Aufgabe: Ziehe einen Ausrüstungsgegenstand aus
TUTORIAL_INVENTORY_TITLE,Inventory,Inventar
TUTORIAL_INVENTORY_CONTENT,"#b#cff0000ff■ At the top of the Inventory window,#nb#nc\nyou can see the items your character has equipped. At the bottom, you can see the items and Penya in your inventory. To equip an item, double-[[click|tap]] it or drag it to the appropriate slot.[[\nHotkey: I|]]",#b#cff0000ff■ Oben in deinem Inventar#nb#nc\n kannst du sehen welche Gegenstände du ausgerüstet hast. Darunter werden dir deine Gegenstände und deine Penya angezeigt. Du kannst auf einen Gegenstand [[doppelklicken|2 Mal tippen]] oder ihn an die entsprechende Stelle ziehen um ihn auszurüsten.[[\nDie Taste für das Inventar ist I.|]]
TUTORIAL_TASKBAR_TEXT,Well done! Let's learn about the #bQuick Slot#nb located [[on the left|in many places]] of your screen.\n\nYou can put #bitems or skills#nb into it so you can use them quickly. [[1 - 0 can be used as hotkeyes.\nYou can also use keys F1-F9 to cycle through your Quick Slot bars.|#bKeep your finger pressed#nb on an item to drag it to the Slot of your choice.]]\n\n#cffff0000Clear Condition: Drag an item to Quick Slot,"Gut gemacht. Lass uns jetzt über die #bSchnellzugriffsleiste#nb [[am unteren Rand deines Bildschirmes]] sprechen.\n\nDu kannst #bGegenstände oder Fähigkeiten#nb auf die Leiste ziehen und [[mit den Tasten 1 - 0 verwenden.\nDu kannst ebenfalls die Tasten F1-F9 nutzen, um zwischen verschiedenen Schnellzugriffsleisten zu wechseln.|sie dort schneller antippen.]]\n\n#cffff0000Aufgabe: Ziehe einen Gegenstand auf die Schnellzugriffsleiste"
TUTORIAL_TASKBAR_TITLE,Quick Slot,Schnellzugrifflsleiste
TUTORIAL_TASKBAR_CONTENT,#b#cff0000ff■ Quick Slot#nb#nc\nYou can put items or motions that you want to use quickly[[ in 1~0 slots and there are also expansion slot of F1~F9|]].,"#b#cff0000ff■ Schnellzugriff#nb#nc\nDu kannst Gegenstände oder Bewegungen[[| abspeichern]], die du schnell benutzen möchtest[[, auf die Plätze 1-9 der Schnellzugriffsleiste ziehen|]]."
TUTORIAL_CHARACTER_TEXT,The #bCharacter#nb window displays information about your character.\n\n[[Press 'H'|Touch Character in main menu]] to view this window.\n\n#cffff0000Clear Condition: [[Hot Key 'H'|Open Character window]],Das Charakterfenster zeigt dir Informationen zu deinem Charakter.\n\n[[Drücke 'H'|Berühre Charakter im Hauptmenü]] um dir das Charakterfenster anzeigen zu lassen.\n\n#cffff0000Aufgabe: Öffne das Charakterfenster[[ mit der Taste 'H'|]].
TUTORIAL_CHARACTER_TITLE,Character Window,Charakterfenster
TUTORIAL_CHARACTER_CONTENT,#b#cff0000ff■ Character Window#nb#nc\nYou can see all information of your character. You can also increase ability stat with Stat Points.[[\nShortcut key is H.|]],#b#cff0000ff■ Charakterfenster#nb#nc\nHier kannst du Informationen zu deinem Charakter sehen. Außerdem kannst du hier Statuspunkte verteilen.[[\nDie Taste für das Charaktermenü ist 'H'.|]]
TUTORIAL_STAT_TEXT,You can also distribute #bStat Points#nb you have gained by leveling in #bDetail tab#nb.\n\nUse #bApply#nb button to confirm changes.\n\n#cffff0000Clear Condition: Distribute Stat Points,"Du kannst Statuspunkte, die du durch Levelaufstiege verdient hast auch unter 'Details' verteilen.\n\nKlicke auf Anwenden, um deine Änderungen zu bestätigen.\n\n#cffff0000Aufgabe: Verteile Statuspunkte"
TUTORIAL_CHANGEJOB_TEXT,"Hi, there. I am #b#cffa0a0ffInfo Pang#nc#nb ^^\n\nYou can transfer your job to #bMercenary#nb, #bMagician#nb, #bAcrobat#nb, or #bAssist#nb when you reach level 15.\n\nYou need to complete the #bjob transfer quest#nb by talking to the #b#cffa0a0ffJob Drillmaster#nc#nb in #bEastern Flarine#nb.","Hallo, ich bin #b#cffa0a0ffInfo Pang#nc#nb ^^\n\nWenn du Level 15 erreicht hast, kannst du dich zwischen 4 Jobklassen entscheiden: Mercenary, Assist, Acrobat und Magician.\n\nUm deine Jobklasse zu wechseln, musst du allerdings zuerst deine Jobquest abschließen. Geh daher nach Ost-Flaris, zu dem Trainer für die Jobklasse, die du erlernen möchtest."
TUTORIAL_FLY_TEXT,"Now you have reached the level to fly. Let me teach you #bhow to fly#nb!\n\nYou will first need to purchase a board or a broom to #b#cffa0a0ff(Station) Tina#nc#nb in Flarine and equip the item.\n\nThen [[press the Space bar|touch the #bSTART button#nb in bottom right of the screen]] to increase speed, and [[press Space bar|touch it]] again to decrease speed.\n\n[[Move your Mouse cursor while holding down the right button|Touch your character and #bslide your finger#nb or use the #bdirectional pad#nb]] to fly in that direction.\n\n[[When using the keyboard the W, A, S, D keys will move you.|You can also control your flight by #brotating your device#nb if device motion is supported. Use the button on top of the screen to toggle Device Motion.]]","Now you have reached the level to fly. Let me teach you #bhow to fly#nb!\n\nYou will first need to purchase a board or a broom to #b#cffa0a0ff(Station) Tina#nc#nb in Flarine and equip the item.\n\nThen [[press the Space bar|touch the #bSTART button#nb in bottom right of the screen]] to increase speed, and [[press Space bar|touch it]] again to decrease speed.\n\n[[Move your Mouse cursor while holding down the right button|Touch your character and #bslide your finger#nb or use the #bdirectional pad#nb]] to fly in that direction.\n\n[[When using the keyboard the W, A, S, D keys will move you.|You can also control your flight by #brotating your device#nb if device motion is supported. Use the button on top of the screen to toggle Device Motion.]]"
TUTORIAL_GUILD_TEXT,"A #bGuild#nb is a bigger community than a Party and can be created by the #b#cffa0a0ff[Public Office] Helena#nc#nb when you reach level 40.\n\nEach tab's details are as follows:\nInfo tab provides general info about the guild and notice, \nMember tab manages Guild members.\n\n#cffff0000Clear Condition: [[Hot Key 'G'|Open Guild window]]","Eine Gilde ist eine große Gemeinschaft und kann in Saint City bei #cffa0a0ff[Public Office] Helena#nc erstellt werden, sobald du Level 40 erreicht hast.\n\nEs gibt die folgenden Reiter:\nInfo zeigt dir allgemeine Informationen zu der Gilde, sowie die angepinnte Notiz.\nUnter Mitglieder kannst du dir die Mitglieder anzeigen lassen und verwalten. \n\n#cffff0000Aufgabe: [[Drücke Taste 'G'|Öffne das Gildenmenü]]"
TUTORIAL_MESSENGER_TEXT,You can use #bMessenger#nb Window to check your friends' online status and chat with them. Remember to add your #bfriends#nb to the messenger.,"Du kannst das #bMessenger#nb Fenster benutzen, um den Online-Status deiner Freunde zu überprüfen und mit ihnen zu chatten. Vergiss nicht, deine #bFreunde#nb zu dem Messenger hinzuzufügen."
TUTORIAL_MESSENGER_TITLE,Messenger,Messenger Erlaubnis
TUTORIAL_MESSENGER_CONTENT,"#b#cff0000ff■ Messenger#nb#nc\nYou can check for log in status of registered players, channel and you can use chat easily. To register player [[click on|touch]] + button on the messenger window, then enter the character name that you want to register.[[\nShortcut key is E.|]]","#b#cff0000ff■ Freundesliste#nb#nc\nDu kannst sehen wer von deinen Freunden online ist und auf welchem Kanal sie sich befinden. Außerdem kannst du eine Unterhaltung starten. Um Spieler zu deiner Freundesliste hinzuzufügen, [[klicke auf|berühre]] den '+' Knopf in der Freundesliste und gib dann den Namen von dem Spieler ein.[[\nDie Taste für die Freundesliste ist 'E'.|]]"
TUTORIAL_TRADE_TEXT,"You can use #b1 on 1 trade#nb to exchange items and Penya. Simply [[Left click on a|tap on another]] player, and select #b'Trade'#nb from the menu.","You can use #b1 on 1 trade#nb to exchange items and Penya. Simply [[Left click on a|tap on another]] player, and select #b'Trade'#nb from the menu."
