Key,English,German
TEXTCLIENT_CHARSTATUS_FIRSTJOB,Your stat values will reset after your 1st job change.,Neuverteilung der Punkte nach Lvl 15.
TEXTCLIENT_BATTLEPASS_REQUIRED,This feature is only available with the Extended Flyff Pass or Hero Quest.,Diese Funktion ist nur mit dem Extended Battle Pass oder Helden-Quest verfügbar.
TEXTCLIENT_STATPAGE_COOLDOWN,You can swap stat pages in %d seconds.,Stat Seiten können alle %d Sekunden gewechselt werden.
TEXTCLIENT_ADMIN_STATE,Status,Status
TEXTCLIENT_ADMIN_NORMAL,Normal,Allgemein
TEXTCLIENT_SPEED_VERYSLOW,Very slow,Sehr langsam
TEXTCLIENT_SPEED_LOW,Slow,Langsam
TEXTCLIENT_SPEED_NORMAL,Normal,Allgemein
TEXTCLIENT_SPEED_FAST,Fast,Schnell
TEXTCLIENT_SPEED_VERYFAST,Very fast,Sehr schnell
TEXTCLIENT_SPEED_FASTEST,Fastest,Schnellster
TEXTCLIENT_ITEMPRIORITY,The %s belongs to another player at the moment. Please wait a while.,%s gehört zur Zeit einem anderen Spieler. Warte bitte.
TEXTCLIENT_LACKSPACE,Inventory is full. Please make room and try again.,Dein Inventar ist voll. Bitte mach Platz und versuche es erneut.
TEXTCLIENT_REAPITEM,You received %s.,Du hast %s erhalten.
TEXTCLIENT_REAPITEM_UPGRADE,You received %s +%d.,Du hast %s +%d erhalten.
TEXTCLIENT_TROUPEREAPITEM,%s has gained %s.,%s hat %s bekommen.
TEXTCLIENT_APP_INVENTORY,Inventory,Inventar
TEXTCLIENT_REAPMONEY,You received %s Penya (Total: %s Penya).,Du hast %s Penya erhalten (Gesamt: %s Penya)
TEXTCLIENT_ERROR_SEX,%s is not for your gender.,%s ist nicht für dein Geschlecht.
TEXTCLIENT_ERROR_JOB,You cannot equip the %s. Requirements not met.,Du kannst %s nicht ausrüsten. Voraussetzungen nicht erfüllt.
TEXTCLIENT_ERROR_LEVEL,You cannot equip this item because your level is too low. (Req Lev: %d),Du kannst diesen Gegenstand nicht ausrüsten weil dein Level zu niedrig ist. (Benötigtes Level: %d)
TEXTCLIENT_ERROR_UNDESTRUCTABLE,You can not discard this item.,"Dieses Item kann weder gelöscht, noch auf den Boden geworfen werden. "
TEXTCLIENT_ERROR_USINGITEM,You are already using this item.,Du nutzt dieses Item bereits.
TEXTCLIENT_SUCCESSREMOVEITEM,Number of %s deleted: %d.,Anzahl %s gelöscht: %d.
TEXTCLIENT_NOTARGET,"Cannot attack, no monster targeted.","Kein Angriff möglich, kein Monster ausgewählt."
TEXTCLIENT_NOTUSE,You cannot use this yet.,Du kannst das jetzt nicht benutzen.
TEXTCLIENT_ERROR_NOTLEVEL,Your level is too low.,Dein Level ist nicht hoch genug.
TEXTCLIENT_BLOCK_PM,%s is in the 'Refuse to Whisper/Messenger' setting.,%s lehnt Flüstern/Messenger in seinen Optionen ab.
TEXTCLIENT_YETTRADE,That player is currently busy. Please try again after few minutes.,Handeln benötigt Zeit. Bitte versuche es später wieder.
TEXTCLIENT_ITEMNOTUSE_TRADING,You cannot use items while trading.,Du kannst keine Items während dem Handel benutzen.
TEXTCLIENT_REDCHIP,Red Chip,(Red Chip)
TEXTCLIENT_ERROR_EQUIPTRADE,Please unequip the item before selling it.,"Lege den Items ab, bevor du ihn verkaufen möchtest."
TEXTCLIENT_ERROR_NPCBUFFLEVEL,Only level %d~%d character can get buffs.,Nur Charaktere zwischen Level %d und %d können Buffs erhalten.
TEXTCLIENT_ERROR_NPCBUFFFAIL,You cannot use %s right now.,"Du kannst %s nicht benutzen, da der Skill bereits benutzt wird."
TEXTCLIENT_LEVEL15JOB,Now it's time to choose your job.,Du kannst jetzt deine Klasse wechseln.
TEXTCLIENT_CHANGEJOB,Congratulations! You have advanced to the %s job class.,Glückwunsch! Du bist jetzt ein %s!
TEXTCLIENT_APP_SKILL,Skills,Skillpunkte
TEXTCLIENT_BASESKILLLEVEL,Character Level: %d,Charakter Level: %d
TEXTCLIENT_PATTERNUP,You are learning new attack patterns!,Du hast eine neue Attacke erlernt.
TEXTCLIENT_WRONGITEM,You need to equip the correct weapon or item to use that skill.,"Du hast nicht das Recht, diesen Skill zu verwenden."
TEXTCLIENT_REQFP,Not enough FP.,Nicht genug FP.
TEXTCLIENT_REQMP,Not enough MP.,Nicht genug MP.
TEXTCLIENT_REQHP,Not enough HP.,Nicht genug HP.
TEXTCLIENT_BLOCKTARGETING,This action has been blocked by an obstacle..,Du kannst wegen eines Hindernisses nicht angreifen.
TEXTCLIENT_SKILLREQUIRED,%s skill level %d is needed.,%s Fähigkeitslevel %d wird benötigt.
TEXTCLIENT_SKILLLEVELUP,%s skill level increased.,%s Fähigkeitslevel wurde erhöht.
TEXTCLIENT_APP_PRIVATE_SHOP,Private Shop,Privater Shop
TEXTCLIENT_APP_QUEST,Quests,Quest
TEXTCLIENT_APP_CASH_SHOP,Flyff Shop,Flyff Shop
TEXTCLIENT_PREMIUM_ITEMS,Premium Items,Premium Items
TEXTCLIENT_COMMUNICATION,Communication,Kommunikation
TEXTCLIENT_COMMUNITY,Community,Community
TEXTCLIENT_HELPER,Helper,Helfer
TEXTCLIENT_APP_ITEM_DURATION,Duration,Haltbarkeit
TEXTCLIENT_APP_MESSENGER,Messenger,Messenger
TEXTCLIENT_APP_PARTY,Party,Party
TEXTCLIENT_APP_GUILD,Guild,Gilde
TEXTCLIENT_APP_COUPLE,Couple,Couple
TEXTCLIENT_APP_HELP,Help,Hilfe
TEXTCLIENT_APP_HELP_TIPS,Tips,Tipps
TEXTCLIENT_APP_FAQ,FAQ,FAQ
TEXTCLIENT_APP_FITTINGROOM,Fitting Room,Umkleideraum
TEXTCLIENT_APP_HELP_WIKI,Wiki Help,Web Wiki
TEXTCLIENT_APP_INFO_PANG,Info-Pang,Info-Pang
TEXTCLIENT_GUILDCOMBAT_CANNOT_PARTY,You cannot make a party in the Guild Siege arena.,Du kannst in der Gildenkriegsarena keine Party erstellen.
TEXTCLIENT_PPVP_ADD_PARTY,You cannot invite another character to join the party during party PvP.,Du kannst einen anderen Spieler während einem Party PvP in die Party einladen.
TEXTCLIENT_DUEL_ADD_PARTY,You cannot join the party during duel.,Du kannst der Party während eines Duells nicht beitreten.
TEXTCLIENT_DUEL_ADD_GUILD,You cannot join the guild during duel.,Du kannst der Gilde während eines Duells nicht beitreten.
TEXTCLIENT_BATTLE_NOTPARTY,You cannot invite others to join your party during a battle.,Du kannst andere nicht in deine Party einladen während eines Kampfes.
TEXTCLIENT_PARTYINVITE_DIFFERENTSERVER,Cannot invite a player from a different channel.,Du kannst keine Spieler von einem anderen Channel einladen.
TEXTCLIENT_PARTYOTHER,%s is currently in another party.,%s gehört zu einer anderen Party.
TEXTCLIENT_PARTYEXISTCHR,%s is already in your party.,%s ist bereits in deiner Party.
TEXTCLIENT_DIFFERENTPARTY,Player cannot join the party.,Der Spieler kann der Party nicht beitreten.
TEXTCLIENT_PARTYFAILINVITATE,%s has refused to join the party.,%s hat die Einladung zur Party abgelehnt.
TEXTCLIENT_PARTYDENY,%s is currently not accepting Party Invitations,%s lehnt Party seinen Einstellungen ab.
TEXTCLIENT_PARTYNOINVATE,Only the party leader can invite new members.,Nur der Partyleiter kann neue Mitglieder einladen.
TEXTCLIENT_PARTYFULL,The maximum party limit of 8 players has already been reached.,Die maximale Anzahl an Partymitgliedern (8) ist bereits erreicht.
TEXTCLIENT_PARTYFAILENTER,You have failed to join the party.,Du konntest der Party nicht beitreten.
TEXTCLIENT_GUILDFAILENTER,You have failed to join the guild.,Gildenbeitritt fehlgeschlagen.
TEXTCLIENT_PARTYCREATE,Party has been created.,Die Party wurde erstellt.
TEXTCLIENT_PARTYJOIN,%s has joined the party.,%s ist der Party beigetreten.
TEXTCLIENT_PARTYREMOVE,%s has left the party.,%s hat die Party verlassen.
TEXTCLIENT_PARTYEXIT,You have left the party.,Du hast die Party verlassen.
TEXTCLIENT_PARTYDESTROY,Party has been disbanded.,Die Party wurde aufgelöst.
TEXTCLIENT_LODELIGHT,You have chosen the Lodelight as your re-spawn point.,Du hast dich für Lodelight als Wiederbelebungsort entschieden.
TEXTCLIENT_PARTY_ISNOTMASTER,Only the Party Leader is able to transfer the Leader Status to another member of the party.,Nur der Party Leiter kann ein Mitglied im Party Fenster wählen.
TEXTCLIENT_PARTY_MASTERAWAY,You cannot pass party leadership to an offline player.,"Du kannst die Party nicht an einen Spieler abgeben, der offline ist."
TEXTCLIENT_PARTY_ALREADYMASTER,You are already the Party Leader.,Du bist bereits der Party Leader.
TEXTCLIENT_PARTY_LEADERNOCHANGEPK,Unable to change the party leader during a party duel.,"Es ist nicht möglich, den Partyleader während des Party Duells zu wechseln."
TEXTCLIENT_PARTY_TROUPEUP,Party level increased to 10.,Party Level ist auf 10 gestiegen.
TEXTCLIENT_PARTY_LEVELUP,Party level increased.,Das Party Level ist gestiegen.
TEXTCLIENT_PARTY_NAMEINUSE,That party name is already in use. Please choose another one.,Der Party Name ist bereits in Verwendung. Bitte wähle einen anderen.
TEXTCLIENT_PARTY_INVALIDNAME,This party name contains unauthorized characters or words.,Der Partyname enthält unerlaubte Zeichen oder Wörter.
TEXTCLIENT_ERROR,Error,Fehler
TEXTCLIENT_PARTY_CHANGE,The party has been changed to an Advanced Party.,Die Party wurde zur erweiterten Party umgewandelt.
TEXTCLIENT_PARTY_NAMECHANGED,Party name has been changed to %s.,Die Party wurde in %s umbenannt.
TEXTCLIENT_PARTYSKILL_LEADER,Only the party leader can use party skills.,Nur der Party Leader kann Party Skills verwenden.
TEXTCLIENT_PARTYSKILL_REQLEVEL,Your party does not have the required level.,Deine Party hat nicht das benötigte Level.
TEXTCLIENT_PARTYSKILL_POINTS,Cannot use skill. Insufficient party experience.,Du kannst die Fähigkeit nicht verwenden. Nicht genügend Partypunkte.
TEXTCLIENT_PARTYSKILL_NOTTIME,You are still using the %s party skill. Try again later.,Du benutzt immernoch den Party Skill %s. Versuch es später noch einmal.
TEXTCLIENT_PARTYSKILL_USE,The party skill %s has been used.,Party Skill %s wurde aktiviert.
TEXTCLIENT_PARTYSKILL_STOP,The effect of %s has ended.,Party Skill %s ist abgelaufen.
TEXTCLIENT_ACR_FAME01,Rogue,Rogue
TEXTCLIENT_ACR_FAME02,Outlaw,Outlaw
TEXTCLIENT_ACR_FAME03,Vigilante,Vigilante
TEXTCLIENT_ACR_FAME04,Pathfinder,Pathfinder
TEXTCLIENT_ACR_FAME05,Pursuer,Pursuer
TEXTCLIENT_ACR_FAME06,Hejerdor,Hejerdor
TEXTCLIENT_ACR_FAME07,Phoenix,Phoenix
TEXTCLIENT_ACR_FAME08,Splitter,Splitter
TEXTCLIENT_ACR_FAME09,Valcan,Valcan
TEXTCLIENT_ACR_FAME10,Lamia,Lamia
TEXTCLIENT_MER_FAME01,Trainer,Trainer
TEXTCLIENT_MER_FAME02,Fighter,Fighter
TEXTCLIENT_MER_FAME03,Gladiator,Gladiator
TEXTCLIENT_MER_FAME04,Berserker,Berserker
TEXTCLIENT_MER_FAME05,Wardancer,Wardancer
TEXTCLIENT_MER_FAME06,Blaster,Blaster
TEXTCLIENT_MER_FAME07,Eraser,Eraser
TEXTCLIENT_MER_FAME08,Champion,Champion
TEXTCLIENT_MER_FAME09,Warrior,Warrior
TEXTCLIENT_MER_FAME10,Bearcat,Bearcat
TEXTCLIENT_MAG_FAME01,Apprentice,Apprentice
TEXTCLIENT_MAG_FAME02,Mage,Mage
TEXTCLIENT_MAG_FAME03,War Mage,War Mage
TEXTCLIENT_MAG_FAME04,Grand Mage,Grand Mage
TEXTCLIENT_MAG_FAME05,Arch Mage,Arch Mage
TEXTCLIENT_MAG_FAME06,Sorcerer,Sorcerer
TEXTCLIENT_MAG_FAME07,Warlock,Warlock
TEXTCLIENT_MAG_FAME08,Sage,Sage
TEXTCLIENT_MAG_FAME09,Arch Sage,ArchSage
TEXTCLIENT_MAG_FAME10,Elder,Elder
TEXTCLIENT_ASS_FAME01,Protector,Protector
TEXTCLIENT_ASS_FAME02,Guardian,Guardian
TEXTCLIENT_ASS_FAME03,Knight,Knight
TEXTCLIENT_ASS_FAME04,Paladin,Paladin
TEXTCLIENT_ASS_FAME05,Crusader,Crusader
TEXTCLIENT_ASS_FAME06,Crusader,Crusader
TEXTCLIENT_ASS_FAME07,Chaplain,Chaplain
TEXTCLIENT_ASS_FAME08,Luminary,Luminary
TEXTCLIENT_ASS_FAME09,Prophet,Prophet
TEXTCLIENT_ASS_FAME10,Oracle,Behemoth's Stick
TEXTCLIENT_ALREADYFRIEND,That player is already in your friends list.,Dieser Spieler befindet sich bereits in deiner Freundesliste.
TEXTCLIENT_MSGINVATE,You have asked for permission to add %s to your messenger.,"Du hast %s um eine Erlaubnis, zum Hinzufügen in deinen Messenger, angefragt."
TEXTCLIENT_GUILDCOMBAT_CANNOT_FRIENDADD,You cannot add friends in the Guild Siege arena.,Du kannst keine Freunde in der Gildenkriegsarena hinzufügen.
TEXTCLIENT_BATTLE_NOTFRIEND,You cannot add someone to your friends list while dueling.,Du kannst niemanden während des Duel Modus zu deiner Freundesliste hinzufügen.
TEXTCLIENT_MSGDENYINVATE,Invitation has been refused.,Die Einladung wurde abgelehnt.
TEXTCLIENT_MSGDENY,%s is in the 'Refuse Messenger' setting.,%s lehnt Messenger in seinen Optionen ab.
TEXTCLIENT_MSGMAXUSER,The maximum number of players that can be registered into the messenger is 200.,Die maximale Anzahl der Spieler der registrierten Spieler im Messenger ist 200.
TEXTCLIENT_MSGINVATECOM,%s has added you to their Messenger.,%s hat dich in seinem Messenger eingetragen.
TEXTCLIENT_NOTLOGIN,That player is offline.,Dieser Spieler ist offline.
TEXTCLIENT_MSGBLOCKCHR,"Failure to send message, %s is blocked.","Nachricht senden schlug fehl, %s wird blockiert."
TEXTCLIENT_MESSNEWNOTE,You have %d new message(s).,%d neue PM(s) im Postfach.
TEXTCLIENT_MESSFULLNOTE,Your message cannot be sent. The receiving inbox may be full.,Deine Nachricht konnte nicht gesendet werden. Der Eingang des Empfängers ist voll.
TEXTCLIENT_MESSNOTE,You sent the memo.,Du hast eine PM versendet.
TEXTCLIENT_MAILRECEIVE,You have received new mail!,Neue Nachricht erhalten.
TEXTCLIENT_CANT_SHOUT_BELOW_20,Characters under Level %d cannot shout.,Charaktere unter Level %d können nicht rufen.
TEXTCLIENT_NOPARTY,Party does not exist.,Die Party existiert nicht.
TEXTCLIENT_NOGUILD,Guild does not exist.,Gilde existiert nicht.
TEXTCLIENT_WHISPERAGREE,Private messages allowed,Privatnachrichten erlaubt
TEXTCLIENT_WHISPERREFUSE,Private messages refused,Privatnachrichten abgelehnt
TEXTCLIENT_MSGERAGREE,Messenger allowed,Freundesliste erlauben
TEXTCLIENT_MSGERREFUSE,Messenger refused,Freundesliste ablehnen
TEXTCLIENT_STAGEAGREE,Party & guild invites allowed,Party- und Gildeneinladungen erlaubt
TEXTCLIENT_STAGEREFUSE,Party & guild invites refused,Party- und Gildeneinladungen abgelehnt
TEXTCLIENT_CONNAGREE,Post connection status,Verbindungsstatus anzeigen
TEXTCLIENT_CONNREFUSE,Do not post connection status.,Verbindungsstatus verbergen
TEXTCLIENT_FULL_BLOCKED_USER_LIST,Ignore List is full. Please unignore some characters or relog to reset your Ignore List.,Ignorierliste voll. Entferne zuerst jemanden von deiner Ignorierliste oder melde dich erneut an um deine Ignorierliste zurückzusetzen.
TEXTCLIENT_MY_CHARACTER_CANT_BLOCK,You shouldn't ignore yourself. You might have something important to say!,Du solltest dich selbst nicht ignorieren. Womöglich hast du etwas wichtiges zu sagen!
TEXTCLIENT_ALREADY_BLOCKED,That character is already on your Ignore List.,Dieser Spieler ist bereits blockiert. 
TEXTCLIENT_USER_CHATTING_BLOCKING,%s has been ignored. Type /unignore <NAME> to remove them from your Ignore List.,%s wurde ignoriert. Schreibe /unignore <NAME> um diese Person nicht mehr zu ignorieren.
TEXTCLIENT_USER_CHATTING_UNBLOCKING,%s is now unignored.,%s wird nicht mehr ignoriert.
TEXTCLIENT_THERE_IS_NO_BLOCKED_TARGET,That character is not on your Ignore List.,Dieser Spieler befindet sich nicht in der Liste blockierter Kontakte. 
TEXTCLIENT_EQUIPPUT,Please unequip the item first.,Lege zuerst den Gegenstand ab.
TEXTCLIENT_CHARGED_NOTUSE,You can not use the premium items.,Du kannst die Premium Gegenstände nicht verwenden.
TEXTCLIENT_MSGSELFSENDERERROR,"You cannot send a message to yourself, silly.",Du kannst dir selbst keine Nachricht senden.
TEXTCLIENT_MAILBOX_FULL,%s's mail box is full.,%s's Briefkasten ist voll.
TEXTCLIENT_LACKMONEY,You do not have enough Penya.,Nicht genug Geld (Penya).
TEXTCLIENT_CANNOTPOST,You cannot send this item.,Du kannst diesen Gegenstand nicht versenden.
TEXTCLIENT_MAIL_UNKNOWN,Unknown user,Unbekannter Benutzer
TEXTCLIENT_POST_ERROR,You have failed to send.,Du konntest nicht senden.
TEXTCLIENT_MAIL_SEND_OK,Your mail has been sent successfully.,Du hast eine Nachricht versendet.
TEXTCLIENT_ERROR_RETRY,"An error occured, please retry the operation.",Ein Fehler ist aufgetreten. Bitte versuche den Vorgang erneut.
TEXTCLIENT_REALTIME,Real Time - %s,Echte Zeit - %s
TEXTCLIENT_MADRIGALTIME,Madrigal Time - %s,Madrigal Zeit - %s
TEXTCLIENT_NEW_QUEST,New Quest,Neue Quest
TEXTCLIENT_CURRENT_QUEST,Quests in Progress,Aktive Quest
TEXTCLIENT_STARTQUEST,You've received the quest: %s. Open your Quest Window for details.,Die Quest %s startet jetzt. Bitte prüfe dein Quest Tagebuch.
TEXTCLIENT_REMOVEQUEST,%s quest has been cancelled.,Das Quest %s wurde abgebrochen.
TEXTCLIENT_QUEST_FAILURE,Quest cancelled.,Quest abgebrochen.
TEXTCLIENT_NOTPLAYSERVER,This channel is not available. Please select another.,Dieser Channel ist nicht verfügbar. Bitte gehe auf den ersten Channel.
TEXTCLIENT_PK_NO_FLIGHTAREA,Flying is forbidden inside.,Fliegen ist hier verboten.
TEXTCLIENT_ITEMBOX_MESSAGE1,You need %s item to open it.,Du benötigst das Item %s um es zu öffnen.
TEXTCLIENT_ITEMBOX_MESSAGE2,"Wrong level, unable to open itembox.",Falsches Level. Es ist nicht möglich die Kiste zu öffnen.
TEXTCLIENT_ITEMBOX_MESSAGE3,"Wrong sex, unable to open itembox.",Falsches Geschlecht. Es ist nicht möglich die Kiste zu öffnen.
TEXTCLIENT_ITEMBOX_MESSAGE4,You need to be on the %s quest to open it.,Du musst das Quest %s annehmen um die Kiste zu öffnen.
TEXTCLIENT_ITEMBOX_MESSAGE5,"Wrong job, unable to open itembox.",Falsche Klasse. Es ist nicht möglich die Kiste zu öffnen.
TEXTCLIENT_QUEST_NOINVENTORYSPACE,Unable to complete quest. Not enough room in your inventory.,Du kannst das Quest nicht abschließen. Nicht genug Platz im Inventar.
TEXTCLIENT_REAPEXP,You have gained Experience.,Du hast EXP erhalten.
TEXTCLIENT_ENDQUEST,Congratulations! %s has been completed.,Glückwunsch! %s wurde abgeschlossen.
TEXTCLIENT_PARTYQUEST_NOTJOIN,"If a member of party is over level %d, he cannot enter.","Wenn ein Mitglied deiner Party über Level %d ist, kann es nicht eintreten."
TEXTCLIENT_ERROR_DONTCHECK,You cannot check that anymore.,Keine Überprüfung möglich
TEXTCLIENT_COMACCEPT,You have joined the %s guild.,Du bist der Gilde %s beigetreten
TEXTCLIENT_COMLEAVE,You are no longer a member of the %s guild.,Du bist kein Mitglied der Gilde %s.
TEXTCLIENT_GUILDWARERRORLOGO,You cannot change your guild logo during a guild duel.,Du kannst dein Gildenemblem während eines Gildenkriegs nicht ändern.
TEXTCLIENT_GUILDWARERRORNAME,You cannot change your guild name during a guild duel.,Du kannst deinen Gildennamen während eines Gildenkrieges nicht ändern.
TEXTCLIENT_GUILDNOTICEUPDATE,A new Guild Notice has been posted. Please check it in the guild window.,Eine Gildennotiz wurde verkündet. Bitte überprüfe das Gildenfenster.
TEXTCLIENT_GUILD_NAMEINUSE,That guild name is already in use. Please choose another one.,Der Gildenname ist bereits in Benutzung. Bitte wähle einen anderen Namen.
TEXTCLIENT_GUILD_INVALIDNAME,This guild name contains unauthorized characters or words.,Dieser Gildenname enthält unerlaubte Zeichen oder Wörter.
TEXTCLIENT_GUILDCHANGENAME,%s guild has changed their name to %s.,Der Spieler %s hat die Gilde %s genannt.
TEXTCLIENT_GUILDWARNODISMISS,You cannot disband your guild during a guild duel.,Du kannst deine Gilde während des Gildenkriegs nicht auflösen.
