Key,English,German
WDMADRIGAL_WLD_000036,This place was famous long ago...,Dieser Ort war einst weithin berühmt...
WDMADRIGAL_WLD_000037,Kaillun,Kaillun
WDMADRIGAL_WLD_000038,Welcome to Kaillun!,Willkommen in Kaillun!
WDMADRIGAL_WLD_000039,Orbalune Port,Orbalune Hafen
WDMADRIGAL_WLD_000040,This is a safe place.,Dies ist ein sicherer Ort.
WDMADRIGAL_WLD_000041,Kaillun Grassland,Kaillun Grassland
WDMADRIGAL_WLD_000042,Dreknir Ridge,Dreknir Kamm
WDMADRIGAL_WLD_000043,Lionrath Falls,Lionrath Fälle
WDMADRIGAL_WLD_000044,Velora Cliffs,Velora Klippen
WDMADRIGAL_WLD_000045,Dreknir Forest,Dreknir Wald
WDMADRIGAL_WLD_000046,Ankou's Asylum Entrance,Eingang zu Ankou's Zuflucht
WDMADRIGAL_WLD_000047,This is a safe place.,Dies ist ein sicherer Ort.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000000,Darkon 1\nErons Factory 2,Darkon 1\n Stillgelegte Erons Fabrik 2
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000001,Erons Factory 2. Used to produce Erons.,Dies war die zweite Erons Fabrik. Hier wurden die Erons hergestellt.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000002,The Middle of Leren Mountains,Mitte des Leren Gebirges
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000003,The middle district of Leren Mountains in Flaris.\nThere is Billeting Place of the High-Dwarpets and the Plain of Bubble.,Der Mittlere Bereich des Leren Gebirges in Flaris.\nHier findet man die Unterkunft der High-Dwarpet und die Ebene von Bubbles.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000004,Flarine\nCentral Flarine,Flaris\nZentral-Flaris
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000005,The main hub of activity for Flaris is in the middle of Flarine.\nThere is a station and a public office.\nThere are stores for armor and weapons.,Das Stadtzentrum von Flaris .\nHier sind die Station und das Rathaus zu finden.\nHier findet man Rüstungs- und Waffenläden.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000006,Flarine\nEastern Flarine,Flaris\nOst-Flaris
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000007,"The eastern part of Flarine.\nHere you can get food, magic materials, and job training.","Der Osten von Flaris.\nHier befinden sich der Lebensmittel- und Magieladen, sowie Trainingsschulen für verschiedene Klassen."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000008,Flarine\nNorthern Flarine,Flaris\nNord-Flaris
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000009,The northern part of Flarine.\nThe Job Masters and Lodestar are here.,Der Nordteil von Flaris.\nHier findet man das Lodestar und die Meister der Klassen.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000010,Someone is watching you.,Jemand überwacht dich von oben.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000011,Plain of Bubble,Ebene von Bubble
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000012,This area was created by the Clown God Bubble.,Dieses Gebiet wurde vom Clown-Gott Bubble erschaffen.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000013,The South of Leren Mountains,Süden des Leren Gebirges
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000014,The southern district of the Leren Mountains.,Der südliche Bereich vom Leren Gebirge in Flaris
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000015,The Center for Guild Combat,Zentrum für den Guild War
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000016,Guild combat is managed here.,Hier auf diesen Platz werden Gildenkriege ausgetragen.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000017,The South of Leren Mountains\nAltar of Dreadpet,Der Norden des Leren Gebirges \n Der Altar von Dreadpet
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000018,Dreadpet is kept here.\nHis keepers control great magic.,"An diesen Platz werden die Dreadpets kontrolliert.\nDie, welche die Dreadpets kontrollieren verfügen über die Macht der Magie."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000019,Darkon 1\nErons Factory 1,Darkon 1 \n Stillgelegte Erons Fabrik 1
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000020,The First Erons Factory.\nThis factory produces 80% of all Erons.,Dies war die erste Erons Fabrik.\nIn dieser Fabrik wurden 80% aller Erons produziert.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000021,Darkon\nAltar of Violet,Darkon \n Der Altar von Violet
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000022,There is evidence here of a major event.,"Die Steine und die Felsen die du hier siehst, sind der Beweis dafür, das sie durch ein bestimmten Unfall entstanden sind."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000023,The Middle of Leren Mountains,Mitte des Leren Gebirges
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000024,The middle of the Leren Mountains.\nThere is Billeting Place of the High-Dwarpets and the Plain of Bubble.,Die Mitte vom Leren Gebirge in Flaris. \n Hier findet man die Unterkunft der High-Dwarpet und die Ebene von Bubble.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000025,Billeting Place of High-Dwarpets,Versammlungsort der High-Dwarpet
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000026,The High-Dwarpets have created Billeting place.\n A certain High-Dwarpet once stored the Book of Technique here.,Die High-Dwarpet haben hier ihre Unterkunft errichtet. \n High-Dwarpet haben an diesen Platz ein Buch der Technik gelagert.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000027,Northern River of Weeping,Norden vom Fluss der Tränen
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000028,Haunt of Nyangnyang,Heimat der Nyangnyangs
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000029,Haunt of Nyangnyang.,Lieblingsplatz von Nyangnyangs dem Katzenvolk.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000030,The bridge was repaired!\n You used to have to jump across a gap.,Die Brücke wurde kürzlich repariert.\nFrüher musste man noch über fehlende Planken springen.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000031,Lodelight,Lodelight
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000032,This is a safe place.,Dies ist ein sicherer Ort.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000033,Madren Town,Dorf Madren
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000034,This is a small town for Demian.\nCast-off Demian live here.,Ein kleines Dorf der Demian. \n Verstoßene Demians leben in diesem Dorf.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000035,Middle of River of Weeping,Mitte vom Fluss der Tränen
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000036,This river overflows when it rains every once in a while.\nHigh-Dwarpet can sometimes be seen bathing here.,Dieser Fluss wurde vom Regen erschaffen. \n High-Dwarpet baden manchmal in dem Fluss.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000037,Madren Town\nAltar of Dreadpet,Das Dorf Madren \n Der Altar von Dreadpet
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000038,Another place for controlling the Dreadpet.\nThere are supervisors here that use strong magic.,An diesen Platz werden die Dreadpets kontrolliert. \n Die Kontrolleure haben eine Magische Kraft.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000039,Fountain of Dead Person,Quelle verstorbener Seelen
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000040,"It is known that souls gather together in this place.\nAccording to tradition, the water in this place gives perennial youth and long life.","Soweit bekannt ist, versammeln sich die Seelen der Verstorbenen an diesem Platz.\nEs entspricht einer Tradition, dass dieses Wasser ein langes Leben und ewige Jugend verleiht."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000041,Northern Leren Mountains,Norden des Leren Gebirges
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000042,The northern district of the Leren Mountains.\nThe Mars Mine and the Fountain of Dead Person are here.,Der Nordbezirk des Leren Gebirge im Flaris. \n Dort ist der Mas Dungeon und die Quelle der verstorbenen Seelen.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000043,Mars Mine,Mas Dungeon
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000044,"This Mine was found and developed by mining merchants long ago.\n However, the place is overrun with Masquerpets now.",Diese Mine wurde vor langer Zeit von den Bergarbeitern gefunden und betrieben. \n Dennoch laufen dort nun sehr viele Monster in der Mine herum.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000045,The residence of Ludviehill,Haus von Rudvihil
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000046,The rich of Flaris live in Ludviehill.,Der reichste Bürger von Flaris.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000049,Saint Tree,Heiliger Baum
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000050,Saint Tree is really old\n This tree is one of the symbols of Saint Morning.,Der heilige Baum ist wirklich alt. \n Dieser Baum ist ein Symbol zum Schutze von Saint Morning.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000051,Saint Morning\nAltar of Violet,Saint Morning \n Der Altar von Violet
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000052,"Here, as in other places, there is evidence of a major event.","Die Steine und die Felsen die du hier siehst, sind der Beweis dafür, dass sie durch ein bestimmten Unfall entstanden sind."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000053,Northern Hillid Mountains,Norden des Hillid Gebirges
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000054,The Northern district of the Hillid Mountains,Der Nordbezirk des Saint Morning Gebirge.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000055,Eastern River of Weeping,Osten vom Fluss der Tränen
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000056,The Eastern part of the River of Weeping\nAltar of Dreadpet,Östlicher Teil vom Fluss der Tränen \n Der Altar des Dreadpet
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000057,Another Altar to the Dreadpet.\nThe magic of the Dreadpet tamers electrifies the air.,"Dieser Platz ist zum kontrollieren der Dreadpets. \n Es sind Inspektoren, die magische Energie besitzen."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000058,Saint Morning\nSaint Hall,Saint Morning \nStadthalle
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000059,Saint Hall is the oldest building. It has been standing longer than anyone in town has been alive.\nPublic offices and the laboratory are located in this building.,Saint Morning ist das älteste Gebäude. Es brauchte 5 Jahre für die Fertigstellung des Gebäudes. \n Im Gebäude sind öffentliche Büros und Labore.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000060,Saint Morning,Saint Morning
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000061,Saint Morning has gained independence from Flaris.\nThey have made a fortune from commerce.,Saint Morning ist durch den Krieg unabhängig von Flaris geworden. \n Sie haben ein Vermögen durch den Handel verdient.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000062,Saint Morning\nStation,Saint Morning \nStation
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000063,This is the biggest station on Madrigal.\nSaint Morning could become the center of commerce for Madrigal by using this station.,"Dies ist die größte Station in Madrigal. \n Saint Morning könnte das Zentrum des Handels sein, wegen dieser Station."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000064,Saint Morning square,Saint Morning Marktplatz
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000065,Saint Morning square is a local hang out.\nThere is lots of space to open stores.,Der Platz von Saint Morning ist der Ruhebereich für die Bürger. \n Hier können sich die Spieler versammeln.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000066,Saint Morning\nThe Madrigal History Society.,Saint Morning \n Der Verband für Geschichte
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000067,Research in the History of Madrigal is being made here.,Er erforscht die Geschichte von Madrigal.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000068,Flaris\nAltar of Violet,Flaris \n Der Altar von Violet
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000069,"There is a certain smell in the air and stones litter the landscape, evidence of a major event.","Es hängt ein seltsamer Geruch in der Luft und Steine liegen überall auf dem Boden. Das ist der Beweis dafür, dass hier ein großes Ereignis passiert ist."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000070,The Garden of Rhisis,Garten von Rhisis
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000071,The Garden of Rhisis.\nThis once used to be a beautiful place but was ruined in the war with Clockworks.,Dieses wird der Garten der Rhisis genannt.\nEs war einst ein wunderschöner Ort. Dieser Garten wurde wegen dem Zerfall der Uhr ruiniert.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000072,Fantasy Desert,Wüste der Illusionen
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000073,"You can see stone pillars around the desert.\nAccording to rumor, there are temples that lie buried under this desert.",Du kannst Steinaufbauten um die Wüste sehen. \n Unter dieser Wüste ist ein Tempel begraben.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000074,You can hear the sound of digging close by.,Die Geräusche von Bergbauarbeit kann man aus der Ferne hören.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000075,The Entrance to Fantasy Desert,Eingang zur Wüste der Illusionen
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000076,"A desert with a lot of unknown, unexplained, buildings.",Der Eingang der Wüste mit einer Menge unbekannter Steinbauten.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000077,Southern Hillid Mountains,Süden des Hillid Gebirges
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000078,The southern Hillid Mountains.\nThe Entrance to the Fantasy Desert and Plateau of Silence is here.,Der südliche Gebirgsteil des Hillid.\n Es ist der Eingang zur Wüste der Illusionen und der Hochebene der Stille.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000079,Plateau of Silence\nGravity Disorder Area,Hochebene der Stille\nFlugverbotszone
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000080,"It is impossible to fly in this area of Madrigal. According to a research group, gravity is stronger here than anywhere else in the world.",Shades Hügel
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000081,Hill of Shade,Shades Hügel
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000082,"Shade, the Clown Goddess was here.\nShe created this place in the time it takes to blink an eye.",Die Maskengöttin Shade war einst hier.\nSie schuf diesen Ort innerhalb eines Wimpernschlages.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000083,This is a safe place.,Die Stadt der Kürbisse. An diesem Ort bist du sicher vor Feinden.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000084,Pumpkin Town\nThe Home of Mr. Pumpkin.,Kürbisdorf.\nDas Zuhause des Mr. Pumpkin.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000085,"This town was made by people who dislike the city life of Saint Morning.\nHowever, this town was ruined because of an invasion of Mr. Pumpkins.","Dieser Ort wurde von Leuten gebaut, welche sich vom Stadtleben Saint Mornings zurückziehen wollten.\nSeit der Invasion durch Mr. Pumpkin wurde das Dorf vollkommen ruiniert."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000086,Central Hillid Mountains,Der mittlere Gebirgsteil in Saint Morning
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000087,The central area of the Hillid Mountains.,Adamant
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000088,Darkon 3\nMagmient,Darkon 3\nMagmient
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000089,The molten terrain of Darkon 3 makes for hard travel.\nOrdinary people do not enter because of the danger.,"Das geschmolzene Gelände von Darkon 3 macht es einem schwer, hier voranzukommen.\nFür gewöhnlich meiden die Menschen diesen Ort. Er ist zu Gefährlich."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000090,Altar of Jester,Altar des Jester
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000091,This altar was made for admiring the glory of Jesters.\nA priest named Homeit is managing this altar.,"Dieser Altar wurde geschaffen, um die Pracht der Jester zu ehren.\nEin Priester namens Homeit beaufsichtig ihn."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000092,Darkon 3\nBrekin,Darkon 3\nBrekin
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000093,"This was an industrial area for refining Erons.\nHowever, this area was abandoned because of growing danger in the area.",Dies war ein Industriegebiet für die Raffination von Erons.\nDieses Gebiet wurde jedoch wegen der zunehmenden Gefahr in der Gegend aufgegeben.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000094,Darkon 3\nArians,Darkon 3\nArians
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000095,This area consists of giant pools. This blue water dissolved Erons.,Dieses Gebiet umfasst gigantische Wasserbecken und das kristallklare Wasser hat Erons aufgelöst.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000096,Engisis Length,Engisis Weite
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000097,"The largest, most mysterious tree in Madrigal.",Der größte und geheimnisumwobenste Baum Madrigals.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000098,Darkon 3\nDeadwallderness,Darkon 3\nTote Wüste
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000099,The wasteland of Darkon 3. Smoke rises from the ground that smells like dead things.,Das Ödland von Darkon 3. Es ist voller Rauch und der widerwärtigen Gestank von toten Lebenwesen ist allgegenwärtig.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000100,Darkon 3\nAniceknight,Darkon 3\nAniceknight
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000101,The local plants have mutated and grown large.,Die lokalen Pflanzen sind mutiert und haben eine enorme Größe erreicht.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000102,Darkon 3\nHouse of Laola,Darkon 3\nDas Haus von Laola
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000103,A mysterious aura has wrapped itself around the home of Laola,Eine geheimnisvolle Aura hat sich um Laolas Heimat gelegt.
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000104,Altar of Ranger,Altar des Ranger
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000105,This altar was made for admiring the glory of the Ranger.\nA priest named Rupim is managing this altar.,"Dieser Altar wurde errichtet, um die Pracht der Ranger zu ehren.\nEin Priester namens Rupim verwaltet diesen Altar."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000106,Altar of Psykeeper,Altar des Psykeeper
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000107,Place where the Soulstone of Psykeeper is kept.\nThe admirers of the hero Offerep\nmake a pilgrimage here every year.,"Der Ort, an dem der Soulstone des Psykeepers aufbewahrt wird.\nDie Bewunderer des Helden Offerep \npilgern jedes Jahr zu diesem Ort."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000108,Darkon 3\nWestern Cendil,Darkon 3\nWest-Cendil
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000109,The polluted river flows and corrupts the wildlife of the area.\nThings grow large and nasty in this area.,"Der verseuchte Fluss fließt direkt durch das Gebiet und verdirbt die Natur.\nAlles, was hier wächst und gedeiht wird riesig und scheußlich."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000110,Darkon 3\nHeret,Darkon 3\nHeret
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000111,There is a blue glow to the air.\nThe creatures here survive by eating Erons and wandering travelers.\nYou can see the mutant tree Heldonose on the west end.\nThis tree produces Erons.,"Es liegt ein blauer Schimmer in der Luft.\nDie hier lebenden Kreaturen überleben, indem sie Erons und verirrte Wanderer verspeisen.\nDu kannst den Mutantenbaum Heldonose am westlichen Ende finden.\nDieser Baum produziert die Erons."
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000112,Darkon 3\nMiddle Cendil,Darkon 3\nZentral-Cendil
