Key,English,German
PROPQUEST_INC_000473,"What are you afraid of? The path to become an Acrobat may be difficult for some, but it's so worth it! Come back if you change your mind, friend.","Wovor hast du Angst? Der Weg zum Acrobat mag für manche schwierig sein, aber er ist es wert! Komm zurück, wenn du deine Meinung änderst, mein Freund."
PROPQUEST_INC_000474,Well done. You've passed the first test!,Gut gemacht! Du hast den ersten Test bestanden.
PROPQUEST_INC_000475,"I'm still waiting for you to hunt $QUEST_END_KILL_COUNT$ Small Aibatts. If you want to become an Acrobat, you must complete this simple task.","Ich warte immer noch darauf, dass du $QUEST_END_KILL_COUNT$ Small Aibatts jagst. Wenn du ein Acrobat werden willst, musst du diese einfache Aufgabe erfüllen."
PROPQUEST_INC_000476,You have already chosen to pursue another path. I cannot help you any further. You can still cancel the other job quest in the Quest Window and come back to me.,Du hast bereits einen anderen Weg gewählt. Ich kann dir nicht mehr helfen.Du kannst die andere Job-Quest immernoch im Quest-Fenster abbrechen und zu mir zurückkommen.
PROPQUEST_INC_000477,"For starters, let's go with something easy. I would like you to hunt $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s.","Fangen wir mit etwas Einfachem an. Ich möchte, dass du $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s jagst."
PROPQUEST_INC_000479,Acrobat Weaponry,Die Waffen des Acrobat
PROPQUEST_INC_000480,Now it's time for the next step on your path to becoming an Acrobat.,Es ist Zeit für den nächsten Schritt auf deinem Pfad zum Acrobat.
PROPQUEST_INC_000481,"I want you to return to collect 10 Twinkle Stones from Aibatts in the area, 5 Peakyrinds from Peakyturtles and 1 Slain from Lawolf.","Ich möchte, dass du nach Flaris zurückkehrst und 10 Twinkle Stone von den Aibatt, 5 Peakyrind von den Peakyturtle und 1 Slain von den Lawolf sammelst."
PROPQUEST_INC_000482,"Once you've gathered the Twinkle Stones, bring them to Pyre in the north of Flarine.","Sobald ihr die Twinkle Stones gesammelt habt, bringt sie zu Pyre im Norden von Flaris."
PROPQUEST_INC_000483,Good luck! You're going to need it!,Viel Glück! Du wirst es brauchen.
PROPQUEST_INC_000484,You must like being a Vagrant. It would certainly be a shame if you quit now. I'll be here if you have a change of heart.,"Du magst es wohl ein Vagrant zu sein? Es wäre eine Schande, wenn du jetzt aufgibst. Ich werde hier sein, falls du deine Meinung änderst."
PROPQUEST_INC_000485,"Thank you for the Twinkle Stones, Apprentice. I will cover Acrobat weaponry with you now. Acrobats are able to wield both Bows and Yo-Yos.","Danke für die Gegenstände, Neuling. Ich werde dich nun über die Waffen der Acrobat aufklären. Sie können sowohl den Bogen, als auch das Yo-Yo tragen."
PROPQUEST_INC_000486,Bows are long range weapons that consume arrows for each shot. The strength of the basic shot is determined by how long you wait before releasing the arrow.,"Der Bogen ist eine Distanzwaffe, der für jeden Schuss einen Pfeil verbraucht. Die Stärke vom Grundschuss hängt davon ab, wie lange man den Bogen spannt."
PROPQUEST_INC_000487,"Yo-Yos are also long range weapons. However, the strength of the basic attack only changes depending on special skills used in conjunction with them.","Das Yo-Yo ist ebenfalls eine Distanzwaffe. Allerdings hängt die Stärke der Basisangriffe von den speziellen Fähigkeiten ab, die du in Kombination damit verwendest."
PROPQUEST_INC_000488,"If you met with Hent, then you should probably have something for me, hmm?",Triff dich mit Hent. Er sollte dir etwas für mich mitgeben.
PROPQUEST_INC_000489,"Gather 10 Twinkle Stones, 5 Peakyrinds and 1 Slain then deliver them to Acrobat Master Pyre near the Darken City Quest Office.","Sammle 10 Twinkle Stone, 5 Peakyrind und 1 Slain. Bring diese Gegenstände anschließend zu [Acrobat Meister] Pyre in Darkon City."
PROPQUEST_INC_000491,Acrobat Skills,Die Fähigkeiten des Acrobat
PROPQUEST_INC_000492,That about does it for Acrobat weaponry.,"Das sollte alles sein, was du über die Waffen der Acrobat wissen musst."
PROPQUEST_INC_000493,"Now for the next step in your journey. I want you to travel to Flaris, and visit the High-Dwarpets. They have important information for you.","Nun zum nächsten Schritt. Ich möchte, dass du die High-Dwarpet in Flaris besuchst. Sie haben wichtige Informationen für dich."
PROPQUEST_INC_000494,The High-Dwarpets can be found north of Flarine. Check your map (M Key) to find your way if you get lost.,"Die High-Dwarpet findest du in Flaris, bei der Mitte des Leren Gebirges. Wirf einen Blick auf deine Karte (Taste: M), falls du dich verirrst."
PROPQUEST_INC_000495,"Good luck, apprentice.",Dann noch ein schönen Tag.
PROPQUEST_INC_000496,What a shame to waste such potential. Come see me again if you change your mind.,"Welch Verschwendung von Potenzial... Du findest mich hier, falls du deine Meinung ändern solltest."
PROPQUEST_INC_000497,"Hmmm, has Pyre instructed you to see me? I see. Very well, I will continue your training. Listen up!","Hmm, hat Pyre dich zu mir geschickt? Ich verstehe. Nun gut, ich werde dein Training fortführen. Hör gut zu!"
PROPQUEST_INC_000498,"Bows consume Magic Points (MP) and yo-yos consume Focus Points (FP). There are 6 special bow abilities and 7 special yo-yo abilities. I shall teach you a common Acrobat ability, Dark Illusion.",Bögen verbrauchen Magiepunkte (MP) und Yo-Yos verbrauchen Fokuspunkte (FP). Es gibt 6 spezielle Bogen-Fähigkeiten und 7 spezielle Yo-Yo-Fähigkeiten. Ich werde dir eine weit verbreitete Acrobat-Fähigkeit beibringen: Dark Illusion.
PROPQUEST_INC_000499,"This ability allows you to vanish from sight. However, keep in mind that any actions performed while under the effects of this ability aside from movement will remove the effect. Take this.","Diese Fähigkeit macht dich unsichtbar. Du kannst die Blicke der anderen vermeiden. Aber gib Acht! Wann immer du eine andere Fähigkeit benutzt oder angreifst, lüftet sich dein Schleier. Nimm dies und geh sorgfältig damit um."
PROPQUEST_INC_000500,"It's interesting that you've come to see me. Did Pyre send you? If he did, you would have something for me.","Welch überraschender Besuch. Hat Pyre dich geschickt? Falls dem so ist, dann solltest du etwas für mich haben."
PROPQUEST_INC_000501,Visit High-Dwarpet Tucani in Flaris. He can be found north of Flarine. Check your map (M Key) to find your way if you get lost.,"Geh zu [High-Dwarpet] Tucani in Flaris. Er befindet sich in der Mitte des Leren Gebirges. Schau auf deine Karte (Taste: M), falls du dich verirrst."
PROPQUEST_INC_000503,An Acrobat's Duty,Die Pflicht des Acrobat
PROPQUEST_INC_000504,You've learned many things since your journey began.,Du hast seit Beginn deiner Reise viel gelernt.
PROPQUEST_INC_000505,Now for the next step in your training. There is a creature named Shuraiture in the north of Flarine who is causing some trouble for residents there.,"Und nun der nächste Schritt in deiner Ausbildung. Im Norden von Flaris gibt es eine Kreatur namens Shuraiture, die den Bewohnern dort einige Schwierigkeiten bereitet."
PROPQUEST_INC_000506,"Shuraiture has been terrorizing some of the locals in Flaris. I want you to go there and put an end to him once and for all. Bring news of your victory to Tailer, the Acrobat Instructor in Flarine.","Shuraiture hat einige Einwohner von Flaris terrorisiert. Ich möchte, dass du dorthin gehst und ihm ein für alle Mal ein Ende bereitest. Bringe die Nachricht von deinem Sieg zu Tailer, dem Acrobat Lehrer in Flaris."
PROPQUEST_INC_000507,"Good luck, you'll need it!",Viel Glück! Du wirst es brauchen.
PROPQUEST_INC_000508,What's the matter? Chicken?,Was ist los mit dir? Bist du ein Feigling?
PROPQUEST_INC_000509,Shuraiture is… no more? What great news! Thank you so much! I see that you've also spoken with Tucani. Here is your reward for defeating Shuraiture.,"Shuraiture ist... nicht mehr? Das ist großartig! Vielen Dank! Wie ich sehe, hast du auch schon Tucani gesprochen. Hier ist deine Belohnung."
PROPQUEST_INC_000510,Acrobats are very versatile. We can fight at long range or in close quarters! We also have a special ability which allows us to pull an enemy target up close.,"Acrobats sind sehr vielseitig. Wir beherrschen sowohl den Nah- als auch den Fernkampf! Wir haben auch eine besondere Fähigkeit, mit der wir ein feindliches Ziel an uns heranziehen können."
PROPQUEST_INC_000511,"You've done well. I sense great potential in you. Congratulations, Acrobat!",Du hast dich gut geschlagen. Ich sehe großes Potenzial in dir. Glückwunsch!
PROPQUEST_INC_000512,Why have you come to see me? Did Tucani send you?,Was führt dich zu mir? Hat Tucani dich geschickt?
PROPQUEST_INC_000513,There is a creature named Shuraiture in the north of Flarine. I want you to go there and put an end to him. Bring news of your victory to Tailer the Acrobat Instructor in Flarine.,"Im Norden von Flaris gibt es eine Kreatur namens Shuraiture. Ich möchte, dass du dorthin gehst und ihm ein Ende bereitest. Bringt die Nachricht von deinem Sieg zu Tailer, dem Acrobat in Flaris."
PROPQUEST_INC_000515,Successor of the Hero - Master,Der Meister der Jester
PROPQUEST_INC_000516,You think you have what it takes to be a successor of the Jester Hero? We will see…,"Du glaubst, du hast das Zeug zum Nachfolger des Jester Helden? Wir werden sehen..."
PROPQUEST_INC_000517,"Fine, I'll humor you. Slay $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s southwest of the Gouthan Mountains. They must be regular $QUEST_END_KILL_NAME$s, not the small or captain variety.","Na schön, ich werde dich bei Laune halten. Erledige $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s südwestlich der Gouthan-Berge. Es müssen normale $QUEST_END_KILL_NAME$s sein. Keine Small oder Captain."
PROPQUEST_INC_000518,Show me what you can do and I might consider allowing you to continue on the path of the Jester Hero.,"Zeig mir deine Fertigkeiten. Dann überlege ich mir vielleicht, ob du wirklich das Zeug zu einem heldenhaften Jester hast."
PROPQUEST_INC_000519,That's too bad because I sense potential in you. You must not be ready for the challenges that lie ahead. Come see me again if you change your mind.,"Du kannst nicht den groben und schwierigen Weg eines Nachfolgers des Jester bestreiten, wenn nicht einmal diesen einfachen Test bestehen kannst."
PROPQUEST_INC_000520,"Not bad, Acrobat. Not bad at all. You may have something to offer. I'll allow your training.","Nicht schlecht, Acrobat... Ich erkenne deine Fähigkeiten an.Ich werde dein weiteres Training erlauben."
PROPQUEST_INC_000521,I doubt you have what it takes to be a Jester if you can't even slay 20 Drillers.,"Ich bezweifle, dass du das Zeug zum Jester hast. Du bist ja nicht einmal in der Lage, 20 Driller zu erlegen..."
PROPQUEST_INC_000522,You are already on a different path. You cannot become a successor of the Jester Hero.,"Du hast bereits einen anderen Pfad eingeschlagen. Der Nachfolger des heldenhaften Jester zu werden, erlaubt keine Kompromisse."
PROPQUEST_INC_000523,"I'll need to see what you can do before I'll allow your training. Slay $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s southwest of the Gouthan Mountains. They must be regular $QUEST_END_KILL_NAME$s, not the small or captain variety.","Ich muss erst sehen was du kannst, bevor ich dein Training erlaube. Töte $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s südwestlich der Gouthan-Berge.Es müssen normale $QUEST_END_KILL_NAME$s sein. Keine Small oder Captain."
PROPQUEST_INC_000525,Successor of Hero - Ring,Der Ring des Jester
PROPQUEST_INC_000526,"Here is a Letter of Recommendation. You will need to give this to Radyon, the Jester Wise Man in Flaris.","Nimm dieses Empfehlungsschreiben. Ohne dieses Schreiben wird dir Radion, der Jester Weise, nicht viel Beachtung schenken. Bring es ihm. "
PROPQUEST_INC_000527,"Radyon can be found at the Fountain of Dead Person north of the River of Weeping. Before meeting with him, you need to find the ring he lost and return it to him.","Du kannst Radion im nördlichen Teil von Flaris, an der Quelle der verstorbenen Seelen, finden. Doch bevor du ihn triffst, solltest du den Ring finden, den er verloren hat."
PROPQUEST_INC_000528,"Far to the south of Saint City, lies the Fantasy Desert. It is believed that a gentleman named Ren is in possession of the ring. Slay Ren and bring the ring to Radyon.","Im südlichen Teil von Saint Morning befindet sich die Wüste der Illusionen. Dort gibt es ein Masquerpet namens Ren. Man sagt, Ren sei im Besitz des und wird ihn nicht freiwillig hergeben. Überzeuge ihn mit deiner Waffe!"
PROPQUEST_INC_000529,I hope I'm right about you. Don't let me down!,"Ich hoffe, ich täusche mich nicht in dir. Lass mich nicht hängen!"
PROPQUEST_INC_000530,I guess I was wrong about you. You're not ready to walk the path of the successor of the Jester hero. See me again when you think you're ready.,"Ich schätze, ich habe mich in dir getäuscht. Du bist noch nicht bereit für diese Herausforderung. Komm zu mir zurück, sobald du es bist."
PROPQUEST_INC_000531,"Is that… the ring? My goodness, thank you so much! This ring belongs to the Jester Hero Curenen. Ren has always wanted to acquire this ring, or so the story goes.","Ist das... der Ring? Meine Güte, ich danke Dir vielmals! Dieser Ring gehört dem Jester Helden Kerenen. Ren wollte diesen Ring schon immer haben. So erzählt man sich zumindest."
PROPQUEST_INC_000532,"After the war ended, and Curenen passed on, Ren searched for this ring for hundreds of years. He finally discovered it a couple of years ago.","Nach dem Krieg, und nachdem Kerenen weiterzog, suchte Ren Hunderte Jahre  nach diesem Ring. Vor einigen Jahren hat er ihn endlich gefunden."
PROPQUEST_INC_000533,"Have you met Lorein? If you did, you should have something for me. Think carefully.","Hast du Lorein getroffen? Falls ja, solltest du etwas für mich haben. Denk genau nach."
PROPQUEST_INC_000534,"Meet with Radyon, the Jester Wise Man at the Fountain of Dead Person in Flaris. First though, slay Ren and get the ring from him. He can be found in the Fantasy Desert south of Saint City.","Mach dich auf den Weg und suche den Jester Weisen Radion an der Quelle der verstorbenen Seelen in Flaris. Zuvor musst du Ren besiegen, der in der Wüste der Illusionen im Süden von Saint Morning lebt, um den Ring zurückzubekommen."
PROPQUEST_INC_000536,Successor of Hero - Scroll,Die Schriftrolle des Jester Heros
PROPQUEST_INC_000537,"My sincerest gratitude once again for finding the ring. However, now I'll need you to take it to Saint City.","Nochmals meine Hochachtung, dass du diesen Ring gefunden hast. Allerdings müsste ich dich bitten, ihn nach Saint Morning zu bringen."
PROPQUEST_INC_000538,Visit the Pepoview Troupe near the town square and speak with Clackcable. Present him with the ring and he will guide you from there. He may even give you something in return.,"Besuche die Tantalus Theatergruppe im Zentrum der Stadt Saint Morning und sprich mit Clackcable. Gib ihm den Ring und er wird dir sagen, was zu tun ist. Vielleicht hat er sogar eine Belohnung für dich."
PROPQUEST_INC_000539,"You possess great potential, young Acrobat. Keep working hard and you will realize your dream.","In dir steckt viel Potenzial, junger Acrobat. Arbeite weiter hart an dir und deine Träume werden in Erfüllung gehen."
PROPQUEST_INC_000540,Foolish Acrobat! Don't you realize your potential? See me again if you change your mind.,"Törichter Acrobat! Erkennst du dein eigenes Potenzial nicht? Komm wieder, wenn du deine Meinung änderst."
PROPQUEST_INC_000541,Thank you so much for finding the ring! We are performing the ancestral ceremony of Curenen. This ring will complete the ritual.,Vielen Dank für den Ring! Wir führen das Ahnenzeremonie von Kurenen auf. Dieser Ring war das letzte fehlende Stück.
PROPQUEST_INC_000542,"Here, you certainly deserve this. It is the Successor Scroll of the Jester Hero.","Hier, das hast du dir verdient. Es ist die Schriftrolle vom Nachfolger des Jester Helden."
PROPQUEST_INC_000543,"If you spoke with Radyon, didn't he ask you to bring me something? I'm sorry, I'm very busy and we don't have much more to discuss, I'm afraid.","Du hast doch mit Radion gesprochen, oder? Solltst du mir nicht etwas von ihm bringen? Tut mir leid, ich bin gerade zu beschäftigt, um zu reden."
PROPQUEST_INC_000544,Bring Curenen's ring to Clackcable of the Pepoview Troupe in Saint City.,Bring Kurenens Ring zu Clackcable von der Tantalus Gruppe in Saint Morning.
PROPQUEST_INC_000546,Successor of Hero - Altar,Nachfolger des Helden - Altar
PROPQUEST_INC_000547,"This scroll is the right of passage for those seeking to pursue the path of the Jester Hero. Please, take it and seek the Jester Priest in Darkon 3.","Diese Schriftrolle beweist, dass du der Nachfolge würdig bist. Nimm sie und bringe sie der Jester Priesterin in Darkon 3."
PROPQUEST_INC_000548,The Jester Priest can be found in Magmient in Southern Darkon 3. Present her with the scroll and she will recognize you as a successor to the Jester Hero.,Die Jester Priesterin befindet sich am Jester Altar in Darkon 3. Wenn du ihr diese Schriftrolle zeigst wird sie dich als Nachfolger der Helden anerkennen.
PROPQUEST_INC_000549,There is one thing you must do before you can speak with the Jester Priest. The Jewels of the Heroes adorn the Altar of Jester. One of these jewels was stolen a few days ago.,"Oh, bevor du zur Priesterin gehst, musst du noch etwas anderes tun. Die Juwelen der Helden zieren den Altar der Jester. Einer dieser Juwelen wurde wurde kürzlich gestohlen."
PROPQUEST_INC_000550,"The jewels protect the soul of the Jester Hero, but they will not work if one of them is missing. The creature, Sisif, was seen near the alter a few days ago…","Die Juwelen beschützen die Jester Helden. Doch der Schutz verliert seine Wirkung, wenn auch nur einer der Juwelen fehlt. Das Masquerpet Sisif wurde erst vor ein paar Tagen in der Nähe des Altars gesehen."
PROPQUEST_INC_000551,"It is believed that this creature has stolen the jewel. Find Sisif and return the jewel to the Jester Priest, Homeit.",Gerüchten zufolge hat diese Kreatur das Juwel gestohlen. Finde Sisif und bring das Juwel zurück zum Jester Priester Homeit.
PROPQUEST_INC_000552,"Good luck, Acrobat!","Viel Glück, Acrobat!"
PROPQUEST_INC_000553,"The jewel must be returned to the Altar of Jester. We need your help, Acrobat. Speak with me again when you are ready.","Das Juwel muss unbedingt wieder an seinen Platz. Wir brauchen deine Hilfe, Acrobat. Komm zu mir zurück, sobald du bereit bist."
PROPQUEST_INC_000554,"This is the Seal of Curenen and the Jewel of the Jester Hero. Thank you for returning this most prized artifact, Acrobat.","Das ist das Siegel von Kerenen und das Juwel vom Jester Helden. Viele Dank! Diese Artefakte sind unbezahlbar, Acrobat."
PROPQUEST_INC_000555,Now we can protect the Soul of the Hero safely. I am in your debt.,Nun ist die Seele des Helden wieder sicher. Ich stehe in deiner Schuld.
PROPQUEST_INC_000556,I am waiting for someone who will bring me the Jewel of the Jester Hero. Do you have it?,"Ich warte auf jemanden, der das Juwel des Jester Helden zurückbringt. Du hast es nicht zufällig bei dir, oder?"
PROPQUEST_INC_000557,"Take the Successor Scroll of the Jester Hero, slay Sisif to retrieve the Jewel of the Jester Hero, and bring them both to the Jester Priest, Homeit.",Nimm die Schriftrolle und erbeute das Juwel des Jester Helden von Sisif. Bring beides anschließend zum Jester Priester Homeit.
PROPQUEST_INC_000559,Successor of Hero - Guardian,Nachfolger des Helden - Wächter
PROPQUEST_INC_000560,"Great job, Acrobat. For the final leg of your journey, you must confront the $QUEST_END_KILL_NAME$.","Gut gemacht, Acrobat. Für die letzte Etappe deiner Reise musst du dich dem $QUEST_END_KILL_NAME$ stellen."
PROPQUEST_INC_000561,The will of the heroes is preserved in the Room of the Guardian in Guardiane. This is where you will find the $QUEST_END_KILL_NAME$.,Der Raum des Wächters in Guardiane birgt den letzten Willen der Helden. Dort findest du auch den $QUEST_END_KILL_NAME$.
PROPQUEST_INC_000562,"The $QUEST_END_KILL_NAME$ is a soul that protects the will of the heroes. Defeat him, and obtain the $QUEST_END_ITEM_NAME$.","Der $QUEST_END_KILL_NAME$ ist eine Seele, die den Willen der Helden schützt. Besiege ihn, und du erhältst das $QUEST_END_ITEM_NAME$."
PROPQUEST_INC_000563,"Take this. It is a Mark of the Hero. Once you have confronted the Venel Guardian and retrieved the Venel Heart, bring both of these to the Jester Guardian, Heingard.",Nimm das Mark of Hero und stelle dich dem Venel Guardian. Erbeute das Venel Heart von ihm. Bring anschließend beide Gegenstände zum Jester Wächter Heingard in Guardiane.
PROPQUEST_INC_000564,"I wish you luck, Acrobat.","Ich wünsche dir Glück, Acrobat."
PROPQUEST_INC_000565,This is the final test to becoming a successor of the Jester Hero. You can't give up now. Speak with me again when you are ready to continue.,"Nur eine Prüfung steht noch aus. Wäre es nicht schade, wenn du jetzt aufgibst? Komm wieder wenn du bereit bist."
PROPQUEST_INC_000566,"Congratulations, young Acrobat. I've heard many great things about you. You've completed the final test. You will now become a Successor of the Jester Hero!","Glückwunsch, junger Acrobat. Ich hörte, du hast großes vollbracht. Du die letzte Prüfung bestanden. Nun wirst du wahrhaftig zum Nachfolger des Jester Helden!"
PROPQUEST_INC_000567,"Wise Curenen! This Acrobat wishes to follow your path! Grant them your blessing and courage, Jester Hero!","Oh weise Kerenen! Dieser Acrobat möchte in deine Fußstapfen treten. Gewähre ihnen deinen Segen und Mut, oh Held der Jester!"
PROPQUEST_INC_000568,You have not completed the tasks given to you by the Jester Priest. Return to me when you have done so.,"Deine Aufgaben vom Jester Priester sind noch nicht erfüllt. Kehre zurück, sobald du dich als würdig erwiesen hast."
PROPQUEST_INC_000569,"Defeat the Venel Guardian, and deliver the Mark of the Hero and the Venel heart to the Jester Guardian, Heingard, in Guardiane.",Bezwinge den Venel Guardian und erbeute das Venel Heart. Bring anschließend das Mark of Hero und das Venel Heart zum Jester Wächter Heingard in Guardiane.
PROPQUEST_INC_000571,Successor of Hero - Master,Meister der Ranger
PROPQUEST_INC_000572,You think you have what it takes to be a successor of the Ranger Hero? We will see…,"Glaubst du, du hast das Zeug zum Nachfolger des Ranger Helden? Das werden wir ja sehen..."
PROPQUEST_INC_000574,Show me what you can do and I might consider allowing you to continue on the path of the Ranger Hero.,"Überzeuge mich von deinen Fähigkeiten und ich überlege mir, ob du das Zeug zum nächsten Ranger Helden hast."
PROPQUEST_INC_000577,I doubt you have what it takes to be a Ranger if you can't even slay 20 Drillers.,"Ich glaube kaum, dass du das Zeug zu einem Ranger hast. Du kannst ja nicht einmal 20 Driller zur Strecke bringen."
PROPQUEST_INC_000578,You've already chosen a different path. I cannot guide you on the path of the Ranger. You can still cancel the other job quest in the Quest Window and come back to me.,Du hast dich bereits für einen anderen Weg entschieden. Ich kann dich nicht mehr auf den Pfad des Ranger führen. Du kannst aber immer noch die andere Aufgabe im Questfenster abbrechen und zu mir zurückkommen.
PROPQUEST_INC_000581,Successor of Hero - Letter,Der Brief des Rangers
PROPQUEST_INC_000582,"Here is a Letter of Recommendation. You will need to give this to Kimel, the Ranger Wise Man in Flaris.","Hier hast du ein Empfehlungsschreiben. Geh damit zu Kimel, dem Ranger Weisen, bei der Quelle der verstorbenen Seelen in Flaris."
PROPQUEST_INC_000583,"However, first you must retrieve the Letter of Hynan from Rubo, a creature found to be living with Syliacas, east of Darken. Locals caim Rubo has been seen with the letter.",Zuvor musst du jedoch  Rubo finden. Er lebt bei den Syliaca östlich von Darkon City. Du musst den Letter of Hynan von ihm erhalten. Er wird ihn dir allerdings nicht kampflos überlassen.
PROPQUEST_INC_000584,"Once you've slain Rubo, bring the Letter of Recommendation and the Letter of Hynan to Sage Kimel at the Fountain of Dead Person in Flaris.","Sobald du Rubo bezwungen hast, bringst du das Emfpehlungsschreiben und den Brief zu Kimel an der Quelle der verstorbenen Seelen in Flaris."
PROPQUEST_INC_000585,"Good luck to you, Acrobat.",Ich wünsche dir Glück.
PROPQUEST_INC_000586,I guess I was wrong about you. You're not ready to walk the path of the successor of the Ranger hero. See me again when you think you're ready.,"Hast du denn kein Selbstvertrauen? Nichts ist unmöglich, solange du nur Selbstvertrauen besitzt. Ich hoffe, du wirst eine weise Entscheidung treffen."
PROPQUEST_INC_000587,"Is that… the Letter of Hynan? My goodness, this is wonderful! Thank you so much, Acrobat!","Ist das... der Brief von Hynan? Meine Güte, das ist ja wunderbar! Vielen Dank, Acrobat!"
PROPQUEST_INC_000588,Hynan lost this letter during the war. There were rumors that a creature named Rubo was in possession of it. Thank you for retrieving it for me.,"Während des Krieges verlor Hynan diesen Brief. Aber vor ein paar Tagen kam mir zu Ohren, dass Rubo diesen Brief besitzen soll."
PROPQUEST_INC_000589,My sincerest gratitude.,Meinen aufrichtigen Dank.
PROPQUEST_INC_000590,I'm waiting for someone to bring me a letter. There are rumors that a creature named Rubo who lives with the Syliacas east of Darken was last seen with it.,"Ich warte auf jemanden, der mir einen Brief bringt. Es gibt Gerüchte, dass eine Kreatur namens Rubo, die bei den Syliacas östlich von Darkon City lebt, zuletzt mit ihm gesehen wurde."
PROPQUEST_INC_000591,"You need to speak with Kimel, the Ranger Wise Man at the Fountain of Dead Person in Flaris. First, though, you must retrieve the Letter of hynan from the creature, Rubo, East of Darken.","Geh und finde den Ranger Weisen Kimel an der Quelle der verstorbenen Seelen in Flaris. Doch zuerst musst du Rubo zur Strecke bringen und den Brief von Hynan erbeuten. Rubo lebt bei den Syliaca, östlich von Darkon City."
