Key,English,German
PROPMOTION_TXT_000081,Flip Jump 2,Salto 2
PROPMOTION_TXT_000082,Lift O,Hebe O hoch
PROPMOTION_TXT_000083,Lift X,Hebe X hoch
PROPMOTION_TXT_000084,Lift Rock,Hebe Stein hoch
PROPMOTION_TXT_000085,Lift Paper,Hebe Papier hoch
PROPMOTION_TXT_000086,Lift Scissors,Hebe Schere hoch
PROPMOTION_TXT_000087,Dance 10,Tanz 10
PROPMOTION_TXT_000088,Dance 11,Tanz 11
PROPMOTION_TXT_000089,Polite Greeting,Höfliche Begrüßung
PROPMOTION_TXT_000090,Hurray,Hurrah!
PROPMOTION_TXT_000100,Clap,Klatschen
PROPMOTION_TXT_000101,Brrr,Zittern
PROPMOTION_TXT_000102,Dance 12,Tanz 12
PROPMOTION_TXT_000103,Hot,Heiß
PROPMOTION_TXT_000104,LMAO,LMAO
PROPMOTION_TXT_000105,Ninja,Ninja
PROPMOTION_TXT_000106,Aha,Aha!
PROPMOTION_TXT_000107,Provoke,Provozieren
PROPMOTION_TXT_000108,Surprised,Überrascht
PROPMOTION_TXT_000109,Look Around,Umher schauen
PROPMOTION_TXT_000110,Arm Heart,Herz mit den Armen
PROPMOTION_TXT_000111,Switch Your Current Skill Page,Wechsle deine aktuelle Skill Seite
PROPMOTION_TXT_000112,Surrender,Aufgeben
PROPMOTION_TXT_000113,Begging,Flehen
PROPMOTION_TXT_000114,Waist Stretching,Waist Stretching
PROPMOTION_TXT_000115,Lower Body Stretching,Lower Body Stretching
PROPMOTION_TXT_000116,Thumbs Up,Thumbs Up
PROPMOTION_TXT_000117,Salute,Salute
PROPMOTION_TXT_000118,Concerned,Concerned
PROPMOTION_TXT_000119,Embarassed,Embarassed
