Key,English,German
NPC_000052,Here is the package my father left me... Hrrmph!,"Hier ist das Paket, das mein Vater mir hinterließ. Hrrmph."
NPC_000053,*Sigh* this might take a while...,Seufz.. das kann wohl dauern.
NPC_000054,"What? A human?! Here?!? Muahahahah!!! You're either brave or not all there in the head, buddy.",Was zum.. ein Mensch? Hier? Du bist entweder mutig oder einfach nur verrückt.
NPC_000055,"Ewww!! A hew-mann... Your kind is not welcome here. Get out of my sight, vermin!",Pah! Ein Mensch... Deine Rasse ist hier nicht willkommen. Du solltest besser gehen.
NPC_000056,Who am I? Hah! Liked I'd consort with the likes of a human. Get lost!,Hmph! Ich muss mich einem Menschen wie dir nicht vorstellen.
NPC_000057,"Beat it, human! You're not welcome here!",Geh nach Hause. Menschen sind hier nicht willkommen.
NPC_000058,*Whistles*,....
NPC_000059,"Gwarrll! You just gonna stand there, or are you gonna get me out of here? You know, people don't necessarily like to be stared at...",..........
NPC_000060,"Garr!! I've not seen a human in years! I am Nevil, the honorable Patriarch of Keakoon.",Grrrr. Ich habe seit Jahren keine Menschen mehr gesehen. Ich bin Nevil - ehrenhaftes Stammesoberhaupt der Keakoon.
NPC_000061,"*Snort!* A human, eh? Very interesting... I haven't seen one of you weirdos in years! See ya later!",Grrrr. Ein Mensch? Ich habe seit Ewigkeiten keinen mehr gesehen. Grrrr.... Auf Wiedersehen.
NPC_000062,Feel free to come see me whenever you are in need of magical goods.,"Wenn immer es dir beliebt, komm vorbei, wenn du magische Waren benötigst."
NPC_000063,Nice to meet you. Have you also come to research the magical fields surrounding the islands?,"Nett dich kennen zu lernen. Bist du auch gekommen, um die magischen Magnetfelder, welche die Insel umgeben, zu untersuchen?"
NPC_000064,My name is Ciel and I am doing research on the various magical phenomena in the area.,Mein Name ist Ciel und ich untersuche die verschiedenen magischen Phänomene in dieser Gegend.
NPC_000065,Farewell!,Auf Wiedersehen.
NPC_000066,Come to me if you seek absolution.,"Komm zu mir, wenn du Buße tun möchtest."
NPC_000067,Are you here for confession?,Bist du hier um Buße zu tun?
NPC_000068,Your aura shines brightly. May it never again lose its brilliance.,Deine.. deine Aura scheint so hell. Möge sie nie ihren Glanz verlieren.
NPC_000069,I am a shepherd who helps sinners find their way back to the path of righteousness. Come to me if you wish to be cleansed.,"Ich bin ein Schafhirte, der Sündern hilft zurück auf den Pfad der Rechtschaffenheit zu kommen. Komm zu mir, wenn du Absolution erteilt haben möchtest."
NPC_000070,Get the key from one of the criminal Masquerpets. Once you get the key you can enter the Warp Zone in the mountains.,"Du kannst durch die Warp Zone auf der Spitze des Berges Kebaras verlassen. Um die Warp Zone benutzen zu können, brauchst du einen Schlüssel. Diesen Schlüssel kannst du von den sündigen Monstern erhalten."
NPC_000071,"Good luck to you, stranger. Try not to get caught again, okay?","Viel Glück und pass auf, dass du kein Gesetz mehr brichst."
NPC_000072,"You will not survive here without a shield, friend.",Du kannst hier einfach nicht ohne ein Schild überleben.
NPC_000073,Huh? Do you want something from me? Then speak up!,Huh? Willst du etwas von mir?
NPC_000074,"My name is Rocbin and I came here for a number of reasons, none of which I would like to discuss with you at this time. Now shoo!","Mein Name ist Rocbin und ich komme aus einer Vielzahl von Gründen, aber keinen davon möchte ich mit dir momentan diskutieren."
NPC_000075,Take care! ,Sei vorsichtig....
NPC_000076,Looking to work on your terrible equipment? Allow me to assist you!,"Willst du dich bewaffnen? Klar, werde ich dir helfen!"
NPC_000077,Hahaha! You look like the rest of those felons. What brings you here?,Du siehst wie der Rest dieser Verbrecher aus. Was führt dich zu mir?
NPC_000078,"Greetings, adventurer! I am Shun, your friendly neighborhood arms dealer. I don't care who you are, a customer is a customer. Come right over and buy my gear!","Seid gegrüßt, Abenteurer! Ich bin Shun, dein freundlicher Waffenhändler von nebenan. Es ist mir egal, wer du bist, ein Kunde ist ein Kunde. Komm gleich vorbei und kauf meine Ausrüstung!"
NPC_000079,Hehehe! Alright I hope we can hang out together someday.,Ok. Ich hoffe wir trinken irgendwann mal was zusammen.
NPC_000080,I sell supplies to the weary adventurer. I've got everything you need!,Ich verkaufe Hilfsmittel an die ermüdeten Abenteurer.
NPC_000081,You look like you have something to tell me...,Hast du mir etwas zu sagen?
NPC_000082,My name is Yuna. I believe you will find my food and medicine reasonably priced.,"Mein Name ist Yuna. Ich hoffe, du findest meine Nahrung und meine Medizin preiswert...."
NPC_000083,"Come one, come all! Visit Achaben's General Shop for your adventuring needs! *cough*",Willkommen im Geschäft von Achaben! *hust*
NPC_000084,May I help you?,Kann ich dir helfen?
NPC_000085,"*Cough* I am happy to have a *wheeez* customer! If you need it, we have it... *cough* *huck* You wouldn't happen to have some cough medicine, would you?","*hust* Ich bin froh, einen Kunden zu haben! Wenn du etwas brauchst, dann haben wir es... *hust* Du hast nicht zufällig etwas Hustensaft dabei, oder?"
NPC_000086,"*Ha-CHEW!* Sorry about that, allow me to clear my throat. *AHEM* My name is Achaben, and I run the General Shop here in Darken City. *cough*",Mein Name ist Achaben und ich betreibe ein Geschäft in Darkon.
NPC_000087,Thank you for your patronage! Come back and visit sometime! Bring some cough medicine!,"Sei vorsichtig! Bitte komm wieder, wenn du Darkon besuchst!"
NPC_000088,#b#cff0001ffFlying Information#nc#nb is available here! I also have #b#cffff0000flying boards and brooms#nc#nb in stock!,"#b#cff0001ffFluganleitungen#nc#nb gibt es hier, bei der Station von Almani!"
NPC_000089,What do you want to do?,Was möchtest du tun?
NPC_000090,"Flying through the clouds high above Madrigal is my favorite dream come true. I would be flying right now, but I'm having some family trouble and I need to pay the bills!","Das Fliegen ist ein uralter Traum der Menscheit.. Ich würde auch durch den Himmel fliegen, wenn meine Familie nicht so arm wäre.."
NPC_000091,"My name is Almani, and I run the Station here in Darken city. I sell flying boards and brooms in addition to teaching the basics of flying.",Mein Name ist Almani und ich betreibe die Station in Darkon.
NPC_000092,"1. First, you'll need to buy a broom or a board and be at least level 20 in order to fly. \n 2. Next, double-click the board or broom in your inventory or simply move it to a hot key to climb aboard.","1. Du musst einen Besen oder ein Board bei der Station kaufen, um zu Fliegen. \n 2. Ziehe oder klicke doppelt auf deinen Besen oder dein Board in deinem Inventar."
NPC_000093,3. Press the Space Bar to accelerate your flying vehicle. Press the Space Bar key again while moving to stop. Think of the accelerator like a toggle button for *Go* and *Stop*.,3. Drücke die Leertaste um dein Fluggerät zu beschleunigen. Drücke sie erneut um wieder anzuhalten.
NPC_000094,"4. To navigate, you can simply hold the Right Mouse Button down and angle the camera in the direction that you want to go.\n Alternatively, you can also use the W, A, S and D controls to turn.","4. Wenn du die rechte Maustaste gedrückt hälst, kannst du die Kamera drehen und somit auch dein Fluggerät steuern.\nAlternativ kannst du die Tasten W, A, S und D nutzen, um zu steuern."
NPC_000095,"5. Additionally, you can simply tap the Right Mouse Button twice to lock the camera to the mouse pointer. This allows you to navigate without holding down the right mouse button. Clicking twice again will turn off this effect.","5. Hier noch ein Tipp. Wenn du mit der rechten Maustaste einen Doppelklick machst, dann kannst du die Flugsteuerung mit der Mausbewegung steuern."
NPC_000096,6. Anyone can fly in Madrigal. You simply have to acquire a flying vehicle!\n 7. There are numerous makes and models of flying vehicles. Trying shopping around in player shops or click the Use Premium Item Shop icon next to the Start Button.,"6. Jeder kann ab Level 20 ein Board, einen Besen oder ein anderes Fluggerät zum Fliegen benutzen.."
NPC_000097,"I hope the information I gave you was helpful. You're on your own now, aviator! See you in the clouds!",Das ist alles über das Fliegen. Von nun an liegt es in deinen Händen. Angenehmen Flug.
NPC_000098,"1. Occasionally, you will run into some pesky masquerpets while flying. You will see a red box surrounding them.","1. Wenn du dich während des Fliegens einem Monster näherst, erscheint eine rechteckige Box als Markierung für das angewählte Monster."
NPC_000099,"2. You can target these creatures with the Left Mouse Button. If you lose sight of them while flying, a green arrow appears on the edge of the screen to indicate which direction you need to turn. ","2. Du kannst diese Kreaturen mit der linken Maustaste anvisieren. Wenn du sie beim Fliegen aus den Augen verlierst, erscheint ein grüner Pfeil am Rand des Bildschirms, der dir anzeigt, in welche Richtung du dich drehen musst."
NPC_000100,"3. To attack the creature, simply get as close as you can and press the Left Mouse Button or the Insert Key.\n 4. If you want to follow the monster automatically, press the Z Key.","3. Wenn du in der Nähe des Monsters bist, kannst du es mit der linken Maustaste oder mit der Einfügen-Taste angreifen. \n Wenn du die Z-Taste drückst, verfolgst du das Monster automatisch."
NPC_000101,5. Magicians and Acrobats can shoot from range while in the air. Mercenaries and Assists must rely on melee attacks. You can also use your skills!,"5. Magicians und Acrobats können aus der Distanz angreifen, während sie fliegen. Mercenaries und Assists müssen Nahkampfangriffe nutzen. Du kannst ebenfalls Fähigkeiten verwenden!"
NPC_000102,"6. When you destroy a flying masquerpet, any dropped loot will be placed into your inventory automatically. If there is no room in your inventory, the loot is lost, so be careful!",5. Jede Klasse kann vom Board aus Monster angreifen. Allerdings ist dies auf Nahkampf beschränkt. Die Verwendung von Magie und Distanzangriffswaffen ist nicht möglich.
NPC_000103,"7. That about covers it for your flying combat training, cadet! Just one more thing... Don't crash and burn! Hahaha, just a little pilot humor.","6. Es gibt sehr viele verschiedene Fluggeräte, wie zum Beispiel Boards, Besen und Fluggeräte aus dem Cash Shop."
NPC_000104,Have fun out there and be safe! Don't forget to check your six!,Einen angenehmen Flug und genieße spannende Kämpfe.
NPC_000105,"Goodbye, adventurer! Feel free to stop by again if you have any questions about flying.","Bitte denk daran, was ich dir gesagt habe. Nun, viel Spass beim Fliegen!"
NPC_000106,The Red Bang Troupe will never break through our defenses as long as I'm here!,"Niemand kann Sehnsucht nach diesem Ort haben, solange ich hier bin!!"
NPC_000107,"Hello, traveler. I have some missions for you!",Hallo Abenteurer. Ich habe einige Aufgaben für dich!
NPC_000108,"Greetings, traveler! You are welcome to visit the Erons Factory as long as I, Amadolka, am here. It can get pretty dangerous out here so watch your back!","Hier ist es gefährlich, geh zurück! Aber du kannst unbesorgt sein, solange ich, Amadolka, hier bin. "
NPC_000109,My name is Amadolka Liviehindekinas. I am in charge of security here at the Erons Factory. Why do you ask?,Mein Name ist Amadolka Liviehindekinas und ich bin der Leiter des Betriebsschutzes von dieser großen Erons Fabrik.
NPC_000110,"Be careful out there, traveler! I'll stand guard here!",Sorge dich nicht und genieß das Abenteuer. Ich werde hier Wache schieben...
NPC_000111,I'm such a coward! *Cries*,*schluchz* Ich bin so ein Feigling.
NPC_000112,The curse has been removed for the 3rd time now. Please don't get cursed again or it will be the last time for sure.,"Sprich nicht mit mir, oder.. ich werde dich verfluchen."
NPC_000113,I'm the Mysterious Teller of Tales! Wanna hear something spooky?,"Warum willst du die Namen derer wissen, die ehemals von Flüchen befreit wurden?"
NPC_000114,Stop by anytime you wanna hear a spooky story!,Ja.. Es ist nur zu deinem Besten.
NPC_000115,ID Card,ID Card
NPC_000116,Hello there! How are you today!,Hallo! Hallo! Wie geht es dir?
NPC_000117,"Uhh, yes? If you've got something to say, say it. Otherwise leave me alone. I'm very busy securing these steel panels by tapping my foot repeatedly.","Huh? Du hast eine Frage an mich? Es gibt nicht viel, was ich dir erzählen kann."
NPC_000118,That's none of your business and I'll thank you to stay out of my personal affairs.,"Warum erkundigst dich nach meinem Zustand? Ich danke dir.. , aber du brauchst mir nicht so einen gefährlichen Gefallen tun."
NPC_000119,"Alright, hope to see you soon!",In Ordnung... Obwohl ich nicht weiß wann wir uns wieder sehen...
NPC_000120,"Oh! You're asking about the ID Card that grants access to the Trillipy room in the mines, right? You should find Andre. I heard he spends most of his time in a forest filled with many ancient trees.","Ah! Redest du über die ID Card, die dich in die Trillipy Zone bringt? Wenn du nach dieser Karte suchst, musst du erst einmal Andre aufsuchen. Ich hörte, dass er die meiste Zeit in einem Wald mit vielen uralten Bäumen verbringt."
NPC_000121,"Hail and well met, adventurers! My name is Bolpor and I'm the best chef in town!","Willkommen, Willkommen. Mein Name ist Bolpor und ich bin ein Nahrungshändler."
NPC_000122,What do you want already?! I've got things to do!,"So, willst du haben?"
NPC_000123,"I'm the best chef in town, you got that? Anyone that tells you different is more than welcome to discuss it with my butcher knife. There will be more than just *chicken* on a stick on my menu...","Du weißt nicht, was Nahrung ist? Nahrung ist etwas, was du jeden Tag benutzt! Ist das dein Ernst?"
NPC_000124,"My name is Bolpor Centaurn, the best darn chef in Darken. I'm also the best looking. I didn't get this handsome overnight, you know.",Mein Name ist Bolpor Centaurn und ich bin der Darkon Nahrungshändler. Alles klar?
NPC_000125,"See ya later, alligator! Mmm, alligator... that gives me an idea for a new dish!",Auf Wiedersehen!
NPC_000126,"Only the bravest adventurer can hope to succeed on the path of the Knight Hero, Billaon. Are you worthy?","Du, der du dem Knight Helden Billeien folgen willst! Bist du bereit, diese schwere Last zu tragen und den Weg der Helden anzutreten?"
NPC_000127,We must never forget the sacrifice of the Heroes. We are here to train those who wish to follow their path in hopes of a worthy successor.,"Sie werden vergessen wenn die Welt beginnt zu leuchten, aber sie werden nie verschwinden."
NPC_000128,"I am Guardian Boneper. I'm here to protect the will of Billaon, the Knight Hero, at all costs. We are seeking those who are worthy enough to follow the path of the Knight Hero.","Ich bin Wächter Boneper. Ich bin hier, um den Willen von Billaon, dem Knight Helden, um jeden Preis zu schützen. Wir suchen diejenigen, die würdig genug sind, dem Weg des Knight Heldens zu folgen."
NPC_000129,"May the courage of Billaon be with you, adventurer.",Ich hoffe der Mut von Billaon möge auf ewig mit dir sein..
NPC_000130,We are here to protect the will of the Heroes. Are you worthy to become a successor of the Billposter Hero?,"Du, der du dem Billposter Helden Roentel folgen willst! Bist du bereit den Geist des Helden zu ehren?"
NPC_000131,"I fear that those who follow Shade, Iblis and Bubble too closely will be destroyed by them in the end. Follow the path of the Heroes and you will not lose your way.","Jene, die ihm folgen wollen und jene die ihn respektieren, werden endlich zerstört.. Daher folge jenen, die dagegen sind."
NPC_000132,"My name is Guardian Capafe. I am here as a guide and I protect the will of Roentel, the Billposter Hero.","Mein Name ist Capafe und ich beschütze den Willen von Roentel, dem Billposter Helden."
NPC_000133,The power of Roentel will protect and guide you.,"Ich hoffe, die Macht von Roentel wird dich auf ewig beschützen..."
NPC_000134,Rare metals and minerals reside deep within the Dekane Mine.,Du kannst verschiedene Metalle und Mineralien in der Mine finden.
NPC_000135,You looking for some adventure? Why not discover the mystery of the curse of Darkon? ,Du suchst nach einem Abenteuer? Warum erforschst du dann nicht den Fluch von Darkon?
NPC_000136,"Now's not the time for pleasantries, my simple-minded friend. Besides, I know you don't actually care. No one does...","Warum bist du so höflich? Niemand hat mich jemals respektiert, also hör auf damit! Sag mir einfach was du willst."
NPC_000137,"Fine, leave if you want to! I don't need your help, fool! ","Geh, wenn du willst, ich brauch deine Hilfe nicht. Niemand kümmert sich um mich.. Und ich kümmere mich daher auch um niemanden..."
NPC_000138,"Have you ever heard the name Neverant? Few know it now, but long ago it was the top-ranking mining guild in Darkon. I used to be a member of that guild.","Hast du jemals den Namen Neverant gehört? Er existiert schon lange nicht mehr, aber es war einst eine hochrangige Minengilde auf dem Kontinent. Ich war einst ein Mitglied der Gilde.."
NPC_000139,"Today, the Neverant Guild is no more. It's hierarchy was torn apart by a terrible curse that emanated from the mine itself. Ironic, isn't it?",Neverant gibt es nicht mehr.. Sie wurde von einem verheerenden Fluch zerstört. Eine Schande..
NPC_000140,Check out the Dekane Mine west of here if you want. I won't step foot near there.,"Prüfe das Gelände um die Mine in Darkon 1 herum, wenn du willst. Ich brauch deine Gesellschaft nicht..."
NPC_000141,Chenbing's Shield Shop is open for business! The best finely-crafted nomad shields Penya can buy!,"Willkommen in Chenbings Schildladen, dort wo du die besten Schilde der Nomaden erhältst!"
NPC_000142,"Well, what are you gonna do for me? Hmmm?",Was kann ich für dich tun?
NPC_000143,"We, the Khan Union, are traveling merchants. Our fine craftsmanship is well-known throughout Madrigal. So whaddya say? Interested in taking a peek at my inventory? ","Wir sind nur fahrende Händler, aber wir, die Khan Union, sind für unsere hohe Qualität in ganz Madrigal bekannt."
NPC_000144,"I am Chenbing Khan and I sell the best, finely-crafted, and affordable shields you'll find anywhere in Madrigal.",Mein Name ist Chenbing Khan und ich verkaufe Schilder im Nomadendorf des verfluchten Waldes.
NPC_000145,Take care! Tell your friends about us!,Viel Spass beim Fliegen!
NPC_000146,"So, have you completed that which you needed to in order to proceed?","Hast du erreicht, wofür du hergekommen bist? Möchtest du fortgehen?"
NPC_000147,What do you want?,Was willst du?
NPC_000148,You couldn't possibly hope to understand what lies beyond this gate. I don't care how much research you've done. ,"Vernachlässige deine Deckung nicht oder du wirst nicht überleben. Bitte denk dran, was ich gesagt habe."
NPC_000149,Don't concern yourself with such things. Who I am is of no consequence to you. All you need to know is that I am here to protect this gate.,"Es gibt nichts, was ich dir über mich erzählen muss. Ich verteidige diesen Ort."
NPC_000150,"Farewell, strange one.","Ich hoffe du erreichst, was du willst!"
NPC_000151,"Hey, you there! Help me! Let me out of here right now! Argh!!!",Hey! Hilf mir! Lass mich raus!
NPC_000152,"Oh thank Rhisis, I knew someone would come! Oh thank you, thank you, thank you! Well, what are you doing just standing around? Let me out, darn it!!","Hey, was stehst du da so rum? Wenn du Zeit hast, komm doch mal zu mir?"
NPC_000153,"Me? I, Colar Devoka, am the best actor in the Pepoview Troupe! Well, I was, but now I am stuck out here and this filthy cage waiting to be eaten by those filthy Leyenas.",Ich? Ich bin der beste Schauspieler der Gruppe Tantalus. Man nennt mich Coar Devoka.
NPC_000154,What?! HEY! I thought you were going to release me. I'll get you for this!,"Hey! Gehst du einfach ohne was getan zu haben? Lass mich hier raus! Hey, du Trottel !!!"
NPC_000155,Follow the teachings of Lillip and you will discover the secrets of the elements.,"Lillip, deine Weisheit ist.. Ach, es ist nicht einfach, die ganze Zeit das gleiche zu rufen."
NPC_000156,"Hello, friend. Listen, whatever happens in this world, you must not lose hope. As long as we follow the path of the Heroes, we will persevere.","Was auch immer passiert, verlier deine Hoffnung nicht."
NPC_000157,"My name is Condram Griters and I am one of 8 priests of Lillip, the Elementor Hero. I am teaching the wisdom of Lillip to his successors. I act as a guide to those who follow the path of Lillip.","Mein Name ist Condram Griters und ich bin eine der 8 Priesterinnen von Lillip, dem Elementor Helden. Ich lehre ihre zukünftigen Nachfolger die Weisheit von Lillip."
NPC_000158,"Farewell, young one. May Lillip guide and protect you.","Ich hoffe, du bewahrst dir die Weisheit von Lillip. Nun, aber das ist ja nicht meine Sache.."
NPC_000159,"Heren, your legacy will carry on and your courage will not be forgotten.","Heren, dein Wunsch wird endlich für diese Welt realisiert."
NPC_000160,"The might of the Blade will stand against those who seek to destroy us. Heren, the Blade Hero, has left a great legacy. ",8 Lichter werden sich dem Bösen entgegenstellen.
NPC_000161,"My name is Corel Anduril, and I am the Blade Master of Darken City. I was well known as a Blade Dancer before the war. Now, it is my duty to select those worthy of becoming a Blade and prepare them for what lies ahead.",Mein Name ist Corel Anduril und ich bin die derzeitige Blade Meisterin. Ich war einst als Blade Dancer bekannt.
NPC_000162,"May Heren be with you, always.",Bete für Schutz zu Heren.
NPC_000163,"I honor the spirit of Offerep, the Psykeeper Hero.","Offerep, Psykeeper Held, ich bin erfreut deinen Geist zu ehren."
NPC_000164,"Their last battle will resonate throughout eternity. The Heroes sacrificed themselves to save all of Madrigal. We are forever in their debt. Take with you the teachings of Offerep, adventurer.",Es wird großartig.. Es wird fantastisch.. Ihr letzter Kampf wird alle Ewigkeit bekannt sein.
NPC_000165,"My name is Cylor Mesmor and I am the Psykeeper Master. I guide those wishing to become Psykeepers. I have committed many sins in the past, and through the grace of Offerep, I have been forgiven.","Mein Name ist Cylor Mesmor und ich bin die Psykeeper Meisterin. Ich habe sehr viele Sünden begangen, aber ich konnte Buße tun, dank einer bestimmten Person.."
NPC_000166,Only through careful study will you learn the wisdom of the Psykeeper.,"Ich hoffe, du kannst die Stärke der Psykeeper erlernen."
NPC_000167,Madrigal's ecosystem is so strange and mysterious! I love it!,Das Ökosystem von Madrigal ist sehr mysteriös. Sieh wie schön es ist!
NPC_000168,"The masquerpets you see here around us were once the machines used in the Erons Factory down south. However, the exposure to waste coming from the factory turned them into the monsters they are today.","Die Monster hier waren einst Baumaschinen in der Erons Fabrik. Allerdings wurden sie zu Monstern, weil sie dem Abfall der Erons Fabrik ausgesetzt wurden."
NPC_000169,I'm surprised you haven't heard of me. I'm Dr. Est and I research Madrigal's ecosystem. My 2 brothers and I are thrilled to learn as much as we can about Madrigal. Have you met my brothers?,Ich bin Dr. Est. Ich studiere das Ökosystem von Madrigal zusammen mit meinen 2 Brüdern.
NPC_000170,"Watch yourself out there, friend. Some creatures can be quite dangerous!","Sei bitte vorsichtig, denn die Monster sind sehr gefährlich."
NPC_000171,The will of Hynan will lead you to victory.,Der Wille Hynans wird dich zum Sieg führen.
NPC_000172,This is what you must to do.,"Dies ist es, was du tun musst..."
NPC_000173,"The Heroes fought hard to protect us from Shade's evil masquerpet army. We owe them all our livelihood. That is why I have devoted my life in service to Hynan, the brave Ranger Hero.","Die Helden haben hart gekämpft, um uns vor Shades böser Masquerpet Armee zu schützen. Wir verdanken ihnen allen unseren Leben. Deshalb habe ich mein Leben in den Dienst von Hynan, dem tapferen Ranger Helden, gestellt."
NPC_000174,"I am Eliff, the Ranger Master. I have devoted my life to Hynan's legacy, and my duty is to pass along all that I have learned from him. I have sworn to uphold this promise until my last, dying breath. ","Ich bin Eliff, der Ranger Meister. Ich habe mein Leben Hynans Vermächtnis gewidmet, und es ist meine Pflicht, alles weiterzugeben, was ich von ihm gelernt habe. Ich habe geschworen, dieses Versprechen bis zu meinem letzten, sterbenden Atemzug einzuhalten."
NPC_000175,"Hynan watches over us all. Go in peace, my friend.","Hynan wacht über uns alle. Geh in Frieden, mein Freun"
NPC_000176,Aenn's blessing on this world will be remembered forever.,Aenns Segen für diese Welt wird für immer in Erinnerung bleiben.
NPC_000177,"Aenn, the Ringmaster Hero, was one of the most important of all of our brave Heroes. Aenn's rejuvenating magic blessed our brave heroes in battle.","Aenn, der Ringmaster Held, war einer der wichtigsten unserer tapferen Helden. Aenns Verjüngungsmagie segnete unsere tapferen Helden im Kampf."
NPC_000178,"Hi! It is very nice to meet you. My name is Ellend Eledyo and I am the Ringmaster Master. Pretty cool title, huh? I love it, and what's more, I love guiding pupils on the path of the Ringmaster Hero, Aenn.","Hallo! Es ist sehr schön, Dich kennenzulernen. Mein Name ist Ellend Eledyo und ich bin Ringmaster Meister. Ein ziemlich cooler Titel, oder? Ich liebe ihn, und mehr noch, ich liebe es, Schüler auf dem Weg des Ringmaster Helden Aenn zu führen."
NPC_000179,Pray to Aenn for protection and you will have it.,Bete zu Aenn um Schutz und du wirst ihn bekommen.
NPC_000180,A great creature is imprisoned here. Are you ready to challenge him?,Das schneebedeckte überquerend
NPC_000181,"Why do you wish to challenge Clockworks?\n1 [For Honor!][IDS_NPC_ForHonor] \n2 [For Fun!][IDS_NPC_ForFun] \n3 [Meh, just because?][IDS_NPC_MehJustBecause]",Warum willst du Clockworks herausfordern?\n1. [Für Ehre!][IDS_NPC_ForHonor]\n2. [Aus Spaß!][IDS_NPC_ForFun]\n3. [Hmmm... Einfach so?][IDS_NPC_MehJustBecause]
NPC_000182,"Are you sure you're ready for this? Alright, successor, would you like to challenge Clockworks again?\n[Yes][IDS_NPC_Yes_Enter] / [No][IDS_NPC_No_Enter]\n\n#cffff0000All the guild members participating must be close to you to enter.#nc","Versager. Bist du dir sicher, dass du bereit hierfür bist? In Ordnung Thronfolger, willst du Clockworks erneut herausfordern?\n[Ja][IDS_NPC_Yes_Enter] / [Nein][IDS_NPC_No_Enter]\n\n#cffff0000Alle Gildenmitglieder die teilnehmen müssen in deiner Nähe sein.#nc"
NPC_000183,"You defeated Clockworks? Excellent work, successor!","Du hast Clockworks besiegt? Umwerfende Arbeit, Thronfolger!"
NPC_000184,"Only the honorable combatant is worthy of facing Clockworks. You are brave, successor. \nAre you ready to challenge Clockworks?\n[Yes][IDS_NPC_Yes_Enter] / [No][IDS_NPC_No_Enter]\n\n#cffff0000All the guild members participating must be close to you to enter.#nc","Nur ehrenhafte Krieger sind würdig genug, sich Clockworks entgegen zu stellen. Du bist ein mutiger Nachfolger.\nBist du bereit dich der Herausforderung zu stellen? \n[Ja][IDS_NPC_Yes_Enter] / [Nein][IDS_NPC_No_Enter]\n\n#cffff0000Alle Gildenmitglieder die teilnehmen müssen in deiner Nähe sein.#nc"
NPC_000185,This isn't a game you fool! Clockworks will tear you to pieces! Come back when you decide to be serious about this.,"Dies ist kein Spiel, Dummkopf! Clockworks wird dich in Stücke reißen! Komm wieder, wenn du bereit bist, es ernst zu nehmen."
