Key,English,German
PROPMOVER_TXT_000164,Giant Dumb Bull,Giant DumbBull
PROPMOVER_TXT_000166,Small Totemia,Small Totemia
PROPMOVER_TXT_000168,Totemia,Totemia
PROPMOVER_TXT_000170,Captain Totemia,Captain Totemia
PROPMOVER_TXT_000172,Giant Totemia,Giant Totemia
PROPMOVER_TXT_000174,Maid Cardpuppet,Maid Cardpuppet
PROPMOVER_TXT_000176,Cardpuppet,Cardpuppet
PROPMOVER_TXT_000178,Manager Cardpuppet,Manager Cardpuppet
PROPMOVER_TXT_000180,Boss Cardpuppet,Boss Cardpuppet
PROPMOVER_TXT_000182,Small Tombstone Bearer,Small Tombstone Bearer
PROPMOVER_TXT_000184,Tombstone Bearer,Tombstone Bearer
PROPMOVER_TXT_000186,Captain Tombstone Bearer,Captain Tombstone Bearer
PROPMOVER_TXT_000188,Giant Tombstone Bearer,Giant Tombstone Bearer
PROPMOVER_TXT_000190,Phantom Basque,Phantum Basque
PROPMOVER_TXT_000192,Basque,Basque
PROPMOVER_TXT_000194,Lumping Basque,Lumping Basque
PROPMOVER_TXT_000196,Giant Basque,Giant Basque
PROPMOVER_TXT_000198,Small Mage Prankster,Small Mage Prankster
PROPMOVER_TXT_000200,Prankster,Prankster
PROPMOVER_TXT_000202,Master Mage Prankster,Master Mage Prankster
PROPMOVER_TXT_000204,Giantmage Prankster,Giantmage Prankster
PROPMOVER_TXT_000206,Rough Wheelem,Rough Wheelem
PROPMOVER_TXT_000208,Wheelem,Wheelem
PROPMOVER_TXT_000210,Bouncing Wheelem,Bouncing Wheelem
PROPMOVER_TXT_000212,Giant Wheelem,Giant Wheelem
PROPMOVER_TXT_000214,Small Leyena,Small Leyena
PROPMOVER_TXT_000216,Leyena,Leyena
PROPMOVER_TXT_000218,Captain Leyena,Captain Leyena
PROPMOVER_TXT_000220,Giant Leyena,Giant Leyena
PROPMOVER_TXT_000222,Small Steam Walker,Small Steamwalker
PROPMOVER_TXT_000224,Steam Walker,Steamwalker
PROPMOVER_TXT_000226,Captain Steam Walker,Captain Steamwalker
PROPMOVER_TXT_000228,Giant Steam Walker,Giant Steamwalker
PROPMOVER_TXT_000230,Small Steel Knight,Small Steel Knight
PROPMOVER_TXT_000232,Steel Knight,Steel Knight
PROPMOVER_TXT_000234,Captain Steel Knight,Captain Steel Knight
PROPMOVER_TXT_000236,Giant Steel Knight,Giant Steel Knight
PROPMOVER_TXT_000238,Small Nutty Wheel,Small Nutty Wheel
PROPMOVER_TXT_000240,Nutty Wheel,Nutty Wheel
PROPMOVER_TXT_000242,Captain Nutty Wheel,Captain Nutty Wheel
PROPMOVER_TXT_000244,Giant Nutty Wheel,Giant Nutty Wheel
PROPMOVER_TXT_000246,Small Driller,Small Driller
PROPMOVER_TXT_000248,Driller,Driller
PROPMOVER_TXT_000250,Captain Driller,Captain Driller
PROPMOVER_TXT_000252,Giant Driller,Giant Driller
PROPMOVER_TXT_000254,Small Volt,Small Volt
PROPMOVER_TXT_000256,Volt,Volt
PROPMOVER_TXT_000258,Captain Volt,Captain Volt
PROPMOVER_TXT_000260,Giant Volt,Giant Volt
PROPMOVER_TXT_000262,Small Elderguard,Small Elderguard
PROPMOVER_TXT_000264,Elderguard,Elderguard
PROPMOVER_TXT_000266,Captain Elderguard,Captain Elderguard
PROPMOVER_TXT_000268,Giant Elderguard,Giant Elderguard
PROPMOVER_TXT_000270,Small Garbagespider,Small Garbagespider
PROPMOVER_TXT_000272,Garbagespider,Garbagespider
PROPMOVER_TXT_000274,Captain Garbagespider,Captain Garbagespider
PROPMOVER_TXT_000276,Giant Garbagespider,Giant Garbagespider
PROPMOVER_TXT_000278,Small Crane Machinery,Small Crane Machinery
PROPMOVER_TXT_000280,Crane Machinery,Crane Machinery
PROPMOVER_TXT_000282,Captain Crane Machinery,Captain Crane Machinery
PROPMOVER_TXT_000284,Giant Crane Machinery,Giant Crane Machinery
PROPMOVER_TXT_000286,Small Mothbee,Small Mothbee
PROPMOVER_TXT_000288,Mothbee,Mothbee
PROPMOVER_TXT_000290,Captain Mothbee,Captain Mothbee
PROPMOVER_TXT_000292,Giant Mothbee,Giant Mothbee
PROPMOVER_TXT_000294,Small Flybrigen,Small Flybrigen
PROPMOVER_TXT_000296,Flybrigen,Flybrigen
PROPMOVER_TXT_000298,Captain Flybrigen,Captain Flybrigen
PROPMOVER_TXT_000300,Giant Flybrigen,Giant Flybrigen
PROPMOVER_TXT_000302,Small Rockepeller,Small Rockepeller
PROPMOVER_TXT_000304,Rockepeller,Rockepeller
PROPMOVER_TXT_000306,Captain Rockepeller,Captain Rockepeller
PROPMOVER_TXT_000308,Giant Rockepeller,Giant Rockepeller
PROPMOVER_TXT_000318,Pawn Popcrank,Pawn Popcrank
PROPMOVER_TXT_000320,Knight Popcrank,Knight Popcrank
PROPMOVER_TXT_000322,Rook Popcrank,Rook Popcrank
PROPMOVER_TXT_000324,Bishop Popcrank,Bishop Popcrank
PROPMOVER_TXT_000326,Small Greemong,Small Greemong
PROPMOVER_TXT_000328,Greemong,Greemong
PROPMOVER_TXT_000330,Captain Greemong,Captain Greemong
PROPMOVER_TXT_000332,Giant Greemong,Giant Greemong
PROPMOVER_TXT_000336,Roy,Roy
PROPMOVER_TXT_000338,Cardinal Guardian,Cardinal Guardian
PROPMOVER_TXT_000350,Small Carrierbomb,Small Carrierbomb
PROPMOVER_TXT_000352,Carrierbomb,Carrierbomb
PROPMOVER_TXT_000354,Captain Carrierbomb,Captain Carrierbomb
PROPMOVER_TXT_000356,Giant Carrierbomb,Giant Carrierbomb
PROPMOVER_TXT_000382,Clockworks,Clockworks
PROPMOVER_TXT_000392,Small Nuctuvehicle,Small Nuctuvehiclel
PROPMOVER_TXT_000394,Nuctuvehicle,Nuctuvehicle
PROPMOVER_TXT_000396,Captain Nuctuvehicle,Captain Nuctuvehicle
PROPMOVER_TXT_000398,Giant Nuctuvehicle,Giant Nuctuvehicle
PROPMOVER_TXT_000400,Young Syliaca,Young Syliaca
PROPMOVER_TXT_000402,Syliaca,Syliaca
PROPMOVER_TXT_000404,Grownup Syliaca,Grownup Syliaca
PROPMOVER_TXT_000406,Giant Syliaca,Giant Syliaca
PROPMOVER_TXT_000408,Small Risem,Small Risem
PROPMOVER_TXT_000410,Risem,Risem
PROPMOVER_TXT_000412,Captain Risem,Captain Risem
PROPMOVER_TXT_000414,Giant Risem,Giant Risem
PROPMOVER_TXT_000416,Small Zombiger,Small Zombiger
PROPMOVER_TXT_000418,Zombiger,Zombiger
PROPMOVER_TXT_000420,Captain Zombiger,Captain Zombiger
PROPMOVER_TXT_000422,Giant Zombiger,Giant Zombiger
PROPMOVER_TXT_000424,Small Flybat,Small Flybat
PROPMOVER_TXT_000426,Flybat,Flybat
PROPMOVER_TXT_000428,Captain Flybat,Captain Flybat
PROPMOVER_TXT_000430,Giant Flybat,Giant Flybat
PROPMOVER_TXT_000432,Small Bucrow,Small Bucrow
PROPMOVER_TXT_000434,Bucrow,Bucrow
PROPMOVER_TXT_000436,Captain Bucrow,Captain Bucrow
PROPMOVER_TXT_000438,Giant Bucrow,Giant Bucrow
PROPMOVER_TXT_000440,Small Scorpicon,Small Scorpicon
PROPMOVER_TXT_000442,Scorpicon,Scorpicon
PROPMOVER_TXT_000444,Captain Scorpicon,Captain Scorpicon
PROPMOVER_TXT_000446,Giant Scorpicon,Giant Scorpicon
PROPMOVER_TXT_000448,Small Trangfoma,Small Trangfoma
PROPMOVER_TXT_000450,Trangfoma,Trangfoma
PROPMOVER_TXT_000452,Captain Trangfoma,Captain Trangfoma
PROPMOVER_TXT_000454,Giant Trangfoma,Giant Trangfoma
PROPMOVER_TXT_000456,Mine Catcher,Mine Catcher
PROPMOVER_TXT_000458,Erons Catcher,Erons Catcher
PROPMOVER_TXT_000460,Krasec Catcher,Krasec Catcher
PROPMOVER_TXT_000462,Guru Catcher,Guru Catcher
PROPMOVER_TXT_000464,Small Grrr,Small Grrr
PROPMOVER_TXT_000466,Grrr,Grrr
PROPMOVER_TXT_000468,Captain Grrr,Captain Grrr
PROPMOVER_TXT_000470,Giant Grrr,Giant Grrr
PROPMOVER_TXT_000472,Small Dump,Small Dump
PROPMOVER_TXT_000474,Dump,Dump
PROPMOVER_TXT_000476,Captain Dump,Captain Dump
PROPMOVER_TXT_000478,Giant Dump,Giant Dump
PROPMOVER_TXT_000480,Small Nautrepy,Small Nautrepy
PROPMOVER_TXT_000482,Nautrepy,Nautrepy
PROPMOVER_TXT_000484,Captain Nautrepy,Captain Nautrepy
PROPMOVER_TXT_000486,Giant Nautrepy,Giant Nautrepy
PROPMOVER_TXT_000488,Small Boo,Small Boo
PROPMOVER_TXT_000490,Boo,Boo
PROPMOVER_TXT_000492,Captain Boo,Captain Boo
PROPMOVER_TXT_000494,Giant Boo,Giant Boo
PROPMOVER_TXT_000496,Small Hoppre,Small Hopper
PROPMOVER_TXT_000498,Hoppre,Hopper
PROPMOVER_TXT_000500,Captain Hoppre,Captain Hopper
PROPMOVER_TXT_000502,Giant Hoppre,Giant Hopper
PROPMOVER_TXT_000504,Small Mushpoie,Small Mushpoie
PROPMOVER_TXT_000506,Mushpoie,Mushpoie
PROPMOVER_TXT_000508,Captain Mushpoie,Captain Mushpoie
PROPMOVER_TXT_000510,Giant Mushpoie,Giant Mushpoie
PROPMOVER_TXT_000512,Small Iren,Small Iren
PROPMOVER_TXT_000514,Iren,Iren
PROPMOVER_TXT_000516,Captain Iren,Captain Iren
PROPMOVER_TXT_000518,Giant Iren,Giant Iren
PROPMOVER_TXT_000520,Small Watangka,Small Watangka
PROPMOVER_TXT_000522,Watangka,Watangka
PROPMOVER_TXT_000524,Captain Watangka,Captain Watangka
PROPMOVER_TXT_000526,Giant Watangka,Giant Watangka
PROPMOVER_TXT_000528,Small Antiquery,Small Antiquery
PROPMOVER_TXT_000530,Antiquery,Antiquery
PROPMOVER_TXT_000532,Captain Antiquery,Captain Antiquery
PROPMOVER_TXT_000534,Giant Antiquery,Giant Antiquery
PROPMOVER_TXT_000536,Small Luia,Small Luia
PROPMOVER_TXT_000538,Luia,Luia
PROPMOVER_TXT_000540,Captain Luia,Captain Luia
PROPMOVER_TXT_000542,Giant Luia,Giant Luia
PROPMOVER_TXT_000544,Small Gongury,Small Gongury
PROPMOVER_TXT_000546,Gongury,Gongury
PROPMOVER_TXT_000548,Captain Gongury,Captain Gongury
PROPMOVER_TXT_000550,Giant Gongury,Giant Gongury
PROPMOVER_TXT_000552,Small Shuhamma,Small Shuhamma
PROPMOVER_TXT_000554,Shuhamma,Shuhamma
PROPMOVER_TXT_000556,Captain Shuhamma,Captain Shuhamma
PROPMOVER_TXT_000558,Giant Shuhamma,Giant Shuhamma
PROPMOVER_TXT_000560,Small Kern,Small Kern
PROPMOVER_TXT_000562,Kern,Kern
PROPMOVER_TXT_000564,Captain Kern,Captain Kern
PROPMOVER_TXT_000566,Giant Kern,Giant Kern
PROPMOVER_TXT_000568,Small Glaphan,Small Glaphan
PROPMOVER_TXT_000570,Glaphan,Glaphan
PROPMOVER_TXT_000572,Captain Glaphan,Captain Glaphan
PROPMOVER_TXT_000574,Giant Glaphan,Giant Glaphan
PROPMOVER_TXT_000576,Trainee Chef Muffrin,Trainee Chef Muffrin
PROPMOVER_TXT_000578,3rd Chef Muffrin,Apprentice Chef Muffrin
PROPMOVER_TXT_000580,2nd Chef Muffrin,Assistant Chef Muffrin
PROPMOVER_TXT_000582,1st Chef Muffrin,Expert Chef Muffrin
PROPMOVER_TXT_000584,Mutant Fefern,Mutant Fefern
PROPMOVER_TXT_000586,Mutant Fefern King,Mutant Fefern King
PROPMOVER_TXT_000588,Mutant Giant 2nd Class Fefern,Mutant Giant 2nd Class Fefern
PROPMOVER_TXT_000590,Mutant Nyangnyang,Mutant Nyangnyang
PROPMOVER_TXT_000592,Mutant Nyangnyang Queen,Mutant Nyangnyang Queen
PROPMOVER_TXT_000594,Mutant Giant Nyangnyang,Mutant Giant Nyangnyang
PROPMOVER_TXT_000596,Mutant Bang,Mutant Bang
PROPMOVER_TXT_000598,Mutant Boss Bang,Mutant Boss Bang
PROPMOVER_TXT_000600,Mutant Giant Bang King,Mutant Giant Bang King
PROPMOVER_TXT_000602,Worm Veduque,Worm Veduque
PROPMOVER_TXT_000604,Serus Uriel,Serus Uriel
PROPMOVER_TXT_000606,Vice Veduque,Vice Veduque
PROPMOVER_TXT_000608,Brazenface Pukepuke,Brazenface Pukepuke
PROPMOVER_TXT_000610,Heartless Bang,Heartless Bang
PROPMOVER_TXT_000612,Tough Rock Muscle,Tough RockMuscle
PROPMOVER_TXT_000614,Flying Aibatt,Flying Aibatt
PROPMOVER_TXT_000616,Beast Mr. Pumpkin,Beast Mr Pumpkin
PROPMOVER_TXT_000618,Master Demian,Master Demian
PROPMOVER_TXT_000620,Master Keakoon,Master Keakoon
PROPMOVER_TXT_000622,Master Muffrin,Master Muffrin
PROPMOVER_TXT_000624,Info-Pang,Info-Pang
PROPMOVER_TXT_000626,Losha,Losha
PROPMOVER_TXT_000628,Boboku,Boboku
PROPMOVER_TXT_000630,Julia,Juria
PROPMOVER_TXT_000632,Lui,Lui
PROPMOVER_TXT_000634,Marche,Marche
PROPMOVER_TXT_000636,Bulrox,Bulrox
PROPMOVER_TXT_000638,Tina,Tina
PROPMOVER_TXT_000640,Karin,Karin
PROPMOVER_TXT_000642,Martin,Martin
PROPMOVER_TXT_000644,Bill,Bill
PROPMOVER_TXT_000646,Dwarpet,Dwarpet
PROPMOVER_TXT_000648,Master Dwarpet,Master Dwarpet
PROPMOVER_TXT_000650,Iblis,Ivillis
PROPMOVER_TXT_000652,Shade,Shade
PROPMOVER_TXT_000654,Stima,Stima
PROPMOVER_TXT_000656,Phacham,Phacham
PROPMOVER_TXT_000658,Bubble,Bubble
PROPMOVER_TXT_000660,Rhine,Rhine
PROPMOVER_TXT_000662,Roocky,Roocky
PROPMOVER_TXT_000664,Ollien,Ollien
PROPMOVER_TXT_000666,Haven,Haven
PROPMOVER_TXT_000668,Chitller,Andrew
PROPMOVER_TXT_000670,Bolpor,Bolpor
PROPMOVER_TXT_000672,Almani,Almani
PROPMOVER_TXT_000674,Achaben,Achaben
PROPMOVER_TXT_000676,Eshylop,Eshylop
PROPMOVER_TXT_000678,Remine,Remine
PROPMOVER_TXT_000680,Unknown,Unknown
PROPMOVER_TXT_000682,Agent,Agent
PROPMOVER_TXT_000684,Ancimys,Ancimys
PROPMOVER_TXT_000686,Guardian,Guardian
PROPMOVER_TXT_000688,Captain Guard,Captain Guard
PROPMOVER_TXT_000692,Venel Guardian,Venel Guardian
PROPMOVER_TXT_000694,Ren,Ren
PROPMOVER_TXT_000696,Rubo,Rubo
PROPMOVER_TXT_000698,Sisif,Sisif
PROPMOVER_TXT_000700,Shuraiture,Shuraiture
PROPMOVER_TXT_000702,Babari,Babari
PROPMOVER_TXT_000704,Chaner,Chaner
PROPMOVER_TXT_000706,Seido,Seido
PROPMOVER_TXT_000708,Red Bang Troupe Member,Troupe Member of Red Bang
PROPMOVER_TXT_000710,Emerald Mantis,Emerald Mantis
PROPMOVER_TXT_000712,Lord Bang Hanoyan,Lord Bang Hanoyan
PROPMOVER_TXT_000714,Member of the Violet Magician Troupe,Member of the Violet Magician Troupe
PROPMOVER_TXT_000716,Master of the Violet Magician Troupe,Master of the Violet Magician Troupe
PROPMOVER_TXT_000718,Grand Master of the Violet Magician Troupe,Grand Master of the Violet Magician Troupe
PROPMOVER_TXT_000720,Red Bang Troupe Leader,Troupe Leader of Red Bang
PROPMOVER_TXT_000722,Lord Bang,Lord Bang
PROPMOVER_TXT_000724,Organigor,Organigor
PROPMOVER_TXT_000726,Gangard,Gangard
PROPMOVER_TXT_000728,Hadeseor,Hadeseor
PROPMOVER_TXT_000730,Santa,Weihnachtsmann
PROPMOVER_TXT_000732,Priest,Priester
PROPMOVER_TXT_000734,Guard,Stadtwache
PROPMOVER_TXT_000736,Chaos Guard,Chao Stadtwache
PROPMOVER_TXT_000738,Criminal Fefern,Criminal Fefern
PROPMOVER_TXT_000740,Criminal Wagsaac,Criminal Wagsaac
PROPMOVER_TXT_000742,Criminal Mr. Pumpkin,Criminal Mr Pumpkin
PROPMOVER_TXT_000744,Criminal Giggle Box,Criminal Giggle Box
PROPMOVER_TXT_000746,Criminal Hobo,Criminal Hobo
PROPMOVER_TXT_000748,Criminal Cardpuppet,Criminal Cardpuppet
PROPMOVER_TXT_000750,Criminal Basque,Criminal Basque
PROPMOVER_TXT_000752,Criminal Leyena,Criminal Leyena
PROPMOVER_TXT_000754,Criminal Steel Knight,Criminal Steel Knight
PROPMOVER_TXT_000756,Criminal Volt,Criminal Volt
PROPMOVER_TXT_000758,Criminal Garbagespider,Criminal Garbagespider
PROPMOVER_TXT_000760,Criminal Greemong,Criminal Greemong
PROPMOVER_TXT_000762,Criminal Hoppre,Criminal Hopper
PROPMOVER_TXT_000764,Criminal Iren,Criminal Iren
PROPMOVER_TXT_000766,Criminal Watangka,Criminal Watangka
PROPMOVER_TXT_000768,Criminal Luia,Criminal Luia
PROPMOVER_TXT_000770,Criminal Shuhamma,Criminal Shuhamma
PROPMOVER_TXT_000772,Criminal Glaphan,Criminal Glaphan
PROPMOVER_TXT_000774,Keakoon Worker,Keakoon Worker
PROPMOVER_TXT_000776,Keakoon Guard,Keakoon Guard
PROPMOVER_TXT_000778,Keakoon Worker Leader,Keakoon Worker Leader
PROPMOVER_TXT_000780,Keakoon Guard Leader,Keakoon Guard Leader
PROPMOVER_TXT_000782,Elite Keakoon Worker,Elite Keakoon Worker
PROPMOVER_TXT_000784,Elite Keakoon Guard,Elite Keakoon Guard
PROPMOVER_TXT_000786,Elite Keakoon Worker Leader,Elite Keakoon Worker Leader
PROPMOVER_TXT_000788,Elite Keakoon Guard Leader,Elite Keakoon Guard Leader
PROPMOVER_TXT_000790,Mutant Keakoon Worker,Mutant Keakoon Worker
PROPMOVER_TXT_000792,Mutant Keakoon Guard,Mutant Keakoon Guard
PROPMOVER_TXT_000794,Mutant Keakoon Worker Leader,Mutant Keakoon Worker Leader
PROPMOVER_TXT_000796,Mutant Keakoon Guard Leader,Mutant Keakoon Guard Leader
PROPMOVER_TXT_000798,Pink Roach,Pinky Roach
PROPMOVER_TXT_000800,Blue Roach,Blue Roach
PROPMOVER_TXT_000802,Pink Roach Queen,Pinky Roach Queen
PROPMOVER_TXT_000804,Blue Roach Queen,Blue Roach Queen
PROPMOVER_TXT_000806,Pink Roach Larva,Pinky Roach Larva
PROPMOVER_TXT_000808,Blue Roach Larva,Blue Roach Larva
PROPMOVER_TXT_000810,Green Trillipy,Green Trillipy
PROPMOVER_TXT_000812,Hazardous Green Trillipy,Hazard Green Trillipy
PROPMOVER_TXT_000814,Violet Trillipy,Violet Trillipy
PROPMOVER_TXT_000816,Hazardous Violet Trillipy,Hazard Violet Trillipy
PROPMOVER_TXT_000818,Blood Trillipy,Blood Trillipy
PROPMOVER_TXT_000820,Hazardous Blood Trillipy,Hazard Blood Trillipy
PROPMOVER_TXT_000822,Chimeradon,Chimeradon
PROPMOVER_TXT_000824,Giant Chimeradon,Giant Chimeradon
PROPMOVER_TXT_000826,Meteonyker,Meteonyker
PROPMOVER_TXT_000828,Baby Lawolf,Baby Lawolf
PROPMOVER_TXT_000830,Baby Aibatt,Baby Aibatt
PROPMOVER_TXT_000832,Baby Leyena,Baby Leyena
PROPMOVER_TXT_000834,Baby Luia,Baby Luia
PROPMOVER_TXT_000836,Kitty,Kitty
PROPMOVER_TXT_000838,Doggy,Doggy
PROPMOVER_TXT_000840,Ant Turtle,Ant Turtle
PROPMOVER_TXT_000842,Hammer Kick,Hammer Kick
PROPMOVER_TXT_000844,Big Muscle,Big Muscle
PROPMOVER_TXT_000846,Krrr,Krrr
PROPMOVER_TXT_000848,Mushmoot,Mushmoot
PROPMOVER_TXT_000852,Beast Zombiger,Beast Zombiger
PROPMOVER_TXT_000854,Lord Clockworks Alpha,Lord Clockworks Alpha
PROPMOVER_TXT_000856,Brigadier General Crumple,Brigadier General Crumple
PROPMOVER_TXT_000858,Lieutenant General Scythoid,Lieutenant General Scythoid
PROPMOVER_TXT_000860,Air Marshall Spiketail,Air Marshal Spiketail
PROPMOVER_TXT_000862,General Glyphaxz,General Glyphaxz
PROPMOVER_TXT_000866,Soccerball Angel,Soccerball Angel
PROPMOVER_TXT_000868,Kidler,Kidster
PROPMOVER_TXT_000870,Shacalpion,Shacalpion
PROPMOVER_TXT_000872,Hoiren,Hoiren
PROPMOVER_TXT_000874,Hunter X,Hunter X
PROPMOVER_TXT_000876,Kynsy,Kynsy
PROPMOVER_TXT_000878,Iblis Crasher,Ivillis Crasher
PROPMOVER_TXT_000880,Iblis Poisoner,Ivillis Poisoner
PROPMOVER_TXT_000882,Iblis Wrecker,Ivillis Recker
PROPMOVER_TXT_000884,Iblis Destroyer,Ivillis Dozer
PROPMOVER_TXT_000886,Iblis Puppet,Ivillis Puppet
PROPMOVER_TXT_000888,Iblis Thief,Ivillis Taker
PROPMOVER_TXT_000890,Iblis Guardian,Ivillis Guarder
PROPMOVER_TXT_000892,Iblis Quaker,Ivillis Quaker
PROPMOVER_TXT_000894,Iblis Mushellizer,Ivillis Mushellizer
PROPMOVER_TXT_000896,Iblis Leanes,Ivillis Leanes
PROPMOVER_TXT_000898,Iblis Red Otem,Ivillis Red Totem
PROPMOVER_TXT_000900,Iblis Black Otem,Ivillis Black Totem
PROPMOVER_TXT_000902,Iblis Boxter,Ivillis Boxter
PROPMOVER_TXT_000904,Iblis Dandysher,Ivillis Dandysher
PROPMOVER_TXT_000906,Chitos,Cheetos
PROPMOVER_TXT_000908,Clocks,Clocks
PROPMOVER_TXT_000910,Soldier Chimeradon,Soldier Chimeradon
PROPMOVER_TXT_000912,Brigadier Chimeradon,Brigadier Chimeradon
PROPMOVER_TXT_000914,Major Chimeradon,Major Chimeradon
PROPMOVER_TXT_000916,Lieutenant Chimeradon,Lieutenant Chimeradon
PROPMOVER_TXT_000918,General Chimeradon,General Chimeradon
PROPMOVER_TXT_000920,Private Bearnerky,Private Bearnerky
PROPMOVER_TXT_000922,Specialist Bearnerky,Specialist Bearnerky
PROPMOVER_TXT_000924,Sergeant Bearnerky,Sergeant Bearnerky
PROPMOVER_TXT_000926,Captain Bearnerky,Captain Bearnerky
PROPMOVER_TXT_000928,General Bearnerky,General Bearnerky
PROPMOVER_TXT_000930,Great Chef Muffrin,Great Chef Muffrin
PROPMOVER_TXT_000932,Queen Popcrank,Queen Popcrank
PROPMOVER_TXT_000934,Baby Polar Bear,Baby Polar Bear
