Key,English,Traditional_Chinese
PROPCTRL_TXT_000104,Wooden Yellow Dressing Table,木製黃色梳妝台
PROPCTRL_TXT_000105,Wooden Yellow Closet,木製黃色衣櫃
PROPCTRL_TXT_000106,Wooden Yellow Bench,木製黃色長椅
PROPCTRL_TXT_000107,Wooden Yellow Cabinet,木黃色櫃子
PROPCTRL_TXT_000108,Wooden Yellow Bed,木製黃色床
PROPCTRL_TXT_000109,Wooden Blue Chair,木製藍色椅子
PROPCTRL_TXT_000110,Wooden Blue Table,木製藍色桌子
PROPCTRL_TXT_000111,Wooden Blue Dressing Table,木製藍色化妝桌
PROPCTRL_TXT_000112,Wooden Blue Closet,木製藍色衣櫃
PROPCTRL_TXT_000113,Wooden Blue Bench,木製藍色長椅
PROPCTRL_TXT_000114,Wooden Blue Cabinet,木製藍色櫃子
PROPCTRL_TXT_000115,Wooden Blue Bed,木製藍色床
PROPCTRL_TXT_000116,Wooden Red Chair,木製紅色椅子
PROPCTRL_TXT_000117,Wooden Red Table,木製紅色桌子
PROPCTRL_TXT_000118,Wooden Red Dressing Table,木製紅色化妝桌
PROPCTRL_TXT_000119,Wooden Red Closet,木製紅色衣櫃
PROPCTRL_TXT_000120,Wooden Red Bench,木製紅色長椅
PROPCTRL_TXT_000121,Wooden Red Cabinet,木製紅櫃
PROPCTRL_TXT_000122,Wooden Red Bed,木製紅色床
PROPCTRL_TXT_000123,Music Chair,音樂椅
PROPCTRL_TXT_000124,Music Table,音樂桌
PROPCTRL_TXT_000125,Music Dressing Table,音樂化妝桌
PROPCTRL_TXT_000126,Music Wardrobe,音樂衣櫃
PROPCTRL_TXT_000127,Music Sofa,音樂沙發
PROPCTRL_TXT_000128,Music Cabinet,音樂櫃
PROPCTRL_TXT_000129,Music Bed,音樂床
PROPCTRL_TXT_000130,Heart Chair,紅心椅
PROPCTRL_TXT_000131,Heart Table,紅心桌
PROPCTRL_TXT_000132,Heart Dressing Table,紅心化妝桌
PROPCTRL_TXT_000133,Heart Wardrobe,紅心衣櫃
PROPCTRL_TXT_000134,Heart Sofa,紅心沙發
PROPCTRL_TXT_000135,Heart Cabinet,紅心櫃子
PROPCTRL_TXT_000136,Heart Bed,紅心床
PROPCTRL_TXT_000137,Modern Chair,摩登椅
PROPCTRL_TXT_000138,Modern Table,摩登桌
PROPCTRL_TXT_000139,Modern Dressing Table,摩登化妝桌
PROPCTRL_TXT_000140,Modern Wardrobe,摩登衣櫃
PROPCTRL_TXT_000141,Modern Sofa,摩登沙發
PROPCTRL_TXT_000142,Modern Cabinet,摩登櫥櫃
PROPCTRL_TXT_000143,Modern Bed,摩登床
PROPCTRL_TXT_000144,Royal Chair,皇家椅
PROPCTRL_TXT_000145,Royal Table,皇家桌
PROPCTRL_TXT_000146,Royal Dressing Table,皇家化妝桌
PROPCTRL_TXT_000147,Royal Wardrobe,皇家衣櫃
PROPCTRL_TXT_000148,Royal Sofa,皇家沙發
PROPCTRL_TXT_000149,Royal Bed,皇家床
PROPCTRL_TXT_000150,Royal Drawer,皇家抽屜
PROPCTRL_TXT_000151,Royal Bookcase,皇家書櫃
PROPCTRL_TXT_000152,Royal Desk,皇家書桌
PROPCTRL_TXT_000153,Royal Bath,皇家浴缸
PROPCTRL_TXT_000154,Golden Royal Chair,金色皇家椅
PROPCTRL_TXT_000155,Golden Royal Table,金色皇家著
PROPCTRL_TXT_000156,Golden Royal Dressing Table,金色皇家化妝桌
PROPCTRL_TXT_000157,Golden Royal Wardrobe,金色皇家衣櫃
PROPCTRL_TXT_000158,Golden Royal Sofa,金色皇家沙發
PROPCTRL_TXT_000159,Golden Royal Bed,金色皇家床
PROPCTRL_TXT_000160,Golden Royal Drawer,金色皇家抽屜
PROPCTRL_TXT_000161,Golden Royal Bookcase,金色皇家書櫃
PROPCTRL_TXT_000162,Golden Royal Desk,金色皇家桌子
PROPCTRL_TXT_000163,Golden Royal Bath,金色皇家浴缸
PROPCTRL_TXT_000164,Design Black Chair,設計黑椅子
PROPCTRL_TXT_000165,Design White Chair,設計白椅子
PROPCTRL_TXT_000166,Design Table,設計桌
PROPCTRL_TXT_000167,Design Drawer,設計抽屜
PROPCTRL_TXT_000168,Design Bookcase,設計書櫃
PROPCTRL_TXT_000169,Design Sofa,設計沙發
PROPCTRL_TXT_000170,Wooden Chair,木製椅
PROPCTRL_TXT_000171,Wooden Table,木桌子
PROPCTRL_TXT_000172,Wooden Drawer,木抽屜
PROPCTRL_TXT_000173,Wooden Bookcase,木書櫃
PROPCTRL_TXT_000174,Wooden Sofa,木沙發
PROPCTRL_TXT_000175,Flaris Ground Field,布拉里斯地面
PROPCTRL_TXT_000176,Flaris Anvil,布拉里斯砧
PROPCTRL_TXT_000177,Flaris Bench,布拉里斯長椅
PROPCTRL_TXT_000178,Flaris Chariot,布拉里斯大車
PROPCTRL_TXT_000179,Flaris Fence 1,布拉里斯柵欄 1
PROPCTRL_TXT_000180,Flaris Floor Lamp,布拉里斯落地燈
PROPCTRL_TXT_000181,Flaris Wall Lamp,布拉里斯壁燈
PROPCTRL_TXT_000182,Flaris Pot 1,布拉里斯鍋 1
PROPCTRL_TXT_000183,Flaris Small Sign,布拉里斯小標誌
PROPCTRL_TXT_000184,Flaris Medium Sign,布拉里斯中標誌
PROPCTRL_TXT_000185,Flaris Large Sign,布拉里斯大標誌
PROPCTRL_TXT_000186,Flaris Boat Sign,布拉里斯船標誌
PROPCTRL_TXT_000187,Flaris Rotating Sign,布拉里斯旋轉標誌
PROPCTRL_TXT_000188,Common Green Tree 1,一般綠樹 1
PROPCTRL_TXT_000189,Common Wooden Box 1,一般木盒 1
PROPCTRL_TXT_000190,Common Wooden Box Pile 1,普通木箱樁 1
PROPCTRL_TXT_000191,Common Wooden Barrel 1,普通木桶 1
PROPCTRL_TXT_000192,Common Wooden Barrel Pile 1,普通木桶樁 1
PROPCTRL_TXT_000193,Common Flowers 1,普通花卉 1
PROPCTRL_TXT_000194,Common Grass 1,普通草 1
PROPCTRL_TXT_000195,Common Mushroom 1,普通蘑菇 1
PROPCTRL_TXT_000196,Common Rock 1,普通搖滾 1
PROPCTRL_TXT_000197,Common Autumn Tree,常見的秋季樹
PROPCTRL_TXT_000198,Common Sakura Tree 1,一般櫻花樹 1
PROPCTRL_TXT_000199,Common Burned Tree,普通燒毀的樹
PROPCTRL_TXT_000200,St Morning Bench,聖音特長椅
PROPCTRL_TXT_000201,St Morning Chariot,聖音特大車
PROPCTRL_TXT_000202,St Morning Rock Arch 1,聖音特岩拱門 1
PROPCTRL_TXT_000203,St Morning Flag 1,聖音特旗 1
PROPCTRL_TXT_000204,St Morning Flower Bed,聖音特花床
PROPCTRL_TXT_000205,St Morning Rock 1,聖音特岩 1
PROPCTRL_TXT_000206,St Morning Light 1,聖音特燈 1
PROPCTRL_TXT_000207,St Morning Sign,聖音特標誌
PROPCTRL_TXT_000208,Darkon Wagon 1,得肯馬車 1
PROPCTRL_TXT_000209,Darkon Sign 1,得肯標誌 1
PROPCTRL_TXT_000210,Darkon Big Box 1,得肯大盒 1
PROPCTRL_TXT_000211,Darkon Brown Rock 1,得肯棕岩 1
PROPCTRL_TXT_000212,Darkon Barrel 1,得肯桶 1
PROPCTRL_TXT_000213,Darkon Ground Window,得肯地窗
PROPCTRL_TXT_000214,Darkon Light 1,得肯燈 1
PROPCTRL_TXT_000215,Darkon Mushroom 1,得肯蘑菇 1
PROPCTRL_TXT_000216,Darkon Tree 1,得肯樹 1
PROPCTRL_TXT_000217,Darkon Plant,得肯植物
PROPCTRL_TXT_000218,Azria Plant 1,阿茲里亞植物 1
PROPCTRL_TXT_000219,Azria Tree 1,阿茲里亞樹 1
PROPCTRL_TXT_000220,Azria Light 1,阿茲里亞燈 1
PROPCTRL_TXT_000221,Azria Rock 1,阿茲里亞岩 1
PROPCTRL_TXT_000222,Azria Mushroom 1,阿茲里亞蘑菇 1
PROPCTRL_TXT_000223,Azria Chariot,阿茲里亞大車
PROPCTRL_TXT_000224,Azria Crystal,阿茲里亞水晶
PROPCTRL_TXT_000225,Azria Grass 1,阿茲里亞草地 1
PROPCTRL_TXT_000226,Azria Sign 1,阿茲里亞標誌 1
PROPCTRL_TXT_000227,Azria Box Pile,阿茲里亞箱樁
PROPCTRL_TXT_000228,Azria Box 1,阿茲里亞盒 1
PROPCTRL_TXT_000229,Coral Island Tree 1,珊瑚島樹 1
PROPCTRL_TXT_000230,Coral Island Shellfish 1,珊瑚島貝類 1
PROPCTRL_TXT_000231,Coral Island Coral 1,珊瑚島珊瑚 1
PROPCTRL_TXT_000232,Coral Island Starfish 1,珊瑚島海星 1
PROPCTRL_TXT_000233,Coral Island Table 1,珊瑚島桌 1
PROPCTRL_TXT_000234,Coral Island Beach Umbrella ,珊瑚島沙灘傘
PROPCTRL_TXT_000235,Basic Wall,基本牆
PROPCTRL_TXT_000236,Flaris Wall,布拉里斯牆
PROPCTRL_TXT_000237,Cove Wall,海灣牆
PROPCTRL_TXT_000238,Coral Island Wall,珊瑚島牆
PROPCTRL_TXT_000239,Forsaken Wall,被遺忘的牆
PROPCTRL_TXT_000240,Secret Wall,神秘牆
PROPCTRL_TXT_000241,Colosseum Wall,鬥獸競技場牆
PROPCTRL_TXT_000242,Darkon Light Wall,得肯光牆
PROPCTRL_TXT_000243,Darkon Wooden Wall,得肯木牆
PROPCTRL_TXT_000244,Darkon Metal Wall,得肯金屬牆
PROPCTRL_TXT_000245,Mechanical Wall,機械牆
PROPCTRL_TXT_000246,Cottage Wall,小屋牆
PROPCTRL_TXT_000247,Ivillis Wall,伊維利斯牆
PROPCTRL_TXT_000248,Royal Wall,皇家城牆
PROPCTRL_TXT_000249,Plain Wall,素牆
PROPCTRL_TXT_000250,Deck Wall,甲板牆
PROPCTRL_TXT_000251,Forest Wall,森林牆
PROPCTRL_TXT_000252,Metallic Wall,金屬牆
PROPCTRL_TXT_000253,Construction Wall,建築牆
PROPCTRL_TXT_000254,Saint Morning Wall,聖音特牆
PROPCTRL_TXT_000255,Basic Floor,基礎地板
PROPCTRL_TXT_000256,White Floor,白色地板
PROPCTRL_TXT_000257,Bordered Cove Floor,鑲邊凹地板
PROPCTRL_TXT_000258,Plain Cove Floor,素凹地板
PROPCTRL_TXT_000259,Small Plank Floor,小木板地板
PROPCTRL_TXT_000260,Crate Floor,板條箱地板
PROPCTRL_TXT_000261,Platform Floor,平台地板
PROPCTRL_TXT_000262,Light Plank Floor,輕質木質地板
PROPCTRL_TXT_000263,Light Brick Floor,輕磚地板
PROPCTRL_TXT_000264,Scrap Wood Floor,廢木地板
PROPCTRL_TXT_000265,Pale Wood Floor,淺木地板
PROPCTRL_TXT_000266,Mossy Brick Floor,青苔磚地板
PROPCTRL_TXT_000267,Shipwreck Floor,沉船地板
PROPCTRL_TXT_000268,Construction Floor,施工地坪
PROPCTRL_TXT_000269,Mars Floor,瑪斯地板
PROPCTRL_TXT_000270,Forsaken Brick Floor,被遺棄的磚地板
PROPCTRL_TXT_000271,Ominous Floor,不祥地板
PROPCTRL_TXT_000272,Golden Floor,黃金地板
PROPCTRL_TXT_000273,Bordered Secret Floor,有邊界的秘密地板
PROPCTRL_TXT_000274,Plain Secret Floor,素秘密樓層
PROPCTRL_TXT_000275,Darkon Wooden Plain Floor,得肯木質地板
PROPCTRL_TXT_000276,Darkon Wooden Mosaic Floor,得肯木馬賽克地板
PROPCTRL_TXT_000277,Forsaken Blue Floor,被遺忘的藍色地板
PROPCTRL_TXT_000278,Plain Forsaken Blue Floor,簡單的被遺棄藍色地板
PROPCTRL_TXT_000279,Wilds Floor,荒野叢境地板
PROPCTRL_TXT_000280,Pebble Floor,卵石地板
PROPCTRL_TXT_000281,Fortress Floor,堡壘地板
PROPCTRL_TXT_000282,Cracked Floor,破裂地板
PROPCTRL_TXT_000283,Volcanic Floor,火山地板
PROPCTRL_TXT_000284,Modern Floor,現代地板
PROPCTRL_TXT_000285,Pipe Floor,管道地板
PROPCTRL_TXT_000286,Darkon Metal Mosaic Floor,得肯金屬馬賽克地板
PROPCTRL_TXT_000287,Darkon Metal Grid Lattice Floor,得肯金屬網格格子地板
PROPCTRL_TXT_000288,Darkon Metal Plain Floor,得肯金屬平地板
PROPCTRL_TXT_000289,Forged Floor,鍛造地板
PROPCTRL_TXT_000290,Industrial Floor,工業地坪
PROPCTRL_TXT_000291,Colosseum Floor,鬥獸場地板
PROPCTRL_TXT_000292,Dungeon Floor,地牢地板
PROPCTRL_TXT_000293,Bright Wooden Floor,明亮的木地板
PROPCTRL_TXT_000294,Honey Wooden Floor,蜂蜜木地板
PROPCTRL_TXT_000295,Ancient Floor,古老的地板
PROPCTRL_TXT_000296,Pier Floor,碼頭地板
PROPCTRL_TXT_000297,Dark Stacked Wooden Floor,深色疊木地板
PROPCTRL_TXT_000298,Light Stacked Wooden Floor,輕質疊木地板
PROPCTRL_TXT_000299,Dark Plank Floor,深色木板地板
PROPCTRL_TXT_000300,Cracked Marble Floor,破裂的大理石地板
PROPCTRL_TXT_000301,Battle Floor,戰鬥地板
PROPCTRL_TXT_000302,Branch Floor,樹枝地板
PROPCTRL_TXT_000303,Tree Floor,樹木地板
PROPCTRL_TXT_000304,Royal Carpet Floor,皇家地毯地板
PROPCTRL_TXT_000305,Rhisis Floor,黎席斯地板
PROPCTRL_TXT_000306,Dirt Floor,泥土地板
PROPCTRL_TXT_000307,Flarine Floor,布拉里斯鎮地板
PROPCTRL_TXT_000308,Gravel Floor,碎石地板
PROPCTRL_TXT_000309,Bordered Plank Floor,有邊框的木板地板
PROPCTRL_TXT_000310,Basic Ceiling,基本天花板
PROPCTRL_TXT_000311,White Ceiling,白天花板
PROPCTRL_TXT_000312,Bordered Cove Ceiling,鑲邊凹形天花板
PROPCTRL_TXT_000313,Plain Cove Ceiling,普通凹形天花板
PROPCTRL_TXT_000314,Small Plank Ceiling,小木板天花板
PROPCTRL_TXT_000315,Crate Ceiling,板條箱天花板
PROPCTRL_TXT_000316,Platform Ceiling,平台天花板
PROPCTRL_TXT_000317,Light Plank Ceiling,輕質木板天花板
PROPCTRL_TXT_000318,Light Brick Ceiling,輕磚天花板
PROPCTRL_TXT_000319,Scrap Wood Ceiling,廢木天花板
PROPCTRL_TXT_000320,Pale Wood Ceiling,淺木天花板
PROPCTRL_TXT_000321,Mossy Brick Ceiling,長滿青苔的磚天花板
PROPCTRL_TXT_000322,Shipwreck Ceiling,沉船天花板
PROPCTRL_TXT_000323,Construction Ceiling,建築天花板
PROPCTRL_TXT_000324,Mars Ceiling,瑪斯天花板
PROPCTRL_TXT_000325,Forsaken Brick Ceiling,被遺棄磚塊天花板
PROPCTRL_TXT_000326,Ominous Ceiling,不祥的天花板
PROPCTRL_TXT_000327,Golden Ceiling,金色天花板
PROPCTRL_TXT_000328,Bordered Secret Ceiling,有邊框的秘密天花板
PROPCTRL_TXT_000329,Plain Secret Ceiling,一般秘密天花板
PROPCTRL_TXT_000330,Darkon Wooden Plain Ceiling,得肯木質平天花板
PROPCTRL_TXT_000331,Darkon Wooden Mosaic Ceiling,得肯木質馬賽克天花板
PROPCTRL_TXT_000332,Forsaken Blue Ceiling,被遺忘的藍色天花板
PROPCTRL_TXT_000333,Plain Forsaken Blue Ceiling,一般被遺棄的藍色天花板
PROPCTRL_TXT_000334,Wilds Ceiling,荒野叢境天花板
PROPCTRL_TXT_000335,Pebble Ceiling,卵石天花板
PROPCTRL_TXT_000336,Fortress Ceiling,堡壘天花板
PROPCTRL_TXT_000337,Cracked Ceiling,破裂天花板
PROPCTRL_TXT_000338,Volcanic Ceiling,火山天花板
PROPCTRL_TXT_000339,Modern Ceiling,現代天花板
PROPCTRL_TXT_000340,Pipe Ceiling,管道天花板
PROPCTRL_TXT_000341,Darkon Metal Mosaic Ceiling,得肯金屬馬賽克天花板
PROPCTRL_TXT_000342,Darkon Metal Grid Lattice Ceiling,得肯金屬網格格子天花板
PROPCTRL_TXT_000343,Darkon Metal Plain Ceiling,得肯金屬平面天花板
PROPCTRL_TXT_000344,Forged Ceiling,鍛造天花板
PROPCTRL_TXT_000345,Industrial Ceiling,工業天花板
PROPCTRL_TXT_000346,Colosseum Ceiling,鬥獸競技場天花板
PROPCTRL_TXT_000347,Dungeon Ceiling,地牢天花板
PROPCTRL_TXT_000348,Bright Wooden Ceiling,明亮的木質天花板
PROPCTRL_TXT_000349,Honey Wooden Ceiling,蜂蜜木天花板
PROPCTRL_TXT_000350,Ancient Ceiling,古代天花板
PROPCTRL_TXT_000351,Pier Ceiling,碼頭天花板
PROPCTRL_TXT_000352,Dark Stacked Wooden Ceiling,深色疊木天花板
PROPCTRL_TXT_000353,Light Stacked Wooden Ceiling,輕型疊木天花板
PROPCTRL_TXT_000354,Dark Plank Ceiling,深色木板天花板
PROPCTRL_TXT_000355,Cracked Marble Ceiling,破裂的大理石天花板
PROPCTRL_TXT_000356,Battle Ceiling,戰鬥天花板
PROPCTRL_TXT_000357,Branch Ceiling,樹枝天花板
PROPCTRL_TXT_000358,Tree Ceiling,樹天花板
PROPCTRL_TXT_000359,Royal Carpet Ceiling,皇家地毯天花板
PROPCTRL_TXT_000360,Rhisis Ceiling,黎席斯天花板
PROPCTRL_TXT_000361,Dirt Ceiling,泥土天花板
PROPCTRL_TXT_000362,Flarine Ceiling,布拉里斯鎮天花板
PROPCTRL_TXT_000363,Gravel Ceiling,礫石天花板
PROPCTRL_TXT_000364,Bordered Plank Ceiling,帶邊框的木板天花板
PROPCTRL_TXT_000365,Common Green Tree 2,普通綠樹 2
PROPCTRL_TXT_000366,Common Green Tree 3,普通綠樹 3
PROPCTRL_TXT_000367,Common Green Tree 4,普通綠樹 4
PROPCTRL_TXT_000368,Common Green Tree 5,普通綠樹 5
PROPCTRL_TXT_000369,Common Green Tree 6,普通綠樹 6
PROPCTRL_TXT_000370,Common Green Tree 7,普通綠樹 7
PROPCTRL_TXT_000371,Common Green Tree 8,普通綠樹 8
PROPCTRL_TXT_000372,Common Green Tree 9,普通綠樹 9
PROPCTRL_TXT_000373,Common Green Tree 10,普通綠樹 10
PROPCTRL_TXT_000374,Common Green Tree 11,普通綠樹 11
PROPCTRL_TXT_000375,Common Green Tree 12,普通綠樹 12
PROPCTRL_TXT_000376,Common Green Tree 13,普通綠樹 13
PROPCTRL_TXT_000377,Common Green Tree 14,普通綠樹 14
PROPCTRL_TXT_000378,Common Sakura Tree 2,普通櫻花樹 2
PROPCTRL_TXT_000379,Common Wooden Box 2,普通木箱 2
PROPCTRL_TXT_000380,Common Wooden Box Pile 2,普通木箱堆 2
PROPCTRL_TXT_000381,Common Wooden Box Pile 3,普通木箱堆 3
PROPCTRL_TXT_000382,Common Wooden Box Pile 4,普通木箱堆 4
PROPCTRL_TXT_000383,Common Wooden Barrel 2,普通木桶 2
PROPCTRL_TXT_000384,Common Wooden Barrel 3,普通木桶 3
PROPCTRL_TXT_000385,Common Wooden Barrel 4,普通木桶 4
PROPCTRL_TXT_000386,Common Wooden Barrel Pile 2,普通木桶樁 2
PROPCTRL_TXT_000387,Common Wooden Barrel Pile 3,普通木桶樁 3
PROPCTRL_TXT_000388,Common Wooden Barrel Pile 4,普通木桶樁 4
PROPCTRL_TXT_000389,Common Wooden Barrel Pile 5,普通木桶樁 5
PROPCTRL_TXT_000390,Common Wooden Barrel Pile 6,普通木桶樁 6
PROPCTRL_TXT_000391,Common Wooden Barrel Pile 7,普通木桶樁 7
PROPCTRL_TXT_000392,Common Wooden Barrel Pile 8,普通木桶樁 8
PROPCTRL_TXT_000393,Common Wooden Barrel Pile 9,普通木桶樁 9
PROPCTRL_TXT_000394,Common Wooden Barrel Pile 10,普通木桶樁 10
PROPCTRL_TXT_000395,Common Flowers 2,常見花卉 2
PROPCTRL_TXT_000396,Common Flowers 3,常見花卉 3
PROPCTRL_TXT_000397,Common Flowers 4,常見花卉 4
PROPCTRL_TXT_000398,Common Flowers 5,常見花卉 5
PROPCTRL_TXT_000399,Common Flowers 6,常見花卉 6
PROPCTRL_TXT_000400,Common Flowers 7,常見花卉 7
PROPCTRL_TXT_000401,Common Flowers 8,常見花卉 8
PROPCTRL_TXT_000402,Common Grass 2,普通草 2
PROPCTRL_TXT_000403,Common Grass 3,普通草 3
PROPCTRL_TXT_000404,Common Grass 4,普通草 4
PROPCTRL_TXT_000405,Common Grass 5,普通草 5
PROPCTRL_TXT_000406,Common Grass 6,普通草 6
PROPCTRL_TXT_000407,Common Grass 7,普通草 7
PROPCTRL_TXT_000408,Common Grass 8,普通草 8
PROPCTRL_TXT_000409,Common Grass 9,普通草 9
PROPCTRL_TXT_000410,Common Grass 10,普通草 10
PROPCTRL_TXT_000411,Common Grass 11,普通草 11
PROPCTRL_TXT_000412,Common Grass 12,普通草 12
PROPCTRL_TXT_000413,Common Grass 13,普通草 13
PROPCTRL_TXT_000414,Common Mushroom 2,普通蘑菇 2
PROPCTRL_TXT_000415,Common Mushroom 3,普通蘑菇 3
PROPCTRL_TXT_000416,Common Mushroom 4,普通蘑菇 4
PROPCTRL_TXT_000417,Common Rock 2,普通岩石 2
PROPCTRL_TXT_000418,Common Rock 3,普通岩石 3
PROPCTRL_TXT_000419,Common Rock 4,普通岩石 4
PROPCTRL_TXT_000420,Common Rock 5,普通岩石 5
PROPCTRL_TXT_000421,Common Rock 6,普通岩石 6
PROPCTRL_TXT_000422,Common Rock 7,普通岩石 7
PROPCTRL_TXT_000423,Common Rock 8,普通岩石 8
PROPCTRL_TXT_000424,Common Rock 9,普通岩石 9
PROPCTRL_TXT_000425,Common Rock 10,普通岩石 10
PROPCTRL_TXT_000426,St Morning Rock Arch 2,聖音特石拱門 2
PROPCTRL_TXT_000427,St Morning Rock Arch 3,聖音特石拱門 3
PROPCTRL_TXT_000428,St Morning Flag 2,聖音特旗 2
PROPCTRL_TXT_000429,St Morning Flag 3,聖音特旗 3
PROPCTRL_TXT_000430,St Morning Flag 4,聖音特旗 4
PROPCTRL_TXT_000431,St Morning Flag 5,聖音特旗 5
PROPCTRL_TXT_000432,St Morning Rock 2,聖音特岩石 2
PROPCTRL_TXT_000433,St Morning Rock 3,聖音特岩石 3
PROPCTRL_TXT_000434,St Morning Rock 4,聖音特岩石 4
PROPCTRL_TXT_000435,St Morning Rock 5,聖音特岩石 5
PROPCTRL_TXT_000436,St Morning Rock 6,聖音特岩石 6
